CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PFD,PRI_PVEM,CAND_IND9,CAND_IND10,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5319,3,243,336,90,39,45,45,31,60,36,73,9,11,0,0,6,1018,58,1082,2204
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5320,4,345,281,102,25,63,38,48,88,48,71,5,110,0,0,0,1224,63,1287,2371
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5321,2,210,267,28,29,35,47,24,77,20,46,7,0,0,0,7,790,29,826,1472
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5322,3,195,303,64,35,30,24,37,96,35,57,5,3,0,0,3,884,45,932,1643
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5323,6,428,612,117,70,83,70,82,152,59,109,19,4,0,0,6,1805,81,1892,3982
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5324,3,219,400,48,43,24,52,53,98,38,54,13,6,0,0,0,1048,43,1091,2129
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5325,3,209,301,39,25,30,46,32,64,32,60,11,2,0,0,0,851,40,891,1710
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5326,4,229,444,49,28,25,54,35,99,39,73,5,1,0,0,1,1081,68,1150,2328
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5327,2,156,300,43,23,21,36,38,77,29,48,6,1,0,0,1,778,28,807,1460
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5328,2,154,198,23,20,22,18,35,59,24,30,5,0,0,0,3,588,34,625,987
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5329,4,318,430,87,50,56,36,39,111,52,82,10,2,0,0,4,1273,54,1331,2346
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5330,6,360,671,175,103,167,58,54,130,72,113,12,5,0,0,7,1920,92,2019,3961
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5331,2,116,226,51,27,69,17,20,26,18,67,4,6,0,0,0,647,18,665,1258
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5332,2,137,232,73,29,51,14,14,29,17,49,1,1,0,0,1,647,23,671,1229
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5333,3,168,300,83,36,86,26,29,43,20,71,3,6,0,0,0,871,31,902,1614
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5334,4,231,389,98,55,132,27,49,110,46,72,11,6,0,0,2,1226,80,1308,2450
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5335,7,495,678,169,113,116,94,121,150,78,140,17,5,0,0,10,2176,140,2326,4818
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5336,4,202,447,73,64,61,47,45,97,46,51,7,5,0,0,4,1145,59,1208,2565
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5337,5,234,512,137,74,73,49,54,108,43,50,8,15,0,0,3,1357,59,1419,3156
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5338,3,181,302,72,41,29,35,22,60,27,41,2,2,0,0,1,814,38,853,1793
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5339,4,201,414,71,52,32,42,47,100,39,51,9,11,0,0,5,1069,56,1130,2329
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5340,2,195,163,54,22,30,26,29,73,38,54,3,1,0,0,2,688,45,735,1424
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5341,3,233,239,96,41,49,61,47,99,53,64,11,4,0,0,1,997,37,1035,1900
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5342,3,249,302,65,35,47,26,34,76,42,58,12,5,0,0,2,951,60,1013,2065
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5343,4,322,410,56,35,45,32,63,128,56,83,6,9,0,0,1,1245,65,1311,2767
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5344,2,126,232,59,28,29,22,18,48,45,49,5,0,0,0,0,661,35,696,1338
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5345,5,462,565,135,35,65,82,85,145,71,89,13,8,0,0,1,1755,92,1848,3729
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5346,4,528,397,63,34,41,62,56,109,44,75,18,0,0,0,2,1427,84,1513,2760
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5347,3,293,373,66,41,36,41,45,79,25,69,7,2,0,0,3,1077,71,1151,2195
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5348,4,334,415,82,55,55,39,37,131,40,71,8,4,0,0,5,1271,62,1338,2659
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5349,8,552,811,176,124,91,70,119,193,94,133,16,8,0,0,2,2387,107,2496,5738
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5350,8,607,974,168,109,106,73,97,228,96,152,17,8,0,0,3,2635,91,2729,5935
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5351,5,404,533,125,42,46,60,52,106,54,72,11,3,0,0,2,1508,61,1571,3158
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5352,2,75,146,22,3,15,23,35,62,12,25,1,0,0,0,1,419,20,440,761
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5353,2,109,204,44,11,23,36,36,79,22,36,9,2,0,0,0,611,33,644,1170
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5419,3,216,394,67,23,39,17,35,39,26,37,2,4,0,0,1,899,26,926,1723
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5420,3,187,293,45,31,36,26,25,63,26,43,7,4,0,0,1,786,36,823,1549
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5421,3,218,332,70,30,37,18,31,48,30,41,6,1,0,0,1,862,34,897,1603
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5422,3,275,486,81,43,76,41,46,50,38,79,7,7,0,0,2,1229,65,1296,2181
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5423,4,207,503,133,54,79,19,43,78,38,60,5,4,0,0,1,1223,41,1265,2512
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5424,3,147,318,79,35,57,16,24,50,23,34,4,7,0,0,0,794,47,841,1573
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5425,5,499,634,120,33,92,47,65,75,58,99,9,1,0,0,3,1732,76,1811,3140
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5426,2,102,211,99,13,28,9,14,16,8,34,1,3,0,0,0,538,19,557,1183
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5427,1,20,119,62,4,12,5,1,5,6,4,1,2,0,0,0,241,9,250,440
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5428,3,203,295,194,28,43,12,33,47,15,25,3,4,0,0,0,902,40,942,2230
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5429,2,114,167,111,20,20,24,30,49,25,25,2,0,0,0,0,587,32,619,1468
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5430,3,176,286,140,24,38,19,32,61,26,44,4,3,0,0,0,853,30,883,2029
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5431,4,235,313,191,37,55,34,40,93,14,55,3,7,0,0,4,1077,40,1121,2866
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5432,3,122,214,134,20,30,16,18,47,16,21,1,2,0,0,1,641,28,670,1541
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5433,5,302,330,292,26,61,36,45,83,21,59,3,4,0,0,0,1262,33,1295,3337
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5434,5,306,525,89,37,53,46,119,99,42,83,14,1,0,0,1,1414,75,1490,3018
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5435,3,211,326,74,28,39,30,56,98,37,50,4,1,0,0,1,954,55,1010,1843
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5436,4,275,450,118,30,50,36,86,67,39,82,5,2,0,0,2,1240,55,1297,2633
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5437,5,356,560,115,48,57,25,41,123,41,61,1,4,0,0,1,1432,61,1494,3466
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5438,5,283,370,142,27,59,20,33,85,32,48,2,172,0,0,2,1273,42,1317,3131
5,15,MEXICO,1,TOLUCA,107,TOLUCA,5440,10,500,1226,244,116,107,131,123,210,84,132,16,20,0,0,1,2909,127,3037,6868
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5169,3,187,351,57,51,44,45,36,84,29,32,21,5,0,0,3,942,48,993,2028
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5170,3,248,424,80,29,72,52,44,89,36,52,4,5,0,0,4,1135,62,1201,2242
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5171,2,195,324,53,21,19,50,34,62,24,38,2,6,0,0,0,828,31,859,1468
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5172,2,76,212,19,17,19,10,25,20,26,21,4,1,0,0,2,450,30,482,912
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5173,2,145,338,32,16,14,42,27,35,29,47,6,1,0,0,0,732,37,769,1480
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5174,4,342,324,57,36,48,43,38,91,56,64,13,2,0,0,3,1114,48,1165,1771
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5175,3,249,232,47,29,35,49,36,83,35,60,7,5,0,0,13,867,19,899,1593
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5176,3,291,376,46,35,44,47,32,85,42,77,5,4,0,0,2,1084,60,1146,1898
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5177,3,315,334,69,32,45,33,40,106,39,66,13,4,0,0,30,1096,33,1159,2029
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5178,3,428,302,46,21,25,41,27,122,47,92,16,0,0,0,2,1167,70,1239,2205
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5179,3,300,306,51,25,31,49,28,82,38,61,7,97,0,0,1,1075,65,1141,1828
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5180,2,235,224,42,25,32,47,19,62,22,40,3,3,0,0,4,754,45,803,1413
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5181,2,156,210,28,29,27,35,22,53,12,35,4,0,0,0,1,611,33,645,1098
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5182,1,32,108,11,5,6,16,8,24,7,21,3,2,0,0,0,243,16,259,446
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5183,2,120,231,29,15,15,33,27,40,15,42,4,0,0,0,0,571,26,597,971
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5184,2,151,247,32,32,32,18,26,38,17,41,2,7,0,0,0,643,15,658,1186
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5185,3,237,412,65,27,24,28,67,69,34,61,9,9,0,0,0,1042,25,1067,2084
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5186,3,231,296,62,43,55,35,42,73,52,62,10,8,0,0,4,969,56,1029,1797
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5187,2,131,249,74,21,42,28,20,44,18,43,5,8,0,0,0,683,13,696,1377
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5188,4,313,495,209,47,61,50,33,88,53,57,11,10,0,0,0,1427,59,1486,2692
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5189,2,222,301,61,12,23,29,37,23,24,7,3,4,0,0,1,746,40,787,1497
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5190,4,183,585,142,41,53,26,46,66,31,49,4,12,0,0,0,1238,38,1276,2292
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5191,3,334,263,56,37,25,42,56,98,40,65,8,14,0,0,2,1038,56,1096,1712
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5192,2,248,233,37,18,29,28,22,62,38,42,3,3,0,0,1,763,31,795,1318
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5193,2,223,194,58,26,34,27,14,46,25,43,9,4,0,0,0,703,48,751,1277
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5194,1,71,63,14,5,15,8,6,14,8,6,1,0,0,0,0,211,9,220,420
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5195,1,46,27,6,2,2,6,5,6,4,4,0,0,0,0,0,108,6,114,186
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5196,1,72,73,6,2,8,7,11,22,2,5,0,0,0,0,0,208,16,224,381
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5197,1,54,92,12,7,8,13,8,23,8,13,2,0,0,0,2,240,10,252,456
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5198,2,209,220,41,24,30,27,28,60,28,26,7,4,0,0,1,704,40,745,1388
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5199,1,113,107,15,14,17,20,9,29,11,26,5,1,0,0,0,367,27,394,674
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5200,2,129,205,25,22,19,23,18,48,18,24,5,1,0,0,1,537,24,562,964
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5201,2,235,240,40,29,32,26,32,93,40,41,6,2,0,0,2,816,50,868,1425
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5202,2,308,243,42,23,19,32,19,59,31,45,8,2,0,0,2,831,59,892,1449
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5203,4,420,425,70,50,46,38,60,150,57,101,8,3,0,0,3,1428,72,1503,2672
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5204,1,41,29,1,4,4,5,2,4,1,6,2,1,0,0,0,100,4,104,171
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5205,1,125,114,37,11,25,12,10,33,9,30,3,2,0,0,3,411,18,432,735
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5206,2,155,148,28,13,15,13,23,47,18,22,4,2,0,0,0,488,28,516,884
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5266,5,221,760,69,51,81,43,73,59,44,87,6,6,0,0,8,1500,67,1575,3011
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5267,4,154,611,66,43,53,54,23,73,32,83,6,16,0,0,3,1214,61,1278,2772
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5268,4,212,683,80,35,47,38,40,64,26,101,8,4,0,0,1,1338,56,1395,2640
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5269,6,414,912,94,60,81,78,93,119,41,119,10,8,0,0,1,2029,78,2108,4236
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5270,5,165,581,95,50,57,77,81,77,29,77,26,7,0,0,0,1322,68,1390,3036
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5271,10,710,1154,160,108,123,129,145,227,96,196,24,14,0,0,5,3086,115,3206,7125
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5272,5,480,519,87,45,77,88,95,182,72,112,17,3,0,0,3,1777,106,1886,3215
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5273,3,191,301,34,25,48,25,31,59,22,50,2,2,0,0,0,790,20,810,1523
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5274,3,288,431,52,35,62,31,49,77,33,64,6,4,0,0,1,1132,52,1185,2200
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5275,3,232,329,42,34,31,26,64,58,28,59,4,2,0,0,2,909,55,966,1669
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5276,2,178,288,30,12,24,11,39,37,22,46,3,1,0,0,3,691,25,719,1454
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5277,3,268,318,54,46,39,46,30,94,39,60,3,0,0,0,2,997,52,1051,2021
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5278,5,364,609,107,70,65,80,143,130,63,115,14,2,0,0,1,1762,67,1830,3617
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5279,2,153,212,33,14,33,38,25,55,22,36,3,4,0,0,1,628,41,670,1194
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5280,8,706,580,128,88,78,115,129,229,118,253,20,6,0,0,2,2450,510,2962,5323
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5281,4,408,295,58,45,43,57,60,121,49,99,12,0,0,0,3,1247,60,1310,2918
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5282,2,133,226,33,20,39,26,21,48,23,36,4,3,0,0,1,612,29,642,1134
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5283,3,248,294,73,51,41,51,44,83,44,68,10,4,0,0,0,1011,57,1068,2199
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5284,3,310,227,31,32,26,44,21,85,39,34,6,10,0,0,5,865,38,908,1674
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5285,5,366,562,64,55,70,83,79,155,55,79,15,3,0,0,1,1586,69,1656,3395
5,15,MEXICO,2,TOLUCA,107,TOLUCA,5286,4,298,465,77,39,104,47,32,66,38,47,4,5,0,0,1,1222,41,1264,2512
