CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COALICION_PRI_PVEM,COMUN_PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,17,COYUCA DE CATALAN,55,SAN MIGUEL TOTOLAPAN,2129,1,1,111,36,3,14,70,0,1,0,0,0,0,0,0,236,6,242,380
4,12,GUERRERO,17,COYUCA DE CATALAN,55,SAN MIGUEL TOTOLAPAN,2130,2,13,67,321,6,7,59,3,3,0,8,3,1,0,0,491,11,502,596
4,12,GUERRERO,17,COYUCA DE CATALAN,55,SAN MIGUEL TOTOLAPAN,2131,1,0,77,145,5,50,30,2,1,0,0,0,2,0,0,312,20,332,444
4,12,GUERRERO,17,COYUCA DE CATALAN,55,SAN MIGUEL TOTOLAPAN,2132,2,3,133,121,3,0,2,2,0,0,0,1,0,0,0,265,6,271,330
4,12,GUERRERO,17,COYUCA DE CATALAN,55,SAN MIGUEL TOTOLAPAN,2133,1,2,33,478,2,7,28,0,1,0,0,0,0,0,0,551,8,559,740
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2725,2,8,334,317,36,4,2,0,83,14,3,0,1,0,0,802,41,843,1282
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2726,3,21,514,516,79,19,2,4,77,34,17,2,8,0,0,1293,67,1360,1972
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2727,3,1,157,559,20,5,9,5,67,0,1,2,0,0,0,826,23,849,1245
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2728,1,0,54,70,7,3,1,0,15,1,0,0,0,0,0,151,12,163,236
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2729,1,3,123,76,5,1,1,0,8,0,2,0,0,0,0,219,2,221,355
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2730,1,7,235,146,5,2,0,1,24,0,0,1,0,0,0,421,10,431,715
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2731,3,0,140,701,45,6,5,2,35,0,0,0,0,0,0,934,37,971,1589
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2732,2,5,234,213,30,7,1,16,22,7,1,0,2,0,0,538,17,555,806
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2733,1,3,43,42,7,4,0,2,5,2,0,0,0,0,0,108,4,112,234
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2734,1,1,80,138,12,0,0,1,3,1,0,2,2,0,0,240,18,258,471
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2735,2,2,195,213,18,0,1,2,15,4,0,0,1,0,0,451,24,475,765
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2736,2,1,117,110,10,0,2,4,82,1,1,0,1,0,0,329,7,336,465
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2737,1,4,102,67,9,2,1,10,13,3,1,0,1,0,0,213,7,220,302
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2738,1,5,57,100,5,2,1,4,7,4,1,0,0,0,0,186,16,202,301
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2739,1,0,42,23,2,0,0,4,3,0,0,0,0,0,0,74,6,80,146
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2740,1,2,125,75,3,0,1,44,9,12,0,0,0,0,0,271,11,282,412
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2741,2,8,484,290,13,9,1,12,42,0,0,0,0,0,0,859,36,895,1426
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2744,1,2,92,60,7,2,0,1,29,0,0,0,1,0,0,194,8,202,318
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2746,1,2,141,108,10,0,1,0,7,4,0,0,0,0,0,273,6,279,423
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2748,1,1,293,104,12,8,0,0,14,3,0,0,1,0,0,436,16,452,634
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2749,1,0,62,66,4,0,0,0,4,7,0,0,0,0,0,143,0,143,191
4,12,GUERRERO,17,COYUCA DE CATALAN,74,ZIRANDARO,2751,1,1,30,81,13,0,0,3,17,0,0,0,0,0,0,145,2,147,221
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,500,2,4,237,243,1,5,12,21,61,4,0,8,0,0,0,596,32,628,1118
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,501,3,4,368,358,4,10,13,36,75,4,0,6,3,0,1,881,49,931,1656
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,502,2,3,210,286,2,3,6,8,36,1,0,0,1,0,0,556,24,580,949
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,503,2,2,230,207,2,5,8,28,37,2,0,4,4,0,0,529,23,552,946
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,504,2,2,283,259,4,3,10,59,65,4,0,2,1,0,1,692,27,720,1214
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,505,2,9,306,253,3,8,11,37,66,3,0,7,4,0,0,707,37,744,1250
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,506,3,8,411,251,7,4,8,66,78,9,0,5,1,0,1,848,33,882,1288
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,507,2,1,225,238,1,5,2,11,49,1,0,7,0,0,0,540,18,558,958
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,508,1,6,138,195,0,0,1,3,9,0,0,1,0,0,0,353,6,359,533
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,509,1,4,173,229,0,0,3,6,20,1,0,1,0,0,0,437,13,450,717
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,510,3,10,359,513,3,2,16,26,80,6,0,9,0,0,0,1024,38,1062,1763
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,511,2,5,276,218,5,9,10,22,53,4,0,0,1,0,0,603,42,645,1073
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,512,2,7,226,369,7,6,30,11,35,2,0,2,1,0,0,696,9,705,1296
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,513,1,0,247,104,1,5,2,0,13,0,0,0,2,0,0,374,18,392,630
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,514,1,1,58,78,0,0,0,1,9,0,0,0,0,0,0,147,5,152,233
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,515,1,0,47,39,0,0,1,1,9,0,0,0,0,0,0,97,2,99,133
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,517,1,2,74,78,0,1,0,4,3,0,0,0,0,0,0,162,3,165,216
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,518,1,1,263,203,2,2,2,8,4,0,0,0,3,0,0,488,7,495,744
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,519,1,4,47,55,1,0,0,0,5,0,0,0,0,0,0,112,3,115,152
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,521,1,0,41,61,0,0,0,14,1,0,0,0,3,0,0,120,3,123,224
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,522,1,0,59,34,0,0,0,1,0,0,0,0,0,0,0,94,2,96,134
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,523,1,0,52,32,0,0,0,0,2,0,0,0,0,0,0,86,0,86,114
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,524,1,0,195,118,1,2,1,1,1,0,0,0,0,0,0,319,4,323,514
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,527,1,0,30,57,0,0,0,0,4,0,0,0,0,0,0,91,1,92,136
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,528,1,0,84,44,0,0,0,0,0,0,0,0,0,0,0,128,3,131,157
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,529,1,0,70,15,1,2,0,0,3,0,0,0,0,0,0,91,0,91,153
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,530,1,1,40,40,0,0,0,0,7,0,0,0,0,0,0,88,2,90,148
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,531,1,0,33,92,2,0,0,0,2,0,0,0,0,0,0,129,0,129,156
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,532,1,0,58,78,0,1,0,0,3,0,0,0,0,0,0,140,1,141,216
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,533,1,0,112,74,1,0,1,0,1,0,0,1,0,0,0,190,6,196,294
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,534,1,0,51,48,0,0,0,2,5,0,0,0,0,0,0,106,1,107,174
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,535,1,0,178,87,1,0,1,0,21,0,0,0,0,0,0,288,8,296,477
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,537,1,0,36,42,0,0,1,0,11,0,0,1,0,0,0,91,3,94,137
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,538,2,1,270,237,0,2,0,0,2,0,0,1,0,0,0,513,6,519,812
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,539,1,0,78,78,0,1,4,0,0,0,0,0,0,0,0,161,3,164,198
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,540,1,0,120,122,1,2,0,3,14,0,0,0,0,0,0,262,3,265,436
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,541,1,0,46,15,0,0,3,0,3,0,0,0,3,0,0,70,1,71,111
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,542,1,0,120,19,0,2,1,1,3,0,0,0,0,0,0,146,1,147,202
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,544,1,0,21,53,0,1,0,0,0,0,0,0,0,0,0,75,1,76,105
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,546,1,1,41,56,1,1,0,0,13,0,0,0,0,0,0,113,1,114,208
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,547,1,0,91,165,0,1,0,1,2,0,0,0,1,0,0,261,3,264,480
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,548,1,0,22,17,1,0,0,0,0,0,0,0,3,0,0,43,2,45,101
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,549,1,1,151,159,0,1,1,1,9,0,0,1,0,0,0,324,4,328,523
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,550,1,1,92,51,0,0,0,0,3,0,0,1,0,0,0,148,1,149,235
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,551,1,0,45,29,0,0,1,0,2,0,0,0,0,0,0,77,1,78,124
4,12,GUERRERO,18,PUNGARABATO,7,ARCELIA,552,1,0,99,121,1,1,0,0,0,0,0,0,0,0,0,222,5,227,370
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1067,2,6,169,320,2,2,1,0,7,0,0,1,0,0,0,508,12,520,788
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1068,3,2,327,270,5,3,4,3,24,1,0,1,0,0,0,640,16,656,975
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1069,2,7,218,261,0,0,0,1,30,0,0,0,0,0,0,517,12,529,833
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1070,2,4,347,313,8,4,8,2,22,2,0,0,2,0,0,712,35,747,1193
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1071,1,1,89,122,0,2,2,0,7,0,0,0,0,0,0,223,5,228,369
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1072,1,0,163,72,1,1,0,0,1,0,0,0,0,0,0,238,3,241,417
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1074,1,0,64,23,0,1,0,0,0,0,0,0,0,0,0,88,2,90,121
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1075,1,2,56,22,0,1,0,3,3,0,0,0,0,0,0,87,2,89,133
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1076,1,1,80,42,0,0,0,0,2,0,0,0,0,0,0,125,0,125,177
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1077,1,0,38,79,0,0,0,0,0,0,0,0,0,0,0,117,0,117,207
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1079,1,0,62,26,3,0,0,0,1,0,0,0,0,0,0,92,2,94,163
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1080,1,1,62,47,0,0,0,0,0,0,0,0,0,0,0,110,2,112,178
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1081,2,1,323,341,1,5,0,0,8,0,0,0,1,0,0,680,10,690,1055
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1082,1,0,90,57,0,0,0,0,0,0,0,0,0,0,0,147,0,147,259
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1083,1,0,87,97,0,0,0,0,1,1,0,0,0,0,0,186,2,188,266
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1084,2,3,192,322,0,4,2,0,14,0,0,0,0,0,0,537,5,542,890
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1086,1,0,183,173,0,0,0,0,0,0,0,0,0,0,0,356,3,359,685
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1087,1,1,193,184,0,1,0,0,3,0,0,0,3,0,0,385,4,389,666
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1088,1,0,82,97,0,0,0,0,0,0,0,0,0,0,0,179,1,180,240
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1089,1,0,50,53,0,0,0,0,2,1,0,0,1,0,0,107,2,109,170
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1090,1,0,91,7,0,0,0,0,0,0,0,0,0,0,0,98,0,98,142
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1091,1,3,34,25,3,0,0,0,30,0,0,1,2,0,0,98,1,99,149
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1092,1,0,109,116,1,0,0,0,13,1,0,0,0,0,0,240,3,243,401
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1093,1,0,40,49,0,0,0,0,1,0,0,0,0,0,0,90,1,91,156
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1094,1,0,159,155,2,0,0,0,1,0,0,0,0,0,0,317,4,321,530
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1096,1,0,46,64,0,0,0,0,2,1,0,0,1,0,0,114,2,116,176
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1097,1,1,90,23,0,0,0,0,0,0,0,1,0,0,0,115,4,119,194
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1100,1,2,114,129,0,0,0,1,3,0,0,0,0,0,0,249,5,254,437
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1101,1,2,89,158,0,0,0,1,4,0,0,0,0,0,0,254,1,255,365
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1102,1,1,107,108,0,0,0,0,5,0,0,0,0,0,0,221,4,225,399
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1103,1,1,91,178,0,0,2,0,2,0,0,1,0,0,0,275,3,278,465
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1104,2,1,174,431,1,0,2,1,1,0,0,0,1,0,0,612,10,622,997
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1105,1,1,45,35,0,0,0,0,0,0,0,0,0,0,0,81,1,82,203
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1106,1,5,141,89,2,0,1,1,3,0,0,0,0,0,0,242,8,250,382
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1107,1,0,104,29,1,0,0,1,13,0,0,0,0,0,0,148,1,149,281
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1108,1,2,66,77,1,3,0,1,1,0,0,0,0,0,0,151,3,154,236
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1109,1,1,165,202,0,1,0,0,6,0,0,0,2,0,0,377,8,385,655
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1110,1,0,92,32,0,0,0,0,7,0,0,0,0,0,0,131,0,131,228
4,12,GUERRERO,18,PUNGARABATO,27,CUTZAMALA DE PINZON,1111,2,1,190,261,1,0,0,0,1,1,0,1,1,0,0,457,6,463,786
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1950,3,16,310,381,10,15,15,8,115,2,0,2,4,0,0,878,35,913,1607
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1951,4,54,355,440,9,18,30,11,125,2,0,8,129,0,0,1181,45,1226,2289
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1952,3,16,313,340,15,9,13,7,102,2,0,0,4,0,0,821,32,853,1587
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1953,2,19,204,243,10,9,28,9,160,1,0,6,4,0,0,693,30,723,1360
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1954,3,27,390,372,20,5,40,6,174,8,0,5,6,0,0,1053,47,1100,1960
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1955,3,13,251,406,16,9,18,8,98,5,0,7,5,0,0,836,44,880,1557
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1956,3,16,342,394,12,12,21,13,68,6,0,7,5,0,1,896,41,938,1734
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1957,3,20,248,292,15,10,37,7,72,4,0,5,3,0,1,713,45,759,1241
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1958,2,24,218,395,2,2,23,1,59,2,0,2,1,0,0,729,30,759,1204
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1959,2,49,296,387,4,5,7,7,62,0,0,7,4,0,0,828,25,853,1410
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1960,4,28,473,596,15,12,17,12,108,0,0,5,4,0,1,1270,60,1331,2357
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1961,3,12,311,311,9,10,28,2,69,6,0,7,11,0,0,776,32,808,1716
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1963,1,0,62,70,0,9,0,0,3,0,0,0,0,0,0,144,3,147,281
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1964,1,4,145,160,0,2,3,1,28,0,0,1,8,0,0,352,10,362,588
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1965,1,0,101,112,0,1,0,2,31,0,0,0,0,0,0,247,9,256,431
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1966,1,1,44,107,0,0,0,1,4,0,0,0,0,0,0,157,5,162,295
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1967,1,1,445,345,0,0,11,0,28,0,0,0,0,0,0,830,7,837,373
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1968,3,13,345,336,7,8,16,6,154,0,0,6,3,0,0,894,26,920,1766
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1969,2,25,200,244,1,1,2,1,32,0,0,0,0,0,0,506,15,521,773
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1970,1,2,180,157,0,5,0,0,8,0,0,0,0,0,0,352,3,355,470
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1971,4,24,871,650,6,7,8,2,44,0,0,1,3,0,0,1616,41,1657,2347
4,12,GUERRERO,18,PUNGARABATO,51,PUNGARABATO,1972,2,7,338,361,1,1,4,8,10,0,0,1,5,0,0,736,9,745,1042
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2533,1,1,129,248,3,1,2,1,15,0,0,0,0,0,0,400,21,421,603
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2534,2,1,212,517,7,1,1,7,12,0,0,1,0,0,0,759,26,785,1165
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2535,2,5,247,458,9,1,0,2,19,0,0,0,0,0,0,741,32,773,1153
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2536,1,2,95,213,0,2,0,0,4,0,0,0,2,0,0,318,13,331,455
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2537,1,1,105,273,3,2,0,1,33,1,0,2,1,0,0,422,15,437,735
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2540,1,0,17,51,0,0,0,0,3,0,0,0,0,0,0,71,2,73,125
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2541,1,0,91,113,1,0,0,1,1,0,0,0,2,0,0,209,9,218,326
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2542,2,1,247,540,0,0,0,2,45,0,0,0,0,0,0,835,11,846,1173
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2543,1,0,18,61,0,0,0,0,2,0,0,0,0,0,0,81,2,83,105
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2544,1,0,40,124,0,0,0,0,1,0,0,0,0,0,0,165,3,168,252
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2545,1,0,58,87,0,0,0,0,0,0,0,1,0,0,0,146,6,152,274
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2546,1,0,57,150,4,1,1,0,0,0,0,0,0,0,0,213,1,214,335
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2547,1,0,48,159,1,1,0,0,3,0,0,0,1,0,0,213,4,217,302
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2548,1,3,129,38,0,0,0,8,1,1,0,0,0,0,0,180,5,185,255
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2549,1,0,25,58,3,2,1,0,5,0,0,0,0,0,0,94,3,97,132
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2550,2,0,173,214,55,1,2,4,35,1,0,1,1,0,0,487,10,497,795
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2551,2,1,248,258,50,1,1,3,31,1,0,2,0,0,0,596,7,603,834
4,12,GUERRERO,18,PUNGARABATO,65,TLALCHAPA,2553,2,1,201,398,0,2,0,0,14,0,0,0,8,0,0,624,7,631,922
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2600,3,6,665,736,5,2,3,33,88,2,0,4,2,0,0,1546,19,1565,2143
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2601,2,2,345,334,4,1,1,10,55,1,0,0,2,0,0,755,18,773,1043
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2602,3,2,454,526,3,2,3,16,27,12,0,2,3,0,0,1050,12,1062,1513
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2603,1,0,64,85,4,0,0,1,3,0,0,0,0,0,0,157,5,162,206
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2604,2,4,399,435,3,3,2,7,30,0,0,0,2,0,0,885,13,898,1230
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2605,1,1,174,207,1,2,0,11,10,0,0,2,3,0,0,411,6,417,562
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2606,1,0,97,161,0,2,2,7,11,0,0,0,2,0,0,282,6,288,383
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2607,2,2,358,438,0,0,3,11,10,0,0,0,4,0,0,826,17,843,1146
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2608,1,0,83,99,0,0,0,0,0,0,0,0,0,0,0,182,3,185,249
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2609,1,1,79,87,0,0,0,4,1,0,0,0,0,0,0,172,2,174,241
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2610,1,2,178,289,1,2,0,7,0,0,0,0,0,0,0,479,15,494,687
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2611,2,4,275,459,0,1,1,1,17,1,0,0,1,0,0,760,8,768,1172
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2612,2,1,282,439,3,3,0,15,21,0,0,0,1,0,0,765,15,780,1130
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2613,1,2,172,170,3,0,0,3,3,1,0,0,1,0,0,355,1,356,528
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2614,2,2,482,488,0,0,0,13,7,0,0,0,0,0,0,992,16,1008,1477
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2615,2,2,372,439,1,1,1,4,24,1,0,1,0,0,0,846,3,849,1105
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2616,2,2,254,246,1,2,0,8,20,1,0,5,3,0,0,542,3,545,791
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2617,1,0,162,136,0,0,0,2,1,0,0,0,0,0,0,301,6,307,417
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2618,1,0,84,89,0,1,0,3,14,0,0,0,0,0,0,191,4,195,287
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2619,1,1,56,73,0,0,0,1,5,0,0,0,0,0,0,136,1,137,176
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2620,1,0,115,33,0,0,1,0,4,0,0,0,0,0,0,153,0,153,195
4,12,GUERRERO,18,PUNGARABATO,68,TLAPEHUALA,2621,1,0,73,52,0,1,0,0,2,0,0,0,1,0,0,129,0,129,161
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,2,2,151,350,37,11,34,19,14,0,0,30,2,0,1,650,52,703,1102
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,2,5,211,314,9,5,73,22,27,6,0,14,1,0,0,687,36,723,1098
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,2,9,226,385,16,11,87,58,29,4,0,12,3,0,0,840,48,888,1265
