Distrito,Municipio,Numero,Sección,Casilla,PAN,PRI,PRD,PFCRN,PT,NoReg,Nulos
4,LA PIEDAD,70,1557,B,111,58,132,2,0,0,14
4,LA PIEDAD,70,1558,B,167,77,64,10,4,0,8
4,LA PIEDAD,70,1559,B,238,83,66,28,2,0,8
4,LA PIEDAD,70,1560,B,287,104,65,5,0,0,11
4,LA PIEDAD,70,1561,B,335,99,53,7,2,1,5
4,LA PIEDAD,70,1562,B,184,64,14,8,1,0,2
4,LA PIEDAD,70,1562,C,153,81,21,4,0,0,1
4,LA PIEDAD,70,1563,B,240,74,29,2,0,0,0
4,LA PIEDAD,70,1563,C,231,71,23,2,3,0,7
4,LA PIEDAD,70,1564,B,260,105,36,5,1,0,1
4,LA PIEDAD,70,1565,B,153,96,26,4,1,0,3
4,LA PIEDAD,70,1565,C,127,99,21,5,1,0,4
4,LA PIEDAD,70,1566,B,221,84,36,12,1,0,4
4,LA PIEDAD,70,1566,C,187,94,48,6,0,0,5
4,LA PIEDAD,70,1567,B,214,88,85,6,1,0,12
4,LA PIEDAD,70,1567,C,218,125,60,5,1,0,7
4,LA PIEDAD,70,1568,B,187,109,26,5,0,0,6
4,LA PIEDAD,70,1568,C,213,95,40,6,2,0,0
4,LA PIEDAD,70,1569,B,205,153,58,3,2,0,4
4,LA PIEDAD,70,1570,B,140,68,32,6,2,0,5
4,LA PIEDAD,70,1570,C,126,74,36,4,2,0,5
4,LA PIEDAD,70,1571,B,94,85,65,7,1,0,5
4,LA PIEDAD,70,1571,C,95,55,110,8,3,0,0
4,LA PIEDAD,70,1572,B,141,128,73,4,3,0,7
4,LA PIEDAD,70,1572,C,152,126,60,10,0,0,0
4,LA PIEDAD,70,1573,B,121,77,149,2,4,0,9
4,LA PIEDAD,70,1573,C,152,105,101,3,1,0,3
4,LA PIEDAD,70,1574,B,21,109,36,4,0,0,4
4,LA PIEDAD,70,1575,B,25,89,54,3,0,0,5
4,LA PIEDAD,70,1576,B,155,132,40,6,3,0,20
4,LA PIEDAD,70,1576,B,155,132,40,6,3,0,20
4,LA PIEDAD,70,1577,B,80,97,42,1,1,0,6
4,LA PIEDAD,70,1577,C,89,74,53,3,1,0,8
4,LA PIEDAD,70,1578,B,14,100,114,2,3,0,0
4,LA PIEDAD,70,1579,B,99,77,21,7,1,1,6
4,LA PIEDAD,70,1580,B,127,108,68,3,2,0,8
4,LA PIEDAD,70,1581,B,45,70,21,2,0,0,8
4,LA PIEDAD,70,1582,B,7,104,2,1,0,0,0
4,LA PIEDAD,70,1583,B,147,141,57,14,0,0,12
4,LA PIEDAD,70,1584,B,81,90,87,4,2,0,6
4,LA PIEDAD,70,1584,C,62,77,86,1,4,0,5
4,LA PIEDAD,70,1585,B,13,158,30,1,2,0,0
4,LA PIEDAD,70,1586,B,95,85,191,1,3,0,6
4,LA PIEDAD,70,1587,B,50,152,44,1,1,0,0
4,LA PIEDAD,70,1587,C,62,103,66,1,0,0,9
4,LA PIEDAD,70,1588,B,35,101,9,1,1,0,5
4,LA PIEDAD,70,1589,B,34,128,67,4,2,0,5
4,LA PIEDAD,70,1589,C,33,129,78,0,2,0,5
4,CHURINTZIO,28,411,B,32,78,75,1,4,0,2
4,CHURINTZIO,28,411,C,23,107,66,0,2,0,1
4,CHURINTZIO,28,411,EXT.,4,67,87,0,0,0,1
4,CHURINTZIO,28,412,B,21,44,88,1,1,0,6
4,CHURINTZIO,28,412,C,16,115,90,3,0,0,7
4,CHURINTZIO,28,412,EXT.,0,4,108,0,0,0,1
4,CHURINTZIO,28,413,B,60,135,197,3,2,0,6
4,CHURINTZIO,28,414,B,5,9,175,2,2,0,3
4,CHURINTZIO,28,414,C,5,21,95,0,0,0,0
4,CHURINTZIO,28,414,EXT.,4,3,137,0,0,1,2
4,CHURINTZIO,28,415,B,2,0,52,0,0,0,0
4,CHURINTZIO,28,416,B,28,119,98,1,2,0,4
4,CHURINTZIO,28,416,EXT.,0,5,39,0,0,0,1
4,CHURINTZIO,28,417,B,2,7,249,1,0,0,6
4,CHURINTZIO,28,417,EXT.,0,4,73,0,0,0,0
4,CHURINTZIO,28,418,B,3,34,265,1,0,0,8
4,CHURINTZIO,28,419,B,2,76,46,0,0,0,6
4,CHURINTZIO,28,419,EXT.,,,,,,,
4,ECUANDUREO,30,433,B,,,,,,,
4,ECUANDUREO,30,433,C,,,,,,,
4,ECUANDUREO,30,434,B,,,,,,,
4,ECUANDUREO,30,435,B,,,,,,,
4,ECUANDUREO,30,436,B,,,,,,,
4,ECUANDUREO,30,436,C,,,,,,,
4,ECUANDUREO,30,437,B,,,,,,,
4,ECUANDUREO,30,438,B,,,,,,,
4,ECUANDUREO,30,439,B,,,,,,,
4,ECUANDUREO,30,439,C,,,,,,,
4,ECUANDUREO,30,440,B,,,,,,,
4,ECUANDUREO,30,440,C,,,,,,,
4,ECUANDUREO,30,441,B,,,,,,,
4,ECUANDUREO,30,442,B,,,,,,,
4,ECUANDUREO,30,443,B,,,,,,,
4,ECUANDUREO,30,444,B,,,,,,,
4,ECUANDUREO,30,444,EXT.,,,,,,,
4,ECUANDUREO,30,445,B,,,,,,,
4,ECUANDUREO,30,445,EXT.,,,,,,,
4,NUMARAN,61,1369,B,3,114,265,0,0,,
4,NUMARAN,61,1369,C,6,149,241,0,2,,
4,NUMARAN,61,1370,B,12,201,338,0,0,,
4,NUMARAN,61,1370,C,5,176,330,1,0,,
4,NUMARAN,61,1371,B,0,40,27,0,0,,
4,NUMARAN,61,1372,B,0,71,63,0,0,,
4,NUMARAN,61,1373,B,8,204,193,1,0,,
4,NUMARAN,61,1373,C,4,218,147,1,0,,
4,NUMARAN,61,1374,B,4,134,64,5,0,,
4,NUMARAN,61,1375,B,11,185,84,1,1,,
4,NUMARAN,61,1376,B,0,140,170,0,0,,
4,NUMARAN,61,1377,B,0,215,107,0,0,,
4,PENJAMILLO,68,1498,B,6,269,71,1,1,0,8
4,PENJAMILLO,68,1499,B,4,76,28,2,5,0,10
4,PENJAMILLO,68,1500,B,10,142,70,1,0,0,12
4,PENJAMILLO,68,1500,C,8,137,45,1,1,0,10
4,PENJAMILLO,68,1501,B,6,192,8,0,0,0,5
4,PENJAMILLO,68,1502,B,4,407,21,,,,9
4,PENJAMILLO,68,1503,B,,,,,,,
4,PENJAMILLO,68,1504,B,5,140,9,1,,,4
4,PENJAMILLO,68,1504,C,1,121,10,0,2,,4
4,PENJAMILLO,68,1504,EXT.,3,96,44,143,,,1
4,PENJAMILLO,68,1505,B,0,103,73,,,,1
4,PENJAMILLO,68,1505,EXT.,0,63,54,,,,
4,PENJAMILLO,68,1506,B,2,262,200,3,,,2
4,PENJAMILLO,68,1507,B,28,151,110,3,2,,11
4,PENJAMILLO,68,1507,C,28,150,106,7,0,,11
4,PENJAMILLO,68,1508,B,9,142,49,10,2,0,4
4,PENJAMILLO,68,1508,C,6,142,61,25,1,0,4
4,PENJAMILLO,68,1509,B,16,206,45,1,3,0,11
4,PENJAMILLO,68,1510,B,8,145,27,,,,1
4,PENJAMILLO,68,1511,B,6,151,95,,,,3
4,PENJAMILLO,68,1512,B,1,197,18,,,,9
4,PENJAMILLO,68,1512,C,0,185,42,,,,2
4,PENJAMILLO,68,1513,B,0,98,238,,,,
4,PENJAMILLO,68,1514,B,6,141,65,2,1,0,16
4,PENJAMILLO,68,1515,B,0,42,150,,,,
4,PENJAMILLO,68,1516,B,3,133,164,1,0,0,0
4,TANHUATO,87,1939,B,,,,,,,
4,TANHUATO,87,1939,C,,,,,,,
4,TANHUATO,87,1940,B,,,,,,,
4,TANHUATO,87,1940,EXT.,,,,,,,
4,TANHUATO,87,1941,B,,,,,,,
4,TANHUATO,87,1941,C,,,,,,,
4,TANHUATO,87,1942,B,,,,,,,
4,TANHUATO,87,1942,C,,,,,,,
4,TANHUATO,87,1943,B,,,,,,,
4,TANHUATO,87,1943,C,,,,,,,
4,TANHUATO,87,1944,B,,,,,,,
4,TANHUATO,87,1944,C,,,,,,,
4,TANHUATO,87,1944,EXT.,,,,,,,
4,TANHUATO,87,1945,B,,,,,,,
4,TANHUATO,87,1945,C,,,,,,,
4,TANHUATO,87,1946,B,,,,,,,
4,TANHUATO,87,1946,EXT.,,,,,,,
4,TANHUATO,87,1947,B,,,,,,,
4,TANHUATO,87,1948,B,,,,,,,
4,TANHUATO,87,1949,B,,,,,,,
4,YURECUARO,107,2370,B,,,,,,,
4,YURECUARO,107,2371,B,,,,,,,
4,YURECUARO,107,2372,B,,,,,,,
4,YURECUARO,107,2373,B,,,,,,,
4,YURECUARO,107,2373,C,,,,,,,
4,YURECUARO,107,2374,B,,,,,,,
4,YURECUARO,107,2375,B,,,,,,,
4,YURECUARO,107,2375,C,,,,,,,
4,YURECUARO,107,2376,B,,,,,,,
4,YURECUARO,107,2377,B,,,,,,,
4,YURECUARO,107,2377,C,,,,,,,
4,YURECUARO,107,2378,B,,,,,,,
4,YURECUARO,107,2378,C,,,,,,,
4,YURECUARO,107,2379,B,,,,,,,
4,YURECUARO,107,2379,C,,,,,,,
4,YURECUARO,107,2380,B,,,,,,,
4,YURECUARO,107,2380,C,19,112,324,3,2,0,0
4,YURECUARO,107,2381,B,,,,,,,
4,YURECUARO,107,2382,B,,,,,,,
4,YURECUARO,107,2383,B,,,,,,,
4,YURECUARO,107,2383,C,,,,,,,
4,YURECUARO,107,2384,B,52,2,433,1,,,
4,YURECUARO,107,2385,B,20,110,192,3,1,,
4,YURECUARO,107,2386,B,8,236,140,1,,,
4,YURECUARO,107,2387,B,,,,,,,
4,YURECUARO,107,2388,B,4,21,201,,,,
4,ZINAPARO,110,2531,B,,,,,,,
4,ZINAPARO,110,2532,B,,,,,,,
4,ZINAPARO,110,2533,B,,,,,,,
4,ZINAPARO,110,2534,B,,,,,,,
4,ZINAPARO,110,2535,B,,,,,,,
4,ZINAPARO,110,2536,B,,,,,,,
4,ZINAPARO,110,2537,B,,,,,,,
5,ZAMORA,109,2436,B,226,92,46,1,4,0,11
5,ZAMORA,109,2437,B,157,78,23,0,3,2,2
5,ZAMORA,109,2437,C,177,72,26,1,5,0,3
5,ZAMORA,109,2438,B,138,88,36,0,6,0,9
5,ZAMORA,109,2438,C,161,91,35,0,2,0,7
5,ZAMORA,109,2439,B,208,102,24,2,8,0,2
5,ZAMORA,109,2439,EXT.,6,20,76,0,0,0,0
5,ZAMORA,109,2440,B,154,74,18,2,6,254,6
5,ZAMORA,109,2440,C,177,63,24,3,5,0,0
5,ZAMORA,109,2441,B,174,74,30,2,11,0,8
5,ZAMORA,109,2441,C,162,63,34,1,15,0,8
5,ZAMORA,109,2442,B,113,64,58,0,14,0,0
5,ZAMORA,109,2442,C,102,42,62,1,6,0,46
5,ZAMORA,109,2443,B,118,75,31,2,4,0,3
5,ZAMORA,109,2443,C,125,88,27,0,1,0,6
5,ZAMORA,109,2444,B,130,124,19,7,8,0,9
5,ZAMORA,109,2445,B,287,133,28,3,5,0,3
5,ZAMORA,109,2446,B,188,108,30,0,7,0,4
5,ZAMORA,109,2447,B,191,64,34,0,4,0,8
5,ZAMORA,109,2447,C,208,63,39,3,5,0,6
5,ZAMORA,109,2448,B,134,77,34,2,10,0,11
5,ZAMORA,109,2448,C,124,86,30,3,10,0,0
5,ZAMORA,109,2449,B,123,94,36,4,14,0,0
5,ZAMORA,109,2449,C,108,95,33,1,11,0,1
5,ZAMORA,109,2450,B,112,65,36,2,3,0,11
5,ZAMORA,109,2450,C,115,38,34,4,5,0,12
5,ZAMORA,109,2451,B,185,86,39,4,8,0,0
5,ZAMORA,109,2451,C,222,78,44,3,4,3,8
5,ZAMORA,109,2452,B,267,169,25,1,3,0,7
5,ZAMORA,109,2453,B,244,98,50,1,3,0,339
5,ZAMORA,109,2454,B,152,91,26,6,9,0,9
5,ZAMORA,109,2454,C,147,91,40,2,8,0,10
5,ZAMORA,109,2455,B,174,87,63,6,5,0,3
5,ZAMORA,109,2456,B,261,106,45,9,4,0,0
5,ZAMORA,109,2457,B,156,51,33,2,1,0,6
5,ZAMORA,109,2457,C,160,62,30,4,5,0,8
5,ZAMORA,109,2458,B,191,83,17,5,2,0,4
5,ZAMORA,109,2458,C,199,71,20,6,4,0,6
5,ZAMORA,109,2459,B,251,106,25,3,1,0,10
5,ZAMORA,109,2459,C,257,110,25,2,3,0,6
5,ZAMORA,109,2460,B,225,87,24,6,4,0,12
5,ZAMORA,109,2460,C,233,71,28,1,3,0,9
5,ZAMORA,109,2461,B,225,123,29,1,6,0,7
5,ZAMORA,109,2462,B,144,40,27,3,4,0,0
5,ZAMORA,109,2462,C-1,137,57,26,4,4,0,312
5,ZAMORA,109,2462,C-2,119,58,27,2,4,0,9
5,ZAMORA,109,2462,EXT.,72,52,50,0,2,0,9
5,ZAMORA,109,2463,B,129,92,33,0,4,0,6
5,ZAMORA,109,2463,C,119,102,28,1,5,0,0
5,ZAMORA,109,2464,B,270,91,18,1,4,0,7
5,ZAMORA,109,2465,B,195,111,36,5,4,0,10
5,ZAMORA,109,2466,B,150,56,33,0,7,0,0
5,ZAMORA,109,2466,C,163,67,25,0,3,0,0
5,ZAMORA,109,2467,B,134,32,36,0,3,0,6
5,ZAMORA,109,2467,C,143,52,26,4,6,0,4
5,ZAMORA,109,2468,B,237,102,70,7,15,0,19
5,ZAMORA,109,2469,B,124,46,32,3,1,0,8
5,ZAMORA,109,2469,C,107,49,40,3,5,0,2
5,ZAMORA,109,2470,B,115,64,28,2,2,0,5
5,ZAMORA,109,2470,C,91,76,34,3,1,0,4
5,ZAMORA,109,2471,B,215,53,36,3,3,0,5
5,ZAMORA,109,2471,C,217,67,19,3,1,0,5
5,ZAMORA,109,2472,B,239,94,30,1,3,0,8
5,ZAMORA,109,2472,C,234,90,26,3,7,0,11
5,ZAMORA,109,2473,B,226,107,47,6,5,0,4
5,ZAMORA,109,2474,B,323,121,24,2,2,0,13
5,ZAMORA,109,2475,B,190,117,30,0,5,0,8
5,ZAMORA,109,2476,B,103,83,21,4,4,0,1
5,ZAMORA,109,2476,C-1,80,78,17,1,1,0,4
5,ZAMORA,109,2476,C-2,99,67,21,3,1,0,6
5,ZAMORA,109,2476,EXT.,151,62,19,1,5,0,6
5,ZAMORA,109,2477,B,30,76,8,2,6,0,6
5,ZAMORA,109,2478,B,196,160,67,9,11,0,9
5,ZAMORA,109,2479,B,106,64,32,15,8,0,4
5,ZAMORA,109,2480,B,265,143,39,7,7,0,3
5,ZAMORA,109,2481,B,244,85,37,1,3,0,7
5,ZAMORA,109,2481,ESP.,,,,,,,
5,ZAMORA,109,2482,B,253,112,29,7,1,0,2
5,ZAMORA,109,2483,B,87,96,10,1,0,0,5
5,ZAMORA,109,2484,B,115,121,30,2,2,1,8
5,ZAMORA,109,2485,B,183,79,21,1,0,0,5
5,ZAMORA,109,2485,C,156,117,17,2,3,0,2
5,ZAMORA,109,2486,B,149,68,18,3,0,0,7
5,ZAMORA,109,2486,C,131,86,23,3,2,0,1
5,ZAMORA,109,2487,B,153,112,28,6,4,0,2
5,ZAMORA,109,2487,C,150,106,44,10,1,0,2
5,ZAMORA,109,2488,B,142,77,25,3,11,0,8
5,ZAMORA,109,2488,C,120,85,45,3,3,0,4
5,ZAMORA,109,2489,B,170,142,41,6,5,0,18
5,ZAMORA,109,2489,C,188,127,63,6,11,0,12
5,ZAMORA,109,2490,B,201,160,68,7,6,0,10
5,ZAMORA,109,2491,B,154,75,39,1,2,0,0
5,ZAMORA,109,2491,C,166,90,38,0,3,0,3
5,ZAMORA,109,2492,B,164,56,22,4,0,0,3
5,ZAMORA,109,2492,C,163,81,21,0,2,0,4
5,ZAMORA,109,2493,B,158,138,36,0,0,0,4
5,ZAMORA,109,2493,C,200,98,22,0,5,0,0
5,ZAMORA,109,2494,B,158,71,27,2,1,0,4
5,ZAMORA,109,2495,B,255,127,33,2,8,0,5
5,ZAMORA,109,2495,C,269,128,35,5,4,0,12
5,ZAMORA,109,2496,B,150,118,17,0,0,0,0
5,ZAMORA,109,2496,C,177,81,22,1,1,0,1
5,ZAMORA,109,2497,B,191,101,39,4,3,0,12
5,ZAMORA,109,2497,C,174,112,47,1,3,0,0
5,ZAMORA,109,2498,B,216,103,55,4,10,1,6
5,ZAMORA,109,2498,C,214,93,56,9,6,0,9
5,ZAMORA,109,2499,B,180,57,41,0,1,0,0
5,ZAMORA,109,2499,C,178,66,37,0,7,0,6
5,ZAMORA,109,2500,B,166,55,15,3,4,0,2
5,ZAMORA,109,2500,C,162,63,34,1,4,0,3
5,ZAMORA,109,2501,B,87,89,51,2,8,0,8
5,ZAMORA,109,2502,B,305,85,41,2,1,1,4
5,ZAMORA,109,2503,B,195,65,41,0,3,1,8
5,ZAMORA,109,2503,C,196,73,43,1,3,0,2
5,ZAMORA,109,2504,B,264,84,28,4,10,0,3
5,ZAMORA,109,2505,B,172,118,50,7,3,0,5
5,ZAMORA,109,2506,B,123,65,42,1,4,0,6
5,ZAMORA,109,2506,C,127,65,34,3,0,0,2
5,ZAMORA,109,2507,B,205,69,78,3,3,0,6
5,ZAMORA,109,2508,B,156,71,45,2,1,0,6
5,ZAMORA,109,2508,C,129,77,33,1,0,0,4
5,ZAMORA,109,2509,B,114,129,59,2,6,1,4
5,ZAMORA,109,2509,EXT.,37,45,14,3,2,0,3
5,ZAMORA,109,2510,B,179,103,46,0,6,0,5
5,ZAMORA,109,2510,C,171,74,36,2,5,0,24
5,ZAMORA,109,2511,B,130,214,40,2,7,0,7
5,ZAMORA,109,2512,B,98,130,16,0,6,1,13
5,ZAMORA,109,2513,B,47,75,26,2,0,0,1
5,ZAMORA,109,2513,EXT.,41,67,122,0,0,0,0
5,ZAMORA,109,2514,B,67,104,61,5,1,9,9
5,ZAMORA,109,2514,C,63,96,66,4,5,0,5
5,ZAMORA,109,2515,B,47,144,122,1,6,0,9
5,ZAMORA,109,2516,B,61,82,95,3,5,0,6
5,ZAMORA,109,2517,B,66,77,18,1,3,0,7
5,ZAMORA,109,2518,B,114,99,18,1,1,0,3
5,ZAMORA,109,2519,B,111,87,19,3,1,0,5
5,ZAMORA,109,2519,C,139,55,28,2,1,1,5
5,ZAMORA,109,2520,B,94,48,15,2,0,0,3
5,ZAMORA,109,2520,C,86,41,14,2,3,0,0
5,ZAMORA,109,2520,ESP.,,,,,,,
5,ZAMORA,109,2520,EXT.,93,32,29,0,4,0,0
5,ZAMORA,109,2521,B,118,46,118,0,4,0,8
5,ZAMORA,109,2521,C,99,29,156,4,0,0,0
5,ZAMORA,109,2522,B,133,52,32,0,4,0,5
5,ZAMORA,109,2522,C,132,75,47,3,1,0,14
5,ZAMORA,109,2523,B,56,143,181,2,2,0,7
5,ZAMORA,109,2524,B,151,16,96,2,2,0,0
5,ZAMORA,109,2525,B,79,91,57,1,3,0,3
5,ZAMORA,109,2525,C,70,100,55,0,1,0,7
5,ZAMORA,109,2525,EXT.,25,57,28,2,0,0,0
5,ZAMORA,109,2526,B,68,157,85,0,3,0,9
5,ZAMORA,109,2527,B,16,339,3,0,0,0,0
5,ZAMORA,109,2528,B,99,98,23,0,9,0,0
5,ZAMORA,109,2528,C,87,102,17,0,2,0,8
5,ZAMORA,109,2529,B,150,97,23,2,6,0,311
5,ZAMORA,109,2529,C,149,108,22,2,5,0,8
5,ZAMORA,109,2530,B,75,37,103,1,3,0,0
5,IXTLAN,42,673,B,13,193,155,0,0,0,0
5,IXTLAN,42,673,C,8,182,164,0,0,0,0
5,IXTLAN,42,674,B,8,134,204,0,0,0,3
5,IXTLAN,42,674,C,9,131,193,0,0,0,6
5,IXTLAN,42,675,B,25,226,201,0,0,0,12
5,IXTLAN,42,676,B,15,212,131,0,0,0,4
5,IXTLAN,42,677,B,8,74,270,0,0,0,4
5,IXTLAN,42,678,B,3,44,169,0,0,0,0
5,IXTLAN,42,678,C,2,36,170,0,1,0,2
5,IXTLAN,42,678,EXT.,3,72,126,1,2,0,5
5,IXTLAN,42,679,B,10,228,150,0,0,0,4
5,IXTLAN,42,679,EXT.,0,39,20,0,0,0,0
5,IXTLAN,42,680,B,5,233,67,1,0,0,0
5,IXTLAN,42,681,B,10,168,255,0,0,0,9
5,IXTLAN,42,682,B,12,158,153,0,0,0,2
5,IXTLAN,42,682,C,3,136,165,0,0,0,9
5,IXTLAN,42,683,B,4,48,145,0,0,0,3
5,IXTLAN,42,683,C,2,67,134,0,0,0,4
5,IXTLAN,42,683,EXT.,2,113,119,0,0,0,1
5,IXTLAN,42,684,B,1,122,151,0,0,0,9
5,JACONA,43,685,B,,,,,,,
5,JACONA,43,686,B,,,,,,,
5,JACONA,43,687,B,,,,,,,
5,JACONA,43,688,B,,,,,,,
5,JACONA,43,688,C,,,,,,,
5,JACONA,43,689,B,,,,,,,
5,JACONA,43,689,C,,,,,,,
5,JACONA,43,690,B,,,,,,,
5,JACONA,43,690,C,,,,,,,
5,JACONA,43,691,B,,,,,,,
5,JACONA,43,691,C,,,,,,,
5,JACONA,43,692,B,,,,,,,
5,JACONA,43,692,C,,,,,,,
5,JACONA,43,693,B,,,,,,,
5,JACONA,43,693,C,,,,,,,
5,JACONA,43,694,B,,,,,,,
5,JACONA,43,695,B,,,,,,,
5,JACONA,43,695,C,,,,,,,
5,JACONA,43,696,B,,,,,,,
5,JACONA,43,696,C,,,,,,,
5,JACONA,43,697,B,,,,,,,
5,JACONA,43,697,C,,,,,,,
5,JACONA,43,698,B,,,,,,,
5,JACONA,43,698,C,,,,,,,
5,JACONA,43,699,B,,,,,,,
5,JACONA,43,700,B,,,,,,,
5,JACONA,43,701,B,,,,,,,
5,JACONA,43,702,B,,,,,,,
5,JACONA,43,702,C,,,,,,,
5,JACONA,43,703,B,,,,,,,
5,JACONA,43,703,C-1,,,,,,,
5,JACONA,43,703,C-2,,,,,,,
5,JACONA,43,704,B,,,,,,,
5,JACONA,43,704,C,,,,,,,
5,JACONA,43,705,B,,,,,,,
5,JACONA,43,706,B,,,,,,,
5,JACONA,43,707,B,,,,,,,
5,JACONA,43,707,C,,,,,,,
5,JACONA,43,708,B,,,,,,,
5,JACONA,43,708,C-1,,,,,,,
5,JACONA,43,708,C-2,,,,,,,
5,JACONA,43,709,B,,,,,,,
5,JACONA,43,709,C,,,,,,,
5,JACONA,43,709,ESP.,,,,,,,
5,JACONA,43,710,B,,,,,,,
5,JACONA,43,711,B,,,,,,,
5,TANGAMANDAP.,85,1898,B,180,185,89,1,0,0,3
5,TANGAMANDAP.,85,1899,B,104,175,72,1,1,0,4
5,TANGAMANDAP.,85,1899,C,114,167,60,0,1,0,2
5,TANGAMANDAP.,85,1900,B,80,199,130,2,0,0,5
5,TANGAMANDAP.,85,1900,C,110,170,133,0,2,0,4
5,TANGAMANDAP.,85,1901,B,51,127,97,0,0,0,3
5,TANGAMANDAP.,85,1901,C,65,106,67,1,0,1,3
5,TANGAMANDAP.,85,1901,EXT.,16,74,3,0,0,0,0
5,TANGAMANDAP.,85,1902,B,102,107,65,0,0,0,6
5,TANGAMANDAP.,85,1902,C,91,124,53,1,1,0,6
5,TANGAMANDAP.,85,1903,B,106,109,85,1,1,0,3
5,TANGAMANDAP.,85,1903,C,116,100,77,0,0,0,6
5,TANGAMANDAP.,85,1904,B,2,15,114,3,0,0,5
5,TANGAMANDAP.,85,1904,C,4,21,142,0,0,0,9
5,TANGAMANDAP.,85,1904,EXT.,24,114,114,1,1,0,4
5,TANGAMANDAP.,85,1905,B,5,74,231,2,0,0,14
5,TANGAMANDAP.,85,1905,C,6,54,248,0,0,0,10
5,TANGAMANDAP.,85,1906,B,42,143,122,0,2,0,20
5,TANGAMANDAP.,85,1907,B,35,147,138,0,0,0,0
5,TANGAMANDAP.,85,1908,B,25,66,120,3,0,0,10
5,TANGAMANDAP.,85,1908,C,14,76,116,4,1,0,6
5,TANGAMANDAP.,85,1909,B,24,92,131,3,0,0,14
5,TANGAMANDAP.,85,1909,C,12,108,121,3,4,0,8
5,TANGAMANDAP.,85,1909,EXT.,4,16,41,0,1,0,3
5,TANGAMANDAP.,85,1910,B,13,143,55,0,1,0,10
5,TANGAMANDAP.,85,1910,EXT.,39,89,108,1,0,0,2
5,TANGAMANDAP.,85,1911,B,12,103,119,0,1,0,0
5,TANGAMANDAP.,85,1911,C,9,36,104,1,3,0,6
5,TANGAMANDAP.,85,1911,EXT.,12,159,2,0,0,0,2
5,VISTA HERMOSA,106,2357,B,5,75,162,116,2,0,10
5,VISTA HERMOSA,106,2357,C,7,61,114,153,0,0,5
5,VISTA HERMOSA,106,2358,B,20,122,211,112,2,0,6
5,VISTA HERMOSA,106,2359,B,23,96,223,63,1,0,5
5,VISTA HERMOSA,106,2360,B,12,85,106,54,0,0,86
5,VISTA HERMOSA,106,2360,C,,,,,,,
5,VISTA HERMOSA,106,2361,B,32,139,167,129,0,0,12
5,VISTA HERMOSA,106,2361,C,22,143,144,140,0,0,9
5,VISTA HERMOSA,106,2362,B,11,150,147,62,0,0,3
5,VISTA HERMOSA,106,2362,C,20,124,167,51,1,0,7
5,VISTA HERMOSA,106,2363,B,9,121,265,3,0,0,12
5,VISTA HERMOSA,106,2364,B,6,93,117,3,1,0,0
5,VISTA HERMOSA,106,2365,B,2,226,75,1,0,0,4
5,VISTA HERMOSA,106,2365,C,2,181,107,5,0,0,5
5,VISTA HERMOSA,106,2366,B,4,214,178,1,0,0,5
5,VISTA HERMOSA,106,2367,B,5,143,230,17,1,0,0
5,VISTA HERMOSA,106,2368,B,12,196,121,6,0,0,0
5,VISTA HERMOSA,106,2369,B,9,114,166,17,0,0,3
5,VISTA HERMOSA,106,2369,C,5,111,192,21,0,0,12
6,URUAPAN,103,2175,B,,,,,,,
6,URUAPAN,103,2175,C,,,,,,,
6,URUAPAN,103,2176,B,154,53,34,1,5,0,1
6,URUAPAN,103,2176,C,149,56,39,1,1,0,0
6,URUAPAN,103,2177,B,102,102,77,2,9,0,8
6,URUAPAN,103,2177,C,106,84,71,4,6,0,12
6,URUAPAN,103,2178,B,126,67,142,2,7,0,10
6,URUAPAN,103,2179,B,102,83,107,2,14,0,4
6,URUAPAN,103,2179,C,98,75,82,9,21,0,5
6,URUAPAN,103,2180,C,161,116,139,2,13,0,11
6,URUAPAN,103,2181,B,97,77,86,0,13,0,7
6,URUAPAN,103,2181,C,108,73,95,4,12,0,6
6,URUAPAN,103,2182,B,143,62,57,4,3,0,3
6,URUAPAN,103,2182,C,154,67,63,4,1,0,3
6,URUAPAN,103,2183,B,198,92,83,13,11,0,7
6,URUAPAN,103,2184,B,100,59,80,1,6,0,5
6,URUAPAN,103,2184,C,108,82,49,8,3,0,2
6,URUAPAN,103,2185,B,96,76,80,4,8,0,11
6,URUAPAN,103,2185,C,122,60,76,2,11,0,10
6,URUAPAN,103,2186,B,97,57,66,0,3,0,1
6,URUAPAN,103,2186,C,108,72,40,2,5,0,1
6,URUAPAN,103,2187,B,162,96,69,3,7,0,2
6,URUAPAN,103,2187,C,164,93,92,2,7,0,9
6,URUAPAN,103,2188,B,124,66,74,3,7,0,7
6,URUAPAN,103,2188,C,117,74,64,7,11,0,5
6,URUAPAN,103,2189,B,165,77,82,4,17,0,8
6,URUAPAN,103,2189,C,141,65,85,3,10,0,18
6,URUAPAN,103,2190,B,154,126,103,7,10,0,14
6,URUAPAN,103,2191,B,101,64,58,1,4,0,4
6,URUAPAN,103,2191,C,94,54,61,1,5,0,7
6,URUAPAN,103,2192,B,112,69,75,6,6,0,8
6,URUAPAN,103,2192,C,128,48,76,3,5,0,0
6,URUAPAN,103,2193,B,94,70,56,3,3,0,0
6,URUAPAN,103,2193,C,110,74,62,0,2,1,4
6,URUAPAN,103,2194,B,104,77,67,3,5,0,7
6,URUAPAN,103,2194,C,108,65,82,6,1,0,1
6,URUAPAN,103,2195,B,62,51,90,6,6,2,4
