ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN_PRS,PRI,PRI_PVEM,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,PH,ES,BS,FACA,JLCM,JRM,ISRM,MARM,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
3,BAJA CALIFORNIA SUR,1,COMONDU,63,98,13346,5165,3708,2510,166,361,681,953,591,0,0,0,0,0,0,124,242,13,0,12,27872,851,28723,47233,0.6081
3,BAJA CALIFORNIA SUR,2,MULEGE,44,80,8932,4315,0,1315,245,1922,716,1320,1125,0,0,0,0,0,879,75,85,64,78,21,21092,925,22017,37887,0.5811
3,BAJA CALIFORNIA SUR,3,LA PAZ,223,366,43322,14509,8198,7500,1835,2335,7399,4686,4921,374,484,369,679,0,0,675,691,72,9,213,98271,3938,102209,186574,0.5478
3,BAJA CALIFORNIA SUR,4,LOS CABOS,134,317,32872,1886,9122,20823,271,1389,5323,1258,2694,0,0,0,0,0,0,46,47,10,1,154,75896,2689,78585,178749,0.4396
3,BAJA CALIFORNIA SUR,5,LORETO,19,32,4577,0,2576,744,0,770,202,527,95,0,0,0,0,854,0,0,0,0,0,0,10345,383,10728,14955,0.7174
