CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN_PRS,PRI,PRI_PVEM,PRD_PT_MC,PVEM,NVA_ALIANZA,MORENA,PH,ES,BS,FACA,JLCM,JRM,ISRM,MARM,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,348,B,94,,69,18,,9,21,15,14,,,,6,,,,,,,0,246,10,256,510,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,349,B,122,,98,14,,15,35,18,14,,,,14,,,,,,,0,330,11,341,636,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,350,B,76,,67,18,,14,30,10,18,,,,6,,,,,,,0,239,4,243,433,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,207,B,135,,141,17,,8,35,11,13,,,,19,,,,,,,1,380,16,396,622,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,208,B,200,,77,20,,17,31,13,19,,,,16,,,,,,,0,393,19,412,733,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,B,157,,78,19,,9,22,14,8,,,,17,,,,,,,1,325,17,342,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C01,155,,67,20,,8,22,6,9,,,,9,,,,,,,1,297,19,316,530,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,209,C02,169,,66,11,,7,27,7,9,,,,10,,,,,,,0,306,19,325,529,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,B,149,,117,30,,33,45,14,19,,,,19,,,,,,,1,427,16,443,742,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C01,179,,121,26,,39,37,10,13,,,,13,,,,,,,0,438,14,452,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C02,131,,112,27,,39,28,15,22,,,,21,,,,,,,1,396,17,413,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C03,175,,80,38,,46,37,19,26,,,,13,,,,,,,0,434,7,441,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,210,C04,161,,114,20,,37,29,18,20,,,,23,,,,,,,2,424,8,432,741,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,B,179,,96,25,,23,46,11,21,,,,16,,,,,,,2,419,14,433,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,211,C01,125,,68,12,,10,29,7,15,,,,11,,,,,,,0,277,9,286,615,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,B,128,,64,11,,7,25,10,17,,,,15,,,,,,,0,277,10,287,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,212,C01,123,,84,23,,7,36,10,14,,,,11,,,,,,,1,309,10,319,466,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,B,146,,108,25,,9,30,12,14,,,,15,,,,,,,2,361,21,382,642,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,213,C01,178,,88,34,,6,37,12,15,,,,12,,,,,,,0,382,16,398,641,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,B,101,,62,14,,16,30,9,16,,,,20,,,,,,,0,268,12,280,444,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,214,C01,106,,73,18,,5,24,14,8,,,,15,,,,,,,0,263,9,272,443,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,B,75,,64,13,,9,22,7,10,,,,7,,,,,,,1,208,12,220,376,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,215,C01,91,,73,13,,7,18,8,7,,,,6,,,,,,,2,225,8,233,375,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,216,B,117,,88,20,,13,21,10,17,,,,3,,,,,,,0,289,14,303,515,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,B,144,,111,25,,22,41,9,17,,,,9,,,,,,,0,378,15,393,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C01,145,,87,21,,32,32,3,3,,,,16,,,,,,,0,339,9,348,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C02,129,,103,28,,29,32,13,8,,,,14,,,,,,,0,356,19,375,629,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C03,131,,79,26,,25,38,15,16,,,,12,,,,,,,2,344,11,355,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C04,134,,88,21,,27,34,15,14,,,,14,,,,,,,0,347,19,366,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,217,C05,142,,87,22,,14,30,16,21,,,,14,,,,,,,0,346,14,360,628,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,B,168,,98,22,,15,48,11,13,,,,14,,,,,,,0,389,20,409,639,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,C01,176,,102,25,,11,30,20,22,,,,17,,,,,,,1,404,27,431,639,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,E01,97,,82,9,,9,15,7,9,,,,9,,,,,,,0,237,0,237,493,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,218,E01C01,83,,74,21,,6,22,8,7,,,,12,,,,,,,0,233,1,234,492,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,B,127,,93,26,,11,36,13,14,,,,12,,,,,,,1,333,6,339,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,219,C01,135,,78,16,,16,33,13,19,,,,0,,,,,,,8,318,13,331,550,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,B,125,,78,15,,17,27,11,13,,,,16,,,,,,,0,302,13,315,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,220,C01,129,,78,25,,14,19,8,14,,,,21,,,,,,,0,308,18,326,532,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,B,112,,65,19,,7,38,9,18,,,,8,,,,,,,0,276,9,285,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,221,C01,97,,62,13,,9,33,9,9,,,,10,,,,,,,2,244,10,254,421,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,B,106,,62,19,,7,37,14,14,,,,18,,,,,,,0,277,14,291,442,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,222,C01,111,,76,17,,3,40,12,21,,,,9,,,,,,,3,292,10,302,442,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,B,100,,79,30,,16,31,14,28,,,,21,,,,,,,2,321,15,336,548,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,223,C01,108,,97,25,,13,29,16,29,,,,14,,,,,,,0,331,16,347,548,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,224,B,146,,92,14,,7,25,6,34,,,,10,,,,,,,0,334,29,363,548,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,225,B,159,,87,25,,8,30,7,19,,,,6,,,,,,,0,341,21,362,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,B,83,,45,14,,1,2,0,0,,,,,,,,,,,0,145,8,153,716,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,267,E01,83,,45,14,,1,2,0,0,,,,,,,,,,,0,145,8,153,206,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,B,118,,23,12,,3,2,10,0,,,,,,,,,,,1,169,15,184,305,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,268,E01,42,,24,10,,0,0,2,0,,,,,,,,,,,0,78,4,82,107,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,B,166,,95,4,,3,3,39,2,,,,,,,,,,,0,312,9,321,496,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,269,C01,152,,72,3,,5,3,69,2,,,,,,,,,,,0,306,10,316,496,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,B,185,,125,8,,3,1,9,1,,,,,,,,,,,0,332,13,345,556,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C01,202,,103,8,,3,10,7,1,,,,,,,,,,,0,334,16,350,555,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,C02,160,,101,13,,2,9,4,2,,,,,,,,,,,0,291,15,306,555,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,E01,243,,154,9,,2,6,9,0,,,,,,,,,,,0,423,12,435,514,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,B,223,,124,5,,3,4,5,2,,,,,,,,,,,0,366,15,381,553,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,E01,28,,9,2,,0,0,0,0,,,,,,,,,,,0,39,0,39,63,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,B,108,,58,21,,9,4,1,0,,,,,,,,,,,2,203,17,220,316,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,B,73,,33,0,,6,0,0,2,,,,,,,,,,,0,114,8,122,182,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,B,116,,70,14,,2,6,1,2,,,,,,,,,,,0,211,6,217,376,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E01,65,,53,49,,10,1,2,0,,,,,,,,,,,0,180,8,188,426,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E01C01,43,,39,46,,1,1,6,1,,,,,,,,,,,0,137,16,153,425,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,B,145,,99,14,,5,3,0,4,,,,,,,,,,,0,270,11,281,448,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,B,86,,79,51,,4,5,14,2,,,,,,,,,,,0,241,33,274,423,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,B,136,,117,13,,5,12,9,2,,,,,,,,,,,0,294,12,306,575,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,C01,159,,93,11,,7,6,10,0,,,,,,,,,,,0,286,11,297,574,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,B,16,,19,0,,0,0,0,0,,,,,,,,,,,0,35,0,35,44,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,279,E01,26,,14,0,,0,0,0,0,,,,,,,,,,,0,40,3,43,71,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,B,186,,149,8,,1,34,3,2,,,,,,,,,,,0,383,18,401,710,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,C01,221,,157,5,,0,31,2,2,,,,,,,,,,,0,418,12,430,709,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,B,229,,160,2,,0,20,1,0,,,,,,,,,,,0,412,10,422,645,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,C01,231,,109,7,,1,31,3,0,,,,,,,,,,,0,382,11,393,645,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,B,179,,135,11,,1,23,3,3,,,,,,,,,,,0,355,14,369,588,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,C01,217,,111,9,,1,50,0,1,,,,,,,,,,,2,391,10,401,587,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,B,175,,145,5,,2,8,2,0,,,,,,,,,,,16,353,19,372,756,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C01,158,,90,8,,1,6,1,2,,,,,,,,,,,2,268,11,279,665,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C02,182,,119,2,,0,9,2,0,,,,,,,,,,,9,323,9,332,665,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,B,30,,28,0,,4,1,0,0,,,,,,,,,,,1,64,5,69,111,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,B,37,,24,0,,2,3,0,0,,,,,,,,,,,0,66,39,105,142,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,E01,29,,9,0,,0,1,0,0,,,,,,,,,,,0,39,2,41,59,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,B,104,,47,95,,4,35,14,13,,,,,,,,,,,0,312,11,323,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C01,158,,50,93,,5,25,22,21,,,,,,,,,,,0,374,12,386,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C10,122,,35,94,,6,35,12,11,,,,,,,,,,,0,315,9,324,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C11,164,,50,79,,4,24,16,24,,,,,,,,,,,0,361,6,367,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C12,106,,46,89,,6,20,17,12,,,,,,,,,,,0,296,1,297,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C13,130,,35,78,,8,20,13,15,,,,,,,,,,,0,299,19,318,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C14,128,,46,67,,10,26,17,18,,,,,,,,,,,0,312,11,323,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C15,143,,37,77,,7,20,15,17,,,,,,,,,,,1,317,12,329,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C16,140,,39,80,,6,30,20,8,,,,,,,,,,,0,323,12,335,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C02,152,,44,82,,9,27,9,15,,,,,,,,,,,0,338,15,353,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C03,113,,43,123,,5,20,17,14,,,,,,,,,,,0,335,9,344,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C04,122,,34,104,,7,28,18,16,,,,,,,,,,,0,329,10,339,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C05,122,,41,80,,5,40,18,13,,,,,,,,,,,1,320,6,326,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C06,137,,33,96,,3,29,16,16,,,,,,,,,,,0,330,8,338,739,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C07,130,,44,66,,2,28,6,15,,,,,,,,,,,0,291,15,306,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C08,126,,38,86,,10,24,14,15,,,,,,,,,,,2,315,10,325,739,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,298,C09,136,,39,89,,4,33,16,10,,,,,,,,,,,0,327,7,334,739,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,B,71,,43,113,,1,18,9,2,,,,,,,,,,,0,257,0,257,508,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,299,C01,75,,59,111,,3,21,14,8,,,,,,,,,,,0,291,12,303,508,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,B,82,,51,127,,13,28,9,7,,,,,,,,,,,2,319,12,331,683,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C01,105,,59,156,,6,23,16,6,,,,,,,,,,,1,372,14,386,683,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C02,95,,50,105,,2,26,9,7,,,,,,,,,,,0,294,15,309,683,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C03,106,,43,103,,2,26,11,4,,,,,,,,,,,0,295,9,304,682,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C04,113,,40,85,,7,26,10,14,,,,,,,,,,,6,301,1,302,682,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,300,C05,91,,56,110,,5,17,8,12,,,,,,,,,,,1,300,5,305,682,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,302,B,77,,61,88,,1,18,8,5,,,,,,,,,,,0,258,14,272,534,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,303,B,130,,41,78,,1,6,4,5,,,,,,,,,,,0,265,8,273,475,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,B,162,,51,130,,0,2,4,1,,,,,,,,,,,0,350,14,364,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,C01,168,,38,127,,2,7,1,1,,,,,,,,,,,0,344,4,348,523,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,C02,150,,52,134,,1,2,4,3,,,,,,,,,,,0,346,10,356,523,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,304,E01,44,,16,26,,4,7,2,3,,,,,,,,,,,0,102,8,110,154,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,B,234,,91,131,,2,3,3,3,,,,,,,,,,,1,468,18,486,593,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,305,E01,82,,29,56,,1,0,0,1,,,,,,,,,,,0,169,7,176,239,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,B,192,,82,171,,0,1,3,1,,,,,,,,,,,0,450,15,465,627,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,C01,155,,108,175,,0,3,2,0,,,,,,,,,,,0,443,6,449,626,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,306,E01,26,,11,43,,0,0,1,0,,,,,,,,,,,0,81,1,82,104,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,B,49,,27,49,,1,3,0,2,,,,,,,,,,,0,131,12,143,197,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,307,E01,20,,11,33,,0,1,1,0,,,,,,,,,,,0,66,0,66,75,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,B,193,,118,226,,5,3,1,1,,,,,,,,,,,0,547,18,565,718,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,C01,161,,95,242,,5,4,1,1,,,,,,,,,,,0,509,33,542,717,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,308,E01,70,,36,79,,0,1,1,0,,,,,,,,,,,0,187,5,192,239,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,B,52,,60,153,,0,2,1,0,,,,,,,,,,,0,268,5,273,331,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,309,E01,56,,21,47,,1,0,0,2,,,,,,,,,,,0,127,8,135,166,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,B,57,,46,201,,0,2,4,6,,,,,,,,,,,0,316,5,321,566,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C01,77,,31,176,,1,13,9,5,,,,,,,,,,,0,312,12,324,566,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C02,72,,42,131,,1,23,13,6,,,,,,,,,,,0,288,9,297,566,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,310,C03,78,,37,131,,7,19,14,3,,,,,,,,,,,0,289,8,297,565,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,B,45,,140,117,,3,4,2,2,,,,,,,,,,,0,313,17,330,474,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,311,E01,16,,14,46,,0,0,0,0,,,,,,,,,,,7,83,7,90,156,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,B,106,,59,127,,1,24,9,8,,,,,,,,,,,1,335,7,342,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C01,124,,54,142,,7,21,11,9,,,,,,,,,,,0,368,8,376,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C02,123,,53,117,,9,25,15,15,,,,,,,,,,,0,357,8,365,729,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C03,110,,45,107,,7,18,13,16,,,,,,,,,,,0,316,10,326,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C04,111,,46,100,,3,21,17,7,,,,,,,,,,,0,305,10,315,729,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C05,97,,66,144,,4,25,6,2,,,,,,,,,,,0,344,7,351,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C06,111,,55,88,,5,22,16,10,,,,,,,,,,,0,307,8,315,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,C07,108,,56,92,,6,25,13,6,,,,,,,,,,,0,306,9,315,728,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01,54,,53,112,,2,15,8,10,,,,,,,,,,,0,254,14,268,549,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01C01,84,,48,85,,5,16,3,6,,,,,,,,,,,0,247,6,253,549,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,312,E01C02,68,,39,73,,2,16,7,3,,,,,,,,,,,0,208,14,222,548,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,B,139,,72,158,,9,18,6,4,,,,,,,,,,,0,406,21,427,692,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,313,C01,132,,74,140,,5,29,7,6,,,,,,,,,,,0,393,18,411,692,Grupo de Recuento,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,B,97,,65,117,,4,6,6,0,,,,,,,,,,,0,295,0,295,721,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,7,SAN JOSE DEL CABO,4,LOS CABOS,314,C01,98,,70,124,,5,19,11,5,,,,,,,,,,,0,332,0,332,721,Acta casilla,,,
