Resultados para Ayuntamientos
Día y hora de captura,Distrito,Municipio,Demarcacion,Número de Casilla,Tipo de Casilla,PAN,PBN,PRD,PT,PRS,PMC,CI,NOREG,NULOS,Incidencia
2014-07-06 22:58:00,5,Tepic,3,651,C01,185,115,,3,3,9,,0,17,,
2014-07-06 22:58:14,4,Xalisco,3,845,C01,298,146,,15,2,7,,1,10,,
2014-07-06 22:58:17,14,Bahía de Banderas,7,115,C01,,158,116,9,3,139,,2,11,,
2014-07-06 22:58:34,4,Tepic,9,730,B,313,170,,8,2,9,,0,10,,
2014-07-06 22:58:34,4,Xalisco,1,844,C01,294,168,,7,1,16,,0,9,,
2014-07-06 22:58:47,12,Santiago Ixcuintla,8,545,B,,246,318,11,2,3,,0,17,,
2014-07-06 22:58:47,3,Tepic,8,755,B,138,103,,6,2,4,,0,6,,
2014-07-06 22:58:58,18,Acaponeta,5,33,B,,185,270,1,3,30,,0,15,,
2014-07-06 22:58:59,8,Compostela,6,166,B,168,215,,65,7,3,,0,20,,
2014-07-06 22:59:02,5,Tepic,2,655,B,189,130,,19,1,9,,0,13,,
2014-07-06 22:59:08,2,Tepic,3,619,B,253,160,,9,4,3,,0,18,,
2014-07-06 22:59:32,12,Santiago Ixcuintla,9,527,B,,184,231,4,1,0,,0,0,,
2014-07-06 22:59:40,3,Tepic,8,734,B,230,192,,12,4,10,,0,6,,
2014-07-06 23:00:11,4,Tepic,11,770,B,129,271,,7,2,1,,2,12,,
2014-07-06 23:00:18,7,Ahuacatlán,2,53,B,113,125,,45,45,,,0,8,,
2014-07-06 23:00:19,2,Tepic,5,678,B,316,158,,21,10,9,,0,14,,
2014-07-06 23:00:29,8,Compostela,4,139,B,138,163,,27,6,4,,0,8,,
2014-07-06 23:00:38,4,Xalisco,2,847,C04,289,213,,17,3,7,,2,0,,
2014-07-06 23:00:43,5,Tepic,1,597,B,320,149,,6,2,7,,0,0,,
2014-07-06 23:01:05,4,Xalisco,2,847,C01,296,192,,23,4,11,,0,0,,
2014-07-06 23:01:06,2,Tepic,4,647,B,178,89,,8,2,0,,0,8,,
2014-07-06 23:01:06,1,Tepic,6,738,B,190,186,,15,2,4,,0,19,,
2014-07-06 23:01:31,8,Compostela,2,135,B,243,234,,21,2,13,,1,29,,
2014-07-06 23:01:39,4,Tepic,9,732,C01,237,269,,12,5,4,,0,17,,
2014-07-06 23:01:47,13,Ixtlán del Río,1,215,C01,81,262,,252,2,,16,0,10,,
2014-07-06 23:01:50,15,Tuxpan,6,836,B,303,316,,4,,20,,0,0,,
2014-07-06 23:01:58,5,Tepic,2,625,B,141,167,,9,2,2,,1,8,,
2014-07-06 23:02:24,12,Santiago Ixcuintla,7,485,B,,270,141,7,1,3,,0,0,,
2014-07-06 23:02:28,4,Xalisco,6,857,B,194,193,,5,1,12,,0,0,,
2014-07-06 23:02:32,1,Tepic,5,707,B,187,124,,12,5,9,,0,5,,
2014-07-06 23:02:57,7,Jala,2,241,B,253,386,,0,,,,3,13,,
2014-07-06 23:02:59,18,Acaponeta,5,36,B,,221,323,6,4,0,,0,25,,
2014-07-06 23:03:00,9,San Blas,3,362,B,7,97,,3,3,1,77,0,12,,
2014-07-06 23:03:07,1,Tepic,4,674,B,177,66,,2,1,2,,0,3,,
2014-07-06 23:03:11,13,Ixtlán del Río,5,230,C01,21,157,,168,5,,3,2,8,,
2014-07-06 23:03:22,2,Tepic,4,903,B,180,136,,11,1,8,,0,15,,
2014-07-06 23:03:27,11,Santiago Ixcuintla,5,464,B,,101,181,11,1,5,,0,16,,
2014-07-06 23:03:27,3,Tepic,8,727,B,267,115,,10,3,7,,0,15,,
2014-07-06 23:03:30,9,San Blas,5,365,B,30,89,,2,1,3,132,1,16,,
2014-07-06 23:03:38,3,Tepic,8,755,C01,166,90,,4,1,4,,0,6,,
2014-07-06 23:03:49,14,Bahía de Banderas,9,97,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 23:04:05,3,Tepic,7,809,B,285,154,,10,5,10,,0,15,,
2014-07-06 23:04:08,7,Ahuacatlán,3,56,B,230,159,,35,36,,,1,9,,
2014-07-06 23:04:20,4,Xalisco,2,847,C05,296,178,,27,2,15,,3,13,,
2014-07-06 23:04:25,12,Santiago Ixcuintla,9,526,B,,216,337,5,0,0,,0,0,,
2014-07-06 23:04:34,8,Compostela,9,173,B,192,247,,17,2,2,,0,15,,
2014-07-06 23:05:06,3,Tepic,7,947,B,114,77,,6,4,5,,0,4,,
2014-07-06 23:05:17,4,Tepic,9,724,C02,184,157,,7,0,1,,0,0,,
2014-07-06 23:05:31,1,Tepic,6,931,B,284,190,,12,3,14,,0,9,,
2014-07-06 23:05:38,8,Compostela,6,169,B,234,127,,80,5,5,,1,13,,
2014-07-06 23:05:40,11,Santiago Ixcuintla,6,473,B,,,,,,,,,,Votos ilegibles,
2014-07-06 23:05:44,6,El Nayar,2,264,B,118,108,,24,,35,,0,26,,
2014-07-06 23:05:53,9,San Blas,3,371,B,10,48,,1,0,0,25,0,1,,
2014-07-06 23:06:02,4,Tepic,9,724,C01,204,167,,7,8,5,,0,15,,
2014-07-06 23:06:07,14,Bahía de Banderas,9,97,C01,,178,235,2,2,19,,0,6,,
2014-07-06 23:06:26,5,Tepic,2,607,C02,231,189,,21,6,5,,3,11,,
2014-07-06 23:06:29,8,San Pedro Lagunillas,5,407,B,65,63,,1,,50,,0,6,,
2014-07-06 23:06:38,4,Tepic,9,724,B,183,148,,5,3,9,,0,12,,
2014-07-06 23:06:44,13,Ixtlán del Río,6,220,B,39,165,,141,5,,5,0,10,,
2014-07-06 23:06:45,1,Tepic,4,681,B,292,146,,10,3,8,,0,7,,
2014-07-06 23:06:47,7,Jala,5,246,E1,14,99,,0,,,,0,1,,
2014-07-06 23:06:47,4,Tepic,8,731,B,247,234,,11,8,5,,0,12,,
2014-07-06 23:07:27,14,Bahía de Banderas,7,116,C02,,137,97,7,3,123,,0,9,,
2014-07-06 23:07:32,1,Tepic,6,738,C01,,,,,,,,,,Votos ilegibles,
2014-07-06 23:07:32,3,Tepic,7,766,C01,185,113,,13,5,10,,0,12,,
2014-07-06 23:07:45,4,Xalisco,7,863,B,166,159,,3,1,2,,0,0,,
2014-07-06 23:07:46,2,Tepic,3,882,B,166,164,,15,4,7,,0,0,,
2014-07-06 23:07:50,4,Xalisco,5,851,B,,,,,,,,,,Votos en blanco,
2014-07-06 23:08:08,14,Bahía de Banderas,5,122,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 23:08:12,11,Santiago Ixcuintla,5,459,B,,242,172,4,1,3,,0,10,,
2014-07-06 23:08:19,11,Santiago Ixcuintla,5,458,B,,420,189,5,1,1,,0,0,,
2014-07-06 23:08:21,8,Compostela,1,128,B,270,203,,9,0,10,,4,18,,
2014-07-06 23:08:25,3,Tepic,7,766,B,185,108,,10,4,0,,0,12,,
2014-07-06 23:08:28,5,Tepic,2,642,B,216,195,,17,3,6,,0,15,,
2014-07-06 23:08:51,4,Tepic,9,664,C01,380,199,,9,4,9,,0,9,,
2014-07-06 23:08:54,3,Tepic,10,804,C03,,,,,,,,,,Votos ilegibles,
2014-07-06 23:08:59,14,Bahía de Banderas,9,102,B,,118,310,6,1,22,,0,14,,
2014-07-06 23:09:17,16,Ruíz,5,328,B,289,308,,14,1,3,,0,0,,
2014-07-06 23:09:24,4,Xalisco,1,844,C02,280,141,,13,1,13,,0,11,,
2014-07-06 23:09:26,5,Tepic,2,658,B,287,193,,18,3,7,,0,10,,
2014-07-06 23:09:26,2,Tepic,3,894,B,301,199,,11,1,3,,0,23,,
2014-07-06 23:09:35,5,Tepic,1,630,C01,200,154,,14,3,4,,0,16,,
2014-07-06 23:09:45,1,Tepic,5,709,B,280,134,,15,3,5,,0,9,,
2014-07-06 23:10:18,5,Tepic,2,626,B,202,147,,13,5,5,,0,0,,
2014-07-06 23:10:24,5,Tepic,2,607,B,218,188,,15,1,2,,0,36,,
2014-07-06 23:10:26,14,Bahía de Banderas,9,102,C01,,110,328,1,1,40,,2,8,,
2014-07-06 23:10:36,4,Xalisco,1,844,C03,287,155,,14,4,18,,0,7,,
2014-07-06 23:10:41,11,Santiago Ixcuintla,6,488,B,,230,224,4,1,1,,0,8,,
2014-07-06 23:10:45,4,Tepic,8,742,B,292,223,,13,5,8,,3,7,,
2014-07-06 23:10:58,5,Tepic,2,607,C01,224,190,,16,3,7,,2,20,,
2014-07-06 23:11:04,9,San Blas,3,369,B,42,166,,4,6,2,107,0,0,,
2014-07-06 23:11:17,8,Compostela,2,138,B,139,154,,7,2,4,,2,18,,
2014-07-06 23:11:17,9,San Blas,3,370,B,,,,,,,,,,Votos ilegibles,
2014-07-06 23:11:33,2,Tepic,3,644,B,313,123,,13,8,6,,0,16,,
2014-07-06 23:11:39,13,Ixtlán del Río,4,218,B,54,216,,238,3,,10,0,10,,
2014-07-06 23:11:44,4,Xalisco,7,862,E1,100,59,,0,0,0,,0,3,,
2014-07-06 23:11:45,12,Santiago Ixcuintla,7,484,B,,192,349,3,0,0,,0,4,,
2014-07-06 23:12:16,5,Tepic,2,654,B,244,114,,16,1,4,,0,15,,
2014-07-06 23:12:24,8,Compostela,1,127,B,248,120,,14,0,12,,2,18,,
2014-07-06 23:12:28,4,Tepic,9,721,B,227,185,,10,3,14,,0,8,,
2014-07-06 23:12:31,1,Tepic,5,708,B,235,151,,7,1,3,,0,11,,
2014-07-06 23:12:43,1,Tepic,4,676,B,235,166,,8,4,1,,0,10,,
2014-07-06 23:12:43,3,Tepic,7,756,C01,163,93,,12,4,5,,0,4,,
2014-07-06 23:13:05,5,Tepic,1,911,B,150,151,,8,2,2,,0,7,,
2014-07-06 23:13:24,1,Tepic,4,692,B,247,160,,8,2,7,,2,13,,
2014-07-06 23:13:25,5,Tepic,2,623,B,153,142,,8,3,4,,0,9,,
2014-07-06 23:13:32,6,El Nayar,1,258,C01,260,319,,17,,43,,0,30,,
2014-07-06 23:13:32,2,Tepic,3,892,B,248,108,,15,3,6,,0,19,,
2014-07-06 23:13:58,2,Tepic,4,613,B,304,145,,17,2,8,,0,15,,
2014-07-06 23:14:05,16,Ruíz,1,343,B,294,226,,24,0,8,,0,21,,
2014-07-06 23:14:09,3,Tepic,7,756,B,174,97,,5,6,7,,4,6,,
2014-07-06 23:14:30,2,Tepic,4,910,B,255,149,,24,6,4,,0,21,,
2014-07-06 23:14:40,1,Tepic,6,923,B,242,125,,9,3,13,,1,4,,
2014-07-06 23:15:12,13,Ixtlán del Río,2,226,B,50,241,,176,2,,12,2,8,,
2014-07-06 23:15:16,8,Compostela,5,163,B,170,175,,23,18,3,,0,13,,
2014-07-06 23:15:17,4,Tepic,9,666,B,310,168,,10,1,14,,0,11,,
2014-07-06 23:15:22,5,Tepic,1,630,B,214,141,,12,3,4,,0,13,,
2014-07-06 23:15:41,1,Tepic,6,924,B,166,135,,13,2,11,,0,6,,
2014-07-06 23:15:43,13,Ixtlán del Río,6,220,C01,47,164,,123,5,,4,1,17,,
2014-07-06 23:15:48,16,Ruíz,3,322,B,318,291,,9,3,2,,0,11,,
2014-07-06 23:15:55,4,Tepic,9,920,B,291,161,,9,7,8,,1,7,,
2014-07-06 23:15:58,5,Tepic,2,626,C01,116,156,,46,9,11,,1,18,,
2014-07-06 23:16:04,11,Santiago Ixcuintla,5,459,C01,,193,223,0,0,6,,0,0,,
2014-07-06 23:16:04,5,Tepic,2,623,C01,125,141,,5,1,5,,2,11,,
2014-07-06 23:16:08,1,Tepic,6,929,B,,,,,,,,,,Votos ilegibles,
2014-07-06 23:16:21,4,Tepic,9,732,B,240,283,,9,3,5,,0,17,,
2014-07-06 23:16:47,1,Tepic,6,935,B,193,191,,17,3,13,,4,13,,
2014-07-06 23:16:55,2,Tepic,4,613,C01,270,156,,14,4,8,,1,16,,
2014-07-06 23:17:05,14,Bahía de Banderas,9,101,C01,,102,330,1,0,32,,0,13,,
2014-07-06 23:17:11,3,Tepic,7,963,B,139,121,,5,3,8,,0,0,,
2014-07-06 23:17:20,8,Compostela,2,132,C01,134,219,,25,0,4,,0,0,,
2014-07-06 23:18:22,4,Tepic,9,662,B,397,200,,19,4,14,,2,11,,
2014-07-06 23:18:28,2,Tepic,4,645,B,320,169,,19,2,2,,1,11,,
2014-07-06 23:18:39,4,Xalisco,4,850,C01,335,188,,11,0,9,,0,0,,
2014-07-06 23:18:59,1,Tepic,6,934,B,268,151,,16,3,6,,0,4,,
2014-07-06 23:19:01,4,Xalisco,5,853,C01,223,169,,11,5,4,,0,8,,
2014-07-06 23:19:24,3,Tepic,8,765,C02,244,143,,18,3,5,,0,10,,
2014-07-06 23:19:46,18,Acaponeta,3,5,B,,216,314,6,3,4,,0,18,,
2014-07-06 23:20:00,16,Rosamorada,7,296,B,214,168,,1,0,0,5,0,11,,
2014-07-06 23:20:02,13,Ixtlán del Río,2,224,B,107,258,,0,5,,0,8,9,,
2014-07-06 23:20:25,5,Tepic,2,606,B,176,146,,9,5,3,,3,12,,
2014-07-06 23:20:37,13,Ixtlán del Río,7,232,B,2,161,,21,0,,1,1,6,,
2014-07-06 23:20:41,3,Tepic,7,946,B,190,102,,12,0,5,,0,5,,
2014-07-06 23:20:59,3,Tepic,8,610,C01,260,202,,17,2,14,,0,14,,
2014-07-06 23:21:07,9,San Blas,5,366,B,72,59,,3,5,5,179,0,24,,
2014-07-06 23:21:23,6,La Yesca,2,874,E1,11,104,,1,,,,0,0,,
2014-07-06 23:21:43,3,Tepic,7,965,B,171,133,,10,5,8,,0,13,,
2014-07-06 23:22:06,13,Ixtlán del Río,7,232,E2,2,53,,23,0,,0,0,2,,
2014-07-06 23:22:18,10,Santiago Ixcuintla,3,493,B,,173,246,84,2,11,,0,26,,
2014-07-06 23:22:22,13,Ixtlán del Río,7,233,B,4,172,,54,2,,1,0,15,,
2014-07-06 23:22:44,14,Bahía de Banderas,7,115,C03,,152,130,10,0,133,,0,11,,
2014-07-06 23:22:44,13,Ixtlán del Río,7,232,E1,3,95,,38,0,,0,0,6,,
2014-07-06 23:23:10,2,Tepic,10,780,C01,257,213,,0,18,3,,0,23,,
2014-07-06 23:23:12,2,Tepic,10,781,B,312,190,,6,3,4,,0,21,,
2014-07-06 23:23:13,7,Ahuacatlán,3,58,B,150,123,,15,46,,,0,6,,
2014-07-06 23:23:20,2,Tepic,10,782,C01,147,87,,9,1,4,,0,17,,
2014-07-06 23:23:23,8,Compostela,6,168,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 23:23:35,13,Ixtlán del Río,2,223,B,56,159,,126,2,,10,0,6,,
2014-07-06 23:23:42,2,Tepic,10,783,B,281,215,,24,3,1,,0,19,,
2014-07-06 23:24:17,16,Rosamorada,7,295,B,208,219,,18,0,0,43,0,32,,
2014-07-06 23:24:23,14,Compostela,7,184,C01,97,78,,17,13,31,,0,15,,
2014-07-06 23:24:33,3,Tepic,7,749,C01,280,153,,9,1,7,,0,7,,
2014-07-06 23:24:50,2,Tepic,10,782,B,162,103,,10,1,3,,0,17,,
2014-07-06 23:25:21,14,Bahía de Banderas,3,111,C01,,169,164,12,0,93,,0,0,,
2014-07-06 23:25:50,9,San Blas,5,367,B,23,118,,13,3,5,124,0,24,,
2014-07-06 23:26:29,3,Tepic,7,764,C03,245,118,,10,2,8,,0,16,,
2014-07-06 23:26:34,2,Tepic,3,614,B,,,,,,,,,,Votos ilegibles,
2014-07-06 23:26:55,7,Ahuacatlán,5,61,B,143,166,,80,96,,,0,26,,
2014-07-06 23:27:04,4,Xalisco,3,845,C03,282,152,,16,4,19,,0,6,,
2014-07-06 23:27:24,6,El Nayar,2,266,B,121,211,,7,,9,,1,8,,
2014-07-06 23:27:25,16,Ruíz,3,321,B,234,345,,16,4,3,,0,8,,
2014-07-06 23:27:51,8,Compostela,3,171,C01,125,116,,8,1,4,,0,4,,
2014-07-06 23:27:56,9,San Blas,5,367,C01,33,100,,18,2,4,170,0,9,,
2014-07-06 23:28:19,11,Santiago Ixcuintla,1,438,B,,216,241,9,1,4,,0,16,,
2014-07-06 23:28:28,16,Ruíz,5,331,B,276,235,,7,3,0,,0,16,,
2014-07-06 23:30:00,14,Bahía de Banderas,1,110,B,,288,292,6,24,55,,0,13,,
2014-07-06 23:30:24,4,Tepic,9,921,B,242,142,,4,1,4,,2,15,,
2014-07-06 23:30:29,9,San Blas,6,382,C01,67,91,,13,2,1,127,0,22,,
2014-07-06 23:31:11,8,Compostela,4,144,B,176,155,,6,15,4,,0,21,,
2014-07-06 23:31:14,5,Tepic,2,606,C01,169,177,,14,5,3,,0,11,,
2014-07-06 23:31:36,5,Tepic,1,599,B,168,159,,9,3,7,,0,0,,
2014-07-06 23:32:22,5,Tepic,1,631,C01,228,172,,17,5,4,,0,10,,
2014-07-06 23:32:43,4,Tepic,9,663,B,359,170,,5,5,9,,0,12,,
2014-07-06 23:33:17,14,Bahía de Banderas,5,122,C01,,,,,,,,,,Cifras no coincidentes,
2014-07-06 23:33:22,3,Tepic,10,805,B,142,128,,11,4,1,,14,0,,
2014-07-06 23:33:25,8,Compostela,4,148,B,215,180,,13,1,4,,0,6,,
2014-07-06 23:33:41,9,San Blas,6,382,B,42,111,,8,4,1,168,0,34,,
2014-07-06 23:34:42,1,Tepic,6,933,B,229,130,,13,1,9,,0,3,,
2014-07-06 23:34:51,11,Santiago Ixcuintla,1,437,C01,,253,252,7,3,11,,1,17,,
2014-07-06 23:34:55,8,Compostela,2,132,B,138,233,,10,1,6,,1,25,,
2014-07-06 23:35:00,1,Tepic,6,930,B,240,192,,15,5,9,,1,16,,
2014-07-06 23:35:22,14,Bahía de Banderas,3,111,B,,183,141,9,6,98,,0,22,,
2014-07-06 23:35:24,2,Tepic,10,796,B,249,254,,21,5,9,,0,0,,
2014-07-06 23:35:55,5,Tepic,1,629,C01,122,101,,8,4,4,,0,12,,
2014-07-06 23:35:56,4,Xalisco,2,847,B,316,181,,13,5,8,,0,18,,
2014-07-06 23:36:23,5,Tepic,1,629,B,127,85,,7,4,1,,0,15,,
2014-07-06 23:36:52,14,Bahía de Banderas,5,123,C01,,151,85,7,1,111,,1,11,,
2014-07-06 23:36:53,15,Tuxpan,7,839,B,216,219,,8,,42,,0,22,,
2014-07-06 23:37:01,8,San Pedro Lagunillas,5,409,B,57,93,,0,,111,,0,4,,
2014-07-06 23:37:31,9,San Blas,6,390,B,87,213,,18,2,2,259,0,35,,
2014-07-06 23:37:49,5,Tepic,1,916,B,146,117,,8,2,1,,0,8,,
2014-07-06 23:38:22,8,Compostela,4,145,E1,53,37,,9,1,0,,0,10,,
2014-07-06 23:38:35,13,Ixtlán del Río,4,218,C01,44,250,,224,4,,8,1,13,,
2014-07-06 23:39:17,18,Acaponeta,2,3,C01,,217,278,16,1,8,,0,0,,
2014-07-06 23:39:32,15,Tuxpan,5,822,B,151,215,,12,,76,,0,17,,
2014-07-06 23:40:09,14,Bahía de Banderas,3,118,C03,,144,120,7,11,124,,0,21,,
2014-07-06 23:40:15,3,Tepic,7,767,B,212,131,,6,4,9,,0,7,,
2014-07-06 23:40:48,8,Compostela,6,158,B,245,188,,45,10,3,,0,24,,
2014-07-06 23:41:31,9,San Blas,4,355,B,16,70,,1,1,0,88,0,0,,
2014-07-06 23:41:37,3,Santa María del Oro,7,425,B,,123,74,127,6,,,0,20,,
2014-07-06 23:41:40,7,Ahuacatlán,3,57,B,186,211,,96,33,,,0,17,,
2014-07-06 23:42:24,18,Acaponeta,2,3,B,,197,283,13,8,4,,0,13,,
2014-07-06 23:42:34,16,Rosamorada,7,291,B,,,,,,,,,,Votos ilegibles,
2014-07-06 23:42:57,4,Xalisco,4,848,C01,291,231,,14,0,4,,0,0,,
2014-07-06 23:43:07,9,San Blas,7,395,B,173,226,,4,2,1,158,0,0,,
2014-07-06 23:43:23,6,La Yesca,2,874,B,26,123,,0,,,,0,0,,
2014-07-06 23:44:10,6,La Yesca,2,874,E2,3,105,,0,,,,0,1,,
2014-07-06 23:44:23,4,Tepic,11,770,C01,,,,,,,,,,Votos ilegibles,
2014-07-06 23:44:25,18,Huajicori,3,204,B,,82,48,6,1,,,0,3,,
2014-07-06 23:44:44,8,Compostela,9,191,B,17,54,,2,0,0,,0,1,,
2014-07-06 23:44:45,13,Ixtlán del Río,3,216,B,121,268,,239,11,,8,0,20,,
2014-07-06 23:44:49,6,El Nayar,4,267,B,128,338,,45,,3,,0,39,,
2014-07-06 23:45:06,7,Ahuacatlán,1,50,B,182,153,,43,131,,,0,0,,
2014-07-06 23:45:25,3,Santa María del Oro,4,433,C01,,242,167,52,3,,,0,0,,
2014-07-06 23:45:30,4,Tepic,9,663,C01,321,152,,22,7,14,,2,21,,
2014-07-06 23:45:43,6,La Yesca,2,873,E1,21,78,,1,,,,0,3,,
2014-07-06 23:45:59,1,Tepic,5,714,B,185,158,,9,7,12,,0,8,,
2014-07-06 23:46:05,14,Compostela,8,190,E1C1,122,107,,12,87,20,,0,27,,
2014-07-06 23:46:22,6,La Yesca,2,873,E3,5,93,,1,,,,0,5,,
2014-07-06 23:46:27,9,San Blas,4,356,B,111,221,,0,0,6,183,0,29,,
2014-07-06 23:46:34,14,Bahía de Banderas,4,90,C07,,122,123,7,2,97,,0,10,,
2014-07-06 23:46:36,8,Compostela,2,133,B,148,198,,24,2,10,,0,29,,
2014-07-06 23:46:48,8,San Pedro Lagunillas,4,410,B,97,193,,3,,196,,2,10,,
2014-07-06 23:47:17,11,Santiago Ixcuintla,5,461,B,,201,193,4,1,11,,0,23,,
2014-07-06 23:47:24,6,La Yesca,2,873,B,20,119,,0,,,,0,0,,
2014-07-06 23:47:27,8,Compostela,3,171,B,94,98,,8,1,4,,0,7,,
2014-07-06 23:47:45,14,Bahía de Banderas,4,90,C06,,163,106,7,1,96,,0,17,,
2014-07-06 23:48:05,14,Bahía de Banderas,4,90,C11,,143,110,8,2,94,,0,13,,
2014-07-06 23:48:05,10,Santiago Ixcuintla,1,435,B,,211,216,8,0,18,,0,0,,
2014-07-06 23:48:05,4,Xalisco,3,846,B,314,209,,7,1,11,,0,11,,
2014-07-06 23:48:52,2,Tepic,3,891,B,206,86,,11,2,5,,0,5,,
2014-07-06 23:49:09,6,La Yesca,2,873,E2,13,90,,0,,,,0,0,,
2014-07-06 23:49:11,11,Santiago Ixcuintla,5,460,B,,269,262,11,2,11,,0,0,,
2014-07-06 23:49:32,14,Bahía de Banderas,4,90,C09,,126,126,9,1,83,,0,15,,
2014-07-06 23:50:01,14,Bahía de Banderas,4,90,C10,,130,130,7,0,84,,0,12,,
2014-07-06 23:50:51,13,Ixtlán del Río,3,216,C01,110,292,,204,7,,5,1,19,,
2014-07-06 23:51:02,11,Santiago Ixcuintla,5,466,B,,281,129,5,4,40,,0,0,,
2014-07-06 23:53:08,14,Compostela,8,190,E1,116,120,,9,109,12,,0,11,,
2014-07-06 23:53:40,18,Huajicori,5,211,B,,116,85,0,0,,,0,4,,
2014-07-06 23:53:48,18,Acaponeta,7,44,B,,43,59,2,1,1,,0,0,,
2014-07-06 23:53:57,7,Jala,1,244,B,282,425,,3,,,,0,10,,
2014-07-06 23:54:16,14,Compostela,8,190,B,135,114,,12,32,13,,0,0,,
2014-07-06 23:54:34,15,Tuxpan,5,824,B,153,246,,35,,111,,0,30,,
2014-07-06 23:54:44,16,Ruíz,6,338,B,151,168,,6,0,3,,1,6,,
2014-07-06 23:54:52,8,San Pedro Lagunillas,4,406,B,,,,,,,,,,Cifras no coincidentes,
2014-07-06 23:54:53,9,San Blas,4,357,B,87,197,,5,7,6,122,1,22,,
2014-07-06 23:55:08,9,San Blas,2,348,B,104,122,,8,4,4,175,0,29,,
2014-07-06 23:55:35,1,Tepic,6,926,B,247,179,,17,1,10,,0,0,,
2014-07-06 23:56:24,18,Acaponeta,7,28,B,,114,115,3,3,1,,0,2,,
2014-07-06 23:56:31,2,Tepic,11,787,B,111,77,,12,2,1,,0,14,,
2014-07-06 23:56:37,6,El Nayar,4,267,C01,108,360,,45,,11,,0,29,,
2014-07-06 23:56:47,16,Ruíz,6,337,B,181,279,,4,2,0,,0,5,,
2014-07-06 23:56:53,14,Bahía de Banderas,4,90,C05,,150,101,5,0,93,,0,12,,
2014-07-06 23:56:54,8,Compostela,9,191,E1,9,27,,3,1,1,,0,2,,
2014-07-06 23:57:00,11,Santiago Ixcuintla,5,460,E2,,23,25,0,0,0,,0,0,,
2014-07-06 23:57:06,2,Tepic,10,780,B,264,235,,12,7,4,,2,31,,
2014-07-06 23:57:19,11,Santiago Ixcuintla,5,465,B,,191,319,11,2,43,,0,0,,
2014-07-06 23:57:42,8,San Pedro Lagunillas,1,399,B,192,214,,8,,137,,0,9,,
2014-07-06 23:57:49,7,Ahuacatlán,2,51,B,169,167,,68,71,,,0,10,,
2014-07-06 23:57:50,16,Ruíz,4,324,B,258,260,,12,3,4,,0,8,,
2014-07-06 23:57:52,16,Ruíz,1,327,B,278,236,,7,4,4,,0,0,,
2014-07-06 23:59:00,2,Tepic,11,778,B,157,127,,6,1,2,,0,21,,
2014-07-06 23:59:01,14,Bahía de Banderas,4,90,C04,,157,106,10,0,107,,0,0,,
2014-07-06 23:59:06,8,Compostela,6,168,C01,196,87,,33,4,2,,0,15,,
2014-07-06 23:59:21,14,Compostela,7,184,B,111,83,,16,20,24,,0,12,,
2014-07-06 23:59:34,2,Tepic,11,789,C01,180,114,,6,1,1,,0,10,,
2014-07-06 23:59:51,2,Tepic,11,788,B,293,270,,8,2,1,,1,24,,
2014-07-06 23:59:53,14,Bahía de Banderas,4,90,C03,,161,114,15,2,82,,4,8,,
2014-07-07 00:00:07,14,Bahía de Banderas,4,90,C08,,182,115,8,5,91,,0,12,,
2014-07-07 00:00:15,2,Tepic,11,789,B,177,120,,4,2,1,,0,16,,
2014-07-07 00:00:29,14,Compostela,9,192,C01,151,177,,6,4,4,,0,8,,
2014-07-07 00:00:30,4,Xalisco,5,853,B,268,174,,15,1,9,,1,6,,
2014-07-07 00:00:31,2,Tepic,10,779,B,237,177,,11,2,20,,0,0,,
2014-07-07 00:00:52,9,San Blas,5,378,B,5,39,,0,0,1,100,1,2,,
2014-07-07 00:00:53,4,Tepic,11,800,B,140,163,,6,0,4,,0,0,,
2014-07-07 00:01:02,3,Santa María del Oro,4,433,B,,211,171,62,5,,,0,26,,
2014-07-07 00:01:08,2,Tepic,3,620,B,258,144,,15,4,7,,0,21,,
2014-07-07 00:01:14,7,Jala,5,249,B,379,349,,1,,,,1,5,,
2014-07-07 00:02:08,11,Santiago Ixcuintla,5,460,E1,,,,,,,,,,Cifras no coincidentes,
2014-07-07 00:02:39,4,Xalisco,1,844,B,270,184,,15,2,12,,0,9,,
2014-07-07 00:03:20,14,Bahía de Banderas,4,90,B,,156,120,7,2,112,,0,0,,
2014-07-07 00:03:34,9,San Blas,5,380,B,8,48,,0,0,0,58,1,7,,
2014-07-07 00:03:53,8,Compostela,9,181,E1,18,77,,1,0,1,,0,4,,
2014-07-07 00:04:10,14,Bahía de Banderas,4,90,C02,,153,120,6,1,90,,0,0,,
2014-07-07 00:04:20,14,Bahía de Banderas,2,114,B,,244,87,6,1,58,,0,8,,
2014-07-07 00:05:19,9,San Blas,6,383,B,118,98,,17,11,4,236,0,50,,
2014-07-07 00:05:43,4,Xalisco,5,852,B,345,236,,13,3,9,,0,15,,
2014-07-07 00:06:04,14,Bahía de Banderas,3,118,B,,136,114,8,4,134,,0,19,,
2014-07-07 00:06:05,1,Tepic,6,736,B,250,195,,14,5,0,,1,0,,
2014-07-07 00:06:22,15,Tuxpan,2,831,B,,,,,,,,,,Votos ilegibles,
2014-07-07 00:06:34,14,Bahía de Banderas,2,114,C02,,234,88,3,0,75,,0,12,,
