MUNICIPIO,Dtto,SECCION,PAN,PRI,PRD,PT,PVEM,PUDC,PCC,CCM1,CCM2,VALIDOS,NULOS,TOTAL
Saltillo,3,807,225,281,11,10,17,2,2,0,0,548,10,558
Saltillo,3,808,265,257,11,11,10,0,1,1,0,556,13,569
Saltillo,3,809,151,208,13,8,9,0,3,0,0,392,8,400
Saltillo,3,810,328,148,16,9,3,2,1,0,0,507,9,516
Saltillo,3,811,206,165,11,1,18,1,1,0,0,403,7,410
Saltillo,3,812,190,364,14,10,11,2,4,1,0,596,15,611
Saltillo,3,813,155,323,13,10,5,1,0,0,0,507,10,517
Saltillo,3,814,175,508,14,30,9,1,1,0,0,738,17,755
Saltillo,3,815,148,362,11,6,13,0,0,0,0,540,7,547
Saltillo,3,816,490,787,19,49,23,5,3,0,0,1376,28,1404
Saltillo,3,817,178,443,15,21,9,3,0,0,0,669,20,689
Saltillo,3,818,122,434,15,8,14,3,2,0,0,598,14,612
Saltillo,3,819,206,423,20,7,14,2,2,0,0,674,7,681
Saltillo,3,820,121,380,13,6,8,3,0,0,0,531,22,553
Saltillo,3,821,173,322,6,8,6,0,0,0,0,515,6,521
Saltillo,3,822,130,299,22,6,4,1,2,0,0,464,5,469
Saltillo,3,823,162,297,4,15,13,1,0,0,0,492,12,504
Saltillo,3,824,123,211,10,23,2,0,1,68,0,438,8,446
Saltillo,3,825,118,268,8,6,6,0,0,0,0,406,4,410
Saltillo,3,826,217,218,12,4,4,0,0,0,0,455,2,457
Saltillo,3,827,250,161,12,7,19,2,3,0,0,454,9,463
Saltillo,3,828,243,319,16,5,11,1,1,0,0,596,10,606
Saltillo,4,829,338,442,13,21,14,3,2,0,0,833,28,861
Saltillo,5,830,1167,1803,65,33,69,12,5,0,0,3154,453,3607
Saltillo,5,831,225,354,14,9,13,8,3,0,0,626,10,636
Saltillo,5,832,291,504,17,15,18,4,7,0,0,856,12,868
Saltillo,5,833,349,324,22,5,11,2,0,180,0,893,18,911
Saltillo,5,834,151,345,2,9,3,2,1,1,0,514,12,526
Saltillo,3,835,129,403,12,12,5,3,0,0,0,564,11,575
Saltillo,3,836,241,457,10,11,6,0,2,0,0,727,26,753
Saltillo,3,837,152,221,12,13,9,1,0,0,0,408,22,430
Saltillo,3,838,225,237,16,4,9,2,2,0,0,495,10,505
Saltillo,3,839,224,192,14,6,7,1,1,1,0,446,10,456
Saltillo,3,840,150,239,14,5,4,6,1,0,0,419,4,423
Saltillo,3,841,208,181,19,5,6,0,2,0,0,421,8,429
Saltillo,3,842,134,172,14,10,8,5,2,0,0,345,7,352
Saltillo,3,843,182,180,25,15,9,0,2,1,0,414,13,427
Saltillo,3,844,180,125,6,5,6,4,1,0,0,327,4,331
Saltillo,3,845,168,151,12,5,7,0,4,0,0,347,6,353
Saltillo,3,846,191,198,10,5,7,2,0,1,0,414,4,418
Saltillo,3,847,327,308,17,14,27,7,6,0,0,706,21,727
Saltillo,3,848,263,165,15,5,10,5,0,1,0,464,5,469
Saltillo,3,849,81,198,4,5,6,3,0,0,0,297,9,306
Saltillo,3,850,303,432,7,11,6,1,0,0,0,760,15,775
Saltillo,2,851,248,338,9,5,14,2,0,0,0,616,32,648
Saltillo,3,852,143,451,14,10,8,9,0,0,0,635,13,648
Saltillo,2,853,190,437,9,6,13,1,1,0,0,657,19,676
Saltillo,2,854,235,386,14,11,12,3,3,0,0,664,13,677
Saltillo,2,855,324,301,22,12,14,2,0,0,0,675,12,687
Saltillo,2,856,294,340,17,9,22,4,0,1,0,687,12,699
Saltillo,2,857,267,231,8,2,18,4,10,1,0,541,6,547
Saltillo,3,858,197,154,15,5,13,4,1,0,0,389,9,398
Saltillo,3,859,215,187,24,4,14,0,4,0,0,448,12,460
Saltillo,3,860,203,230,11,9,6,1,4,1,0,465,10,475
Saltillo,3,861,203,179,8,6,5,4,3,0,0,408,3,411
Saltillo,3,862,212,298,13,10,18,2,3,0,0,556,8,564
Saltillo,5,863,253,393,17,12,8,3,2,0,0,688,391,1079
Saltillo,5,864,264,359,9,10,8,1,1,0,0,652,11,663
Saltillo,5,865,310,388,15,12,12,2,2,0,0,741,5,746
Saltillo,5,866,402,272,22,9,14,4,3,0,0,726,8,734
Saltillo,5,867,323,353,8,16,13,0,1,0,0,714,5,719
Saltillo,5,868,523,783,18,14,20,3,7,0,0,1368,2,1370
Saltillo,5,869,720,1385,43,32,50,10,8,1,0,2249,31,2280
Saltillo,5,870,208,201,6,13,10,2,0,0,0,440,7,447
Saltillo,5,871,344,244,21,15,16,1,1,0,0,642,7,649
Saltillo,5,872,401,316,21,6,17,10,2,0,0,773,5,778
Saltillo,2,873,192,345,15,9,10,0,0,0,0,571,12,583
Saltillo,2,874,142,162,9,9,11,2,0,0,0,335,7,342
Saltillo,2,875,220,166,14,8,13,1,2,1,0,425,8,433
Saltillo,2,876,226,261,10,17,11,1,1,0,0,527,12,539
Saltillo,2,877,233,211,12,6,12,1,2,0,0,477,274,751
Saltillo,2,878,165,136,10,1,10,1,1,0,0,324,4,328
Saltillo,2,879,171,199,8,8,7,0,2,0,0,395,9,404
Saltillo,2,880,281,278,15,8,12,0,5,0,0,599,12,611
Saltillo,2,881,157,186,11,4,19,0,1,0,0,378,8,386
Saltillo,2,882,206,234,14,5,13,3,9,1,0,485,12,497
Saltillo,2,883,257,448,11,6,17,2,0,1,0,742,15,757
Saltillo,2,884,227,277,13,7,8,2,0,0,0,534,16,550
Saltillo,2,885,140,402,6,10,11,2,5,0,0,576,21,597
Saltillo,2,886,224,425,11,7,10,1,0,0,0,678,13,691
Saltillo,2,887,202,388,16,9,11,1,2,1,0,630,16,646
Saltillo,2,888,208,433,13,3,8,2,4,0,0,671,13,684
Saltillo,2,889,169,330,10,4,12,0,1,87,0,613,10,623
Saltillo,2,890,152,323,10,8,16,2,1,0,0,512,5,517
Saltillo,2,891,202,240,15,2,16,1,4,0,0,480,13,493
Saltillo,2,892,180,179,10,8,10,1,0,0,0,388,6,394
Saltillo,2,893,276,257,10,4,13,0,0,1,0,561,12,573
Saltillo,2,894,122,209,9,6,5,1,0,65,0,417,7,424
Saltillo,2,895,134,406,6,15,6,2,2,0,0,571,12,583
Saltillo,2,896,198,255,7,10,10,0,4,0,0,484,11,495
Saltillo,2,897,275,325,19,6,8,0,2,0,0,635,6,641
Saltillo,2,898,295,226,24,7,20,4,2,0,0,578,12,590
Saltillo,2,899,260,242,21,7,9,3,2,0,0,544,9,553
Saltillo,2,900,127,137,8,10,12,5,0,0,0,299,1,300
Saltillo,5,901,147,117,17,8,8,2,1,0,0,300,4,304
Saltillo,5,902,292,392,11,9,11,9,3,0,0,727,6,733
Saltillo,5,903,147,336,6,9,13,0,2,0,0,513,15,528
Saltillo,5,904,174,344,9,5,5,0,2,0,0,539,17,556
Saltillo,5,905,458,841,10,15,30,5,3,1,0,1363,18,1381
Saltillo,5,906,218,377,10,5,14,2,1,0,0,627,11,638
Saltillo,5,907,430,2666,58,15,45,5,2,4,0,3225,118,3343
Saltillo,5,908,58,447,4,4,4,4,0,0,0,521,37,558
Saltillo,5,909,135,426,11,4,10,3,0,0,0,589,11,600
Saltillo,5,910,133,281,10,9,8,2,0,0,0,443,14,457
Saltillo,5,911,227,394,11,7,16,1,0,1,0,657,9,666
Saltillo,2,912,319,303,19,8,24,3,0,0,0,676,9,685
Saltillo,2,913,254,320,16,10,19,1,3,2,0,625,14,639
Saltillo,2,914,431,652,20,36,44,0,7,0,0,1190,49,1239
Saltillo,2,915,178,282,10,12,9,2,2,0,0,495,10,505
Saltillo,2,916,149,274,5,6,8,1,4,0,0,447,6,453
Saltillo,2,917,117,247,17,7,6,0,2,0,0,396,10,406
Saltillo,2,918,162,223,11,12,4,1,3,0,0,416,11,427
Saltillo,2,919,315,302,18,7,14,1,1,0,0,658,10,668
Saltillo,2,920,176,278,13,5,11,2,3,0,0,488,11,499
Saltillo,2,921,175,392,14,12,17,0,4,2,0,616,10,626
Saltillo,2,922,197,398,12,14,18,4,3,0,0,646,17,663
Saltillo,2,923,124,452,13,4,9,1,0,0,0,603,14,617
Saltillo,2,924,141,290,9,18,6,1,2,0,0,467,9,476
Saltillo,2,925,140,337,6,13,9,5,0,0,0,510,11,521
Saltillo,2,926,86,384,10,6,18,2,1,0,0,507,12,519
Saltillo,2,927,123,400,9,4,6,1,0,0,0,543,19,562
Saltillo,2,928,116,388,7,8,8,0,4,0,0,531,10,541
Saltillo,2,929,141,384,17,9,5,2,2,0,0,560,28,588
Saltillo,1,930,207,462,11,8,13,6,6,0,0,713,16,729
Saltillo,2,931,168,323,9,0,14,1,0,0,0,515,4,519
Saltillo,2,932,231,472,7,19,11,1,2,0,0,743,9,752
Saltillo,2,933,195,335,6,6,4,7,1,0,0,554,10,564
Saltillo,2,934,213,409,3,5,7,2,1,0,0,640,13,653
Saltillo,2,935,128,374,12,15,8,1,1,0,0,539,20,559
Saltillo,2,936,241,499,18,9,13,0,2,0,0,782,9,791
Saltillo,2,937,253,321,9,13,11,0,2,0,0,609,9,618
Saltillo,2,938,142,548,13,4,11,4,1,0,0,723,3,726
Saltillo,2,939,170,270,8,3,6,5,0,0,0,462,10,472
Saltillo,5,940,159,292,7,4,17,0,1,0,0,480,13,493
Saltillo,5,941,214,383,6,10,14,0,0,0,0,627,13,640
Saltillo,5,942,182,384,6,6,5,2,0,0,0,585,21,606
Saltillo,5,943,601,1329,31,20,58,6,3,0,0,2048,25,2073
Saltillo,5,944,47,300,3,2,6,2,0,0,0,360,10,370
Saltillo,5,945,57,345,4,1,1,4,0,0,0,412,4,416
Saltillo,5,946,134,561,5,12,9,0,1,0,0,722,21,743
Saltillo,5,947,161,225,9,2,10,0,1,1,0,409,7,416
Saltillo,5,948,122,286,8,2,5,4,1,4,0,432,5,437
Saltillo,5,949,411,941,23,19,26,0,3,0,0,1423,22,1445
Saltillo,5,950,194,584,13,8,12,3,0,0,0,814,30,844
Saltillo,5,951,102,252,4,0,10,0,0,0,0,368,7,375
Saltillo,5,952,353,717,13,6,9,2,1,0,0,1101,25,1126
Saltillo,5,953,196,413,13,11,11,5,0,0,0,649,11,660
Saltillo,1,954,399,369,10,10,16,1,1,0,0,806,12,818
Saltillo,2,955,159,352,9,12,7,5,3,1,0,548,13,561
Saltillo,1,956,210,405,25,11,12,3,3,1,0,670,13,683
Saltillo,1,957,225,457,31,10,26,1,1,0,0,751,12,763
Saltillo,1,958,299,387,18,12,13,4,7,2,0,742,7,749
Saltillo,2,959,193,412,5,7,5,1,2,1,0,626,12,638
Saltillo,2,960,172,264,10,3,7,1,1,1,0,459,8,467
Saltillo,1,961,191,539,34,6,21,15,4,0,0,810,9,819
Saltillo,2,962,147,295,10,5,9,2,2,0,0,470,8,478
Saltillo,1,963,183,420,22,13,7,7,1,1,0,654,11,665
Saltillo,1,964,192,377,13,6,11,2,1,0,0,602,14,616
Saltillo,1,965,169,416,19,6,5,7,1,0,0,623,22,645
Saltillo,1,966,260,355,13,7,15,3,8,0,0,661,20,681
Saltillo,2,967,164,578,12,11,7,0,1,0,0,773,22,795
Saltillo,2,968,104,349,8,3,10,0,0,0,0,474,9,483
Saltillo,1,969,173,562,10,5,8,0,0,0,0,758,15,773
Saltillo,1,970,513,1098,37,20,29,5,3,1,0,1706,38,1744
Saltillo,1,971,281,371,35,10,11,3,0,0,0,711,15,726
Saltillo,1,972,295,436,15,7,17,0,2,1,0,773,21,794
Saltillo,1,973,174,557,24,8,7,1,0,10,0,781,15,796
Saltillo,1,974,303,530,25,10,14,5,3,0,0,890,7,897
Saltillo,1,975,207,365,15,4,10,4,1,0,0,606,10,616
Saltillo,1,976,496,335,27,5,20,1,4,1,0,889,7,896
Saltillo,1,977,481,485,24,20,14,10,3,0,0,1037,15,1052
Saltillo,1,978,276,445,16,8,16,2,1,2,0,766,17,783
Saltillo,5,979,197,648,4,7,6,1,1,0,0,864,20,884
Saltillo,1,980,183,522,8,16,9,2,2,0,0,742,11,753
Saltillo,1,981,284,649,12,8,9,2,1,1,0,966,9,975
Saltillo,1,982,226,348,17,6,17,4,1,0,0,619,11,630
Saltillo,1,983,246,351,9,8,19,0,5,0,0,638,11,649
Saltillo,1,984,247,344,19,10,10,3,4,0,0,637,30,667
Saltillo,1,985,258,530,21,6,20,3,3,0,0,841,24,865
Saltillo,1,986,210,450,27,7,6,1,0,3,0,704,13,717
Saltillo,1,987,206,893,12,10,15,2,2,0,0,1140,27,1167
Saltillo,1,988,360,194,28,4,24,3,3,1,0,617,266,883
Saltillo,1,989,155,332,9,5,6,0,5,0,0,512,9,521
Saltillo,1,990,348,367,13,8,25,6,4,0,0,771,7,778
Saltillo,1,991,207,284,13,5,12,1,0,1,0,523,10,533
Saltillo,1,992,828,1800,52,24,51,3,6,0,0,2764,24,2788
Saltillo,1,993,588,1708,35,25,55,5,6,106,0,2528,44,2572
Saltillo,1,994,241,1008,13,5,20,3,1,0,0,1291,28,1319
Saltillo,1,995,202,292,10,1,10,1,2,0,0,518,8,526
Saltillo,1,996,231,253,12,6,14,2,2,0,0,520,9,529
Saltillo,1,997,161,194,6,5,4,2,0,0,0,372,0,372
Saltillo,1,998,152,226,5,1,8,0,2,0,0,394,8,402
Saltillo,1,999,122,192,4,2,8,2,2,0,0,332,3,335
Saltillo,4,1000,3,111,1,1,0,0,0,0,0,116,9,125
Saltillo,4,1001,2,114,0,29,1,1,0,0,0,147,9,156
Saltillo,4,1002,27,119,1,1,0,0,1,0,0,149,8,157
Saltillo,1,1003,18,30,0,0,0,0,0,0,0,48,75,123
Saltillo,1,1004,17,98,0,3,2,0,0,0,0,120,2,122
Saltillo,1,1005,32,131,6,2,16,0,1,1,0,189,6,195
Saltillo,1,1006,91,414,14,4,8,3,0,0,0,534,11,545
Saltillo,1,1007,8,104,2,1,1,1,0,0,0,117,1,118
Saltillo,1,1008,23,104,1,3,2,0,0,0,0,133,3,136
Saltillo,1,1009,35,219,11,5,2,1,0,0,0,273,10,283
Saltillo,1,1010,20,101,0,1,0,0,0,0,0,122,3,125
Saltillo,1,1011,79,360,7,3,5,1,1,0,0,456,21,477
Saltillo,1,1012,6,67,0,0,0,0,0,0,0,73,7,80
Saltillo,1,1013,17,66,1,2,0,1,0,0,0,87,3,90
Saltillo,1,1014,54,315,4,5,0,0,0,0,0,378,3,381
Saltillo,1,1015,13,103,4,3,0,1,1,0,0,125,3,128
Saltillo,1,1016,5,93,1,0,0,0,0,0,0,99,2,101
Saltillo,1,1017,2,27,0,0,0,0,0,0,0,29,0,29
Saltillo,1,1018,8,25,2,1,0,0,0,0,0,36,2,38
Saltillo,1,1019,7,99,0,1,0,0,0,0,0,107,3,110
Saltillo,1,1020,22,13,0,0,0,0,0,0,0,35,3,38
Saltillo,1,1021,3,75,1,0,0,0,0,0,0,79,4,83
Saltillo,1,1022,34,40,1,1,0,0,0,0,0,76,7,83
Saltillo,1,1023,32,104,1,1,1,0,0,0,0,139,1,140
Saltillo,1,1024,11,57,0,0,0,0,0,0,0,68,1,69
Saltillo,1,1025,6,62,2,0,0,0,0,0,0,70,12,82
Saltillo,1,1026,9,66,0,0,0,0,0,0,0,75,6,81
Saltillo,1,1027,10,69,1,0,0,0,0,0,0,80,3,83
Saltillo,1,1028,0,52,0,0,0,0,0,0,0,52,2,54
Saltillo,1,1029,19,76,2,0,3,0,1,0,0,101,6,107
Saltillo,1,1030,8,73,1,0,1,2,0,0,0,85,5,90
Saltillo,1,1031,16,171,3,0,2,0,0,0,0,192,6,198
Saltillo,1,1032,6,55,0,0,2,1,0,0,0,64,3,67
Saltillo,1,1033,24,75,2,0,0,1,0,0,0,102,3,105
Saltillo,1,1034,9,39,0,0,0,0,0,0,0,48,4,52
Saltillo,1,1035,2,84,1,0,0,0,0,0,0,87,87,174
Saltillo,1,1036,18,57,0,1,0,0,0,0,0,76,4,80
Saltillo,1,1037,11,25,0,0,0,0,0,0,0,36,2,38
Saltillo,1,1038,20,112,1,1,0,0,0,0,0,134,4,138
Saltillo,1,1039,14,174,3,0,0,0,0,0,0,191,14,205
San Buenaventura,14,1040,159,196,0,83,0,0,0,0,0,438,13,451
San Buenaventura,14,1041,132,293,0,148,0,0,0,0,0,573,6,579
San Buenaventura,14,1042,141,248,0,130,0,0,0,0,0,519,5,524
San Buenaventura,14,1043,157,279,0,174,0,0,0,0,0,610,9,619
San Buenaventura,14,1044,137,348,0,191,0,0,0,0,0,676,7,683
San Buenaventura,14,1045,97,202,0,122,0,0,0,0,0,421,3,424
San Buenaventura,14,1046,106,277,0,171,0,0,0,0,0,554,6,560
San Buenaventura,14,1047,163,436,0,209,0,0,0,0,0,808,6,814
San Buenaventura,14,1048,294,330,0,185,0,0,0,0,0,809,8,817
San Buenaventura,14,1049,133,202,0,149,0,0,0,0,0,484,6,490
San Buenaventura,14,1050,87,228,0,111,0,0,0,0,0,426,5,431
San Buenaventura,14,1051,142,236,0,102,0,0,0,0,0,480,6,486
San Buenaventura,14,1052,148,156,0,90,0,0,0,0,0,394,4,398
San Buenaventura,0,1053,0,0,0,0,0,0,0,0,0,0,0,0
San Buenaventura,14,1054,18,52,0,68,0,0,0,0,0,138,0,138
San Buenaventura,14,1055,45,71,0,89,0,0,0,0,0,205,6,211
San Buenaventura,14,1056,77,74,0,32,0,0,0,0,0,183,11,194
San Buenaventura,14,1057,39,96,0,64,0,0,0,0,0,199,4,203
San Juan de Sabinas,18,1058,86,211,29,1,16,15,0,0,0,358,4,362
San Juan de Sabinas,18,1059,88,164,39,0,5,0,0,0,0,296,3,299
San Juan de Sabinas,18,1060,105,200,18,2,5,37,0,17,0,384,14,398
San Juan de Sabinas,18,1061,165,204,231,6,11,22,0,1,0,640,12,652
San Juan de Sabinas,18,1062,113,289,95,1,5,3,0,5,0,511,13,524
San Juan de Sabinas,18,1063,107,330,146,14,14,9,0,1,0,621,5,626
San Juan de Sabinas,18,1064,137,379,172,3,16,10,0,6,0,723,31,754
San Juan de Sabinas,18,1065,77,207,95,1,12,11,0,3,0,406,19,425
San Juan de Sabinas,18,1066,77,218,139,4,10,7,0,1,0,456,9,465
San Juan de Sabinas,18,1067,164,411,158,10,13,15,0,11,0,782,34,816
San Juan de Sabinas,18,1068,103,308,215,7,11,8,0,2,0,654,11,665
San Juan de Sabinas,18,1069,59,157,40,2,6,0,0,0,0,264,7,271
San Juan de Sabinas,18,1070,34,136,66,2,3,6,0,0,0,247,10,257
San Juan de Sabinas,18,1071,105,520,163,13,28,5,0,2,0,836,27,863
San Juan de Sabinas,18,1072,129,276,155,4,5,7,0,5,0,581,6,587
San Juan de Sabinas,18,1073,109,369,253,7,18,13,0,4,0,773,17,790
San Juan de Sabinas,18,1074,64,257,91,4,9,16,0,3,0,444,12,456
San Juan de Sabinas,18,1075,47,272,77,0,4,3,0,2,0,405,6,411
San Juan de Sabinas,18,1076,152,340,197,3,18,0,0,0,0,710,5,715
San Juan de Sabinas,18,1077,73,226,112,5,11,8,0,0,0,435,8,443
San Juan de Sabinas,18,1078,218,464,220,9,20,7,0,5,0,943,13,956
San Juan de Sabinas,18,1079,142,291,154,1,11,9,0,6,0,614,6,620
San Juan de Sabinas,18,1080,86,235,152,4,14,5,0,2,0,498,4,502
San Juan de Sabinas,18,1081,75,180,127,3,1,8,0,3,0,397,5,402
San Juan de Sabinas,18,1082,78,378,170,8,13,3,0,7,0,657,13,670
San Juan de Sabinas,18,1083,125,337,169,10,14,21,0,2,0,678,3,681
San Juan de Sabinas,18,1084,104,264,104,5,17,0,0,0,0,494,4,498
San Juan de Sabinas,18,1085,107,264,128,6,13,2,0,5,0,525,9,534
San Juan de Sabinas,18,1086,107,259,154,6,10,7,0,1,0,544,4,548
San Juan de Sabinas,18,1087,80,252,119,9,44,6,0,0,0,510,12,522
San Juan de Sabinas,18,1088,150,294,166,4,48,6,0,8,0,676,3,679
San Juan de Sabinas,18,1089,22,199,35,3,20,5,0,1,0,285,12,297
San Juan de Sabinas,18,1090,62,156,29,6,23,0,0,0,0,276,10,286
San Pedro,13,1091,39,425,393,1,6,10,0,0,0,874,9,883
San Pedro,13,1092,7,98,103,0,1,0,0,0,0,209,2,211
San Pedro,13,1093,19,306,352,6,5,9,0,0,0,697,19,716
San Pedro,13,1094,4,249,352,5,12,2,0,0,0,624,13,637
San Pedro,13,1095,3,284,241,2,1,7,0,0,0,538,11,549
San Pedro,13,1096,25,340,401,5,3,4,0,0,0,778,19,797
San Pedro,13,1097,15,311,297,2,1,2,0,0,0,628,15,643
San Pedro,13,1098,37,425,453,4,5,14,0,0,0,938,25,963
San Pedro,13,1099,22,265,260,1,3,8,0,0,0,559,15,574
San Pedro,13,1100,9,292,467,2,4,1,0,0,0,775,21,796
San Pedro,13,1101,20,253,141,1,1,9,0,0,0,425,3,428
San Pedro,13,1102,22,196,169,2,1,8,0,0,0,398,3,401
San Pedro,13,1103,38,280,314,3,2,13,0,0,0,650,19,669
San Pedro,13,1104,20,342,326,3,3,19,0,0,0,713,17,730
San Pedro,13,1105,11,232,227,1,1,4,0,0,0,476,12,488
San Pedro,13,1106,5,122,235,1,5,2,0,0,0,370,16,386
San Pedro,13,1107,13,148,112,1,2,5,0,0,0,281,5,286
San Pedro,13,1108,20,394,178,0,1,28,0,0,0,621,6,627
San Pedro,13,1109,38,399,318,2,1,34,0,0,0,792,13,805
San Pedro,13,1110,25,215,192,0,2,15,0,0,0,449,9,458
San Pedro,13,1111,34,390,366,2,5,15,0,0,0,812,22,834
San Pedro,13,1112,24,272,223,7,5,15,0,0,0,546,11,557
San Pedro,13,1113,17,262,239,2,14,0,0,0,0,534,20,554
San Pedro,13,1114,63,339,200,1,4,16,0,0,0,623,26,649
San Pedro,13,1115,25,292,227,5,4,3,0,0,0,556,13,569
San Pedro,13,1116,29,444,347,7,1,7,0,0,0,835,25,860
San Pedro,13,1117,19,294,358,7,4,3,0,0,0,685,22,707
San Pedro,13,1118,13,317,324,2,2,5,0,0,0,663,14,677
San Pedro,13,1119,7,53,34,6,0,0,0,0,0,100,5,105
San Pedro,13,1120,0,68,28,1,1,1,0,0,0,99,2,101
San Pedro,13,1121,15,54,69,1,0,1,0,0,0,140,1,141
San Pedro,13,1122,14,119,106,40,3,0,0,0,0,282,14,296
San Pedro,13,1123,2,16,19,0,0,0,0,0,0,37,1,38
San Pedro,13,1124,1,52,9,2,0,0,0,0,0,64,1,65
San Pedro,13,1125,26,371,146,3,4,2,0,0,0,552,24,576
San Pedro,13,1126,4,52,68,2,1,0,0,0,0,127,12,139
San Pedro,13,1127,6,135,157,0,1,1,0,0,0,300,12,312
San Pedro,13,1128,11,197,189,4,2,0,0,0,0,403,6,409
San Pedro,13,1129,16,137,222,11,1,3,0,0,0,390,19,409
San Pedro,13,1130,6,243,188,2,1,0,0,0,0,440,11,451
San Pedro,13,1131,7,138,319,4,2,0,0,0,0,470,11,481
San Pedro,13,1132,9,365,360,13,1,0,0,0,0,748,9,757
San Pedro,13,1133,0,177,89,3,1,1,0,0,0,271,0,271
San Pedro,13,1134,2,47,63,2,1,0,0,0,0,115,4,119
San Pedro,13,1135,16,164,243,1,1,2,0,0,0,427,26,453
San Pedro,13,1136,34,346,265,4,3,0,0,0,0,652,25,677
San Pedro,13,1137,12,298,269,3,4,1,0,0,0,587,21,608
San Pedro,13,1138,26,226,181,1,1,1,0,0,0,436,16,452
San Pedro,13,1139,13,151,256,0,2,3,0,0,0,425,15,440
San Pedro,13,1140,24,233,548,1,2,1,0,0,0,809,36,845
San Pedro,13,1141,13,351,418,4,1,2,0,0,0,789,24,813
San Pedro,13,1142,20,326,401,5,1,0,0,0,0,753,7,760
San Pedro,13,1143,3,83,137,2,1,1,0,0,0,227,4,231
San Pedro,13,1144,12,146,48,2,0,2,0,0,0,210,3,213
San Pedro,13,1145,0,36,39,0,0,0,0,0,0,75,2,77
San Pedro,13,1146,18,233,265,2,2,1,0,0,0,521,20,541
San Pedro,13,1147,18,188,153,21,1,0,0,0,0,381,9,390
San Pedro,13,1148,11,140,331,1,0,4,0,0,0,487,25,512
San Pedro,13,1149,18,552,387,3,0,1,0,0,0,961,41,1002
San Pedro,13,1150,2,122,128,1,1,0,0,0,0,254,8,262
San Pedro,13,1151,3,184,166,4,1,1,0,0,0,359,12,371
San Pedro,13,1152,2,90,115,1,1,0,0,0,0,209,14,223
San Pedro,13,1153,3,144,194,1,0,0,0,0,0,342,4,346
San Pedro,13,1154,9,189,236,4,2,1,0,0,0,441,15,456
San Pedro,13,1155,14,170,108,7,1,4,0,0,0,304,18,322
San Pedro,13,1156,7,325,332,2,0,0,0,0,0,666,14,680
San Pedro,13,1157,30,286,372,6,1,3,0,0,0,698,26,724
San Pedro,13,1158,14,136,209,19,1,0,0,0,0,379,206,585
San Pedro,13,1159,7,249,260,1,1,0,0,0,0,518,30,548
San Pedro,13,1160,11,130,256,1,0,0,0,0,0,398,17,415
San Pedro,13,1161,9,237,302,0,0,0,0,0,0,548,25,573
San Pedro,13,1162,20,269,293,8,3,0,0,0,0,593,17,610
San Pedro,13,1163,51,261,368,5,2,14,0,0,0,701,40,741
San Pedro,13,1164,5,83,130,1,1,0,0,0,0,220,13,233
San Pedro,13,1165,2,114,63,0,0,0,0,0,0,179,8,187
Sierra Mojada,14,1166,34,121,3,19,0,0,0,0,0,177,7,184
Sierra Mojada,14,1167,151,347,11,4,0,2,0,1,0,516,8,524
Sierra Mojada,14,1168,8,95,1,1,0,1,0,0,0,106,1,107
Sierra Mojada,14,1169,7,18,1,2,0,0,0,0,0,28,0,28
Sierra Mojada,14,1170,125,209,34,23,0,0,0,0,0,391,7,398
Sierra Mojada,14,1171,25,66,1,27,0,0,0,6,0,125,0,125
Torreón,9,1172,172,177,9,0,3,0,1,0,0,362,6,368
Torreón,9,1173,235,267,16,5,4,0,2,0,0,529,13,542
Torreón,9,1174,135,117,5,5,4,0,0,0,0,266,1,267
Torreón,9,1175,199,203,11,3,5,0,1,0,0,422,4,426
Torreón,9,1176,319,326,9,3,3,0,1,0,0,661,5,666
Torreón,9,1177,290,257,9,4,3,0,0,0,0,563,15,578
Torreón,9,1178,237,246,6,3,3,0,0,0,0,495,3,498
Torreón,12,1179,271,377,7,3,3,0,0,0,0,661,8,669
Torreón,9,1180,633,700,18,6,3,0,3,0,0,1363,374,1737
Torreón,9,1181,300,237,11,2,0,0,0,0,0,550,6,556
Torreón,9,1182,241,271,11,2,3,0,0,0,0,528,5,533
Torreón,9,1183,483,217,9,0,3,0,0,0,0,712,7,719
Torreón,12,1184,602,552,18,6,7,0,10,0,0,1195,15,1210
Torreón,9,1185,344,342,16,7,2,0,3,0,0,714,19,733
Torreón,9,1186,168,216,24,5,3,0,2,0,0,418,191,609
Torreón,9,1187,592,184,11,5,4,0,2,0,0,798,2,800
Torreón,9,1188,472,208,5,2,4,0,0,0,0,691,1,692
Torreón,9,1189,350,393,9,2,9,0,6,0,0,769,5,774
Torreón,9,1190,350,410,11,5,4,0,0,0,0,780,4,784
Torreón,9,1191,334,231,10,5,5,0,3,0,0,588,1,589
Torreón,9,1192,393,326,11,3,7,0,3,0,0,743,3,746
Torreón,9,1193,642,312,19,2,8,0,0,0,0,983,5,988
Torreón,9,1194,492,318,18,1,2,0,1,0,0,832,8,840
Torreón,9,1195,500,331,13,3,4,0,1,0,0,852,7,859
Torreón,9,1196,471,385,10,2,4,0,2,0,0,874,15,889
Torreón,9,1197,521,386,14,12,4,0,0,0,0,937,6,943
Torreón,9,1198,343,414,14,4,5,0,4,0,0,784,4,788
Torreón,9,1199,416,281,13,3,3,0,2,0,0,718,2,720
Torreón,9,1200,834,166,6,1,11,0,0,0,0,1018,3,1021
Torreón,9,1201,442,267,13,2,5,0,5,0,0,734,1,735
Torreón,9,1202,293,337,16,7,4,0,1,0,0,658,8,666
