ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,257,415,38,5,15,,,12,16,152,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,923,47,970,1301,0.7456
20,OAXACA,536,VILLA SOLA DE VEGA,10,18,596,1049,230,72,980,,,1651,50,416,,,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5089,349,5439,8736,0.6226
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,0,192,6,2,107,183,192,5,,156,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,844,27,871,1067,0.8163
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,13,1376,1773,9,12,,,,,202,,,13,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3422,45,3467,4512,0.7684
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,6,27,790,242,20,218,68,1038,18,,517,,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2959,67,3027,4328,0.6994
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,0,230,3,1,143,,,0,11,169,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,562,13,575,741,0.7760
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,278,456,115,7,63,412,4,3,,53,,,58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1455,59,1514,1996,0.7585
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,17,1118,1166,39,29,1368,256,,90,184,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4290,115,4405,6391,0.6893
20,OAXACA,190,SAN JUAN COLORADO,5,13,11,2375,1855,14,15,,342,4,,82,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4720,103,4823,6289,0.7669
20,OAXACA,225,SAN LORENZO,3,6,889,279,67,16,14,50,199,892,,549,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2972,72,3045,3829,0.7952
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,4,538,119,14,17,,885,,,375,,,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1973,85,2058,2527,0.8144
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,10,917,1169,11,6,,,,5,19,,,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2156,52,2209,2852,0.7745
20,OAXACA,310,SAN PEDRO JICAYAN,7,13,39,1468,2285,43,47,,,,87,1159,,,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5190,172,5366,7426,0.7226
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,8,896,1067,13,15,,,,10,191,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2224,52,2276,2980,0.7638
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,1,167,1,2,332,67,140,,,8,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,719,18,737,950,0.7758
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,40,2130,1980,30,920,,,30,,432,,,28,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5628,139,5767,7945,0.7259
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,80,4706,924,98,193,82,,,,3428,,,23,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9590,265,9856,13338,0.7389
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,4,564,20,3,1111,,,4,,172,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1881,18,1899,2731,0.6953
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,64,420,6782,10553,144,878,185,107,541,122,1138,,29,369,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,11,21696,672,22379,36976,0.6052
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,13,577,86,19,617,,,,,168,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1499,60,1559,2190,0.7119
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,64,483,799,4,116,,,,4,51,,,41,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1579,36,1615,2274,0.7102
20,OAXACA,316,SAN PEDRO MIXTEPEC,13,51,3064,7349,2217,484,2197,56,,97,,1806,,156,540,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18299,520,18824,32893,0.5723
20,OAXACA,332,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,21,55,297,4306,1745,294,236,262,755,4552,,5233,,,110,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,11,18350,705,19066,32416,0.5882
20,OAXACA,364,SANTA CATARINA JUQUILA,7,22,0,1899,115,199,3832,331,,,,1419,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7867,243,8110,10924,0.7424
20,OAXACA,490,SANTIAGO TETEPEC,3,8,608,413,47,16,1111,,,,,229,,,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2446,57,2503,3284,0.7622
20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,22,54,2534,5671,246,232,701,121,872,250,285,3743,,,77,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,,,,23,15767,675,16465,31839,0.5171
20,OAXACA,252,SAN MATEO RIO HONDO,4,6,772,724,39,9,14,5,,,,25,,,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1633,63,1696,2417,0.7017
20,OAXACA,322,SAN PEDRO POCHUTLA,18,54,313,2613,2334,104,8917,2326,155,694,992,1229,,105,135,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19972,738,20713,31242,0.6630
20,OAXACA,414,SANTA MARIA HUATULCO,10,48,1280,1893,870,232,978,4742,162,3272,683,668,,2356,379,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,2,18129,690,18821,30215,0.6229
20,OAXACA,440,SANTA MARIA TONAMECA,9,28,2312,1466,1242,158,144,931,,2218,281,1975,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,0,10910,489,11399,17084,0.6672
