CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PCU,MORENA,PH,ES,MVC,PRI_PVEM_NVA_ALIANZA_PCU,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_PCU,PRI_NVA_ALIANZA_PCU,PVEM_NVA_ALIANZA_PCU,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PCU,PVEM_NVA_ALIANZA,PVEM_PCU,NVA_ALIANZA_PCU,PT_MC,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,517,C01,1,375,3,4,133,0,1,0,3,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,23,570,722,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0517_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,518,B,1,130,2,7,133,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,13,309,416,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0518_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,518,C01,1,174,1,9,89,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,294,417,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0518_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,519,B,0,67,0,0,48,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,123,169,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0519_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,520,B,1,354,5,4,158,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,11,538,719,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0520_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,520,C01,1,344,2,6,163,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,13,532,719,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0520_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,520,C02,0,352,1,4,161,0,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,18,545,719,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0520_C2.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,521,B,0,118,4,10,87,0,1,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,11,241,504,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0521_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,521,C01,1,123,1,6,108,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,7,259,505,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0521_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,521,C02,0,110,0,5,81,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,9,218,505,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0521_C2.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,522,B,3,219,0,3,216,0,3,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,19,501,643,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0522_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,523,B,0,76,3,1,67,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4,162,295,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0523_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,523,E01,1,279,2,10,188,0,2,0,2,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,20,549,657,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0523_E1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,524,B,0,212,13,9,221,0,1,1,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,19,491,595,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0524_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,524,C01,0,234,7,3,171,0,2,2,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,20,453,595,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0524_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,525,B,5,160,7,13,98,0,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,9,313,419,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0525_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,525,C01,1,158,7,17,105,0,2,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,5,313,420,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0525_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,525,E01,2,137,3,10,110,0,1,0,2,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,10,301,434,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0525_E1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,526,B,0,162,4,11,199,0,3,1,6,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,14,429,647,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0526_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,526,C01,1,147,3,11,156,0,3,2,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,18,364,647,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0526_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,527,B,0,241,3,7,161,0,11,0,15,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,27,499,664,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0527_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,527,C01,1,184,3,12,142,0,8,2,18,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,22,416,665,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0527_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,528,B,0,223,4,41,250,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,14,542,668,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0528_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,529,B,0,231,4,18,147,0,2,2,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,11,433,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0529_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,529,C01,0,206,6,12,160,0,1,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,12,412,598,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0529_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,529,C02,0,215,4,13,154,0,1,1,3,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,17,425,599,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0529_C2.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,529,C03,0,242,2,14,141,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,14,430,599,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0529_C3.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,530,B,0,208,5,13,129,0,6,2,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,21,399,542,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0530_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,530,C01,2,156,5,11,154,0,7,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,22,370,543,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0530_C1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,530,C02,1,170,1,9,175,0,8,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,17,401,543,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0530_C2.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,530,E01,0,128,0,7,115,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,12,273,381,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0530_E1.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,531,B,1,203,0,1,235,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,12,461,577,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0531_B.pdf
2,7,CHIAPAS,17,MOTOZINTLA,34,FRONTERA COMALAPA,531,C01,1,232,2,4,186,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,9,443,577,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA COMALAPA/0531_C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,532,B,47,181,4,7,169,13,1,4,46,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,485,6,493,670,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0532_B.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,532,C01,34,176,5,7,159,6,0,1,56,2,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,466,9,478,670,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0532_C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,532,E01,50,159,12,3,128,8,3,10,36,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,444,12,461,586,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0532_E1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,532,E01C01,61,194,6,5,120,9,1,1,30,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,439,12,451,586,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0532_E1C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,532,E02,8,103,0,10,114,0,1,0,20,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260,11,271,303,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0532_E2.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,533,B,54,212,6,34,135,9,1,7,53,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,16,539,737,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0533_B.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,533,C01,32,204,18,16,148,23,1,2,62,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,27,542,738,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0533_C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,533,E01,14,108,2,9,130,19,0,0,13,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,14,314,387,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0533_E1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,534,B,51,204,2,1,203,19,2,1,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,504,12,537,660,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0534_B.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,534,E01,20,94,1,7,151,29,2,1,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,328,7,346,418,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0534_E1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,535,B,29,102,6,12,105,20,3,0,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,288,5,300,385,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0535_B.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,535,C01,16,114,1,3,128,21,2,0,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,295,6,308,386,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0535_C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,535,E01,32,153,1,54,139,17,2,0,17,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,418,21,444,561,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0535_E1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,536,B,20,189,1,9,149,19,2,0,35,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,34,474,654,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0536_B.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,536,C01,21,153,4,16,164,18,2,1,17,2,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,408,69,477,654,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0536_C1.pdf
2,7,CHIAPAS,24,CACAHOATAN,35,FRONTERA HIDALGO,536,C02,22,198,3,5,174,13,3,3,14,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,448,11,493,654,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/FRONTERA HIDALGO/0536_C2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,540,B,1,38,33,9,83,0,8,24,74,0,3,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,341,17,358,528,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0540_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,540,C01,0,40,7,15,78,0,14,46,65,0,1,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,341,12,353,528,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0540_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,540,C02,1,46,12,6,75,0,14,39,56,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,11,348,528,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0540_C2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,540,E01,0,52,52,16,203,0,5,35,58,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,26,479,686,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0540_E1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,540,E02,1,49,27,5,68,0,3,11,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2,191,272,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0540_E2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,541,B,2,33,18,12,119,0,14,57,97,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,14,459,679,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0541_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,541,C01,0,30,29,20,122,0,18,42,96,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,461,25,487,679,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0541_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,541,C02,2,25,22,21,92,0,14,71,91,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,15,443,680,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0541_C2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,542,B,1,33,21,6,104,0,9,18,70,0,3,59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,326,3,329,497,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0542_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,542,C01,3,18,17,8,94,0,4,32,91,0,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,323,6,329,497,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0542_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,542,E01,0,10,26,7,45,0,1,12,25,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,9,183,253,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0542_E1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,542,E02,0,24,13,5,66,0,4,6,25,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,9,201,269,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0542_E2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,543,B,1,37,10,21,93,0,1,40,64,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,7,343,510,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0543_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,543,C01,1,22,8,39,71,0,1,33,91,0,2,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,335,6,341,510,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0543_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,543,C02,4,32,9,34,76,0,5,50,80,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,6,364,511,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0543_C2.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,543,E01,1,76,78,7,113,0,2,55,50,0,1,99,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,484,7,491,657,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0543_E1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,544,B,0,66,22,15,89,0,0,12,58,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,14,324,496,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0544_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,544,C01,0,49,45,21,74,0,0,18,33,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,11,310,496,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0544_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,545,B,1,49,42,19,205,0,7,24,24,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,451,17,469,662,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0545_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,545,C01,2,41,62,19,158,0,1,21,20,0,6,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,420,10,430,662,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0545_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,546,B,1,28,28,13,208,0,4,50,41,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486,9,496,653,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas_circunstanciales/municipios/CIRCUSTANCIADA_HUEHUETAN_MUNICIPAL.PDF
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,546,C01,2,15,40,5,217,0,1,29,32,0,27,108,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,503,7,510,653,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0546_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,546,E01,0,16,34,2,64,0,1,17,16,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,176,210,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0546_E1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,547,B,12,19,76,6,177,0,6,42,46,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,15,463,680,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0547_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,547,C01,6,19,72,6,184,0,5,52,38,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,15,477,681,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0547_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,547,E01,9,1,35,1,23,0,0,2,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,90,116,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0547_E1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,548,B,2,14,68,7,105,0,4,29,39,0,4,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,330,4,334,513,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0548_B.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,548,C01,2,18,77,10,117,0,2,18,29,0,4,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,321,13,334,514,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0548_C1.pdf
2,7,CHIAPAS,16,HUIXTLA,37,HUEHUETAN,548,C02,2,32,80,4,104,0,5,23,32,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,20,364,514,ACTA CASILLA,,,www.iepc-chiapas.org.mx/SICEE/actas/HUEHUETAN/0548_C2.pdf
