ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,534,SILACAYOAPAM,15,17,51,1349,1166,18,126,4,6,12,338,5,10,1,18,1,0,0,3105,115,3220,5508,0.5846
20,OAXACA,568,ZAPOTITLAN LAGUNAS,3,4,119,398,91,8,490,4,2,2,64,1,6,0,7,1,0,0,1193,69,1262,2309,0.5466
20,OAXACA,569,ZAPOTITLAN PALMAS,1,2,19,139,20,11,146,2,6,5,61,0,2,0,2,0,1,0,414,27,441,1262,0.3494
20,OAXACA,19,COICOYAN DE LAS FLORES,4,10,12,240,308,29,297,63,25,31,389,28,2,0,5,0,0,0,1429,75,1504,5092,0.2954
20,OAXACA,23,CONSTANCIA DEL ROSARIO,3,5,4,57,25,3,32,25,6,18,1612,8,0,0,1,0,0,0,1791,36,1827,2896,0.6309
20,OAXACA,36,MESONES HIDALGO,3,6,20,229,321,52,128,100,10,18,261,8,3,1,2,0,0,0,1153,40,1193,3346,0.3565
20,OAXACA,71,PUTLA VILLA DE GUERRERO,18,43,226,2017,1114,251,1954,332,134,431,6081,606,35,11,52,2,1,17,13247,835,14099,22965,0.6139
20,OAXACA,73,LA REFORMA,3,5,9,320,78,75,206,137,5,9,199,3,0,1,18,0,0,0,1060,18,1078,2354,0.4579
20,OAXACA,85,SAN ANDRES CABECERA NUEVA,3,4,10,508,86,45,559,3,2,2,145,4,0,0,40,1,0,0,1405,51,1456,1987,0.7328
20,OAXACA,208,SAN JUAN MIXTEPEC,11,15,42,372,529,57,100,27,45,78,1437,66,13,0,8,0,0,0,2774,161,2935,6993,0.4197
20,OAXACA,240,SAN MARTIN ITUNYOSO,1,4,6,202,116,7,56,9,7,12,399,1,0,0,0,0,0,0,815,50,865,1834,0.4716
20,OAXACA,242,SAN MARTIN PERAS,5,16,112,940,493,108,498,46,53,42,328,11,5,0,20,1,1,0,2658,175,2833,7923,0.3576
20,OAXACA,298,SAN PEDRO AMUZGOS,3,7,18,1412,1080,16,109,15,4,65,526,8,8,1,5,0,0,0,3267,52,3319,4511,0.7358
20,OAXACA,345,SAN SEBASTIAN TECOMAXTLAHUACA,9,13,90,581,799,52,147,36,22,26,502,14,5,3,13,0,0,1,2290,122,2413,6061,0.3981
20,OAXACA,378,SANTA CRUZ ITUNDUJIA,8,16,99,2650,1816,146,67,8,10,8,677,3,16,0,45,0,0,0,5545,153,5698,7529,0.7568
20,OAXACA,416,SANTA MARIA IPALAPA,3,8,278,355,719,11,122,669,10,9,235,2,35,0,3,0,0,0,2448,146,2593,3575,0.7253
20,OAXACA,448,SANTA MARIA ZACATEPEC,10,21,54,2724,2033,412,174,290,24,30,1462,21,16,3,110,0,0,0,7353,234,7587,11642,0.6517
20,OAXACA,470,SANTIAGO JUXTLAHUACA,18,43,379,4185,1055,176,544,149,70,350,6423,380,27,5,39,1,1,1,13784,527,14312,21915,0.6531
20,OAXACA,16,CHALCATONGO DE HIDALGO,7,14,49,762,821,272,567,83,276,70,1038,15,17,5,22,6,7,0,4010,224,4234,6349,0.6669
20,OAXACA,40,IXPANTEPEC NIEVES,3,4,16,128,104,11,23,4,8,10,225,11,0,0,4,0,1,0,545,36,581,1136,0.5114
20,OAXACA,49,MAGDALENA PEÑASCO,3,6,27,339,470,24,69,23,10,20,369,15,11,0,2,0,1,0,1380,64,1444,2576,0.5606
20,OAXACA,78,SAN AGUSTIN ATENANGO,2,3,10,235,182,5,9,61,2,4,159,2,1,0,3,0,0,0,673,32,705,1578,0.4468
20,OAXACA,83,SAN AGUSTIN TLACOTEPEC,2,2,9,65,131,5,10,48,3,4,71,0,3,1,0,0,0,0,350,19,369,674,0.5475
20,OAXACA,102,SAN ANTONINO MONTE VERDE,4,9,48,1227,704,57,88,18,20,20,104,7,8,0,24,2,0,1,2327,120,2448,4808,0.5092
20,OAXACA,107,SAN ANTONIO SINICAHUA,1,4,14,122,131,16,25,4,7,10,144,10,6,0,5,0,1,0,495,32,527,1010,0.5218
20,OAXACA,118,SAN BARTOLOME YUCUAÑE,1,1,4,14,16,2,12,4,2,3,92,5,1,0,1,0,0,0,156,8,164,284,0.5775
20,OAXACA,124,SAN CRISTOBAL AMOLTEPEC,1,2,8,26,38,3,20,81,6,5,215,4,2,0,0,0,0,0,408,23,431,840,0.5131
20,OAXACA,130,SAN ESTEBAN ATATLAHUCA,4,7,25,228,507,28,51,344,9,13,315,10,7,3,1,0,0,1,1541,79,1621,2685,0.6037
20,OAXACA,171,SAN JUAN ACHIUTLA,1,1,8,126,80,2,7,62,1,5,30,2,2,0,2,0,0,0,327,29,356,337,1.0564
20,OAXACA,210,SAN JUAN ÑUMI,5,9,30,992,359,50,67,219,16,16,344,8,4,2,10,1,1,0,2119,75,2194,4863,0.4512
20,OAXACA,218,SAN JUAN TEITA,1,1,7,26,22,2,17,2,3,1,121,3,0,0,0,0,0,0,204,8,212,428,0.4953
20,OAXACA,239,SAN MARTIN HUAMELULPAM,1,2,5,139,17,3,12,17,1,4,89,5,0,1,4,2,0,0,299,22,321,771,0.4163
20,OAXACA,250,SAN MATEO PEÑASCO,2,3,12,144,259,22,40,83,14,12,132,9,8,3,2,0,1,0,741,49,790,1505,0.5249
20,OAXACA,253,SAN MATEO SINDIHUI,1,3,17,134,173,8,11,113,11,7,60,2,0,0,2,0,0,0,538,32,570,1511,0.3772
20,OAXACA,257,SAN MIGUEL ACHIUTLA,1,1,2,77,47,0,17,51,2,1,96,0,1,2,2,0,0,0,298,7,305,550,0.5545
20,OAXACA,268,SAN MIGUEL EL GRANDE,5,5,26,170,224,11,99,56,22,13,692,9,7,0,2,0,0,0,1331,53,1384,2731,0.5068
20,OAXACA,284,SAN MIGUEL TLACOTEPEC,4,5,37,172,168,20,184,122,23,19,248,4,7,1,3,0,0,0,1008,45,1053,2460,0.4280
20,OAXACA,295,SAN PABLO TIJALTEPEC,2,4,20,87,113,12,52,42,11,8,184,7,2,0,0,0,0,0,538,30,568,1565,0.3629
20,OAXACA,315,SAN PEDRO MARTIR YUCUXACO,2,2,14,98,52,9,51,17,6,3,158,2,1,0,3,0,0,0,414,14,428,1014,0.4221
20,OAXACA,318,SAN PEDRO MOLINOS,1,1,6,32,78,1,4,0,2,0,22,1,1,0,0,0,0,0,147,4,151,525,0.2876
20,OAXACA,343,SAN SEBASTIAN NICANANDUTA,1,2,13,135,117,10,21,1,5,0,115,1,4,0,2,0,0,1,424,9,434,1241,0.3497
20,OAXACA,371,SANTA CATARINA TAYATA,1,1,4,50,23,14,17,2,1,2,25,0,0,0,2,1,0,0,141,6,147,501,0.2934
20,OAXACA,372,SANTA CATARINA TICUA,2,2,19,58,66,22,31,24,5,14,243,3,1,0,2,0,0,0,488,24,512,717,0.7141
20,OAXACA,373,SANTA CATARINA YOSONOTU,3,4,10,48,119,11,45,51,8,6,204,5,8,0,1,0,0,0,516,30,546,1144,0.4773
20,OAXACA,380,SANTA CRUZ NUNDACO,1,4,11,143,200,18,70,12,10,11,178,5,12,0,0,0,0,0,670,37,707,2063,0.3427
20,OAXACA,383,SANTA CRUZ TACAHUA,1,2,13,188,63,6,31,1,2,3,106,2,1,0,3,0,0,0,419,14,433,856,0.5058
20,OAXACA,384,SANTA CRUZ TAYATA,1,2,9,86,56,6,46,3,2,7,167,4,0,0,0,1,0,0,387,27,414,408,1.0147
20,OAXACA,394,SANTA LUCIA MONTEVERDE,5,8,26,266,402,30,465,34,19,16,580,10,8,0,3,0,0,0,1859,135,1994,4275,0.4664
20,OAXACA,409,SANTA MARIA DEL ROSARIO,1,1,9,54,20,6,10,0,2,0,26,1,1,0,0,0,0,0,129,3,132,358,0.3687
20,OAXACA,424,SANTA MARIA NDUAYACO,2,3,10,152,25,5,22,0,2,6,31,1,3,0,3,0,0,0,260,8,268,415,0.6458
20,OAXACA,431,SANTA MARIA TATALTEPEC,1,1,1,21,171,5,5,1,1,1,11,1,3,0,0,0,0,0,221,8,229,176,1.3011
20,OAXACA,445,SANTA MARIA YOLOTEPEC,1,1,3,41,24,10,48,133,3,5,71,1,1,0,0,0,0,0,340,8,348,314,1.1083
20,OAXACA,446,SANTA MARIA YOSOYUA,1,3,5,82,33,8,101,16,4,7,165,2,1,0,6,0,0,0,430,19,449,1139,0.3942
20,OAXACA,447,SANTA MARIA YUCUHITI,3,8,64,444,303,53,146,321,22,48,688,15,10,2,8,1,0,1,2125,122,2248,4668,0.4816
20,OAXACA,482,SANTIAGO NUNDICHE,2,2,13,85,130,8,50,3,4,5,167,6,0,0,1,0,0,0,472,24,496,749,0.6622
20,OAXACA,483,SANTIAGO NUYOO,2,3,33,68,185,5,46,7,8,2,145,62,3,5,0,0,0,0,569,18,587,1471,0.3990
20,OAXACA,500,SANTIAGO YOLOMECATL,2,4,83,153,161,12,88,6,6,3,328,4,11,0,6,1,0,0,862,21,883,1524,0.5794
20,OAXACA,501,SANTIAGO YOSONDUA,7,12,84,588,1157,61,171,13,29,24,475,12,34,4,12,0,0,0,2664,325,2989,5565,0.5371
20,OAXACA,510,SANTO DOMINGO IXCATLAN,1,1,4,45,86,3,6,43,5,5,89,2,1,0,2,0,0,0,291,20,311,523,0.5946
20,OAXACA,528,SANTO TOMAS OCOTEPEC,2,4,8,171,192,12,21,205,9,12,266,54,4,0,1,0,0,0,955,34,989,2627,0.3765
20,OAXACA,532,SANTOS REYES TEPEJILLO,1,2,72,161,156,8,35,2,2,4,97,3,3,0,3,0,0,0,546,22,568,842,0.6746
20,OAXACA,549,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",13,19,363,1260,948,44,990,42,54,37,712,24,12,0,14,1,0,0,4501,167,4668,9283,0.5029
20,OAXACA,553,HEROICA CIUDAD DE TLAXIACO,20,51,353,2984,1901,236,1970,1421,428,379,7484,178,60,15,85,16,1,0,17511,587,18098,28358,0.6382
20,OAXACA,1,ABEJONES,1,2,22,23,28,17,55,8,8,17,105,16,2,0,0,1,0,0,302,26,328,877,0.3740
20,OAXACA,34,GUELATAO DE JUAREZ,1,1,18,53,27,2,54,4,1,13,88,4,3,0,0,0,0,0,267,7,274,433,0.6328
20,OAXACA,42,IXTLAN DE JUAREZ,7,13,338,777,303,52,193,224,20,130,1070,43,34,0,10,0,0,4,3194,101,3299,5272,0.6258
20,OAXACA,45,MAGDALENA APASCO,4,8,168,509,179,39,422,98,13,138,686,26,28,3,6,1,0,2,2316,55,2373,5015,0.4732
20,OAXACA,62,NATIVIDAD,1,1,22,49,37,7,36,2,11,4,31,6,2,1,0,2,0,0,210,7,217,400,0.5425
20,OAXACA,65,NUEVO ZOQUIAPAM,1,3,30,112,44,10,16,22,11,3,107,2,3,0,2,0,0,0,362,17,379,1153,0.3287
20,OAXACA,74,REYES ETLA,2,5,63,280,104,9,276,24,6,50,320,6,18,7,12,2,0,0,1177,38,1215,2661,0.4566
20,OAXACA,94,SAN ANDRES SOLAGA,2,3,26,115,47,7,118,7,4,7,133,3,2,0,1,0,0,0,470,26,496,1181,0.4200
20,OAXACA,97,SAN ANDRES YAA,1,1,3,51,6,1,19,0,2,4,114,3,0,0,4,0,0,0,207,22,229,388,0.5902
20,OAXACA,111,SAN BALTAZAR YATZACHI EL BAJO,3,3,18,78,20,3,14,8,4,3,119,3,2,0,1,0,0,0,273,9,282,541,0.5213
20,OAXACA,119,SAN BARTOLOME ZOOGOCHO,1,1,8,31,13,2,5,2,2,2,46,4,0,0,0,0,0,0,115,9,124,278,0.4460
20,OAXACA,125,SAN CRISTOBAL LACHIRIOAG,1,2,19,309,17,23,23,9,10,14,194,5,2,0,6,1,0,0,632,46,678,1047,0.6476
20,OAXACA,135,SAN FRANCISCO CAJONOS,1,1,6,41,5,3,10,10,1,1,52,0,0,0,0,0,0,0,129,9,138,348,0.3966
20,OAXACA,142,SAN FRANCISCO LACHIGOLO,1,4,114,192,75,16,119,34,11,8,218,20,8,2,6,1,0,0,824,31,855,2332,0.3666
20,OAXACA,153,SAN ILDEFONSO VILLA ALTA,3,7,63,489,94,6,68,92,18,19,525,14,7,0,3,0,0,0,1398,70,1468,2573,0.5705
20,OAXACA,172,SAN JUAN ATEPEC,2,2,61,107,30,8,65,92,6,138,83,14,2,0,5,0,0,0,611,22,633,1123,0.5637
20,OAXACA,173,SAN JUAN BAUTISTA ATATLAHUCA,1,2,15,216,70,8,208,7,7,5,150,3,4,1,0,0,0,0,694,23,717,1278,0.5610
20,OAXACA,176,SAN JUAN BAUTISTA GUELACHE,3,8,167,540,253,21,196,22,15,46,621,42,15,6,18,0,0,0,1962,52,2014,4108,0.4903
20,OAXACA,183,SAN JUAN BAUTISTA VALLE NACIONAL,15,30,1074,1771,456,152,1200,1105,168,1220,3495,243,105,3,59,3,0,2,11054,433,11489,16954,0.6777
20,OAXACA,185,SAN JUAN CHICOMEZUCHIL,1,1,23,90,15,6,22,3,2,1,8,0,6,0,0,0,0,0,176,2,178,248,0.7177
20,OAXACA,194,SAN JUAN DEL ESTADO,2,4,175,234,156,15,115,29,4,84,182,7,19,1,4,1,0,0,1026,41,1067,1897,0.5625
20,OAXACA,197,SAN JUAN EVANGELISTA ANALCO,1,1,19,38,11,11,5,1,16,43,56,0,0,0,0,0,1,0,201,11,212,329,0.6444
20,OAXACA,202,SAN JUAN JUQUILA VIJANOS,2,3,17,178,32,13,90,41,16,25,232,12,1,0,0,0,0,1,657,34,692,1309,0.5286
20,OAXACA,212,SAN JUAN PETLAPA,2,4,63,158,62,13,82,31,18,32,498,24,7,0,5,0,0,0,993,108,1101,1736,0.6342
20,OAXACA,214,SAN JUAN QUIOTEPEC,2,4,14,620,50,9,140,16,4,10,206,5,2,2,3,0,0,5,1081,22,1108,1716,0.6457
20,OAXACA,216,SAN JUAN TABAA,1,2,9,135,38,3,44,3,0,1,30,0,0,1,3,1,0,0,268,9,277,811,0.3416
20,OAXACA,222,SAN JUAN YAEE,2,2,33,255,38,6,30,31,7,2,127,3,3,0,2,0,0,0,537,18,555,969,0.5728
20,OAXACA,223,SAN JUAN YATZONA,1,1,3,73,1,1,4,123,3,1,20,1,1,0,2,0,0,0,233,11,244,326,0.7485
20,OAXACA,246,SAN MATEO CAJONOS,1,1,3,93,10,4,30,4,5,0,73,2,0,0,1,0,0,0,225,13,238,471,0.5053
20,OAXACA,256,SAN MELCHOR BETAZA,1,2,4,148,19,4,9,27,10,4,182,0,1,1,0,0,0,0,409,17,426,806,0.5285
20,OAXACA,259,SAN MIGUEL ALOAPAM,2,3,221,309,84,42,34,21,10,132,67,4,7,0,10,0,1,0,942,42,984,1797,0.5476
20,OAXACA,261,SAN MIGUEL AMATLAN,2,2,41,171,24,12,19,6,22,4,65,3,2,0,3,1,0,0,373,13,386,762,0.5066
20,OAXACA,266,SAN MIGUEL DEL RIO,1,1,11,28,61,1,3,2,0,0,7,0,2,0,0,0,0,0,115,4,119,222,0.5360
20,OAXACA,278,VILLA TALEA DE CASTRO,3,3,72,228,46,15,250,23,5,5,94,4,10,0,3,0,0,1,755,29,785,1667,0.4709
20,OAXACA,286,SAN MIGUEL YOTAO,1,1,18,101,47,6,15,18,9,2,34,4,0,0,0,0,0,0,254,9,263,421,0.6247
20,OAXACA,294,SAN PABLO MACUILTIANGUIS,1,2,7,20,22,6,8,1,6,87,256,10,5,0,0,0,0,0,428,9,437,772,0.5661
20,OAXACA,297,SAN PABLO YAGANIZA,1,2,38,54,25,3,8,3,2,0,117,4,4,0,0,0,0,0,258,10,268,765,0.3503
20,OAXACA,301,SAN PEDRO CAJONOS,1,2,7,90,21,2,41,6,6,3,206,5,0,0,0,0,0,0,387,7,394,834,0.4724
20,OAXACA,336,SAN PEDRO YANERI,1,2,9,86,26,6,9,20,3,53,134,16,1,0,1,0,0,0,364,12,376,629,0.5978
20,OAXACA,337,SAN PEDRO YOLOX,2,5,95,405,56,36,83,20,18,14,138,10,1,0,2,0,0,0,878,42,920,1775,0.5183
20,OAXACA,359,SANTA ANA YARENI,1,1,29,47,38,16,32,16,3,4,131,2,0,0,0,0,0,0,318,22,340,707,0.4809
20,OAXACA,363,SANTA CATARINA IXTEPEJI,4,4,64,255,39,11,55,39,4,35,78,7,3,0,2,0,0,0,592,12,604,1976,0.3057
20,OAXACA,365,SANTA CATARINA LACHATAO,3,3,88,227,50,18,46,10,11,5,54,3,4,1,5,0,0,0,522,31,553,1040,0.5317
20,OAXACA,420,SANTA MARIA JALTIANGUIS,1,1,13,38,21,2,7,3,0,57,43,3,3,0,1,0,0,0,191,6,197,469,0.4200
20,OAXACA,433,SANTA MARIA TEMAXCALAPA,1,1,6,101,30,4,5,61,2,8,129,6,1,0,1,0,0,0,354,30,384,695,0.5525
20,OAXACA,443,SANTA MARIA YALINA,1,1,12,38,5,2,4,0,4,1,47,0,1,0,0,0,0,0,114,2,116,228,0.5088
20,OAXACA,444,SANTA MARIA YAVESIA,1,1,2,39,18,2,16,3,3,0,97,4,0,0,1,0,0,0,185,4,189,342,0.5526
20,OAXACA,458,SANTIAGO CAMOTLAN,2,5,58,310,156,9,50,96,20,21,496,8,34,0,6,0,0,0,1264,58,1322,2118,0.6242
20,OAXACA,461,SANTIAGO COMALTEPEC,2,3,49,104,52,7,45,37,6,24,132,10,6,0,2,0,0,0,474,24,498,1064,0.4680
20,OAXACA,472,SANTIAGO LALOPA,1,1,4,70,17,2,46,6,1,3,76,2,0,0,0,0,0,0,227,5,232,344,0.6744
20,OAXACA,474,SANTIAGO LAXOPA,2,2,5,53,26,7,44,97,4,79,59,7,1,0,1,0,0,0,383,15,398,927,0.4293
20,OAXACA,497,SANTIAGO XIACUI,2,3,79,189,85,12,93,122,10,22,87,3,7,0,2,1,0,0,712,18,730,1234,0.5916
20,OAXACA,504,SANTIAGO ZOOCHILA,1,1,10,32,17,6,11,15,4,3,73,2,0,0,0,0,0,0,173,4,177,333,0.5315
20,OAXACA,514,SANTO DOMINGO ROAYAGA,1,1,5,248,13,5,12,0,2,4,45,0,1,0,3,0,0,0,338,13,351,613,0.5726
20,OAXACA,519,SANTO DOMINGO TOMALTEPEC,2,4,262,154,48,27,100,42,12,3,241,7,14,0,5,0,1,2,916,21,939,2290,0.4100
20,OAXACA,522,SANTO DOMINGO XAGACIA,1,1,9,90,7,5,15,22,1,4,181,6,0,0,2,0,0,0,342,17,359,697,0.5151
20,OAXACA,541,TANETZE DE ZARAGOZA,2,3,23,160,114,6,34,25,6,5,157,7,4,0,2,0,0,0,543,14,557,1198,0.4649
20,OAXACA,544,TEOCOCUILCO DE MARCOS PEREZ,1,2,44,103,13,12,12,28,6,0,104,4,1,0,5,0,0,0,332,19,351,972,0.3611
20,OAXACA,546,TEOTITLAN DEL VALLE,4,7,315,256,129,49,596,43,31,16,369,15,16,2,11,0,1,0,1849,78,1927,4582,0.4206
20,OAXACA,552,TLALIXTAC DE CABRERA,4,13,325,662,168,52,227,57,22,18,480,49,30,3,27,2,0,3,2122,84,2209,6815,0.3241
20,OAXACA,559,CAPULALPAM DE MENDEZ,1,2,31,116,37,5,60,5,2,11,253,8,0,0,0,0,0,0,528,23,551,1112,0.4955
20,OAXACA,560,VILLA DE ETLA,4,15,388,1309,860,58,789,80,47,159,1482,51,65,3,22,2,0,2,5315,141,5458,7733,0.7058
20,OAXACA,562,VILLA HIDALGO,2,3,8,203,15,3,17,26,8,8,205,5,0,1,0,0,0,10,499,19,528,1359,0.3885
20,OAXACA,4,ASUNCION CACALOTEPEC,3,4,115,175,60,17,108,14,10,25,361,15,36,1,11,0,0,0,948,56,1004,1708,0.5878
20,OAXACA,60,MIXISTLAN DE LA REFORMA,2,4,59,264,84,29,122,250,17,11,115,4,7,3,2,0,0,0,967,57,1024,1693,0.6048
20,OAXACA,191,SAN JUAN COMALTEPEC,2,4,147,236,44,11,130,4,16,9,199,4,18,0,1,0,0,0,819,40,859,1731,0.4962
20,OAXACA,192,SAN JUAN COTZOCON,9,26,504,3118,475,131,1178,126,61,36,1075,71,59,6,45,6,1,0,6892,193,7085,14060,0.5039
20,OAXACA,201,SAN JUAN JUQUILA MIXES,4,5,113,167,49,50,283,22,19,24,271,10,6,1,4,0,0,0,1019,86,1105,2518,0.4388
20,OAXACA,206,SAN JUAN LALANA,7,20,143,3000,370,75,3000,14,28,21,512,13,12,1,30,0,0,0,7219,286,7505,10784,0.6959
20,OAXACA,207,SAN JUAN MAZATLAN,9,25,424,2588,410,124,1243,277,151,54,619,27,35,1,28,4,1,0,5986,280,6266,11833,0.5295
20,OAXACA,231,SAN LUCAS CAMOTLAN,1,3,44,198,19,7,10,3,2,2,50,4,43,0,1,0,0,0,383,28,411,1646,0.2497
20,OAXACA,274,SAN MIGUEL QUETZALTEPEC,3,9,199,1010,74,66,204,114,17,9,132,23,11,5,36,1,0,0,1901,120,2021,4938,0.4093
20,OAXACA,321,SAN PEDRO OCOTEPEC,1,3,117,150,19,13,31,3,7,3,58,2,6,0,1,0,0,0,410,24,434,1296,0.3349
20,OAXACA,333,SAN PEDRO Y SAN PABLO AYUTLA,4,8,254,565,99,40,399,23,18,14,374,7,44,1,20,0,0,0,1858,121,1979,3703,0.5344
20,OAXACA,397,SANTA MARIA ALOTEPEC,2,5,54,92,38,8,56,13,8,8,236,5,4,0,5,0,0,1,527,73,601,1955,0.3074
20,OAXACA,436,SANTA MARIA TEPANTLALI,2,4,150,444,46,32,140,21,13,8,94,4,10,0,6,0,1,0,969,55,1024,2040,0.5020
20,OAXACA,438,SANTA MARIA TLAHUITOLTEPEC,4,10,117,234,90,69,574,36,30,35,490,24,5,1,5,0,0,1,1710,152,1863,5628,0.3310
20,OAXACA,455,SANTIAGO ATITLAN,2,4,99,293,46,14,154,109,9,17,183,3,23,2,5,0,0,0,957,62,1019,2098,0.4857
20,OAXACA,460,SANTIAGO CHOAPAM,3,5,56,714,71,16,155,5,15,6,164,7,17,5,6,0,0,0,1237,51,1288,2182,0.5903
20,OAXACA,466,SANTIAGO IXCUINTEPEC,1,2,52,319,34,1,36,2,3,1,61,0,1,0,2,0,0,0,512,18,530,955,0.5550
20,OAXACA,499,SANTIAGO YAVEO,5,10,188,732,132,18,1099,4,7,5,135,5,33,2,11,1,1,0,2373,96,2469,4460,0.5536
20,OAXACA,503,SANTIAGO ZACATEPEC,4,7,116,370,131,40,314,26,13,9,232,11,22,3,14,1,0,0,1302,85,1387,3189,0.4349
20,OAXACA,517,SANTO DOMINGO TEPUXTEPEC,3,6,113,615,65,49,165,20,83,8,123,7,8,1,13,10,0,4,1280,81,1365,3416,0.3996
20,OAXACA,540,TAMAZULAPAM DEL ESPIRITU SANTO,5,9,200,223,176,47,543,14,28,90,350,8,22,0,5,1,0,1,1707,100,1808,4964,0.3642
20,OAXACA,554,TOTONTEPEC VILLA DE MORELOS,5,8,302,319,117,31,242,16,14,15,344,14,52,2,3,3,0,1,1474,91,1566,3613,0.4334
20,OAXACA,12,EL BARRIO DE LA SOLEDAD,10,19,1507,2321,731,61,229,47,51,101,838,364,67,8,44,4,0,0,6373,211,6584,10045,0.6555
20,OAXACA,15,CHAHUITES,7,14,271,1494,570,283,1399,71,118,125,844,20,52,1,48,0,1,0,5297,380,5677,7941,0.7149
20,OAXACA,57,MATIAS ROMERO AVENDAÑO,25,54,2985,4191,1009,224,1075,167,1026,215,3625,184,129,16,79,17,1,2,14943,655,15600,29038,0.5372
20,OAXACA,72,REFORMA DE PINEDA,2,4,77,655,187,42,60,12,13,13,357,18,6,0,3,0,1,0,1444,78,1522,2054,0.7410
20,OAXACA,199,SAN JUAN GUICHICOVI,23,43,297,4536,3241,195,4354,58,162,63,991,118,34,10,54,10,2,3,14125,882,15010,21929,0.6845
20,OAXACA,263,SAN MIGUEL CHIMALAPA,6,9,120,1194,779,21,56,12,8,17,241,7,18,0,22,1,0,0,2496,64,2560,4647,0.5509
20,OAXACA,325,SAN PEDRO TAPANATEPEC,9,18,2575,3015,165,189,174,11,8,12,686,5,36,1,69,3,0,0,6949,135,7084,9737,0.7275
20,OAXACA,405,SANTA MARIA CHIMALAPA,6,11,148,1116,381,58,231,28,42,33,228,18,6,0,9,0,0,1,2298,142,2441,4855,0.5028
20,OAXACA,427,SANTA MARIA PETAPA,10,18,401,2370,763,34,1896,27,40,41,845,23,77,3,37,1,0,3,6558,194,6755,11006,0.6138
20,OAXACA,481,SANTIAGO NILTEPEC,7,8,28,1019,814,6,733,2,4,11,358,8,9,1,6,0,0,1,2999,73,3073,4033,0.7620
20,OAXACA,509,SANTO DOMINGO INGENIO,5,12,850,1896,381,75,189,15,369,16,623,8,31,2,23,27,2,0,4507,185,4692,6365,0.7372
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,9,17,132,1422,761,433,139,56,1451,161,927,27,16,0,15,14,2,2,5556,193,5751,8202,0.7012
20,OAXACA,33,GUADALUPE ETLA,1,3,84,196,82,14,225,6,4,22,231,8,12,0,8,1,0,0,893,24,917,1946,0.4712
20,OAXACA,63,NAZARENO ETLA,2,5,136,372,219,27,283,11,3,10,470,13,10,4,12,0,0,0,1570,43,1613,3091,0.5218
20,OAXACA,81,SAN AGUSTIN ETLA,2,4,147,331,135,34,214,21,15,13,409,40,14,5,21,2,0,1,1401,48,1450,2968,0.4885
20,OAXACA,84,SAN AGUSTIN YATARENI,2,5,147,139,60,15,69,29,13,8,206,11,10,0,1,0,0,0,708,26,734,3038,0.2416
20,OAXACA,88,SAN ANDRES HUAYAPAM,2,6,275,435,145,13,175,39,11,29,451,26,20,4,13,1,0,0,1637,46,1683,3611,0.4661
20,OAXACA,89,SAN ANDRES IXTLAHUACA,1,2,109,119,25,74,88,16,4,37,36,2,2,4,8,0,0,0,524,22,546,1265,0.4316
20,OAXACA,132,SAN FELIPE TEJALAPAM,4,8,213,534,144,44,158,565,18,9,405,11,7,6,14,0,0,0,2128,72,2200,5077,0.4333
20,OAXACA,227,SAN LORENZO CACAOTEPEC,5,16,458,1209,425,75,580,252,24,96,1227,65,70,8,40,3,2,0,4534,127,4661,10162,0.4587
20,OAXACA,291,SAN PABLO ETLA,3,15,612,1014,373,63,532,227,27,50,1422,131,53,5,36,1,0,4,4546,130,4680,9939,0.4709
20,OAXACA,308,SAN PEDRO IXTLAHUACA,2,9,374,622,248,58,355,219,19,45,430,20,34,3,20,0,0,0,2447,85,2532,5929,0.4271
20,OAXACA,347,SAN SEBASTIAN TUTLA,7,19,951,1422,589,62,679,138,30,74,1758,149,119,11,43,10,0,12,6035,162,6209,12169,0.5102
20,OAXACA,376,SANTA CRUZ AMILPAS,4,13,704,1134,532,67,543,340,35,57,1344,174,48,9,16,4,0,5,5007,168,5180,8120,0.6379
20,OAXACA,392,SANTA LUCIA DEL CAMINO,23,64,2455,4792,2574,268,2411,865,260,340,6408,1188,285,34,102,7,0,23,21989,669,22681,38380,0.5910
20,OAXACA,537,SOLEDAD ETLA,3,7,148,835,306,72,606,46,14,220,453,25,13,3,8,1,0,2,2750,58,2810,4022,0.6987
20,OAXACA,66,OAXACA DE JUAREZ,147,372,18371,30164,11090,1824,13284,2278,705,1299,32030,2963,1668,233,773,55,11,133,116748,3279,120777,219629,0.5499
20,OAXACA,154,SAN JACINTO AMILPAS,3,14,449,1296,976,70,1025,164,46,99,1396,108,48,5,17,0,0,5,5699,126,5830,10083,0.5782
