CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2117,2,26,195,105,4,15,1,1,0,27,1,4,0,5,0,0,0,384,8,392,752
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2118,2,47,282,129,1,11,2,1,1,18,1,4,1,9,0,0,0,507,20,527,822
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2119,1,37,150,55,0,9,0,2,0,8,0,2,3,2,0,0,0,268,8,276,379
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2120,1,30,166,31,0,1,0,0,0,1,0,1,0,1,0,0,0,231,2,233,254
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2121,1,3,63,76,0,4,0,0,0,2,0,2,0,1,0,0,0,151,3,154,341
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,486,SANTIAGO TAMAZOLA,2122,1,4,79,95,1,11,0,0,18,9,0,1,0,0,0,0,0,218,8,226,535
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2165,1,2,190,137,2,10,0,3,2,32,0,1,0,1,0,0,0,380,5,385,464
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,502,SANTIAGO YUCUYACHI,2166,1,2,41,21,0,9,0,1,1,9,1,1,0,0,0,0,0,86,6,92,386
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2237,1,1,31,20,2,3,0,1,0,14,0,0,0,0,0,0,0,72,4,76,649
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2238,1,5,130,75,7,116,0,0,4,36,1,1,0,0,0,0,0,375,9,384,739
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2239,2,15,255,307,9,40,2,3,2,111,7,6,0,0,0,0,0,757,37,794,838
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2240,1,1,91,88,4,38,0,0,0,47,1,2,1,3,0,0,0,276,21,297,663
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2241,1,0,147,168,0,25,0,0,0,7,0,0,1,4,0,0,0,352,15,367,147
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2242,3,5,105,146,10,238,2,3,7,39,1,1,0,0,0,0,0,557,51,608,1890
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,520,SANTO DOMINGO TONALA,2243,2,5,112,85,2,208,4,5,4,49,2,1,0,0,0,0,0,477,42,519,982
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,533,SANTOS REYES YUCUNA,2274,1,3,77,31,0,100,1,1,1,51,3,0,0,1,0,0,0,269,9,278,734
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2275,2,7,298,216,9,24,0,0,4,35,1,4,0,2,0,0,0,600,17,617,1293
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2276,2,3,338,306,0,37,1,3,2,69,0,3,1,5,1,0,0,769,16,785,1094
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2277,1,6,187,161,1,9,0,1,0,32,0,2,0,3,0,0,0,402,5,407,320
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2278,1,2,118,27,0,2,0,0,0,13,0,0,0,2,0,0,0,164,9,173,344
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2279,1,8,27,64,1,7,0,0,1,18,0,0,0,0,0,0,0,126,5,131,374
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2280,1,4,18,72,0,4,1,1,1,62,0,0,0,0,0,0,0,163,8,171,108
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2281,1,3,22,36,0,1,0,0,0,4,0,0,0,0,0,0,0,66,1,67,317
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2282,1,1,35,29,1,5,1,0,0,17,0,1,0,0,0,0,0,90,9,99,269
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2283,1,3,41,53,3,5,0,0,1,12,2,0,0,0,0,0,0,120,8,128,182
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2284,1,1,69,24,0,4,0,0,0,6,0,0,0,4,0,0,0,108,1,109,228
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2285,1,4,43,45,0,12,0,0,0,34,2,0,0,0,0,0,0,140,12,152,288
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2286,1,2,66,37,1,2,1,0,1,10,0,0,0,0,0,0,0,120,5,125,203
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2287,1,1,34,39,2,4,0,0,2,24,0,0,0,1,0,0,0,107,2,109,150
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2288,1,0,34,40,0,9,0,0,0,0,0,0,0,1,0,0,0,84,8,92,102
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,534,SILACAYOAPAM,2289,1,6,19,17,0,1,0,1,0,2,0,0,0,0,0,0,0,46,9,55,236
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2432,2,34,73,79,1,191,2,1,1,28,0,1,0,2,0,0,0,413,21,434,1064
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2433,1,36,102,9,3,141,0,1,1,22,1,5,0,0,0,0,0,321,25,346,713
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,568,ZAPOTITLAN LAGUNAS,2434,1,49,223,3,4,158,2,0,0,14,0,0,0,5,1,0,0,459,23,482,532
3,20,OAXACA,6,HEROICA CIUDAD DE HUAJUAPAN DE LEON,569,ZAPOTITLAN PALMAS,2435,2,19,139,20,11,146,2,6,5,61,0,2,0,2,0,1,0,414,27,441,1262
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,117,2,2,158,62,10,201,2,5,3,57,0,0,0,2,0,0,0,502,17,519,1213
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,118,1,3,25,33,5,9,9,4,2,24,3,0,0,0,0,0,0,117,7,124,282
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,119,4,3,20,115,4,23,24,6,13,179,11,1,0,0,0,0,0,399,26,425,1956
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,19,COICOYAN DE LAS FLORES,120,3,4,37,98,10,64,28,10,13,129,14,1,0,3,0,0,0,411,25,436,1641
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,131,2,4,55,24,3,29,14,5,16,417,4,0,0,1,0,0,0,572,24,596,1444
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,132,1,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,659,0,659,714
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,23,CONSTANCIA DEL ROSARIO,133,2,0,2,1,0,3,11,1,2,536,4,0,0,0,0,0,0,560,12,572,738
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,198,3,15,197,189,48,110,83,8,9,143,4,2,1,1,0,0,0,810,24,834,2011
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,199,1,2,4,31,0,4,10,1,5,58,0,0,0,0,0,0,0,115,4,119,313
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,36,MESONES HIDALGO,200,2,3,28,101,4,14,7,1,4,60,4,1,0,1,0,0,0,228,12,240,1022
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,643,4,28,132,111,16,151,7,5,81,583,57,1,0,3,0,0,0,1175,89,1264,2149
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,644,3,13,84,91,8,182,27,9,17,409,37,3,0,4,1,0,0,885,55,940,1611
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,645,4,31,180,117,15,239,36,9,13,616,57,5,0,1,0,1,0,1320,53,1373,2302
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,646,5,21,179,92,24,208,12,3,10,530,45,2,9,5,0,0,0,1140,53,1193,1816
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,647,2,25,124,93,15,154,14,9,7,432,24,1,0,5,0,0,0,903,20,923,1499
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,648,4,26,118,167,26,233,30,11,29,573,45,3,0,6,0,0,2,1267,56,1325,2277
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,649,2,4,123,65,6,39,16,4,28,172,16,2,0,2,0,0,0,477,72,549,844
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,650,2,8,115,23,25,28,11,6,37,272,27,0,0,2,0,0,0,554,41,595,911
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,651,1,3,50,13,7,22,8,4,48,95,11,0,0,2,0,0,0,263,36,299,384
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,652,1,3,46,24,8,58,1,4,18,184,14,0,0,1,0,0,0,361,35,396,601
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,653,1,0,0,2,1,2,3,2,0,555,3,0,0,0,0,0,0,568,5,573,617
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,654,2,14,171,69,20,126,15,5,25,220,26,1,0,3,0,0,0,695,42,737,1232
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,655,2,10,80,66,10,150,22,15,17,294,57,1,1,1,1,0,0,725,37,762,1256
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,656,2,4,51,27,9,97,13,10,22,430,18,0,0,7,0,0,0,688,52,740,1203
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,657,2,20,70,48,11,98,59,11,15,287,57,3,0,1,0,0,0,680,42,722,1333
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,658,1,6,38,37,8,33,8,7,13,35,28,1,0,1,0,0,0,215,26,241,441
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,659,3,5,186,45,19,115,42,6,18,331,49,0,1,1,0,0,15,818,57,890,1522
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,71,PUTLA VILLA DE GUERRERO,660,2,5,270,24,23,19,8,14,33,63,35,12,0,7,0,0,0,513,64,577,967
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,663,2,1,155,29,35,132,69,2,3,40,3,0,0,15,0,0,0,484,5,489,1129
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,664,1,5,85,23,6,42,9,3,1,111,0,0,1,3,0,0,0,289,4,293,710
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,73,LA REFORMA,665,2,3,80,26,34,32,59,0,5,48,0,0,0,0,0,0,0,287,9,296,515
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,738,2,5,293,28,23,154,1,0,1,63,2,0,0,30,1,0,0,601,18,619,835
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,739,1,2,47,27,8,208,1,0,1,54,0,0,0,2,0,0,0,350,15,365,497
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,85,SAN ANDRES CABECERA NUEVA,740,1,3,168,31,14,197,1,2,0,28,2,0,0,8,0,0,0,454,18,472,655
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1193,1,0,27,39,3,4,0,4,3,99,2,0,0,0,0,0,0,181,7,188,487
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1194,1,3,22,48,0,8,2,1,4,193,7,0,0,0,0,0,0,288,10,298,686
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1195,2,11,44,70,10,23,3,3,11,203,7,3,0,0,0,0,0,388,20,408,915
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1196,1,2,21,9,6,10,1,2,8,26,3,3,0,1,0,0,0,92,18,110,275
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1197,1,0,30,7,3,1,1,0,2,19,2,0,0,0,0,0,0,65,6,71,152
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1198,1,10,31,86,4,6,0,2,7,82,3,5,0,1,0,0,0,237,9,246,644
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1199,3,6,57,54,8,21,9,3,16,306,17,1,0,3,0,0,0,501,22,523,1252
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1200,1,1,6,37,2,5,1,3,10,139,8,1,0,1,0,0,0,214,14,228,585
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1201,1,1,12,26,3,8,4,6,8,178,7,0,0,0,0,0,0,253,13,266,693
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1202,2,6,36,115,6,7,6,17,5,138,4,0,0,0,0,0,0,340,26,366,785
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,208,SAN JUAN MIXTEPEC,1203,1,2,86,38,12,7,0,4,4,54,6,0,0,2,0,0,0,215,16,231,519
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,240,SAN MARTIN ITUNYOSO,1284,4,6,202,116,7,56,9,7,12,399,1,0,0,0,0,0,0,815,50,865,1834
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1286,3,41,118,156,28,65,12,11,11,88,3,2,0,10,0,1,0,546,53,599,1891
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1287,3,38,115,100,46,90,17,21,10,118,2,2,0,1,0,0,0,560,49,609,1821
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1288,2,9,65,102,11,79,4,7,5,55,1,1,0,1,0,0,0,340,21,361,1098
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1289,3,10,84,48,11,67,5,9,7,46,3,0,0,1,0,0,0,291,19,310,1277
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,242,SAN MARTIN PERAS,1290,5,14,558,87,12,197,8,5,9,21,2,0,0,7,1,0,0,921,33,954,1836
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,298,SAN PEDRO AMUZGOS,1449,3,6,656,534,14,49,4,2,41,205,1,6,0,3,0,0,0,1521,26,1547,2122
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,298,SAN PEDRO AMUZGOS,1450,2,6,342,294,2,41,4,1,6,159,4,0,1,1,0,0,0,861,12,873,1194
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,298,SAN PEDRO AMUZGOS,1451,2,6,414,252,0,19,7,1,18,162,3,2,0,1,0,0,0,885,14,899,1195
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1617,2,23,144,106,16,38,3,2,3,163,3,0,0,4,0,0,0,505,14,519,1344
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1618,2,23,172,48,8,51,3,7,6,152,1,0,3,3,0,0,0,477,13,490,1103
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1619,2,17,84,99,7,4,1,3,1,31,5,3,0,5,0,0,0,260,13,273,752
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1620,1,1,12,41,5,5,3,2,2,20,1,0,0,1,0,0,1,93,9,103,341
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1621,1,12,47,37,2,12,0,2,2,13,1,0,0,0,0,0,0,128,7,135,415
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1622,1,6,27,24,3,2,0,2,0,12,1,1,0,0,0,0,0,78,1,79,232
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1623,1,1,25,125,2,5,10,2,0,17,1,1,0,0,0,0,0,189,11,200,337
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1624,2,5,51,263,7,23,16,2,8,60,1,0,0,0,0,0,0,436,40,476,1192
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,345,SAN SEBASTIAN TECOMAXTLAHUACA,1625,1,2,19,56,2,7,0,0,4,34,0,0,0,0,0,0,0,124,14,138,345
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1691,2,12,399,175,18,10,2,1,1,133,1,2,0,6,0,0,0,760,25,785,1020
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1692,1,1,242,152,24,5,0,0,1,16,0,1,0,0,0,0,0,442,9,451,545
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1693,2,2,239,387,10,10,1,1,2,207,0,2,0,7,0,0,0,868,31,899,1237
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1694,2,6,398,62,3,7,1,1,2,70,0,0,0,8,0,0,0,558,20,578,778
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1695,2,53,441,192,22,18,1,1,1,36,0,4,0,7,0,0,0,776,22,798,990
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1696,2,8,190,181,34,2,1,2,0,43,1,2,0,1,0,0,0,465,4,469,556
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1697,2,4,270,260,16,5,1,1,1,47,0,1,0,6,0,0,0,612,17,629,877
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,378,SANTA CRUZ ITUNDUJIA,1698,3,13,471,407,19,10,1,3,0,125,1,4,0,10,0,0,0,1064,25,1089,1526
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,416,SANTA MARIA IPALAPA,1856,3,222,180,243,8,8,426,3,3,111,1,13,0,3,0,0,0,1221,42,1262,1585
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,416,SANTA MARIA IPALAPA,1857,3,16,59,285,2,91,60,4,3,76,0,15,0,0,0,0,0,611,52,663,968
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,416,SANTA MARIA IPALAPA,1858,2,40,116,191,1,23,183,3,3,48,1,7,0,0,0,0,0,616,52,668,1022
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1940,3,10,288,367,13,38,22,2,3,225,3,4,1,21,0,0,0,997,40,1037,1535
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1941,3,9,428,313,14,18,20,2,3,215,5,5,0,12,0,0,0,1044,26,1070,1614
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1942,3,6,439,335,16,35,32,7,5,219,3,3,1,25,0,0,0,1126,51,1177,1771
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1943,2,8,192,106,116,32,32,2,4,268,4,1,0,7,0,0,0,772,17,789,1167
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1944,2,4,229,212,39,19,14,3,4,136,3,0,0,9,0,0,0,672,26,698,1073
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1945,1,4,141,105,66,10,8,2,2,102,2,0,0,5,0,0,0,447,18,465,739
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1946,2,4,223,261,131,10,92,0,1,72,0,2,1,15,0,0,0,812,21,833,1263
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1947,2,5,228,182,11,7,63,3,4,98,1,1,0,2,0,0,0,605,18,623,1160
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1948,2,3,282,108,1,2,3,3,3,76,0,0,0,7,0,0,0,488,10,498,673
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,448,SANTA MARIA ZACATEPEC,1949,1,1,274,44,5,3,4,0,1,51,0,0,0,7,0,0,0,390,7,397,647
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2033,5,60,416,74,13,75,13,7,43,655,7,2,0,6,0,1,0,1372,36,1408,1587
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2034,4,49,430,86,22,77,20,8,25,501,12,3,0,1,0,0,1,1234,46,1281,2475
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2035,3,35,504,83,8,61,9,6,12,461,5,1,1,7,0,0,0,1193,36,1229,1881
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2036,3,36,438,86,17,59,10,3,13,364,10,6,1,7,0,0,0,1050,25,1075,1865
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2037,2,13,128,27,10,46,0,2,19,188,4,1,1,0,0,0,0,439,31,470,1003
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2038,1,20,52,20,1,9,9,6,8,109,5,0,0,1,0,0,0,240,16,256,606
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2039,3,36,160,90,12,46,12,4,14,284,8,4,0,3,0,0,0,673,46,719,1304
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2040,1,19,150,51,4,17,5,2,9,127,1,1,0,5,0,0,0,391,9,400,723
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2041,2,12,122,28,9,21,7,3,21,130,228,8,2,0,1,0,0,592,32,624,798
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2042,3,50,412,169,18,60,18,6,76,310,7,0,0,3,0,0,0,1129,65,1194,1857
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2043,2,7,156,18,10,18,19,10,30,325,14,0,0,0,0,0,0,607,48,655,1358
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2044,1,23,147,38,7,22,2,2,26,76,0,1,0,0,0,0,0,344,17,361,611
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2045,2,15,216,41,13,8,6,9,36,228,12,0,0,6,0,0,0,590,53,643,1005
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2046,3,1,430,1,24,14,7,1,5,649,10,0,0,0,0,0,0,1142,21,1163,1266
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2047,3,0,394,234,8,7,1,0,3,557,7,0,0,0,0,0,0,1211,15,1226,1307
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2048,3,2,8,3,0,1,6,1,7,979,34,0,0,0,0,0,0,1041,14,1055,1405
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2049,1,1,2,0,0,0,4,0,1,376,12,0,0,0,0,0,0,396,11,407,633
3,20,OAXACA,7,PUTLA VILLA DE GUERRERO,470,SANTIAGO JUXTLAHUACA,2453,1,0,20,6,0,3,1,0,2,104,4,0,0,0,0,0,0,140,6,146,231
3,20,OAXACA,8,HEROICA CIUDAD DE TLAXIACO,16,CHALCATONGO DE HIDALGO,104,2,5,161,95,31,72,6,38,9,208,1,4,4,0,1,0,0,635,32,667,1008
3,20,OAXACA,8,HEROICA CIUDAD DE TLAXIACO,16,CHALCATONGO DE HIDALGO,105,2,7,144,87,20,98,25,42,18,245,3,1,0,2,4,1,0,697,25,722,1160
3,20,OAXACA,8,HEROICA CIUDAD DE TLAXIACO,16,CHALCATONGO DE HIDALGO,106,3,16,168,219,50,94,16,66,14,235,2,2,0,8,0,1,0,891,49,940,970
3,20,OAXACA,8,HEROICA CIUDAD DE TLAXIACO,16,CHALCATONGO DE HIDALGO,107,2,6,100,145,47,93,19,23,13,180,7,6,0,2,1,1,0,643,48,691,1069
3,20,OAXACA,8,HEROICA CIUDAD DE TLAXIACO,16,CHALCATONGO DE HIDALGO,108,1,5,79,31,35,23,2,53,2,27,0,1,0,3,0,1,0,262,27,289,544
