CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,2,1,192,187,13,7,33,0,1,0,49,1,13,0,1,0,0,1,497,8,506,680
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,3,3,551,419,21,6,22,3,0,1,152,0,22,1,13,0,0,1,1211,26,1238,1613
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,4,3,599,302,23,37,30,1,7,3,109,1,22,0,12,0,0,0,1146,41,1187,1597
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,5,2,263,182,16,29,31,1,1,0,77,0,13,1,7,0,0,0,621,6,627,652
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,6,3,607,313,55,4,30,2,5,1,193,1,29,0,5,0,0,0,1245,25,1270,1735
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,7,2,325,177,40,1,9,0,2,1,82,1,19,0,5,0,0,0,662,20,682,922
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,8,1,290,146,10,1,6,0,1,1,38,0,13,0,1,0,0,0,507,9,516,712
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,9,1,270,128,22,0,2,0,0,1,50,1,18,0,1,0,0,0,493,4,497,682
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,10,2,511,214,12,4,15,1,0,0,85,1,29,0,6,0,0,0,878,19,897,1206
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,11,3,634,228,23,8,13,1,1,2,91,2,28,0,3,0,0,0,1034,12,1046,1502
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,12,3,655,300,11,13,8,1,4,1,109,0,17,0,0,0,0,0,1119,17,1136,1616
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,13,1,258,165,9,2,4,2,2,1,13,0,9,0,1,0,0,0,466,10,476,613
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,14,2,285,258,5,7,3,1,2,2,25,1,6,0,3,0,0,0,598,18,616,774
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,15,2,365,157,8,5,4,1,4,1,33,1,14,1,3,0,0,0,597,14,611,765
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,16,1,143,77,7,0,0,0,2,0,21,0,4,0,0,0,0,0,254,2,256,332
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,17,2,461,247,27,5,23,0,5,0,56,1,16,1,3,0,0,2,845,16,863,1169
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,18,1,225,69,5,4,1,0,0,0,33,1,7,0,0,0,0,0,345,6,351,422
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,19,1,238,129,9,2,1,1,0,0,27,0,7,0,5,0,0,0,419,5,424,563
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,20,1,301,150,22,4,43,0,1,0,25,0,10,1,0,0,0,0,557,10,567,674
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,21,2,239,244,72,4,91,2,6,4,171,2,23,0,1,0,0,0,859,21,880,1145
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,22,1,256,74,22,10,15,0,4,3,21,0,12,0,1,0,0,0,418,5,423,515
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,23,1,283,141,4,1,3,1,0,2,31,0,6,0,4,0,0,0,476,10,486,639
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,24,2,343,224,12,67,29,1,2,13,38,0,19,0,10,1,0,0,759,28,787,1105
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,25,2,350,78,14,23,20,1,2,2,51,1,17,0,6,0,0,0,565,15,580,803
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,26,2,409,178,8,1,2,1,4,1,17,0,18,0,2,0,0,0,641,6,647,871
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,27,1,212,223,10,6,21,1,1,3,48,0,6,0,1,0,0,0,532,2,534,699
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,28,2,293,193,8,2,15,0,1,2,58,0,5,0,2,0,0,0,579,9,588,753
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,29,2,441,301,23,5,5,2,2,1,31,0,18,0,5,0,0,0,834,14,848,1092
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,30,2,286,214,35,7,8,0,3,1,17,0,26,0,8,0,0,0,605,13,618,786
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,3,666,484,28,15,8,2,3,4,87,0,32,0,11,0,0,1,1340,21,1362,1774
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,32,1,164,119,9,2,10,0,1,1,6,0,3,0,0,0,0,0,315,9,324,385
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,3,334,546,17,14,21,2,2,1,65,1,17,0,8,1,0,0,1029,18,1047,1269
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,34,2,357,367,42,7,28,1,10,3,103,1,2,0,4,0,0,0,925,23,948,1195
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,134,2,144,237,25,19,31,3,2,1,101,1,3,1,9,0,0,0,577,24,601,810
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,135,3,386,497,58,32,47,8,5,24,113,9,12,0,40,0,0,0,1231,48,1279,1736
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,136,3,363,378,59,31,60,14,23,15,175,11,17,0,28,0,0,0,1174,50,1224,1723
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,137,1,65,277,25,17,3,1,5,2,39,0,3,0,21,0,0,0,458,14,472,612
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,138,1,67,283,18,11,6,2,1,7,72,2,4,21,0,0,0,0,494,13,507,658
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,139,2,104,464,28,33,19,4,8,21,175,3,1,0,37,0,0,0,897,23,920,1265
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,140,1,52,208,12,30,2,8,2,8,26,1,0,0,11,0,0,0,360,9,369,474
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,141,1,113,265,24,19,14,4,4,10,57,2,2,0,17,0,0,0,531,19,550,732
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,142,1,84,84,6,24,7,2,6,41,0,0,4,2,8,0,0,0,268,32,300,468
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,143,2,171,314,47,17,28,8,3,8,96,6,2,1,11,0,0,0,712,35,747,1072
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,4,31,830,629,7,12,0,1,0,67,0,18,1,9,0,0,0,1605,22,1627,2082
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,953,1,37,190,214,0,0,0,0,0,4,0,4,0,1,0,0,0,450,1,451,576
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,954,1,32,292,229,1,1,0,0,0,1,0,6,0,0,0,0,0,562,5,567,730
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,3,15,211,113,23,363,30,5,28,509,142,0,0,1,0,0,0,1440,196,1636,2060
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,963,1,2,128,14,0,41,5,1,11,13,116,0,0,0,0,0,0,331,27,358,478
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,964,1,0,45,19,3,9,7,0,16,11,55,0,0,0,0,0,0,165,89,254,325
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,965,1,1,66,14,1,100,5,1,10,8,92,2,0,0,0,0,0,300,47,347,493
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,966,2,21,141,32,7,210,21,4,17,23,69,0,0,0,0,0,0,545,108,653,847
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,967,1,0,44,22,1,163,8,0,10,33,118,0,0,0,0,0,0,399,60,459,602
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,968,1,1,27,4,0,59,5,0,3,8,47,0,0,0,0,0,0,154,46,200,274
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,969,1,3,64,28,4,189,6,2,9,46,105,0,0,0,0,0,0,456,69,525,639
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,970,2,3,201,38,6,150,16,1,23,97,205,4,0,4,1,0,0,749,114,863,1126
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,971,1,1,25,12,2,53,1,1,8,8,31,1,0,0,0,0,0,143,35,178,214
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,3,10,146,53,6,227,36,5,35,65,403,0,0,0,0,0,0,986,289,1275,1632
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,973,1,1,16,5,2,68,5,0,8,3,83,0,0,0,0,0,0,191,26,217,279
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,974,2,3,16,58,5,114,7,3,25,29,55,2,0,0,0,0,0,317,115,432,527
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,975,2,6,68,25,165,42,0,13,22,53,14,0,0,0,0,0,0,408,61,469,578
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,976,2,3,202,12,2,74,8,3,7,13,233,0,0,1,0,0,0,558,16,574,781
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,977,1,1,93,15,4,157,12,1,16,11,71,0,0,0,0,0,0,381,45,426,584
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,2,46,259,28,10,54,37,8,2,72,1,1,0,6,0,0,0,524,34,558,819
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,3,233,682,90,5,44,8,5,1,104,2,37,1,14,0,0,0,1226,29,1255,1634
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,2,152,338,116,1,22,2,0,0,87,2,22,0,2,0,0,0,744,11,755,943
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,2,171,422,89,2,41,3,5,3,227,2,20,3,9,0,0,0,997,9,1006,1266
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,3,144,394,70,8,33,3,3,2,151,3,25,2,1,0,0,0,839,9,848,930
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,2,188,335,68,1,14,3,1,1,89,2,22,0,3,0,0,0,727,8,735,934
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,3,403,637,115,0,1,1,1,0,11,0,1,0,2,0,0,0,1172,5,1177,1381
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1378,2,37,276,13,1,2,1,0,2,23,0,2,1,0,0,0,0,358,5,363,434
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1379,2,316,623,93,3,50,26,3,3,40,3,13,1,4,0,0,0,1178,11,1189,1380
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1380,1,124,305,58,1,6,10,0,2,26,0,13,0,5,0,0,0,550,5,555,727
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1381,2,61,481,17,3,82,1,2,1,51,0,2,0,2,0,0,0,703,6,709,872
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1382,2,217,333,43,0,44,2,1,2,52,1,23,0,2,0,0,0,720,11,731,974
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1383,2,233,628,144,0,86,3,1,1,67,0,6,0,0,0,0,0,1169,16,1185,1496
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1384,2,155,426,26,4,40,2,2,2,88,1,24,0,1,0,0,0,771,19,790,974
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1385,2,301,435,67,5,24,4,3,0,148,1,5,1,2,0,0,0,996,12,1008,1238
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1386,2,119,620,86,4,17,42,3,2,166,0,13,1,4,0,0,0,1077,21,1098,1469
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1387,2,68,385,62,0,7,40,5,0,29,0,10,0,0,0,0,0,606,5,611,765
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1388,3,91,563,185,2,23,18,4,4,55,0,12,0,6,0,0,0,963,12,975,1253
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1389,2,279,428,29,0,5,3,0,0,10,2,1,0,0,0,0,0,757,6,763,905
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1390,2,214,494,29,0,1,1,1,0,25,0,5,0,0,0,0,0,770,5,775,929
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1391,3,83,512,100,4,14,2,3,2,35,0,9,0,1,0,0,0,765,13,778,936
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1392,3,154,782,182,4,8,11,4,4,41,0,7,0,3,0,0,0,1200,21,1221,1615
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1393,2,135,400,384,2,14,12,2,1,39,0,3,0,0,0,0,0,992,11,1003,1185
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1394,1,65,305,135,1,2,11,1,0,12,1,9,0,1,0,0,0,543,9,552,680
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1395,2,148,599,175,1,18,3,0,4,24,2,4,0,2,0,0,0,980,2,982,1169
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1473,2,59,360,15,9,45,13,10,30,576,10,1,1,1,1,0,0,1131,44,1175,1419
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1474,3,61,507,39,12,94,21,15,58,438,13,2,0,2,0,0,0,1262,52,1314,1612
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1475,1,41,97,8,5,17,9,3,28,96,5,0,1,1,0,0,0,311,17,328,418
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1476,2,123,143,18,3,23,7,9,29,246,27,1,0,0,0,0,0,629,22,651,795
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1477,1,28,90,7,4,9,5,6,16,107,7,0,0,0,0,0,0,279,18,297,348
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1478,2,39,281,12,12,82,6,3,22,315,14,4,0,2,0,0,0,792,18,810,1031
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1479,1,23,201,0,0,7,11,0,33,173,14,0,0,0,0,0,0,462,27,489,623
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1480,1,28,157,26,4,30,14,13,33,125,11,0,0,1,0,0,0,442,30,472,591
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1481,1,24,119,10,9,13,15,12,36,187,12,0,0,0,0,0,0,437,40,477,572
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1793,3,101,486,226,11,25,5,10,4,117,7,35,0,8,1,0,0,1036,21,1057,1737
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1794,3,61,556,96,20,15,9,8,7,28,1,11,0,11,0,0,0,823,36,859,1262
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1795,4,66,520,156,16,21,3,2,5,87,3,40,4,9,0,1,0,933,48,981,1539
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1796,3,58,324,86,16,15,3,3,14,106,7,8,0,5,0,0,0,645,32,677,1232
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1797,2,36,240,49,9,7,0,3,4,19,1,23,0,11,0,0,0,402,22,424,678
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1798,2,36,481,100,13,14,3,15,1,11,1,22,0,3,1,0,0,701,24,725,1203
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1799,1,3,135,74,3,21,1,0,1,19,0,6,0,5,0,0,0,268,4,272,497
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1800,2,24,220,45,11,18,4,4,8,69,2,7,0,0,0,0,0,412,20,432,880
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1801,1,6,36,0,1,2,1,0,0,6,0,0,0,0,0,0,0,52,0,52,102
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1802,2,14,192,144,6,9,3,7,5,61,2,9,1,0,0,0,0,453,24,477,785
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1803,2,28,148,58,6,7,5,5,1,36,0,13,1,3,0,0,0,311,12,323,646
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1804,1,4,94,21,4,2,1,1,0,2,0,5,0,0,0,0,0,134,5,139,210
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1805,2,31,373,108,14,8,5,8,6,26,0,10,0,7,0,0,0,596,26,622,1089
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1806,1,4,93,38,6,3,2,2,0,3,0,1,0,2,0,0,0,154,5,159,319
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1807,1,12,102,23,2,0,0,0,0,12,0,16,0,1,0,0,0,168,9,177,296
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1808,1,18,123,87,5,6,3,3,1,3,0,12,0,1,0,0,0,262,6,268,532
3,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1809,2,15,365,86,7,16,8,5,2,21,1,12,0,2,0,1,0,541,22,563,846
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1010,8,263,523,158,51,602,20,33,15,849,40,23,2,8,1,0,2,2588,53,2643,5011
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1011,2,69,117,89,6,196,3,9,4,100,7,14,0,4,0,0,0,618,11,629,1107
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1012,2,61,112,33,16,218,5,6,2,102,5,8,0,2,1,0,6,571,16,593,1078
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1013,2,57,113,43,14,192,5,8,3,123,5,10,0,0,0,0,0,573,25,598,1122
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1014,2,64,170,44,18,229,5,7,4,150,10,9,0,3,0,0,0,713,17,730,1326
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1015,2,79,175,83,12,267,4,6,3,158,8,9,1,4,1,0,0,810,23,833,1477
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1016,2,60,163,56,8,158,4,14,1,147,5,4,0,2,0,0,0,622,20,642,1121
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1017,2,68,182,44,5,222,5,13,9,155,8,8,2,3,0,0,0,724,17,741,1436
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1018,5,174,376,187,28,502,9,21,8,497,12,33,0,5,0,0,2,1852,37,1891,3400
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1019,3,76,165,81,15,245,9,7,12,255,9,10,0,6,0,0,0,890,24,914,1718
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1020,4,171,281,65,15,299,5,14,9,311,8,16,4,4,0,0,4,1202,25,1231,1784
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1021,2,57,148,47,9,152,6,3,2,124,1,7,0,4,1,0,0,561,17,578,1002
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1022,3,104,219,83,7,257,6,11,4,223,10,14,0,8,0,0,0,946,23,969,1832
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1023,2,70,197,46,5,212,6,6,2,193,4,3,1,2,0,0,1,747,24,772,1386
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1024,2,80,190,36,17,194,3,9,2,189,6,6,4,2,0,1,0,739,14,753,1392
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1025,2,72,162,51,3,185,5,9,4,143,4,10,1,4,0,0,1,653,11,665,1137
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1026,2,45,141,41,8,122,3,12,3,85,2,2,0,1,0,0,0,465,16,481,785
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1027,2,39,150,28,9,129,10,6,4,78,5,4,1,1,0,0,1,464,13,478,845
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1028,2,94,163,44,14,154,6,5,2,112,3,6,1,6,1,0,0,611,17,628,1112
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1029,2,81,213,47,13,119,6,4,1,114,4,5,0,6,0,0,0,613,10,623,1119
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1030,3,142,227,100,19,270,5,5,7,372,9,18,1,6,0,0,1,1181,19,1201,815
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1031,2,79,171,34,6,156,2,4,6,136,5,8,0,6,1,0,0,614,15,629,1161
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1032,2,35,120,40,4,114,3,21,2,110,7,2,0,2,0,0,1,460,6,467,828
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1033,2,65,127,54,6,195,6,8,4,191,8,14,0,1,0,0,0,679,21,700,1336
3,20,OAXACA,2,SAN JUAN BAUTISTA TUXTEPEC,182,SAN JUAN BAUTISTA TUXTEPEC,1034,6,284,348,202,26,455,17,26,21,617,15,20,0,1,0,0,2,2032,59,2093,3824
