CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,PUP,NVA_ALIANZA,PSD,MORENA,PRS,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,46,MAGDALENA JALTEPEC,372,B,3,20,57,2,16,0,0,3,20,1,1,0,0,0,0,0,123,6,129,286,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,387,B,10,61,13,3,18,63,1,0,36,2,0,0,0,0,0,0,207,2,209,518,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,387,C01,12,67,15,1,17,56,2,0,25,5,0,0,0,0,0,0,200,3,203,518,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,54,MAGDALENA ZAHUATLAN,388,B,18,39,18,5,16,1,2,1,34,2,1,0,0,0,0,0,137,5,142,301,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,741,B,7,141,127,62,11,3,2,2,83,3,0,0,1,0,0,0,442,16,458,631,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,741,C01,6,143,125,62,14,2,0,3,63,5,2,0,1,0,0,0,426,4,430,630,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,742,B,5,44,46,13,12,11,1,3,62,1,0,0,0,0,0,0,198,7,205,333,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,86,SAN ANDRES DINICUITI,743,B,5,5,15,3,0,0,0,0,39,0,0,0,0,0,0,0,67,3,70,110,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,90,SAN ANDRES LAGUNAS,750,B,17,87,26,5,9,0,0,0,40,1,1,0,3,1,0,0,190,5,195,363,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,91,SAN ANDRES NUXIÑO,751,B,13,226,11,3,32,3,3,1,11,0,1,0,6,0,1,0,311,11,322,686,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,91,SAN ANDRES NUXIÑO,752,B,25,107,54,18,40,4,3,6,61,5,2,0,2,0,0,0,327,21,348,668,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,93,SAN ANDRES SINAXTLA,756,B,32,71,34,5,28,7,4,2,69,2,3,0,6,0,0,0,263,7,270,543,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,764,B,9,177,137,2,35,4,1,7,68,3,1,0,4,0,0,0,448,7,455,588,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,764,C01,13,209,108,4,44,6,1,6,81,2,0,0,2,0,0,0,476,5,481,588,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,764,C02,7,157,155,1,48,2,3,12,91,2,5,0,2,0,0,0,485,5,490,587,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,765,B,14,90,128,0,33,2,1,8,66,4,19,0,5,0,0,0,370,11,381,574,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,99,SAN ANDRES ZAUTLA,765,C01,10,96,116,3,48,3,3,4,58,1,13,0,5,0,0,0,360,9,369,574,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,103,SAN ANTONIO ACUTLA,776,B,8,26,20,4,7,36,1,0,17,2,1,0,0,0,0,0,122,11,133,211,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,113,SAN BARTOLO SOYALTEPEC,801,B,6,70,19,3,15,1,3,2,46,0,2,1,6,0,0,0,174,8,182,360,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,113,SAN BARTOLO SOYALTEPEC,802,B,5,17,10,1,10,0,1,1,10,0,0,0,1,0,0,0,56,1,57,130,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,126,SAN CRISTOBAL SUCHIXTLAHUACA,837,B,16,47,9,2,5,0,3,0,22,2,1,0,0,0,0,0,107,5,112,235,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,137,SAN FRANCISCO CHINDUA,876,B,5,96,46,7,55,12,1,2,17,2,1,0,4,0,0,0,248,3,251,557,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,141,SAN FRANCISCO JALTEPETONGO,891,B,12,98,80,1,13,26,1,1,32,4,3,0,2,0,0,1,273,10,284,503,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,141,SAN FRANCISCO JALTEPETONGO,892,B,8,28,40,4,6,10,2,2,60,1,0,0,0,0,0,0,161,3,164,289,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,144,SAN FRANCISCO NUXAÑO,896,B,5,45,28,0,6,44,1,0,5,0,2,1,6,0,0,0,143,8,151,277,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,900,B,10,125,72,5,99,53,2,4,73,8,3,1,3,0,0,0,458,9,467,672,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,900,C01,12,107,58,8,79,43,1,12,117,4,2,0,1,0,0,1,444,11,456,672,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,900,C02,12,91,85,3,87,64,2,18,110,1,0,0,3,0,0,0,476,6,482,671,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,901,B,4,117,53,2,111,26,2,8,76,3,3,0,3,0,0,0,408,20,428,577,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,901,C01,5,93,48,4,114,47,2,10,59,3,0,0,2,0,0,0,387,6,393,577,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,901,C02,13,86,57,10,95,39,0,13,84,2,1,0,1,0,0,0,401,11,412,577,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,901,C03,9,90,51,1,108,68,2,1,68,8,0,0,1,0,0,0,407,4,411,577,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,902,B,5,101,50,6,51,33,1,2,119,2,2,0,0,1,0,1,373,9,383,543,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,902,C01,9,83,44,5,64,32,0,3,130,1,4,0,3,0,0,0,378,12,390,542,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,902,C02,6,85,75,8,68,19,2,7,117,4,1,0,0,0,0,0,392,6,398,542,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,903,B,20,77,45,1,103,23,3,0,150,14,1,0,4,0,0,0,441,9,450,605,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,903,C01,11,61,35,5,85,21,3,9,151,4,0,0,0,0,0,0,385,8,393,604,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,903,C02,16,62,53,6,95,23,3,7,144,3,8,0,0,0,0,0,420,10,430,604,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,903,C03,17,87,46,3,93,11,3,8,135,8,2,0,2,0,0,0,415,12,427,604,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,904,B,5,26,16,2,9,4,0,1,4,0,0,0,0,0,0,0,67,0,67,79,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,147,SAN FRANCISCO TELIXTLAHUACA,905,B,14,36,69,1,44,5,1,15,40,8,3,0,0,0,0,0,236,8,244,361,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,148,SAN FRANCISCO TEOPAN,906,B,8,90,27,4,6,1,1,0,7,0,1,0,1,0,0,0,146,6,152,257,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,158,SAN JERONIMO SOSOLA,927,B,18,83,13,13,31,5,1,3,47,2,0,0,0,0,0,0,216,5,221,451,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,158,SAN JERONIMO SOSOLA,928,B,4,7,7,5,59,17,3,0,40,2,0,0,0,0,0,0,144,4,148,254,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,158,SAN JERONIMO SOSOLA,929,B,10,21,27,5,25,38,4,19,25,1,0,0,0,2,0,1,177,5,183,459,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,158,SAN JERONIMO SOSOLA,929,E01,7,15,26,3,120,2,1,1,4,1,2,1,1,0,0,0,184,3,187,395,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,158,SAN JERONIMO SOSOLA,930,B,13,25,32,0,69,0,0,2,49,5,0,0,0,0,0,0,195,7,202,372,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,174,SAN JUAN BAUTISTA COIXTLAHUACA,982,B,11,118,18,6,13,0,0,4,111,0,2,0,4,0,0,0,287,12,299,552,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,174,SAN JUAN BAUTISTA COIXTLAHUACA,983,B,9,87,25,5,10,2,2,1,68,1,2,1,1,0,0,0,214,9,223,436,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,174,SAN JUAN BAUTISTA COIXTLAHUACA,984,B,4,134,16,12,11,3,6,7,12,4,0,0,2,0,0,0,211,9,220,509,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,174,SAN JUAN BAUTISTA COIXTLAHUACA,985,B,9,33,12,3,4,0,2,1,7,0,1,0,0,0,0,0,72,3,75,293,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,174,SAN JUAN BAUTISTA COIXTLAHUACA,985,E01,8,86,6,9,5,2,4,2,18,1,0,0,1,1,0,0,143,4,147,238,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,177,SAN JUAN BAUTISTA JAYACATLAN,1002,B,11,58,15,8,3,0,1,0,42,3,1,0,2,0,0,0,144,8,152,496,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,177,SAN JUAN BAUTISTA JAYACATLAN,1002,C01,12,75,12,5,3,1,4,0,42,1,0,0,0,0,0,0,155,13,168,496,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,196,SAN JUAN DIUXI,1134,B,6,66,17,10,23,95,3,3,24,2,0,0,0,0,0,0,249,31,280,534,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,196,SAN JUAN DIUXI,1135,B,6,50,9,2,8,40,1,3,21,1,0,0,1,0,0,0,142,12,154,302,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,215,SAN JUAN SAYULTEPEC,1219,B,21,45,32,5,44,7,3,3,81,3,4,0,3,0,0,0,251,7,258,591,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,217,SAN JUAN TAMAZOLA,1221,B,8,82,35,1,9,1,3,8,25,1,1,0,2,0,0,0,176,1,177,484,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,217,SAN JUAN TAMAZOLA,1222,B,2,37,20,1,20,60,2,0,22,0,1,0,5,0,0,0,170,5,175,443,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,217,SAN JUAN TAMAZOLA,1223,B,12,113,80,2,24,2,0,3,11,2,3,0,0,0,0,0,252,8,260,736,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,217,SAN JUAN TAMAZOLA,1224,B,1,55,22,1,105,0,34,0,0,35,0,0,1,0,0,0,254,3,257,288,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,217,SAN JUAN TAMAZOLA,1224,E01,2,7,8,2,2,0,2,2,10,0,0,0,0,0,0,0,35,4,39,199,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,221,SAN JUAN TEPOSCOLULA,1232,B,7,137,43,6,15,3,6,2,97,0,2,0,1,1,0,0,320,12,332,670,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,221,SAN JUAN TEPOSCOLULA,1233,B,13,75,33,2,17,0,4,0,33,0,0,0,0,0,0,0,177,7,184,329,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,224,SAN JUAN YUCUITA,1237,B,17,122,30,1,45,3,2,1,80,2,2,1,2,0,0,0,308,12,320,563,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,248,SAN MATEO ETLATONGO,1302,B,9,40,53,5,23,5,2,2,49,0,2,0,2,0,0,1,192,5,198,419,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,248,SAN MATEO ETLATONGO,1302,C01,15,45,55,1,18,9,3,2,24,1,0,0,0,0,0,0,173,5,178,418,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,254,SAN MATEO TLAPILTEPEC,1315,B,21,41,9,0,11,1,1,0,5,1,0,0,1,0,0,0,91,1,92,160,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,262,SAN MIGUEL CHICAHUA,1336,B,18,11,9,1,10,20,1,0,23,1,1,0,0,0,0,0,95,8,103,177,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,262,SAN MIGUEL CHICAHUA,1336,E01,27,18,34,1,17,42,3,5,38,1,2,0,2,0,0,0,190,24,214,391,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,262,SAN MIGUEL CHICAHUA,1336,E01C01,22,13,40,3,10,51,7,3,46,0,0,0,0,0,0,0,195,21,216,390,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,262,SAN MIGUEL CHICAHUA,1337,B,29,33,8,6,28,37,1,0,50,1,1,0,2,0,0,1,196,9,206,402,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,262,SAN MIGUEL CHICAHUA,1337,E01,36,42,5,0,4,47,4,0,1,0,1,0,0,0,0,0,140,12,152,201,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,269,SAN MIGUEL HUAUTLA,1359,B,2,50,11,3,4,8,3,2,14,0,0,0,1,0,0,0,98,8,106,213,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,269,SAN MIGUEL HUAUTLA,1359,E01,5,37,2,2,1,6,2,2,4,0,0,0,2,0,0,0,63,1,64,134,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,269,SAN MIGUEL HUAUTLA,1360,B,4,110,22,8,6,39,3,3,23,1,0,0,0,0,0,0,219,14,233,552,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,272,SAN MIGUEL PERAS,1365,B,18,105,93,3,38,4,5,2,7,1,1,0,0,0,0,0,277,8,285,497,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,272,SAN MIGUEL PERAS,1365,C01,17,105,106,5,23,1,4,2,14,2,3,0,3,0,0,0,285,16,301,497,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,272,SAN MIGUEL PERAS,1366,B,26,92,103,4,47,4,3,7,56,1,6,0,1,0,0,0,350,31,381,725,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,272,SAN MIGUEL PERAS,1366,E01,5,121,72,5,8,57,5,2,17,0,1,1,4,0,0,0,298,21,319,454,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,273,SAN MIGUEL PIEDRAS,1367,B,13,140,43,3,26,3,4,2,12,2,0,0,1,0,0,0,249,6,255,438,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,273,SAN MIGUEL PIEDRAS,1367,C01,13,114,60,1,34,1,5,5,25,2,1,0,1,0,0,0,262,2,264,438,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,279,SAN MIGUEL TECOMATLAN,1401,B,7,43,6,1,14,29,2,0,5,1,0,0,0,0,0,0,108,2,110,245,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,281,SAN MIGUEL TEQUIXTEPEC,1404,B,19,64,37,5,12,2,4,3,18,2,1,0,2,1,0,0,170,4,174,490,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,281,SAN MIGUEL TEQUIXTEPEC,1405,B,5,43,14,0,1,0,1,0,3,0,2,0,0,0,0,0,69,1,70,112,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,281,SAN MIGUEL TEQUIXTEPEC,1406,B,6,25,7,6,3,5,3,0,3,1,1,0,0,0,0,0,60,1,61,102,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,285,SAN MIGUEL TULANCINGO,1415,B,11,26,21,3,7,2,2,16,14,1,0,0,0,0,0,0,103,3,106,273,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1426,B,40,91,50,15,33,20,13,0,116,3,2,0,1,0,0,0,384,19,403,536,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1426,C01,27,92,36,8,37,15,10,3,132,8,3,0,0,0,0,0,371,12,383,536,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1427,B,44,101,41,13,37,3,5,1,95,3,4,0,1,0,0,0,348,14,362,513,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1427,C01,48,102,42,7,25,6,11,3,103,6,5,0,1,0,0,0,359,10,369,513,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1427,C02,39,84,38,5,42,8,8,1,116,6,3,0,4,0,0,0,354,13,367,513,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1428,B,46,97,26,6,23,35,7,1,136,4,3,0,3,1,0,0,388,11,399,490,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1428,C01,29,103,30,7,27,22,9,0,130,3,2,0,2,0,0,0,364,7,371,489,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1429,B,61,119,60,7,45,6,7,4,122,3,1,1,0,0,0,0,436,13,449,606,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1429,C01,52,111,65,7,47,8,7,0,127,4,6,0,2,0,0,0,436,11,447,605,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,292,SAN PABLO HUITZO,1430,B,16,71,24,6,17,4,2,0,31,3,1,0,1,0,0,0,176,2,178,241,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,302,SAN PEDRO COXCALTEPEC CANTAROS,1459,B,9,66,48,5,35,2,1,3,26,0,1,0,0,0,0,0,196,7,203,490,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,302,SAN PEDRO COXCALTEPEC CANTAROS,1460,B,19,11,18,1,2,1,1,3,22,1,2,0,0,0,0,0,81,3,84,122,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,319,SAN PEDRO NOPALA,1513,B,14,135,15,9,4,2,5,0,15,0,1,0,3,0,0,0,203,6,209,546,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,327,SAN PEDRO TEOZACOALCO,1554,B,10,109,27,4,12,23,1,1,28,1,0,0,2,0,0,0,218,8,226,446,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,327,SAN PEDRO TEOZACOALCO,1554,C01,11,92,29,3,7,18,0,1,54,7,0,0,1,0,0,0,223,12,235,446,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,329,SAN PEDRO TIDAA,1558,B,3,35,21,3,9,10,3,2,22,3,1,0,1,2,0,0,115,4,119,285,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,329,SAN PEDRO TIDAA,1559,B,6,29,7,2,8,47,3,4,20,1,0,0,0,0,0,0,127,5,132,298,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,330,SAN PEDRO TOPILTEPEC,1560,B,2,21,2,1,0,58,0,1,8,0,0,0,2,0,0,0,95,3,98,132,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,330,SAN PEDRO TOPILTEPEC,1560,E01,0,11,1,0,3,1,0,3,70,1,0,0,0,0,0,0,90,4,94,143,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1589,B,10,104,36,4,23,2,0,2,197,1,0,0,1,0,0,1,380,15,396,571,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1589,C01,23,106,34,3,18,2,0,1,181,3,0,0,0,0,0,1,371,7,379,570,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1590,B,9,107,36,2,23,3,2,2,162,1,1,0,6,0,0,0,354,11,365,528,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1590,C01,12,137,35,1,13,4,1,1,180,4,0,1,2,0,0,0,391,3,394,528,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1591,B,2,79,13,1,7,17,2,2,85,3,0,0,1,0,0,0,212,16,228,334,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1592,B,21,86,18,3,15,4,5,4,202,0,1,0,3,0,0,0,362,10,372,536,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1593,B,3,26,2,0,2,1,0,0,5,1,0,0,0,0,0,0,40,2,42,65,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,338,SAN PEDRO YUCUNAMA,1604,B,5,56,3,7,1,0,3,2,18,3,0,0,1,0,0,0,99,5,104,174,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,352,SAN VICENTE NUÑU,1640,B,58,94,4,2,13,2,0,0,25,0,0,3,2,0,0,0,203,5,208,388,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1743,B,19,136,20,5,17,2,3,1,32,0,1,0,3,0,0,0,239,6,245,456,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1744,B,24,106,11,1,8,2,1,2,19,1,1,0,1,0,0,0,177,3,180,359,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,391,SANTA INES DE ZARAGOZA,1745,B,6,43,26,6,7,1,1,2,39,15,0,0,2,0,0,0,148,3,151,389,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,396,SANTA MAGDALENA JICOTLAN,1777,B,3,28,1,0,8,0,0,0,1,2,2,0,0,0,0,0,45,0,45,68,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,398,SANTA MARIA APAZCO,1780,B,10,100,32,7,85,10,9,0,25,3,0,0,0,0,0,0,281,44,325,692,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,398,SANTA MARIA APAZCO,1781,B,1,26,28,5,103,7,3,3,27,2,0,0,1,0,1,0,207,21,228,591,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,402,SANTA MARIA CHACHOAPAM,1789,B,31,40,26,7,68,1,1,4,54,3,6,0,1,0,0,0,242,11,253,607,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1790,B,10,87,36,10,29,4,4,4,46,3,1,0,4,0,0,0,238,10,248,636,,Anulada,RIN/GOB/V/01/2016 Y RIN/GOB/V/40/2016 ACUMULADO,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1791,B,8,118,40,6,11,4,6,1,40,1,1,0,6,0,0,0,242,6,248,513,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1791,E01,6,61,10,1,10,11,2,0,6,1,0,0,4,0,0,0,112,10,122,229,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,403,VILLA DE CHILAPA DE DIAZ,1792,B,8,23,8,3,2,0,2,0,14,0,0,1,0,0,0,0,61,1,62,116,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,423,SANTA MARIA NATIVITAS,1878,B,5,14,16,2,5,1,5,0,49,0,0,0,0,0,0,0,97,4,101,180,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,423,SANTA MARIA NATIVITAS,1879,B,3,71,25,4,7,2,4,3,34,1,0,0,0,0,0,0,154,7,161,302,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1898,B,2,158,17,4,11,153,1,1,15,1,0,0,2,0,0,0,365,8,373,533,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1898,C01,5,145,11,2,10,202,1,1,3,0,0,0,2,0,0,0,382,9,391,532,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1899,B,2,247,9,6,14,189,4,2,6,0,0,0,8,0,0,2,487,8,497,698,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1899,E01,1,90,12,2,5,86,0,1,3,0,0,0,0,0,0,0,200,7,207,321,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1900,B,3,95,40,1,25,50,0,13,26,2,0,0,1,0,0,0,256,10,266,392,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1900,C01,2,89,49,4,16,30,2,0,49,3,1,0,3,0,0,0,248,9,257,391,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1901,B,4,80,62,6,12,96,2,19,16,1,0,0,0,0,0,0,298,19,317,519,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1901,C01,8,70,54,8,3,69,0,22,22,1,0,0,1,0,0,0,258,25,283,519,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1902,B,3,56,6,2,8,14,0,5,4,0,0,0,0,0,0,0,98,5,103,170,,,,
3,20,OAXACA,5,ASUNCION NOCHIXTLAN,428,SANTA MARIA PEÑOLES,1902,E01,4,130,21,1,3,46,2,7,15,0,0,0,0,0,0,0,229,4,233,354,,,,
