MUNICIPIO,SECCION,CASILLA,TIPO,PAN,PRI,PRD-PC,PT,PVEM,VALIDOS,NULOS,TOTAL
CD. MADERO,214,,BAS,108,130,46,67,,351,9,360
CD. MADERO,214,,CONT,99,125,75,68,,367,7,374
CD. MADERO,215,,BAS,63,141,121,33,,358,9,367
CD. MADERO,215,,CONT,86,124,94,43,,347,12,359
CD. MADERO,216,,BAS,49,157,67,35,,308,6,314
CD. MADERO,216,,CONT,52,154,72,47,,325,5,330
CD. MADERO,217,,BAS,43,137,47,23,,250,7,257
CD. MADERO,217,,CONT,32,125,64,50,,271,0,271
CD. MADERO,218,,BAS,36,177,58,69,,340,3,343
CD. MADERO,218,,CONT,38,156,66,65,,325,7,332
CD. MADERO,219,,BAS,54,150,62,68,,334,6,340
CD. MADERO,219,,CONT,56,147,63,67,,333,8,341
CD. MADERO,220,,BAS,53,135,96,51,,335,6,341
CD. MADERO,220,,CONT,62,158,78,57,,355,5,360
CD. MADERO,221,,BAS,77,124,73,56,,330,6,336
CD. MADERO,221,,CONT,59,120,57,61,,297,10,307
CD. MADERO,222,,BAS,47,129,84,49,,309,8,317
CD. MADERO,222,,CONT,46,154,92,46,,338,4,342
CD. MADERO,223,,BAS,34,138,53,64,,289,8,297
CD. MADERO,223,,CONT,53,136,38,65,,292,4,296
CD. MADERO,224,,BAS,58,179,74,64,,375,2,377
CD. MADERO,224,,CONT,44,202,66,78,,390,3,393
CD. MADERO,225,,BAS,50,128,50,41,,269,4,273
CD. MADERO,225,,CONT,39,166,45,41,,291,4,295
CD. MADERO,226,,BAS,47,110,60,50,,267,4,271
CD. MADERO,226,,CONT,57,125,48,33,,263,6,269
CD. MADERO,227,,BAS,64,156,69,40,,329,8,337
CD. MADERO,227,,CONT,68,140,76,61,,345,3,348
CD. MADERO,228,,BAS,95,147,72,25,,339,3,342
CD. MADERO,228,,CONT,100,125,68,43,,336,6,342
CD. MADERO,229,,BAS,74,136,67,40,,317,5,322
CD. MADERO,229,,CONT,77,128,85,37,,327,4,331
CD. MADERO,230,,BAS,49,152,81,36,,318,3,321
CD. MADERO,230,,CONT,61,140,95,42,,338,5,343
CD. MADERO,231,,BAS,48,164,64,66,,342,1,343
CD. MADERO,231,,CONT,76,147,75,50,,348,6,354
CD. MADERO,232,,BAS,68,187,67,38,,360,7,367
CD. MADERO,232,,CONT,57,193,76,44,,370,4,374
CD. MADERO,233,,BAS,27,111,69,41,,248,5,253
CD. MADERO,233,,CONT,39,107,60,31,,237,3,240
CD. MADERO,233,,CONT2,40,101,69,36,,246,4,250
CD. MADERO,234,,BAS,46,141,44,46,,277,6,283
CD. MADERO,234,,CONT,45,104,56,40,,245,250,495
CD. MADERO,235,,BAS,27,93,65,26,,211,1,212
CD. MADERO,235,,CONT,36,83,66,29,,214,1,215
CD. MADERO,236,,BAS,61,137,58,34,,290,2,292
CD. MADERO,237,,BAS,54,112,54,39,,259,3,262
CD. MADERO,237,,CONT,49,111,68,29,,257,5,262
CD. MADERO,238,,BAS,69,136,66,75,,346,3,349
CD. MADERO,238,,CONT,51,171,70,79,,371,6,377
CD. MADERO,239,,BAS,41,107,91,42,,281,2,283
CD. MADERO,239,,CONT,49,126,89,32,,296,7,303
CD. MADERO,240,,BAS,51,119,93,43,,306,3,309
CD. MADERO,240,,CONT,51,135,94,45,,325,3,328
CD. MADERO,241,,BAS,51,98,81,42,,272,1,273
CD. MADERO,241,,CONT,53,116,46,48,,263,3,266
CD. MADERO,242,,BAS,47,136,45,48,,276,5,281
CD. MADERO,242,,CONT,61,106,51,47,,265,4,269
CD. MADERO,242,,CONT2,49,122,64,51,,286,2,288
CD. MADERO,243,,BAS,39,133,36,31,,239,4,243
CD. MADERO,243,,CONT,43,121,30,26,,220,0,220
CD. MADERO,244,,BAS,57,146,81,61,,345,4,349
CD. MADERO,244,,CONT,56,155,76,51,,338,4,342
CD. MADERO,245,,BAS,40,108,57,51,,256,5,261
CD. MADERO,245,,CONT,36,126,63,43,,268,4,272
CD. MADERO,246,,BAS,43,99,80,68,,290,6,296
CD. MADERO,246,,CONT,43,121,67,52,,283,4,287
CD. MADERO,247,,BAS,52,127,54,35,,268,9,277
CD. MADERO,247,,CONT,52,130,59,37,,278,2,280
CD. MADERO,248,,BAS,27,73,70,35,,205,3,208
CD. MADERO,248,,CONT,19,87,61,36,,203,0,203
CD. MADERO,249,,BAS,24,79,75,24,,202,2,204
CD. MADERO,249,,CONT,26,85,62,27,,200,5,205
CD. MADERO,250,,BAS,44,180,57,59,,340,7,347
CD. MADERO,250,,BAS,60,172,61,71,,364,1,365
CD. MADERO,251,,BAS,28,113,52,51,,244,2,246
CD. MADERO,251,,CONT,31,103,63,43,,240,5,245
CD. MADERO,252,,BAS,30,92,52,35,,209,2,211
CD. MADERO,252,,CONT,38,84,67,36,,225,4,229
CD. MADERO,253,,BAS,71,169,82,55,,377,0,377
CD. MADERO,253,,CONT,69,153,90,34,,346,4,350
CD. MADERO,254,,BAS,40,112,43,67,,262,5,267
CD. MADERO,254,,CONT,40,144,60,66,,310,1,311
CD. MADERO,255,,BAS,40,96,60,28,,224,8,232
CD. MADERO,255,,CONT,34,90,56,34,,214,6,220
CD. MADERO,256,,BAS,36,158,73,48,,315,4,319
CD. MADERO,256,,CONT,52,139,77,29,,297,0,297
CD. MADERO,257,,BAS,58,117,33,49,,257,4,261
CD. MADERO,257,,CONT,56,140,42,30,,268,4,272
CD. MADERO,258,,BAS,51,99,39,42,,231,1,232
CD. MADERO,258,,CONT,52,112,43,49,,256,3,259
,,,,,,,,,,,
CRUILLAS,259,,BAS,25,343,0,0,,368,4,372
CRUILLAS,260,,BAS,2,112,0,0,,114,1,115
CRUILLAS,261,,BAS,2,151,0,0,,153,1,154
CRUILLAS,262,,BAS,8,169,0,0,,177,6,183
CRUILLAS,263,,BAS,0,46,0,0,,46,0,46
CRUILLAS,264,,BAS,4,227,0,0,,231,5,236
CRUILLAS,264,,EXT,1,60,0,0,,61,0,61
CRUILLAS,265,,BAS,3,258,0,0,,261,0,261
CRUILLAS,265,,EXT,0,52,0,0,,52,26,78
,,,,,,,,,,,
G”MEZ FARIAS,266,1,BAS,99,135,33,4,,271,7,278
G”MEZ FARIAS,266,2,CONT,53,167,39,1,,260,10,270
G”MEZ FARIAS,266,3,EXT1,47,114,4,1,,166,4,170
G”MEZ FARIAS,266,4,EXT2,41,120,2,0,,163,4,167
G”MEZ FARIAS,267,5,BAS,12,80,30,0,,122,6,128
G”MEZ FARIAS,268,6,BAS,61,144,31,2,,238,15,253
G”MEZ FARIAS,268,7,EXT1,43,112,8,0,,163,9,172
G”MEZ FARIAS,268,8,EXT2,58,101,8,0,,167,4,171
G”MEZ FARIAS,268,9,EXT3,57,101,2,0,,160,12,172
G”MEZ FARIAS,269,10,BAS,153,259,31,0,,443,16,459
G”MEZ FARIAS,270,11,BAS,100,183,7,0,,290,9,299
G”MEZ FARIAS,270,12,CONT,86,160,12,0,,258,14,272
G”MEZ FARIAS,271,13,BAS,127,208,4,1,,340,10,350
G”MEZ FARIAS,271,14,CONT,146,194,6,0,,346,11,357
G”MEZ FARIAS,272,15,BAS,83,90,3,0,,176,3,179
G”MEZ FARIAS,272,16,EXT1,105,136,1,0,,242,3,245
G”MEZ FARIAS,272,17,EXT2,132,88,3,0,,223,8,231
,,,,,,,,,,,
GONZ¡LEZ,273,,BAS,23,100,3,1,0,127,7,134
GONZ¡LEZ,274,,BAS,70,102,4,0,0,176,3,179
GONZ¡LEZ,275,,BAS,125,161,4,0,0,290,11,301
GONZ¡LEZ,275,,CONT,115,144,4,1,0,264,3,267
GONZ¡LEZ,276,,BAS,106,173,9,0,0,288,11,299
GONZ¡LEZ,276,,CONT,125,165,8,0,0,298,8,306
GONZ¡LEZ,277,,BAS,103,171,11,2,1,288,5,293
GONZ¡LEZ,277,,CONT,111,151,9,0,0,271,1,272
GONZ¡LEZ,278,,BAS,90,144,1,1,0,236,1,237
GONZ¡LEZ,278,,CONT,70,137,5,1,0,213,4,217
GONZ¡LEZ,279,,BAS,84,177,12,0,0,273,3,276
GONZ¡LEZ,279,,CONT,110,144,17,0,0,271,3,274
GONZ¡LEZ,280,,BAS,118,198,8,0,0,324,4,328
GONZ¡LEZ,280,,CONT,136,215,5,0,0,356,3,359
GONZ¡LEZ,281,,BAS,90,165,3,0,0,258,11,269
GONZ¡LEZ,281,,CONT,85,171,5,1,0,262,1,263
GONZ¡LEZ,282,,BAS,28,156,1,0,0,185,3,188
GONZ¡LEZ,282,,EXT,32,127,2,2,0,163,3,166
GONZ¡LEZ,283,,BAS,33,75,0,0,0,108,5,113
GONZ¡LEZ,283,,EXT,12,72,0,0,0,84,6,90
GONZ¡LEZ,284,,BAS,39,35,0,0,0,74,1,75
GONZ¡LEZ,284,,EXT,52,48,2,0,0,102,4,106
GONZ¡LEZ,285,,BAS,89,91,3,0,0,183,8,191
GONZ¡LEZ,285,,EXT,61,70,3,0,0,134,6,140
GONZ¡LEZ,286,,BAS,11,73,2,0,0,86,1,87
GONZ¡LEZ,286,,EXT,72,166,26,0,0,264,23,287
GONZ¡LEZ,287,,BAS,94,128,6,0,0,228,13,241
GONZ¡LEZ,287,,CONT,109,123,4,0,0,236,8,244
GONZ¡LEZ,288,,BAS,226,131,4,0,0,361,7,368
GONZ¡LEZ,288,,EXT,119,242,3,0,0,364,7,371
GONZ¡LEZ,289,,BAS,126,93,2,0,0,221,5,226
GONZ¡LEZ,289,,CONT,127,78,3,0,0,208,5,213
GONZ¡LEZ,290,,BAS,147,70,1,0,0,218,7,225
GONZ¡LEZ,290,,CONT,122,66,2,0,0,190,8,198
GONZ¡LEZ,291,,BAS,198,165,1,0,0,364,11,375
GONZ¡LEZ,292,,BAS,150,132,1,0,0,283,3,286
GONZ¡LEZ,292,,CONT,151,116,2,2,0,271,9,280
GONZ¡LEZ,293,,BAS,127,102,3,0,0,232,13,245
GONZ¡LEZ,293,,CONT,135,136,0,0,0,271,10,281
GONZ¡LEZ,294,,BAS,173,147,3,0,0,323,7,330
GONZ¡LEZ,294,,CONT,190,106,5,0,0,301,12,313
GONZ¡LEZ,295,,BAS,158,108,3,1,0,270,5,275
GONZ¡LEZ,295,,CONT,147,91,0,0,0,238,9,247
GONZ¡LEZ,296,,BAS,249,141,1,0,0,391,6,397
GONZ¡LEZ,297,,BAS,86,50,0,0,0,136,2,138
GONZ¡LEZ,297,,EXT,118,133,2,1,0,254,11,265
GONZ¡LEZ,298,,BAS,145,111,1,3,0,260,5,265
GONZ¡LEZ,298,,CONT,182,81,0,0,0,263,11,274
GONZ¡LEZ,299,,BAS,123,170,3,0,0,296,8,304
GONZ¡LEZ,300,,BAS,183,223,3,2,0,411,14,425
GONZ¡LEZ,301,,BAS,107,100,5,0,0,212,12,224
GONZ¡LEZ,301,,CONT,76,145,4,2,0,227,11,238
GONZ¡LEZ,302,,BAS,101,121,0,0,0,222,9,231
GONZ¡LEZ,302,,CONT,99,149,2,0,0,250,14,264
GONZ¡LEZ,303,,BAS,64,249,3,3,0,319,9,328
GONZ¡LEZ,304,,BAS,32,101,2,0,0,135,5,140
GONZ¡LEZ,305,,BAS,79,133,2,2,0,216,1,217
GONZ¡LEZ,306,,BAS,101,191,2,0,0,294,17,311
GONZ¡LEZ,306,,CONT,105,177,0,0,0,282,5,287
GONZ¡LEZ,307,,BAS,13,27,0,0,0,40,3,43
GONZ¡LEZ,308,,BAS,31,120,0,0,0,151,3,154
GONZ¡LEZ,309,,BAS,180,109,3,0,0,292,8,300
GONZ¡LEZ,309,,CONT,180,119,1,0,0,300,7,307
GONZ¡LEZ,310,,BAS,127,174,1,1,0,303,14,317
GONZ¡LEZ,310,,CONT,107,180,3,2,0,292,17,309
,,,,,,,,,,,
G‹…MEZ,311,,BAS,238,270,6,0,,514,11,525
G‹…MEZ,312,,BAS,222,225,8,0,,455,14,469
G‹…MEZ,313,,BAS,155,192,1,0,,348,13,361
G‹…MEZ,314,,BAS,245,184,0,0,,429,0,429
G‹…MEZ,315,,BAS,239,151,0,0,,390,7,397
G‹…MEZ,316,,BAS,106,257,3,0,,366,12,378
G‹…MEZ,316,,EXT,165,245,2,0,,412,7,419
G‹…MEZ,317,,BAS,123,128,8,0,,259,11,270
G‹…MEZ,317,,CONT,121,105,13,0,,239,0,239
G‹…MEZ,317,,EXT,103,66,1,1,,171,0,171
G‹…MEZ,318,,BAS,29,78,6,0,,113,9,122
G‹…MEZ,318,,EXT1,32,142,25,0,,199,0,199
G‹…MEZ,318,,EXT2,75,73,0,0,,148,3,151
G‹…MEZ,319,,BAS,131,241,3,2,,377,10,387
G‹…MEZ,320,,BAS,109,323,1,0,,433,28,461
G‹…MEZ,321,,BAS,105,333,4,4,,446,8,454
G‹…MEZ,322,,BAS,190,229,1,0,,420,3,423
G‹…MEZ,323,,BAS,12,46,1,0,,59,0,59
G‹…MEZ,324,,BAS,59,215,1,0,,275,6,281
G‹…MEZ,324,,CONT,39,225,3,1,,268,3,271
G‹…MEZ,325,,BAS,41,154,0,0,,195,6,201
G‹…MEZ,325,,EXT,24,90,7,2,,123,2,125
G‹…MEZ,326,,BAS,50,95,1,0,,146,5,151
,,,,,,,,,,,
GUERRERO,327,1,BAS,47,257,39,0,,343,14,357
GUERRERO,327,2,CONT,38,244,56,0,,338,6,344
GUERRERO,328,3,BAS,23,230,50,0,,303,12,315
GUERRERO,328,4,CONT,24,220,56,0,,300,3,303
GUERRERO,329,5,BAS,18,188,52,0,,258,11,269
GUERRERO,329,6,CONT,35,177,47,0,,259,11,270
GUERRERO,330,7,BAS,2,51,3,0,,56,0,56
,,,,,,,,,,,
G. DIAZ ORDAZ,332,,BAS,14,122,95,26,,257,9,266
G. DIAZ ORDAZ,332,,CONT,22,132,67,28,,249,5,254
G. DIAZ ORDAZ,333,,BAS,40,185,130,27,,382,3,385
G. DIAZ ORDAZ,333,,CONT,33,208,118,50,,409,7,416
G. DIAZ ORDAZ,334,,BAS,24,118,95,39,,276,14,290
G. DIAZ ORDAZ,334,,CONT,23,99,79,37,,238,28,266
G. DIAZ ORDAZ,335,,BAS,46,118,74,56,,294,3,297
G. DIAZ ORDAZ,335,,CONT,31,120,92,49,,292,6,298
G. DIAZ ORDAZ,336,,BAS,21,134,74,49,,278,10,288
G. DIAZ ORDAZ,336,,CONT,31,137,97,49,,314,10,324
G. DIAZ ORDAZ,337,,BAS,50,133,79,56,,318,7,325
G. DIAZ ORDAZ,337,,CONT,40,159,82,46,,327,11,338
G. DIAZ ORDAZ,338,,BAS,37,141,44,89,,311,7,318
G. DIAZ ORDAZ,338,,CONT,32,123,60,91,,306,6,312
G. DIAZ ORDAZ,339,,BAS,49,174,86,59,,368,17,385
G. DIAZ ORDAZ,339,,CONT,49,164,85,73,,371,18,389
G. DIAZ ORDAZ,340,,BAS,17,130,105,22,,274,6,280
G. DIAZ ORDAZ,340,,CONT,32,113,90,20,,255,10,265
G. DIAZ ORDAZ,341,,BAS,47,50,12,14,,123,1,124
G. DIAZ ORDAZ,342,,BAS,29,170,65,33,,297,17,314
G. DIAZ ORDAZ,343,,BAS,12,138,41,7,,198,16,214
G. DIAZ ORDAZ,344,,BAS,14,103,98,26,,241,10,251
G. DIAZ ORDAZ,344,,CONT,16,102,95,27,,240,3,243
G. DIAZ ORDAZ,345,,BAS,36,193,59,33,,321,10,331
,,,,,,,,,,,
HIDALGO,346,,BAS,10,174,203,26,,413,10,423
HIDALGO,346,,CONT,7,192,180,20,,399,16,415
HIDALGO,347,,BAS,3,160,149,9,,321,19,340
HIDALGO,347,,BAS,6,156,122,7,,291,21,312
HIDALGO,348,,CONT,9,145,147,10,,311,13,324
HIDALGO,348,,BAS,7,165,147,13,,332,7,339
HIDALGO,349,,CONT,12,107,131,13,,263,22,285
HIDALGO,349,,BAS,9,123,135,13,,280,13,293
HIDALGO,350,,BAS,8,172,86,4,,270,20,290
HIDALGO,350,,EXT,2,82,57,5,,146,9,155
HIDALGO,351,,BAS,4,149,43,6,,202,5,207
HIDALGO,352,,BAS,4,98,32,1,,135,3,138
HIDALGO,353,,BAS,7,150,59,4,,220,1,221
HIDALGO,353,,EXT,4,131,90,7,,232,11,243
HIDALGO,354,,BAS,10,346,84,16,,456,31,487
HIDALGO,354,,EXT,12,206,98,4,,320,9,329
HIDALGO,355,,BAS,5,115,117,12,,249,15,264
HIDALGO,355,,CONT,4,137,95,11,,247,13,260
HIDALGO,356,,BAS,4,249,195,19,,467,22,489
HIDALGO,356,,EXT,0,61,24,3,,88,1,89
HIDALGO,357,,BAS,6,73,49,3,,131,9,140
HIDALGO,357,,EXT,16,61,69,9,,155,6,161
HIDALGO,358,,BAS,30,236,101,10,,377,28,405
HIDALGO,359,,BAS,11,230,104,8,,353,16,369
HIDALGO,359,,CONT,13,192,98,14,,317,17,334
HIDALGO,360,,BAS,3,165,149,14,,331,4,335
HIDALGO,360,,CONT,3,146,141,7,,297,15,312
HIDALGO,361,,BAS,1,10,3,0,,14,0,14
HIDALGO,362,,BAS,9,102,27,1,,139,5,144
HIDALGO,363,,BAS,23,146,42,3,,214,7,221
HIDALGO,363,,CONT,27,201,33,10,,271,7,278
HIDALGO,364,,BAS,54,209,75,10,,348,2,350
HIDALGO,364,,CONT,32,206,109,5,,352,15,367
HIDALGO,365,,BAS,30,148,41,5,,224,4,228
HIDALGO,365,,CONT,37,120,27,5,,189,15,204
HIDALGO,366,,BAS,19,94,66,12,,191,6,197
HIDALGO,366,,CONT,23,113,57,13,,206,8,214
HIDALGO,367,,BAS,32,166,65,6,,269,22,291
HIDALGO,367,,CONT,33,136,93,2,,264,15,279
,,,,,,,,,,,
JAUMAVE,368,22,BAS,229,170,7,2,0,408,10,418
JAUMAVE,368,5,EXT,130,128,0,0,0,258,6,264
JAUMAVE,369,19,BAS,178,145,5,0,0,328,8,336
JAUMAVE,369,1,CONT1,175,145,12,1,0,333,10,343
JAUMAVE,369,8,CONT2,142,180,3,0,0,325,10,335
JAUMAVE,370,6,BAS,200,152,5,0,0,357,5,362
JAUMAVE,370,4,CONT1,157,172,5,0,0,334,7,341
JAUMAVE,371,18,BAS,94,200,1,2,0,297,10,307
JAUMAVE,372,9,BAS,80,205,2,0,0,287,4,291
JAUMAVE,372,10,CONT,107,150,1,0,0,258,5,263
JAUMAVE,372,7,EXT1,33,71,0,0,0,104,3,107
JAUMAVE,372,3,EXT2,31,58,0,0,0,89,4,93
JAUMAVE,373,21,BAS,110,140,0,1,0,251,6,257
JAUMAVE,374,17,BAS,103,93,0,2,0,198,1,199
JAUMAVE,375,15,BAS,236,264,1,0,0,501,9,510
JAUMAVE,375,11,EXT,92,171,0,0,0,263,5,268
JAUMAVE,376,16,BAS,108,159,0,0,0,267,6,273
JAUMAVE,376,2,EXT,91,128,7,0,0,226,2,228
JAUMAVE,377,14,BAS,151,124,7,1,2,285,3,288
JAUMAVE,377,13,CONT,106,150,0,0,0,256,8,264
JAUMAVE,377,20,EXT,90,58,0,0,0,148,1,149
JAUMAVE,378,23,BAS,193,190,4,3,0,390,16,406
JAUMAVE,379,24,BAS,15,34,0,0,0,49,0,49
JAUMAVE,380,12,BAS,69,62,2,1,0,134,2,136
,,,,,,,,,,,
JIM…NEZ,381,,BAS,15,261,106,0,0,382,16,398
JIM…NEZ,381,,CONT,16,267,106,0,0,389,0,389
JIM…NEZ,382,,BAS,12,233,62,6,1,314,5,319
JIM…NEZ,382,,CONT,15,232,70,0,0,317,15,332
JIM…NEZ,383,,BAS,15,252,73,12,0,352,17,369
JIM…NEZ,384,,BAS,21,296,134,0,0,451,23,474
JIM…NEZ,384,,EXT,6,162,24,0,0,192,20,212
JIM…NEZ,385,,BAS,17,181,84,0,0,282,13,295
JIM…NEZ,385,,CONT,16,176,93,0,0,285,13,298
JIM…NEZ,386,,BAS,5,127,40,4,0,176,12,188
JIM…NEZ,386,,EXT,1,75,35,0,0,111,2,113
JIM…NEZ,387,,BAS,2,222,13,0,0,237,6,243
JIM…NEZ,388,,BAS,8,153,66,0,0,227,16,243
JIM…NEZ,388,,CONT,9,145,54,0,0,208,26,234
,,,,,,,,,,,
LLERA,389,,BAS,118,139,8,3,,268,8,276
LLERA,389,,CONT,110,154,8,3,,275,6,281
LLERA,390,,BAS,126,135,11,2,,274,8,282
LLERA,390,,CONT,128,139,21,1,,289,4,293
LLERA,391,,BAS,154,203,17,4,,378,13,391
LLERA,391,,CONT,156,194,11,2,,363,9,372
LLERA,392,,BAS,31,55,1,0,,87,4,91
LLERA,393,,BAS,63,217,3,2,,285,7,292
LLERA,393,,EXT,50,62,1,0,,113,4,117
LLERA,394,,BAS,95,189,2,0,,286,3,289
LLERA,394,,CONT,85,172,7,1,,265,7,272
LLERA,395,,BAS,148,193,3,1,,345,3,348
LLERA,396,,BAS,90,151,14,2,,257,6,263
LLERA,396,,CONT,83,142,17,5,,247,4,251
LLERA,397,,BAS,151,161,3,5,,320,14,334
LLERA,397,,CONT,118,145,1,5,,269,13,282
LLERA,398,,BAS,145,154,2,1,,302,5,307
LLERA,399,,BAS,84,74,2,1,,161,4,165
LLERA,399,,EXT,63,78,3,2,,146,3,149
LLERA,400,,BAS,104,171,23,2,,300,9,309
LLERA,400,,EXT,96,88,1,1,,186,3,189
LLERA,401,,BAS,192,215,13,1,,421,4,425
LLERA,402,,BAS,139,253,2,3,,397,6,403
LLERA,403,,BAS,4,59,1,0,,64,1,65
LLERA,403,,CONT,57,58,1,1,,117,14,131
LLERA,404,,BAS,259,185,2,2,,448,6,454
LLERA,404,,CONT,56,164,1,1,,222,0,222
LLERA,405,,BAS,202,224,2,0,,428,44,472
LLERA,406,,BAS,85,139,2,1,,227,6,233
LLERA,407,,BAS,225,205,5,1,,436,3,439
,,,,,,,,,,,
MAINERO,408,,BAS,49,123,0,0,,172,6,178
MAINERO,408,,EXT,42,130,1,0,,173,4,177
MAINERO,409,,BAS,110,214,4,0,,328,6,334
MAINERO,410,,BAS,167,231,0,0,,398,12,410
MAINERO,410,,EXT,47,70,0,0,,117,5,122
MAINERO,411,,BAS,110,203,7,0,,320,13,333
,,,,,,,,,,,
MANTE,412,,BAS,42,133,62,9,,246,5,251
MANTE,412,,CONT,48,157,42,10,,257,6,263
MANTE,413,,BAS,67,159,5,33,,264,6,270
MANTE,413,,CONT,74,167,5,32,,278,11,289
MANTE,414,,BAS,60,254,9,10,,333,10,343
MANTE,415,,BAS,65,173,8,7,,253,7,260
MANTE,415,,CONT,73,172,20,6,,271,4,275
MANTE,416,,BAS,63,187,20,11,,281,5,286
MANTE,416,,CONT1,49,197,20,4,,270,5,275
MANTE,416,,CONT2,58,189,21,5,,273,4,277
MANTE,417,,BAS,72,283,16,13,,384,1,385
MANTE,417,,CONT,72,280,19,11,,382,6,388
MANTE,418,,BAS,66,185,18,3,,272,4,276
MANTE,418,,CONT,50,181,7,8,,246,4,250
MANTE,419,,BAS,37,161,9,2,,209,7,216
MANTE,419,,CONT,39,169,10,3,,221,2,223
MANTE,420,,BAS,67,248,16,9,,340,9,349
MANTE,420,,CONT,71,234,13,11,,329,9,338
MANTE,421,,BAS,64,253,14,6,,337,5,342
MANTE,421,,CONT,88,189,18,4,,299,2,301
MANTE,422,,BAS,93,232,18,7,,350,10,360
MANTE,422,,CONT,78,240,11,7,,336,0,336
MANTE,423,,BAS,40,189,13,8,,250,7,257
MANTE,423,,CONT,47,205,17,5,,274,6,280
MANTE,424,,BAS,70,287,26,1,,384,0,384
MANTE,424,,CONT,65,286,23,6,,380,5,385
MANTE,425,,BAS,53,187,12,4,,256,3,259
MANTE,425,,CONT,60,184,17,2,,263,7,270
MANTE,426,,BAS,48,197,12,7,,264,9,273
MANTE,426,,CONT1,45,197,8,6,,256,12,268
MANTE,426,,CONT2,55,171,7,6,,239,7,246
MANTE,427,,BAS,32,184,8,1,,225,4,229
MANTE,427,,CONT,32,196,5,3,,236,5,241
MANTE,428,,BAS,65,187,9,1,,262,8,270
MANTE,428,,CONT,69,204,4,6,,283,7,290
MANTE,429,,BAS,61,216,15,2,,294,7,301
MANTE,429,,CONT1,74,205,8,6,,293,1,294
MANTE,429,,CONT2,62,200,17,0,,279,7,286
MANTE,430,,BAS,89,180,5,3,,277,6,283
MANTE,430,,CONT,67,165,10,7,,249,13,262
MANTE,431,,BAS,71,160,18,5,,254,6,260
MANTE,431,,CONT,63,144,15,5,,227,6,233
MANTE,432,,BAS,75,210,9,2,,296,12,308
MANTE,432,,CONT,76,223,24,1,,324,6,330
MANTE,433,,BAS,48,204,11,4,,267,3,270
MANTE,433,,CONT,64,153,19,2,,238,5,243
MANTE,434,,BAS,66,182,25,6,,279,6,285
MANTE,435,,BAS,41,167,16,2,,226,5,231
MANTE,435,,CONT,54,184,15,4,,257,4,261
MANTE,436,,BAS,63,189,7,2,,261,8,269
MANTE,436,,CONT,72,214,10,4,,300,5,305
MANTE,437,,BAS,80,182,13,2,,277,12,289
MANTE,437,,CONT,82,151,9,4,,246,5,251
MANTE,438,,BAS,88,237,11,9,,345,3,348
MANTE,439,,BAS,66,207,28,7,,308,6,314
MANTE,439,,CONT,64,194,21,5,,284,3,287
MANTE,440,,BAS,80,202,16,3,,301,2,303
MANTE,440,,CONT,100,182,11,7,,300,4,304
MANTE,441,,BAS,77,151,14,4,,246,10,256
MANTE,441,,CONT,58,144,12,2,,216,5,221
MANTE,442,,BAS,53,121,15,4,,193,5,198
MANTE,442,,CONT,52,132,13,3,,200,1,201
MANTE,443,,BAS,64,142,18,5,,229,3,232
MANTE,443,,CONT,66,133,14,3,,216,5,221
MANTE,444,,BAS,60,163,15,7,,245,8,253
MANTE,445,,BAS,71,222,20,5,,318,6,324
MANTE,445,,CONT,87,224,13,4,,328,11,339
MANTE,446,,BAS,34,145,24,3,,206,0,206
MANTE,446,,CONT,26,159,20,2,,207,2,209
MANTE,447,,BAS,37,172,24,9,,242,10,252
MANTE,447,,CONT,50,158,21,11,,240,9,249
MANTE,448,,BAS,67,226,15,11,,319,5,324
MANTE,448,,CONT1,77,242,12,9,,340,7,347
MANTE,448,,CONT2,70,219,18,9,,316,4,320
MANTE,449,,BAS,89,216,12,8,,325,8,333
MANTE,449,,CONT,70,222,12,14,,318,7,325
MANTE,450,,BAS,63,228,19,6,,316,6,322
MANTE,450,,CONT,69,201,13,8,,291,6,297
MANTE,451,,BAS,98,176,40,9,,323,4,327
MANTE,451,,CONT,99,192,27,7,,325,10,335
MANTE,452,,BAS,91,170,21,5,,287,5,292
MANTE,452,,CONT,79,187,28,7,,301,12,313
MANTE,453,,BAS,71,129,13,3,,216,1,217
MANTE,453,,CONT,49,122,15,6,,192,5,197
MANTE,454,,BAS,67,155,10,10,,242,5,247
MANTE,455,,BAS,54,208,15,9,,286,3,289
MANTE,455,,CONT1,77,188,14,9,,288,6,294
MANTE,455,,CONT2,90,196,15,3,,304,2,306
MANTE,456,,BAS,69,200,18,8,,295,5,300
MANTE,456,,CONT,57,219,15,5,,296,5,301
MANTE,457,,BAS,51,194,12,3,,260,5,265
MANTE,457,,CONT,56,201,11,8,,276,9,285
MANTE,458,,BAS,65,180,21,7,,273,8,281
MANTE,458,,CONT1,40,212,14,8,,274,2,276
MANTE,458,,CONT2,66,186,22,9,,283,7,290
MANTE,459,,BAS,33,181,11,1,,226,6,232
MANTE,459,,CONT,30,173,15,4,,222,1,223
MANTE,460,,BAS,58,158,22,14,,252,6,258
MANTE,460,,CONT,61,153,21,18,,253,2,255
MANTE,461,,BAS,82,229,18,8,,337,8,345
MANTE,461,,CONT,92,212,16,8,,328,3,331
MANTE,462,,BAS,90,214,18,8,,330,5,335
MANTE,462,,CONT,97,208,11,6,,322,5,327
MANTE,463,,BAS,48,152,11,7,,218,2,220
MANTE,463,,CONT,38,173,17,5,,233,3,236
