MUNICIPIO,SECCION,CASILLA,TIPO,PAN,PRI,PRD-PC,PT,PVEM,VALIDOS,NULOS,TOTAL
MATAMOROS,653,,CONT2,122,180,1,4,0,307,7,314
MATAMOROS,653,,CONT3,136,166,0,8,3,313,9,322
MATAMOROS,653,,CONT4,140,150,1,7,2,300,4,304
MATAMOROS,653,,CONT5,136,149,3,8,3,299,4,303
MATAMOROS,654,,BAS,136,144,3,4,2,289,5,294
MATAMOROS,654,,CONT1,121,152,1,2,2,278,1,279
MATAMOROS,654,,CONT2,124,145,2,4,0,275,17,292
MATAMOROS,654,,CONT3,134,138,0,2,3,277,3,280
MATAMOROS,654,,CONT4,112,144,1,3,6,266,3,269
MATAMOROS,654,,CONT5,132,157,0,0,4,293,3,296
MATAMOROS,655,,BAS,125,158,1,6,4,294,1,295
MATAMOROS,655,,CONT,118,138,1,3,3,263,3,266
MATAMOROS,656,,BAS,118,159,4,3,1,285,5,290
MATAMOROS,656,,CONT,133,155,0,3,2,293,4,297
MATAMOROS,657,,BAS,113,213,4,4,2,336,24,360
MATAMOROS,657,,CONT1,112,224,0,6,1,343,0,343
MATAMOROS,657,,CONT2,110,211,2,8,4,335,9,344
MATAMOROS,658,,BAS,93,207,3,8,4,315,4,319
MATAMOROS,658,,CONT,82,215,3,5,4,309,9,318
MATAMOROS,659,,BAS,71,166,3,5,1,246,4,250
MATAMOROS,659,,CONT1,71,182,1,6,2,262,3,265
MATAMOROS,659,,CONT2,84,142,1,3,1,231,7,238
MATAMOROS,660,,BAS,138,167,1,4,3,313,6,319
MATAMOROS,660,,CONT,127,174,1,8,3,313,3,316
MATAMOROS,661,,BAS,121,140,3,2,8,274,9,283
MATAMOROS,661,,CONT,127,145,3,5,3,283,4,287
MATAMOROS,662,,BAS,171,163,5,8,0,347,6,353
MATAMOROS,662,,CONT1,158,144,1,7,1,311,7,318
MATAMOROS,662,,CONT2,148,167,0,6,3,324,8,332
MATAMOROS,663,,BAS,113,142,1,11,3,270,5,275
MATAMOROS,663,,CONT1,82,151,2,6,3,244,12,256
MATAMOROS,663,,CONT2,89,145,1,7,0,242,6,248
MATAMOROS,664,,BAS,111,163,3,14,3,294,7,301
MATAMOROS,664,,CONT,140,178,2,7,1,328,4,332
MATAMOROS,665,,BAS,89,137,1,3,3,233,0,233
MATAMOROS,665,,CONT1,93,110,0,13,1,217,14,231
MATAMOROS,665,,CONT2,88,127,0,2,0,217,14,231
MATAMOROS,666,,BAS,132,143,3,6,2,286,4,290
MATAMOROS,666,,CONT1,152,131,1,2,2,288,8,296
MATAMOROS,666,,CONT2,127,133,4,3,0,267,7,274
MATAMOROS,667,,BAS,109,190,5,5,4,313,10,323
MATAMOROS,667,,CONT,132,211,5,7,4,359,8,367
MATAMOROS,668,,BAS,130,173,2,10,2,317,8,325
MATAMOROS,668,,CONT1,110,186,2,4,3,305,7,312
MATAMOROS,668,,CONT2,131,171,3,3,7,315,2,317
MATAMOROS,669,,BAS,134,185,4,5,1,329,5,334
MATAMOROS,669,,CONT1,138,180,3,2,3,326,3,329
MATAMOROS,669,,CONT2,126,189,2,3,1,321,6,327
MATAMOROS,669,,CONT3,144,182,2,7,4,339,2,341
MATAMOROS,669,,CONT4,118,210,4,2,4,338,8,346
MATAMOROS,670,,BAS,117,182,2,7,3,311,5,316
MATAMOROS,670,,CONT1,114,162,3,5,2,286,13,299
MATAMOROS,670,,CONT2,106,174,2,7,1,290,5,295
MATAMOROS,670,,CONT3,123,171,4,7,1,306,3,309
MATAMOROS,670,,CONT4,107,169,2,5,4,287,8,295
MATAMOROS,671,,BAS,142,177,2,1,3,325,0,325
MATAMOROS,671,,CONT1,157,144,0,5,3,309,8,317
MATAMOROS,671,,CONT2,124,169,0,4,1,298,5,303
MATAMOROS,672,,BAS,159,147,1,9,4,320,3,323
MATAMOROS,672,,CONT,141,161,3,4,0,309,12,321
MATAMOROS,672,,EXT1,117,180,2,3,5,307,2,309
MATAMOROS,672,,EXT2,119,196,1,6,8,330,2,332
MATAMOROS,672,,EXT3,116,172,1,5,3,297,2,299
MATAMOROS,672,,EXT4,114,192,4,3,4,317,5,322
MATAMOROS,672,,EXT5,131,183,1,6,2,323,5,328
MATAMOROS,673,,BAS,101,116,3,5,1,226,14,240
MATAMOROS,673,,CONT1,114,122,1,3,3,243,3,246
MATAMOROS,673,,CONT2,94,134,2,3,3,236,11,247
MATAMOROS,674,,BAS,92,149,6,3,5,255,6,261
MATAMOROS,674,,CONT,100,151,4,6,4,265,4,269
MATAMOROS,675,,BAS,178,186,4,1,4,373,8,381
MATAMOROS,675,,CONT1,162,188,3,6,2,361,11,372
MATAMOROS,675,,CONT2,163,134,2,3,3,305,6,311
MATAMOROS,676,,BAS,154,174,0,5,0,333,0,333
MATAMOROS,676,,CONT1,160,180,1,8,5,354,9,363
MATAMOROS,676,,CONT2,158,175,5,9,4,351,10,361
MATAMOROS,676,,CONT3,154,179,1,3,2,339,0,339
MATAMOROS,677,,BAS,140,161,5,5,2,313,5,318
MATAMOROS,677,,CONT1,147,138,2,3,3,293,11,304
MATAMOROS,677,,CONT2,149,142,3,1,2,297,12,309
MATAMOROS,678,,BAS,93,95,1,4,3,196,0,196
MATAMOROS,678,,CONT,91,117,3,4,0,215,4,219
MATAMOROS,679,,BAS,132,166,4,2,0,304,4,308
MATAMOROS,679,,EXT,34,61,0,1,2,98,9,107
MATAMOROS,680,,BAS,74,128,0,2,1,205,7,212
MATAMOROS,680,,CONT,82,87,2,2,0,173,5,178
MATAMOROS,681,,BAS,216,175,3,5,5,404,10,414
MATAMOROS,682,,BAS,178,118,1,2,0,299,5,304
MATAMOROS,682,,CONT,183,132,0,2,1,318,9,327
MATAMOROS,683,,BAS,192,184,8,6,1,391,16,407
MATAMOROS,683,,EXT,0,0,0,1,3,4,10,14
MATAMOROS,684,,BAS,122,192,1,3,0,318,7,325
MATAMOROS,684,,CONT,123,202,2,2,0,329,10,339
MATAMOROS,685,,BAS,174,186,2,6,0,368,5,373
MATAMOROS,685,,CONT,189,181,0,1,1,372,5,377
MATAMOROS,686,,BAS,100,140,3,1,0,244,4,248
MATAMOROS,686,,CONT,124,87,4,2,0,217,2,219
MATAMOROS,686,,EXT,148,98,5,2,0,253,7,260
MATAMOROS,687,,BAS,166,213,1,4,4,388,11,399
MATAMOROS,687,,CONT,166,223,6,6,0,401,4,405
MATAMOROS,688,,BAS,81,155,1,0,1,238,6,244
MATAMOROS,688,,CONT,86,175,2,2,3,268,9,277
MATAMOROS,689,,BAS,207,214,1,2,1,425,9,434
MATAMOROS,690,,BAS,136,130,1,3,1,271,8,279
MATAMOROS,690,,CONT,148,133,2,3,0,286,16,302
MATAMOROS,691,,BAS,69,118,0,4,1,192,5,197
MATAMOROS,691,,CONT,64,162,0,6,2,234,1,235
MATAMOROS,692,,BAS,34,159,0,1,1,195,0,195
MATAMOROS,692,,EXT,57,33,4,3,1,98,3,101
MATAMOROS,693,,BAS,76,128,2,9,3,218,12,230
MATAMOROS,693,,CONT,83,127,2,3,0,215,12,227
MATAMOROS,693,,EXT,15,65,0,0,0,80,3,83
MATAMOROS,694,,BAS,89,84,1,4,3,181,3,184
MATAMOROS,694,,CONT,83,115,0,2,0,200,7,207
MATAMOROS,694,,EXT,27,143,0,4,1,175,6,181
MATAMOROS,695,,BAS,114,143,0,3,3,263,2,265
MATAMOROS,695,,CONT,89,169,1,3,3,265,5,270
MATAMOROS,696,,BAS,122,230,0,5,0,357,5,362
MATAMOROS,697,,BAS,186,218,1,2,7,414,12,426
MATAMOROS,697,,EXT,64,133,0,0,0,197,8,205
MATAMOROS,698,,BAS,155,226,0,5,0,386,0,386
MATAMOROS,698,,CONT,0,0,0,0,0,0,0,0
MATAMOROS,699,,BAS,71,83,2,6,3,165,5,170
MATAMOROS,699,,CONT,91,143,3,3,2,242,3,245
MATAMOROS,699,,EXT,172,172,1,0,0,345,11,356
MATAMOROS,701,,BAS,72,129,1,0,2,204,3,207
MATAMOROS,701,,EXT,50,68,3,4,1,126,6,132
MATAMOROS,702,,BAS,206,138,0,3,0,347,8,355
MATAMOROS,703,,BAS,113,185,1,2,1,302,6,308
MATAMOROS,703,,EXT,111,166,0,2,0,279,9,288
MATAMOROS,704,,BAS,19,45,0,0,0,64,6,70
MATAMOROS,704,,EXT,47,93,0,0,0,140,1,141
MATAMOROS,705,,BAS,88,218,0,5,0,311,14,325
MATAMOROS,706,,BAS,139,238,3,1,1,382,7,389
MATAMOROS,707,,BAS,61,47,0,0,1,109,0,109
MATAMOROS,708,,BAS,73,77,0,3,1,154,4,158
MATAMOROS,709,,BAS,156,188,5,3,0,352,9,361
MATAMOROS,709,,CONT1,126,203,1,8,0,338,20,358
MATAMOROS,709,,CONT2,158,169,3,5,1,336,12,348
,,,,,,,,,,,
MENDEZ,710,1,BAS,81,285,74,0,,440,13,453
MENDEZ,711,2,BAS,57,121,19,0,,197,6,203
MENDEZ,711,3,EXT,87,79,12,0,,178,12,190
MENDEZ,712,4,BAS,107,221,20,0,,348,18,366
MENDEZ,712,5,CONT,109,223,5,0,,337,14,351
MENDEZ,713,6,BAS,197,241,7,0,,445,19,464
MENDEZ,714,7,BAS,42,124,20,0,,186,7,193
MENDEZ,714,8,EXT,33,70,18,2,,123,4,127
MENDEZ,715,9,BAS,23,100,40,0,,163,11,174
,,,,,,,,,,,
MIER,716,1,BAS,100,147,8,0,,255,14,269
MIER,716,2,CONT,128,136,2,1,,267,10,277
MIER,717,3,BAS,94,183,12,0,,289,6,295
MIER,717,4,CONT,133,161,5,0,,299,6,305
MIER,718,5,BAS,134,193,8,0,,335,7,342
MIER,719,6,BAS,112,115,5,0,,232,3,235
MIER,719,7,CONT,92,132,6,0,,230,9,239
MIER,720,8,BAS,127,121,8,0,,256,5,261
MIER,720,9,CONT,137,118,12,0,,267,6,273
MIER,721,10,BAS,129,92,5,0,,226,4,230
MIER,721,11,CONT,131,69,10,4,,214,3,217
,,,,,,,,,,,
MIGUEL ALEMAN,722,,BAS,37,137,51,0,,225,7,232
MIGUEL ALEMAN,722,,CONT,29,147,47,0,,223,10,233
MIGUEL ALEMAN,723,,BAS,61,227,60,0,,348,7,355
MIGUEL ALEMAN,723,,CONT,78,186,75,0,,339,12,351
MIGUEL ALEMAN,724,,BAS,38,120,62,2,,222,17,239
MIGUEL ALEMAN,724,,CONT,35,98,41,0,,174,5,179
MIGUEL ALEMAN,725,,BAS,37,137,45,0,,219,6,225
MIGUEL ALEMAN,725,,CONT,26,146,47,0,,219,2,221
MIGUEL ALEMAN,726,,BAS,24,134,39,3,,200,4,204
MIGUEL ALEMAN,726,,CONT,27,138,31,0,,196,5,201
MIGUEL ALEMAN,727,,BAS,58,139,66,0,,263,8,271
MIGUEL ALEMAN,727,,CONT,41,165,58,0,,264,9,273
MIGUEL ALEMAN,728,,BAS,41,175,51,0,,267,5,272
MIGUEL ALEMAN,728,,CONT,48,145,80,1,,274,4,278
MIGUEL ALEMAN,729,,BAS,42,137,42,0,,221,4,225
MIGUEL ALEMAN,729,,CONT,43,150,38,0,,231,6,237
MIGUEL ALEMAN,730,,BAS,48,128,74,0,,250,2,252
MIGUEL ALEMAN,730,,CONT,46,151,58,0,,255,8,263
MIGUEL ALEMAN,731,,BAS,73,223,44,0,,340,6,346
MIGUEL ALEMAN,732,,BAS,43,116,38,2,,199,6,205
MIGUEL ALEMAN,732,,CONT,34,129,20,0,,183,5,188
MIGUEL ALEMAN,733,,BAS,69,104,24,0,,197,11,208
MIGUEL ALEMAN,733,,CONT,78,138,27,0,,243,6,249
MIGUEL ALEMAN,733,,EXT1,133,195,29,0,,357,22,379
MIGUEL ALEMAN,734,,BAS,41,161,47,0,,249,2,251
MIGUEL ALEMAN,734,,CONT,40,138,53,0,,231,8,239
MIGUEL ALEMAN,735,,BAS,76,187,51,3,,317,8,325
MIGUEL ALEMAN,735,,CONT,61,167,57,0,,285,13,298
MIGUEL ALEMAN,736,,BAS,33,116,30,0,,179,5,184
MIGUEL ALEMAN,736,,CONT,34,97,44,0,,175,17,192
MIGUEL ALEMAN,737,,BAS,35,122,29,0,,186,8,194
MIGUEL ALEMAN,738,,BAS,37,137,59,1,,234,1,235
MIGUEL ALEMAN,738,,CONT,39,124,45,0,,208,10,218
MIGUEL ALEMAN,739,,BAS,76,141,43,0,,260,4,264
MIGUEL ALEMAN,739,,CONT1,64,139,63,0,,266,3,269
MIGUEL ALEMAN,739,,CONT2,63,160,34,0,,257,10,267
MIGUEL ALEMAN,740,,BAS,70,172,27,0,,269,7,276
MIGUEL ALEMAN,741,,BAS,8,39,10,0,,57,2,59
MIGUEL ALEMAN,742,,BAS,20,45,3,0,,68,1,69
MIGUEL ALEMAN,743,,BAS,20,106,19,0,,145,9,154
MIGUEL ALEMAN,744,,BAS,34,139,10,2,,185,3,188
,,,,,,,,,,,
MIQUIHUANA,745,,BAS,24,216,88,2,2,332,14,346
MIQUIHUANA,745,,EXT1,5,60,29,2,0,96,6,102
MIQUIHUANA,745,,EXT2,10,193,64,0,0,267,26,293
MIQUIHUANA,746,,BAS,44,152,105,0,0,301,17,318
MIQUIHUANA,747,,BAS,7,48,10,0,0,65,2,67
MIQUIHUANA,747,,EXT1,33,214,120,0,0,367,18,385
MIQUIHUANA,747,,EXT2,8,46,20,0,0,74,3,77
MIQUIHUANA,748,,BAS,17,71,43,0,0,131,5,136
,,,,,,,,,,,
NUEVO LAREDO,749,,BAS,31,140,63,3,1,238,13,251
NUEVO LAREDO,749,,CONT1,39,148,64,2,0,253,7,260
NUEVO LAREDO,749,,CONT2,29,170,70,2,0,271,8,279
NUEVO LAREDO,749,,CONT3,34,178,64,0,0,276,0,276
NUEVO LAREDO,750,,BAS,51,133,44,3,2,233,5,238
NUEVO LAREDO,750,,CONT1,38,156,42,3,2,241,2,243
NUEVO LAREDO,750,,CONT2,39,140,40,2,2,223,5,228
NUEVO LAREDO,750,,CONT3,46,146,37,1,1,231,8,239
NUEVO LAREDO,750,,CONT4,42,141,51,0,0,234,5,239
NUEVO LAREDO,751,,BAS,62,151,47,4,2,266,11,277
NUEVO LAREDO,752,,BAS,32,147,54,3,0,236,6,242
NUEVO LAREDO,752,,CONT,49,133,53,0,0,235,0,235
NUEVO LAREDO,753,,BAS,52,94,40,3,3,192,5,197
NUEVO LAREDO,753,,CONT,38,103,36,4,2,183,6,189
NUEVO LAREDO,754,,BAS,62,132,59,7,0,260,6,266
NUEVO LAREDO,754,,CONT1,58,166,60,3,5,292,17,309
NUEVO LAREDO,754,,CONT2,56,147,39,1,0,243,0,243
NUEVO LAREDO,754,,CONT3,85,146,61,0,1,293,9,302
NUEVO LAREDO,754,,CONT4,52,157,50,5,0,264,5,269
NUEVO LAREDO,755,,BAS,30,129,37,2,3,201,7,208
NUEVO LAREDO,755,,CONT1,38,126,30,4,0,198,8,206
NUEVO LAREDO,755,,CONT2,35,116,42,1,2,196,3,199
NUEVO LAREDO,756,,BAS,55,180,51,6,0,292,0,292
NUEVO LAREDO,756,,CONT1,69,165,45,0,2,281,6,287
NUEVO LAREDO,756,,CONT2,62,161,46,5,0,274,15,289
NUEVO LAREDO,756,,CONT3,66,169,46,4,2,287,0,287
NUEVO LAREDO,756,,CONT4,43,170,61,0,3,277,5,282
NUEVO LAREDO,757,,BAS,55,111,39,4,2,211,12,223
NUEVO LAREDO,757,,CONT1,65,113,52,4,0,234,11,245
NUEVO LAREDO,757,,CONT2,49,126,69,3,1,248,8,256
NUEVO LAREDO,758,,BAS,47,137,57,2,0,243,5,248
NUEVO LAREDO,758,,CONT1,65,132,43,3,3,246,6,252
NUEVO LAREDO,758,,CONT2,45,128,51,7,1,232,9,241
NUEVO LAREDO,758,,CONT3,47,130,52,6,2,237,4,241
NUEVO LAREDO,759,,BAS,48,150,67,3,4,272,3,275
NUEVO LAREDO,759,,CONT1,42,133,75,3,0,253,6,259
NUEVO LAREDO,759,,CONT2,45,147,58,2,1,253,8,261
NUEVO LAREDO,759,,CONT3,40,175,78,1,1,295,5,300
NUEVO LAREDO,759,,CONT4,50,150,71,0,2,273,6,279
NUEVO LAREDO,760,,BAS,71,139,72,7,1,290,6,296
NUEVO LAREDO,760,,CONT,87,120,53,3,4,267,9,276
NUEVO LAREDO,761,,BAS,46,104,50,0,0,200,4,204
NUEVO LAREDO,761,,CONT1,53,101,41,3,1,199,2,201
NUEVO LAREDO,761,,CONT2,62,100,40,3,0,205,4,209
NUEVO LAREDO,762,,BAS,52,129,41,2,2,226,9,235
NUEVO LAREDO,762,,CONT1,57,134,28,3,2,224,5,229
NUEVO LAREDO,762,,CONT2,63,129,33,1,1,227,9,236
NUEVO LAREDO,763,,BAS,63,142,38,1,0,244,9,253
NUEVO LAREDO,763,,CONT,66,130,41,2,0,239,9,248
NUEVO LAREDO,764,,BAS,42,127,45,1,2,217,1,218
NUEVO LAREDO,764,,CONT,45,131,37,5,0,218,6,224
NUEVO LAREDO,765,,BAS,60,147,40,2,1,250,17,267
NUEVO LAREDO,765,,CONT1,82,146,59,5,1,293,5,298
NUEVO LAREDO,765,,CONT2,59,147,52,3,0,261,5,266
NUEVO LAREDO,766,,BAS,44,146,67,5,3,265,7,272
NUEVO LAREDO,766,,CONT,59,156,70,2,4,291,9,300
NUEVO LAREDO,767,,BAS,72,126,59,8,2,267,8,275
NUEVO LAREDO,767,,CONT,75,126,44,2,2,249,9,258
NUEVO LAREDO,768,,BAS,61,134,46,7,1,249,10,259
NUEVO LAREDO,769,,BAS,49,78,50,0,1,178,0,178
NUEVO LAREDO,769,,CONT,37,92,44,5,3,181,1,182
NUEVO LAREDO,770,,BAS,52,116,48,2,4,222,4,226
NUEVO LAREDO,770,,CONT,53,79,46,5,3,186,2,188
NUEVO LAREDO,771,,BAS,48,124,57,3,2,234,6,240
NUEVO LAREDO,772,,BAS,47,72,38,0,2,159,2,161
NUEVO LAREDO,773,,BAS,26,88,14,1,6,135,2,137
NUEVO LAREDO,773,,CONT,31,84,22,0,1,138,3,141
NUEVO LAREDO,774,,BAS,49,130,44,0,2,225,3,228
NUEVO LAREDO,774,,CONT,45,139,40,2,0,226,7,233
NUEVO LAREDO,775,,BAS,58,108,49,0,3,218,3,221
NUEVO LAREDO,775,,CONT,43,125,45,1,3,217,3,220
NUEVO LAREDO,776,,BAS,36,48,40,2,1,127,2,129
NUEVO LAREDO,776,,CONT,33,60,30,0,4,127,3,130
NUEVO LAREDO,777,,BAS,91,87,42,1,2,223,7,230
NUEVO LAREDO,778,,BAS,40,80,25,2,0,147,4,151
NUEVO LAREDO,778,,CONT1,39,97,41,0,0,177,3,180
NUEVO LAREDO,778,,CONT2,45,83,42,0,0,170,5,175
NUEVO LAREDO,779,,BAS,57,87,57,1,0,202,4,206
NUEVO LAREDO,779,,CONT1,36,104,49,0,1,190,7,197
NUEVO LAREDO,779,,CONT2,47,108,44,1,1,201,3,204
NUEVO LAREDO,780,,BAS,37,147,43,4,3,234,9,243
NUEVO LAREDO,780,,CONT1,40,117,46,6,2,211,5,216
NUEVO LAREDO,780,,CONT2,42,146,38,5,1,232,2,234
NUEVO LAREDO,781,,BAS,34,134,27,6,2,203,6,209
NUEVO LAREDO,781,,CONT1,36,105,42,2,2,187,3,190
NUEVO LAREDO,781,,CONT2,44,110,33,4,0,191,13,204
NUEVO LAREDO,782,,BAS,45,80,38,4,0,167,11,178
NUEVO LAREDO,782,,CONT1,55,83,43,2,0,183,10,193
NUEVO LAREDO,782,,CONT2,34,81,38,1,1,155,7,162
NUEVO LAREDO,783,,BAS,42,80,66,2,0,190,9,199
NUEVO LAREDO,783,,CONT,51,90,56,4,0,201,4,205
NUEVO LAREDO,784,,BAS,66,134,52,3,0,255,4,259
NUEVO LAREDO,784,,CONT1,59,121,56,4,0,240,6,246
NUEVO LAREDO,784,,CONT2,49,131,47,5,0,232,11,243
NUEVO LAREDO,785,,BAS,9,50,7,0,2,68,3,71
NUEVO LAREDO,786,,BAS,81,134,65,2,2,284,7,291
NUEVO LAREDO,787,,BAS,58,50,41,2,1,152,0,152
NUEVO LAREDO,787,,CONT,47,51,53,1,1,153,2,155
NUEVO LAREDO,788,,BAS,57,107,43,1,10,218,2,220
NUEVO LAREDO,788,,CONT,69,111,58,3,3,244,4,248
NUEVO LAREDO,789,,BAS,31,86,15,2,2,136,2,138
NUEVO LAREDO,789,,CONT,22,53,22,0,0,97,1,98
NUEVO LAREDO,790,,BAS,36,55,30,1,2,124,4,128
NUEVO LAREDO,790,,CONT,38,57,31,1,1,128,3,131
NUEVO LAREDO,791,,BAS,58,133,58,5,3,257,3,260
NUEVO LAREDO,791,,CONT,50,164,44,0,1,259,0,259
NUEVO LAREDO,792,,BAS,47,90,58,1,4,200,3,203
NUEVO LAREDO,792,,CONT,53,85,41,4,6,189,3,192
NUEVO LAREDO,793,,BAS,49,75,30,3,8,165,1,166
NUEVO LAREDO,793,,CONT,25,104,30,1,4,164,4,168
NUEVO LAREDO,794,,BAS,35,93,33,0,2,163,4,167
NUEVO LAREDO,794,,CONT,28,84,27,0,0,139,6,145
NUEVO LAREDO,795,,BAS,57,153,42,5,0,257,7,264
NUEVO LAREDO,796,,BAS,56,94,72,2,3,227,6,233
NUEVO LAREDO,796,,CONT,44,104,66,4,0,218,5,223
NUEVO LAREDO,797,,BAS,56,94,40,0,0,190,4,194
NUEVO LAREDO,797,,CONT,49,95,40,2,0,186,8,194
NUEVO LAREDO,798,,BAS,73,100,64,6,3,246,4,250
NUEVO LAREDO,798,,CONT,59,123,75,5,3,265,7,272
NUEVO LAREDO,799,,BAS,46,102,46,2,4,200,2,202
NUEVO LAREDO,799,,CONT,45,98,50,2,0,195,1,196
NUEVO LAREDO,800,,BAS,53,82,51,1,3,190,1,191
NUEVO LAREDO,800,,CONT,62,69,58,1,2,192,1,193
NUEVO LAREDO,801,,BAS,62,133,84,6,0,285,6,291
NUEVO LAREDO,802,,BAS,41,69,37,2,2,151,3,154
NUEVO LAREDO,802,,CONT,33,93,41,0,6,173,2,175
NUEVO LAREDO,803,,BAS,44,95,54,5,1,199,1,200
NUEVO LAREDO,803,,CONT,37,67,42,4,4,154,0,154
NUEVO LAREDO,804,,BAS,79,131,82,7,2,301,8,309
NUEVO LAREDO,805,,BAS,83,124,65,3,1,276,12,288
NUEVO LAREDO,806,,BAS,57,73,57,2,0,189,4,193
NUEVO LAREDO,806,,CONT,64,97,55,5,0,221,5,226
NUEVO LAREDO,807,,BAS,58,128,2,0,0,188,6,194
NUEVO LAREDO,807,,CONT,78,128,72,3,1,282,7,289
NUEVO LAREDO,808,,BAS,54,93,44,6,1,198,3,201
NUEVO LAREDO,808,,CONT1,47,92,42,5,1,187,7,194
NUEVO LAREDO,808,,CONT2,71,87,46,4,3,211,4,215
NUEVO LAREDO,809,,BAS,56,133,83,2,2,276,6,282
NUEVO LAREDO,809,,CONT,58,147,64,6,4,279,6,285
NUEVO LAREDO,810,,BAS,65,135,72,1,0,273,6,279
NUEVO LAREDO,810,,CONT1,62,114,82,2,1,261,9,270
NUEVO LAREDO,810,,CONT2,59,153,91,1,0,304,6,310
NUEVO LAREDO,811,,BAS,63,133,80,1,4,281,2,283
NUEVO LAREDO,811,,CONT1,42,149,73,3,2,269,12,281
NUEVO LAREDO,811,,CONT2,61,141,76,0,0,278,6,284
NUEVO LAREDO,812,,BAS,44,99,55,2,0,200,2,202
NUEVO LAREDO,812,,CONT1,38,102,52,4,1,197,7,204
NUEVO LAREDO,812,,CONT2,44,98,54,3,0,199,5,204
NUEVO LAREDO,812,,CONT3,41,108,59,8,0,216,10,226
NUEVO LAREDO,813,,BAS,49,177,58,3,1,288,10,298
NUEVO LAREDO,813,,CONT1,45,149,80,4,2,280,7,287
NUEVO LAREDO,813,,CONT2,41,148,68,3,0,260,4,264
NUEVO LAREDO,813,,CONT3,40,153,56,5,0,254,10,264
NUEVO LAREDO,813,,CONT4,50,171,64,6,3,294,7,301
NUEVO LAREDO,814,,BAS,85,101,65,7,1,259,10,269
NUEVO LAREDO,814,,CONT1,71,112,70,5,0,258,4,262
NUEVO LAREDO,814,,CONT2,82,108,57,3,0,250,7,257
NUEVO LAREDO,814,,CONT3,96,99,58,6,2,261,10,271
NUEVO LAREDO,814,,CONT4,77,108,46,8,3,242,5,247
NUEVO LAREDO,815,,BAS,50,143,78,7,0,278,10,288
NUEVO LAREDO,815,,CONT1,78,106,63,9,2,258,10,268
NUEVO LAREDO,815,,CONT2,37,135,69,2,1,244,3,247
NUEVO LAREDO,815,,CONT3,31,141,71,7,0,250,4,254
NUEVO LAREDO,815,,CONT4,44,134,85,9,0,272,8,280
NUEVO LAREDO,815,,CONT5,48,128,52,10,0,238,6,244
NUEVO LAREDO,815,,CONT6,54,126,72,4,1,257,7,264
NUEVO LAREDO,815,,CONT7,57,97,57,2,3,216,3,219
NUEVO LAREDO,815,,CONT8,43,138,57,5,1,244,7,251
NUEVO LAREDO,815,,CONT9,50,114,91,6,0,261,0,261
NUEVO LAREDO,815,,CONT10,71,111,58,5,1,246,2,248
NUEVO LAREDO,816,,BAS,48,146,78,3,0,275,4,279
NUEVO LAREDO,816,,CONT1,32,149,83,4,1,269,8,277
NUEVO LAREDO,816,,CONT2,55,143,77,0,1,276,2,278
NUEVO LAREDO,816,,CONT3,50,147,78,3,1,279,5,284
NUEVO LAREDO,816,,CONT4,59,149,77,3,3,291,10,301
NUEVO LAREDO,816,,CONT5,39,149,68,1,1,258,4,262
NUEVO LAREDO,816,,CONT6,47,153,90,2,0,292,5,297
NUEVO LAREDO,817,,BAS,28,142,63,2,0,235,2,237
NUEVO LAREDO,817,,CONT1,31,151,53,4,1,240,4,244
NUEVO LAREDO,817,,CONT2,28,140,51,4,2,225,3,228
NUEVO LAREDO,817,,CONT3,23,138,44,0,1,206,3,209
NUEVO LAREDO,818,,BAS,39,113,52,3,0,207,6,213
NUEVO LAREDO,818,,CONT,50,94,82,2,2,230,7,237
NUEVO LAREDO,819,,BAS,61,127,85,0,2,275,3,278
NUEVO LAREDO,819,,CONT,60,119,79,2,0,260,5,265
NUEVO LAREDO,820,,BAS,40,99,52,1,1,193,6,199
NUEVO LAREDO,820,,CONT1,40,87,52,2,1,182,6,188
NUEVO LAREDO,820,,CONT2,27,102,57,0,2,188,5,193
NUEVO LAREDO,821,,BAS,33,98,33,1,4,169,4,173
NUEVO LAREDO,821,,CONT,43,76,39,1,0,159,2,161
NUEVO LAREDO,822,,BAS,38,92,50,0,0,180,2,182
NUEVO LAREDO,822,,CONT,35,90,41,5,1,172,5,177
NUEVO LAREDO,823,,BAS,74,129,84,4,2,293,6,299
NUEVO LAREDO,823,,CONT1,76,104,82,3,1,266,4,270
NUEVO LAREDO,824,,BAS,74,120,77,3,3,277,4,281
NUEVO LAREDO,824,,CONT,79,130,69,5,5,288,4,292
NUEVO LAREDO,825,,BAS,86,158,59,4,2,309,3,312
NUEVO LAREDO,825,,CONT,96,119,69,11,3,298,4,302
NUEVO LAREDO,826,,BAS,66,127,73,2,4,272,7,279
NUEVO LAREDO,826,,CONT,88,123,67,9,0,287,7,294
NUEVO LAREDO,827,,BAS,67,97,49,4,2,219,2,221
NUEVO LAREDO,827,,CONT1,62,105,39,2,4,212,1,213
NUEVO LAREDO,827,,CONT2,69,112,42,7,4,234,2,236
NUEVO LAREDO,828,,BAS,51,123,56,2,2,234,5,239
NUEVO LAREDO,828,,CONT1,73,106,67,0,4,250,3,253
NUEVO LAREDO,828,,CONT2,77,106,57,3,2,245,2,247
NUEVO LAREDO,829,,BAS,88,113,70,6,0,277,3,280
NUEVO LAREDO,829,,CONT,70,114,62,3,2,251,3,254
NUEVO LAREDO,830,,BAS,53,88,67,5,0,213,3,216
NUEVO LAREDO,830,,CONT,56,117,48,2,0,223,2,225
