Anulada,Distrito,Municipio,SECCION,CASILLA,PAN,PRI-PANAL,PRD,PT,PVEM,PC,PAS,NO REGISTRADOS,NULOS,PRI-PANAL-PRD,PRD-PT-PC,PRD-PT,PRI-PANAL-PC,PT-PAS
0,6,GUASAVE,2347,2347B,129,145,10,5,2,0,0,0,6,,,,,
1,6,GUASAVE,2348,2348B,62,227,3,2,4,1,0,1,7,,,,,
0,6,GUASAVE,2348,2348C1,54,183,2,0,1,0,0,0,6,,,,,
0,6,GUASAVE,2348,2348C2,75,191,6,0,8,0,2,0,4,,,,,
0,6,GUASAVE,2349,2349B,70,132,4,0,1,0,0,0,5,,,,,
0,6,GUASAVE,2350,2350B,112,92,3,0,1,0,0,0,2,,,,,
0,6,GUASAVE,2351,2351B,88,140,3,3,1,1,0,0,5,,,,,
0,6,GUASAVE,2368,2368B,104,163,6,1,0,0,0,0,3,,,,,
0,6,GUASAVE,2369,2369B,100,102,14,0,0,0,0,0,1,,,,,
0,6,GUASAVE,2370,2370B,46,44,0,0,0,0,0,0,0,,,,,
0,6,GUASAVE,2371,2371B,85,54,21,1,0,0,0,0,1,,,,,
0,6,GUASAVE,2372,2372B,165,131,1,3,1,0,0,0,4,,,,,
0,6,GUASAVE,2373,2373B,287,125,11,2,1,1,1,0,7,,,,,
0,6,GUASAVE,2374,2374B,197,115,6,1,1,0,0,0,3,,,,,
0,6,GUASAVE,2375,2375B,247,139,4,0,0,0,0,0,9,,,,,
0,6,GUASAVE,2376,2376B,93,89,6,2,1,0,0,0,3,,,,,
0,6,GUASAVE,2377,2377B,64,104,8,0,0,0,0,0,4,,,,,
0,6,GUASAVE,2379,2379B,72,89,38,1,0,0,0,0,5,,,,,
0,6,GUASAVE,2380,2380B,40,92,42,2,1,0,0,0,7,,,,,
0,6,GUASAVE,2381,2381B,50,73,25,1,1,0,0,0,6,,,,,
0,6,GUASAVE,2382,2382B,22,58,21,2,1,0,0,0,0,,,,,
0,6,GUASAVE,2383,2383B,55,62,17,0,4,0,0,0,3,,,,,
0,6,GUASAVE,2384,2384B,62,96,17,0,0,0,0,0,4,,,,,
0,6,GUASAVE,2385,2385B,77,75,4,0,0,0,0,0,3,,,,,
0,6,GUASAVE,2386,2386B,40,51,9,4,0,0,0,0,3,,,,,
0,6,GUASAVE,2387,2387B,31,56,6,5,0,0,0,0,2,,,,,
0,6,GUASAVE,2388,2388B,103,124,12,8,3,0,0,0,7,,,,,
0,6,GUASAVE,2389,2389B,37,118,51,1,0,0,0,0,13,,,,,
0,6,GUASAVE,2389,2389C1,53,133,40,0,0,0,0,0,14,,,,,
0,6,GUASAVE,2390,2390B,94,240,30,1,0,1,0,0,27,,,,,
0,6,GUASAVE,2391,2391B,82,219,60,4,0,0,0,0,23,,,,,
0,6,GUASAVE,2392,2392B,64,192,4,1,0,0,0,0,7,,,,,
0,6,GUASAVE,2393,2393B,144,113,1,1,0,0,0,0,4,,,,,
0,6,GUASAVE,2394,2394B,105,134,6,4,0,0,0,0,1,,,,,
0,6,GUASAVE,2395,2395B,90,112,20,0,1,0,0,0,6,,,,,
0,6,GUASAVE,2396,2396B,97,74,3,2,1,1,1,0,3,,,,,
0,6,GUASAVE,2397,2397B,124,144,6,1,1,2,0,0,3,,,,,
0,6,GUASAVE,2398,2398B,157,120,11,3,1,0,0,0,2,,,,,
0,6,GUASAVE,2411,2411B,121,99,4,0,0,0,0,0,4,,,,,
0,6,GUASAVE,2412,2412B,74,60,3,0,0,0,0,0,0,,,,,
0,6,GUASAVE,2413,2413B,180,158,3,2,2,0,0,0,7,,,,,
0,6,GUASAVE,2414,2414B,75,130,1,0,0,0,0,0,5,,,,,
0,6,GUASAVE,2415,2415B,64,103,5,0,1,0,0,0,1,,,,,
0,6,GUASAVE,2416,2416B,107,156,4,0,1,0,0,0,9,,,,,
0,6,GUASAVE,2417,2417B,95,206,2,0,2,1,1,0,7,,,,,
0,6,GUASAVE,2418,2418B,136,96,0,1,0,0,0,0,3,,,,,
0,6,GUASAVE,2455,2455B,84,151,18,2,0,1,0,0,5,,,,,
0,6,GUASAVE,2456,2456B,192,233,15,0,1,0,0,0,19,,,,,
0,6,GUASAVE,2457,2457B,180,117,39,0,0,0,0,0,16,,,,,
0,6,GUASAVE,2458,2458B,61,40,9,0,0,0,0,0,8,,,,,
0,6,GUASAVE,2459,2459B,145,103,23,0,0,0,0,0,9,,,,,
0,6,GUASAVE,2460,2460B,22,115,5,1,1,0,1,0,3,,,,,
0,6,GUASAVE,2461,2461B,99,157,20,0,4,0,0,0,4,,,,,
0,6,GUASAVE,2461,2461EXT1,20,29,2,0,0,0,0,0,1,,,,,
0,6,GUASAVE,2462,2462B,45,74,4,0,0,5,0,0,9,,,,,
0,6,GUASAVE,2490,2490B,109,263,11,1,0,1,0,0,3,,,,,
0,6,GUASAVE,2491,2491B,43,75,1,1,0,0,0,0,0,,,,,
0,6,GUASAVE,2492,2492B,55,56,10,0,2,1,0,0,3,,,,,
0,6,GUASAVE,2493,2493B,75,71,5,0,0,0,0,0,0,,,,,
0,6,GUASAVE,2494,2494B,122,373,10,0,1,0,0,0,23,,,,,
0,6,GUASAVE,2495,2495B,59,136,13,0,1,2,0,0,1,,,,,
0,6,GUASAVE,2496,2496B,39,111,7,1,1,0,0,0,1,,,,,
0,6,GUASAVE,2497,2497B,54,122,16,1,2,0,0,0,2,,,,,
0,6,GUASAVE,2498,2498B,87,197,17,2,0,0,0,0,5,,,,,
0,6,GUASAVE,2499,2499B,34,39,10,0,1,0,0,0,1,,,,,
0,6,GUASAVE,2516,2516B,46,117,16,1,1,0,0,0,3,,,,,
0,6,GUASAVE,2517,2517B,31,134,8,1,0,0,0,0,0,,,,,
0,6,GUASAVE,2518,2518B,57,180,5,0,1,1,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,
0,7,GUASAVE,2114,2114B,152,86,4,1,0,0,0,0,2,,,,,
0,7,GUASAVE,2115,2115B,79,62,8,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2123,2123B,110,80,7,2,0,0,0,0,4,,,,,
0,7,GUASAVE,2124,2124B,136,53,1,1,0,0,0,0,1,,,,,
0,7,GUASAVE,2125,2125B,110,53,1,1,2,0,0,0,2,,,,,
0,7,GUASAVE,2126,2126B,170,136,12,1,1,2,0,0,2,,,,,
0,7,GUASAVE,2127,2127B,102,57,7,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2128,2128B,104,63,2,5,0,0,0,0,3,,,,,
0,7,GUASAVE,2129,2129B,84,80,3,2,0,0,0,0,2,,,,,
0,7,GUASAVE,2130,2130B,100,80,2,3,0,6,0,0,2,,,,,
0,7,GUASAVE,2131,2131B,95,71,4,3,1,0,0,0,2,,,,,
0,7,GUASAVE,2141,2141B,95,70,3,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2142,2142B,132,109,2,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2143,2143B,63,42,4,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2144,2144B,96,51,5,4,1,0,0,0,2,,,,,
0,7,GUASAVE,2145,2145B,134,54,4,10,0,1,0,0,3,,,,,
0,7,GUASAVE,2146,2146B,154,88,8,0,1,0,1,0,1,,,,,
0,7,GUASAVE,2147,2147B,160,85,1,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2148,2148B,93,74,9,4,0,0,0,0,0,,,,,
0,7,GUASAVE,2149,2149B,106,78,4,1,0,0,0,0,1,,,,,
0,7,GUASAVE,2150,2150B,90,46,3,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2151,2151B,72,48,4,5,0,0,0,0,0,,,,,
0,7,GUASAVE,2152,2152B,93,75,2,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2159,2159B,93,64,1,1,1,0,0,0,1,,,,,
0,7,GUASAVE,2160,2160B,121,62,0,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2161,2161B,86,95,3,0,0,2,0,0,3,,,,,
0,7,GUASAVE,2162,2162B,85,43,2,5,0,0,0,0,2,,,,,
0,7,GUASAVE,2163,2163B,169,42,2,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2164,2164B,181,66,7,1,1,0,0,0,5,,,,,
0,7,GUASAVE,2165,2165B,220,104,13,0,1,0,0,0,1,,,,,
0,7,GUASAVE,2166,2166B,111,26,2,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2167,2167B,84,98,1,1,0,0,1,0,3,,,,,
0,7,GUASAVE,2168,2168B,91,77,5,1,2,1,0,0,1,,,,,
0,7,GUASAVE,2169,2169B,51,60,0,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2170,2170B,109,68,6,2,0,0,0,0,0,,,,,
0,7,GUASAVE,2171,2171B,134,88,1,3,0,0,0,0,0,,,,,
0,7,GUASAVE,2172,2172B,117,90,4,2,0,0,0,0,5,,,,,
0,7,GUASAVE,2173,2173B,165,94,12,1,4,0,0,0,3,,,,,
0,7,GUASAVE,2174,2174B,155,130,25,2,7,0,0,0,0,,,,,
0,7,GUASAVE,2175,2175B,230,78,6,1,6,0,0,0,2,,,,,
0,7,GUASAVE,2176,2176B,211,88,4,0,0,0,0,0,6,,,,,
0,7,GUASAVE,2177,2177B,162,54,28,5,0,1,0,0,5,,,,,
0,7,GUASAVE,2178,2178B,295,79,4,1,1,1,0,0,3,,,,,
0,7,GUASAVE,2179,2179B,222,114,5,2,0,0,0,0,2,,,,,
0,7,GUASAVE,2180,2180B,276,54,5,1,2,0,0,0,3,,,,,
0,7,GUASAVE,2181,2181B,204,59,0,0,6,0,0,0,2,,,,,
0,7,GUASAVE,2182,2182B,150,86,3,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2183,2183B,201,69,3,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2184,2184B,287,83,8,1,4,0,1,0,5,,,,,
0,7,GUASAVE,2185,2185B,181,84,5,0,1,0,0,0,3,,,,,
0,7,GUASAVE,2186,2186B,219,71,3,1,1,0,0,0,0,,,,,
0,7,GUASAVE,2234,2234B,141,177,2,0,5,0,0,1,7,,,,,
0,7,GUASAVE,2235,2235B,142,104,14,0,0,1,0,0,1,,,,,
0,7,GUASAVE,2236,2236B,73,46,1,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2237,2237B,62,17,7,0,1,0,0,0,2,,,,,
0,7,GUASAVE,2238,2238B,156,106,29,1,1,0,0,1,3,,,,,
0,7,GUASAVE,2239,2239B,21,37,2,0,1,0,0,0,1,,,,,
0,7,GUASAVE,2240,2240B,39,62,1,0,1,0,0,0,6,,,,,
0,7,GUASAVE,2241,2241B,92,92,0,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2242,2242B,103,109,2,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2243,2243B,107,81,8,4,1,1,0,0,1,,,,,
0,7,GUASAVE,2244,2244B,58,69,2,1,0,0,0,0,2,,,,,
0,7,GUASAVE,2245,2245B,75,56,0,1,0,0,0,0,2,,,,,
0,7,GUASAVE,2246,2246B,196,128,13,2,2,0,0,0,5,,,,,
0,7,GUASAVE,2247,2247B,84,91,7,1,1,1,0,1,2,,,,,
0,7,GUASAVE,2248,2248B,79,150,4,2,3,1,0,0,2,,,,,
0,7,GUASAVE,2249,2249B,164,163,10,0,1,0,0,0,3,,,,,
0,7,GUASAVE,2250,2250B,99,125,4,0,3,1,0,0,4,,,,,
0,7,GUASAVE,2251,2251B,103,138,4,2,1,0,1,0,1,,,,,
0,7,GUASAVE,2252,2252B,78,114,4,1,0,2,0,0,0,,,,,
0,7,GUASAVE,2253,2253B,117,155,3,0,8,1,1,1,6,,,,,
0,7,GUASAVE,2254,2254B,82,134,6,1,0,0,0,0,3,,,,,
0,7,GUASAVE,2255,2255B,86,110,3,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2256,2256B,80,81,3,1,4,0,0,0,2,,,,,
0,7,GUASAVE,2257,2257B,50,41,5,2,2,0,1,0,1,,,,,
0,7,GUASAVE,2258,2258B,52,137,61,1,0,0,0,0,2,,,,,
0,7,GUASAVE,2259,2259B,25,101,28,1,3,0,0,0,4,,,,,
0,7,GUASAVE,2260,2260B,42,124,5,0,0,0,0,1,2,,,,,
0,7,GUASAVE,2261,2261B,38,139,23,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2262,2262B,85,125,56,0,0,6,0,0,0,,,,,
0,7,GUASAVE,2263,2263B,47,123,17,0,7,0,0,0,1,,,,,
0,7,GUASAVE,2264,2264B,172,120,22,2,0,1,0,0,7,,,,,
0,7,GUASAVE,2265,2265B,41,79,3,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2304,2304B,64,127,7,0,1,0,0,0,7,,,,,
0,7,GUASAVE,2305,2305B,111,177,11,2,4,0,0,0,9,,,,,
0,7,GUASAVE,2306,2306B,41,125,38,1,1,0,0,0,4,,,,,
0,7,GUASAVE,2307,2307B,28,107,18,0,0,1,0,0,0,,,,,
0,7,GUASAVE,2308,2308B,38,106,13,0,2,0,0,0,2,,,,,
0,7,GUASAVE,2309,2309B,32,138,44,1,0,0,1,0,0,,,,,
0,7,GUASAVE,2310,2310B,35,89,34,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2311,2311B,44,80,2,0,1,0,0,0,0,,,,,
0,7,GUASAVE,2312,2312B,34,70,81,0,0,0,0,0,5,,,,,
0,7,GUASAVE,2313,2313B,18,50,191,1,1,0,0,0,7,,,,,
0,7,GUASAVE,2314,2314B,113,219,0,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2315,2315B,89,224,16,5,1,0,0,0,8,,,,,
0,7,GUASAVE,2316,2316B,78,125,12,5,0,0,0,0,0,,,,,
0,7,GUASAVE,2317,2317B,65,118,8,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2318,2318B,131,94,7,1,2,1,0,0,4,,,,,
0,7,GUASAVE,2318,2318C1,125,87,6,3,0,0,0,0,1,,,,,
0,7,GUASAVE,2352,2352B,105,95,34,0,4,0,0,0,11,,,,,
0,7,GUASAVE,2352,2352C1,75,127,29,0,3,0,0,0,2,,,,,
0,7,GUASAVE,2353,2353B,104,130,7,1,3,0,0,1,8,,,,,
0,7,GUASAVE,2354,2354B,85,99,10,0,2,0,0,0,7,,,,,
0,7,GUASAVE,2355,2355B,128,151,14,0,0,0,0,0,11,,,,,
0,7,GUASAVE,2356,2356B,56,46,14,0,4,0,0,0,5,,,,,
0,7,GUASAVE,2357,2357B,91,128,15,1,2,0,0,0,0,,,,,
0,7,GUASAVE,2358,2358B,34,17,17,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2359,2359B,77,68,27,4,1,2,0,1,5,,,,,
0,7,GUASAVE,2360,2360B,61,60,9,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2361,2361B,61,80,29,2,1,0,0,0,5,,,,,
0,7,GUASAVE,2362,2362B,46,39,2,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2362,2362EXT1,59,12,1,0,1,0,0,0,0,,,,,
0,7,GUASAVE,2363,2363B,39,51,2,1,0,1,0,0,2,,,,,
0,7,GUASAVE,2364,2364B,46,116,36,2,1,0,0,0,1,,,,,
0,7,GUASAVE,2365,2365B,148,128,13,0,1,0,0,0,1,,,,,
0,7,GUASAVE,2366,2366B,108,94,6,2,5,1,0,0,7,,,,,
0,7,GUASAVE,2367,2367B,215,137,7,1,5,1,0,0,9,,,,,
0,7,GUASAVE,2399,2399B,69,74,5,0,2,0,0,0,3,,,,,
0,7,GUASAVE,2400,2400B,147,82,7,3,2,0,0,0,2,,,,,
0,7,GUASAVE,2401,2401B,203,131,8,0,0,0,0,0,8,,,,,
0,7,GUASAVE,2402,2402B,98,175,8,0,3,2,1,0,4,,,,,
0,7,GUASAVE,2403,2403B,100,117,2,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2404,2404B,45,84,1,2,0,1,0,0,3,,,,,
0,7,GUASAVE,2405,2405B,84,53,7,0,1,2,0,0,4,,,,,
0,7,GUASAVE,2406,2406B,72,51,6,0,0,0,1,0,0,,,,,
0,7,GUASAVE,2407,2407B,188,101,12,1,1,1,1,0,4,,,,,
0,7,GUASAVE,2408,2408B,181,104,2,1,0,0,0,0,6,,,,,
0,7,GUASAVE,2409,2409B,300,112,7,2,0,0,0,2,3,,,,,
0,7,GUASAVE,2410,2410B,323,92,7,4,1,0,0,0,7,,,,,
0,7,GUASAVE,2419,2419B,209,77,2,0,1,0,1,0,7,,,,,
0,7,GUASAVE,2419,2419C1,184,103,3,0,1,1,0,0,3,,,,,
0,7,GUASAVE,2420,2420B,271,135,5,2,1,0,0,0,7,,,,,
0,7,GUASAVE,2421,2421B,251,87,7,2,1,0,0,0,0,,,,,
0,7,GUASAVE,2422,2422B,188,125,4,1,0,0,0,0,9,,,,,
0,7,GUASAVE,2423,2423B,207,83,2,1,1,1,0,0,3,,,,,
0,7,GUASAVE,2424,2424B,190,85,11,2,0,0,0,0,5,,,,,
0,7,GUASAVE,2425,2425B,138,46,4,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2426,2426B,240,143,6,2,0,0,0,0,4,,,,,
0,7,GUASAVE,2427,2427B,121,116,3,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2428,2428B,112,82,5,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2429,2429B,77,48,3,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2430,2430B,104,60,6,2,1,0,0,0,2,,,,,
0,7,GUASAVE,2431,2431B,90,87,1,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2432,2432B,104,59,3,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2433,2433B,62,74,4,0,1,0,0,0,5,,,,,
0,7,GUASAVE,2434,2434B,110,135,7,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2435,2435B,120,169,4,7,0,0,1,0,3,,,,,
0,7,GUASAVE,2436,2436B,96,96,1,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2437,2437B,111,75,3,1,1,0,0,0,3,,,,,
0,7,GUASAVE,2438,2438B,53,50,3,0,0,0,1,0,1,,,,,
0,7,GUASAVE,2439,2439B,167,176,21,3,3,0,0,0,10,,,,,
0,7,GUASAVE,2440,2440B,124,100,5,3,3,1,0,0,3,,,,,
0,7,GUASAVE,2441,2441B,104,110,5,9,1,0,0,0,13,,,,,
0,7,GUASAVE,2442,2442B,45,35,0,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2443,2443B,26,48,0,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2444,2444B,10,137,6,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2445,2445B,21,82,0,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2446,2446B,36,158,4,1,1,0,0,1,3,,,,,
0,7,GUASAVE,2447,2447B,27,33,3,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2448,2448B,26,65,2,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2449,2449B,135,74,3,0,0,0,0,0,5,,,,,
0,7,GUASAVE,2450,2450B,213,136,10,1,0,0,0,0,7,,,,,
0,7,GUASAVE,2451,2451B,175,118,1,3,0,0,1,0,4,,,,,
0,7,GUASAVE,2452,2452B,116,50,3,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2453,2453B,136,133,5,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2454,2454B,236,72,5,0,1,0,0,0,0,,,,,
0,7,GUASAVE,2463,2463B,83,149,5,0,1,0,0,0,4,,,,,
0,7,GUASAVE,2464,2464B,108,72,1,0,1,0,0,0,4,,,,,
0,7,GUASAVE,2465,2465B,81,101,0,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2466,2466B,49,31,11,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2467,2467B,84,24,2,0,0,0,1,0,1,,,,,
0,7,GUASAVE,2468,2468B,106,69,2,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2469,2469B,150,77,11,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2470,2470B,167,140,0,0,1,0,0,0,4,,,,,
0,7,GUASAVE,2471,2471B,221,98,1,0,1,0,0,0,2,,,,,
0,7,GUASAVE,2472,2472B,37,79,19,3,0,0,0,0,1,,,,,
0,7,GUASAVE,2473,2473B,72,121,26,0,3,0,0,0,4,,,,,
0,7,GUASAVE,2473,2473C1,78,121,26,0,4,0,0,0,2,,,,,
0,7,GUASAVE,2474,2474B,66,141,30,1,3,0,0,1,0,,,,,
0,7,GUASAVE,2474,2474C1,56,148,43,0,0,0,0,0,8,,,,,
0,7,GUASAVE,2475,2475B,108,151,6,1,0,0,0,0,0,,,,,
0,7,GUASAVE,2476,2476B,148,185,2,0,2,0,0,0,2,,,,,
0,7,GUASAVE,2477,2477B,30,55,3,0,0,0,1,0,0,,,,,
0,7,GUASAVE,2478,2478B,207,111,0,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2479,2479B,83,196,3,0,0,0,0,0,6,,,,,
0,7,GUASAVE,2480,2480B,139,205,6,0,1,1,0,0,7,,,,,
0,7,GUASAVE,2481,2481B,101,93,3,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2482,2482B,99,84,5,2,0,0,0,0,2,,,,,
0,7,GUASAVE,2483,2483B,94,131,3,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2484,2484B,180,119,24,0,0,0,0,0,6,,,,,
0,7,GUASAVE,2485,2485B,142,114,8,4,0,0,0,0,3,,,,,
0,7,GUASAVE,2486,2486B,99,102,12,1,1,0,0,0,2,,,,,
0,7,GUASAVE,2487,2487B,100,116,17,0,1,0,1,0,3,,,,,
0,7,GUASAVE,2488,2488B,91,103,8,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2489,2489B,105,128,1,0,0,0,0,0,8,,,,,
1,7,GUASAVE,2500,2500B,74,96,4,0,0,0,0,0,4,,,,,
0,7,GUASAVE,2501,2501B,80,236,15,1,0,0,0,0,2,,,,,
0,7,GUASAVE,2502,2502B,88,105,113,0,1,0,0,0,9,,,,,
0,7,GUASAVE,2503,2503B,96,102,87,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2504,2504B,123,199,77,1,0,0,0,0,4,,,,,
0,7,GUASAVE,2505,2505B,88,107,18,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2506,2506B,68,83,22,4,1,0,0,0,2,,,,,
0,7,GUASAVE,2507,2507B,143,101,23,0,0,0,0,0,3,,,,,
0,7,GUASAVE,2508,2508B,165,111,7,3,0,0,0,0,3,,,,,
0,7,GUASAVE,2509,2509B,124,172,28,4,1,0,0,0,9,,,,,
0,7,GUASAVE,2510,2510B,155,110,22,0,0,0,0,1,2,,,,,
0,7,GUASAVE,2511,2511B,165,269,15,1,0,1,0,0,5,,,,,
0,7,GUASAVE,2512,2512B,86,127,19,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2513,2513B,31,39,0,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2514,2514B,26,48,8,1,0,1,0,0,0,,,,,
0,7,GUASAVE,2515,2515B,108,120,18,0,8,1,0,0,6,,,,,
0,7,GUASAVE,2519,2519B,47,71,30,2,0,0,0,0,1,,,,,
0,7,GUASAVE,2520,2520B,112,154,45,4,1,1,0,0,4,,,,,
0,7,GUASAVE,2521,2521B,92,180,5,1,9,0,0,0,4,,,,,
0,7,GUASAVE,2522,2522B,91,143,3,1,1,0,0,0,0,,,,,
0,7,GUASAVE,2523,2523B,63,68,2,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2524,2524B,140,122,6,1,2,0,0,0,5,,,,,
0,7,GUASAVE,2525,2525B,68,58,2,0,1,0,0,0,0,,,,,
0,7,GUASAVE,2526,2526B,95,204,12,0,2,0,0,0,0,,,,,
0,7,GUASAVE,2527,2527B,81,172,7,1,0,0,0,0,4,,,,,
0,7,GUASAVE,2528,2528B,83,163,20,0,1,1,0,0,1,,,,,
0,7,GUASAVE,2529,2529B,63,37,2,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2529,2529EXT1,87,60,4,0,3,1,0,2,8,,,,,
0,7,GUASAVE,2530,2530B,104,96,20,1,0,1,0,0,0,,,,,
0,7,GUASAVE,2531,2531B,64,148,12,0,0,0,0,0,6,,,,,
0,7,GUASAVE,2532,2532B,110,121,9,0,0,0,0,0,8,,,,,
0,7,GUASAVE,2533,2533B,50,106,6,1,1,0,0,0,1,,,,,
0,7,GUASAVE,2534,2534B,81,99,13,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2535,2535B,96,86,5,0,0,0,0,0,2,,,,,
0,7,GUASAVE,2536,2536B,66,90,2,0,0,0,0,0,1,,,,,
0,7,GUASAVE,2537,2537B,122,255,21,1,1,0,0,0,8,,,,,
0,7,GUASAVE,2538,2538B,76,88,1,0,1,0,0,0,4,,,,,
1,7,GUASAVE,2539,2539B,96,152,23,0,0,0,0,0,0,,,,,
0,7,GUASAVE,2113,2113ESP,71,30,3,3,0,0,0,0,1,,,,,
0,7,GUASAVE,2151,2151ESP,77,28,2,0,0,0,0,0,2,,,,,
,,,,,,,,,,,,,,,,,,
0,8,ANGOSTURA,456,0456B,199,254,21,2,4,0,,0,6,,,,,
0,8,ANGOSTURA,457,0457B,92,116,6,0,9,0,,0,1,,,,,
0,8,ANGOSTURA,458,0458B,84,70,6,0,4,0,,0,2,,,,,
0,8,ANGOSTURA,459,0459B,98,110,6,0,0,0,,0,2,,,,,
0,8,ANGOSTURA,460,0460B,101,52,2,0,9,0,,0,1,,,,,
0,8,ANGOSTURA,461,0461B,74,201,16,2,8,1,,0,3,,,,,
0,8,ANGOSTURA,462,0462B,136,143,11,1,7,0,,0,2,,,,,
0,8,ANGOSTURA,463,0463B,76,118,3,0,6,0,,0,2,,,,,
0,8,ANGOSTURA,464,0464B,178,210,13,0,7,0,,0,5,,,,,
0,8,ANGOSTURA,465,0465B,83,228,3,0,12,0,,0,5,,,,,
0,8,ANGOSTURA,466,0466B,62,44,1,0,0,0,,0,1,,,,,
0,8,ANGOSTURA,467,0467B,61,53,11,0,1,0,,0,5,,,,,
0,8,ANGOSTURA,468,0468B,106,138,12,0,0,0,,0,1,,,,,
0,8,ANGOSTURA,469,0469B,33,20,3,0,1,0,,0,0,,,,,
0,8,ANGOSTURA,470,0470B,82,112,13,0,1,0,,0,2,,,,,
0,8,ANGOSTURA,471,0471B,117,95,8,1,2,0,,0,3,,,,,
0,8,ANGOSTURA,472,0472B,75,100,9,1,0,0,,0,0,,,,,
0,8,ANGOSTURA,473,0473B,64,72,1,0,0,0,,0,4,,,,,
0,8,ANGOSTURA,474,0474B,96,103,4,0,0,0,,0,0,,,,,
0,8,ANGOSTURA,475,0475B,96,99,10,0,0,0,,0,0,,,,,
0,8,ANGOSTURA,476,0476B,65,145,3,0,2,0,,0,5,,,,,
0,8,ANGOSTURA,477,0477B,68,194,9,1,0,0,,0,2,,,,,
0,8,ANGOSTURA,478,0478B,70,125,6,1,2,1,,0,2,,,,,
0,8,ANGOSTURA,479,0479B,13,72,5,0,0,0,,0,1,,,,,
0,8,ANGOSTURA,480,0480B,37,65,2,0,0,0,,0,0,,,,,
0,8,ANGOSTURA,481,0481B,25,47,3,0,1,0,,0,0,,,,,
0,8,ANGOSTURA,482,0482B,39,100,6,0,0,0,,0,0,,,,,
0,8,ANGOSTURA,483,0483B,44,232,11,0,0,2,,0,5,,,,,
0,8,ANGOSTURA,484,0484B,41,183,5,0,3,0,,0,2,,,,,
0,8,ANGOSTURA,485,0485B,87,186,13,1,0,0,,0,0,,,,,
0,8,ANGOSTURA,486,0486B,39,259,49,1,1,0,,0,3,,,,,
0,8,ANGOSTURA,487,0487B,59,309,60,0,1,0,,0,2,,,,,
0,8,ANGOSTURA,488,0488B,12,129,19,0,0,0,,0,2,,,,,
0,8,ANGOSTURA,489,0489B,58,59,4,0,2,0,,0,2,,,,,
