uniqueid,year,incumbent_party_Horacio
24001,1997,PAN
24001,2000,PAN
24001,2003,PAN
24001,2006,PAN
24001,2009,PRI
24001,2012,PAN_PANAL
24001,2015,PRD_PT_PANAL
24001,2018,NA
24002,1997,PRI
24002,2000,PRI
24002,2003,PRI
24002,2006,PAN_PCP_PANAL
24002,2009,PAN
24002,2012,PRI_PVEM
24002,2015,PAN_PT
24002,2018,NA
24003,1997,PRI
24003,2000,PAN
24003,2003,PAN
24003,2006,PAN
24003,2009,PAN_PANAL
24003,2012,PAN_PANAL
24003,2015,PRI_PVEM_PANAL
24003,2018,NA
24004,1997,PRI
24004,2000,PRI
24004,2003,PAN
24004,2006,PRI_PASC
24004,2009,PRI
24004,2012,PRI_PVEM
24004,2015,PRI_PVEM_PANAL
24004,2018,NA
24005,1997,PRD
24005,2000,PRI
24005,2003,PAN
24005,2006,PRI
24005,2009,PAN_PCP_PANAL
24005,2012,PRI_PVEM
24005,2015,PAN_PT_MC
24005,2018,NA
24006,1997,PRI
24006,2000,PRI
24006,2003,PRI
24006,2006,PAN
24006,2009,PRI
24006,2012,PRI_PVEM
24006,2015,PAN_PT
24006,2018,NA
24007,1997,PRD
24007,2000,PRI
24007,2003,PRI
24007,2006,PAN
24007,2009,PRI
24007,2012,PRI_PVEM
24007,2015,PRI_PVEM
24007,2018,NA
24008,1997,PAN
24008,2000,PAN
24008,2003,PAN
24008,2006,PRI
24008,2009,PT_MC
24008,2012,PAN_PANAL
24008,2015,PAN
24008,2018,NA
24009,1997,PRI
24009,2000,PRD
24009,2003,PAN
24009,2006,PCP
24009,2009,PAN_PANAL
24009,2012,PRI
24009,2015,PRI_PANAL
24009,2018,NA
24010,1997,PAN
24010,2000,PRI
24010,2003,PAN
24010,2006,PRI
24010,2009,PRI
24010,2012,PRI_PVEM
24010,2015,PRI_PVEM_PANAL
24010,2018,NA
24011,1997,PAN
24011,2000,PAN
24011,2003,PAN
24011,2006,PRI
24011,2009,PAN_PANAL
24011,2012,PT
24011,2015,PRI
24011,2018,NA
24012,1997,PRI
24012,2000,PRI
24012,2003,PAN
24012,2006,PRI
24012,2009,PAN
24012,2012,PRI_PCP
24012,2015,PRI_PVEM_PANAL
24012,2018,NA
24013,1997,PT
24013,2000,PRI
24013,2003,PRI_PVEM_PT_PAS
24013,2006,PAN
24013,2009,PAN_PCP_PANAL
24013,2012,PRI_PVEM
24013,2015,PRI_PVEM_PANAL
24013,2018,NA
24014,1997,PRI
24014,2000,PRI
24014,2003,PAN
24014,2006,PRI
24014,2009,PAN_PANAL
24014,2012,PRI_PVEM
24014,2015,PRI_PVEM_PANAL
24014,2018,NA
24015,1997,PRI
24015,2000,PRI
24015,2003,PT_PCP_MC
24015,2006,PRI_PASC
24015,2009,PAN_PANAL
24015,2012,PRI_PVEM
24015,2015,PRI_PVEM_PANAL
24015,2018,NA
24016,1997,PRD
24016,2000,PAN
24016,2003,PRI
24016,2006,PAN
24016,2009,PRI_PSD
24016,2012,PRI_PVEM
24016,2015,PAN
24016,2018,NA
24017,1997,PRI
24017,2000,PRI
24017,2003,PAN
24017,2006,PRI
24017,2009,PRI
24017,2012,PRI_PVEM
24017,2015,PRI_PANAL
24017,2018,NA
24018,1997,PRI
24018,2000,PRI
24018,2003,PRI
24018,2006,PAN
24018,2009,PRI
24018,2012,PRI_PVEM
24018,2015,PVEM
24018,2018,NA
24019,1997,PRI
24019,2000,PRI
24019,2003,PRI
24019,2006,PAN
24019,2009,PRI
24019,2012,PRI_PVEM
24019,2015,PRI_PANAL
24019,2018,NA
24020,1997,PRI
24020,2000,PAN
24020,2003,PRI_PVEM
24020,2006,PAN
24020,2009,PAN_PANAL
24020,2012,PRI_PVEM
24020,2015,PRI_PVEM_PANAL
24020,2018,NA
24021,1997,PRI
24021,2000,PRI
24021,2003,PAN
24021,2006,PRI
24021,2009,PAN_PANAL
24021,2012,PRI_PVEM
24021,2015,PRD_MC
24021,2018,NA
24022,1997,PRI
24022,2000,PRI
24022,2003,PRD
24022,2006,PVEM_PCP
24022,2009,PAN_PANAL
24022,2012,PCP
24022,2015,PAN
24022,2018,NA
24023,1997,PAN
24023,2000,PRI
24023,2003,PRI
24023,2006,PRI
24023,2009,PRD
24023,2012,PRI_PVEM
24023,2015,PAN
24023,2018,NA
24024,1997,PAN
24024,2000,PAN
