uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
24001,1991,PRI,JUAN MORENO VAZQUEZ,PAN,,0.3263041065
24001,1994,PRI,FIDEL CASTRO PALOMO,PAN,,0.4941084053
24001,1997,PAN,MANUEL CISNEROS MENDOZA,PRI,,0.0993223621
24001,2000,PAN,CONSTANTINO HERNANDEZ MIRANDA,PRI,,0.1031373286
24001,2003,PAN,CLAUDIO JUAREZ MENDOZA,PRI,,0.1425859123
24001,2006,PAN,JUAN JOSE JOVER NAVARRO,PRI_PASD,,0.0429467085
24001,2009,PRI,ASUNCION MENDOZA CUELLAR,PAN_PNA,,0.011815113
24001,2012,PAN_PNA,GUILLERMO MORALES MARTINEZ,PRD_PT_MC,,0.017369727
24001,2015,PRD_PT_PNA,FEDERICO MONSIVAIS ROJAS,PAN_MC,,0.0695859527
24001,2018,PRD,FEDERICO MONSIVAIS ROJAS,PAN_MC,,0.0137820513
24001,2021,PNA,JOSE IGNACIO GUERRERO MENDOZA,PAN_PRI_PRD_PCP,,0.0909789289
24002,1991,PRI,TOMAS AGUILAR I.,PAN,,0.6595854922
24002,1994,PRI,ALBERTO CASTILLO P.,PAN,,0.5744530699
24002,1997,PRI,ABDENANGO CHAVEZ MENDIOLA,PRD,,0.1099578333
24002,2000,PRI,BONIFACIO CARREON MOCTEZUMA,PRD,,0.1452294686
24002,2003,PRI,J ISABEL RUIZ CEDILLO,PCP,,0.0560806553
24002,2006,PAN_PNA_PCP,MARIA LEONIDES SECAIDA LOPEZ,PRI,,0.0627602617
24002,2009,PAN,MANUEL LARA BARCENAS,PRI_PNA,,0.0333850932
24002,2012,PRI_PVEM,SIRIACO CARREON RUCOBA,PAN,,0.0671189726
24002,2015,PAN_PT,MARIA LEONIDES SECAIDA LOPEZ,PRI_PNA,,0.0358565737
24002,2018,PRI_PVEM_PCP,FLORISELA HERNANDEZ CHAVEZ,PNA,,0.1028103044
24002,2021,PRI,FLORISELA HERNANDEZ CHAVEZ,PAN,,0.1764705882
24003,1991,PRI,TEODORO RUBIO CHAVARRIA,PAN,,0.0300656362
24003,1994,PRI,EFRAIN RODRIGUEZ GALLEGOS,PAN,,0.1032796661
24003,1997,PRI,ADAN BARRIOS COMPEAN,PAN,,0.1355898056
24003,2000,PAN,ELISEO BLANCO GALLEGOS,PRI,,0.1639496579
24003,2003,PAN,EUGENIO MARQUEZ FERNANDEZ,PRI,,0.1234059726
24003,2006,PAN,JOSE ANTONIO MARTINEZ GUERRERO,PRI_PASD,,0.1842912388
24003,2009,PAN_PNA,HECTOR LOPEZ BALDERAS,PRI_PSD,,0.0919378481
24003,2012,PAN_PNA,VICTOR HUGO MARTINEZ GUERRERO,PRD_PT_MC,,0.1416899369
24003,2015,PRI_PVEM_PNA,YOLANDA JOSEFINA CEPEDA ECHEVARRIA,PAN_PRD_PT,,0.0195997807
24003,2018,PAN_PRD_MC,OSCAR SUAREZ MENDOZA,PRI_PVEM_PCP,,0.1319441442
24003,2021,RSP,CUAHUTEMOC BALDERAS YAÑEZ,PAN_PRI_PRD_PCP,,0.0517787814
24004,1991,PRI,FERNANDO MASCORRO CASTILLO,PAN,,0.1891891892
24004,1994,PRI,JESUS A ALVARADO SEGOVIA,PAN,,0.1625190452
24004,1997,PRI,MARTHA MANZO MARTINEZ,PAN,,0.1409764125
24004,2000,PRI,ALFREDO BORJAS MALDONADO,PAN,,0.1335703403
24004,2003,PAN,GILBERTO HUMARA GOMEZ,PRI,,0.0711462451
24004,2006,PRI_PASD,CESAR OLIVA OCHOA,PAN_PNA,,0.068866571
24004,2009,PRI,JOSE DE JESUS MEAVE VEGA,PAN_PNA,,8.940545e-4
24004,2012,PRI_PVEM,RAMIRO MIGUEL HERNANDEZ,PT,,0.0843738176
24004,2015,PRI_PVEM_PNA,RUTILO RAMIREZ ROQUE,PAN,,0.4466019417
24004,2018,PRI_PVEM_PNA,SARA ALVAREZ RIVERA,PAN_PRD_MC,,0.4577312139
24004,2021,PAN_PRI_PRD_PCP,MARIA ROCIO CASTILLO VERA,PT_PVEM,,0.3676975945
24005,1991,PRI,AMONARIO DIAZ DE LEON,PAN,,0.769431744
24005,1994,PAN,ARTURO HERNANDEZ MALTUS,PRI,,0.1743499761
24005,1997,PRD,NICOLAS TORRES TORRES,PRI,,0.0430889759
24005,2000,PRI,JAIME MACIAS OVIEDO,PRD_PT_CONVE_PAS_PSN,,0.2178716263
24005,2003,PAN,AGUSTIN PEREZ GOMEZ,PRI,,0.0313874147
24005,2006,PRI,JOSE LUIS MONTAÑO CHAVEZ,PCP,,0.0065479309
24005,2009,PAN_PCP_PNA,FALCON SALDIERNA MARTINEZ,PRI,,0.1556311505
24005,2012,PRI_PVEM,ARTURO PIÑA AGUILAR,PAN_PNA,,0.0814306602
24005,2015,PAN_PT_MC,PEDRO ALBERTO TOVAR GARCIA,PRI_PVEM_PNA,,0.2256238447
24005,2018,PVEM_PNA,JORGE OMAR MUÑOZ MARTINEZ,PAN_PRD_MC,,0.2348356489
24005,2021,PT_PVEM,JORGE OMAR MUÑOZ MARTINEZ,PAN_PRI_PRD_PCP,,0.1580325008
24006,1991,PRI,?,PAN,,0.328942554
24006,1994,PRI,MARIA SARA ROCHA MEDINA,PAN,,0.0403777271
24006,1997,PRI,J HECTOR MORENO ARRIAGA,PT,,0.0947556615
24006,2000,PRI,TEODORO ALMAGUER BERNAL,PT,,0.1865257596
24006,2003,PRI,ROMAN CASTILLO ALVARADO,PAN,,0.0919227631
24006,2006,PAN,PETRA PUENTE CORDOVA,PRI,,0.1863061275
24006,2009,PRI,ROMAN CASTILLO ALVARADO,PAN,,0.1024213075
24006,2012,PRI_PVEM,J HECTOR MORENO ARRIAGA,PAN_PNA,,0.0578093306
24006,2015,PAN_PT,FRANCISCO DANIEL CALDERON CORONADO,PRI,,0.1513279802
24006,2018,PAN_MC,MARIA GUADALUPE CARRILLO RODRIGUEZ,PRI,,0.1957274827
24006,2021,PAN_PRI_PRD_PCP,MARIA GUADALUPE CARRILLO RODRIGUEZ,MC,,0.1124387855
24007,1991,PRI,JAVIER MARTINEZ DUARTE,PPS,,0.3712092131
24007,1994,PRI,MARIO ALBERTO SANTOS GARCIA,PDM,,0.0541961211
24007,1997,PDM,J CECILIO PEREZ AGUILAR,PRI,,0.0083528233
24007,2000,PRI,FRANCISCO GAYTAN RANGEL,PAS,,0.3968677108
24007,2003,PRI,JUAN MANUEL SEGOVIA HERNANDEZ,PAN,,0.3022024927
24007,2006,PAN,HECTOR CESAR MALDONADO CHAVEZ,PRI,,0.0451173354
24007,2009,PRI,JUAN MANUEL SEGOVIA HERNANDEZ,PAN_PNA,,0.2299357945
24007,2012,PRI_PVEM,FRANCISCO EZEQUIEL JUAREZ RIVERA,PAN_PNA,,0.4774108322
24007,2015,PRI_PVEM,JUAN CARLOS PEREZ MENDOZA,PAN,,0.1350090697
24007,2018,PT_MORENA_PES,HOMERO MATA CAMARILLO,PRI_PVEM,,0.1958785249
24007,2021,MC,HOWARD FRANCISCO AGUILAR VERGARA,PT_PVEM,,0.055885850199999997
24008,1991,PRI,JUAN MANUEL RUIZ VAZQUEZ,PAN,,0.3475856985
24008,1994,PRI,JUAN JOSE RUIZ V.,PAN,,0.0284542744
24008,1997,PAN,FLORENCIO GONZALEZ ALEJOS,PRI,,0.1096853794
24008,2000,PAN,ALFREDO SANCHEZ AZUA,PRI,,0.1306311523
24008,2003,PAN,AURELIA OROZCO REYES,PRI,,0.0910066794
24008,2006,PRI,SALVADOR MARTINEZ SIFUENTES,PAN_PNA,,0.0829457364
24008,2009,PT_CONVE,ERASMO GALVAN NIETO,PAN_PNA,,0.0752383946
24008,2012,PAN_PNA,DULCE MARIA MONTES ZUÑIGA,PRI,,0.0361480625
