uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
24001,1992,PRI,JUAN MORENO VAZQUEZ
24001,1993,PRI,JUAN MORENO VAZQUEZ
24001,1994,PRI,JUAN MORENO VAZQUEZ
24001,1995,PRI,FIDEL CASTRO PALOMO
24001,1996,PRI,FIDEL CASTRO PALOMO
24001,1997,PRI,FIDEL CASTRO PALOMO
24001,1998,PAN,MANUEL CISNEROS MENDOZA
24001,1999,PAN,MANUEL CISNEROS MENDOZA
24001,2000,PAN,MANUEL CISNEROS MENDOZA
24001,2001,PAN,CONSTANTINO HERNANDEZ MIRANDA
24001,2002,PAN,CONSTANTINO HERNANDEZ MIRANDA
24001,2003,PAN,CONSTANTINO HERNANDEZ MIRANDA
24001,2004,PAN,CLAUDIO JUAREZ MENDOZA
24001,2005,PAN,CLAUDIO JUAREZ MENDOZA
24001,2006,PAN,CLAUDIO JUAREZ MENDOZA
24001,2007,PAN,JUAN JOSE JOVER NAVARRO
24001,2008,PAN,JUAN JOSE JOVER NAVARRO
24001,2009,PAN,JUAN JOSE JOVER NAVARRO
24001,2010,PRI,J ASUNCION MENDOZA CUELLAR
24001,2011,PRI,J ASUNCION MENDOZA CUELLAR
24001,2012,PRI,J ASUNCION MENDOZA CUELLAR
24001,2013,CC,GUILLERMO MORALES MARTINEZ
24001,2014,CC,GUILLERMO MORALES MARTINEZ
24001,2015,CC,GUILLERMO MORALES MARTINEZ
24001,2016,AP,FEDERICO MONSIVAIS ROJAS
24001,2017,AP,FEDERICO MONSIVAIS ROJAS
24001,2018,PRD,FEDERICO MONSIVAIS ROJAS
24001,2019,PRD,FEDERICO MONSIVAIS ROJAS
24001,2020,PRD,FEDERICO MONSIVAIS ROJAS
24001,2021,PRD,FEDERICO MONSIVAIS ROJAS
24001,2022,PNA,JOSE IGNACIO GUERRERO MENDOZA
24001,2023,PNA,JOSE IGNACIO GUERRERO MENDOZA
24001,2024,PNA,JOSE IGNACIO GUERRERO MENDOZA
24002,1992,PRI,TOMAS AGUILAR IZQUIERDO
24002,1993,PRI,TOMAS AGUILAR IZQUIERDO
24002,1994,PRI,TOMAS AGUILAR IZQUIERDO
24002,1995,PRI,ALBERTO CASTILLO PADRON
24002,1996,PRI,ALBERTO CASTILLO PADRON
24002,1997,PRI,ALBERTO CASTILLO PADRON
24002,1998,PRI,ABDENAGO CHAVEZ MENDIOLA
24002,1999,PRI,ABDENAGO CHAVEZ MENDIOLA
24002,2000,PRI,ABDENAGO CHAVEZ MENDIOLA
24002,2001,PRI,BONIFACIO CARREON MOCTEZUMA
24002,2002,PRI,BONIFACIO CARREON MOCTEZUMA
24002,2003,PRI,BONIFACIO CARREON MOCTEZUMA
24002,2004,PRI,J ISABEL RUIZ CEDILLO
24002,2005,PRI,J ISABEL RUIZ CEDILLO
24002,2006,PRI,J ISABEL RUIZ CEDILLO
24002,2007,PAN,MARIA LEONIDES SECAIDA LOPEZ
24002,2008,PAN,MARIA LEONIDES SECAIDA LOPEZ
24002,2009,PAN,MARIA LEONIDES SECAIDA LOPEZ
24002,2010,PAN,MANUEL LARA BARCENAS
24002,2011,PAN,MANUEL LARA BARCENAS
24002,2012,PAN,MANUEL LARA BARCENAS
24002,2013,CPSL,SIRIACO CARREON RUCOBA
24002,2014,CPSL,SIRIACO CARREON RUCOBA
24002,2015,CPSL,SIRIACO CARREON RUCOBA
24002,2016,AP,MARIA LEONIDES SECAIDA LOPEZ
24002,2017,AP,MARIA LEONIDES SECAIDA LOPEZ
24002,2018,AP,MARIA LEONIDES SECAIDA LOPEZ
24002,2019,PRI,FLORISELA HERNANDEZ CHAVEZ
24002,2020,PRI,FLORISELA HERNANDEZ CHAVEZ
24002,2021,PRI,FLORISELA HERNANDEZ CHAVEZ
24002,2022,PRI,FLORISELA HERNANDEZ CHAVEZ
24002,2023,PRI,FLORISELA HERNANDEZ CHAVEZ
24002,2024,PRI,FLORISELA HERNANDEZ CHAVEZ
24003,1992,PRI,TEODORO RUBIO CHAVARRIA
24003,1993,PRI,TEODORO RUBIO CHAVARRIA
24003,1994,PRI,TEODORO RUBIO CHAVARRIA
24003,1995,PRI,EFRAIN RODRIGUEZ GALLEGOS
24003,1996,PRI,EFRAIN RODRIGUEZ GALLEGOS
24003,1997,PRI,EFRAIN RODRIGUEZ GALLEGOS
24003,1998,PRI,ADAN BARRIOS COMPEAN
24003,1999,PRI,ADAN BARRIOS COMPEAN
24003,2000,PRI,ADAN BARRIOS COMPEAN
24003,2001,PAN,ELISEO BLANCO GALLEGOS
24003,2002,PAN,ELISEO BLANCO GALLEGOS
24003,2003,PAN,ELISEO BLANCO GALLEGOS
24003,2004,PAN,EUGENIO MARQUEZ FERNANDEZ
24003,2005,PAN,EUGENIO MARQUEZ FERNANDEZ
24003,2006,PAN,EUGENIO MARQUEZ FERNANDEZ
24003,2007,PAN,JOSE ANTONIO MARTINEZ GUERRERO
24003,2008,PAN,JOSE ANTONIO MARTINEZ GUERRERO
24003,2009,PAN,JOSE ANTONIO MARTINEZ GUERRERO
24003,2010,CC,HECTOR LOPEZ BALDERAS
24003,2011,CC,HECTOR LOPEZ BALDERAS
24003,2012,CC,HECTOR LOPEZ BALDERAS
24003,2013,CC,VICTOR HUGO MARTINEZ GUERRERO
24003,2014,CC,VICTOR HUGO MARTINEZ GUERRERO
24003,2015,CC,VICTOR HUGO MARTINEZ GUERRERO
24003,2016,AP,YOLANDA JOSEFINA CEPEDA ECHAVARRIA
24003,2017,AP,YOLANDA JOSEFINA CEPEDA ECHAVARRIA
24003,2018,AP,YOLANDA JOSEFINA CEPEDA ECHAVARRIA
24003,2019,PAN,OSCAR SUAREZ MENDOZA
24003,2020,PAN,OSCAR SUAREZ MENDOZA
24003,2021,PAN,OSCAR SUAREZ MENDOZA
24003,2022,RSP,CUAHUTEMOC BALDERAS YAÑEZ
24003,2023,RSP,CUAHUTEMOC BALDERAS YAÑEZ
24003,2024,RSP,CUAHUTEMOC BALDERAS YAÑEZ
24004,1992,PRI,FERNANDO MASCORRO CASTILLO
24004,1993,PRI,FERNANDO MASCORRO CASTILLO
24004,1994,PRI,FERNANDO MASCORRO CASTILLO
24004,1995,PRI,JESUS ALVARADO SEGOVIA
