uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
24001,1950,NA,C. AGUSTÍN CUELLAR OLIVA
24001,1953,NA,C. CEFERINO VÁZQUEZ VÁZQUEZ
24001,1956,NA,C. JUAN MENDOZA CERDA
24001,1959,NA,C. J. FÉLIX GUEL TRUJILLO
24001,1962,NA,C. PEDRO SIAS MENDOZA
24001,1965,NA,C. TERESO SAUCEDO MORENO V.
24001,1968,NA,C. HORACIO DE REGIL DAVILA
24001,1971,NA,C. TAURINO CASTRO ROMO
24001,1974,NA,C. GUMERSINDO MERCADO MENDOZA
24001,1977,NA,C. REGULO CONTRERAS CASTRO
24001,1980,NA,C. ANATOLIO RIVERA ALVARADO
24001,1983,NA,C. ANTONIO RIVERA MONTELONGO
24001,1986,NA,C. RODOLFO NAVARRO M.
24001,1989,NA,C. EDUARDO SAUCEDO SIAS
24001,1992,PRI,PROFR. JUAN MORENO VAZQUEZ
24001,1995,PRI,PROFR. FIDEL CASTRO PALOMO
24001,1997,PAN,C. MANUEL CISNEROS MENDOZA
24001,2000,PAN,LIC. CONSTANTINO HERNANDEZ MIRANDA
24001,2004,PAN,C. CLAUDIO JUAREZ MENDOZA
24001,2007,PAN,C. JUAN JOSE JOVER NAVARRO
24001,2009,PRI,C. J. ASUNCION MENDOZA CUELLAR
24001,2012,C.C.,C. GUILLERMO MORALES MARTINEZ
24001,2015,AP,C. FEDERICO MONSIVAIS ROJAS
24001,2018,PRD,C. FEDERICO MONSIVAIS ROJAS
24001,2021,PNA,C. JOSE IGNACIO GUERRERO MENDOZA
24002,1971,NA,C. IGNACIO FEDERICO INFANTE MARTÍNEZ
24002,1974,NA,C. PEDRO RODARTE RODRÍGUEZ
24002,1977,NA,C. DELFINO AGUILAR REYNAGA
24002,1980,NA,C. ABDENAGO CHÁVEZ MENDIOLA
24002,1983,NA,C. CARLOS SALDIERNA VÁZQUEZ
24002,1986,NA,C. SALOMÓN MONTALBÁN U.
24002,1992,PRI,C. TOMAS AGUILAR IZQUIERDO
24002,1995,PRI,C. ALBERTO CASTILLO PADRON
24002,1997,PRI,C. ABDENAGO CHAVEZ MENDIOLA
24002,2000,PRI,C. BONIFACIO CARREON MOCTEZUMA
24002,2004,PRI,C. J. ISABEL RUIZ CEDILLO
24002,2007,PAN,C. MARIA LEONIDES SECAIDA LOPEZ
24002,2009,PAN,C. MANUEL LARA BARCENAS
24002,2012,CPSL,C. SIRIACO CARREON RUCOBA
24002,2015,AP,C. MARIA LEONIDES SECAIDA LOPEZ
24002,2018,PRI,C. FLORISELA HERNANDEZ CHAVEZ
24002,2021,PRI,C. FLORISELA HERNANDEZ CHAVEZ
24003,1953,NA,C. MANUEL ORENDÁIN MORALES
24003,1956,NA,C. REYES MEDELLÍN MARTÍNEZ
24003,1962,NA,C. TEODORO RUBIO ANAYA
24003,1965,NA,C. POMPEYO ECHEVARRIA MARTÍNEZ
24003,1968,NA,C. CARMELO MARQUÉS MARQUÉS
24003,1971,NA,C. EUFEMIO AGUILAR GONZÁLEZ
24003,1974,NA,C. ALFONSO PALAZUELOS BARRIOS
24003,1977,NA,C. NABOR RODRÍGUEZ AGUILLÁN
24003,1980,NA,C. MIGUEL RUBIO ECHEVARRIA
24003,1983,NA,C. JUAN DIEGO ECHEVARRIA BARRIOS
24003,1986,NA,C. ADÁN MARTÍNEZ FLORES
24003,1992,PRI,C. TEODORO RUBIO CHAVARRIA
24003,1995,PRI,LIC. EFRAIN RODRIGUEZ GALLEGOS
24003,1997,PRI,C. ADAN BARRIOS COMPEAN
24003,2000,PAN,C. ELISEO BLANCO GALLEGOS
24003,2004,PAN,C. EUGENIO MARQUEZ FERNANDEZ
24003,2007,PAN,C. JOSE ANTONIO MARTINEZ GUERRERO
24003,2009,C.C.,PROFR. HECTOR LOPEZ BALDERAS
24003,2012,C.C.,C. VICTOR HUGO MARTINEZ GUERRERO
24003,2015,AP,C. YOLANDA JOSEFINA CEPEDA ECHAVARRIA
24003,2018,PAN,C. OSCAR SUAREZ MENDOZA
24003,2021,RSP,C. CUAHUTEMOC BALDERAS YAÑEZ
24004,1956,NA,C. FRANCISCO MASCORRO GALLARDO
24004,1959,NA,C. FRANCISCO MALDONADO BEAR
24004,1965,NA,C. FRANCISCO MASCORRO GALLARDO
24004,1968,NA,C. JESÚS LÓPEZ
24004,1971,NA,C. JESÚS MALDONADO REYES
24004,1974,NA,C. TIMOTEO TRISTÁN SALDAÑA
24004,1977,NA,C. MARCOS GUEVARA ALMENDÁREZ
24004,1980,NA,C. ANDRÉS SALDAÑA VEGA
24004,1983,NA,C. LEOCADIO ALONSO
24004,1986,NA,C. JUAN ISIDRO MARTÍNEZ MEZA
24004,1989,NA,C. PORFIRIO NAVARRETE MARES
24004,1992,PRI,C. FERNANDO MASCORRO CASTILLO
24004,1995,PRI,C. JESUS ALVARADO SEGOVIA
24004,1997,PRI,C. MARTHA MANZO MARTINEZ
24004,2000,PRI,ING. ALFREDO BORJAS MALDONADO
24004,2004,PAN,C. GILBERTO HUMARA GOMEZ
24004,2007,PRI,C. CESAR OLIVA OCHOA
24004,2009,PRI,ING. JOSE DE JESUS MEAVE VEGA
24004,2012,C.C.,C. RAMIRO MIGUEL HERNANDEZ
24004,2015,AP,C. RUTILO RAMIREZ ROQUE
24004,2018,PRI,C. SARA ALVAREZ RIVERA
24004,2021,COAL.,C. MARIA ROCIO CASTILLO VERA
24005,1951,NA,C. JOSÉ GARCÍA RAMOS
24005,1953,NA,C. MELQUIADES CASTILLO
24005,1956,NA,C. FELIPE CASTILLO VEGA
24005,1959,NA,C. J. TRINIDAD GARCÍA RAMOS
24005,1962,NA,C. RENÉ CASTILLO VEGA
24005,1965,NA,C. ENRIQUE PALAU ZUÑIGA
24005,1968,NA,C. CARLOS GUZMÁN
24005,1971,NA,C. JAIME RODRÍGUEZ LARA
24005,1974,NA,C. JOSÉ LÓPEZ RUBIO
24005,1977,NA,C. ENRIQUE ZUBIAGA RAMÍREZ
24005,1980,NA,C. RENÉ CASTILLO VEGA
24005,1983,NA,C. ERNESTO TORRES ALVARADO
24005,1986,NA,C. INDALECIO MEDINA CALDERÓN
24005,1989,NA,C. ERNESTO TORRES ALVARADO
24005,1992,PRI,DR. AMONARIO DIAZ DE LEON
24005,1995,PAN,DR. ARTURO A. HERNANDEZ M.
24005,1997,PRD,C. NICOLAS TORRES TORRES
24005,2000,PRI,L.A.P. JAIME MACIAS OVIEDO
24005,2004,PAN,C. AGUSTIN PEREZ GOMEZ
24005,2007,PRI,C. JOSE LUIS MONTAÑO CHAVEZ
24005,2009,C.C.,C. FALCON SALDIERNA MARTINEZ
24005,2012,CPSL,C. ARTURO PIÑA AGUILAR
24005,2015,AP,C. PEDRO ALBERTO TOVAR GARCIA
24005,2018,PNA,C. JORGE OMAR MUÑOZ MARTINEZ
24005,2021,COAL.,C. JORGE OMAR MUÑOZ MARTINEZ
24006,1956,NA,C. JOSÉ MARTÍNEZ
24006,1959,NA,C. JOSÉ SALA VARANDA
24006,1962,NA,C. JUAN CORONADO MARTÍNEZ
24006,1965,NA,C. JUAN PEDRO VÁRELA BUSTOS
24006,1968,NA,C. JOSÉ SALA VARANDA
24006,1971,NA,C. RAÚL VIZCAYA GARZA
24006,1974,NA,C. RICARDO MARTÍNEZ
24006,1977,NA,C. DANIEL CALDERÓN RAMOS
24006,1980,NA,C. HIGINIO GÓMEZ SERRANO
24006,1983,NA,C. VIRGILIO TORRES MENDOZA
24006,1986,NA,C. JOSÉ INÉS SERNA ESPINOSA
24006,1992,PRI,C. RAUL CORONADO RODRIGUEZ
24006,1995,PRI,LIC. MARIA SARA ROCHA MEDINA
24006,1997,PRI,C. J. HECTOR MORENO ARRIAGA
24006,2000,PRI,PROFR. TEODORO ALMAGUER BERNAL
24006,2004,PRI,C. ROMAN CASTILLO ALVARADO
24006,2007,PAN,C. PETRA PUENTE CORDOVA
24006,2009,PRI,C. ROMAN CASTILLO ALVARADO
24006,2012,C.C.,C. J. HECTOR MORENO ARRIAGA
24006,2015,AP,C. FRANCISCO DANIEL CALDERON CORONADO
24006,2018,PAN,C. MARIA GUADALUPE CARRILLO RODRIGUEZ
24006,2021,COAL.,C. MARIA GUADALUPE CARRILLO RODRIGUEZ
24007,1956,NA,C. PORFIRIO MATA LARA
24007,1959,NA,C. RICARDO AVILA LOMELÍ
24007,1962,NA,C. LORENZO CORONADO PAULEY
24007,1965,NA,C. JOSÉ SANTOS RAMÍREZ FLORES
24007,1968,NA,C. PEDRO ESPINOSA GRIMALDO
24007,1971,NA,C. RAMIRO MALDONADO LÓPEZ
24007,1974,NA,C. JAVIER MARTÍNEZ DUARTE
24007,1977,NA,C. ALBERTO TORRES RODRÍGUEZ
24007,1980,NA,C. FIDEL SEGOVIA MORALES
24007,1983,NA,C. ÁNGEL CASTILLO ÁLVAREZ
24007,1986,NA,C. MANUEL MALDONADO LÓPEZ
24007,1989,NA,C. FIDEL SEGOVIA MORALES
24007,1992,PRI,C. JAVIER MARTINEZ DUARTE
24007,1995,PRI,DR. MARIO ALBERTO SANTOS G.
24007,1997,PDM,C. J. CECILIO PEREZ AGUILAR
24007,2000,PRI,C. FRANCISCO GAYTAN RANGEL
24007,2004,PRI,C. JUAN MANUEL SEGOVIA HERNANDEZ
24007,2007,PAN,C. HECTOR CESAR MALDONADO CHAVEZ
24007,2009,PRI,LIC. JUAN MANUEL SEGOVIA HERNANDEZ
24007,2012,CPSL,C. FRANCISCO EZEQUIEL JUAREZ RIVERA
24007,2015,AP,C. JUAN CARLOS PEREZ MENDOZA
24007,2018,MORENA,C. JOSE HOMERO MATA CAMARILLO
24007,2021,PMC,C. HOWARD FRANCISCO AGUILAR VERGARA
24008,1919,NA,C. MAURO POSADAS
24008,1939,NA,C. LONGUINOS ÁLVAREZ
24008,1941,NA,C. EUSEBIO VÁZQUEZ
24008,1944,NA,DR. JAVIER DEL CASTILLO
24008,1947,NA,C. J. NATIVIDAD FONSECA
24008,1950,NA,C. MANUEL R. GÓMEZ
24008,1953,NA,C. GABRIEL CASTILLO
24008,1956,NA,C. CARLOS CASTILLO
24008,1959,NA,C. EMILIO COMPEÁN
24008,1962,NA,C. BALDOMERO GARCÍA
24008,1965,NA,C. DARÍO BERRONES
24008,1968,NA,PROFR. VÍCTOR GUERRERO FLORES
24008,1971,NA,PROFR. SALVADOR NIETO CHÁVEZ
24008,1974,NA,C. ERASMO GALVÁN C.
24008,1977,NA,C. JOSÉ E. CABRERA
24008,1980,NA,C. RAÚL HUERTA M.
24008,1983,NA,C. SALVADOR GUZMÁN
24008,1986,NA,C. J. ENCARNACIÓN TORRES
24008,1989,NA,C. J. JESÚS ALMAZÁN B.
24008,1992,PRI,C. JUAN MANUEL RUIZ VAZQUEZ
24008,1995,PRI,C. JUAN JOSE RUIZ VAGLIENTY
24008,1997,PAN,C. FLORENCIO GONZALEZ ALEJOS
24008,2000,PAN,C. ALFREDO SANCHEZ AZUA
24008,2004,PAN,C. AURELIA OROZCO REYES
24008,2007,PRI,C. SALVADOR MARTINEZ SIFUENTES
24008,2009,C.C.,C. ERASMO GALVAN NIETO
24008,2012,C.C.,C. DULCE MARIA MONTES ZUÑIGA
24008,2015,PAN,C. JOSE ALFREDO SAUCEDA LOREDO
