CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,CAND_IND2,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,2,123,221,141,14,11,10,24,52,10,17,6,,,629,26,655,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,2,81,117,90,10,5,9,33,83,14,15,10,,,467,26,493,815
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,45,1,74,144,62,3,12,8,33,68,4,9,5,,,422,24,446,719
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,2,100,242,37,18,7,12,51,82,14,12,9,,,584,24,608,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,2,83,242,20,11,3,16,123,99,5,17,11,,,630,27,657,894
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,2,121,231,25,18,3,8,42,73,8,16,10,,,555,12,567,975
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,108,265,27,18,11,16,39,88,12,26,13,,,623,23,646,1100
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,1,58,196,10,7,12,10,19,62,9,20,1,,,404,12,416,642
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,178,429,38,36,14,10,59,167,14,21,13,,,979,44,1023,1002
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,78,189,28,13,6,7,29,52,14,23,4,,,443,21,464,696
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,144,284,32,23,10,25,56,108,11,20,8,,,721,30,751,1102
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,89,204,29,16,8,18,78,73,10,18,7,,,550,29,579,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,2,132,289,93,28,31,13,59,123,19,25,6,,,818,43,861,1352
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,66,179,36,20,23,10,38,93,15,21,6,,,507,14,521,857
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,118,198,24,16,10,16,43,118,9,25,8,,,585,19,604,1013
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,117,225,19,12,8,14,37,132,12,23,21,,,620,33,653,1081
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,128,222,22,25,11,6,35,113,15,18,15,,,610,28,638,1008
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,60,2,60,189,57,9,8,11,28,129,14,28,6,,,539,20,559,991
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,56,210,40,13,6,7,27,59,10,47,9,,,484,37,521,934
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,82,240,48,20,11,9,13,70,5,24,6,,,528,26,554,1055
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,123,264,80,19,43,9,47,71,25,22,3,,,706,28,734,1349
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,85,264,25,17,11,9,56,122,15,27,4,,,635,26,661,1154
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,149,357,80,18,26,12,40,93,9,34,14,,,832,48,880,1700
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,69,234,43,14,8,9,34,81,12,93,11,,,608,35,643,1058
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,115,214,42,5,9,7,46,68,13,27,2,,,548,37,585,1020
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,101,248,44,28,10,12,52,86,11,18,26,,,636,28,664,1178
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,81,245,24,17,7,6,31,69,11,14,14,,,519,20,539,958
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,114,262,28,26,12,15,79,133,13,18,12,,,712,27,739,1143
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,91,218,44,15,47,8,33,97,14,20,14,,,601,34,635,1015
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,135,374,30,19,6,13,54,101,12,27,13,,,784,29,813,1289
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,3,223,348,40,17,19,19,28,80,8,33,14,,,829,47,876,1128
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,188,269,40,18,20,17,55,95,14,22,9,,,747,47,794,1317
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,228,355,59,26,32,22,74,211,22,42,12,,,1083,37,1120,1863
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,96,218,53,13,46,9,27,87,21,23,5,,,598,38,636,992
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,85,230,20,22,9,7,71,102,24,21,9,,,600,29,629,924
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,110,153,24,15,11,6,40,77,10,15,10,,,471,26,497,907
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,10,462,1084,196,83,52,104,241,368,42,118,42,,,2792,101,2893,6092
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,81,220,36,15,5,11,28,75,5,36,6,,,518,19,537,814
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,81,16,1168,1631,189,148,104,187,579,832,147,208,276,,,5469,202,5671,10971
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,75,303,49,14,16,22,40,141,12,24,4,,,700,25,725,1235
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,389,902,132,69,37,26,172,311,50,95,33,,,2216,93,2309,4602
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,56,194,20,21,9,9,42,55,13,12,35,,,466,22,488,858
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,92,196,39,22,10,8,42,92,14,18,20,,,553,27,580,1042
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,101,132,13,13,3,10,126,114,23,22,142,,,699,37,736,1054
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,117,202,24,11,46,14,45,72,22,17,11,,,581,22,603,916
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,85,221,16,19,2,8,19,30,5,8,3,,,416,17,433,632
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,166,276,19,17,4,9,31,45,13,24,13,,,617,22,639,977
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,201,331,39,19,31,18,51,214,23,27,19,,,973,38,1011,1729
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,172,220,45,23,48,20,40,139,26,28,16,,,777,42,819,1648
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,3,227,470,41,41,10,12,65,128,17,18,26,,,1055,50,1105,1144
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,161,309,27,46,4,11,35,87,23,36,8,,,747,37,784,1114
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,157,227,26,27,12,18,95,118,22,26,10,,,738,30,768,1190
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,2,137,229,33,36,3,11,49,95,13,28,20,,,654,29,683,1394
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,102,244,25,15,7,9,36,57,12,13,38,,,558,35,593,1105
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,107,202,37,32,5,9,31,59,6,13,11,,,512,26,538,1117
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,116,240,8,38,4,14,36,74,24,34,4,,,592,22,614,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,111,200,30,15,32,16,47,95,20,15,12,,,593,27,620,1202
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,3,298,414,31,24,34,11,57,137,28,35,20,,,1089,35,1124,2136
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,215,424,46,33,16,34,127,185,52,36,16,,,1184,61,1245,2288
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,175,321,30,21,16,14,43,149,16,43,9,,,837,43,880,1611
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,146,220,33,17,16,12,26,75,14,17,17,,,593,23,616,1125
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,81,190,16,22,9,14,25,96,11,18,8,,,490,17,507,796
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,9,691,1032,123,107,66,70,204,353,49,63,95,,,2853,107,2960,6157
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,160,275,46,26,7,15,59,115,26,18,34,,,781,42,823,1249
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,132,201,54,15,10,26,50,92,14,21,7,,,622,35,657,1287
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,4,240,491,53,52,74,30,58,168,42,48,11,,,1267,69,1336,2906
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,3,186,416,50,30,44,18,34,109,14,45,13,,,959,34,993,2057
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,65,158,8,6,4,12,362,43,7,4,6,,,675,37,712,1209
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,150,356,29,24,29,9,53,100,21,24,17,,,812,36,848,1690
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,5,302,506,89,47,35,34,78,228,44,51,14,,,1428,74,1502,3313
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,77,108,12,7,10,4,268,36,1,7,1,,,531,30,561,835
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,86,142,13,2,9,4,389,42,3,4,8,,,702,34,736,1232
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,83,107,12,5,5,5,202,22,2,8,0,,,451,20,471,847
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,104,173,6,8,5,5,255,30,4,7,10,,,607,19,626,1071
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,130,208,14,16,16,4,358,54,5,8,8,,,821,29,850,1515
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,230,240,13,14,5,13,26,13,5,24,21,,,604,33,637,859
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,65,175,15,0,0,1,0,6,3,24,0,,,289,14,303,362
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,1,104,242,82,7,8,6,18,6,4,37,11,,,525,31,556,735
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,124,232,6,22,5,6,26,55,5,82,4,,,567,37,604,831
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,2,81,259,24,16,10,11,75,52,11,19,6,,,564,21,585,930
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,1,210,225,9,6,3,13,14,16,1,5,8,,,510,23,533,715
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,5,448,514,42,34,6,49,80,147,24,60,116,,,1520,55,1575,2888
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,2,150,332,19,11,19,8,33,80,8,18,18,,,696,22,718,1471
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,188,479,18,19,18,20,23,89,13,31,19,,,917,36,953,1883
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,109,254,15,11,12,10,31,58,13,17,10,,,540,23,563,1003
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,34,93,6,0,0,0,0,4,2,7,7,,,153,7,160,219
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,129,2,453,470,27,0,3,16,21,30,5,13,0,,,1038,27,1065,1381
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,130,1,105,93,4,2,4,0,29,28,5,1,4,,,275,6,281,397
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,131,1,101,74,0,2,0,3,10,4,1,4,0,,,199,4,203,236
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,132,1,54,50,3,0,0,6,9,14,0,8,1,,,145,9,154,187
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,100,214,3,4,2,3,5,10,2,48,1,,,392,11,403,475
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,47,204,4,2,2,2,7,12,2,4,3,,,289,2,291,400
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,166,392,9,3,5,3,21,10,2,15,4,,,630,16,646,797
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,51,69,1,0,0,3,13,6,0,3,1,,,147,1,148,179
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,9,106,1,3,1,4,5,20,0,5,2,,,156,2,158,224
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,118,183,3,6,2,1,16,6,1,12,8,,,356,14,370,474
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,4,352,543,203,23,14,4,60,203,6,45,9,,,1462,90,1552,2657
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,179,295,27,2,5,3,35,27,2,28,7,,,610,19,629,896
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,207,284,15,3,2,1,46,27,0,18,8,,,611,8,619,891
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,369,745,128,13,12,8,113,65,6,109,25,,,1593,70,1663,2494
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,56,155,8,2,0,1,3,14,0,19,1,,,259,11,270,323
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,24,68,3,3,1,4,25,19,0,9,1,,,157,1,158,213
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,170,190,13,3,3,1,26,34,3,25,5,,,473,17,490,794
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,55,168,26,0,1,2,3,109,2,10,0,,,376,6,382,444
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,3,69,254,10,17,6,43,238,366,4,30,10,,,1047,21,1068,1501
3,4,CAMPECHE,17,CALKINI,2,CALKINI,148,2,47,210,6,13,1,39,113,284,3,34,5,,,755,21,776,1037
3,4,CAMPECHE,17,CALKINI,2,CALKINI,149,2,83,240,4,7,4,25,107,311,8,27,5,,,821,19,840,1092
3,4,CAMPECHE,17,CALKINI,2,CALKINI,150,2,45,166,5,7,1,40,104,193,3,19,7,,,590,17,607,767
3,4,CAMPECHE,17,CALKINI,2,CALKINI,151,3,115,148,8,12,4,54,96,188,3,12,5,,,645,6,651,801
3,4,CAMPECHE,17,CALKINI,2,CALKINI,152,2,80,255,10,0,4,48,78,280,4,14,0,,,773,19,792,1021
3,4,CAMPECHE,17,CALKINI,2,CALKINI,153,2,32,215,5,11,17,36,115,292,5,30,5,,,763,28,791,993
3,4,CAMPECHE,17,CALKINI,2,CALKINI,154,3,77,244,12,19,1,55,203,425,9,78,10,,,1133,32,1165,1605
3,4,CAMPECHE,17,CALKINI,2,CALKINI,155,2,55,222,9,20,4,36,130,440,10,31,9,,,966,25,991,1282
3,4,CAMPECHE,17,CALKINI,2,CALKINI,156,2,30,136,3,4,3,20,96,263,3,20,5,,,583,19,602,801
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,157,1,42,241,4,42,1,4,106,45,1,24,14,,,524,19,543,658
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,158,2,39,223,14,64,3,7,30,97,10,136,13,,,636,40,676,774
3,4,CAMPECHE,17,CALKINI,2,CALKINI,159,2,25,168,3,9,2,6,198,146,1,1,4,,,563,7,570,784
3,4,CAMPECHE,17,CALKINI,2,CALKINI,160,2,49,149,5,1,0,6,230,91,0,0,4,,,535,15,550,765
3,4,CAMPECHE,17,CALKINI,2,CALKINI,161,2,51,160,3,5,6,11,150,160,2,1,11,,,560,26,586,792
3,4,CAMPECHE,17,CALKINI,2,CALKINI,162,2,39,170,19,3,2,1,220,178,1,6,9,,,648,13,661,911
3,4,CAMPECHE,17,CALKINI,2,CALKINI,163,2,50,198,2,3,5,7,156,141,3,12,6,,,583,18,601,771
3,4,CAMPECHE,17,CALKINI,2,CALKINI,164,2,39,238,8,2,8,13,119,177,1,2,16,,,623,7,630,804
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,165,1,0,175,0,0,1,0,0,1,1,61,3,,,242,10,252,257
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,166,3,65,688,14,15,4,14,124,639,15,14,8,,,1600,33,1633,1948
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,167,2,50,362,7,11,4,7,88,362,11,5,10,,,917,18,935,1120
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,168,2,56,475,4,15,1,9,73,307,10,7,13,,,970,15,985,1205
3,4,CAMPECHE,17,CALKINI,2,CALKINI,169,2,40,345,9,26,3,10,77,539,12,11,36,,,1108,23,1131,1468
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,170,2,49,122,23,246,2,13,40,175,11,60,7,,,748,40,788,904
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,171,1,17,249,7,30,5,4,14,90,4,37,15,,,472,29,501,623
3,4,CAMPECHE,17,CALKINI,2,CALKINI,172,2,67,275,26,26,14,16,61,216,5,11,3,,,720,26,746,1284
3,4,CAMPECHE,17,CALKINI,2,CALKINI,173,3,68,357,23,6,22,17,227,495,16,15,13,,,1259,19,1278,1745
3,4,CAMPECHE,17,CALKINI,2,CALKINI,174,2,55,261,16,10,12,16,91,358,6,3,11,,,839,16,855,1139
3,4,CAMPECHE,17,CALKINI,2,CALKINI,175,3,113,417,17,14,20,24,208,530,18,8,27,,,1396,35,1431,1900
