CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,13,1291,620,297,375,68,163,69,624,453,123,11,68,0,1,166,,,11,4329,151,4491,9294
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,169,2,326,109,25,46,1,19,5,20,21,38,1,9,0,0,15,,,0,635,8,643,1468
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,170,4,377,135,36,67,6,27,6,33,45,25,5,12,0,0,17,,,0,791,16,807,2552
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,172,2,58,92,19,150,3,0,5,43,22,9,8,35,0,0,1,,,1,445,28,474,988
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,173,5,195,305,92,523,16,27,5,108,113,36,5,59,1,2,20,,,2,1507,35,1544,3155
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,174,4,220,263,67,373,11,35,11,108,117,50,10,42,0,1,18,,,0,1326,47,1373,2757
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,175,12,1204,635,222,1033,39,141,45,313,276,107,14,83,0,0,76,,,4,4188,128,4320,8984
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,177,4,256,570,130,135,95,410,10,141,10,64,6,36,1,0,,12,,1,1876,88,1965,2835
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,178,3,205,301,67,61,94,238,9,79,9,50,5,25,0,0,,9,,0,1152,48,1200,1740
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,12,1158,906,223,784,132,40,33,845,52,281,13,62,0,0,,405,,2,4934,124,5060,8635
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,181,7,337,311,142,355,39,44,24,280,466,47,7,39,0,1,50,,,1,2142,62,2205,4913
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,182,3,522,401,13,63,3,6,3,24,5,41,8,16,0,0,,,,1,1105,23,1129,2047
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,183,3,555,453,18,15,4,9,1,24,9,62,3,17,0,1,,,,0,1171,26,1197,2087
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,184,3,645,353,13,39,5,5,16,28,8,53,2,17,0,0,,,,0,1184,32,1216,1903
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,185,3,685,545,23,35,3,5,6,33,6,62,2,23,0,0,,,,0,1428,37,1465,2234
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,186,2,329,258,4,16,5,5,4,13,4,35,0,17,0,0,,,,0,690,16,706,970
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,187,3,641,342,13,25,0,10,7,27,3,67,8,17,1,0,,,,1,1161,34,1196,1767
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,188,3,666,380,12,14,5,4,6,18,6,50,4,22,0,0,,,,1,1187,21,1209,1870
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,189,3,668,400,18,22,2,3,1,26,7,71,3,15,0,0,,,,0,1236,30,1266,1895
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,190,3,503,347,18,25,3,8,3,23,8,42,2,4,0,0,,,,1,986,27,1014,1639
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,191,2,340,257,13,1,4,1,4,21,9,36,2,6,0,0,,,,0,694,13,707,1244
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,192,3,324,342,25,12,2,4,7,35,11,39,1,13,1,0,,,,0,816,23,839,1577
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,193,3,516,340,11,27,1,2,6,30,7,63,3,7,0,0,,,,0,1013,20,1033,1705
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,194,3,511,270,16,16,2,1,1,45,7,59,2,8,0,1,,,,1,939,21,961,1566
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,195,13,3291,1914,101,101,20,26,32,139,62,247,14,58,0,0,,,,3,6005,97,6105,9324
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,196,9,2114,1380,65,88,12,17,20,87,31,166,13,41,0,0,,,,0,4034,78,4112,6524
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,197,3,617,400,30,17,3,0,4,26,6,54,1,6,1,0,,,,0,1165,19,1184,2063
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,198,4,625,458,17,28,17,9,6,40,11,62,6,20,2,0,,,,0,1301,36,1337,2399
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,199,4,797,511,46,25,5,15,9,41,16,73,2,18,0,0,,,,0,1558,23,1581,2724
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,200,5,1051,593,37,42,6,15,17,60,11,89,5,17,0,0,,,,1,1943,48,1992,3412
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,201,4,722,599,20,32,7,5,1,33,5,59,3,23,0,0,,,,0,1509,30,1539,2275
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,202,4,776,564,24,40,5,5,7,27,13,65,8,29,1,0,,,,0,1564,34,1598,2337
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,203,14,3337,2032,104,82,26,38,31,143,44,313,17,55,2,3,,,,2,6227,109,6338,10310
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,206,15,867,935,332,100,39,101,38,659,101,210,16,55,2,1,,,,3,3456,107,3566,10648
1,23,QUINTANA ROO,9,TULUM,9,TULUM,208,5,343,449,314,25,20,42,18,260,34,112,0,14,0,0,,,,1,1631,70,1702,3172
1,23,QUINTANA ROO,9,TULUM,9,TULUM,210,5,161,535,336,60,60,8,14,153,9,281,222,24,1,1,,,,0,1865,51,1916,2699
1,23,QUINTANA ROO,9,TULUM,9,TULUM,211,5,100,593,488,63,21,1,16,17,2,213,4,24,0,0,,,,0,1542,50,1592,1809
1,23,QUINTANA ROO,9,TULUM,9,TULUM,214,1,60,52,25,1,1,1,1,16,2,14,0,2,1,0,,,,0,176,13,189,350
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,215,3,176,608,219,19,30,10,11,118,106,80,4,27,1,0,,,,2,1409,35,1446,2164
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,216,2,94,283,86,10,16,7,11,40,46,29,2,6,0,0,,,,0,630,20,650,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,217,3,138,495,177,12,18,16,23,103,73,61,10,12,2,0,,,,0,1140,46,1186,1826
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,218,2,112,350,132,5,16,5,13,54,57,77,7,13,0,0,,,,0,841,20,861,1267
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,219,2,100,345,98,13,7,14,25,73,67,46,4,9,3,0,,,,0,804,11,815,1225
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,220,2,81,302,105,7,7,12,15,62,72,40,1,3,0,0,,,,0,707,16,723,1005
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,221,2,72,208,93,3,13,9,5,36,42,56,2,10,0,0,,,,0,549,18,567,854
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,222,3,146,375,153,8,8,27,10,73,117,85,7,13,2,0,,,,0,1024,30,1054,1507
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,223,3,163,559,189,50,18,17,16,112,93,80,6,16,3,0,,,,0,1322,65,1387,2160
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,224,2,107,368,132,19,7,7,20,52,77,51,5,15,1,0,,,,0,861,31,892,1304
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,225,2,116,444,122,11,13,6,11,82,77,70,6,22,1,0,,,,0,981,39,1020,1484
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,226,3,128,633,138,15,21,14,30,109,84,90,19,19,1,0,,,,0,1301,37,1338,1922
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,227,3,96,505,174,18,12,11,21,141,94,45,6,29,0,1,,,,0,1153,47,1200,1693
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,228,2,99,471,130,12,18,5,16,136,42,41,1,10,0,0,,,,0,981,38,1019,1408
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,229,3,100,246,159,19,13,6,10,84,82,299,2,16,0,1,,,,0,1037,62,1099,1629
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,230,3,117,543,245,11,8,0,9,37,72,95,6,9,0,0,,,,0,1152,76,1228,1634
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,231,3,59,267,294,32,18,4,12,106,62,50,7,8,0,1,,,,0,920,62,982,1486
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,232,3,78,305,208,20,21,1,35,49,198,50,1,7,0,0,,,,2,973,59,1034,1432
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,233,2,88,256,176,21,7,3,13,23,138,10,2,3,0,1,,,,0,741,43,784,986
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,234,5,165,751,467,29,19,2,27,28,82,99,9,29,1,0,,,,0,1708,61,1769,2374
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,235,2,76,477,166,21,10,12,6,21,108,43,1,15,1,0,,,,0,957,44,1001,1500
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,237,2,79,362,144,20,9,1,23,15,129,43,3,13,1,0,,,,0,842,27,869,1081
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,238,3,46,320,199,37,15,3,30,34,201,39,12,3,1,0,,,,0,940,54,994,1422
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,239,2,65,486,108,22,10,4,18,116,144,16,1,10,1,0,,,,0,1001,42,1043,1394
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,240,2,21,207,159,7,6,2,51,11,69,25,5,7,0,0,,,,0,570,34,604,788
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,241,3,87,456,148,23,17,9,19,117,176,79,6,25,0,0,,,,0,1162,59,1221,1752
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,242,2,61,344,98,18,1,3,14,72,111,49,0,11,0,0,,,,0,782,46,828,1213
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,243,1,16,126,63,14,1,2,6,34,22,7,5,0,0,0,,,,0,296,9,305,388
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,244,3,41,276,187,53,9,1,7,12,139,26,10,18,0,0,,,,0,779,72,851,1243
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,245,1,32,187,55,25,13,2,9,26,51,12,1,13,1,0,,,,0,427,14,441,661
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,247,4,129,386,345,37,14,5,24,65,124,57,2,22,0,0,,,,0,1210,72,1282,2008
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,248,1,32,123,37,3,5,1,7,32,7,15,1,5,0,0,,,,0,268,16,284,418
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,249,3,81,495,297,16,21,8,20,42,55,131,7,18,3,0,,,,0,1194,86,1280,1754
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,250,2,65,264,214,20,3,0,6,25,68,49,4,18,0,0,,,,0,736,37,773,980
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,3,101,354,175,11,13,3,27,76,282,47,5,11,3,0,,,,0,1108,74,1182,1735
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,252,2,224,300,4,15,1,2,5,19,5,23,1,5,0,0,,,,0,604,14,618,965
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,253,2,196,207,10,22,3,2,6,30,3,24,2,5,0,0,,,,0,510,5,515,827
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,254,1,155,238,2,17,2,1,4,22,0,13,1,14,0,0,,,,0,469,6,475,726
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,255,3,521,493,8,37,3,12,26,89,8,34,5,14,0,0,,,,0,1250,16,1266,1893
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,256,2,257,318,10,26,2,5,12,34,5,17,1,5,0,0,,,,0,692,12,704,1189
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,257,2,382,375,9,18,2,7,7,43,3,29,5,19,0,0,,,,0,899,17,916,1365
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,258,5,982,969,31,66,5,12,25,124,9,79,4,25,0,0,,,,0,2331,38,2369,3485
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,259,2,360,309,10,20,6,5,2,66,3,26,3,6,0,0,,,,0,816,13,829,1279
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,260,1,39,66,3,7,4,4,0,5,1,2,0,4,0,0,,,,0,135,3,138,224
1,23,QUINTANA ROO,1,KANTUNILKIN,4,ISLA MUJERES,261,7,666,717,52,93,32,10,21,112,61,84,14,37,1,0,,,,0,1900,53,1953,4968
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,262,4,46,642,304,41,17,15,18,12,473,30,7,18,0,1,,,182,0,1806,46,1852,2270
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,263,3,46,554,206,16,8,17,8,10,464,20,3,11,1,0,,,175,0,1539,20,1559,2020
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,264,3,28,478,190,24,18,5,7,2,408,24,2,14,1,0,,,152,0,1353,42,1395,1810
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,265,4,30,575,221,45,13,14,14,14,525,38,7,19,1,1,,,267,3,1784,55,1842,2344
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,266,1,15,279,45,4,1,4,3,1,57,4,1,2,0,0,,,133,0,549,30,579,691
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,267,1,10,248,146,12,2,0,4,5,5,17,0,9,0,0,,,53,0,511,13,524,675
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,268,3,62,790,161,14,5,2,14,23,145,20,6,15,0,0,,,379,0,1636,101,1737,2200
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,269,2,14,229,61,7,4,11,15,7,33,5,4,5,0,1,,,188,0,584,42,626,773
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,270,2,10,156,38,9,5,3,3,23,134,55,177,6,0,0,,,244,0,863,40,903,1197
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,271,2,15,268,33,16,4,3,11,15,139,0,0,11,0,0,,,218,0,733,32,765,1003
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,272,1,19,176,46,16,1,0,3,2,95,13,4,5,1,0,,,80,0,461,14,475,589
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,273,3,56,352,88,42,5,7,16,9,249,16,2,17,1,2,,,238,1,1100,34,1135,1376
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,274,2,31,349,168,8,4,4,13,4,113,31,4,7,0,0,,,234,0,970,35,1005,1189
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,275,3,55,316,73,7,10,0,15,17,225,12,7,5,1,0,,,120,0,863,38,901,1167
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,276,2,39,308,43,23,6,3,19,2,285,11,1,1,2,0,,,76,0,819,49,868,1084
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,5,JOSÉ MARÍA MORELOS,277,1,11,141,33,2,4,2,3,2,8,0,0,0,0,0,,,96,0,302,22,324,472
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,278,1,19,160,45,5,6,5,18,6,111,7,1,1,2,0,,,177,0,563,23,586,721
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,279,1,26,233,27,18,11,3,5,1,42,3,1,8,0,0,,,69,0,447,28,475,583
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,280,1,23,177,24,3,6,3,5,3,57,5,0,3,0,0,,,93,0,402,13,415,549
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,281,1,7,43,16,1,1,0,4,1,21,4,0,0,1,0,,,78,0,177,12,189,215
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,282,1,29,149,25,4,3,2,6,5,115,3,0,2,0,0,,,173,0,516,45,561,663
1,23,QUINTANA ROO,13,BACALAR,5,JOSÉ MARÍA MORELOS,283,1,21,153,16,5,5,4,3,5,68,2,0,0,0,0,,,200,0,482,30,512,621
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,284,3,321,532,32,34,6,9,53,26,129,19,12,12,1,0,,,,0,1186,27,1213,1527
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,285,2,242,530,36,26,5,5,51,20,89,21,21,18,3,0,,,,0,1067,22,1089,1391
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,286,4,407,656,58,58,3,2,58,16,145,20,5,18,3,2,,,,0,1451,40,1491,2600
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,287,3,337,492,10,16,1,3,84,22,69,15,15,11,5,1,,,,0,1081,21,1102,1577
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,288,3,497,471,45,14,8,5,104,63,136,31,5,5,10,2,,,,0,1396,30,1426,1896
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,289,2,245,181,67,2,27,5,6,19,13,21,0,6,0,0,,,,0,592,15,607,757
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,290,3,510,444,35,18,25,15,17,52,72,24,5,21,1,1,,,,0,1240,42,1282,1706
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,291,2,361,286,19,12,3,1,8,2,41,18,3,15,0,0,,,,1,769,12,782,932
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,292,3,301,279,133,45,14,3,60,23,99,32,3,15,3,1,,,,0,1011,35,1046,1341
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,293,3,516,288,16,17,29,39,22,100,132,21,4,5,0,0,,,,0,1189,32,1221,1649
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,294,2,186,245,8,10,70,13,16,13,27,14,3,5,1,0,,,,2,611,33,646,830
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,295,2,219,230,66,23,4,6,3,46,14,23,2,14,0,0,,,,0,650,27,677,877
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,296,3,363,226,40,24,41,19,15,32,90,14,7,4,2,1,,,,0,878,31,909,1128
1,23,QUINTANA ROO,1,KANTUNILKIN,6,LÁZARO CÁRDENAS,297,1,190,188,4,8,0,4,3,10,3,18,0,7,0,0,,,,0,435,14,449,509
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,298,2,369,104,41,4,10,4,5,50,9,47,3,3,1,0,,,,0,650,24,674,1098
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,299,2,336,169,48,7,13,4,7,38,9,63,2,2,0,0,,,,0,698,31,729,1173
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,300,4,857,381,78,14,25,28,17,124,42,125,1,11,0,0,,,,1,1703,27,1731,2548
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,301,1,112,55,9,1,1,6,2,14,2,32,1,2,0,0,,,,0,237,3,240,319
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,302,4,629,221,48,19,10,8,17,65,22,77,2,10,0,0,,,,0,1128,21,1149,1669
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,303,2,373,150,45,11,12,12,4,67,12,47,0,5,0,0,,,,0,738,20,758,1164
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,304,2,384,148,45,8,7,8,8,60,9,51,2,7,0,0,,,,0,737,17,754,1160
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,305,2,412,150,48,5,15,9,6,72,17,55,1,2,0,0,,,,0,792,12,804,1202
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,306,2,361,130,47,4,8,8,10,67,10,64,3,8,1,0,,,,0,721,10,731,1031
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,307,8,1795,618,149,33,62,50,28,334,57,292,18,24,1,1,,,,3,3462,86,3551,5948
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,308,2,425,119,27,8,4,10,6,53,11,42,0,6,0,0,,,,0,711,22,733,1155
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,309,2,442,175,46,14,12,9,10,86,16,52,2,6,0,0,,,,0,870,22,892,1439
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,310,2,343,158,19,10,5,13,4,73,23,26,1,4,1,0,,,,0,680,22,702,1154
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,311,2,362,125,23,9,2,16,9,58,21,39,7,6,1,0,,,,2,678,25,705,1125
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,312,2,307,142,22,11,3,12,10,70,14,37,1,1,0,0,,,,1,630,19,650,1046
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,313,1,211,100,15,3,4,2,2,27,8,29,0,1,0,0,,,,0,402,6,408,588
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,314,1,145,45,18,4,3,3,0,23,9,27,0,4,0,0,,,,0,281,13,294,432
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,315,2,376,153,44,3,11,6,10,68,7,67,3,5,1,0,,,,1,754,23,778,1082
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,317,3,559,163,49,10,10,18,21,132,10,107,2,4,1,0,,,,0,1086,14,1100,1600
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,318,2,369,154,26,8,11,11,9,91,8,47,1,9,0,0,,,,0,744,19,763,1112
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,319,2,457,143,32,4,7,14,5,59,11,64,6,2,0,0,,,,0,804,14,818,1182
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,320,2,402,153,26,12,5,12,6,46,19,71,4,8,0,0,,,,1,764,14,779,1119
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,321,2,266,115,29,5,5,7,6,29,9,27,3,6,1,0,,,,0,508,10,518,777
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,322,2,395,177,57,7,14,8,56,63,36,16,0,2,0,0,,,,0,831,20,851,1382
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,323,2,296,125,25,6,7,13,1,49,4,47,1,6,0,0,,,,0,580,11,591,792
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,324,1,90,28,8,1,0,6,3,12,3,6,0,1,0,0,,,,0,158,5,163,270
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,325,2,249,111,13,6,5,2,3,46,9,36,1,6,1,0,,,,0,488,15,503,811
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,326,2,322,116,33,8,14,11,10,64,7,44,2,7,0,0,,,,0,638,15,653,1001
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,327,1,196,106,16,9,6,5,3,30,8,26,0,3,0,0,,,,0,408,11,419,663
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,328,2,291,95,21,8,7,10,9,32,15,54,1,6,0,0,,,,0,549,7,556,845
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,329,2,285,105,25,3,2,4,4,40,10,45,3,1,0,0,,,,0,527,13,540,832
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,330,2,380,173,33,7,7,10,7,56,29,55,1,9,0,0,,,,0,767,15,782,1167
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,331,2,276,101,16,7,11,7,7,39,7,43,2,2,0,0,,,,1,518,13,532,772
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,332,2,393,201,29,8,6,8,6,51,11,78,2,8,1,0,,,,0,802,11,813,1076
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,333,2,435,145,28,8,5,22,9,73,17,95,3,7,0,0,,,,2,847,14,863,1150
