CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,B,58,112,68,2,6,2,7,14,74,12,2,4,3,0,,,,0,364,22,386,629,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3025-A3026.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,C03,192,75,24,3,6,1,2,30,11,32,0,2,0,0,,,,0,378,18,396,678,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3705-A3706.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,B,52,63,28,6,4,5,4,53,11,12,3,4,1,0,,,,1,246,4,251,541,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2389-A2390.JPG
1,23,QUINTANA ROO,12,FELIPE CARRILLO PUERTO,3,FELIPE CARRILLO PUERTO,251,E01,33,141,53,5,4,0,6,29,138,23,0,1,0,0,,,,0,433,30,463,618,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3027-A3028.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,155,B,39,44,18,65,8,2,2,25,65,8,1,11,0,0,3,,,1,291,12,304,611,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1527-A1528.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,B,213,78,18,4,3,10,7,35,12,28,2,3,1,0,,,,0,414,4,418,625,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3707-A3708.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,155,C01,31,53,22,49,7,5,3,19,65,7,3,11,0,0,2,,,0,277,22,299,610,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1529-A1530.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,156,B,38,33,17,50,8,12,3,40,49,2,0,5,0,0,12,,,0,269,14,283,681,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1795-A1796.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,C01,49,56,35,6,0,4,4,65,5,15,3,4,0,0,,,,0,246,5,251,541,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2391-A2392.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,156,C01,50,41,17,64,3,7,6,50,55,5,1,5,0,0,2,,,2,306,11,319,681,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1797-A1798.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C01,209,74,21,2,6,1,5,34,8,20,2,3,0,0,,,,0,385,9,394,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3709-A3710.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,B,48,44,10,64,6,12,2,47,43,2,4,4,0,0,6,,,1,292,7,300,629,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1799-A1800.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,C01,39,47,15,57,7,11,6,55,51,6,0,8,0,0,5,,,0,307,12,319,629,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1801-A1802.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C02,204,62,21,4,9,6,4,35,15,20,1,3,1,0,,,,0,385,3,388,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3711-A3712.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,B,47,42,16,73,6,7,4,29,60,6,3,8,0,0,6,,,0,307,11,318,583,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1803-A1804.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,670,B,72,65,38,8,3,4,3,83,10,10,0,5,0,0,,,,0,301,5,306,578,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2393-A2394.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,C03,203,72,27,9,2,6,4,32,11,24,0,1,0,0,,,,0,391,10,401,624,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3713-A3714.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,C01,42,51,10,96,7,7,6,28,46,6,1,4,0,0,8,,,1,312,11,324,583,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1805-A1806.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,159,B,32,59,20,82,7,8,6,27,68,9,1,12,0,2,0,,,0,333,11,344,651,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1807-A1808.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,776,B,143,55,18,4,3,2,2,17,6,15,0,2,0,0,,,,0,267,6,273,453,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3715-A3716.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,159,C01,45,54,12,76,6,10,0,33,47,6,0,12,0,0,8,,,0,309,12,321,650,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1809-A1810.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,777,B,240,78,19,5,5,7,4,31,9,25,0,4,0,0,,,,0,427,7,434,693,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3717-A3718.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,B,133,36,15,13,2,15,3,30,21,14,0,1,1,0,12,,,1,296,9,306,713,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1811-A1812.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,C01,112,39,15,17,4,11,4,35,8,8,2,2,0,0,8,,,0,265,9,274,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1813-A1814.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,778,B,157,79,9,3,6,4,2,19,7,12,1,2,0,0,,,,0,301,6,307,516,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3719-A3720.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,C02,139,38,7,19,3,22,2,29,25,10,0,3,0,0,16,,,1,313,5,319,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1815-A1816.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,C03,142,46,11,11,3,24,4,31,8,7,1,3,0,0,17,,,0,308,8,316,712,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1817-A1818.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,779,B,132,75,15,7,2,3,4,37,6,11,0,1,0,0,,,,0,293,4,297,494,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3721-A3722.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,780,B,170,67,11,2,12,3,2,42,12,36,0,4,1,0,,,,0,362,6,368,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3723-A3724.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,162,B,71,30,10,3,1,6,3,17,16,10,0,1,0,0,8,,,0,176,3,179,491,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1819-A1820.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,163,B,44,52,15,89,2,10,5,48,64,4,1,8,0,0,5,,,0,347,16,363,726,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1821-A1822.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,163,C01,37,41,27,98,7,5,5,30,43,6,1,7,0,0,4,,,1,311,20,332,726,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1823-A1824.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,163,C02,37,52,15,87,4,6,5,33,58,9,3,8,0,0,4,,,1,321,10,332,725,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1825-A1826.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,781,B,245,67,24,4,3,6,13,46,10,27,1,2,0,0,,,,0,448,15,463,732,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3725-A3726.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,B,81,51,19,33,10,13,4,48,44,6,0,5,0,1,7,,,0,322,7,329,692,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1531-A1532.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C01,61,49,16,44,5,4,5,38,58,11,1,9,0,0,11,,,1,312,18,331,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1533-A1534.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,782,B,201,80,21,9,2,1,1,31,10,10,1,1,0,0,,,,0,368,3,371,611,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3727-A3728.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C02,63,52,13,42,7,8,9,47,43,8,1,5,0,0,16,,,0,314,18,332,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1535-A1536.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,B,207,53,15,0,2,3,4,34,8,0,0,0,0,0,,,,0,326,0,326,471,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3729-A3730.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C03,57,48,23,38,4,11,8,41,41,6,1,4,0,1,9,,,2,292,13,307,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1537-A1538.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C04,64,51,15,52,4,5,5,46,62,7,1,5,0,0,12,,,0,329,15,344,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1539-A1540.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,C01,142,65,7,3,2,0,3,33,13,31,0,4,0,0,,,,0,303,5,308,470,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3731-A3732.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,C05,76,44,21,42,9,7,2,46,59,9,0,0,0,0,11,,,0,326,6,332,691,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1541-A1542.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,784,B,204,71,19,3,8,3,5,38,9,25,0,2,0,0,,,,0,387,9,396,680,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3733-A3734.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,B,133,56,17,2,9,0,10,30,7,17,1,0,0,0,,,,0,282,14,296,444,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3735-A3736.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,B,33,49,24,46,1,7,1,29,37,9,1,7,0,0,4,,,0,248,10,258,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1545-A1546.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,C01,150,51,15,2,5,1,5,19,5,16,1,3,0,0,,,,0,273,6,279,443,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3737-A3738.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,C01,32,49,23,70,4,7,7,28,39,8,1,7,0,0,5,,,0,280,6,286,523,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1547-A1548.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,788,B,167,79,19,1,8,5,2,0,4,1,0,5,0,0,,,,0,291,0,291,582,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3739-A3740.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,B,54,67,29,47,2,7,8,51,63,17,2,8,0,0,7,,,1,362,15,378,647,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1549-A1550.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C01,47,59,21,45,6,9,3,34,56,14,3,12,0,0,7,,,0,316,9,325,647,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1551-A1552.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,789,B,222,62,22,2,8,1,3,39,15,17,1,5,0,0,,,,0,397,13,410,666,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3741-A3742.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C02,64,50,21,48,5,2,6,34,52,10,3,11,0,0,2,,,0,308,14,322,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1553-A1554.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,790,B,145,48,17,2,4,3,4,11,4,27,0,0,0,0,,,,0,265,0,265,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3743-A3744.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C03,54,51,21,51,3,4,4,44,45,11,1,7,1,0,6,,,0,303,16,319,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1555-A1556.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,C04,62,59,23,41,4,12,5,56,53,3,0,8,0,0,5,,,0,331,7,338,646,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1557-A1558.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,790,C01,128,64,8,2,1,5,3,13,10,19,0,0,0,0,,,,2,253,7,262,422,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3745-A3746.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,167,B,35,52,24,108,0,8,8,29,48,4,0,11,0,0,6,,,0,333,15,348,720,GRUPO DE RECUENTO,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1827-A1828.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,791,B,208,75,27,2,4,7,3,33,17,22,1,2,0,0,,,,0,401,6,407,591,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3747-A3748.JPG
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,167,C01,56,44,13,113,7,6,4,40,52,6,2,8,0,0,4,,,0,355,15,370,720,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1829-A1830.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,671,B,82,62,31,6,6,11,3,84,32,22,0,9,0,0,,,,0,348,7,355,707,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2395-A2396.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,B,124,49,21,25,8,21,5,49,28,13,1,2,0,0,6,,,0,352,7,359,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1559-A1560.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,792,B,162,49,19,3,1,3,3,28,9,16,0,1,1,0,,,,0,295,6,301,475,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3749-A3750.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C01,101,41,21,30,5,8,5,42,44,8,0,4,0,0,16,,,4,325,14,343,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1561-A1562.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,792,C01,181,54,9,3,2,3,1,27,9,19,1,3,1,0,,,,0,313,5,318,474,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3751-A3752.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C02,106,51,26,39,3,10,3,54,39,12,0,10,0,0,14,,,1,367,7,375,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1563-A1564.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,793,B,168,79,15,6,8,1,2,45,9,30,0,2,0,0,,,,0,365,8,373,635,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3753-A3754.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C03,98,54,19,29,6,14,2,50,38,17,1,6,0,0,19,,,0,353,14,367,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1565-A1566.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C04,95,47,22,24,6,11,4,45,38,8,3,4,0,1,13,,,0,321,13,334,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1567-A1568.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,793,C01,173,68,24,8,5,3,4,31,4,15,0,7,0,0,,,,0,342,5,347,634,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3755-A3756.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,B,60,55,25,4,1,3,3,57,15,15,0,1,0,0,,,,0,239,4,243,529,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2397-A2398.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C05,111,42,20,32,6,11,5,46,27,10,0,4,0,0,11,,,1,325,3,329,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1569-A1570.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,B,219,74,18,1,3,6,5,48,6,21,0,3,0,0,,,,1,404,3,408,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3757-A3758.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C06,101,42,24,24,4,7,13,53,37,3,1,5,0,0,9,,,1,323,19,343,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1571-A1572.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,C01,56,39,32,1,4,6,1,46,8,16,0,4,0,0,,,,0,213,9,222,528,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2399-A2400.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,C01,213,75,9,1,2,3,0,48,8,16,0,1,0,0,,,,0,376,8,384,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3759-A3760.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C07,90,39,29,28,2,10,2,53,33,9,1,2,0,0,9,,,0,307,14,321,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1573-A1574.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C08,91,45,25,27,6,17,5,47,32,7,1,5,0,0,14,,,1,322,11,334,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1575-A1576.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,C02,174,71,19,2,3,2,5,42,3,28,1,3,0,0,,,,0,353,11,364,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3761-A3762.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,B,90,31,6,0,2,5,1,35,13,9,1,0,0,0,,,,0,193,8,201,598,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2401-A2402.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C09,83,51,18,33,7,20,3,40,42,8,0,8,0,0,16,,,2,329,10,341,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1577-A1578.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,C03,200,77,13,11,12,1,6,46,9,17,0,6,0,0,,,,0,398,10,408,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3763-A3764.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C10,94,53,26,37,6,12,4,49,22,5,1,4,0,0,13,,,1,326,14,341,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1579-A1580.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,C01,77,25,12,0,2,4,4,41,15,5,0,1,0,0,,,,0,186,13,199,598,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2403-A2404.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C11,102,59,15,22,4,11,5,44,34,10,1,8,0,0,12,,,0,327,13,340,715,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1581-A1582.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,C04,226,77,11,1,6,7,3,41,6,24,0,4,0,0,,,,1,406,8,415,654,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3765-A3766.JPG
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,C12,95,47,31,25,5,11,13,52,39,13,1,6,0,0,14,,,0,352,12,364,714,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A1583-A1584.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,795,B,245,94,20,4,5,2,3,42,5,31,1,1,0,0,,,,0,453,6,459,700,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3767-A3768.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,169,B,162,58,12,24,0,11,2,9,9,17,1,4,0,0,8,,,0,317,4,321,734,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0067-A0068.JPG
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,B,138,27,16,1,3,8,1,38,20,8,0,0,1,0,,,,2,261,5,268,617,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2405-A2406.JPG
1,23,QUINTANA ROO,9,TULUM,9,TULUM,208,E01C01,71,129,61,6,1,10,0,32,6,26,0,5,0,0,,,,1,347,13,361,657,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A2015-A2016.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,169,C01,164,51,13,22,1,8,3,11,12,21,0,5,0,0,7,,,0,318,4,322,734,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0069-A0070.JPG
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,170,B,101,34,11,15,3,5,3,8,14,3,1,6,0,0,8,,,0,212,4,216,638,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A0071-A0072.JPG
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,796,B,185,105,12,4,3,1,7,30,7,20,0,3,0,0,,,,0,377,10,387,632,ACTA CASILLA,,,http://www.ieqroo.org.mx/estadistico/resultados2016/actas_digitalizadas/A3769-A3770.JPG
