ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,133,SAN FELIPE USILA,5,14,292,3462,22,26,100,,1166,,21,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7169,60,7229,8423,0.8582
20,OAXACA,164,SAN JOSE CHILTEPEC,6,15,156,2267,618,128,314,856,,49,39,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6332,222,6557,8279,0.7920
20,OAXACA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1,4,,64,,301,4,,30,292,210,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1381,20,1401,1628,0.8606
20,OAXACA,232,SAN LUCAS OJITLAN,12,27,3552,1292,608,55,,2083,,77,253,3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11815,194,12016,14741,0.8151
20,OAXACA,418,SANTA MARIA JACATEPEC,6,13,214,748,1651,10,1416,10,,16,39,242,,,,,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5244,150,5394,6935,0.7778
20,OAXACA,38,HUAUTEPEC,4,8,,1650,,44,84,,60,,,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3178,107,3285,3866,0.8497
20,OAXACA,39,HUAUTLA DE JIMENEZ,19,39,194,3152,4685,69,108,72,,118,790,5124,157,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15108,442,15550,20933,0.7428
20,OAXACA,115,SAN BARTOLOME AYAUTLA,3,5,5,512,761,3,15,6,5,,856,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2196,64,2260,2763,0.8180
20,OAXACA,175,SAN JUAN BAUTISTA CUICATLAN,13,19,1246,1187,563,56,431,4,168,191,381,738,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4979,223,5202,7224,0.7201
20,OAXACA,189,SAN JUAN COATZOSPAM,1,2,2,364,6,6,9,,124,,9,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,953,43,996,1408,0.7074
20,OAXACA,432,SANTA MARIA TECOMAVACA,1,2,2,273,16,94,2,,109,291,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1084,30,1114,1422,0.7834
20,OAXACA,435,SANTA MARIA TEOPOXCO,2,6,9,1233,24,21,9,,,20,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1874,87,1961,2889,0.6788
20,OAXACA,437,SANTA MARIA TEXCATITLAN,1,2,7,284,287,2,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,590,13,603,782,0.7711
20,OAXACA,545,TEOTITLAN DE FLORES MAGON,6,13,135,891,1994,40,56,13,,1162,21,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4665,147,4812,6850,0.7025
20,OAXACA,558,VALERIO TRUJANO,2,2,8,32,154,160,51,0,147,57,95,162,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,964,17,981,1242,0.7899
20,OAXACA,7,ASUNCION NOCHIXTLAN,8,24,257,1381,955,107,1483,78,282,,2502,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7975,283,8259,12682,0.6512
20,OAXACA,86,SAN ANDRES DINICUITI,3,4,6,348,332,214,10,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1134,27,1161,1704,0.6813
20,OAXACA,99,SAN ANDRES ZAUTLA,2,5,55,1022,827,28,22,,,,63,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2139,32,2171,2911,0.7458
20,OAXACA,147,SAN FRANCISCO TELIXTLAHUACA,6,16,122,802,849,61,1543,18,844,23,192,651,,88,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6070,159,6229,8807,0.7073
20,OAXACA,292,SAN PABLO HUITZO,5,10,470,755,447,183,99,2,431,450,11,329,,168,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3605,121,3728,5042,0.7394
20,OAXACA,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,5,7,43,777,123,27,13,9,35,,,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2117,54,2174,3132,0.6941
20,OAXACA,457,SANTIAGO CACALOXTEPEC,3,3,667,459,25,8,4,,,,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1198,21,1219,1563,0.7799
20,OAXACA,485,SANTIAGO SUCHILQUITONGO,5,12,140,1574,1514,58,703,,284,,27,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4613,89,4702,7099,0.6623
20,OAXACA,539,VILLA DE TAMAZULAPAM DEL PROGRESO,6,11,9,883,38,20,1589,276,58,261,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3481,92,3576,5382,0.6644
20,OAXACA,543,VILLA TEJUPAM DE LA UNION,3,3,26,376,383,19,8,,,,148,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1257,37,1294,1774,0.7294
20,OAXACA,5,ASUNCION CUYOTEPEJI,1,2,278,316,1,5,0,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,648,9,657,861,0.7631
20,OAXACA,31,FRESNILLO DE TRUJANO,2,2,9,146,164,2,7,2,,2,10,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,510,14,524,798,0.6566
20,OAXACA,32,GUADALUPE DE RAMIREZ,3,3,0,234,0,2,356,2,,38,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,754,19,773,1156,0.6687
20,OAXACA,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,34,95,5477,6544,1366,310,469,631,201,437,132,6694,,67,,,,,,,,586,138,688,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24238,637,24882,54142,0.4596
20,OAXACA,55,MARISCALA DE JUAREZ,7,8,27,442,299,18,301,6,,345,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1608,61,1780,2717,0.6551
20,OAXACA,157,SAN JERONIMO SILACAYOAPILLA,2,2,259,411,24,9,2,2,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,728,13,741,1176,0.6301
20,OAXACA,179,SAN JUAN BAUTISTA SUCHITEPEC,2,2,127,138,6,2,2,0,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,304,6,310,404,0.7673
20,OAXACA,200,SAN JUAN IHUALTEPEC,2,2,162,89,13,0,0,77,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,348,22,370,625,0.5920
20,OAXACA,237,SAN MARCOS ARTEAGA,3,3,21,360,387,4,0,2,,,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,814,11,825,1266,0.6517
20,OAXACA,245,SAN MARTIN ZACATEPEC,2,3,4,393,435,5,1,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,866,15,881,1223,0.7204
20,OAXACA,258,SAN MIGUEL AHUEHUETITLAN,2,4,517,476,32,8,200,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1292,30,1322,1883,0.7021
20,OAXACA,260,SAN MIGUEL AMATITLAN,9,13,1600,897,173,9,642,3,,14,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3409,83,3492,4901,0.7125
20,OAXACA,288,SAN NICOLAS HIDALGO,1,2,3,119,225,3,2,129,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,551,9,561,786,0.7137
20,OAXACA,382,SANTA CRUZ TACACHE DE MINA,3,5,310,600,361,12,0,1,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346,30,1376,2051,0.6709
20,OAXACA,456,SANTIAGO AYUQUILILLA,2,3,494,473,32,13,5,0,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1040,35,1075,1822,0.5900
20,OAXACA,459,VILLA DE SANTIAGO CHAZUMBA,9,10,54,967,732,23,15,8,,,25,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2292,42,2334,3313,0.7045
20,OAXACA,463,SANTIAGO HUAJOLOTITLAN,4,6,617,703,457,118,7,35,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2073,60,2135,3327,0.6417
20,OAXACA,486,SANTIAGO TAMAZOLA,6,8,171,1090,672,10,8,4,,,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2001,41,2042,3083,0.6623
20,OAXACA,520,SANTO DOMINGO TONALA,7,11,35,840,1131,14,789,3,,,,37,,,,,,,,,,,,,,228,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3130,113,3250,5908,0.5501
20,OAXACA,534,SILACAYOAPAM,15,17,45,1293,1332,27,100,9,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3018,110,3128,5508,0.5679
20,OAXACA,568,ZAPOTITLAN LAGUNAS,3,4,127,440,21,15,667,51,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1372,54,1426,2309,0.6176
20,OAXACA,71,PUTLA VILLA DE GUERRERO,18,43,46,758,587,103,1346,1983,193,54,272,2324,,1207,,,,,,,,,,,,,,3379,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13384,662,14047,22965,0.6117
20,OAXACA,85,SAN ANDRES CABECERA NUEVA,3,4,5,581,26,53,664,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1409,47,1456,1987,0.7328
20,OAXACA,298,SAN PEDRO AMUZGOS,3,7,7,1541,1316,9,11,,14,,69,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3248,61,3309,4511,0.7335
20,OAXACA,378,SANTA CRUZ ITUNDUJIA,8,16,88,2910,2177,174,28,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5578,119,5697,7529,0.7567
20,OAXACA,416,SANTA MARIA IPALAPA,3,8,333,77,806,16,17,,1161,,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2466,127,2593,3575,0.7253
20,OAXACA,448,SANTA MARIA ZACATEPEC,10,21,41,3023,2208,501,86,,300,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7326,248,7579,11642,0.6510
20,OAXACA,470,SANTIAGO JUXTLAHUACA,18,43,242,5235,499,215,275,94,,,355,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13291,534,13825,21915,0.6308
20,OAXACA,16,CHALCATONGO DE HIDALGO,7,14,38,578,988,513,405,32,108,693,112,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3848,294,4142,6349,0.6524
20,OAXACA,78,SAN AGUSTIN ATENANGO,2,3,3,421,229,11,5,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,869,41,910,1578,0.5767
20,OAXACA,549,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",13,19,511,1294,1106,47,1135,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4436,218,4656,9283,0.5016
20,OAXACA,553,HEROICA CIUDAD DE TLAXIACO,20,51,214,2341,2040,225,1566,521,4970,871,676,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15925,461,16387,28358,0.5779
20,OAXACA,183,SAN JUAN BAUTISTA VALLE NACIONAL,15,30,1228,1274,413,163,568,522,2492,300,1978,1591,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11117,451,11574,16954,0.6827
20,OAXACA,560,VILLA DE ETLA,4,15,154,915,974,55,131,1397,,153,241,476,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4654,149,4808,7733,0.6218
20,OAXACA,12,EL BARRIO DE LA SOLEDAD,10,19,1337,2666,154,99,30,858,,26,108,475,,380,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6317,180,6497,10045,0.6468
20,OAXACA,15,CHAHUITES,7,14,104,1381,422,93,667,2799,,,17,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5538,136,5674,7941,0.7145
20,OAXACA,57,MATIAS ROMERO AVENDAÑO,25,54,2775,3942,639,271,160,299,,1267,190,2574,,89,,,,,,,,,,,,,,,,,,2533,,,,,,,,,,,,,,,,,,,,,,,,,,0,14739,615,15354,29038,0.5288
20,OAXACA,72,REFORMA DE PINEDA,2,4,4,629,18,8,20,9,,,8,128,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,1,1463,60,1524,2054,0.7420
20,OAXACA,199,SAN JUAN GUICHICOVI,23,43,199,4948,8069,230,324,23,34,,85,271,,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14808,903,15720,21929,0.7169
20,OAXACA,325,SAN PEDRO TAPANATEPEC,9,18,3017,3297,98,153,68,,,,12,346,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6997,110,7107,9737,0.7299
20,OAXACA,427,SANTA MARIA PETAPA,10,18,283,2440,628,107,2469,31,,62,31,567,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6646,213,6866,11006,0.6238
20,OAXACA,481,SANTIAGO NILTEPEC,7,8,17,895,926,8,888,1,,,8,267,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3012,67,3080,4033,0.7637
20,OAXACA,509,SANTO DOMINGO INGENIO,5,12,889,1693,146,42,51,,,1492,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4537,167,4704,6365,0.7390
20,OAXACA,525,SANTO DOMINGO ZANATEPEC,9,17,30,865,437,591,,829,17,2536,164,147,13,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5674,173,5847,8202,0.7129
20,OAXACA,376,SANTA CRUZ AMILPAS,4,13,560,559,91,60,,1406,1152,206,48,462,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5004,165,5171,8120,0.6368
20,OAXACA,392,SANTA LUCIA DEL CAMINO,23,64,1280,3431,1894,341,1028,793,1807,593,400,3646,,2435,,,,,,,,,,,,,,,,,,,,3444,,,,,,,,,,,,,,,,,,,,,,,,16,21092,748,21856,38380,0.5695
20,OAXACA,537,SOLEDAD ETLA,3,7,22,720,165,124,590,156,20,6,834,101,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2745,66,2811,4022,0.6989
20,OAXACA,154,SAN JACINTO AMILPAS,3,14,327,696,1375,76,1049,233,262,143,193,1203,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5656,165,5824,10083,0.5776
20,OAXACA,66,OAXACA DE JUAREZ,147,372,18534,27681,7639,3471,7827,1045,1943,1746,1035,26856,,2060,,,,,,,,,,,,,,,,,,,,,4793,1361,1363,1212,4368,,,,,,,,,,,,,,,,,,,115,112934,3864,116913,219629,0.5323
20,OAXACA,26,CUILAPAM DE GUERRERO,6,22,917,1263,2850,79,365,1001,82,624,325,922,112,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8748,336,9090,14054,0.6468
20,OAXACA,386,SANTA CRUZ XOXOCOTLAN,20,90,2193,6741,7493,490,4175,182,608,658,1207,6501,,931,,,,,,,,,,,,,,,,,,,,,,,,,,417,1699,,,,,,,,,,,,,,,,,50,33295,1026,34371,61222,0.5614
20,OAXACA,566,VILLA DE ZAACHILA,7,38,259,3349,2918,711,216,62,,1148,785,3425,588,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13669,523,14195,25813,0.5499
20,OAXACA,8,ASUNCION OCOTLAN,3,5,169,654,56,24,8,,,587,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1512,68,1580,2626,0.6017
20,OAXACA,17,CIENEGA DE ZIMATLAN,2,4,75,881,647,5,3,4,,,89,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1718,28,1746,2416,0.7227
20,OAXACA,67,OCOTLAN DE MORELOS,15,30,377,1362,1369,80,179,795,,2334,247,3793,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10608,363,10975,15804,0.6944
20,OAXACA,100,SAN ANTONINO CASTILLO VELASCO,4,8,54,144,277,10,15,550,,27,,524,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2332,133,2465,4067,0.6061
20,OAXACA,293,SAN PABLO HUIXTEPEC,6,12,363,1686,71,73,1210,18,,148,350,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4895,162,5057,7083,0.7140
20,OAXACA,360,SANTA ANA ZEGACHE,2,5,81,900,800,21,35,9,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1950,66,2016,2916,0.6914
20,OAXACA,388,SANTA GERTRUDIS,3,5,150,577,529,26,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1651,57,1708,2455,0.6957
20,OAXACA,555,TRINIDAD ZAACHILA,2,4,38,117,632,15,,,,,148,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1508,63,1571,2274,0.6909
20,OAXACA,570,ZIMATLAN DE ALVAREZ,13,26,2123,1985,772,872,437,681,64,553,53,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,732,,,,,,,,,,,,,,,1,9594,411,10006,14752,0.6783
20,OAXACA,109,SAN BALTAZAR CHICHICAPAM,2,4,31,541,1161,16,3,3,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1771,81,1852,2285,0.8105
20,OAXACA,296,SAN PABLO VILLA DE MITLA,8,16,2217,1812,215,748,256,,,44,34,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5705,176,5882,8798,0.6686
20,OAXACA,550,TLACOLULA DE MATAMOROS,10,30,1755,2211,1183,242,114,2673,,99,67,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9104,222,9332,17259,0.5407
20,OAXACA,51,MAGDALENA TEQUISISTLAN,6,10,600,700,610,20,276,659,508,9,5,613,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4008,136,4144,5274,0.7857
20,OAXACA,52,MAGDALENA TLACOTEPEC,1,2,1,29,16,2,111,382,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,863,7,870,1016,0.8563
20,OAXACA,305,SAN PEDRO HUAMELULA,7,14,222,916,1216,18,117,4,75,19,49,486,,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4781,187,4968,7072,0.7025
20,OAXACA,419,SANTA MARIA JALAPA DEL MARQUES,7,16,90,1668,686,148,131,4,49,22,17,2989,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,,,,,,,,,,,,,,2,6407,112,6521,9018,0.7231
20,OAXACA,422,SANTA MARIA MIXTEQUILLA,3,6,4,223,24,92,1623,15,22,,13,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2623,39,2662,3423,0.7777
20,OAXACA,473,SANTIAGO LAOLLAGA,3,5,2,643,10,130,244,40,,550,,239,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1858,33,1892,2657,0.7121
20,OAXACA,507,SANTO DOMINGO CHIHUITAN,1,2,1,384,7,0,512,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,990,16,1006,1248,0.8061
20,OAXACA,513,SANTO DOMINGO PETAPA,9,13,11,1667,408,10,52,1,,1171,44,1018,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4445,33,4479,6059,0.7392
20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,30,84,1357,4942,7018,420,6033,65,966,99,343,6452,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,4,28181,846,29031,46588,0.6231
20,OAXACA,6,ASUNCION IXTALTEPEC,14,25,153,4704,2518,159,15,,,1012,,183,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8751,192,8943,11756,0.7607
20,OAXACA,41,CIUDAD IXTEPEC,17,37,233,2432,697,187,3750,39,60,77,,5471,82,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,5,13230,335,13570,19987,0.6789
20,OAXACA,76,SALINA CRUZ,41,105,6009,10402,1722,348,4075,284,602,440,94,4285,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,,,,,,,,,,,10,29338,665,30013,61755,0.4860
20,OAXACA,121,SAN BLAS ATEMPA,6,22,71,3891,4890,114,39,,,24,51,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10355,155,10510,13539,0.7763
