CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_NVA_ALIANZA_PSD,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,512,2,115,228,31,20,48,4,9,9,5,152,,13,10,3,0,,,,,,,,,,,,,,,,,,,,,22,8,10,6,25,,,,,,,,,,,,,,,,,,,2,718,23,743,1219
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,513,2,91,237,45,21,66,7,8,9,3,158,,16,3,2,0,,,,,,,,,,,,,,,,,,,,,24,2,6,6,25,,,,,,,,,,,,,,,,,,,0,729,24,753,1318
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,514,2,125,196,43,17,88,5,14,18,9,206,,14,7,2,0,,,,,,,,,,,,,,,,,,,,,20,7,15,8,10,,,,,,,,,,,,,,,,,,,0,804,29,833,1453
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,515,2,73,141,34,11,31,4,8,9,4,105,,11,4,2,0,,,,,,,,,,,,,,,,,,,,,35,4,11,13,17,,,,,,,,,,,,,,,,,,,0,517,18,535,907
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,516,2,71,190,26,9,42,1,10,8,4,120,,10,4,9,0,,,,,,,,,,,,,,,,,,,,,33,9,13,8,20,,,,,,,,,,,,,,,,,,,0,587,15,602,982
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,517,2,111,200,45,15,29,10,7,14,2,124,,12,0,2,0,,,,,,,,,,,,,,,,,,,,,29,9,18,5,34,,,,,,,,,,,,,,,,,,,0,666,22,688,1194
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,518,2,83,172,32,13,26,8,10,10,3,131,,8,3,0,0,,,,,,,,,,,,,,,,,,,,,38,3,10,9,18,,,,,,,,,,,,,,,,,,,0,577,18,595,951
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,519,2,129,199,32,17,54,6,7,3,3,150,,22,7,5,0,,,,,,,,,,,,,,,,,,,,,29,8,5,10,42,,,,,,,,,,,,,,,,,,,2,728,27,757,1229
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,520,2,103,174,28,9,37,5,11,6,5,130,,7,4,0,0,,,,,,,,,,,,,,,,,,,,,33,11,8,14,38,,,,,,,,,,,,,,,,,,,0,623,11,634,1000
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,521,3,123,207,64,22,72,6,14,17,5,174,,19,10,6,0,,,,,,,,,,,,,,,,,,,,,18,25,8,12,21,,,,,,,,,,,,,,,,,,,0,823,34,857,1716
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,522,2,89,108,47,9,62,9,12,4,6,153,,10,5,4,0,,,,,,,,,,,,,,,,,,,,,16,13,5,8,24,,,,,,,,,,,,,,,,,,,0,584,28,612,1148
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,523,2,109,149,34,5,29,6,11,17,6,165,,25,6,3,0,,,,,,,,,,,,,,,,,,,,,18,9,6,7,22,,,,,,,,,,,,,,,,,,,0,627,18,645,1164
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,524,5,224,391,106,28,118,17,26,15,19,518,,20,6,13,0,,,,,,,,,,,,,,,,,,,,,53,19,11,13,56,,,,,,,,,,,,,,,,,,,2,1653,43,1698,3167
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,525,2,76,134,28,11,36,12,2,6,5,134,,15,2,4,2,,,,,,,,,,,,,,,,,,,,,30,6,7,13,37,,,,,,,,,,,,,,,,,,,0,560,18,578,946
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,526,2,73,121,35,17,20,3,14,9,6,121,,15,4,4,0,,,,,,,,,,,,,,,,,,,,,23,6,9,2,16,,,,,,,,,,,,,,,,,,,0,498,17,515,1021
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,527,2,89,164,52,14,38,2,10,11,5,156,,13,7,7,0,,,,,,,,,,,,,,,,,,,,,17,11,10,7,30,,,,,,,,,,,,,,,,,,,0,643,19,662,1237
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,528,3,123,200,44,20,51,12,8,5,9,213,,18,7,9,0,,,,,,,,,,,,,,,,,,,,,39,22,10,12,19,,,,,,,,,,,,,,,,,,,0,821,30,851,1508
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,529,2,140,210,34,7,38,5,3,3,5,95,,13,13,6,0,,,,,,,,,,,,,,,,,,,,,32,8,2,8,17,,,,,,,,,,,,,,,,,,,1,639,16,656,1167
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,530,2,116,174,45,10,32,11,12,7,9,117,,11,5,7,0,,,,,,,,,,,,,,,,,,,,,20,2,1,19,33,,,,,,,,,,,,,,,,,,,18,631,15,664,1106
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,531,2,64,99,24,7,21,1,11,3,3,92,,21,6,4,0,,,,,,,,,,,,,,,,,,,,,26,4,8,15,35,,,,,,,,,,,,,,,,,,,0,444,8,452,773
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,532,2,89,166,20,9,21,3,11,3,7,99,,14,4,7,0,,,,,,,,,,,,,,,,,,,,,42,5,9,4,30,,,,,,,,,,,,,,,,,,,1,543,19,563,929
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,533,1,70,92,19,3,18,5,3,3,1,57,,7,2,1,0,,,,,,,,,,,,,,,,,,,,,14,1,5,3,9,,,,,,,,,,,,,,,,,,,0,313,7,320,519
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,534,2,128,208,28,13,22,4,6,4,6,100,,12,7,8,0,,,,,,,,,,,,,,,,,,,,,41,5,5,5,21,,,,,,,,,,,,,,,,,,,0,623,20,643,1104
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,535,3,115,219,33,15,34,8,16,7,7,187,,13,5,12,0,,,,,,,,,,,,,,,,,,,,,37,12,12,8,43,,,,,,,,,,,,,,,,,,,2,783,36,821,1294
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,536,1,73,80,25,9,23,8,3,7,3,101,,8,3,3,0,,,,,,,,,,,,,,,,,,,,,19,3,7,5,5,,,,,,,,,,,,,,,,,,,3,385,9,397,676
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,537,2,79,119,35,14,41,5,13,10,7,186,,9,6,2,0,,,,,,,,,,,,,,,,,,,,,25,5,10,6,8,,,,,,,,,,,,,,,,,,,0,580,19,599,1121
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,538,2,103,128,30,14,34,7,10,8,5,167,,14,5,3,0,,,,,,,,,,,,,,,,,,,,,32,6,5,4,22,,,,,,,,,,,,,,,,,,,1,597,8,606,1048
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,539,2,74,109,21,10,30,1,8,5,5,108,,12,4,1,0,,,,,,,,,,,,,,,,,,,,,40,5,7,2,20,,,,,,,,,,,,,,,,,,,0,462,19,481,825
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,540,3,54,210,50,13,108,10,1,5,11,268,,7,5,11,0,,,,,,,,,,,,,,,,,,,,,17,6,2,12,31,,,,,,,,,,,,,,,,,,,0,821,30,851,1879
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,541,3,178,174,56,25,80,9,12,19,11,337,,16,10,9,5,,,,,,,,,,,,,,,,,,,,,17,11,7,5,48,,,,,,,,,,,,,,,,,,,1,1029,33,1063,2234
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,542,2,78,130,43,13,63,13,3,7,2,193,,15,1,3,0,,,,,,,,,,,,,,,,,,,,,12,4,4,6,32,,,,,,,,,,,,,,,,,,,1,622,23,646,1231
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,543,7,264,526,142,34,181,19,29,27,18,588,,43,19,15,0,,,,,,,,,,,,,,,,,,,,,45,30,30,24,73,,,,,,,,,,,,,,,,,,,0,2107,73,2180,4515
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,544,2,69,117,43,24,41,7,20,10,10,153,,11,2,5,0,,,,,,,,,,,,,,,,,,,,,12,8,14,5,21,,,,,,,,,,,,,,,,,,,1,572,23,596,1131
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,545,3,103,123,24,9,26,8,7,9,1,109,,10,2,4,0,,,,,,,,,,,,,,,,,,,,,38,12,6,6,40,,,,,,,,,,,,,,,,,,,1,537,19,557,778
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,546,1,50,88,16,5,22,1,11,3,4,67,,12,2,5,0,,,,,,,,,,,,,,,,,,,,,22,6,6,3,15,,,,,,,,,,,,,,,,,,,1,338,16,355,653
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,547,2,134,171,41,11,48,7,27,6,10,140,,13,17,4,0,,,,,,,,,,,,,,,,,,,,,60,15,9,11,37,,,,,,,,,,,,,,,,,,,1,761,21,783,1286
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,548,2,109,126,22,11,18,1,7,4,1,67,,13,6,8,0,,,,,,,,,,,,,,,,,,,,,46,3,6,4,28,,,,,,,,,,,,,,,,,,,1,480,21,502,793
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,549,1,49,77,27,11,7,3,3,2,0,35,,7,5,3,0,,,,,,,,,,,,,,,,,,,,,17,1,4,4,10,,,,,,,,,,,,,,,,,,,0,265,10,275,463
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,550,1,58,97,16,5,10,2,0,3,2,74,,7,6,0,0,,,,,,,,,,,,,,,,,,,,,24,0,4,1,8,,,,,,,,,,,,,,,,,,,1,317,11,329,535
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,551,2,103,180,19,7,29,5,5,4,2,100,,11,6,2,0,,,,,,,,,,,,,,,,,,,,,26,5,6,5,9,,,,,,,,,,,,,,,,,,,0,524,13,537,926
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,552,2,128,166,43,14,59,9,11,8,10,181,,15,4,3,0,,,,,,,,,,,,,,,,,,,,,56,13,10,2,16,,,,,,,,,,,,,,,,,,,0,748,22,770,1309
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,553,4,117,131,57,36,57,16,14,10,5,199,,19,3,7,0,,,,,,,,,,,,,,,,,,,,,29,14,13,6,29,,,,,,,,,,,,,,,,,,,2,762,19,783,1595
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,554,2,88,131,29,15,45,1,7,4,4,126,,11,6,3,0,,,,,,,,,,,,,,,,,,,,,43,1,8,7,10,,,,,,,,,,,,,,,,,,,0,539,21,560,960
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,555,2,119,154,17,4,24,3,6,7,8,104,,7,5,4,0,,,,,,,,,,,,,,,,,,,,,39,3,0,3,18,,,,,,,,,,,,,,,,,,,2,525,20,547,963
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,556,1,101,89,16,11,26,1,12,1,1,72,,7,6,3,0,,,,,,,,,,,,,,,,,,,,,24,10,1,8,5,,,,,,,,,,,,,,,,,,,1,394,23,418,745
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,557,2,78,98,19,10,21,3,9,6,5,129,,11,1,4,9,,,,,,,,,,,,,,,,,,,,,20,4,3,2,13,,,,,,,,,,,,,,,,,,,0,445,26,471,899
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,558,2,60,96,33,6,28,6,13,6,3,108,,17,7,2,0,,,,,,,,,,,,,,,,,,,,,28,3,9,6,10,,,,,,,,,,,,,,,,,,,1,441,25,467,946
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,559,3,101,180,66,15,60,5,15,37,6,296,,13,5,6,0,,,,,,,,,,,,,,,,,,,,,30,11,6,9,18,,,,,,,,,,,,,,,,,,,0,879,21,900,1712
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,560,4,167,270,82,38,158,14,25,20,24,290,,18,3,9,0,,,,,,,,,,,,,,,,,,,,,48,6,7,3,31,,,,,,,,,,,,,,,,,,,0,1213,41,1254,2469
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,561,2,73,125,50,13,44,7,18,9,1,75,,15,2,1,0,,,,,,,,,,,,,,,,,,,,,22,1,6,3,21,,,,,,,,,,,,,,,,,,,0,486,13,499,1100
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,562,2,99,108,43,21,32,10,10,6,2,142,,9,2,7,0,,,,,,,,,,,,,,,,,,,,,20,5,6,3,8,,,,,,,,,,,,,,,,,,,1,533,13,547,1023
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,563,2,70,85,22,8,48,2,8,13,5,170,,2,0,8,0,,,,,,,,,,,,,,,,,,,,,40,5,1,8,28,,,,,,,,,,,,,,,,,,,0,523,16,539,996
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,564,2,78,151,37,8,70,9,12,11,3,189,,7,2,2,0,,,,,,,,,,,,,,,,,,,,,16,6,8,4,34,,,,,,,,,,,,,,,,,,,0,647,21,668,1319
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,565,2,67,109,25,10,30,3,10,5,6,114,,7,1,3,0,,,,,,,,,,,,,,,,,,,,,27,5,0,1,31,,,,,,,,,,,,,,,,,,,0,454,14,468,875
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,566,2,105,145,36,9,29,6,10,15,1,162,,3,7,3,0,,,,,,,,,,,,,,,,,,,,,47,11,6,5,18,,,,,,,,,,,,,,,,,,,0,618,23,641,1232
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,567,1,56,82,29,10,28,3,12,3,3,82,,8,2,3,0,,,,,,,,,,,,,,,,,,,,,21,7,6,3,8,,,,,,,,,,,,,,,,,,,1,366,12,379,724
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,568,2,155,151,34,6,28,7,10,11,7,150,,17,7,3,0,,,,,,,,,,,,,,,,,,,,,41,8,9,4,14,,,,,,,,,,,,,,,,,,,2,662,36,700,1248
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,569,2,88,139,31,16,26,3,9,5,9,140,,13,6,5,0,,,,,,,,,,,,,,,,,,,,,26,4,6,10,15,,,,,,,,,,,,,,,,,,,1,551,24,576,1015
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,570,2,86,136,25,15,25,4,4,10,4,100,,15,6,3,0,,,,,,,,,,,,,,,,,,,,,23,5,12,18,35,,,,,,,,,,,,,,,,,,,1,526,18,545,949
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,571,1,76,87,13,7,18,3,3,6,0,47,,6,3,4,0,,,,,,,,,,,,,,,,,,,,,27,2,7,27,15,,,,,,,,,,,,,,,,,,,2,351,6,359,617
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,572,2,112,98,23,8,29,5,5,8,0,80,,8,3,3,0,,,,,,,,,,,,,,,,,,,,,49,2,4,9,12,,,,,,,,,,,,,,,,,,,0,458,13,471,803
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,573,2,103,123,23,10,17,4,8,3,2,70,,20,1,1,0,,,,,,,,,,,,,,,,,,,,,26,4,3,5,18,,,,,,,,,,,,,,,,,,,0,441,6,447,801
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,574,2,95,145,25,12,31,9,16,9,11,146,,7,2,3,0,,,,,,,,,,,,,,,,,,,,,49,12,3,12,32,,,,,,,,,,,,,,,,,,,0,619,39,658,1374
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,575,2,84,132,34,11,42,6,14,6,5,137,,4,9,4,0,,,,,,,,,,,,,,,,,,,,,24,2,10,0,68,,,,,,,,,,,,,,,,,,,1,592,14,607,1238
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,576,3,96,202,63,13,47,7,7,10,7,252,,14,8,3,0,,,,,,,,,,,,,,,,,,,,,30,6,10,5,63,,,,,,,,,,,,,,,,,,,0,843,28,871,1644
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,577,3,148,173,48,18,42,5,16,5,7,187,,13,5,4,0,,,,,,,,,,,,,,,,,,,,,26,9,11,12,32,,,,,,,,,,,,,,,,,,,0,761,21,782,1506
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,578,3,145,199,59,19,64,3,18,19,10,208,,28,4,6,0,,,,,,,,,,,,,,,,,,,,,26,8,16,6,41,,,,,,,,,,,,,,,,,,,0,879,37,916,2013
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,579,2,134,167,51,60,57,4,16,11,7,146,,8,0,7,0,,,,,,,,,,,,,,,,,,,,,11,4,3,2,24,,,,,,,,,,,,,,,,,,,0,712,24,736,1493
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,580,2,109,172,40,12,31,7,14,10,5,173,,13,6,4,0,,,,,,,,,,,,,,,,,,,,,27,9,9,7,25,,,,,,,,,,,,,,,,,,,0,673,22,695,1189
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,581,3,133,106,35,10,38,7,7,8,6,143,,8,0,4,0,,,,,,,,,,,,,,,,,,,,,28,5,4,6,25,,,,,,,,,,,,,,,,,,,0,573,24,597,1286
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,582,2,69,139,89,22,39,8,15,12,2,149,,11,4,4,0,,,,,,,,,,,,,,,,,,,,,28,13,7,1,30,,,,,,,,,,,,,,,,,,,1,642,13,656,1318
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,583,2,117,171,30,9,39,5,13,13,4,98,,5,6,2,0,,,,,,,,,,,,,,,,,,,,,40,14,12,14,23,,,,,,,,,,,,,,,,,,,0,615,22,637,1193
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,584,2,98,130,28,20,31,5,6,4,1,86,,13,3,3,0,,,,,,,,,,,,,,,,,,,,,33,3,13,13,26,,,,,,,,,,,,,,,,,,,1,516,25,542,908
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,585,2,84,128,21,7,39,4,13,5,3,91,,8,9,7,0,,,,,,,,,,,,,,,,,,,,,28,6,3,11,30,,,,,,,,,,,,,,,,,,,5,497,17,519,874
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,586,2,90,156,40,18,33,3,7,6,1,205,,14,2,3,0,,,,,,,,,,,,,,,,,,,,,24,7,12,7,9,,,,,,,,,,,,,,,,,,,0,637,16,653,1144
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,587,2,96,128,41,22,33,13,18,16,8,205,,13,6,1,0,,,,,,,,,,,,,,,,,,,,,22,5,9,8,11,,,,,,,,,,,,,,,,,,,1,655,32,688,1360
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,588,2,91,135,39,15,43,8,13,12,2,128,,7,6,3,0,,,,,,,,,,,,,,,,,,,,,28,7,6,5,17,,,,,,,,,,,,,,,,,,,0,565,18,583,1069
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,589,2,135,162,29,11,38,8,9,32,10,121,,18,7,2,0,,,,,,,,,,,,,,,,,,,,,40,14,16,10,10,,,,,,,,,,,,,,,,,,,0,672,28,700,1311
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,590,2,87,89,38,15,34,5,8,12,7,107,,12,7,3,1,,,,,,,,,,,,,,,,,,,,,31,4,7,5,15,,,,,,,,,,,,,,,,,,,0,487,25,512,1355
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,591,2,99,145,38,11,43,7,27,12,1,135,,8,7,3,0,,,,,,,,,,,,,,,,,,,,,29,8,13,6,17,,,,,,,,,,,,,,,,,,,1,609,18,628,1217
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,592,2,96,140,39,15,44,7,24,13,7,204,,13,7,2,0,,,,,,,,,,,,,,,,,,,,,32,13,8,5,19,,,,,,,,,,,,,,,,,,,0,688,23,711,1306
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,593,5,146,315,94,36,93,14,27,16,11,281,,18,16,14,1,,,,,,,,,,,,,,,,,,,,,60,27,10,9,25,,,,,,,,,,,,,,,,,,,2,1213,63,1278,3069
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,594,3,117,219,70,50,71,3,19,7,7,190,,11,12,8,0,,,,,,,,,,,,,,,,,,,,,28,10,7,1,45,,,,,,,,,,,,,,,,,,,0,875,35,910,1773
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,595,2,92,97,58,10,48,3,13,12,7,117,,12,7,6,0,,,,,,,,,,,,,,,,,,,,,30,8,10,1,18,,,,,,,,,,,,,,,,,,,0,549,21,570,1234
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,596,3,124,191,87,18,61,6,16,16,7,173,,12,14,3,0,,,,,,,,,,,,,,,,,,,,,22,10,8,3,35,,,,,,,,,,,,,,,,,,,8,806,27,841,1803
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,597,2,84,169,47,25,70,5,26,19,11,163,,12,3,8,0,,,,,,,,,,,,,,,,,,,,,19,5,15,5,39,,,,,,,,,,,,,,,,,,,0,725,17,742,1469
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,598,1,62,92,26,8,26,18,5,10,0,68,,8,2,3,0,,,,,,,,,,,,,,,,,,,,,23,4,10,2,27,,,,,,,,,,,,,,,,,,,0,394,16,410,723
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,599,2,72,125,26,5,19,8,9,11,5,102,,7,1,2,11,,,,,,,,,,,,,,,,,,,,,14,5,5,10,26,,,,,,,,,,,,,,,,,,,1,463,9,473,800
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,600,3,128,162,62,12,55,8,24,10,5,204,,22,9,5,0,,,,,,,,,,,,,,,,,,,,,28,14,13,11,41,,,,,,,,,,,,,,,,,,,1,813,29,843,1511
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,601,2,91,186,43,15,38,10,15,15,1,132,,2,5,7,0,,,,,,,,,,,,,,,,,,,,,11,9,8,12,24,,,,,,,,,,,,,,,,,,,0,624,14,638,1152
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,602,2,107,147,41,17,56,8,9,9,7,205,,11,3,6,0,,,,,,,,,,,,,,,,,,,,,22,25,5,7,23,,,,,,,,,,,,,,,,,,,1,708,15,724,1407
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,603,1,88,107,17,6,23,3,3,8,3,68,,11,3,6,0,,,,,,,,,,,,,,,,,,,,,33,10,5,7,11,,,,,,,,,,,,,,,,,,,1,412,10,423,711
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,604,2,95,156,29,18,27,13,18,20,5,123,,7,5,4,1,,,,,,,,,,,,,,,,,,,,,36,3,12,9,54,,,,,,,,,,,,,,,,,,,0,635,18,653,1126
3,20,OAXACA,14,OAXACA DE JUAREZ ZONA NORTE,66,OAXACA DE JUAREZ,605,2,68,158,60,14,67,6,18,10,6,152,,8,3,9,0,,,,,,,,,,,,,,,,,,,,,20,8,10,6,40,,,,,,,,,,,,,,,,,,,0,663,25,688,1400
