uniqueid,year,incumbent_party_Horacio
21001,1998,PRI
21001,2001,PRI
21001,2004,PRI
21001,2007,PAN_PRD_MC_PANAL
21001,2010,PAN_PRD_MC_PANAL
21001,2014,PAN_PRD_PANAL_CP_PSI
21001,2018,NA
21002,1998,PRI
21002,2001,PAN
21002,2004,PRD
21002,2007,PRD_MC
21002,2010,PAN_PRD_MC_PANAL
21002,2013,PSI
21002,2018,NA
21003,1998,PRI
21003,2001,PAN
21003,2004,PRI
21003,2007,PRI_PVEM
21003,2010,PRI_PVEM
21003,2013,PAN_PRD_PANAL_CPP_MC_PSI
21003,2018,NA
21004,1998,PRD
21004,2001,PRI
21004,2004,PRI
21004,2007,PRI_PVEM
21004,2010,PAN_PRD_MC_PANAL
21004,2013,PRI_PVEM
21004,2018,NA
21005,1998,PRI
21005,2001,PRI
21005,2004,PRI
21005,2007,PRI_PVEM
21005,2010,PRI_PVEM
21005,2013,PRI_PVEM
21005,2018,NA
21006,1998,PRI
21006,2001,PRD
21006,2004,PAN
21006,2007,PRD_MC
21006,2010,PAN_PRD_MC_PANAL
21006,2013,PAN_PRD_PANAL_CPP_MC
21006,2018,NA
21007,1998,PRI
21007,2001,PRI
21007,2004,PRI
21007,2007,PAN
21007,2010,PAN_PRD_PANAL_CPP_PSI
21007,2013,PAN_PRD_PANAL_CPP_PSI
21007,2018,NA
21008,1998,PRI
21008,2001,PRI
21008,2004,PRI
21008,2007,PRI_PVEM
21008,2010,PRI_PVEM
21008,2013,NA
21009,1998,PRI
21009,2001,PRI
21009,2004,PRD
21009,2007,PRI_PVEM
21009,2010,PRI_PVEM
21009,2013,PT
21009,2018,NA
21010,1998,PRI
21010,2001,PRI
21010,2004,PAN
21010,2007,PRI_PVEM
21010,2010,PRI_PVEM
21010,2013,PRI_PVEM
21010,2018,NA
21011,1998,PRI
21011,2001,PRI
21011,2004,PRI
21011,2007,PRI_PVEM
21011,2010,PAN_PRD_MC_PANAL
21011,2013,PAN_PRD_PANAL_CPP_MC_PSI
21011,2018,NA
21012,1998,PRI
21012,2001,PAN
21012,2004,PAN
21012,2007,PRI_PVEM
21012,2010,PRI_PVEM
21012,2013,PAN_PRD_PANAL_CPP
21012,2018,NA
21013,1998,PRI
21013,2001,PAN
21013,2004,PRI
21013,2007,PRD_MC
21013,2010,PRI_PVEM
21013,2013,MC
21013,2018,NA
21014,1998,PRI
21014,2001,PRI
21014,2004,PRD
21014,2007,PRI_PVEM
21014,2010,PAN_PRD_MC_PANAL
21014,2013,PRI_PVEM
21014,2018,NA
21015,1998,PRI
21015,2001,PRI
21015,2004,PAN
21015,2007,PRI_PVEM
21015,2010,PAN_PRD_MC_PANAL
21015,2013,PAN_PRD_PANAL_CPP
21015,2018,NA
21016,1998,PRI
21016,2001,PAN
21016,2004,PRI
21016,2007,PRI_PVEM
21016,2010,PRI_PVEM
21016,2013,PAN_PRD_PANAL_CPP_MC_PSI
21016,2018,NA
21017,1998,PAN
21017,2001,PRI
21017,2004,PRI
21017,2007,PRI_PVEM
21017,2010,PAN_PRD_MC_PANAL
21017,2013,PRI_PVEM
21017,2018,NA
21018,1998,PRI
21018,2001,PRI
21018,2004,PRI
21018,2007,PRI_PVEM
21018,2010,PAN_PRD_MC_PANAL
21018,2013,PAN_PRD_PANAL_CPP
21018,2018,NA
21019,1998,PAN
21019,2001,PAN
21019,2004,PAN
21019,2007,PRI_PVEM
21019,2010,PAN_PRD_MC_PANAL
21019,2013,PAN_PRD_PANAL_CPP_MC
21019,2018,NA
21020,1998,PRI
21020,2001,PAN
21020,2004,PRI
21020,2007,PRI_PVEM
21020,2010,PRI_PVEM
21020,2013,PT
21020,2018,NA
21021,1998,PRI
21021,2001,PRI
21021,2004,PRI
21021,2007,PRI_PVEM
21021,2010,PRI_PVEM
21021,2013,PRI_PVEM
21021,2018,NA
21022,1998,PRI
21022,2001,PRI
21022,2004,PRI
21022,2007,PRI_PVEM
21022,2010,PAN_PRD_MC_PANAL
21022,2013,PT
21022,2018,NA
21023,1998,PRD
21023,2001,PRD
21023,2004,PRD
21023,2007,PRI_PVEM
21023,2010,PAN_PRD_MC_PANAL
21023,2013,MC
21023,2018,NA
21024,1998,PRI
21024,2001,PRI
21024,2004,PAN
21024,2007,PAN
21024,2010,PAN_PRD_MC_PANAL
21024,2013,NA
21024,2018,NA
21025,1998,PRI
21025,2001,PRI
21025,2004,PRI
21025,2007,PAN
21025,2010,PAN_PRD_MC_PANAL
21025,2013,PRI_PVEM
21025,2018,NA
21026,1998,PAN
21026,2001,PRI
21026,2004,MC
21026,2007,PT
21026,2010,PT
21026,2013,PAN_PRD_PANAL_CPP
21026,2018,NA
21027,1998,PRI
21027,2001,PRI
21027,2004,PRI
21027,2007,PAN
21027,2010,PAN_PRD_MC_PANAL
21027,2013,PAN_PRD_PANAL_CPP_MC_PSI
21027,2018,NA
21028,1998,PRI
21028,2001,PRI
21028,2004,PAN
21028,2007,PRI_PVEM
21028,2010,PAN_PRD_MC_PANAL
21028,2013,PRI_PVEM
21028,2018,NA
21029,1998,PRI
21029,2001,PRI
21029,2004,PRD
21029,2007,PRI_PVEM
21029,2010,PAN_PRD_MC_PANAL
21029,2013,PT
21029,2018,NA
21030,1998,PRI
21030,2001,PAN
21030,2004,PRI
21030,2007,PAN
21030,2010,PRI_PVEM
21030,2013,PRI_PVEM
21030,2018,NA
21031,1998,PRI
21031,2001,PRI
21031,2004,PRI
21031,2007,PRI_PVEM
21031,2010,PRI_PVEM
21031,2013,PT
21031,2018,NA
21032,1998,PRI
21032,2001,PRI
21032,2004,PRI
21032,2007,PRI_PVEM
21032,2010,PRI_PVEM
21032,2013,PRI_PVEM
21032,2018,NA
21033,1998,PRI
21033,2001,PAN
21033,2004,PAN
21033,2007,PRI_PVEM
21033,2010,PRI_PVEM
21033,2013,PRI_PVEM
21033,2018,NA
