DISTRITO    ,MUNICIPIO   ,SECCION   ,CASILLA,LISTA NOMINAL,PAN,PAN-PRD,PAN-PRD-PT,PAN-PT,PRI,PRI-PVEM,PRD,PRD-PT,PT,PVEM,Convergencia,NULOS,NOREGISTRADOS
17,FRONTERA COMALAPA,530,CONTIGUA 1,614,4,,,,101,,,77,,123,16,20,0
17,FRONTERA COMALAPA,531,BÁSICA,433,2,,,,121,,,9,,115,20,0,0
17,FRONTERA COMALAPA,531,CONTIGUA 1,434,3,,,,127,,,5,,125,15,15,0
,,,,,,,,,,,,,,,,,
24,FRONTERA HIDALGO,532,BÁSICA,715,,,,116,165,,48,,,0,127,19,0
24,FRONTERA HIDALGO,532,CONTIGUA 1,715,,,,117,154,,55,,,0,131,24,0
24,FRONTERA HIDALGO,532,CONTIGUA 2,716,,,,107,129,,54,,,0,184,18,0
24,FRONTERA HIDALGO,533,BÁSICA,691,,,,57,109,,122,,,0,157,24,0
24,FRONTERA HIDALGO,533,CONTIGUA 1,691,,,,61,112,,139,,,0,111,17,0
24,FRONTERA HIDALGO,534,BÁSICA,406,,,,118,52,,21,,,0,88,17,0
24,FRONTERA HIDALGO,534,CONTIGUA 1,406,,,,78,78,,40,,,0,91,11,0
24,FRONTERA HIDALGO,535,BÁSICA,537,,,,112,111,,31,,,0,109,15,0
24,FRONTERA HIDALGO,535,CONTIGUA 1,537,,,,124,72,,36,,,0,130,19,0
24,FRONTERA HIDALGO,536,BÁSICA,744,,,,119,156,,39,,,0,102,14,0
24,FRONTERA HIDALGO,536,CONTIGUA 1,745,,,,122,154,,57,,,0,127,19,0
,,,,,,,,,,,,,,,,,
17,LA GRANDEZA,537,BÁSICA,605,0,,,,0,,0,,0,0,0,0,0
17,LA GRANDEZA,537,CONTIGUA 1,606,150,,,,87,,0,,0,169,5,0,0
17,LA GRANDEZA,538,BÁSICA,446,90,,,,80,,0,,0,120,6,0,0
17,LA GRANDEZA,538,CONTIGUA 1,446,70,,,,86,,0,,0,97,2,0,0
17,LA GRANDEZA,539,BÁSICA,527,83,,,,123,,0,,0,113,7,0,0
17,LA GRANDEZA,539,CONTIGUA 1,528,92,,,,112,,0,,0,114,9,0,0
,,,,,,,,,,,,,,,,,
16,HUEHUETÁN,540,BÁSICA,623,,0,,,0,,,,0,0,0,0,0
16,HUEHUETÁN,540,CONTIGUA 1,623,,109,,,129,,,,9,54,23,18,0
16,HUEHUETÁN,540,CONTIGUA 2,624,,147,,,100,,,,8,37,10,14,0
16,HUEHUETÁN,541,BÁSICA,561,,101,,,112,,,,23,71,31,11,0
16,HUEHUETÁN,541,CONTIGUA 1,561,,90,,,102,,,,13,101,11,24,0
16,HUEHUETÁN,541,CONTIGUA 2,562,,99,,,114,,,,26,81,11,16,0
16,HUEHUETÁN,542,BÁSICA,516,,78,,,102,,,,17,96,14,12,0
16,HUEHUETÁN,542,CONTIGUA 1,516,,0,,,0,,,,0,0,0,0,0
16,HUEHUETÁN,542,CONTIGUA 2,516,,77,,,104,,,,11,103,15,14,0
16,HUEHUETÁN,543,BÁSICA,621,,139,,,128,,,,18,60,3,16,1
16,HUEHUETÁN,543,CONTIGUA 1,622,,152,,,139,,,,6,61,3,18,0
16,HUEHUETÁN,543,CONTIGUA 2,622,,134,,,145,,,,11,77,3,15,0
16,HUEHUETÁN,544,BÁSICA,400,,101,,,91,,,,2,7,2,11,0
16,HUEHUETÁN,544,CONTIGUA 1,400,,84,,,111,,,,2,2,6,15,0
16,HUEHUETÁN,545,BÁSICA,610,,167,,,170,,,,2,9,1,19,0
16,HUEHUETÁN,545,CONTIGUA 1,611,,186,,,164,,,,6,2,2,8,0
16,HUEHUETÁN,546,BÁSICA,557,,191,,,71,,,,23,8,1,15,0
16,HUEHUETÁN,546,CONTIGUA 1,557,,197,,,61,,,,15,7,2,20,0
16,HUEHUETÁN,547,BÁSICA,606,,206,,,84,,,,3,38,2,25,0
16,HUEHUETÁN,547,CONTIGUA 1,607,,212,,,70,,,,7,37,0,28,0
16,HUEHUETÁN,548,BÁSICA,651,,234,,,112,,,,3,19,2,11,0
16,HUEHUETÁN,548,CONTIGUA 1,651,,194,,,134,,,,8,24,1,18,0
16,HUEHUETÁN,548,CONTIGUA 2,652,,232,,,134,,,,5,15,4,14,0
16,HUEHUETÁN,549,BÁSICA,694,,191,,,105,,,,6,26,16,21,0
16,HUEHUETÁN,550,BÁSICA,391,,75,,,111,,,,2,12,10,9,0
16,HUEHUETÁN,550,EXT. 1,257,,64,,,61,,,,18,4,0,5,0
16,HUEHUETÁN,551,BÁSICA,611,,175,,,112,,,,9,66,9,14,0
16,HUEHUETÁN,552,BÁSICA,620,,223,,,123,,,,3,23,4,27,0
16,HUEHUETÁN,552,CONTIGUA 1,620,,207,,,134,,,,9,13,3,20,0
16,HUEHUETÁN,552,CONTIGUA 2,621,,178,,,181,,,,1,11,3,13,0
16,HUEHUETÁN,553,BÁSICA,601,,209,,,135,,,,8,11,4,7,0
16,HUEHUETÁN,553,CONTIGUA 1,602,,195,,,137,,,,7,21,1,7,0
16,HUEHUETÁN,553,CONTIGUA 2,602,,184,,,149,,,,7,16,3,12,0
16,HUEHUETÁN,554,BÁSICA,391,,139,,,98,,,,1,12,3,12,0
16,HUEHUETÁN,554,CONTIGUA 1,392,,119,,,107,,,,4,13,3,11,0
16,HUEHUETÁN,554,EXT. 1,452,,158,,,133,,,,4,2,3,7,0
16,HUEHUETÁN,555,BÁSICA,462,,114,,,131,,,,2,27,4,18,0
16,HUEHUETÁN,555,CONTIGUA 1,463,,113,,,139,,,,5,36,5,18,0
,,,,,,,,,,,,,,,,,
10,HUITIUPÁN,556,BÁSICA,715,104,,,,155,,,86,,113,6,21,0
10,HUITIUPÁN,556,CONTIGUA 1,716,96,,,,124,,,103,,109,11,14,0
10,HUITIUPÁN,557,BÁSICA,390,0,,,,45,,,222,,125,0,4,0
10,HUITIUPÁN,557,EXT. 1,625,2,,,,143,,,161,,155,1,22,0
10,HUITIUPÁN,558,BÁSICA,614,18,,,,182,,,134,,122,9,26,1
10,HUITIUPÁN,558,EXT. 1,579,7,,,,71,,,135,,86,4,11,0
10,HUITIUPÁN,559,BÁSICA,497,6,,,,163,,,171,,16,1,20,0
10,HUITIUPÁN,559,CONTIGUA 1,498,7,,,,139,,,181,,53,1,12,0
10,HUITIUPÁN,560,BÁSICA,645,61,,,,123,,,65,,78,1,26,0
10,HUITIUPÁN,560,CONTIGUA 1,645,67,,,,124,,,58,,87,0,35,0
10,HUITIUPÁN,561,BÁSICA,429,17,,,,57,,,88,,115,5,16,0
10,HUITIUPÁN,561,CONTIGUA 1,430,15,,,,51,,,83,,92,1,40,0
10,HUITIUPÁN,561,EXT. 1,388,83,,,,49,,,41,,36,1,14,0
10,HUITIUPÁN,562,BÁSICA,538,8,,,,128,,,133,,74,0,14,0
10,HUITIUPÁN,562,EXT. 1,272,2,,,,104,,,42,,11,0,12,0
10,HUITIUPÁN,563,BÁSICA,498,78,,,,92,,,109,,52,2,8,0
10,HUITIUPÁN,563,EXT. 1,340,5,,,,140,,,22,,19,0,11,0
10,HUITIUPÁN,563,EXT. 2,225,31,,,,87,,,21,,4,3,10,0
10,HUITIUPÁN,564,BÁSICA,642,5,,,,232,,,100,,39,2,30,0
10,HUITIUPÁN,565,BÁSICA,408,3,,,,87,,,127,,6,4,19,0
10,HUITIUPÁN,565,EXT. 1,513,1,,,,149,,,98,,14,5,28,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
21,HUIXTÁN,566,BÁSICA,438,26,,,,165,,41,,0,0,0,14,0
21,HUIXTÁN,566,CONTIGUA 1,439,33,,,,157,,24,,0,0,0,14,0
21,HUIXTÁN,567,BÁSICA,641,63,,,,119,,118,,0,0,0,23,0
21,HUIXTÁN,568,BÁSICA,526,9,,,,183,,87,,0,0,0,253,0
21,HUIXTÁN,568,EXT. 1,517,10,,,,252,,16,,0,0,0,23,0
21,HUIXTÁN,569,BÁSICA,557,16,,,,88,,130,,0,0,0,12,0
21,HUIXTÁN,569,EXT. 1,386,16,,,,19,,105,,0,0,0,7,0
21,HUIXTÁN,570,BÁSICA,483,67,,,,153,,44,,0,0,0,20,0
21,HUIXTÁN,570,EXT. 1,563,10,,,,7,,288,,0,0,0,9,0
21,HUIXTÁN,571,BÁSICA,523,15,,,,236,,66,,0,0,0,12,0
21,HUIXTÁN,571,CONTIGUA 1,524,25,,,,189,,86,,0,0,0,5,0
21,HUIXTÁN,572,BÁSICA,356,12,,,,166,,50,,0,0,0,13,0
21,HUIXTÁN,572,EXT. 1,136,5,,,,3,,84,,0,0,0,0,0
21,HUIXTÁN,572,EXT. 2,227,5,,,,115,,72,,0,0,0,5,0
21,HUIXTÁN,573,BÁSICA,581,1,,,,110,,73,,0,0,0,0,0
21,HUIXTÁN,574,BÁSICA,716,13,,,,297,,104,,0,0,0,16,0
21,HUIXTÁN,574,EXT. 1,382,2,,,,60,,173,,0,0,0,30,0
21,HUIXTÁN,575,BÁSICA,549,6,,,,188,,65,,0,0,0,31,0
21,HUIXTÁN,575,CONTIGUA 1,550,10,,,,250,,58,,0,0,0,14,0
21,HUIXTÁN,576,BÁSICA,515,31,,,,187,,44,,0,0,0,28,0
21,HUIXTÁN,576,CONTIGUA 1,516,17,,,,152,,59,,0,0,0,13,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
16,HUIXTLA,577,BÁSICA,546,45,,,,35,,,115,,35,0,4,0
16,HUIXTLA,577,CONTIGUA 1,546,51,,,,30,,,99,,44,0,12,0
16,HUIXTLA,577,CONTIGUA 2,547,36,,,,41,,,118,,38,0,2,0
16,HUIXTLA,578,BÁSICA,633,73,,,,39,,,120,,39,0,8,0
16,HUIXTLA,578,CONTIGUA 1,633,54,,,,46,,,97,,58,0,14,0
16,HUIXTLA,578,CONTIGUA 2,634,50,,,,30,,,112,,58,0,12,0
16,HUIXTLA,579,BÁSICA,609,79,,,,59,,,96,,48,0,9,0
16,HUIXTLA,579,CONTIGUA 1,609,92,,,,54,,,102,,50,1,6,0
16,HUIXTLA,580,BÁSICA,534,48,,,,38,,,166,,28,0,6,0
16,HUIXTLA,580,CONTIGUA 1,534,59,,,,43,,,124,,33,0,6,0
16,HUIXTLA,580,CONTIGUA 2,534,54,,,,30,,,116,,29,2,2,0
16,HUIXTLA,581,BÁSICA,734,65,,,,65,,,153,,41,0,12,0
16,HUIXTLA,581,CONTIGUA 1,735,65,,,,57,,,140,,41,1,13,0
16,HUIXTLA,582,BÁSICA,572,90,,,,23,,,123,,40,2,6,0
16,HUIXTLA,582,CONTIGUA 1,572,61,,,,38,,,103,,41,0,8,0
16,HUIXTLA,583,BÁSICA,524,78,,,,76,,,90,,29,1,6,0
16,HUIXTLA,583,CONTIGUA 1,525,84,,,,62,,,99,,27,0,2,0
16,HUIXTLA,584,BÁSICA,601,76,,,,66,,,97,,53,2,7,0
16,HUIXTLA,584,CONTIGUA 1,601,74,,,,41,,,108,,65,3,3,0
16,HUIXTLA,584,CONTIGUA 2,601,59,,,,47,,,103,,49,1,2,0
16,HUIXTLA,585,BÁSICA,574,77,,,,41,,,105,,54,0,5,0
16,HUIXTLA,585,CONTIGUA 1,574,76,,,,60,,,96,,47,6,0,0
16,HUIXTLA,586,BÁSICA,581,71,,,,58,,,91,,52,2,5,0
16,HUIXTLA,586,CONTIGUA 1,582,72,,,,72,,,110,,56,0,9,0
16,HUIXTLA,586,CONTIGUA 2,582,73,,,,70,,,88,,45,1,9,0
16,HUIXTLA,587,BÁSICA,667,98,,,,68,,,103,,55,0,5,0
16,HUIXTLA,587,CONTIGUA 1,667,93,,,,70,,,99,,76,6,10,0
16,HUIXTLA,587,CONTIGUA 2,667,87,,,,46,,,116,,64,1,6,0
16,HUIXTLA,588,BÁSICA,681,106,,,,41,,,144,,71,0,8,0
16,HUIXTLA,588,CONTIGUA 1,681,123,,,,53,,,133,,49,1,8,0
16,HUIXTLA,589,BÁSICA,605,63,,,,31,,,107,,83,1,15,0
16,HUIXTLA,589,CONTIGUA 1,606,69,,,,25,,,105,,74,2,11,0
16,HUIXTLA,589,CONTIGUA 2,606,76,,,,24,,,107,,76,0,21,0
16,HUIXTLA,589,CONTIGUA 3,606,56,,,,48,,,115,,81,0,11,0
16,HUIXTLA,590,BÁSICA,674,78,,,,40,,,118,,104,1,14,0
16,HUIXTLA,590,CONTIGUA 1,675,88,,,,40,,,128,,58,1,9,0
16,HUIXTLA,591,BÁSICA,424,79,,,,84,,,15,,22,0,12,0
16,HUIXTLA,591,EXT. 1,446,62,,,,70,,,76,,16,0,24,0
16,HUIXTLA,592,BÁSICA,700,116,,,,68,,,112,,33,0,38,0
16,HUIXTLA,593,BÁSICA,671,98,,,,56,,,18,,82,1,18,0
16,HUIXTLA,593,EXT. 1,482,56,,,,69,,,34,,47,1,12,0
16,HUIXTLA,594,BÁSICA,384,28,,,,40,,,105,,24,0,7,0
16,HUIXTLA,594,CONTIGUA 1,385,26,,,,36,,,118,,19,1,3,0
16,HUIXTLA,594,EXT. 1,375,64,,,,50,,,13,,6,0,6,0
16,HUIXTLA,595,BÁSICA,576,107,,,,44,,,22,,161,1,16,0
16,HUIXTLA,595,CONTIGUA 1,576,78,,,,48,,,43,,198,2,16,0
16,HUIXTLA,596,BÁSICA,597,85,,,,34,,,71,,168,0,25,0
16,HUIXTLA,596,CONTIGUA 1,598,74,,,,21,,,72,,168,0,20,0
16,HUIXTLA,597,BÁSICA,563,68,,,,55,,,55,,121,1,11,0
16,HUIXTLA,597,CONTIGUA 1,563,57,,,,47,,,65,,129,0,7,0
16,HUIXTLA,598,BÁSICA,737,147,,,,96,,,104,,122,0,15,0
16,HUIXTLA,598,CONTIGUA 1,737,132,,,,93,,,84,,148,2,13,0
16,HUIXTLA,599,BÁSICA,516,150,,,,66,,,50,,73,0,14,0
16,HUIXTLA,599,CONTIGUA 1,516,128,,,,77,,,73,,68,0,5,0
16,HUIXTLA,599,CONTIGUA 2,516,131,,,,101,,,57,,61,0,9,0
16,HUIXTLA,600,BÁSICA,400,51,,,,20,,,82,,99,0,11,0
16,HUIXTLA,600,CONTIGUA 1,401,36,,,,31,,,98,,94,0,8,0
16,HUIXTLA,601,BÁSICA,276,61,,,,24,,,74,,5,0,6,0
,,,,,,,,,,,,,,,,,
20,LA INDEPENDENCIA,602,BÁSICA,574,,,137,,175,,,,,94,0,17,0
20,LA INDEPENDENCIA,602,CONTIGUA 1,574,,,177,,181,,,,,76,0,9,0
20,LA INDEPENDENCIA,602,CONTIGUA 2,575,,,154,,218,,,,,90,0,5,0
20,LA INDEPENDENCIA,603,BÁSICA,476,,,104,,189,,,,,55,0,6,0
20,LA INDEPENDENCIA,603,CONTIGUA 1,476,,,126,,173,,,,,51,0,9,0
20,LA INDEPENDENCIA,604,BÁSICA,513,,,193,,95,,,,,39,0,3,0
20,LA INDEPENDENCIA,604,CONTIGUA 1,513,,,240,,71,,,,,37,0,9,0
20,LA INDEPENDENCIA,604,CONTIGUA 2,513,,,219,,79,,,,,46,0,12,0
20,LA INDEPENDENCIA,605,BÁSICA,611,,,102,,130,,,,,68,0,7,0
20,LA INDEPENDENCIA,605,CONTIGUA 1,611,,,53,,95,,,,,68,0,8,0
20,LA INDEPENDENCIA,606,BÁSICA,622,,,56,,246,,,,,61,0,14,0
20,LA INDEPENDENCIA,606,CONTIGUA 1,623,,,25,,287,,,,,43,0,18,0
20,LA INDEPENDENCIA,607,BÁSICA,725,,,162,,213,,,,,138,0,22,0
20,LA INDEPENDENCIA,607,CONTIGUA 1,726,,,135,,259,,,,,106,0,11,0
20,LA INDEPENDENCIA,608,BÁSICA,675,,,207,,0,,,,,73,0,64,0
20,LA INDEPENDENCIA,608,CONTIGUA 1,676,,,130,,46,,,,,58,0,10,0
20,LA INDEPENDENCIA,608,EXT. 1,457,,,80,,140,,,,,89,0,15,0
20,LA INDEPENDENCIA,608,EXT. 2,458,,,67,,134,,,,,76,0,13,0
20,LA INDEPENDENCIA,609,BÁSICA,545,,,260,,16,,,,,71,0,9,0
20,LA INDEPENDENCIA,609,EXT. 1,264,,,107,,59,,,,,13,0,6,0
20,LA INDEPENDENCIA,609,EXT. 2,116,,,30,,22,,,,,40,0,9,0
20,LA INDEPENDENCIA,610,BÁSICA,676,,,199,,75,,,,,200,0,8,0
20,LA INDEPENDENCIA,610,CONTIGUA 1,677,,,214,,50,,,,,219,0,18,0
20,LA INDEPENDENCIA,611,BÁSICA,502,,,191,,80,,,,,111,0,6,0
20,LA INDEPENDENCIA,612,BÁSICA,507,,,60,,239,,,,,59,0,8,0
20,LA INDEPENDENCIA,612,CONTIGUA 1,508,,,67,,206,,,,,56,0,9,0
20,LA INDEPENDENCIA,612,CONTIGUA 2,508,,,52,,186,,,,,80,0,2,1
20,LA INDEPENDENCIA,613,BÁSICA,652,,,169,,66,,,,,125,0,14,0
20,LA INDEPENDENCIA,613,CONTIGUA 1,653,,,157,,59,,,,,118,0,10,0
20,LA INDEPENDENCIA,614,BÁSICA,714,,,89,,128,,,,,183,0,14,1
20,LA INDEPENDENCIA,614,CONTIGUA 1,715,,,81,,116,,,,,160,0,10,1
20,LA INDEPENDENCIA,615,BÁSICA,587,,,136,,114,,,,,105,0,24,1
20,LA INDEPENDENCIA,615,CONTIGUA 1,587,,,79,,80,,,,,115,0,9,0
20,LA INDEPENDENCIA,616,BÁSICA,545,,,72,,106,,,,,151,0,34,0
20,LA INDEPENDENCIA,616,CONTIGUA 1,545,,,63,,119,,,,,114,0,32,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
12,IXHUATÁN,617,BÁSICA,463,0,,,,201,,138,,0,0,0,8,0
12,IXHUATÁN,617,CONTIGUA 1,464,0,,,,187,,135,,0,0,0,12,0
12,IXHUATÁN,618,BÁSICA,616,0,,,,185,,233,,0,0,0,7,0
12,IXHUATÁN,618,CONTIGUA 1,616,0,,,,212,,228,,0,0,0,11,0
12,IXHUATÁN,618,EXT. 1,522,0,,,,234,,141,,0,0,0,9,1
12,IXHUATÁN,619,BÁSICA,584,0,,,,279,,155,,0,0,0,14,0
12,IXHUATÁN,619,EXT. 1,360,0,,,,146,,127,,0,0,0,11,0
12,IXHUATÁN,620,BÁSICA,710,0,,,,172,,270,,0,0,0,13,0
12,IXHUATÁN,620,CONTIGUA 1,710,0,,,,175,,268,,0,0,0,11,0
,,,,,,,,,,,,,,,,,
12,IXTACOMITÁN,621,BÁSICA,648,,,244,,,193,,,,,33,10,0
12,IXTACOMITÁN,621,CONTIGUA 1,648,,,226,,,186,,,,,40,12,0
12,IXTACOMITÁN,622,BÁSICA,521,,,221,,,135,,,,,57,8,0
12,IXTACOMITÁN,622,CONTIGUA 1,521,,,144,,,173,,,,,51,9,1
12,IXTACOMITÁN,622,CONTIGUA 2,522,,,203,,,147,,,,,37,5,0
12,IXTACOMITÁN,623,BÁSICA,714,,,172,,,220,,,,,79,8,0
12,IXTACOMITÁN,623,EXT. 1,109,,,43,,,42,,,,,8,1,0
12,IXTACOMITÁN,624,BÁSICA,584,,,161,,,142,,,,,44,9,0
12,IXTACOMITÁN,625,BÁSICA,310,,,106,,,106,,,,,26,7,0
12,IXTACOMITÁN,626,BÁSICA,394,,,91,,,141,,,,,57,11,0
12,IXTACOMITÁN,626,CONTIGUA 1,394,,,74,,,155,,,,,62,8,1
12,IXTACOMITÁN,626,EXT. 1,334,,,85,,,119,,,,,66,5,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3,IXTAPA,627,BÁSICA,512,,,,0,0,,0,,,0,0,0,0
3,IXTAPA,627,CONTIGUA 1,512,,,,154,89,,54,,,13,55,7,0
3,IXTAPA,627,CONTIGUA 2,512,,,,134,70,,81,,,23,45,10,0
3,IXTAPA,628,BÁSICA,587,,,,171,71,,100,,,20,41,17,0
3,IXTAPA,628,CONTIGUA 1,587,,,,192,74,,90,,,21,29,5,0
3,IXTAPA,628,CONTIGUA 2,587,,,,182,75,,111,,,9,25,7,0
3,IXTAPA,629,BÁSICA,405,,,,59,113,,50,,,63,26,0,0
3,IXTAPA,629,CONTIGUA 1,406,,,,45,172,,21,,,74,59,2,0
3,IXTAPA,629,EXT. 1,218,,,,34,29,,53,,,51,2,5,0
3,IXTAPA,629,EXT. 2,281,,,,89,65,,46,,,43,21,4,0
3,IXTAPA,630,BÁSICA,391,,,,34,98,,43,,,48,79,0,0
3,IXTAPA,630,EXT. 1,536,,,,13,210,,46,,,90,95,12,0
3,IXTAPA,631,BÁSICA,552,,,,106,98,,85,,,9,140,16,0
3,IXTAPA,631,CONTIGUA 1,552,,,,0,0,,0,,,0,0,0,0
3,IXTAPA,631,CONTIGUA 2,553,,,,64,111,,132,,,7,122,13,0
3,IXTAPA,632,BÁSICA,415,,,,37,111,,179,,,5,28,12,0
3,IXTAPA,632,CONTIGUA 1,416,,,,37,139,,192,,,6,8,3,0
3,IXTAPA,632,EXT. 1,149,,,,31,50,,18,,,1,21,2,0
3,IXTAPA,633,BÁSICA,665,,,,127,112,,161,,,27,114,35,0
3,IXTAPA,633,EXT. 1,158,,,,30,45,,16,,,7,36,6,0
3,IXTAPA,634,BÁSICA,336,,,,9,45,,97,,,6,75,6,0
3,IXTAPA,634,EXT. 1,530,,,,68,163,,88,,,12,78,20,0
3,IXTAPA,634,EXT. 2,336,,,,5,37,,132,,,1,81,18,0
3,IXTAPA,635,BÁSICA,633,,,,34,153,,125,,,40,142,29,0
3,IXTAPA,635,CONTIGUA 1,634,,,,56,139,,129,,,29,167,17,0
,,,,,,,,,,,,,,,,,
12,IXTAPANGAJOYA,636,BÁSICA,632,235,,,,248,,0,,0,0,0,6,0
12,IXTAPANGAJOYA,636,CONTIGUA 1,633,284,,,,209,,0,,0,0,0,5,0
12,IXTAPANGAJOYA,637,BÁSICA,596,181,,,,296,,0,,0,0,0,9,0
12,IXTAPANGAJOYA,637,CONTIGUA 1,597,259,,,,229,,0,,0,0,0,10,0
12,IXTAPANGAJOYA,637,EXT. 1,197,89,,,,71,,0,,0,0,0,2,0
12,IXTAPANGAJOYA,637,EXT. 2,248,139,,,,64,,0,,0,0,0,9,0
,,,,,,,,,,,,,,,,,
14,JIQUIPILAS,638,BÁSICA,613,,,,119,,95,187,,,,0,8,0
14,JIQUIPILAS,639,BÁSICA,551,,,,94,,122,171,,,,0,6,0
14,JIQUIPILAS,639,CONTIGUA 1,551,,,,85,,81,180,,,,0,9,0
14,JIQUIPILAS,639,CONTIGUA 2,552,,,,103,,115,147,,,,0,11,0
14,JIQUIPILAS,640,BÁSICA,694,,,,106,,144,220,,,,0,4,0
14,JIQUIPILAS,640,CONTIGUA 1,695,,,,129,,132,193,,,,0,16,0
14,JIQUIPILAS,641,BÁSICA,557,,,,88,,111,162,,,,0,10,0
14,JIQUIPILAS,641,CONTIGUA 1,558,,,,100,,113,144,,,,0,8,0
14,JIQUIPILAS,641,CONTIGUA 2,558,,,,83,,174,125,,,,0,9,0
14,JIQUIPILAS,642,BÁSICA,501,,,,112,,133,97,,,,0,11,0
14,JIQUIPILAS,642,CONTIGUA 1,501,,,,76,,150,124,,,,0,0,0
14,JIQUIPILAS,643,BÁSICA,670,,,,107,,214,180,,,,0,21,0
14,JIQUIPILAS,643,EXT. 1,302,,,,63,,77,51,,,,0,10,0
14,JIQUIPILAS,644,BÁSICA,579,,,,100,,117,98,,,,0,5,0
14,JIQUIPILAS,644,CONTIGUA 1,580,,,,51,,143,117,,,,0,5,0
14,JIQUIPILAS,644,EXT. 1,359,,,,57,,120,47,,,,0,13,0
14,JIQUIPILAS,645,BÁSICA,444,,,,61,,75,153,,,,0,13,0
14,JIQUIPILAS,646,BÁSICA,609,,,,64,,140,161,,,,0,24,0
14,JIQUIPILAS,647,BÁSICA,627,,,,58,,216,147,,,,0,19,0
14,JIQUIPILAS,647,CONTIGUA 1,627,,,,57,,173,178,,,,0,16,0
14,JIQUIPILAS,648,BÁSICA,381,,,,61,,83,113,,,,0,6,0
14,JIQUIPILAS,648,CONTIGUA 1,381,,,,64,,78,106,,,,0,10,0
14,JIQUIPILAS,649,BÁSICA,461,,,,110,,80,94,,,,0,13,0
14,JIQUIPILAS,649,CONTIGUA 1,462,,,,100,,84,110,,,,0,12,0
14,JIQUIPILAS,650,BÁSICA,498,,,,78,,94,114,,,,0,14,0
14,JIQUIPILAS,650,CONTIGUA 1,499,,,,75,,106,100,,,,0,0,0
14,JIQUIPILAS,651,BÁSICA,500,,,,187,,23,116,,,,0,23,0
14,JIQUIPILAS,651,CONTIGUA 1,501,,,,193,,27,99,,,,0,13,0
14,JIQUIPILAS,651,CONTIGUA 2,501,,,,197,,18,105,,,,0,17,0
14,JIQUIPILAS,652,BÁSICA,517,,,,98,,127,73,,,,0,19,0
14,JIQUIPILAS,652,CONTIGUA 1,517,,,,107,,140,78,,,,0,9,0
14,JIQUIPILAS,652,EXT. 1,473,,,,56,,44,106,,,,0,14,0
14,JIQUIPILAS,653,BÁSICA,619,,,,103,,91,160,,,,0,26,0
14,JIQUIPILAS,653,EXT. 1,318,,,,77,,63,76,,,,0,14,0
14,JIQUIPILAS,654,BÁSICA,540,,,,98,,93,120,,,,0,24,0
14,JIQUIPILAS,654,CONTIGUA 1,540,,,,152,,88,114,,,,0,21,0
14,JIQUIPILAS,655,BÁSICA,444,,,,113,,63,73,,,,0,20,0
14,JIQUIPILAS,655,CONTIGUA 1,444,,,,108,,88,77,,,,0,15,0
14,JIQUIPILAS,656,BÁSICA,456,,,,38,,89,148,,,,0,0,0
14,JIQUIPILAS,656,EXT. 1,79,,,,20,,22,11,,,,0,2,0
14,JIQUIPILAS,657,BÁSICA,441,,,,56,,100,87,,,,0,16,0
14,JIQUIPILAS,657,CONTIGUA 1,441,,,,75,,87,75,,,,0,10,0
14,JIQUIPILAS,658,BÁSICA,666,,,,78,,217,109,,,,0,11,0
14,JIQUIPILAS,658,CONTIGUA 1,666,,,,98,,212,102,,,,0,17,0
14,JIQUIPILAS,659,BÁSICA,476,,,,38,,43,152,,,,0,7,0
14,JIQUIPILAS,659,CONTIGUA 1,477,,,,40,,51,158,,,,0,8,0
14,JIQUIPILAS,660,BÁSICA,420,,,,35,,57,135,,,,0,8,0
14,JIQUIPILAS,660,CONTIGUA 1,420,,,,35,,60,100,,,,0,12,0
14,JIQUIPILAS,661,BÁSICA,377,,,,26,,77,137,,,,0,10,0
14,JIQUIPILAS,661,EXT. 1,398,,,,24,,106,142,,,,0,10,0
,,,,,,,,,,,,,,,,,
11,JITOTOL,662,BÁSICA,640,7,,,,124,,213,,0,162,0,140,0
11,JITOTOL,662,CONTIGUA 1,641,6,,,,101,,199,,0,166,0,25,0
11,JITOTOL,663,BÁSICA,542,11,,,,130,,169,,0,95,0,12,0
11,JITOTOL,663,CONTIGUA 1,542,3,,,,151,,138,,0,101,0,12,0
11,JITOTOL,663,CONTIGUA 2,543,5,,,,145,,154,,0,112,0,3,0
11,JITOTOL,664,BÁSICA,420,2,,,,92,,99,,0,129,0,16,0
11,JITOTOL,664,CONTIGUA 1,420,1,,,,95,,91,,0,135,0,9,0
11,JITOTOL,664,EXT. 1,187,3,,,,31,,77,,0,46,0,12,0
11,JITOTOL,665,BÁSICA,498,1,,,,16,,363,,0,56,0,4,0
11,JITOTOL,666,BÁSICA,457,3,,,,98,,249,,0,15,0,0,0
11,JITOTOL,666,CONTIGUA 1,457,3,,,,176,,185,,0,35,0,22,0
11,JITOTOL,667,BÁSICA,573,1,,,,205,,130,,0,130,0,32,0
11,JITOTOL,667,CONTIGUA 1,574,0,,,,199,,124,,0,155,0,36,0
11,JITOTOL,667,EXT. 1,463,3,,,,21,,246,,0,85,0,6,0
