CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,PCPP,PSI,MORENA,ES,PAN_PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA_PCPP,PAN_PT_NVA_ALIANZA_PSI,PAN_PT_PCPP_PSI,PAN_NVA_ALIANZA_PCPP_PSI,PT_NVA_ALIANZA_PCPP_PSI,PAN_PT_NVA_ALIANZA,PAN_PT_PCPP,PAN_PT_PSI,PAN_NVA_ALIANZA_PCPP,PAN_NVA_ALIANZA_PSI,PAN_PCPP_PSI,PT_NVA_ALIANZA_PCPP,PT_NVA_ALIANZA_PSI,PT_PCPP_PSI,NVA_ALIANZA_PCPP_PSI,PAN_PT,PAN_NVA_ALIANZA,PAN_PCPP,PAN_PSI,PT_NVA_ALIANZA,PT_PCPP,PT_PSI,NVA_ALIANZA_PCPP,NVA_ALIANZA_PSI,PCPP_PSI,PRI_PVEM_ES,PRI_PVEM,PRI_ES,PVEM_ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,21,PUEBLA,08,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1785,3,265,235,32,69,46,11,6,0,74,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,1,1,30,0,795,18,813,1870
4,21,PUEBLA,08,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1786,3,251,259,41,78,32,12,4,0,88,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,11,0,0,30,1,821,22,843,1880
4,21,PUEBLA,08,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1787,3,244,287,44,49,25,9,8,15,73,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,3,14,0,0,27,1,825,20,845,2111
4,21,PUEBLA,08,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1788,4,306,290,59,79,33,32,3,1,94,5,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,6,15,1,0,40,0,978,35,1013,2501
4,21,PUEBLA,08,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1793,2,129,197,32,4,3,11,17,9,81,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,3,19,0,0,5,0,520,16,536,1336
4,21,PUEBLA,08,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1794,3,63,277,41,16,153,8,89,7,212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,19,1,0,7,0,901,16,917,2134
4,21,PUEBLA,08,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1795,2,102,108,24,6,17,3,11,9,80,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,7,0,377,16,393,952
4,21,PUEBLA,08,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1796,3,221,177,103,7,4,8,29,14,91,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,1,6,0,0,12,0,688,17,705,1960
4,21,PUEBLA,08,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1797,2,107,256,137,7,82,8,2,6,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,30,0,0,5,0,705,20,725,1438
4,21,PUEBLA,08,HUEJOTZINGO,181,TLALTENANGO,2248,2,204,218,22,12,7,14,1,8,30,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,6,0,0,8,0,548,30,578,1347
4,21,PUEBLA,08,HUEJOTZINGO,181,TLALTENANGO,2249,3,265,181,30,17,11,9,1,2,55,16,5,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,1,9,1,0,19,1,641,43,684,1634
4,21,PUEBLA,08,HUEJOTZINGO,181,TLALTENANGO,2250,3,278,195,20,13,7,10,2,15,33,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,1,2,0,0,0,0,0,0,1,14,0,0,24,0,633,20,653,1521
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0325,16,1797,715,342,99,28,49,33,37,611,28,17,2,3,1,3,0,9,1,1,1,0,2,1,0,0,0,8,18,7,0,0,0,1,0,0,1,13,23,5,0,349,7,4212,117,4329,11480
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0326,5,480,312,126,20,22,12,34,9,223,16,6,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,4,6,5,1,0,0,0,0,0,0,4,15,3,0,35,2,1341,31,1372,3624
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0327,5,589,292,109,22,10,15,31,9,213,10,5,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,3,0,0,0,1,0,0,0,3,7,0,0,102,2,1433,43,1476,3719
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0328,4,435,241,100,20,13,7,20,29,193,17,4,1,3,0,0,0,1,0,0,2,1,0,1,1,0,0,0,6,3,1,0,0,0,0,0,0,5,8,1,0,57,0,1170,23,1193,2713
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0329,5,452,233,88,19,17,8,11,5,217,15,4,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,5,3,3,0,79,7,1183,51,1234,3151
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0330,7,610,295,149,46,6,15,29,1,277,21,6,0,1,1,0,0,2,0,0,0,0,1,0,2,0,0,8,5,8,0,0,0,0,0,0,0,4,9,1,0,96,1,1594,62,1656,4654
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0331,7,633,295,71,19,20,25,10,3,217,11,5,1,0,0,3,0,1,0,1,0,0,1,1,0,0,0,4,2,3,1,0,0,0,0,0,0,3,5,1,1,104,0,1441,47,1488,4829
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0332,4,363,151,69,19,13,7,10,1,134,8,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,3,1,1,0,0,0,0,0,3,7,1,0,20,8,833,13,846,2866
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0333,4,329,162,58,17,7,13,4,0,126,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,24,0,749,13,762,2602
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0334,4,340,144,54,13,2,20,15,3,124,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,0,0,45,3,792,32,824,2302
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0335,2,219,121,24,19,1,6,2,0,81,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,4,0,1,28,0,519,12,531,1455
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0336,5,514,246,73,27,12,16,19,4,190,4,2,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,0,2,7,1,0,100,1,1240,44,1284,3689
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0337,3,319,194,47,9,1,17,35,0,69,7,3,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3,1,1,0,0,0,0,1,0,2,8,1,0,44,0,767,88,855,2223
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0338,4,405,237,67,20,2,19,2,2,129,3,3,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,6,8,1,0,31,0,950,68,1018,2899
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,0339,14,1573,807,242,55,19,54,69,13,617,42,27,3,0,1,2,0,1,3,3,2,2,2,0,0,0,0,5,10,158,2,0,0,0,0,0,1,18,13,2,0,473,4,4223,137,4360,10102
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,042,CUAUTLANCINGO,2549,1,82,38,9,1,3,1,0,0,37,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,190,4,194,534
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0946,1,132,80,12,3,1,7,2,0,34,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15,2,297,15,312,717
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0947,3,246,121,43,11,4,7,23,0,106,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,2,4,1,0,43,1,627,17,644,1511
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0948,3,296,156,54,13,3,12,7,2,128,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,0,3,11,0,0,38,3,747,32,779,1951
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0949,2,231,89,25,3,3,4,2,0,85,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,51,0,505,11,516,1338
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0950,5,436,194,81,9,8,16,12,2,196,7,4,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,3,6,2,0,88,0,1084,47,1131,3235
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0951,5,533,206,81,19,7,18,10,4,139,7,6,1,1,1,1,0,2,1,0,3,0,0,0,0,0,0,3,4,4,0,0,0,0,2,0,1,6,6,0,0,97,1,1164,38,1202,3116
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0952,3,273,142,37,10,4,3,2,4,109,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,3,3,0,0,60,1,667,30,697,1634
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0953,2,219,149,37,8,7,10,3,1,83,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,5,3,0,0,0,1,0,0,0,3,7,0,0,31,0,574,16,590,1224
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0954,2,179,117,23,3,4,7,2,1,46,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,5,0,0,36,1,438,22,460,1023
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0974,2,220,104,33,3,3,7,6,1,82,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,24,1,498,20,518,1099
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0975,2,127,111,10,0,0,2,1,2,57,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,5,0,0,24,0,352,14,366,841
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0976,3,312,151,41,11,4,8,3,4,100,2,4,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,2,8,1,0,46,1,710,27,737,1720
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0977,4,453,228,40,13,5,8,8,12,117,4,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,7,0,1,49,2,966,40,1006,2441
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0978,2,226,90,24,6,5,9,5,2,63,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,18,0,459,5,464,1207
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0979,2,235,144,25,3,2,7,4,1,94,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,28,0,561,7,568,1173
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,0980,2,218,144,35,3,4,3,1,1,101,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,2,5,2,0,42,1,577,28,605,1397
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1004,3,219,161,33,6,7,12,6,3,114,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,125,1,0,0,0,0,0,0,1,1,0,1,49,0,748,34,782,1895
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1005,3,9,139,30,5,6,10,10,1,110,3,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,438,1,0,0,1,0,0,0,3,4,0,0,84,2,862,28,890,1809
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1006,2,40,97,17,2,5,6,9,0,69,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,280,0,0,0,0,0,0,0,2,6,0,0,49,3,599,16,615,1324
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1007,2,153,106,37,4,4,7,4,2,77,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,162,0,0,0,0,0,0,0,3,2,0,0,35,1,607,25,632,1460
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1008,5,509,196,87,10,13,18,5,5,155,10,5,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,7,1,2,0,0,1,0,0,0,11,16,1,0,73,1,1133,51,1184,3446
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1009,2,75,105,47,7,8,10,0,0,65,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,316,0,0,0,0,0,0,0,2,7,0,0,75,1,724,39,763,1441
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1010,3,10,158,38,2,8,11,4,0,100,2,5,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,4,2,404,0,0,0,0,0,0,0,7,2,0,0,68,1,831,20,851,1877
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1011,3,294,223,60,6,10,48,6,3,154,3,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,8,105,0,0,0,0,2,0,0,2,8,1,0,86,0,1025,138,1163,2220
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1027,3,366,118,48,3,1,10,6,1,108,3,5,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,8,2,1,0,0,0,0,0,0,0,2,0,0,41,0,732,35,767,1781
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1028,3,131,99,45,8,7,9,10,0,122,4,7,2,0,0,0,0,1,0,0,3,1,1,0,0,0,0,2,7,266,0,0,0,0,0,0,1,1,0,0,0,63,0,790,29,819,1935
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1029,2,160,78,13,6,1,6,4,0,43,1,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,5,0,0,27,0,357,9,366,806
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1030,2,263,115,34,6,1,7,1,2,75,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,1,1,0,43,0,568,23,591,1408
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1031,3,268,170,35,9,0,10,8,0,118,5,2,1,2,0,1,0,2,0,0,1,0,2,0,0,0,0,1,5,3,1,0,0,0,1,0,0,2,6,0,0,50,0,703,30,733,1740
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1032,2,190,97,27,6,1,15,2,1,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,4,0,0,38,2,486,11,497,1171
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1033,4,362,210,47,9,4,15,12,1,168,9,5,1,3,1,0,0,1,0,0,4,1,0,1,0,0,0,0,5,0,0,0,1,0,1,0,0,3,2,1,0,86,1,954,26,980,2329
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1044,3,296,155,36,7,2,15,4,0,110,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,39,0,676,26,702,1724
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1045,2,235,154,37,2,2,10,24,0,89,7,3,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5,4,0,0,58,0,642,29,671,1479
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1046,2,202,107,24,3,2,12,8,0,52,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,3,0,0,43,0,472,18,490,1172
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1047,2,112,123,30,8,4,12,3,0,86,4,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,6,220,0,1,0,0,0,0,0,2,3,1,1,43,0,668,33,701,1415
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1048,2,127,67,11,6,8,9,2,1,38,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,11,0,295,10,305,770
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1049,3,262,174,50,9,7,10,13,2,79,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,12,1,0,46,0,685,17,702,1934
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1050,5,467,297,63,12,8,17,9,0,176,10,3,2,1,0,2,0,2,0,0,1,0,0,0,0,0,0,2,9,7,0,0,0,0,0,0,0,5,12,1,0,71,2,1179,43,1222,3092
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1051,3,292,236,44,7,1,13,10,1,128,2,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,6,7,0,0,58,1,821,25,846,1916
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1052,2,252,171,31,0,4,6,8,2,99,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,29,0,617,8,625,1466
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1053,3,186,341,48,16,6,42,10,3,139,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,133,1,0,0,0,0,0,0,8,16,0,1,47,0,1015,31,1046,1359
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1055,6,640,293,73,13,7,43,17,9,206,12,8,3,1,4,0,0,0,1,0,2,0,1,0,0,0,0,0,12,2,0,0,0,0,0,0,0,4,13,2,0,102,3,1471,61,1532,3829
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1056,2,185,122,38,4,4,5,5,2,44,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,0,0,16,1,446,11,457,1087
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1057,2,179,118,26,2,4,5,2,0,47,7,4,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,36,2,447,22,469,1095
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1058,5,470,279,79,9,11,40,11,11,189,3,11,1,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,7,8,1,0,94,1,1238,49,1287,3260
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1059,4,371,140,42,7,7,7,7,3,136,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,4,13,0,0,53,1,810,39,849,2436
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1060,6,542,351,84,16,17,26,15,5,207,6,7,1,0,1,0,0,3,1,0,2,1,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,6,21,2,0,77,0,1407,66,1473,4305
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1061,5,503,302,63,4,9,36,7,7,223,4,9,1,1,1,3,0,1,1,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,8,15,3,0,131,0,1339,67,1406,3405
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1062,5,462,258,82,5,6,31,5,6,126,2,7,0,0,4,1,0,2,2,0,5,1,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,5,10,0,0,71,4,1107,59,1166,3165
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1069,3,260,165,30,10,4,12,3,1,77,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,2,0,0,0,0,0,0,0,5,7,1,0,32,1,628,48,676,1938
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1070,6,699,286,51,14,8,44,13,5,212,8,6,2,1,0,1,0,3,1,1,1,1,1,0,0,0,0,4,11,2,0,1,0,0,0,0,0,2,17,1,0,79,1,1476,53,1529,4269
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1071,3,255,167,34,8,3,17,3,2,116,5,3,0,1,0,2,0,0,1,0,2,0,0,2,0,0,0,1,3,134,1,0,0,0,0,0,0,2,6,0,0,35,2,805,45,850,2207
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1079,3,260,129,33,13,6,10,5,0,81,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,3,1,0,0,36,0,594,33,627,1702
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1092,3,273,203,42,7,5,11,11,5,141,5,7,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,1,8,137,0,0,0,0,0,0,0,10,6,1,0,74,1,955,45,1000,2156
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1093,3,221,168,37,8,7,10,8,2,74,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,278,0,0,0,0,0,0,0,2,2,0,0,125,1,957,32,989,2039
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1094,2,223,119,27,2,5,6,4,1,86,6,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,0,46,0,541,21,562,1402
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1095,2,240,53,6,2,2,5,6,0,40,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,87,1,449,11,460,912
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1096,3,460,182,29,12,10,12,6,2,74,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,3,6,2,0,77,1,898,43,941,2190
4,21,PUEBLA,09,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1128,6,695,247,65,21,8,21,11,4,176,4,9,1,1,0,2,0,2,1,0,1,0,1,0,0,0,0,3,3,7,1,0,0,0,0,0,0,9,6,0,0,130,1,1430,55,1485,3904
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1041,2,227,92,24,5,5,8,3,1,82,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,47,0,512,16,528,1344
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1042,3,382,143,25,4,3,9,5,1,114,6,3,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,1,3,0,0,65,1,784,29,813,1945
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1043,3,286,119,28,4,4,6,15,0,138,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5,3,0,0,59,0,685,21,706,1825
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1054,3,300,148,25,4,7,4,4,2,77,3,14,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,4,3,0,0,46,0,656,34,690,1750
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1063,3,240,107,46,12,6,15,10,2,81,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,41,0,572,8,580,1641
4,21,PUEBLA,10,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,1064,3,231,156,33,13,7,11,2,3,103,3,6,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,8,0,0,33,0,619,21,640,1506
