CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRI,PVEM,PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,29,TLAXCALA,4,APIZACO,3,APIZACO,14,6,576,379,,,,,66,412,76,,28,1041,95,5,4,2,0,,,,,2684,0,124,2808,4474
,29,TLAXCALA,4,APIZACO,3,APIZACO,15,3,195,127,,,,,30,238,27,,5,362,32,2,2,1,0,,,,,1021,3,36,1060,1584
,29,TLAXCALA,4,APIZACO,3,APIZACO,16,3,309,156,,,,,18,200,27,,20,336,33,2,7,2,2,,,,,1112,1,47,1160,1669
,29,TLAXCALA,4,APIZACO,3,APIZACO,17,2,162,157,,,,,23,193,24,,14,310,46,4,2,0,0,,,,,935,6,49,990,1391
,29,TLAXCALA,4,APIZACO,3,APIZACO,18,2,181,161,,,,,12,155,11,,12,217,23,2,0,1,0,,,,,775,1,41,817,1134
,29,TLAXCALA,4,APIZACO,3,APIZACO,19,2,179,108,,,,,10,133,21,,18,245,27,1,2,1,0,,,,,745,1,35,781,1165
,29,TLAXCALA,4,APIZACO,3,APIZACO,20,2,132,64,,,,,10,88,7,,9,195,12,1,0,1,0,,,,,519,0,28,547,842
,29,TLAXCALA,4,APIZACO,3,APIZACO,21,1,74,45,,,,,4,37,15,,5,101,15,0,0,0,0,,,,,296,0,15,311,422
,29,TLAXCALA,4,APIZACO,3,APIZACO,22,2,184,190,,,,,16,168,23,,17,269,21,2,0,1,0,,,,,891,1,47,939,1375
,29,TLAXCALA,4,APIZACO,3,APIZACO,23,2,97,85,,3,0,0,6,142,17,0,11,170,18,3,1,0,0,,,,,553,1,55,609,744
,29,TLAXCALA,4,APIZACO,3,APIZACO,24,2,105,106,,,,,8,157,19,,7,181,13,3,0,1,0,,,,,600,1,22,623,896
,29,TLAXCALA,4,APIZACO,3,APIZACO,25,2,164,115,,,,,20,193,26,,14,292,25,4,1,0,0,,,,,854,1,45,900,1287
,29,TLAXCALA,4,APIZACO,3,APIZACO,26,2,269,127,,,,,16,162,18,,21,253,20,3,1,2,0,,,,,892,1,32,925,1440
,29,TLAXCALA,4,APIZACO,3,APIZACO,27,3,298,172,,,,,24,255,31,,22,412,50,8,1,1,0,,,,,1274,2,63,1339,2014
,29,TLAXCALA,4,APIZACO,3,APIZACO,28,4,157,120,,7,0,0,18,229,24,0,18,405,31,1,1,0,0,,,,,1011,2,67,1080,1505
,29,TLAXCALA,4,APIZACO,3,APIZACO,29,3,188,151,,,,,17,205,22,,27,450,32,1,4,0,1,,,,,1098,0,51,1149,1654
,29,TLAXCALA,4,APIZACO,3,APIZACO,30,8,728,602,,,,,56,639,81,,62,1309,162,12,5,3,1,,,,,3660,8,161,3829,5851
,29,TLAXCALA,4,APIZACO,3,APIZACO,31,4,350,249,,,,,42,281,35,,24,636,55,5,1,4,0,,,,,1682,0,82,1764,2928
,29,TLAXCALA,4,APIZACO,3,APIZACO,32,3,226,199,,,,,20,216,31,,18,411,42,0,2,1,0,,,,,1166,1,49,1216,1836
,29,TLAXCALA,4,APIZACO,3,APIZACO,33,3,222,212,,,,,18,267,31,,26,475,45,4,3,1,0,,,,,1304,1,62,1367,2092
,29,TLAXCALA,4,APIZACO,3,APIZACO,34,2,154,171,,,,,16,219,27,,16,330,23,2,1,0,0,,,,,959,0,40,999,1395
,29,TLAXCALA,4,APIZACO,3,APIZACO,35,2,167,132,,,,,13,169,18,,10,271,26,2,1,1,1,,,,,811,0,27,838,1191
,29,TLAXCALA,4,APIZACO,3,APIZACO,36,3,226,182,,,,,24,268,27,,24,514,50,1,4,1,0,,,,,1321,1,54,1376,2016
,29,TLAXCALA,4,APIZACO,3,APIZACO,37,2,131,133,,,,,16,198,18,,20,341,28,0,0,0,0,,,,,885,0,36,921,1298
,29,TLAXCALA,4,APIZACO,3,APIZACO,39,2,154,183,,,,,11,47,13,,12,306,21,1,0,1,0,,,,,749,0,34,783,1165
,29,TLAXCALA,4,APIZACO,3,APIZACO,40,4,301,330,,,,,41,129,56,,35,614,58,1,3,1,0,,,,,1569,1,83,1653,2539
,29,TLAXCALA,4,APIZACO,3,APIZACO,41,5,418,404,,,,,46,156,74,,36,686,67,10,6,2,2,,,,,1907,1,91,1999,3001
,29,TLAXCALA,4,APIZACO,3,APIZACO,42,1,59,64,,,,,11,38,7,,8,148,5,1,1,0,0,,,,,342,0,14,356,579
,29,TLAXCALA,4,APIZACO,3,APIZACO,43,5,361,314,,,,,45,312,55,,33,763,77,3,4,1,0,,,,,1968,0,103,2071,3341
,29,TLAXCALA,4,APIZACO,3,APIZACO,44,3,284,188,,,,,26,134,28,,29,524,29,0,0,4,0,,,,,1246,0,70,1316,1983
,29,TLAXCALA,4,APIZACO,3,APIZACO,45,1,37,32,,,,,4,60,8,,4,110,11,1,0,0,0,,,,,267,0,8,275,418
,29,TLAXCALA,4,APIZACO,3,APIZACO,46,3,141,235,,,,,13,163,26,,20,437,47,1,1,0,0,,,,,1084,1,48,1133,1785
,29,TLAXCALA,4,APIZACO,3,APIZACO,47,4,289,217,,,,,31,207,36,,12,555,47,5,2,0,0,,,,,1401,0,75,1476,2320
,29,TLAXCALA,4,APIZACO,3,APIZACO,48,1,49,52,,,,,6,51,7,,4,86,10,0,1,0,0,,,,,266,0,19,285,364
,29,TLAXCALA,4,APIZACO,26,SANTA CRUZ TLAXCALA,609,1,43,36,,,,,6,46,6,,7,134,5,0,0,1,0,,,,,284,0,15,299,510
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,3,APIZACO,38,2,214,60,,,,,19,121,12,,8,130,5,2,0,0,0,,,,,571,0,29,600,930
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,161,3,173,140,,,,,20,301,13,,19,410,46,0,0,0,0,,,,,1122,1,73,1196,1887
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,162,2,70,64,,,,,11,189,3,,6,276,11,0,1,0,0,,,,,631,1,42,674,1004
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,163,1,45,26,,,,,2,81,3,,1,120,4,0,1,1,0,,,,,284,0,22,306,470
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,11,MUÑOZ DE DOMINGO ARENAS,164,1,50,24,,,,,1,49,1,,5,36,4,1,0,0,0,,,,,171,0,15,186,270
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,165,3,659,102,,,,,28,340,29,,11,166,5,15,9,2,0,,,,,1366,0,55,1421,2061
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,167,1,79,57,,,,,5,33,2,,2,44,5,4,1,0,0,,,,,232,0,18,250,358
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,168,1,213,95,,,,,4,75,12,,1,48,2,6,0,0,0,,,,,456,0,19,475,721
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,169,1,80,32,,,,,1,56,0,,2,15,0,3,3,1,0,,,,,193,0,7,200,249
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,170,1,257,9,,,,,10,47,8,,6,70,1,4,5,3,0,,,,,420,0,26,446,712
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,171,1,124,41,,,,,3,12,19,,6,15,0,1,4,0,0,,,,,225,0,12,237,305
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,172,1,83,22,,,,,1,49,10,,3,35,2,0,1,0,0,,,,,206,0,9,215,303
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,173,1,84,31,,,,,5,33,6,,1,12,2,4,4,2,0,,,,,184,0,10,194,305
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,174,1,70,26,,,,,0,20,2,,7,8,3,2,1,2,0,,,,,141,0,8,149,212
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,175,1,124,105,,,,,8,47,5,,6,89,10,1,1,1,0,,,,,397,0,19,416,581
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,176,1,79,29,,,,,3,38,3,,4,110,3,0,1,0,0,,,,,270,0,21,291,417
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,12,ESPAÑITA,177,1,79,41,,,,,6,59,3,,13,19,2,1,1,1,0,,,,,225,0,9,234,342
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,220,3,359,245,,,,,28,259,9,,30,317,15,10,4,2,0,,,,,1278,0,63,1341,2074
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,221,3,361,210,,,,,26,228,10,,38,310,13,5,5,1,0,,,,,1207,0,63,1270,2068
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,222,2,117,78,,,,,25,144,11,,9,253,3,1,2,0,0,,,,,643,0,36,679,1138
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,223,1,84,68,,,,,8,33,4,,8,37,1,0,0,0,0,,,,,243,0,25,268,395
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,224,1,203,26,,,,,14,115,4,,18,74,4,6,0,4,3,,,,,471,0,19,490,710
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,225,1,47,20,,,,,2,69,0,,16,32,1,0,0,1,0,,,,,188,0,11,199,295
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,226,1,67,70,,,,,8,120,1,,5,72,3,1,2,0,0,,,,,349,0,19,368,523
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,227,1,87,136,,,,,8,140,3,,12,48,3,0,0,1,0,,,,,438,0,10,448,640
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,228,4,275,134,,,,,61,281,12,,33,549,18,6,8,3,0,,,,,1380,0,105,1485,2479
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,229,1,16,13,,,,,2,42,0,,1,7,0,1,0,0,0,,,,,82,0,5,87,136
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,230,1,63,25,,,,,24,76,2,,20,86,3,0,4,1,1,,,,,305,0,27,332,541
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,14,HUEYOTLIPAN,231,1,32,20,,,,,4,14,1,,12,62,3,1,0,0,0,,,,,149,0,10,159,284
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,547,2,136,53,,,,,25,180,7,,31,256,16,1,2,0,1,,,,,708,1,48,757,1144
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,548,3,186,83,,,,,34,342,18,,36,423,27,0,1,0,0,,,,,1150,0,74,1224,1853
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,549,2,116,47,,,,,25,273,15,,29,290,11,5,1,1,0,,,,,813,0,55,868,1399
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,550,2,64,52,,,,,18,149,6,,20,241,12,0,2,0,0,,,,,564,0,23,587,898
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,553,1,41,16,,,,,6,42,2,,20,69,2,0,0,0,0,,,,,198,0,10,208,303
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,554,1,11,8,,,,,3,30,2,,9,39,1,0,0,0,0,,,,,103,0,3,106,150
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,555,1,82,50,,,,,10,124,6,,8,96,21,0,1,0,0,,,,,398,0,29,427,677
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,556,2,86,39,,,,,19,135,9,,13,155,9,0,1,0,0,,,,,466,0,26,492,761
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,40,XALTOCAN,557,1,42,33,,,,,11,169,8,,11,126,9,0,0,0,0,,,,,409,0,35,444,725
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,575,3,326,93,,,,,109,212,16,,48,438,34,3,3,0,0,,,,,1282,1,66,1349,2136
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,576,3,323,68,,,,,40,208,17,,40,344,22,5,4,0,0,,,,,1071,0,59,1130,1694
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,577,1,88,35,,,,,18,118,2,,7,181,12,0,0,1,0,,,,,462,0,32,494,676
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,578,2,169,78,,,,,21,120,5,,59,243,9,2,1,3,0,,,,,710,0,25,735,1033
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,579,2,207,94,,,,,40,102,9,,35,317,8,1,3,0,0,,,,,816,0,45,861,1260
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,580,4,326,91,,,,,33,243,28,,30,485,29,3,1,1,0,,,,,1270,1,64,1335,2283
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,581,5,414,147,,,,,53,346,23,,59,841,39,5,2,1,0,,,,,1930,4,137,2071,3522
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,582,6,490,151,,,,,52,812,43,,64,1026,70,7,4,2,2,,,,,2723,1,136,2860,4436
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,583,4,206,119,,,,,11,462,13,,51,774,50,6,3,0,0,,,,,1695,2,111,1808,2913
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,584,2,151,47,,,,,12,169,14,,18,237,14,4,3,3,0,,,,,672,0,50,722,1265
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,43,YAUHQUEMEHCAN ,585,4,421,142,,,,,45,320,20,,72,649,46,6,3,4,1,,,,,1729,4,85,1818,2689
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,57,SAN LUCAS TECOPILCO,551,3,221,180,,,,,13,154,37,,21,300,15,2,4,0,0,,,,,947,0,67,1014,1517
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,57,SAN LUCAS TECOPILCO,552,2,105,101,,,,,7,87,21,,8,180,12,0,1,0,0,,,,,522,0,37,559,898
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,232,3,37,79,,,,,25,254,127,,41,404,30,0,0,1,0,,,,,998,0,76,1074,2032
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,233,3,54,109,,,,,23,112,118,,33,548,25,1,0,0,0,,,,,1023,0,64,1087,1725
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,234,2,41,121,,,,,22,64,41,,37,419,17,2,0,3,0,,,,,767,0,21,788,1309
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,235,1,7,7,,,,,2,20,12,,13,39,1,0,1,0,0,,,,,102,0,8,110,204
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,236,1,13,36,,,,,6,17,24,,5,43,8,0,0,0,0,,,,,152,0,8,160,273
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,237,1,4,58,,,,,2,12,72,,5,41,3,0,0,0,0,,,,,197,0,12,209,329
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,238,1,3,20,,,,,5,30,46,,10,28,3,1,0,0,0,,,,,146,0,12,158,284
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,239,1,11,29,,,,,3,17,81,,2,77,8,0,1,0,0,,,,,229,0,26,255,429
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,240,2,16,40,,,,,12,34,32,,28,213,27,3,0,0,2,,,,,407,0,23,430,829
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,241,3,46,48,,,,,18,132,58,,17,433,35,0,0,0,1,,,,,788,0,69,857,1742
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,242,2,31,53,,,,,6,126,42,,14,321,49,0,1,0,0,,,,,643,3,47,693,1380
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,243,1,3,29,,,,,2,32,17,,5,97,4,3,2,0,0,,,,,194,0,7,201,313
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,244,1,7,39,,,,,8,38,25,,19,92,14,4,1,1,0,,,,,248,0,25,273,483
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,245,4,29,215,,,,,31,158,77,,39,612,64,0,1,0,0,,,,,1226,0,68,1294,2364
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,246,1,18,69,,,,,6,59,48,,19,196,23,1,1,0,0,,,,,440,0,25,465,721
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,247,3,67,128,,,,,24,106,31,,120,382,43,6,1,0,1,,,,,909,0,64,973,1604
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,248,2,23,70,,,,,21,88,40,,53,333,63,0,0,2,0,,,,,693,0,34,727,1206
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,249,1,10,46,,,,,8,44,6,,3,112,6,0,1,1,0,,,,,237,0,15,252,541
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,250,2,47,56,,,,,12,46,34,,31,335,24,3,0,1,2,,,,,591,1,48,640,1003
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,251,4,57,255,,,,,19,188,88,,30,985,59,0,0,0,0,,,,,1681,0,77,1758,2930
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,252,3,52,148,,,,,26,69,35,,28,541,41,0,1,0,0,,,,,941,0,57,998,1878
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,253,3,69,133,,,,,20,121,37,,31,462,40,4,0,1,0,,,,,918,0,48,966,1636
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,256,2,18,54,,,,,13,88,47,,16,417,34,0,0,0,0,,,,,687,0,49,736,1372
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,257,2,25,41,,,,,10,37,22,,15,236,50,1,0,2,0,,,,,439,0,33,472,954
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,15,IXTACUIXTLA DE MARIANO MATAMOROS,258,1,17,32,,,,,7,35,7,,12,104,8,2,0,0,0,,,,,224,0,6,230,375
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,332,1,40,17,,,,,2,1,2,,5,42,5,0,0,0,0,,,,,114,0,9,123,296
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,333,2,58,136,,,,,27,34,20,,22,371,29,1,0,0,0,,,,,698,1,37,736,1208
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,334,2,20,147,,,,,13,44,10,,13,340,82,2,0,0,0,,,,,671,0,42,713,1018
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,335,1,19,94,,,,,18,48,6,,11,199,36,0,0,0,0,,,,,431,0,26,457,648
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,336,4,64,351,,,,,77,154,28,,33,834,163,0,0,0,0,,,,,1704,0,103,1807,2667
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,337,3,40,206,,,,,33,100,31,,22,687,131,1,2,0,0,,,,,1253,3,57,1313,1840
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,338,4,44,176,,,,,79,165,49,,28,482,101,2,2,0,0,,,,,1128,0,106,1234,2343
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,339,2,18,58,,,,,107,42,7,,10,139,24,0,1,1,0,,,,,407,0,32,439,790
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,340,1,17,53,,,,,98,27,11,,8,101,12,0,5,0,0,,,,,332,0,37,369,687
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,341,1,1,27,,,,,10,10,8,,1,37,4,0,0,0,0,,,,,98,0,0,98,157
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,342,3,39,149,,,,,75,180,41,,63,453,77,2,1,0,0,,,,,1080,0,64,1144,1828
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,343,1,25,102,,,,,85,21,11,,10,160,36,0,0,0,0,,,,,450,0,32,482,683
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,344,1,7,112,,,,,58,49,24,,15,179,14,0,0,0,0,,,,,458,0,16,474,725
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,345,3,34,163,,,,,63,120,21,,19,414,119,0,0,2,0,,,,,955,1,57,1013,1630
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,346,3,41,176,,,,,33,136,17,,35,435,81,3,1,0,1,,,,,959,59,54,1072,1641
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,24,PANOTLA,347,3,38,165,,,,,25,139,51,,47,458,71,1,2,1,0,,,,,998,0,62,1060,1831
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,508,2,22,59,,,,,9,28,11,,22,355,30,0,0,0,0,,,,,536,0,36,572,826
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,509,2,35,83,,,,,30,40,27,,26,353,30,0,0,0,0,,,,,624,0,52,676,1133
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,510,2,64,99,,,,,21,88,21,,59,292,30,1,1,1,0,,,,,677,0,40,717,1114
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,511,2,45,92,,,,,12,30,17,,23,326,35,1,2,0,0,,,,,583,1,33,617,929
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,512,3,46,118,,,,,54,169,42,,48,499,56,2,1,0,0,,,,,1035,0,55,1090,1669
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,513,3,91,151,,,,,50,143,70,,66,733,43,4,2,2,0,,,,,1355,0,97,1452,2241
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,514,2,44,97,,,,,13,85,20,,24,504,21,2,0,0,0,,,,,810,2,48,860,1293
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,515,3,42,178,,,,,30,109,30,,50,763,53,0,0,0,0,,,,,1255,2,52,1309,2019
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,516,3,41,143,,,,,40,88,23,,49,729,58,1,1,1,1,,,,,1175,0,49,1224,1861
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,517,2,52,175,,,,,28,59,14,,30,489,48,2,0,0,0,,,,,897,0,46,943,1459
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,518,3,37,167,,,,,25,64,15,,34,625,75,1,0,0,0,,,,,1043,1,54,1098,1594
,29,TLAXCALA,6,IXTACUIXTLA DE MARIANO MATAMOROS,36,TOTOLAC,519,2,30,49,,,,,7,39,8,,17,327,28,1,2,0,3,,,,,511,0,34,545,760
,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,435,3,138,265,,,,,38,28,18,,116,467,20,2,1,1,0,9,6,0,2,1111,0,22,1133,1713
,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,436,3,136,283,,,,,41,43,19,,103,412,20,3,2,1,2,9,5,0,4,1083,1,56,1140,1869
,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,437,2,132,176,,,,,34,21,15,,95,373,16,8,6,3,0,9,4,0,3,895,1,39,935,1366
,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,438,3,138,171,,,,,41,32,24,,83,509,35,8,1,0,0,16,3,0,4,1065,1,37,1103,1607
,29,TLAXCALA,7,TLAXCALA DE XICOHTENCATL,33,TLAXCALA,439,4,263,259,,,,,47,44,26,,148,689,44,5,3,1,1,13,3,0,6,1552,0,54,1606,2255
