CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,348,1,154,101,12,20,7,4,7,27,23,27,0,0,0,0,0,382,19,401,602
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,349,1,214,111,19,19,4,3,9,27,17,36,0,0,0,0,1,459,0,460,722
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,350,1,168,105,8,16,3,6,12,43,15,32,0,0,0,0,0,408,15,423,605
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,351,1,150,59,9,46,5,7,5,34,22,41,0,0,0,0,0,378,6,384,594
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,352,2,385,153,26,28,12,11,11,52,62,46,0,0,0,0,0,786,14,800,1129
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,353,2,238,84,10,10,10,3,3,55,27,42,0,0,0,0,0,482,17,499,787
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,354,2,233,104,16,20,6,7,16,39,22,41,0,0,0,0,0,504,16,520,761
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,355,1,150,83,17,10,10,6,7,44,21,14,0,0,0,0,0,362,14,376,579
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,356,1,129,146,20,14,10,10,12,49,28,34,0,0,0,0,1,452,13,466,639
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,357,2,285,191,26,10,10,6,12,79,16,66,6,5,0,0,1,712,16,729,1024
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,358,2,308,129,29,8,4,13,10,57,17,47,2,2,0,0,0,626,18,644,944
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,359,2,364,158,36,10,19,12,8,82,14,67,5,7,0,0,0,782,22,804,1106
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,360,1,194,89,15,3,2,4,10,59,16,38,2,5,0,0,0,437,12,449,672
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,361,2,354,147,33,15,8,8,9,65,23,60,0,6,0,0,0,728,26,754,1140
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,362,2,320,129,21,10,10,18,14,42,12,44,2,1,0,0,0,623,12,635,917
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,363,2,382,161,34,14,17,8,11,85,31,62,1,10,0,0,0,816,17,833,1264
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,364,2,245,162,21,5,3,4,8,44,12,49,3,4,1,0,1,561,11,573,768
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,365,2,355,153,25,11,7,12,27,75,22,63,1,13,1,0,0,765,25,790,1104
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,366,1,171,138,25,8,6,8,13,46,16,26,0,0,0,0,0,457,9,466,663
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,367,1,181,110,10,11,7,15,15,40,20,42,0,0,0,0,0,451,15,466,636
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,368,2,199,141,21,5,10,3,16,53,24,56,0,0,0,0,0,528,20,548,830
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,369,1,137,58,10,6,3,3,7,27,12,17,0,0,0,0,0,280,11,291,451
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,370,1,186,99,7,18,11,5,5,72,18,27,0,0,0,0,0,448,18,466,701
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,371,2,313,193,36,31,11,11,14,71,39,73,0,0,0,0,0,792,36,828,1278
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,372,1,108,47,8,4,4,3,5,23,12,15,0,0,0,0,0,229,4,233,384
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,374,1,167,116,14,6,3,6,5,34,25,32,0,0,0,0,0,408,6,414,651
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,375,2,239,158,32,16,10,17,9,63,43,41,0,0,0,0,1,628,21,650,982
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,377,2,375,304,20,14,3,20,15,52,19,66,2,13,0,0,0,903,18,921,1375
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,378,2,414,232,34,18,8,11,22,87,24,62,3,13,0,0,0,928,27,955,1383
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,379,1,161,88,11,16,7,9,6,35,26,26,0,0,0,0,0,385,14,399,646
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,380,1,222,125,12,6,4,5,7,35,34,41,0,0,0,0,0,491,10,501,725
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,381,1,113,61,6,9,1,5,9,29,16,33,0,0,0,0,0,282,8,290,422
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,382,1,198,100,23,16,10,4,11,41,22,35,0,0,0,0,0,460,16,476,745
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,383,1,159,90,8,23,1,2,7,23,17,41,0,0,0,0,0,371,8,379,566
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,384,2,104,196,102,11,56,10,46,38,6,26,3,5,0,1,0,604,35,639,969
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,385,3,84,227,79,12,193,8,25,70,7,23,12,13,3,0,0,756,51,807,1162
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,386,1,54,115,34,8,36,3,22,9,5,8,1,5,1,0,0,301,24,325,429
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,387,1,56,161,36,3,74,17,34,47,5,4,5,6,2,1,0,451,27,478,632
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,388,1,96,107,37,13,56,11,32,25,3,10,3,3,1,0,0,397,19,416,608
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,389,2,104,179,44,15,97,2,71,77,7,6,2,1,5,1,0,611,34,645,896
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,390,1,41,143,26,9,78,2,72,75,4,2,7,0,2,0,0,461,21,482,699
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,391,1,70,92,76,43,21,1,12,16,2,27,0,1,0,0,0,361,24,385,681
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,392,3,81,416,61,31,136,4,24,178,0,12,9,10,6,0,5,968,45,1018,1793
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,393,1,34,89,21,16,5,3,9,25,9,7,0,0,0,0,0,218,10,228,481
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,394,2,62,177,65,34,136,3,84,43,2,6,8,2,0,1,0,623,31,654,985
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,395,1,30,90,61,8,62,3,19,11,1,5,2,0,0,0,0,292,10,302,459
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,396,6,244,540,114,89,754,41,126,70,8,16,15,13,3,2,0,2035,146,2181,3481
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,397,1,53,149,20,17,71,9,43,18,5,4,5,0,0,1,0,395,19,414,609
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,398,1,21,108,83,8,67,13,24,12,6,7,12,3,0,0,0,364,25,389,505
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,399,1,6,34,27,4,16,5,6,5,1,4,4,2,1,0,0,115,6,121,189
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,400,1,41,128,91,22,44,9,8,6,2,9,1,6,0,0,0,367,25,392,586
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,401,1,3,99,37,8,167,0,3,11,2,0,1,1,0,0,0,332,13,345,528
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,402,2,29,78,47,4,130,7,19,27,4,67,125,1,2,6,0,546,29,575,797
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,403,4,61,279,166,23,210,4,78,115,9,15,9,10,6,0,0,985,63,1048,1483
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,404,2,44,181,173,23,135,1,22,22,3,11,4,2,4,1,0,626,33,659,979
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,405,4,128,429,117,21,555,22,171,159,15,37,12,4,7,1,0,1678,64,1742,2935
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,406,2,51,156,46,12,174,2,92,51,8,16,10,2,5,0,0,625,30,655,1009
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,407,2,48,243,48,19,302,8,121,113,9,8,15,11,3,0,0,948,41,989,1484
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,408,5,201,451,117,41,542,11,156,207,20,16,9,11,4,1,5,1787,113,1905,2301
1,23,QUINTANA ROO,13,BACALAR,10,BACALAR,409,2,29,127,28,12,195,7,137,44,9,3,6,4,3,1,0,605,8,613,1120
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,410,3,120,141,32,21,8,2,8,75,23,13,0,0,0,0,1,443,20,464,1229
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,411,1,177,135,38,31,6,10,18,42,16,23,0,0,0,0,0,496,16,512,719
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,412,2,197,148,34,26,6,6,13,39,21,20,0,0,0,0,0,510,17,527,800
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,413,3,444,286,49,32,61,15,12,70,13,65,0,5,0,0,0,1052,31,1083,1777
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,414,2,130,286,54,17,35,2,7,43,2,38,4,2,0,0,0,620,23,643,1033
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,415,3,232,374,102,35,38,6,24,186,11,44,11,12,1,0,0,1076,49,1125,1766
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,416,2,198,171,103,23,13,2,15,20,0,59,3,5,2,0,0,614,30,644,853
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,417,2,143,258,60,24,12,3,15,94,5,30,2,8,1,1,0,656,31,687,1172
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,418,2,217,336,87,10,20,2,7,85,4,96,2,14,1,0,0,881,28,909,1407
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,419,3,276,425,130,19,30,6,16,69,5,106,5,21,1,0,0,1109,46,1155,1760
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,420,3,249,422,96,40,53,1,25,62,9,50,5,21,2,1,0,1036,65,1101,1734
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,421,2,205,173,26,18,24,1,16,22,0,32,5,3,1,0,0,526,22,548,894
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,422,2,286,281,84,9,26,11,5,23,5,26,3,0,1,0,0,760,17,777,1368
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,423,4,340,379,129,22,35,13,12,79,16,62,0,9,0,0,0,1096,26,1122,1949
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,424,2,314,162,40,7,22,10,10,114,14,55,0,3,0,0,5,751,30,786,1333
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,425,3,330,235,60,24,24,10,13,97,11,58,3,7,0,0,1,872,30,903,1863
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,426,2,417,196,41,24,4,5,18,22,32,61,0,0,0,0,5,820,42,867,1322
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,427,2,387,264,54,25,13,12,24,55,24,54,0,0,0,0,0,912,35,947,1426
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,428,4,720,337,81,22,25,14,23,117,64,133,0,0,0,0,0,1536,76,1612,2715
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,429,4,489,560,178,26,32,11,14,50,5,54,7,18,0,0,0,1444,56,1500,2195
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,430,1,109,139,74,15,13,8,6,21,0,22,3,4,1,0,0,415,18,433,696
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,431,2,61,109,45,10,22,13,18,31,3,142,144,1,0,0,0,599,37,636,988
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,432,1,87,194,49,6,8,4,2,62,3,16,1,1,0,0,2,433,24,459,660
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,433,3,189,318,173,23,13,2,16,127,5,42,1,9,0,0,2,918,42,962,1512
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,434,1,9,27,8,10,0,0,2,5,0,3,0,0,0,0,0,64,2,66,123
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,435,1,50,130,37,12,11,2,5,86,2,17,1,7,0,0,0,360,11,371,641
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,436,2,54,203,56,7,4,1,12,108,2,24,3,3,1,0,0,478,19,497,863
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,437,2,134,257,81,13,16,5,39,222,5,25,1,10,1,1,0,810,30,840,1345
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,438,2,172,290,181,11,11,1,15,84,2,79,1,8,1,0,0,856,27,883,1341
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,439,3,206,319,229,10,15,4,7,115,2,99,4,11,0,0,3,1021,28,1052,1502
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,440,1,100,183,72,26,15,0,7,27,0,37,3,4,0,0,0,474,25,499,748
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,441,2,129,362,138,11,23,2,5,77,4,24,1,8,0,0,0,784,27,811,1226
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,442,1,37,74,17,1,3,0,4,6,0,15,0,2,0,0,0,159,4,163,227
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,443,1,96,179,28,16,14,0,6,9,0,10,0,5,0,0,0,363,17,380,573
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,444,1,52,120,19,7,2,0,5,10,1,13,2,4,0,1,0,236,6,242,470
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,445,1,36,80,15,9,1,0,8,9,0,7,0,2,0,0,0,167,4,171,223
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,446,2,105,255,40,16,13,1,20,42,3,3,1,1,0,0,0,500,12,512,822
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,447,1,18,77,4,1,1,1,0,3,0,0,2,2,0,0,0,109,1,110,262
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,448,2,216,189,27,8,20,11,14,8,2,51,0,2,0,0,0,548,14,562,915
1,23,QUINTANA ROO,13,BACALAR,7,OTHÓN P. BLANCO,450,1,10,41,0,5,0,1,4,1,0,1,0,1,0,0,0,64,2,66,241
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,451,2,45,78,21,134,8,7,5,26,35,4,2,13,0,0,0,378,14,392,1247
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,452,2,34,96,20,125,9,5,0,55,75,3,4,14,0,4,0,444,12,456,864
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,453,2,28,120,42,177,8,7,32,46,23,3,13,5,0,0,0,504,13,517,926
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,454,2,64,44,28,176,13,13,10,65,68,7,1,15,0,0,0,504,32,536,996
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,455,2,51,68,27,77,8,8,6,58,38,6,2,7,0,0,0,356,13,369,767
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,456,1,30,49,23,52,6,5,6,41,35,1,1,11,0,0,1,260,14,275,531
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,457,1,49,59,27,117,8,9,2,44,58,7,2,8,0,0,0,390,19,409,727
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,458,2,47,64,46,229,13,4,8,48,46,6,3,13,0,0,0,527,30,557,905
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,459,1,32,55,14,108,5,7,8,53,30,3,1,11,0,0,0,327,13,340,703
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,460,2,53,97,27,197,9,9,13,80,60,9,0,12,0,2,0,568,14,582,1051
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,461,1,26,29,22,57,2,5,4,36,16,0,0,0,0,0,0,197,4,201,437
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,462,1,30,47,18,59,5,3,6,39,33,4,0,7,0,0,0,251,10,261,508
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,463,1,46,49,45,90,6,48,9,48,44,7,1,11,0,0,0,404,15,419,702
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,464,1,25,37,21,74,4,5,1,19,35,9,2,8,0,0,0,240,12,252,506
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,465,1,40,66,17,33,3,8,3,63,23,8,0,11,0,0,0,275,1,276,647
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,466,1,40,61,21,68,4,1,6,42,36,5,2,7,0,0,0,293,9,302,643
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,467,1,7,29,18,121,1,5,4,28,22,4,0,5,0,0,0,244,9,253,492
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,468,1,37,37,13,67,4,2,3,39,18,7,0,6,6,0,0,239,6,245,515
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,469,1,33,39,13,111,3,5,8,31,21,5,0,2,0,0,0,271,7,278,543
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,470,1,40,57,21,80,2,12,5,32,26,6,0,8,0,0,0,289,6,295,584
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,471,1,43,42,30,100,5,9,7,47,36,8,3,17,0,0,0,347,12,359,679
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,472,2,69,104,43,127,9,9,8,79,25,1,0,9,0,0,0,483,25,508,1216
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,473,2,45,73,28,177,5,7,6,66,27,7,0,16,1,1,0,459,17,476,896
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,474,2,51,138,41,170,13,7,10,65,69,11,1,28,0,0,0,604,30,634,1131
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,475,2,86,136,48,132,13,13,16,82,62,25,1,16,1,0,0,631,24,655,1241
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,476,2,49,86,34,153,12,8,9,75,72,6,10,11,0,0,2,525,23,550,1020
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,477,2,80,113,47,257,6,18,9,65,56,6,3,25,0,0,1,685,27,713,1238
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,478,2,49,90,37,134,9,11,7,71,60,5,0,7,0,0,0,480,22,502,1015
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,479,2,52,67,27,159,10,16,9,88,48,7,5,9,0,0,1,497,23,521,977
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,480,2,55,76,35,166,14,13,13,57,57,2,4,10,0,0,0,502,15,517,1018
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,481,2,86,134,50,144,8,18,9,105,72,11,3,18,0,1,0,659,20,679,1227
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,482,1,22,56,26,83,6,7,6,47,0,7,0,3,0,0,0,263,12,275,701
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,483,2,44,92,40,87,9,10,7,77,65,6,4,3,0,0,0,444,11,455,863
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,484,2,80,94,34,128,9,12,8,73,49,9,18,12,0,0,0,526,37,563,1023
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,485,2,64,168,29,102,8,15,10,73,57,7,0,14,0,0,2,547,13,562,995
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,486,2,31,80,28,111,6,9,5,46,60,17,3,10,0,0,0,406,15,421,838
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,487,2,45,48,26,152,4,6,8,57,52,12,14,0,0,0,0,424,5,429,821
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,488,1,47,57,34,103,4,7,5,69,35,3,1,10,0,0,0,375,14,389,732
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,489,1,50,56,35,127,3,4,5,41,26,7,2,7,0,0,0,363,12,375,698
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,490,2,51,84,56,160,6,11,5,52,46,4,0,12,0,0,0,487,13,500,798
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,491,17,660,619,290,615,95,106,141,783,836,82,3,64,0,0,5,4294,150,4449,12569
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,492,3,84,107,56,106,18,13,20,146,184,20,1,11,0,0,0,766,40,806,2039
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,493,1,26,39,15,119,5,6,4,40,62,6,1,6,0,0,0,329,13,342,660
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,494,1,22,24,18,78,2,2,15,24,49,4,0,5,0,0,0,243,19,262,519
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,495,1,36,34,18,54,2,6,6,26,46,2,0,4,0,0,0,234,14,248,493
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,496,1,14,28,29,72,2,1,4,25,39,6,0,4,0,0,1,224,6,231,419
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,497,2,58,83,51,88,13,9,13,75,144,13,1,7,0,1,1,556,20,577,1322
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,498,4,105,163,64,197,16,20,39,146,218,23,0,14,1,1,0,1007,33,1040,2461
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,499,1,24,34,11,67,0,5,8,31,49,9,0,5,0,3,0,246,9,255,536
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,500,2,43,52,27,109,7,4,12,47,115,9,7,6,0,0,0,438,15,453,971
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,501,1,24,23,12,54,3,3,6,29,50,6,3,8,0,0,0,221,12,233,446
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,502,2,32,55,30,126,5,6,13,83,86,6,2,2,0,0,0,446,17,463,962
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,503,1,22,40,22,63,4,5,5,30,71,3,1,4,1,1,0,272,6,278,635
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,504,2,35,67,23,59,7,1,12,47,109,7,5,7,0,0,0,379,15,394,791
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,505,1,34,35,16,82,5,6,4,37,58,5,0,7,0,0,0,289,5,294,624
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,506,1,28,47,23,51,6,2,9,40,71,4,0,6,0,0,0,287,5,292,620
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,507,1,14,27,2,61,0,4,2,28,43,2,0,2,0,0,0,185,6,191,439
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,508,1,39,42,17,71,4,5,7,35,72,1,1,7,0,0,0,301,6,307,617
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,509,1,18,24,7,40,1,1,8,18,33,2,1,5,0,0,0,158,8,166,307
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,510,2,55,107,37,113,18,8,24,62,160,14,1,16,0,0,1,615,23,639,1153
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,511,2,22,37,29,90,9,1,13,50,128,32,1,5,0,0,2,417,20,439,963
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,512,1,28,38,12,77,4,7,26,49,5,2,9,0,1,0,0,258,16,274,539
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,513,1,17,25,9,76,3,1,3,23,44,1,0,3,1,1,1,207,6,214,426
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,514,1,29,39,17,78,3,8,7,51,71,6,1,5,0,0,0,315,8,323,702
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,515,1,16,36,9,46,3,1,14,27,65,3,0,1,0,0,0,221,13,234,549
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,516,2,39,59,36,98,7,7,15,77,82,3,1,8,0,0,1,432,12,445,880
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,517,1,17,26,9,52,4,9,2,34,34,2,0,7,0,0,0,196,6,202,411
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,518,2,81,55,29,96,7,11,9,78,71,12,0,8,0,0,0,457,15,472,1006
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,519,2,75,59,35,48,3,15,10,87,53,2,0,1,0,0,0,388,24,412,811
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,520,2,57,71,39,83,9,11,14,73,114,13,0,2,0,0,1,486,13,500,1052
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,521,2,54,56,23,138,9,9,9,63,89,12,1,5,0,0,0,468,15,483,1041
1,23,QUINTANA ROO,3,CANCÚN,1,BENITO JUÁREZ,522,3,79,119,63,207,12,17,21,85,202,31,3,16,0,0,0,855,46,901,1557
