id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI,PRD,PT,PVEM,PC,PSD,PRI-PANAL-PVEM,Nulos,Total
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,970,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,229,213,187,14,3,53,2,0,0,12,484
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,30,NOGALES,106,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,230,25,25,1,1,3,0,0,0,0,55
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,30,NOGALES,1464,AL,Anulada por el Tribunal Local,P,T,Urna tradicional,231,0,0,0,0,0,0,0,0,0,0
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1355,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,364,391,0,3,6,0,1,3,291,13,708
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1355,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,369,378,0,8,8,0,3,4,321,27,749
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,46,CABORCA,1230,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,297,293,0,17,0,0,13,0,252,12,587
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,736,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,298,197,0,5,0,0,5,0,192,4,403
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,616,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,306,166,0,11,0,0,3,0,171,15,366
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,46,CABORCA,1160,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,319,132,0,21,0,0,4,0,250,17,424
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,46,CABORCA,382,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,327,90,0,4,0,0,4,0,54,4,156
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,47,CARBO,1190,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,329,361,0,24,0,0,0,0,358,15,758
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,48,LA COLORADA,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,331,43,0,186,0,0,0,0,213,15,457
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,48,LA COLORADA,245,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,335,22,0,89,0,0,0,0,76,8,195
26,5/7/2009,12,Ayuntamientos,26,0,4,C,Contigua,0,49,HERMOSILLO,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,161,0,12,0,0,0,3,164,13,353
26,5/7/2009,12,Ayuntamientos,26,0,5,C,Contigua,0,49,HERMOSILLO,1468,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,317,0,7,17,0,2,3,314,15,675
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,1296,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,339,369,0,15,11,0,0,2,265,12,674
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,5,49,HERMOSILLO,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,183,0,7,3,0,0,1,149,8,351
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,4,49,HERMOSILLO,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,192,0,5,7,0,2,1,148,3,358
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,3,49,HERMOSILLO,670,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,159,0,4,7,0,4,1,136,3,314
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,2,49,HERMOSILLO,670,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,341,190,0,3,6,0,0,0,160,3,362
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,656,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,342,166,0,4,5,0,0,3,164,6,348
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,698,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,344,325,0,5,3,0,3,1,135,12,484
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,347,192,0,5,3,0,1,0,172,10,383
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,563,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,357,157,0,4,0,0,1,1,141,3,307
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,358,144,0,1,1,0,0,1,104,5,256
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1036,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,358,265,0,4,4,0,2,4,233,15,527
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,600,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,360,162,0,0,4,0,0,0,150,10,326
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,456,209,0,2,1,0,0,1,108,9,330
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,879,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,458,298,0,2,7,0,3,6,147,11,474
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1138,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,460,396,0,5,13,0,5,2,215,14,650
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1015,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,463,311,0,6,5,0,0,2,182,13,519
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,501,242,0,2,2,0,1,2,125,4,378
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,636,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,507,178,0,4,5,0,0,5,99,17,308
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1125,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,477,437,0,6,8,0,5,6,225,19,706
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1014,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,482,285,0,4,3,0,0,2,185,16,495
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,766,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,483,238,0,7,8,0,1,1,161,17,433
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1143,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,488,300,0,9,7,0,1,1,242,17,577
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1282,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,495,379,0,6,6,0,0,3,245,15,654
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,380,511,0,8,8,0,2,4,314,20,867
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1274,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,381,369,0,5,7,0,1,3,277,16,678
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,540,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,382,154,0,3,3,0,0,0,136,8,304
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,583,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,387,204,0,2,2,0,0,3,132,10,353
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1167,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,387,397,0,5,9,0,2,3,267,11,694
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,597,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,393,257,0,3,2,0,3,1,124,10,400
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,501,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,398,144,0,2,1,0,1,0,109,7,264
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,539,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,410,190,0,1,2,0,0,0,115,5,313
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1153,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,412,387,0,2,11,0,2,4,230,14,650
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,1230,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,415,305,0,8,5,0,1,3,290,18,630
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1327,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,421,456,0,6,3,0,2,2,281,18,768
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1141,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,423,362,0,1,8,0,4,2,225,17,619
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1337,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,431,393,0,9,7,0,1,2,287,16,715
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,433,142,0,3,1,0,1,2,112,9,270
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,438,467,0,5,3,0,2,3,261,32,773
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1165,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,439,488,0,0,1,0,3,5,264,9,770
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1323,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,442,471,0,9,6,0,2,0,270,19,777
26,5/7/2009,12,Ayuntamientos,26,0,12,C,Contigua,0,49,HERMOSILLO,1456,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,585,371,0,5,3,0,4,3,289,18,693
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,590,201,0,1,4,0,1,0,151,8,366
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,1237,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,592,352,0,0,8,0,0,0,298,18,676
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1043,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,527,335,0,6,4,0,4,5,239,13,606
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1111,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,531,310,0,6,6,0,0,1,255,15,593
26,5/7/2009,12,Ayuntamientos,26,0,5,C,Contigua,0,49,HERMOSILLO,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,532,260,0,3,9,0,2,1,171,9,455
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1001,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,536,246,0,4,4,0,1,1,257,11,524
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,49,HERMOSILLO,1106,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,544,309,0,0,0,0,0,0,241,33,583
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1475,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,559,399,0,7,6,0,1,12,321,19,765
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1222,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,562,327,0,2,9,0,1,2,306,18,665
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,1071,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,563,232,0,7,8,0,0,8,228,21,504
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,571,151,0,2,5,0,1,2,158,8,327
26,5/7/2009,12,Ayuntamientos,26,0,4,C,Contigua,0,49,HERMOSILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,141,0,2,5,0,7,3,146,7,311
26,5/7/2009,12,Ayuntamientos,26,0,6,C,Contigua,0,49,HERMOSILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,183,0,2,2,0,1,2,162,5,357
26,5/7/2009,12,Ayuntamientos,26,0,9,C,Contigua,0,49,HERMOSILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,161,0,3,3,0,1,3,158,5,334
26,5/7/2009,12,Ayuntamientos,26,0,14,C,Contigua,0,49,HERMOSILLO,1444,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,583,304,0,6,12,0,1,4,307,9,643
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,1,49,HERMOSILLO,1162,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,585,503,0,5,2,0,3,4,218,21,756
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,49,HERMOSILLO,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,585,173,0,5,1,0,2,3,149,3,336
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,728,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,585,166,0,4,4,0,0,0,164,8,346
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,823,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,664,159,0,9,0,0,3,0,166,7,344
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,558,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,669,131,0,3,0,0,7,0,84,6,231
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,732,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,670,99,0,48,0,0,7,0,176,4,334
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,1496,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,677,266,0,20,0,0,4,0,319,19,628
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,55,SAN LUIS RIO COLORADO,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,701,119,0,14,0,0,2,0,171,7,313
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,1125,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,708,226,0,28,0,0,2,0,221,10,487
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,55,SAN LUIS RIO COLORADO,652,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,710,105,0,34,0,0,3,0,124,11,277
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,55,SAN LUIS RIO COLORADO,1305,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,710,226,0,62,0,0,7,0,232,14,541
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,55,SAN LUIS RIO COLORADO,628,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,711,97,0,27,0,0,0,0,140,2,266
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,1078,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,692,232,0,38,0,0,4,0,147,6,427
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,636,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,696,93,0,27,0,0,4,0,117,15,256
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,917,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,593,252,0,4,3,0,0,0,179,18,456
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,327,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,599,45,0,0,2,0,0,0,24,2,73
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,49,HERMOSILLO,687,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,601,135,0,0,6,0,1,2,114,16,274
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,338,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,610,40,0,3,3,0,0,0,19,4,69
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,49,HERMOSILLO,364,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,616,127,0,2,6,0,0,0,45,5,185
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,52,PITIQUITO,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,625,155,0,37,3,0,0,0,173,3,371
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,52,PITIQUITO,1030,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,625,270,0,68,12,0,0,0,370,14,734
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,52,PITIQUITO,1484,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,629,411,0,39,10,0,0,0,389,23,872
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,53,PUERTO PE?ASCO,723,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,638,192,0,53,3,0,3,0,116,2,369
26,5/7/2009,12,Ayuntamientos,26,0,4,C,Contigua,0,53,PUERTO PE?ASCO,724,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,638,168,0,56,4,0,3,0,127,10,368
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,53,PUERTO PE?ASCO,1445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,639,325,0,59,6,0,17,0,346,10,763
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,53,PUERTO PE?ASCO,1478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,641,361,0,57,8,0,17,0,293,18,754
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,53,PUERTO PE?ASCO,524,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,648,132,0,12,2,0,6,0,98,2,252
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,336,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,653,61,0,4,0,0,1,0,79,3,148
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,55,SAN LUIS RIO COLORADO,1178,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,660,205,0,27,0,0,9,0,238,12,491
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,59,CAJEME,1038,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,803,325,0,12,10,0,4,3,227,14,595
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,59,CAJEME,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,805,212,0,14,6,0,12,1,149,7,401
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,59,CAJEME,1303,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,810,483,0,12,12,0,2,2,255,14,780
26,5/7/2009,12,Ayuntamientos,26,0,2,C,Contigua,0,59,CAJEME,601,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,912,134,0,4,3,0,2,0,93,1,237
26,5/7/2009,12,Ayuntamientos,26,0,3,C,Contigua,0,59,CAJEME,1202,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,912,283,0,11,8,0,5,0,221,10,538
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,59,CAJEME,1484,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,915,359,0,9,4,0,8,1,242,14,637
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,59,CAJEME,874,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,917,230,0,10,2,0,6,4,223,7,482
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,59,CAJEME,1320,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,920,353,0,14,7,0,8,0,189,19,590
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,59,CAJEME,1299,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,922,269,0,15,14,0,4,7,335,15,659
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,60,EMPALME,885,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1021,312,0,46,9,0,4,0,150,7,528
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,61,GUAYMAS,734,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1022,142,0,22,14,0,1,0,80,3,262
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,61,GUAYMAS,724,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1023,151,0,26,13,0,3,1,125,13,332
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,63,ETCHOJOA,277,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1143,21,0,33,25,0,15,0,64,6,164
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,71,BENITO JUAREZ,604,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1156,71,0,59,128,0,1,0,173,15,447
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,0,63,ETCHOJOA,153,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1158,64,0,6,3,0,1,0,29,4,107
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,63,ETCHOJOA,531,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1183,59,0,125,4,0,15,0,110,29,342
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,63,ETCHOJOA,608,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1184,130,0,98,15,0,14,0,126,20,403
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,61,GUAYMAS,1114,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1024,285,0,39,12,0,5,2,273,12,628
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,64,HUATABAMPO,614,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1199,112,0,56,6,0,0,0,221,7,402
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,64,HUATABAMPO,642,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1203,120,0,44,1,0,1,0,224,2,392
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,64,HUATABAMPO,532,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1223,173,0,17,3,0,1,0,197,12,403
26,5/7/2009,12,Ayuntamientos,26,0,1,E,Extraordinaria,0,64,HUATABAMPO,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1225,207,0,16,0,0,0,0,97,2,322
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,63,ETCHOJOA,1132,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1165,201,0,223,19,0,36,0,224,16,719
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,63,ETCHOJOA,928,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1167,246,0,139,14,0,10,0,115,19,543
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,65,NAVOJOA,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1236,96,0,33,1,0,2,1,123,5,261
26,5/7/2009,12,Ayuntamientos,26,0,1,C,Contigua,0,65,NAVOJOA,1005,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1236,150,0,70,4,0,7,1,273,12,517
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,65,NAVOJOA,1059,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1238,197,0,116,11,0,6,2,181,22,535
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,65,NAVOJOA,342,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1240,70,0,33,4,0,1,0,115,4,227
26,5/7/2009,12,Ayuntamientos,26,0,1,B,Basica,0,65,NAVOJOA,1438,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1254,251,0,177,12,0,15,8,361,15,839
