NOMBRE,SECCION,CASILLAS,LISTADONOMINAL,PAN,PRI,PRD,PT,PV,PC,PSD,Alianza,PRI-Alianza,PRD-PT,VALIDOS,NULOSNOREGISTRADOS,TOTAL
PACHUCA DE SOTO,911,0911C2,677,96,,,,8,0,0,,129,27,260,7,267
PACHUCA DE SOTO,912,0912B,738,120,,,,11,0,0,,182,62,375,7,382
PACHUCA DE SOTO,912,0912C1,739,121,,,,15,0,0,,191,52,379,7,386
PACHUCA DE SOTO,913,0913B,543,67,,,,6,0,0,,115,31,219,6,225
PACHUCA DE SOTO,913,0913C1,543,74,,,,3,0,0,,89,26,192,5,197
PACHUCA DE SOTO,913,0913C2,544,63,,,,11,0,0,,106,25,205,4,209
PACHUCA DE SOTO,914,0914B,683,64,,,,10,0,0,,169,20,263,6,269
PACHUCA DE SOTO,914,0914C1,683,91,,,,7,0,0,,135,37,270,5,275
PACHUCA DE SOTO,914,0914C2,684,72,,,,9,0,0,,148,26,255,6,261
PACHUCA DE SOTO,915,0915B,556,88,,,,7,0,0,,109,24,228,328,556
PACHUCA DE SOTO,915,0915C1,556,69,,,,9,0,0,,123,23,224,8,232
PACHUCA DE SOTO,915,0915C2,556,81,,,,8,0,0,,98,24,211,9,220
PACHUCA DE SOTO,916,0916B,597,80,,,,6,0,0,,130,20,236,6,242
PACHUCA DE SOTO,916,0916C1,597,89,,,,12,0,0,,132,28,261,2,263
PACHUCA DE SOTO,916,0916C2,598,75,,,,6,0,0,,136,36,253,5,258
PACHUCA DE SOTO,917,0917B,684,74,,,,8,0,0,,125,20,227,457,684
PACHUCA DE SOTO,917,0917C1,685,73,,,,3,0,0,,130,29,235,7,242
PACHUCA DE SOTO,917,0917C2,685,71,,,,10,0,0,,124,23,228,1,229
PACHUCA DE SOTO,917,0917C3,685,65,,,,3,0,0,,141,19,228,8,236
PACHUCA DE SOTO,917,0917C4,685,58,,,,5,0,0,,128,15,206,13,219
PACHUCA DE SOTO,917,0917C5,685,57,,,,5,0,0,,132,38,232,10,242
PACHUCA DE SOTO,917,0917C6,685,76,,,,8,0,0,,131,31,246,439,685
PACHUCA DE SOTO,917,0917C7,685,62,,,,4,0,0,,133,21,220,9,229
PACHUCA DE SOTO,917,0917C8,685,95,,,,8,0,0,,124,27,254,256,510
PACHUCA DE SOTO,917,0917C9,685,76,,,,11,0,0,,116,28,231,5,236
PACHUCA DE SOTO,917,0917C10,685,74,,,,11,0,0,,122,33,240,10,250
PACHUCA DE SOTO,918,0918B,577,73,,,,9,0,0,,114,25,221,4,225
PACHUCA DE SOTO,918,0918C1,577,84,,,,10,0,0,,115,16,225,4,229
PACHUCA DE SOTO,918,0918C2,577,67,,,,7,0,0,,126,29,229,1,230
PACHUCA DE SOTO,918,0918C3,577,55,,,,9,0,0,,138,18,220,7,227
PACHUCA DE SOTO,919,0919B,604,84,,,,5,0,0,,136,42,267,12,279
PACHUCA DE SOTO,919,0919C1,604,97,,,,7,0,0,,137,23,264,12,276
PACHUCA DE SOTO,919,0919C2,605,92,,,,6,0,0,,150,24,272,5,277
PACHUCA DE SOTO,920,0920B,661,116,,,,12,0,0,,179,18,325,16,341
PACHUCA DE SOTO,920,0920C1,662,127,,,,7,0,0,,185,30,349,5,354
PACHUCA DE SOTO,921,0921B,554,103,,,,11,0,0,,145,24,283,8,291
PACHUCA DE SOTO,921,0921C1,554,117,,,,6,0,0,,132,39,294,3,297
PACHUCA DE SOTO,922,0922B,562,96,,,,9,0,0,,121,30,256,6,262
PACHUCA DE SOTO,922,0922C1,562,94,,,,13,0,0,,126,26,259,4,263
PACHUCA DE SOTO,922,0922C2,562,96,,,,16,0,0,,139,26,277,2,279
PACHUCA DE SOTO,923,0923B,733,119,,,,5,0,0,,191,46,361,5,366
PACHUCA DE SOTO,923,0923C1,733,129,,,,9,0,0,,192,26,356,7,363
PACHUCA DE SOTO,924,0924B,479,81,,,,4,0,0,,129,18,232,248,480
PACHUCA DE SOTO,924,0924C1,479,70,,,,4,0,0,,119,31,224,5,229
PACHUCA DE SOTO,925,0925B,599,124,,,,1,0,0,,133,37,295,4,299
PACHUCA DE SOTO,925,0925C1,599,105,,,,4,0,0,,114,27,250,9,259
PACHUCA DE SOTO,926,0926B,472,100,,,,5,0,0,,114,26,245,2,247
PACHUCA DE SOTO,926,0926C1,472,97,,,,2,0,0,,126,17,242,5,247
PACHUCA DE SOTO,927,0927B,631,111,,,,17,0,0,,160,22,310,12,322
PACHUCA DE SOTO,928,0928B,582,134,,,,8,0,0,,134,40,316,6,322
PACHUCA DE SOTO,928,0928C1,582,153,,,,7,0,0,,118,26,304,8,312
PACHUCA DE SOTO,930,0930B,624,55,,,,8,0,0,,123,18,204,7,211
PACHUCA DE SOTO,930,0930C1,625,48,,,,9,0,0,,155,28,240,11,251
PACHUCA DE SOTO,930,0930C2,625,70,,,,10,0,0,,130,21,231,12,243
PACHUCA DE SOTO,931,0931B,690,63,,,,7,0,0,,135,23,228,9,237
PACHUCA DE SOTO,931,0931C1,690,61,,,,6,0,0,,151,17,235,4,239
PACHUCA DE SOTO,932,0932B,616,76,,,,10,0,0,,127,18,231,14,245
PACHUCA DE SOTO,932,0932C1,616,77,,,,3,0,0,,115,33,228,407,635
PACHUCA DE SOTO,932,0932C2,616,75,,,,5,0,0,,135,23,238,7,245
PACHUCA DE SOTO,932,0932C3,616,76,,,,11,0,0,,115,26,228,13,241
PACHUCA DE SOTO,933,0933B,594,143,,,,8,0,0,,152,33,336,7,343
PACHUCA DE SOTO,933,0933C1,595,136,,,,5,0,0,,144,32,317,8,325
PACHUCA DE SOTO,933,0933C2,595,130,,,,10,0,0,,174,20,334,5,339
PACHUCA DE SOTO,933,0933C3,595,137,,,,3,0,0,,177,23,340,3,343
PACHUCA DE SOTO,934,0934B,692,126,,,,9,0,0,,134,27,296,9,305
PACHUCA DE SOTO,934,0934C1,692,115,,,,5,0,0,,173,19,312,15,327
PACHUCA DE SOTO,934,0934C2,692,100,,,,9,0,0,,157,23,289,6,295
PACHUCA DE SOTO,934,0934C3,692,109,,,,6,0,0,,136,29,280,8,288
PACHUCA DE SOTO,934,0934C4,692,105,,,,8,0,0,,134,29,276,411,687
PACHUCA DE SOTO,934,0934C5,693,101,,,,7,0,0,,127,44,279,5,284
PACHUCA DE SOTO,934,0934C6,693,129,,,,4,0,0,,148,37,318,7,325
PACHUCA DE SOTO,934,0934C7,693,127,,,,9,0,0,,147,34,317,6,323
PACHUCA DE SOTO,934,0934C8,693,134,,,,6,0,0,,124,24,288,0,288
PACHUCA DE SOTO,935,0935B,630,70,,,,3,0,0,,104,19,196,26,222
PACHUCA DE SOTO,935,0935C1,630,55,,,,11,0,0,,98,23,187,7,194
PACHUCA DE SOTO,935,0935C2,630,63,,,,5,0,0,,98,20,186,0,186
PACHUCA DE SOTO,935,0935C3,631,49,,,,5,0,0,,101,27,182,4,186
PACHUCA DE SOTO,935,0935C4,631,50,,,,9,0,0,,114,24,197,7,204
PACHUCA DE SOTO,935,0935C5,631,55,,,,4,0,0,,98,35,192,13,205
PACHUCA DE SOTO,936,0936B,675,60,,,,7,0,0,,131,33,231,4,235
PACHUCA DE SOTO,939,0939B,579,117,,,,7,0,0,,121,26,271,2,273
PACHUCA DE SOTO,939,0939C1,579,95,,,,9,0,0,,131,22,257,5,262
PACHUCA DE SOTO,939,0939C2,579,87,,,,4,0,0,,151,30,272,8,280
PACHUCA DE SOTO,939,0939C3,580,81,,,,8,0,0,,121,24,234,6,240
PACHUCA DE SOTO,940,0940B,698,75,,,,9,0,0,,135,31,250,10,260
PACHUCA DE SOTO,940,0940C1,698,89,,,,5,0,0,,138,22,254,4,258
PACHUCA DE SOTO,940,0940C2,699,87,,,,10,0,0,,161,28,286,9,295
PACHUCA DE SOTO,941,0941B,648,69,,,,6,0,0,,136,16,227,4,231
PACHUCA DE SOTO,941,0941C1,648,86,,,,12,0,0,,131,20,249,6,255
PACHUCA DE SOTO,942,0942B,561,101,,,,10,0,0,,147,27,285,7,292
PACHUCA DE SOTO,942,0942C1,561,105,,,,18,0,0,,135,42,300,9,309
PACHUCA DE SOTO,943,0943B,657,133,,,,9,0,0,,182,34,358,0,358
PACHUCA DE SOTO,943,0943C1,657,139,,,,12,0,0,,175,57,383,16,399
PACHUCA DE SOTO,944,0944B,566,66,,,,9,0,0,,149,32,256,310,566
PACHUCA DE SOTO,944,0944C1,566,86,,,,5,0,0,,165,28,284,5,289
PACHUCA DE SOTO,944,0944C2,566,80,,,,12,0,0,,160,26,278,288,566
PACHUCA DE SOTO,945,0945B,737,121,,,,7,0,0,,156,29,313,5,318
PACHUCA DE SOTO,946,0946B,430,73,,,,5,0,0,,92,16,186,9,195
PACHUCA DE SOTO,946,0946C1,431,66,,,,2,0,0,,90,16,174,4,178
PACHUCA DE SOTO,947,0947B,422,62,,,,5,0,0,,81,11,159,4,163
PACHUCA DE SOTO,947,0947C1,423,60,,,,3,0,0,,101,19,183,5,188
PACHUCA DE SOTO,948,0948B,611,98,,,,15,0,0,,131,36,280,6,286
PACHUCA DE SOTO,948,0948C1,611,98,,,,4,0,0,,148,24,274,3,277
PACHUCA DE SOTO,948,0948C2,611,115,,,,7,0,0,,155,27,304,6,310
PACHUCA DE SOTO,948,0948C3,612,116,,,,11,0,0,,152,29,308,9,317
PACHUCA DE SOTO,949,0949B,562,75,,,,4,0,0,,126,26,231,8,239
PACHUCA DE SOTO,949,0949C1,562,92,,,,9,0,0,,132,16,249,6,255
PACHUCA DE SOTO,950,0950B,562,92,,,,9,0,0,,131,12,244,6,250
PACHUCA DE SOTO,950,0950C1,563,89,,,,3,0,0,,128,18,238,11,249
PACHUCA DE SOTO,951,0951B,618,104,,,,7,0,0,,136,21,268,9,277
PACHUCA DE SOTO,951,0951C1,618,94,,,,6,0,0,,142,17,259,7,266
PACHUCA DE SOTO,951,0951C2,618,76,,,,13,0,0,,145,28,262,7,269
PACHUCA DE SOTO,951,0951C3,618,99,,,,6,0,0,,136,24,265,5,270
PACHUCA DE SOTO,952,0952B,616,81,,,,7,0,0,,128,26,242,6,248
PACHUCA DE SOTO,952,0952C1,616,67,,,,7,0,0,,107,45,226,4,230
PACHUCA DE SOTO,952,0952C2,617,60,,,,6,0,0,,133,39,238,3,241
PACHUCA DE SOTO,952,0952C3,617,63,,,,4,0,0,,138,34,239,4,243
PACHUCA DE SOTO,952,0952C4,617,72,,,,10,0,0,,106,35,223,9,232
PACHUCA DE SOTO,953,0953B,634,98,,,,3,0,0,,176,35,312,8,320
PACHUCA DE SOTO,953,0953C1,635,106,,,,10,0,0,,132,34,282,9,291
PACHUCA DE SOTO,954,0954B,655,88,,,,8,0,0,,129,31,256,6,262
PACHUCA DE SOTO,954,0954C1,655,65,,,,2,0,0,,146,27,240,5,245
PACHUCA DE SOTO,954,0954C2,655,91,,,,10,0,0,,130,17,248,7,255
PACHUCA DE SOTO,954,0954C3,655,81,,,,5,0,0,,117,29,232,11,243
PACHUCA DE SOTO,954,0954C4,655,85,,,,6,0,0,,146,28,265,8,273
PACHUCA DE SOTO,954,0954C5,656,65,,,,8,0,0,,136,30,239,5,244
PACHUCA DE SOTO,954,0954C6,656,79,,,,6,0,0,,138,24,247,1,248
PACHUCA DE SOTO,955,0955B,746,77,,,,8,0,0,,130,28,243,9,252
PACHUCA DE SOTO,955,0955C1,746,102,,,,9,0,0,,140,30,281,8,289
PACHUCA DE SOTO,955,0955C2,747,81,,,,7,0,0,,151,26,265,11,276
PACHUCA DE SOTO,955,0955C3,747,110,,,,12,0,0,,137,32,291,456,747
PACHUCA DE SOTO,955,0955C4,747,89,,,,9,0,0,,166,24,288,11,299
PACHUCA DE SOTO,956,0956B,607,75,,,,7,0,0,,165,12,259,28,287
PACHUCA DE SOTO,956,0956C1,607,78,,,,1,0,0,,138,11,228,17,245
PACHUCA DE SOTO,956,0956C2,607,75,,,,4,0,0,,139,18,236,17,253
PACHUCA DE SOTO,956,0956C3,607,83,,,,2,0,0,,151,12,248,20,268
PACHUCA DE SOTO,957,0957B,643,137,,,,5,0,0,,160,18,320,8,328
PACHUCA DE SOTO,957,0957C1,644,107,,,,8,0,0,,206,12,333,0,333
PACHUCA DE SOTO,957,0957C2,644,129,,,,7,0,0,,169,9,314,10,324
PACHUCA DE SOTO,957,0957C3,644,109,,,,7,0,0,,179,15,310,333,643
PACHUCA DE SOTO,957,0957C4,644,113,,,,6,0,0,,159,18,296,9,305
PACHUCA DE SOTO,958,0958B,566,131,,,,9,0,0,,162,17,319,3,322
PACHUCA DE SOTO,958,0958C1,567,80,,,,9,0,0,,172,27,288,5,293
PACHUCA DE SOTO,959,0959B,684,114,,,,1,0,0,,145,19,279,7,286
PACHUCA DE SOTO,959,0959C1,685,125,,,,7,0,0,,143,14,289,12,301
PACHUCA DE SOTO,959,0959C2,685,106,,,,13,0,0,,155,22,296,3,299
PACHUCA DE SOTO,959,0959C3,685,110,,,,6,0,0,,151,30,297,6,303
PACHUCA DE SOTO,960,0960B,591,67,,,,4,0,0,,136,14,221,0,221
PACHUCA DE SOTO,960,0960C1,592,82,,,,7,0,0,,126,26,241,4,245
PACHUCA DE SOTO,960,0960C2,592,75,,,,8,0,0,,127,10,220,3,223
PACHUCA DE SOTO,960,0960C3,592,67,,,,9,0,0,,148,22,246,6,252
PACHUCA DE SOTO,961,0961B,599,136,,,,4,0,0,,146,40,326,6,332
PACHUCA DE SOTO,961,0961C1,599,112,,,,8,0,0,,160,35,315,8,323
PACHUCA DE SOTO,1718,1718B,732,90,,,,10,0,0,,169,30,299,5,304
PACULA,822,0822B,600,196,,0,0,0,0,0,,145,,341,6,347
PACULA,823,0823B,588,128,,0,0,0,0,0,,245,,373,7,380
PACULA,824,0824B,478,206,,0,0,0,0,0,,111,,317,5,322
PACULA,824,0824C1,478,185,,0,0,0,0,0,,129,,314,3,317
PACULA,825,0825B,440,170,,0,0,0,0,0,,87,,257,7,264
PACULA,826,0826B,301,73,,0,0,0,0,0,,95,,168,5,173
PACULA,827,0827B,249,93,,0,0,0,0,0,,71,,164,2,166
PACULA,828,0828B,356,124,,0,0,0,0,0,,92,,216,5,221
PACULA,829,0829B,458,134,,0,0,0,0,0,,134,,268,2,270
PACULA,830,0830B,183,55,,0,0,0,0,0,,75,,130,5,135
PACULA,831,0831B,342,33,,0,0,0,0,0,,175,,208,6,214
PISAFLORES,962,0962B,725,224,231,24,1,0,0,0,12,,,492,14,506
PISAFLORES,962,0962C1,725,235,189,22,1,0,0,0,8,,,455,15,470
PISAFLORES,962,0962C2,725,252,177,23,3,0,0,0,16,,,471,10,481
PISAFLORES,963,0963B,540,79,161,81,0,0,0,0,34,,,355,16,371
PISAFLORES,964,0964B,341,130,66,13,4,0,0,0,2,,,215,17,232
PISAFLORES,965,0965B,273,96,90,1,1,0,0,0,1,,,189,2,191
PISAFLORES,966,0966B,395,83,134,25,0,0,0,0,3,,,245,18,263
PISAFLORES,967,0967B,684,168,216,27,4,0,0,0,14,,,429,16,445
PISAFLORES,967,0967X,381,46,133,8,2,0,0,0,64,,,253,11,264
PISAFLORES,968,0968B,150,71,9,4,1,0,0,0,2,,,87,6,93
PISAFLORES,969,0969B,281,62,109,1,0,0,0,0,7,,,179,6,185
PISAFLORES,970,0970B,698,106,323,2,0,0,0,0,4,,,435,8,443
PISAFLORES,970,0970X,200,53,89,1,0,0,0,0,0,,,143,2,145
PISAFLORES,971,0971B,377,123,105,1,2,0,0,0,5,,,236,0,236
PISAFLORES,972,0972B,484,131,150,9,3,0,0,0,12,,,305,9,314
PISAFLORES,972,0972C1,485,97,144,9,5,0,0,0,2,,,257,19,276
PISAFLORES,972,0972X,477,176,78,2,7,0,0,0,3,,,266,7,273
PISAFLORES,973,0973B,401,98,115,4,1,0,0,0,9,,,227,4,231
PISAFLORES,974,0974B,440,99,127,10,1,0,0,0,20,,,257,13,270
PISAFLORES,975,0975B,350,144,65,10,2,0,0,0,5,,,226,8,234
PISAFLORES,976,0976B,363,155,93,6,1,0,0,0,3,,,258,6,264
PISAFLORES,977,0977B,217,78,60,5,0,0,0,0,2,,,145,2,147
PISAFLORES,978,0978B,534,176,171,10,1,0,0,0,8,,,366,9,375
PISAFLORES,979,0979B,211,68,74,1,0,0,0,0,6,,,149,2,151
PISAFLORES,980,0980B,178,42,67,6,1,0,0,0,3,,,119,2,121
PISAFLORES,981,0981B,367,169,63,15,1,0,0,0,3,,,251,0,251
PROGRESO DE OBREGON,982,0982B,501,62,,106,0,0,0,9,,133,,310,7,317
PROGRESO DE OBREGON,982,0982C1,501,53,,91,0,0,0,7,,136,,287,10,297
PROGRESO DE OBREGON,982,0982C2,502,46,,107,0,0,0,13,,134,,300,0,300
PROGRESO DE OBREGON,983,0983B,679,45,,152,0,0,0,14,,199,,410,11,421
PROGRESO DE OBREGON,983,0983C1,679,42,,128,0,0,0,11,,214,,395,3,398
PROGRESO DE OBREGON,983,0983C2,680,43,,130,0,0,0,14,,182,,369,0,369
PROGRESO DE OBREGON,984,0984B,628,57,,121,0,0,0,15,,184,,377,5,382
PROGRESO DE OBREGON,984,0984C1,628,58,,129,0,0,0,10,,193,,390,4,394
PROGRESO DE OBREGON,985,0985B,559,35,,120,0,0,0,9,,201,,365,6,371
PROGRESO DE OBREGON,985,0985C1,559,33,,108,0,0,0,8,,190,,339,3,342
PROGRESO DE OBREGON,986,0986B,508,59,,94,0,0,0,9,,129,,291,5,296
PROGRESO DE OBREGON,986,0986C1,508,53,,94,0,0,0,7,,139,,293,6,299
PROGRESO DE OBREGON,986,0986C2,508,44,,92,0,0,0,5,,156,,297,2,299
PROGRESO DE OBREGON,987,0987B,604,37,,122,0,0,0,11,,197,,367,5,372
PROGRESO DE OBREGON,987,0987C1,604,52,,152,0,0,0,11,,157,,372,2,374
PROGRESO DE OBREGON,987,0987C2,605,44,,115,0,0,0,10,,176,,345,11,356
PROGRESO DE OBREGON,988,0988B,643,71,,148,0,0,0,8,,147,,374,8,382
PROGRESO DE OBREGON,988,0988C1,643,58,,144,0,0,0,13,,144,,359,4,363
PROGRESO DE OBREGON,988,0988C2,643,66,,138,0,0,0,14,,152,,370,7,377
PROGRESO DE OBREGON,989,0989B,153,3,,15,0,0,0,2,,71,,91,0,91
PROGRESO DE OBREGON,990,0990B,509,33,,35,0,0,0,3,,235,,306,9,315
PROGRESO DE OBREGON,991,0991B,653,59,,64,0,0,0,33,,192,,348,2,350
PROGRESO DE OBREGON,991,0991C1,653,58,,53,0,0,0,33,,189,,333,6,339
PROGRESO DE OBREGON,991,0991C2,654,38,,66,0,0,0,40,,202,,346,9,355
PROGRESO DE OBREGON,992,0992B,655,57,,113,0,0,0,15,,177,,362,11,373
PROGRESO DE OBREGON,992,0992C1,655,63,,143,0,0,0,20,,156,,382,7,389
PROGRESO DE OBREGON,993,0993B,666,33,,87,0,0,0,5,,288,,413,4,417
SAN AGUSTIN TLAXIACA,1008,1008B,616,54,,134,25,0,2,7,,179,,401,5,406
SAN AGUSTIN TLAXIACA,1008,1008C1,617,47,,145,34,0,5,4,,178,,413,3,416
SAN AGUSTIN TLAXIACA,1008,1008C2,617,62,,118,31,0,5,8,,159,,383,8,391
SAN AGUSTIN TLAXIACA,1009,1009B,707,80,,101,28,0,5,3,,239,,456,1,457
SAN AGUSTIN TLAXIACA,1009,1009C1,708,85,,113,38,0,2,1,,246,,485,8,493
SAN AGUSTIN TLAXIACA,1010,1010B,655,33,,92,182,0,3,2,,114,,426,16,442
SAN AGUSTIN TLAXIACA,1010,1010C1,656,37,,86,142,0,3,2,,136,,406,9,415
SAN AGUSTIN TLAXIACA,1010,1010C2,656,29,,112,153,0,3,6,,102,,405,4,409
SAN AGUSTIN TLAXIACA,1011,1011B,581,59,,163,53,0,1,4,,129,,409,4,413
SAN AGUSTIN TLAXIACA,1011,1011C1,581,44,,167,41,0,5,1,,125,,383,6,389
SAN AGUSTIN TLAXIACA,1011,1011C2,581,54,,143,30,0,3,2,,141,,373,6,379
SAN AGUSTIN TLAXIACA,1012,1012B,557,132,,13,16,0,1,2,,174,,338,12,350
SAN AGUSTIN TLAXIACA,1013,1013B,521,98,,84,4,0,0,18,,102,,306,6,312
SAN AGUSTIN TLAXIACA,1013,1013C1,521,91,,49,6,0,4,11,,168,,329,2,331
SAN AGUSTIN TLAXIACA,1013,1013C2,522,100,,69,6,0,2,12,,105,,294,2,296
SAN AGUSTIN TLAXIACA,1014,1014B,660,101,,41,17,0,24,4,,157,,344,12,356
SAN AGUSTIN TLAXIACA,1014,1014C1,661,75,,44,25,0,31,2,,154,,331,14,345
SAN AGUSTIN TLAXIACA,1015,1015B,578,77,,50,12,0,15,4,,151,,309,13,322
SAN AGUSTIN TLAXIACA,1015,1015C1,578,64,,47,11,0,12,1,,154,,289,3,292
SAN AGUSTIN TLAXIACA,1016,1016B,524,58,,90,27,0,1,3,,96,,275,8,283
SAN AGUSTIN TLAXIACA,1016,1016C1,524,51,,101,12,0,7,2,,84,,257,10,267
SAN AGUSTIN TLAXIACA,1016,1016C2,524,66,,59,10,0,3,0,,102,,240,284,524
SAN AGUSTIN TLAXIACA,1017,1017B,641,103,,48,9,0,4,5,,150,,319,0,319
SAN AGUSTIN TLAXIACA,1018,1018B,235,25,,25,34,0,3,4,,42,,133,5,138
SAN AGUSTIN TLAXIACA,1019,1019B,386,55,,24,7,0,3,3,,143,,235,5,240
SAN AGUSTIN TLAXIACA,1020,1020B,647,138,,27,4,0,2,6,,222,,399,5,404
SAN AGUSTIN TLAXIACA,1020,1020C1,647,159,,32,10,0,1,13,,198,,413,234,647
SAN AGUSTIN TLAXIACA,1021,1021B,530,149,,33,9,0,1,9,,101,,302,9,311
SAN AGUSTIN TLAXIACA,1021,1021C1,531,148,,21,8,0,1,8,,132,,318,0,318
SAN AGUSTIN TLAXIACA,1022,1022B,599,117,,74,18,0,3,3,,175,,390,209,599
SAN AGUSTIN TLAXIACA,1023,1023B,646,26,,84,38,0,12,6,,139,,305,14,319
SAN AGUSTIN TLAXIACA,1024,1024B,352,41,,85,5,0,1,0,,77,,209,7,216
SAN AGUSTIN TLAXIACA,1025,1025B,564,116,,42,16,0,8,0,,107,,289,15,304
SAN AGUSTIN METZQUITITLAN,994,0994B,638,214,,15,0,10,64,0,,143,,446,7,453
SAN AGUSTIN METZQUITITLAN,994,0994C1,639,241,,7,0,10,50,0,,140,,448,8,456
SAN AGUSTIN METZQUITITLAN,994,0994C2,639,262,,7,0,6,29,0,,145,,449,3,452
SAN AGUSTIN METZQUITITLAN,995,0995B,269,50,,4,0,2,64,0,,54,,174,13,187
SAN AGUSTIN METZQUITITLAN,996,0996B,544,94,,16,0,15,124,0,,116,,365,13,378
SAN AGUSTIN METZQUITITLAN,996,0996C1,544,108,,6,0,14,91,0,,117,,336,13,349
SAN AGUSTIN METZQUITITLAN,997,0997B,680,,,,,,,,,,,,,
SAN AGUSTIN METZQUITITLAN,998,0998B,177,49,,8,0,1,34,0,,29,,121,2,123
SAN AGUSTIN METZQUITITLAN,999,0999B,366,85,,3,0,10,57,0,,86,,241,10,251
SAN AGUSTIN METZQUITITLAN,1000,1000B,498,129,,11,0,4,89,0,,112,,345,7,352
SAN AGUSTIN METZQUITITLAN,1001,1001B,552,117,,4,0,3,67,0,,158,,349,8,357
SAN AGUSTIN METZQUITITLAN,1002,1002B,570,89,,3,0,4,183,0,,128,,407,5,412
SAN AGUSTIN METZQUITITLAN,1003,1003B,148,10,,1,0,2,24,0,,35,,72,1,73
SAN AGUSTIN METZQUITITLAN,1004,1004B,151,21,,3,0,1,25,0,,60,,110,1,111
SAN AGUSTIN METZQUITITLAN,1005,1005B,516,52,,5,0,10,66,0,,101,,234,12,246
SAN AGUSTIN METZQUITITLAN,1006,1006B,287,76,,2,0,2,40,0,,54,,174,3,177
SAN AGUSTIN METZQUITITLAN,1007,1007B,137,13,,1,0,1,49,0,,32,,96,4,100
SAN BARTOLO TUTOTEPEC,1026,1026B,509,13,,138,2,0,1,1,,211,,366,10,376
SAN BARTOLO TUTOTEPEC,1026,1026C1,509,11,,113,3,0,4,5,,235,,371,5,376
SAN BARTOLO TUTOTEPEC,1026,1026C2,509,13,,104,2,0,1,0,,219,,339,14,353
SAN BARTOLO TUTOTEPEC,1027,1027B,580,19,,171,3,0,2,0,,219,,414,17,431
SAN BARTOLO TUTOTEPEC,1027,1027C1,581,19,,158,3,0,1,0,,219,,400,16,416
SAN BARTOLO TUTOTEPEC,1027,1027C2,581,10,,170,3,0,0,0,,231,,414,16,430
SAN BARTOLO TUTOTEPEC,1027,1027C3,581,14,,157,5,0,1,0,,223,,400,3,403
SAN BARTOLO TUTOTEPEC,1028,1028B,368,3,,100,4,0,1,0,,89,,197,8,205
SAN BARTOLO TUTOTEPEC,1029,1029B,230,7,,49,31,0,0,0,,74,,161,0,161
SAN BARTOLO TUTOTEPEC,1030,1030B,397,3,,157,12,0,1,0,,118,,291,10,301
SAN BARTOLO TUTOTEPEC,1030,1030C1,397,3,,116,14,0,1,2,,140,,276,5,281
SAN BARTOLO TUTOTEPEC,1031,1031B,453,2,,170,3,0,0,0,,85,,260,14,274
SAN BARTOLO TUTOTEPEC,1031,1031X,369,6,,82,25,0,1,0,,108,,222,18,240
SAN BARTOLO TUTOTEPEC,1032,1032B,648,12,,234,6,0,0,0,,165,,417,35,452
SAN BARTOLO TUTOTEPEC,1033,1033B,169,2,,48,2,0,0,0,,43,,95,74,169
SAN BARTOLO TUTOTEPEC,1034,1034B,256,3,,58,5,0,0,0,,71,,137,18,155
SAN BARTOLO TUTOTEPEC,1034,1034X,585,2,,184,2,0,1,0,,118,,307,45,352
SAN BARTOLO TUTOTEPEC,1035,1035B,371,1,,136,8,0,1,0,,84,,230,10,240
SAN BARTOLO TUTOTEPEC,1036,1036B,545,9,,222,3,0,1,0,,75,,310,20,330
SAN BARTOLO TUTOTEPEC,1036,1036C1,546,4,,223,0,0,1,1,,103,,332,31,363
SAN BARTOLO TUTOTEPEC,1037,1037B,657,5,,301,6,0,0,0,,117,,429,22,451
SAN BARTOLO TUTOTEPEC,1038,1038B,301,7,,125,2,0,0,1,,49,,184,9,193
SAN BARTOLO TUTOTEPEC,1039,1039B,515,7,,154,7,0,0,2,,203,,373,20,393
SAN BARTOLO TUTOTEPEC,1039,1039C1,516,6,,141,5,0,2,0,,195,,349,21,370
SAN BARTOLO TUTOTEPEC,1040,1040B,245,2,,100,3,0,1,0,,43,,149,8,157
SAN BARTOLO TUTOTEPEC,1041,1041B,97,7,,9,0,0,0,0,,43,,59,6,65
SAN BARTOLO TUTOTEPEC,1041,1041X,117,4,,30,1,0,2,0,,51,,88,4,92
SAN BARTOLO TUTOTEPEC,1042,1042B,213,1,,67,2,0,2,0,,82,,154,3,157
SAN FELIPE ORIZATLAN,1043,1043B,425,24,126,12,0,0,116,1,0,,,279,1,280
SAN FELIPE ORIZATLAN,1043,1043C1,426,47,122,7,0,0,114,3,0,,,293,7,300
SAN FELIPE ORIZATLAN,1044,1044B,708,92,188,7,0,0,193,4,0,,,484,7,491
SAN FELIPE ORIZATLAN,1044,1044C1,709,132,186,5,0,0,129,5,0,,,457,15,472
SAN FELIPE ORIZATLAN,1044,1044C2,709,103,185,7,0,0,193,8,0,,,496,5,501
SAN FELIPE ORIZATLAN,1045,1045B,679,62,218,12,0,0,167,1,0,,,460,0,460
SAN FELIPE ORIZATLAN,1045,1045C1,679,75,195,9,0,0,163,3,0,,,445,24,469
SAN FELIPE ORIZATLAN,1045,1045C2,679,79,233,9,0,0,153,2,0,,,476,5,481
SAN FELIPE ORIZATLAN,1046,1046B,402,56,113,2,0,0,103,4,0,,,278,6,284
SAN FELIPE ORIZATLAN,1046,1046C1,402,68,120,6,0,0,113,2,0,,,309,3,312
