id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,NoRegistrados,Nulos,PAN,PRI,PRD,PT,PVEM,PCP,Convergencia,PANAL,PSD,PAN-PNA,PAN-PCP-PNA,PAN-PT-PNA,PNA - PSD,PRD - PC,PRD - PCP,PRD - PCP - PC,PRD - PT,PRD - PT - PCP ,PRD - PT - PCP - PSD,PRI - PNA,PRI - PSD,PRI - PVEM,PT - PC,PT - PCP,PT - PCP - PC,PT - PSD,PVEM - PCP,PVEM - PSD,Total
24,5/7/2009,12,Ayuntamientos,24,0,1,1,C,Contigua,0,1,AHUALULCO,607,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,5,116,129,52,0,0,68,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
24,5/7/2009,12,Ayuntamientos,24,0,1,1,B,Basica,0,1,AHUALULCO,606,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,8,86,110,47,0,0,70,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
24,5/7/2009,12,Ayuntamientos,24,0,2,1,C,Contigua,0,1,AHUALULCO,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,7,95,140,55,0,0,44,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
24,5/7/2009,12,Ayuntamientos,24,0,2,1,B,Basica,0,1,AHUALULCO,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1,9,73,159,57,0,0,43,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
24,5/7/2009,12,Ayuntamientos,24,0,2,2,C,Contigua,0,1,AHUALULCO,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,2,7,103,138,72,0,0,34,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
24,5/7/2009,12,Ayuntamientos,24,0,3,1,B,Basica,0,1,AHUALULCO,311,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,12,10,31,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
24,5/7/2009,12,Ayuntamientos,24,0,4,1,B,Basica,0,1,AHUALULCO,428,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,7,12,28,177,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
24,5/7/2009,12,Ayuntamientos,24,0,5,1,B,Basica,0,1,AHUALULCO,260,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,6,30,32,83,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
24,5/7/2009,12,Ayuntamientos,24,0,6,1,E,Extraordinaria,1,1,AHUALULCO,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,14,49,100,212,0,0,18,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418
24,5/7/2009,12,Ayuntamientos,24,0,6,1,C,Contigua,0,1,AHUALULCO,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,2,15,61,49,19,0,0,64,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
24,5/7/2009,12,Ayuntamientos,24,0,6,1,B,Basica,0,1,AHUALULCO,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,0,13,77,92,14,0,0,34,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
24,5/7/2009,12,Ayuntamientos,24,0,7,1,C,Contigua,0,1,AHUALULCO,599,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,13,56,154,101,0,0,13,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
