CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,35,B,1,0,B,30,7,0,1,1,2,37,2,3,0,,15,98,0,8,106,146,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,B,1,0,B,41,13,1,1,2,0,42,15,2,3,,5,125,0,20,145,254,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,36,E,1,0,E01,27,20,1,1,3,2,32,1,1,4,,5,97,0,12,109,164,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,37,B,1,0,B,31,39,7,1,5,2,60,5,1,3,,21,175,0,8,183,255,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,38,B,1,0,B,78,64,2,1,6,2,57,5,0,5,,7,227,0,12,239,328,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,39,B,1,0,B,61,41,1,0,0,4,15,1,1,1,,12,137,0,13,150,211,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,40,B,1,0,B,133,58,8,2,8,2,101,8,4,2,,27,353,0,20,373,675,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,B,1,0,B,87,51,13,5,2,1,61,2,0,8,,26,256,0,11,267,488,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,41,C,1,0,C01,73,44,8,2,4,2,72,2,1,5,,30,243,0,16,259,487,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,B,1,0,B,91,76,10,6,1,1,68,5,3,2,,11,274,0,18,292,556,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,42,C,1,0,C01,103,71,4,1,4,2,76,4,0,1,,13,279,0,17,296,556,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,43,B,1,0,B,115,84,4,3,5,8,134,2,4,1,,23,383,0,14,397,691,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,B,1,0,B,39,73,6,0,1,2,65,0,0,1,,36,223,0,4,227,377,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,44,C,1,0,C01,41,74,2,0,1,5,78,3,1,5,,37,247,0,10,257,377,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,B,1,0,B,55,53,7,1,2,3,51,1,0,4,,37,214,0,8,222,379,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,45,C,1,0,C01,75,43,4,2,4,5,78,4,2,1,,27,245,0,5,250,378,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,46,B,1,0,B,89,116,7,1,2,6,118,7,7,5,,27,385,0,16,401,665,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,B,1,0,B,50,52,5,6,2,0,84,3,10,2,,37,251,0,6,257,424,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,47,C,1,0,C01,71,47,5,3,4,4,68,2,10,0,,25,239,0,7,246,424,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,B,1,0,B,99,90,5,2,4,6,83,4,4,1,,16,314,0,19,333,562,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,48,C,1,0,C01,128,109,2,2,10,11,83,1,2,3,,19,370,0,16,386,561,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,49,B,1,0,B,24,31,0,0,0,0,22,1,1,0,,8,87,0,7,94,167,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,50,B,1,0,B,13,29,0,0,1,1,9,1,0,0,,49,103,0,7,110,176,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,51,B,1,0,B,27,47,1,0,2,2,51,1,0,4,,21,156,0,7,163,285,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,52,B,1,0,B,41,68,3,3,2,3,83,7,2,2,,25,239,0,10,249,387,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,53,B,1,0,B,45,33,6,3,0,0,45,3,0,3,,33,171,0,11,182,276,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,B,1,0,B,57,49,7,5,1,4,94,6,0,8,,12,243,0,14,257,406,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,C,1,0,C01,73,44,8,0,4,3,72,4,1,2,,13,224,0,13,237,406,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,54,E,1,0,E01,39,25,1,0,2,0,29,0,3,1,,8,108,0,5,113,184,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,55,B,1,0,B,53,92,1,1,1,2,91,4,4,2,,11,262,0,18,280,385,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,56,B,1,0,B,118,72,1,0,7,5,88,42,1,3,,16,353,0,9,362,540,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,57,B,1,0,B,170,82,4,1,17,12,117,21,4,4,,19,451,0,25,476,690,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,58,B,1,0,B,136,76,0,2,12,15,92,10,0,3,,23,369,0,20,389,547,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,B,1,0,B,46,27,5,0,3,3,127,6,3,7,,9,236,0,6,242,470,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,59,C,1,0,C01,65,32,2,0,0,7,107,11,0,6,,5,235,0,10,245,470,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,B,1,0,B,38,20,7,2,2,4,105,6,0,3,,7,194,0,12,206,386,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,60,C,1,0,C01,38,31,3,0,0,3,117,3,0,6,,7,208,0,5,213,385,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,B,1,0,B,45,26,9,0,2,4,149,11,2,9,,14,271,0,13,284,588,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,1,0,C01,56,21,2,1,0,3,191,8,0,5,,8,295,0,14,309,588,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,2,0,C02,47,45,3,0,0,5,149,6,0,4,,8,267,0,21,288,588,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,61,C,3,0,C03,41,33,7,2,1,7,174,5,1,6,,4,281,0,13,294,587,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,62,B,1,0,B,16,6,8,0,0,0,44,1,0,1,,1,77,0,8,85,152,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,63,B,1,0,B,19,23,1,1,1,0,17,1,0,18,,3,84,0,5,89,106,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,66,B,1,0,B,21,16,0,0,0,0,8,0,1,0,,5,51,0,2,53,93,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,67,B,1,0,B,184,170,6,1,1,0,50,1,3,2,,12,430,0,31,461,595,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,68,B,1,0,B,110,98,5,0,1,1,40,1,2,0,,26,284,0,12,296,471,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,69,B,1,0,B,63,80,8,2,2,1,124,9,2,5,,11,307,0,21,328,495,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,70,B,1,0,B,128,120,2,0,1,1,43,4,2,1,,20,322,0,12,334,437,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,71,B,1,0,B,26,25,3,5,0,2,12,6,1,1,,10,91,0,1,92,127,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,72,B,1,0,B,88,120,5,3,0,1,63,6,1,15,,11,313,0,25,338,443,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,73,B,1,0,B,142,132,6,1,2,0,121,5,6,7,,11,433,0,21,454,648,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,74,B,1,0,B,31,60,0,0,1,1,9,0,0,0,,4,106,0,6,112,169,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,B,1,0,B,119,6,0,0,0,115,38,2,0,1,,,281,0,13,294,486,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,75,C,1,0,C01,123,3,0,0,3,117,35,2,0,2,,,285,0,7,292,486,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,B,1,0,B,149,8,0,0,1,148,27,2,0,0,,,335,0,11,346,540,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,C,1,0,C01,173,4,0,0,0,104,27,2,0,0,,,310,0,11,321,539,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,76,C,2,0,C02,134,8,0,0,1,148,22,4,1,0,,,318,0,9,327,539,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,B,1,0,B,115,5,0,0,0,108,19,2,1,1,,,251,0,4,255,407,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,C,1,0,C01,98,4,0,0,0,121,23,3,2,1,,,252,0,9,261,407,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,77,S,1,0,S01,25,1,0,0,0,40,30,3,0,0,,,99,0,2,101,0,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,B,1,0,B,142,2,0,0,1,161,26,1,0,2,,,335,0,7,342,539,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,78,C,1,0,C01,146,13,0,0,2,141,31,0,0,1,,,334,0,18,352,538,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,79,B,1,0,B,153,15,0,0,1,206,31,1,1,0,,,408,0,15,423,639,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,B,1,0,B,153,2,0,0,2,151,25,0,2,2,,,337,0,13,350,537,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,80,C,1,0,C01,133,7,0,0,1,158,27,2,0,1,,,329,0,17,346,536,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,81,B,1,0,B,134,11,0,0,0,131,29,0,1,2,,,308,0,9,317,514,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,B,1,0,B,146,4,0,0,2,152,21,1,1,0,,,327,0,8,335,511,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,82,C,1,0,C01,146,4,0,0,0,147,27,0,0,1,,,325,0,9,334,511,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,B,1,0,B,134,10,0,0,2,150,28,6,1,0,,,331,0,10,341,546,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,C,1,0,C01,130,5,0,0,5,161,33,4,1,0,,,339,0,11,350,546,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,0,E01,161,8,0,0,1,162,36,1,0,0,,,369,0,7,376,562,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,1,E01C01,172,9,0,0,1,183,34,1,0,1,,,401,0,4,405,561,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,83,E,1,2,E01C02,172,16,0,0,0,145,18,5,1,0,,,357,0,4,361,561,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,84,B,1,0,B,25,2,0,0,0,74,35,4,1,2,,,143,0,4,147,226,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,B,1,0,B,142,30,0,0,4,112,59,4,4,2,,,357,0,15,372,585,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,1,0,E01,44,4,0,0,1,18,18,0,1,1,,,87,0,1,88,144,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,85,E,2,0,E02,122,9,0,0,0,115,25,0,0,0,,,271,1,12,284,588,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,B,1,0,B,38,0,0,0,0,33,4,1,0,0,,,76,0,3,79,112,Acta Casilla ,,,
