CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,1,B,1,0,B,106,174,7,2,0,0,118,10,0,1,,71,489,0,7,496,742,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,2,B,1,0,B,70,88,4,4,2,1,101,0,1,0,,38,309,0,3,312,459,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,3,B,1,0,B,50,72,2,2,4,3,120,3,1,2,,95,354,0,10,364,535,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,3,C,1,0,C01,74,83,5,1,0,0,94,9,0,4,,85,355,0,5,360,535,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,3,C,2,0,C02,46,100,4,3,1,0,86,5,3,4,,90,342,0,4,346,534,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,4,B,1,0,B,88,161,2,0,0,7,94,4,1,3,,73,433,0,9,442,687,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,5,B,1,0,B,40,103,1,3,2,0,79,2,1,4,,62,297,0,8,305,465,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,5,C,1,0,C01,49,102,1,4,1,0,76,4,2,4,,55,298,0,2,300,464,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,6,B,1,0,B,73,121,0,3,1,1,94,7,1,2,,86,389,0,8,397,694,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,7,B,1,0,B,81,112,1,1,0,3,83,7,2,1,,79,370,0,6,376,542,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,7,C,1,0,C01,89,114,2,3,2,0,79,6,3,4,,53,355,0,6,361,542,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,8,B,1,0,B,83,79,3,2,2,3,70,1,1,2,,47,293,0,9,302,478,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,8,S,1,0,S01,14,15,0,1,0,1,26,1,0,2,,7,67,0,4,71,0,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,9,B,1,0,B,58,73,2,1,1,2,69,1,0,3,,49,259,0,3,262,428,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,10,B,1,0,B,45,74,2,1,1,0,78,1,1,5,,30,238,0,9,247,392,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,10,C,1,0,C01,49,63,0,1,2,0,76,0,1,1,,52,245,0,2,247,392,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,11,B,1,0,B,65,57,4,2,0,1,81,7,1,3,,49,270,0,10,280,447,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,12,B,1,0,B,43,65,0,0,2,2,28,0,0,1,,68,209,0,5,214,337,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,13,B,1,0,B,59,91,3,2,1,4,99,3,0,5,,60,327,1,11,339,524,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,13,C,1,0,C01,60,68,2,3,0,6,96,7,1,2,,69,314,0,6,320,524,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,14,B,1,0,B,57,84,0,0,1,1,66,2,2,2,,44,259,0,11,270,467,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,14,C,1,0,C01,56,69,0,2,0,3,67,3,3,6,,43,252,0,4,256,467,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,15,B,1,0,B,80,75,5,0,0,2,104,0,2,1,,68,337,0,7,344,581,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,16,B,1,0,B,75,96,2,0,1,0,98,6,2,2,,50,332,0,5,337,511,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,16,C,1,0,C01,50,106,2,4,1,3,95,5,2,1,,62,331,0,8,339,510,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,17,B,1,0,B,69,77,1,1,2,1,107,1,1,2,,56,318,0,3,321,469,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,18,B,1,0,B,46,95,3,1,0,0,110,3,4,6,,50,318,0,10,328,551,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,18,C,1,0,C01,68,102,1,2,1,1,104,6,4,4,,66,359,0,8,367,551,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,19,B,1,0,B,45,71,2,3,2,0,91,5,0,3,,36,258,0,12,270,444,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,11,CD. CONSTITUCION,1,COMONDU,19,C,1,0,C01,58,73,3,3,1,0,69,2,2,7,,24,242,0,18,260,444,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,20,B,1,0,B,58,86,6,2,2,0,105,8,3,8,,49,327,0,12,339,617,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,20,C,1,0,C01,67,78,8,9,0,0,104,5,2,5,,45,323,0,12,335,617,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,21,B,1,0,B,73,62,2,7,1,1,105,11,0,10,,48,320,0,13,333,545,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,21,C,1,0,C01,62,67,4,0,1,2,105,11,2,9,,47,310,0,13,323,544,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,B,1,0,B,56,64,7,1,7,4,102,9,1,10,,46,307,0,16,323,628,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,C,1,0,C01,81,92,1,0,3,3,89,6,0,8,,51,334,0,10,344,628,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,22,C,2,0,C02,78,77,8,1,1,3,104,10,3,6,,52,343,0,15,358,627,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,23,B,1,0,B,40,68,2,2,0,1,77,6,1,2,,46,245,0,11,256,430,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,23,C,1,0,C01,42,63,4,0,0,0,76,4,2,0,,50,241,0,6,247,430,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,24,B,1,0,B,73,101,5,1,2,2,123,4,3,4,,56,374,0,18,392,643,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,25,B,1,0,B,58,44,1,1,1,1,101,1,1,6,,48,263,0,16,279,462,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,25,C,1,0,C01,52,67,4,1,1,1,103,4,3,5,,32,273,0,11,284,461,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,26,B,1,0,B,69,43,5,3,1,0,79,3,1,4,,43,251,0,16,267,449,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,26,C,1,0,C01,50,45,1,2,4,0,77,7,0,11,,47,244,0,14,258,449,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,27,B,1,0,B,35,62,4,3,2,0,74,9,2,3,,53,247,1,11,259,434,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,27,C,1,0,C01,32,50,4,1,2,1,79,8,3,8,,54,242,0,12,254,433,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,B,1,0,B,57,69,5,1,2,2,95,5,5,1,,40,282,0,20,302,607,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,1,0,C01,66,63,4,1,3,4,92,11,6,8,,41,299,0,13,312,607,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,2,0,C02,64,79,2,4,1,3,99,8,3,7,,40,310,1,16,327,607,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,3,0,C03,80,61,1,45,1,1,105,10,4,5,,34,347,0,13,360,606,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,28,C,4,0,C04,57,66,6,2,1,5,95,5,3,4,,41,285,0,16,301,606,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,29,B,1,0,B,88,74,6,1,1,3,138,14,2,3,,48,378,0,20,398,704,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,29,C,1,0,C01,92,77,10,2,2,4,147,7,2,6,,65,414,0,22,436,703,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,B,1,0,B,71,58,8,2,3,6,87,10,1,12,,51,309,0,19,328,586,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,C,1,0,C01,79,68,4,0,2,2,97,8,2,10,,42,314,0,17,331,586,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,30,C,2,0,C02,74,62,7,1,11,1,103,4,0,6,,46,315,0,17,332,585,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,31,B,1,0,B,62,58,2,1,0,1,90,6,3,4,,52,279,0,14,293,482,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,31,C,1,0,C01,68,58,4,2,2,2,78,4,0,3,,58,279,0,16,295,482,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,32,B,1,0,B,68,79,4,2,2,4,93,7,2,7,,84,352,0,14,366,551,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,32,C,1,0,C01,71,69,2,0,3,0,87,19,3,4,,68,326,0,6,332,550,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,33,B,1,0,B,42,72,6,0,2,1,97,7,2,0,,12,241,0,12,253,363,Acta Casilla ,,,
,3,BAJA CALIFORNIA SUR,10,CD. CONSTITUCION,1,COMONDU,34,B,1,0,B,106,120,5,2,2,5,154,24,5,13,,20,456,0,35,491,723,Acta Casilla ,,,
