ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
3,BAJA CALIFORNIA SUR,1,COMONDU,72,114,7434,7823,422,229,234,268,9624,633,208,464,,4096,31435,3,1333,32771,53666,
3,BAJA CALIFORNIA SUR,2,MULEGE,44,85,7923,655,0,0,133,8393,5992,357,110,210,,,23773,3,954,24730,41048,
3,BAJA CALIFORNIA SUR,3,LA PAZ,223,397,37409,12287,2277,5467,3970,1623,45241,2301,6335,1392,,,118302,146,4746,123194,203030,
3,BAJA CALIFORNIA SUR,4,LOS CABOS,134,357,23815,3764,25179,9909,1058,1070,32484,1147,3551,661,,,102638,64,3873,106575,206467,
3,BAJA CALIFORNIA SUR,5,LORETO,10,25,3396,1698,828,646,0,0,954,0,65,0,306,,7893,1,169,8063,11935,
