state,mun,uniqueid,section,year,incumbent_party_magar,incumbent_candidate_magar,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,margin,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,total,valid,listanominal,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2,RSP,FXM,PAN_PRI_PRD,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA
CAMPECHE,Campeche,4002,136,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,27,59,6,NA,NA,0,NA,NA,97,97,124,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,137,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,8,47,10,NA,NA,0,NA,NA,70,70,95,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,138,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,28,204,14,NA,NA,1,NA,NA,252,252,302,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,139,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,92,400,163,NA,NA,3,NA,NA,691,691,982,26,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,140,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,71,226,56,NA,NA,2,NA,NA,423,423,833,58,0,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,141,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,64,229,50,NA,NA,0,NA,NA,400,400,737,46,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,142,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,44,443,358,NA,NA,0,NA,NA,872,872,1086,21,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,143,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,11,92,20,NA,NA,0,NA,NA,145,145,228,18,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,144,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,4,74,19,NA,NA,0,NA,NA,104,104,132,4,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,145,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,42,189,70,NA,NA,1,NA,NA,344,344,622,28,2,3,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Campeche,4002,146,2000,PRI,VICTOR MENDEZ LANZ,PRI,VICTOR MANUEL MENDEZ LANZ,PAN,,0.0419936399,17,74,80,NA,NA,0,NA,NA,193,193,246,15,0,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,273,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,16,322,132,NA,NA,0,NA,NA,615,615,1461,132,7,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,274,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,63,232,38,NA,NA,0,NA,NA,446,446,905,108,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,275,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,11,120,43,NA,NA,0,NA,NA,212,212,378,37,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,276,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,14,55,6,NA,NA,0,NA,NA,119,119,230,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,277,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,41,337,66,NA,NA,1,NA,NA,585,585,1018,130,1,0,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,278,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,28,338,131,NA,NA,0,NA,NA,607,607,1494,90,9,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,279,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,74,299,44,NA,NA,0,NA,NA,464,464,941,43,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,280,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,56,240,28,NA,NA,0,NA,NA,367,367,842,43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,281,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,58,376,36,NA,NA,0,NA,NA,528,528,1048,53,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,282,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,32,186,42,NA,NA,0,NA,NA,307,307,687,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,283,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,66,294,26,NA,NA,0,NA,NA,409,409,843,19,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,285,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,14,118,44,NA,NA,0,NA,NA,215,215,580,38,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,286,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,8,63,5,NA,NA,0,NA,NA,82,82,184,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,287,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,13,87,5,NA,NA,0,NA,NA,122,122,274,16,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,288,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,9,69,34,NA,NA,0,NA,NA,146,146,357,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,289,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,32,205,57,NA,NA,1,NA,NA,351,351,735,55,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,290,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,1,22,0,NA,NA,0,NA,NA,32,32,82,8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,291,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,33,269,66,NA,NA,0,NA,NA,398,398,903,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,292,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,20,107,39,NA,NA,0,NA,NA,197,197,411,30,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,293,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,56,250,51,NA,NA,1,NA,NA,457,457,860,92,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,294,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,0,61,6,NA,NA,0,NA,NA,69,69,147,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,295,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,6,117,44,NA,NA,1,NA,NA,239,239,497,63,1,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,296,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,10,190,70,NA,NA,0,NA,NA,311,311,481,40,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,297,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,7,109,35,NA,NA,0,NA,NA,193,193,441,40,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,298,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,27,150,124,NA,NA,0,NA,NA,343,343,756,41,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,299,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,17,191,111,NA,NA,0,NA,NA,378,378,773,58,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,300,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,0,81,52,NA,NA,0,NA,NA,165,165,320,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,301,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,5,83,50,NA,NA,0,NA,NA,170,170,365,30,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,302,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,4,32,61,NA,NA,0,NA,NA,102,102,190,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Candelaria,4011,490,2000,NA,NA,CM,ROBERTO CRUZ SAN MIGUEL,NA,NA,NA,4,59,14,NA,NA,0,NA,NA,117,117,204,36,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,183,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,145,66,13,NA,NA,10,NA,NA,248,248,393,9,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,184,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,618,278,72,NA,NA,1,NA,NA,1014,1014,1514,30,0,0,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,185,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,358,321,187,NA,NA,2,NA,NA,877,877,1317,7,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,186,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,267,154,33,NA,NA,3,NA,NA,476,476,797,14,3,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,187,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,370,212,61,NA,NA,6,NA,NA,678,678,1219,24,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,188,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,391,238,39,NA,NA,2,NA,NA,696,696,1035,19,0,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,189,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,410,207,28,NA,NA,11,NA,NA,697,697,1137,28,5,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,190,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,300,170,43,NA,NA,3,NA,NA,547,547,951,22,6,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,191,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,261,189,35,NA,NA,3,NA,NA,509,509,831,14,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,192,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,252,144,72,NA,NA,0,NA,NA,477,477,913,6,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,193,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,152,109,27,NA,NA,3,NA,NA,298,298,551,6,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,194,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,310,130,21,NA,NA,2,NA,NA,486,486,880,22,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,195,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,291,202,40,NA,NA,5,NA,NA,573,573,967,27,5,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,196,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,301,244,43,NA,NA,1,NA,NA,631,631,1070,31,9,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,197,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,339,202,29,NA,NA,7,NA,NA,595,595,861,16,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,198,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,23,12,2,NA,NA,0,NA,NA,44,44,95,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,199,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,504,280,65,NA,NA,6,NA,NA,900,900,1509,35,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,200,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,308,221,31,NA,NA,7,NA,NA,590,590,930,19,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,201,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,243,147,36,NA,NA,1,NA,NA,448,448,764,17,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,202,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,539,296,33,NA,NA,1,NA,NA,907,907,1462,31,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,203,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,415,186,31,NA,NA,2,NA,NA,662,662,1092,24,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,204,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,218,89,19,NA,NA,2,NA,NA,342,342,532,9,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,205,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,554,390,111,NA,NA,5,NA,NA,1112,1112,2147,36,14,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,206,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,423,177,35,NA,NA,3,NA,NA,657,657,974,16,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,207,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,244,155,51,NA,NA,1,NA,NA,472,472,836,17,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,208,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,471,214,45,NA,NA,6,NA,NA,758,758,1228,16,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,209,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,482,303,35,NA,NA,9,NA,NA,871,871,1336,31,1,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,Carmen,4003,210,2000,PRI,LUIS ALBERTO FUENTES MENA,PRI,LUIS ALBERTO FUENTES MENA,PRD,,0.0898880719,490,268,45,NA,NA,3,NA,NA,844,844,1454,22,1,2,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
