mun,state,uniqueid,section,year,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,total,valid,listanominal,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
Escárcega,CAMPECHE,4009,468,1997,16,355,140,2,16,0,5,3,537,537,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,469,1997,5,105,113,1,5,0,4,1,234,234,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,470,1997,3,250,128,0,6,0,3,0,390,390,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,471,1997,13,202,165,2,8,1,1,1,393,393,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,475,1997,8,123,143,22,3,1,1,1,302,302,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,476,1997,7,130,153,15,0,1,0,0,306,306,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,477,1997,1,130,209,14,3,2,0,2,361,361,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,480,1997,6,224,127,0,0,0,0,0,357,357,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,481,1997,1,302,145,1,13,0,1,0,463,463,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,482,1997,3,137,61,0,17,0,0,1,219,219,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,485,1997,16,145,70,0,26,2,0,0,259,259,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escárcega,CAMPECHE,4009,489,1997,12,203,67,0,10,1,0,0,293,293,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,363,1997,16,427,190,3,234,0,0,7,877,877,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,364,1997,27,354,215,2,237,0,0,0,835,835,1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,365,1997,18,227,87,1,182,0,0,0,515,515,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,366,1997,10,281,141,0,167,0,0,0,599,599,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,367,1997,13,256,144,1,120,1,0,0,535,535,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,368,1997,16,213,120,2,155,1,1,0,508,508,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,370,1997,1,481,131,1,18,0,0,1,633,633,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,371,1997,1,122,134,1,56,0,0,0,314,314,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,372,1997,6,266,139,0,132,1,0,0,544,544,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,373,1997,0,124,40,0,136,0,0,0,300,300,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,374,1997,1,97,27,1,34,0,0,0,160,160,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,375,1997,6,241,72,0,267,0,0,0,586,586,789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,376,1997,3,224,74,2,246,1,0,0,550,550,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,377,1997,4,249,122,1,192,0,1,0,569,569,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,378,1997,12,186,59,0,239,0,0,0,496,496,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,379,1997,0,152,39,1,201,1,14,1,409,409,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hecelchakán,CAMPECHE,4005,380,1997,1,159,32,0,28,0,0,0,220,220,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,381,1997,33,452,71,1,55,1,1,1,615,615,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,382,1997,40,542,89,4,59,0,0,0,734,734,1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,383,1997,34,449,70,2,24,1,0,0,580,580,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,384,1997,21,294,63,1,46,2,0,0,427,427,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,385,1997,4,93,27,2,21,0,0,0,147,147,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,386,1997,0,123,10,0,4,0,0,0,137,137,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,387,1997,0,70,7,0,12,0,0,0,89,89,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,388,1997,27,419,223,0,239,0,0,0,908,908,1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,389,1997,8,180,116,5,71,0,0,0,380,380,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,390,1997,0,86,24,0,1,0,0,0,111,111,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,391,1997,4,64,25,3,104,0,0,0,200,200,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,392,1997,1,35,19,0,10,0,0,0,65,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,393,1997,0,61,9,0,0,0,0,0,70,70,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,394,1997,12,201,57,3,84,0,0,0,357,357,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,395,1997,4,126,99,0,0,0,0,0,229,229,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,396,1997,3,177,57,0,38,0,0,0,275,275,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,397,1997,8,130,121,10,31,0,0,0,300,300,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,398,1997,1,130,163,1,23,0,0,0,318,318,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,399,1997,7,114,33,3,40,0,0,0,197,197,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,400,1997,8,375,100,0,2,0,0,0,485,485,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,401,1997,7,416,172,0,3,0,0,0,598,598,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,402,1997,0,79,3,0,0,0,0,0,82,82,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,403,1997,11,245,137,0,17,0,0,0,410,410,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,404,1997,7,250,93,0,47,0,0,0,397,397,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,405,1997,1,51,12,0,5,0,0,0,69,69,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,406,1997,0,97,49,0,35,0,0,0,181,181,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,407,1997,6,313,66,5,19,0,0,0,409,409,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,408,1997,2,137,24,0,4,0,0,0,167,167,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,409,1997,4,215,50,0,11,0,0,0,280,280,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,410,1997,17,318,119,1,83,0,0,0,538,538,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,411,1997,6,88,12,0,10,0,0,0,116,116,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,412,1997,0,69,56,0,23,0,0,0,148,148,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hopelchén,CAMPECHE,4006,413,1997,4,56,29,1,1,0,0,0,91,91,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,428,1997,19,466,128,0,10,0,0,0,623,623,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,429,1997,13,593,170,0,17,0,0,0,793,793,1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,430,1997,4,72,41,0,1,0,0,0,118,118,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,431,1997,8,264,77,0,1,0,0,0,350,350,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,432,1997,2,167,43,0,0,0,0,0,212,212,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,433,1997,8,128,55,0,6,0,0,0,197,197,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,434,1997,1,26,7,0,0,0,0,0,34,34,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,435,1997,8,175,44,0,1,0,0,0,228,228,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,436,1997,3,23,14,0,1,0,0,0,41,41,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,437,1997,10,26,7,0,0,0,0,0,43,43,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,438,1997,6,20,3,0,1,0,0,0,30,30,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palizada,CAMPECHE,4007,439,1997,23,89,31,0,0,0,0,0,143,143,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,440,1997,7,261,162,3,89,3,1,21,547,547,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,441,1997,19,257,265,0,106,4,0,8,659,659,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,442,1997,16,340,212,1,83,2,1,9,664,664,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,443,1997,13,375,189,0,109,2,0,12,700,700,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,444,1997,0,19,35,0,2,0,0,12,68,68,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,445,1997,4,284,116,1,109,3,0,1,518,518,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,446,1997,0,16,33,1,8,0,0,0,58,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenabo,CAMPECHE,4008,447,1997,1,127,78,0,1,0,0,0,207,207,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,359,2000,5,247,163,NA,NA,0,NA,NA,419,419,576,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,360,2000,13,392,156,NA,NA,0,NA,NA,574,574,880,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,362,2000,28,171,70,NA,NA,1,NA,NA,279,279,451,7,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,413,2000,14,36,0,NA,NA,0,NA,NA,50,50,256,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,414,2000,18,79,17,NA,NA,0,NA,NA,118,118,170,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,415,2000,61,395,57,NA,NA,0,NA,NA,574,574,1065,61,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,416,2000,4,29,25,NA,NA,0,NA,NA,61,61,98,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,417,2000,96,461,166,NA,NA,0,NA,NA,741,741,1445,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,418,2000,3,46,9,NA,NA,0,NA,NA,61,61,108,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,419,2000,10,100,18,NA,NA,0,NA,NA,137,137,267,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,420,2000,24,67,24,NA,NA,0,NA,NA,118,118,162,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,421,2000,35,236,132,NA,NA,0,NA,NA,467,467,1046,64,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,422,2000,12,222,93,NA,NA,0,NA,NA,328,328,661,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,423,2000,4,28,69,NA,NA,3,NA,NA,111,111,145,4,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,424,2000,14,97,38,NA,NA,0,NA,NA,176,176,376,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,425,2000,25,157,88,NA,NA,0,NA,NA,281,281,433,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,426,2000,64,321,116,NA,NA,0,NA,NA,509,509,1131,7,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calakmul,CAMPECHE,4010,427,2000,58,221,40,NA,NA,0,NA,NA,326,326,668,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,147,2000,204,410,14,NA,NA,0,NA,NA,649,649,949,3,1,2,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,148,2000,275,284,11,NA,NA,0,NA,NA,589,589,852,0,2,2,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,149,2000,365,230,9,NA,NA,0,NA,NA,623,623,910,13,0,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,150,2000,196,297,14,NA,NA,0,NA,NA,523,523,725,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,151,2000,193,244,12,NA,NA,0,NA,NA,465,465,656,6,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,152,2000,241,325,22,NA,NA,0,NA,NA,628,628,919,2,2,1,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,153,2000,275,288,10,NA,NA,0,NA,NA,627,627,888,20,0,3,5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,154,2000,312,316,6,NA,NA,0,NA,NA,710,710,1078,36,1,5,7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calkiní,CAMPECHE,4001,155,2000,239,307,36,NA,NA,0,NA,NA,674,674,1046,17,0,2,17,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
