mun,state,uniqueid,section,year,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,total,valid,listanominal,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
HECELCHAKÁN,CAMPECHE,4005,379,2009,585,NA,9,NA,0,11,NA,NA,794,789,1007,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HECELCHAKÁN,CAMPECHE,4005,380,2009,162,NA,3,NA,0,7,NA,NA,445,442,912,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,381,2009,633,NA,9,NA,0,0,NA,NA,1018,1009,1441,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,382,2009,673,NA,6,NA,0,1,NA,NA,1190,1180,2226,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,10,NA,NA,493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,383,2009,369,NA,3,NA,0,0,NA,NA,727,712,1177,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,15,NA,NA,323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,384,2009,365,NA,10,NA,2,3,NA,NA,683,662,857,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,21,NA,NA,280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,385,2009,174,NA,0,NA,0,0,NA,NA,240,239,272,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,386,2009,56,NA,2,NA,1,0,NA,NA,183,179,303,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,387,2009,88,NA,1,NA,0,0,NA,NA,175,173,187,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,388,2009,699,NA,11,NA,6,4,NA,NA,1431,1404,1999,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,27,NA,NA,659,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,389,2009,358,NA,9,NA,1,0,NA,NA,640,620,863,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,20,NA,NA,247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,390,2009,115,NA,1,NA,0,1,NA,NA,192,192,219,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,391,2009,160,NA,2,NA,0,1,NA,NA,233,231,339,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,392,2009,71,NA,1,NA,0,0,NA,NA,128,128,136,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,393,2009,76,NA,0,NA,1,0,NA,NA,101,97,116,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,394,2009,279,NA,10,NA,1,1,NA,NA,554,551,626,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,395,2009,363,NA,4,NA,1,2,NA,NA,543,543,688,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,396,2009,222,NA,5,NA,1,0,NA,NA,351,346,449,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,397,2009,329,NA,4,NA,1,1,NA,NA,444,429,586,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,15,NA,NA,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,398,2009,257,NA,6,NA,1,1,NA,NA,458,458,637,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,NA,188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,399,2009,225,NA,2,NA,0,1,NA,NA,334,326,409,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,8,NA,NA,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,400,2009,400,NA,2,NA,0,0,NA,NA,815,814,980,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,401,2009,450,NA,1,NA,1,1,NA,NA,809,808,959,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,402,2009,83,NA,13,NA,0,0,NA,NA,155,145,552,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,NA,NA,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,403,2009,344,NA,6,NA,0,3,NA,NA,679,666,1064,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,13,NA,NA,299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,404,2009,286,NA,11,NA,0,0,NA,NA,578,563,787,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,15,NA,NA,255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,405,2009,66,NA,2,NA,1,0,NA,NA,109,106,430,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,406,2009,172,NA,6,NA,3,0,NA,NA,244,244,351,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,407,2009,352,NA,6,NA,2,1,NA,NA,556,550,691,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6,NA,NA,188,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,408,2009,143,NA,1,NA,0,0,NA,NA,254,249,305,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,409,2009,336,NA,8,NA,0,1,NA,NA,499,482,604,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,17,NA,NA,135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,410,2009,603,NA,8,NA,0,0,NA,NA,990,975,1133,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,15,NA,NA,355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,411,2009,181,NA,5,NA,0,0,NA,NA,274,265,356,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9,NA,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,412,2009,157,NA,2,NA,2,0,NA,NA,242,239,253,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOPELCHÉN,CAMPECHE,4006,413,2009,134,NA,0,NA,0,0,NA,NA,180,178,211,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,428,2009,37,NA,5,NA,1,1,NA,NA,846,807,1164,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,NA,39,NA,NA,482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,429,2009,50,NA,4,NA,0,0,NA,NA,1126,1077,1642,NA,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,49,NA,NA,569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,430,2009,50,NA,7,NA,2,2,NA,NA,299,271,364,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,28,NA,NA,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,431,2009,22,NA,3,NA,0,0,NA,NA,528,499,669,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,29,NA,NA,258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,432,2009,20,NA,3,NA,2,2,NA,NA,299,284,358,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,15,NA,NA,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,433,2009,40,NA,2,NA,2,2,NA,NA,414,381,518,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,33,NA,NA,212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,434,2009,5,NA,3,NA,1,1,NA,NA,120,107,151,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,13,NA,NA,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,435,2009,14,NA,2,NA,1,1,NA,NA,318,280,474,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,38,NA,NA,187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,436,2009,6,NA,1,NA,0,0,NA,NA,45,45,79,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,0,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,437,2009,3,NA,0,NA,0,0,NA,NA,53,49,66,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,4,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PALIZADA,CAMPECHE,4007,439,2009,28,NA,2,NA,1,1,NA,NA,383,362,454,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,21,NA,NA,208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,440,2009,516,NA,5,NA,1,9,NA,NA,995,964,1260,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,31,NA,NA,414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,441,2009,574,NA,0,NA,0,7,NA,NA,1089,1059,1332,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,30,NA,NA,474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,442,2009,560,NA,2,NA,0,16,NA,NA,1101,1058,1362,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,43,NA,NA,471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,443,2009,496,NA,2,NA,2,9,NA,NA,1078,1041,1365,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,37,NA,NA,526,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,444,2009,65,NA,1,NA,0,2,NA,NA,130,128,141,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,445,2009,333,NA,4,NA,3,13,NA,NA,780,716,908,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,64,NA,NA,344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,446,2009,35,NA,0,NA,0,1,NA,NA,67,64,91,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TENABO,CAMPECHE,4008,447,2009,101,NA,1,NA,0,0,NA,NA,280,277,318,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,359,2012,210,NA,11,NA,NA,NA,NA,NA,618,606,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,40,NA,NA,312,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,360,2012,302,NA,31,NA,NA,NA,NA,NA,809,778,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,80,NA,NA,341,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,362,2012,141,NA,23,NA,NA,NA,NA,NA,539,489,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,52,NA,NA,211,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,413,2012,36,NA,0,NA,NA,NA,NA,NA,95,90,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,414,2012,69,NA,6,NA,NA,NA,NA,NA,172,168,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,77,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,415,2012,455,NA,36,NA,NA,NA,NA,NA,1126,1077,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,71,NA,NA,453,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,416,2012,49,NA,7,NA,NA,NA,NA,NA,116,109,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,11,NA,NA,32,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,417,2012,846,NA,107,NA,NA,NA,NA,NA,2087,2060,3376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,119,NA,NA,847,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,418,2012,40,NA,5,NA,NA,NA,NA,NA,83,82,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,419,2012,88,NA,15,NA,NA,NA,NA,NA,242,229,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,4,NA,NA,93,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,420,2012,31,NA,78,NA,NA,NA,NA,NA,189,176,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,7,NA,NA,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,421,2012,469,NA,35,NA,NA,NA,NA,NA,1086,1025,1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,13,NA,NA,305,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,422,2012,92,NA,16,NA,NA,NA,NA,NA,491,451,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,26,NA,NA,165,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,423,2012,100,NA,0,NA,NA,NA,NA,NA,180,167,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,1,NA,NA,56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,424,2012,105,NA,8,NA,NA,NA,NA,NA,260,241,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,3,NA,NA,91,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,425,2012,184,NA,46,NA,NA,NA,NA,NA,507,485,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,27,NA,NA,214,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,426,2012,504,NA,34,NA,NA,NA,NA,NA,1189,1108,1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,43,NA,NA,357,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAKMUL,CAMPECHE,4010,427,2012,206,NA,42,NA,NA,NA,NA,NA,720,673,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,12,NA,NA,341,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,147,2012,235,NA,58,NA,NA,NA,NA,NA,1072,1025,1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,85,NA,NA,572,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,148,2012,168,NA,35,NA,NA,NA,NA,NA,785,761,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,73,NA,NA,420,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,149,2012,164,NA,26,NA,NA,NA,NA,NA,850,815,1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,67,NA,NA,498,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,150,2012,123,NA,20,NA,NA,NA,NA,NA,604,580,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,68,NA,NA,329,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,151,2012,111,NA,20,NA,NA,NA,NA,NA,631,615,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,65,NA,NA,360,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,152,2012,148,NA,25,NA,NA,NA,NA,NA,798,764,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,71,NA,NA,478,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,153,2012,147,NA,96,NA,NA,NA,NA,NA,774,811,969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,90,NA,NA,423,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,154,2012,202,NA,29,NA,NA,NA,NA,NA,1078,1046,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,144,NA,NA,603,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,155,2012,138,NA,46,NA,NA,NA,NA,NA,942,916,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,120,NA,NA,546,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,156,2012,132,NA,16,NA,NA,NA,NA,NA,555,527,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,34,NA,NA,310,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,157,2012,73,NA,23,NA,NA,NA,NA,NA,528,513,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,21,NA,NA,383,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,158,2012,82,NA,20,NA,NA,NA,NA,NA,659,635,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,41,NA,NA,468,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,159,2012,155,NA,14,NA,NA,NA,NA,NA,585,569,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,49,NA,NA,340,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,160,2012,185,NA,18,NA,NA,NA,NA,NA,586,566,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,46,NA,NA,299,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,161,2012,189,NA,14,NA,NA,NA,NA,NA,608,589,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,43,NA,NA,316,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,162,2012,273,NA,28,NA,NA,NA,NA,NA,690,688,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,33,NA,NA,337,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,163,2012,230,NA,9,NA,NA,NA,NA,NA,645,625,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,17,NA,NA,356,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,164,2012,138,NA,16,NA,NA,NA,NA,NA,632,612,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,24,NA,NA,400,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,165,2012,3,NA,0,NA,NA,NA,NA,NA,224,222,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,215,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,166,2012,589,NA,16,NA,NA,NA,NA,NA,1610,1590,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,51,NA,NA,928,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,167,2012,322,NA,2,NA,NA,NA,NA,NA,938,925,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,24,NA,NA,573,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,168,2012,375,NA,4,NA,NA,NA,NA,NA,1010,987,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,14,NA,NA,580,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,169,2012,324,NA,34,NA,NA,NA,NA,NA,1142,1112,1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,62,NA,NA,671,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,170,2012,224,NA,19,NA,NA,NA,NA,NA,750,715,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,22,NA,NA,410,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,171,2012,101,NA,7,NA,NA,NA,NA,NA,541,525,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,12,NA,NA,397,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,172,2012,217,NA,17,NA,NA,NA,NA,NA,907,874,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,10,NA,NA,582,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,173,2012,228,NA,61,NA,NA,NA,NA,NA,1243,1192,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,181,NA,NA,564,158,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,174,2012,102,NA,34,NA,NA,NA,NA,NA,833,785,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,88,NA,NA,436,125,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,175,2012,232,NA,41,NA,NA,NA,NA,NA,1332,1271,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,160,NA,NA,631,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,176,2012,262,NA,34,NA,NA,NA,NA,NA,1307,1243,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,75,NA,NA,702,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,177,2012,234,NA,42,NA,NA,NA,NA,NA,1217,1178,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,113,NA,NA,603,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,178,2012,57,NA,7,NA,NA,NA,NA,NA,238,226,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4,NA,NA,154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,179,2012,238,NA,17,NA,NA,NA,NA,NA,1019,987,1179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,11,NA,NA,711,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALKINÍ,CAMPECHE,4001,180,2012,555,NA,30,NA,NA,NA,NA,NA,1487,1450,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,42,NA,NA,798,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
