uniqueid,year,state,mun,section,incumbent_party_magar,incumbent_candidate_magar,final_incumbent,incumbent_vote,party_component,mutually_exclusive,researched_incumbent,source_researched_incumbent,incumbent_party_JL,incumbent_candidate_JL,incumbent_party_Horacio,incumbent_party_inafed,incumbent_candidate_inafed,state_incumbent_party,state_incumbent_vote,state_incumbent_vote_party_component,PRI_vote,PRI_vote_party_component,PRD_vote,PRD_vote_party_component,PAN_vote,PAN_vote_party_component,MORENA_vote,MORENA_vote_party_component,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,turnout,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
4003,2000,CAMPECHE,Carmen,208,PRI,LUIS ALBERTO FUENTES MENA,PRI,214,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,214,PRI,214,PRI,45,PRD,471,PAN,NA,NA,PRD,NA,45,PRD,0.0898880719,1228,758,758,0.6172638436482085,471,214,45,NA,NA,6,NA,NA,16,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,209,PRI,LUIS ALBERTO FUENTES MENA,PRI,303,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,303,PRI,303,PRI,35,PRD,482,PAN,NA,NA,PRD,NA,35,PRD,0.0898880719,1336,871,871,0.6519461077844312,482,303,35,NA,NA,9,NA,NA,31,1,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,210,PRI,LUIS ALBERTO FUENTES MENA,PRI,268,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,268,PRI,268,PRI,45,PRD,490,PAN,NA,NA,PRD,NA,45,PRD,0.0898880719,1454,844,844,0.5804676753782668,490,268,45,NA,NA,3,NA,NA,22,1,2,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,211,PRI,LUIS ALBERTO FUENTES MENA,PRI,247,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,247,PRI,247,PRI,38,PRD,598,PAN,NA,NA,PRD,NA,38,PRD,0.0898880719,1411,916,916,0.6491849751948973,598,247,38,NA,NA,5,NA,NA,23,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,212,PRI,LUIS ALBERTO FUENTES MENA,PRI,124,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,124,PRI,124,PRI,36,PRD,288,PAN,NA,NA,PRD,NA,36,PRD,0.0898880719,729,474,474,0.6502057613168725,288,124,36,NA,NA,2,NA,NA,19,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,213,PRI,LUIS ALBERTO FUENTES MENA,PRI,130,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,130,PRI,130,PRI,39,PRD,365,PAN,NA,NA,PRD,NA,39,PRD,0.0898880719,867,567,567,0.6539792387543253,365,130,39,NA,NA,1,NA,NA,23,1,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,214,PRI,LUIS ALBERTO FUENTES MENA,PRI,205,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,205,PRI,205,PRI,33,PRD,488,PAN,NA,NA,PRD,NA,33,PRD,0.0898880719,1126,761,761,0.6758436944937833,488,205,33,NA,NA,2,NA,NA,27,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,215,PRI,LUIS ALBERTO FUENTES MENA,PRI,51,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,51,PRI,51,PRI,11,PRD,173,PAN,NA,NA,PRD,NA,11,PRD,0.0898880719,379,251,251,0.662269129287599,173,51,11,NA,NA,0,NA,NA,13,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,216,PRI,LUIS ALBERTO FUENTES MENA,PRI,184,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,184,PRI,184,PRI,28,PRD,382,PAN,NA,NA,PRD,NA,28,PRD,0.0898880719,919,617,617,0.6713819368879217,382,184,28,NA,NA,1,NA,NA,18,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,217,PRI,LUIS ALBERTO FUENTES MENA,PRI,238,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,238,PRI,238,PRI,38,PRD,422,PAN,NA,NA,PRD,NA,38,PRD,0.0898880719,1169,722,722,0.6176218990590248,422,238,38,NA,NA,2,NA,NA,13,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,218,PRI,LUIS ALBERTO FUENTES MENA,PRI,246,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,246,PRI,246,PRI,58,PRD,445,PAN,NA,NA,PRD,NA,58,PRD,0.0898880719,1233,795,795,0.6447688564476886,445,246,58,NA,NA,3,NA,NA,35,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,219,PRI,LUIS ALBERTO FUENTES MENA,PRI,86,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,86,PRI,86,PRI,21,PRD,190,PAN,NA,NA,PRD,NA,21,PRD,0.0898880719,473,303,303,0.6405919661733616,190,86,21,NA,NA,0,NA,NA,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,220,PRI,LUIS ALBERTO FUENTES MENA,PRI,139,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,139,PRI,139,PRI,15,PRD,240,PAN,NA,NA,PRD,NA,15,PRD,0.0898880719,617,413,413,0.6693679092382496,240,139,15,NA,NA,4,NA,NA,10,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,221,PRI,LUIS ALBERTO FUENTES MENA,PRI,94,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,94,PRI,94,PRI,22,PRD,357,PAN,NA,NA,PRD,NA,22,PRD,0.0898880719,779,496,496,0.6367137355584083,357,94,22,NA,NA,5,NA,NA,16,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,222,PRI,LUIS ALBERTO FUENTES MENA,PRI,97,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,97,PRI,97,PRI,7,PRD,261,PAN,NA,NA,PRD,NA,7,PRD,0.0898880719,578,375,375,0.6487889273356401,261,97,7,NA,NA,2,NA,NA,4,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,223,PRI,LUIS ALBERTO FUENTES MENA,PRI,129,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,129,PRI,129,PRI,31,PRD,351,PAN,NA,NA,PRD,NA,31,PRD,0.0898880719,761,527,527,0.6925098554533509,351,129,31,NA,NA,1,NA,NA,11,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,224,PRI,LUIS ALBERTO FUENTES MENA,PRI,187,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,187,PRI,187,PRI,53,PRD,438,PAN,NA,NA,PRD,NA,53,PRD,0.0898880719,1140,712,712,0.624561403508772,438,187,53,NA,NA,6,NA,NA,22,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,225,PRI,LUIS ALBERTO FUENTES MENA,PRI,182,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,182,PRI,182,PRI,32,PRD,383,PAN,NA,NA,PRD,NA,32,PRD,0.0898880719,1036,631,631,0.609073359073359,383,182,32,NA,NA,15,NA,NA,14,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,226,PRI,LUIS ALBERTO FUENTES MENA,PRI,123,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,123,PRI,123,PRI,40,PRD,359,PAN,NA,NA,PRD,NA,40,PRD,0.0898880719,953,548,548,0.5750262329485835,359,123,40,NA,NA,1,NA,NA,23,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,227,PRI,LUIS ALBERTO FUENTES MENA,PRI,186,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,186,PRI,186,PRI,51,PRD,393,PAN,NA,NA,PRD,NA,51,PRD,0.0898880719,1130,672,672,0.5946902654867257,393,186,51,NA,NA,11,NA,NA,25,1,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,228,PRI,LUIS ALBERTO FUENTES MENA,PRI,149,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,149,PRI,149,PRI,35,PRD,264,PAN,NA,NA,PRD,NA,35,PRD,0.0898880719,863,464,464,0.5376593279258401,264,149,35,NA,NA,2,NA,NA,11,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,229,PRI,LUIS ALBERTO FUENTES MENA,PRI,627,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,627,PRI,627,PRI,124,PRD,626,PAN,NA,NA,PRD,NA,124,PRD,0.0898880719,2831,1472,1472,0.5199576121511833,626,627,124,NA,NA,4,NA,NA,83,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,230,PRI,LUIS ALBERTO FUENTES MENA,PRI,615,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,615,PRI,615,PRI,137,PRD,984,PAN,NA,NA,PRD,NA,137,PRD,0.0898880719,3560,1808,1808,0.5078651685393258,984,615,137,NA,NA,11,NA,NA,51,3,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,231,PRI,LUIS ALBERTO FUENTES MENA,PRI,240,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,240,PRI,240,PRI,82,PRD,233,PAN,NA,NA,PRD,NA,82,PRD,0.0898880719,881,574,574,0.6515323496027242,233,240,82,NA,NA,0,NA,NA,13,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,232,PRI,LUIS ALBERTO FUENTES MENA,PRI,220,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,220,PRI,220,PRI,60,PRD,412,PAN,NA,NA,PRD,NA,60,PRD,0.0898880719,1293,723,723,0.5591647331786543,412,220,60,NA,NA,2,NA,NA,25,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,233,PRI,LUIS ALBERTO FUENTES MENA,PRI,291,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,291,PRI,291,PRI,65,PRD,409,PAN,NA,NA,PRD,NA,65,PRD,0.0898880719,1370,819,819,0.5978102189781022,409,291,65,NA,NA,3,NA,NA,43,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,234,PRI,LUIS ALBERTO FUENTES MENA,PRI,298,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,298,PRI,298,PRI,45,PRD,389,PAN,NA,NA,PRD,NA,45,PRD,0.0898880719,1332,787,787,0.5908408408408409,389,298,45,NA,NA,8,NA,NA,41,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,235,PRI,LUIS ALBERTO FUENTES MENA,PRI,186,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,186,PRI,186,PRI,34,PRD,313,PAN,NA,NA,PRD,NA,34,PRD,0.0898880719,964,562,562,0.58298755186722,313,186,34,NA,NA,9,NA,NA,16,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,236,PRI,LUIS ALBERTO FUENTES MENA,PRI,163,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,163,PRI,163,PRI,37,PRD,324,PAN,NA,NA,PRD,NA,37,PRD,0.0898880719,876,542,542,0.6187214611872146,324,163,37,NA,NA,3,NA,NA,10,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,237,PRI,LUIS ALBERTO FUENTES MENA,PRI,181,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,181,PRI,181,PRI,29,PRD,356,PAN,NA,NA,PRD,NA,29,PRD,0.0898880719,1004,581,581,0.5786852589641435,356,181,29,NA,NA,2,NA,NA,10,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,238,PRI,LUIS ALBERTO FUENTES MENA,PRI,28,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,28,PRI,28,PRI,1,PRD,44,PAN,NA,NA,PRD,NA,1,PRD,0.0898880719,233,74,74,0.31759656652360513,44,28,1,NA,NA,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,239,PRI,LUIS ALBERTO FUENTES MENA,PRI,110,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,110,PRI,110,PRI,15,PRD,381,PAN,NA,NA,PRD,NA,15,PRD,0.0898880719,791,517,517,0.6536030341340076,381,110,15,NA,NA,1,NA,NA,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,240,PRI,LUIS ALBERTO FUENTES MENA,PRI,177,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,177,PRI,177,PRI,38,PRD,301,PAN,NA,NA,PRD,NA,38,PRD,0.0898880719,939,541,541,0.5761448349307774,301,177,38,NA,NA,2,NA,NA,19,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,241,PRI,LUIS ALBERTO FUENTES MENA,PRI,172,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,172,PRI,172,PRI,48,PRD,283,PAN,NA,NA,PRD,NA,48,PRD,0.0898880719,965,526,526,0.5450777202072539,283,172,48,NA,NA,4,NA,NA,16,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,242,PRI,LUIS ALBERTO FUENTES MENA,PRI,193,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,193,PRI,193,PRI,42,PRD,285,PAN,NA,NA,PRD,NA,42,PRD,0.0898880719,947,535,535,0.5649419218585006,285,193,42,NA,NA,3,NA,NA,9,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,243,PRI,LUIS ALBERTO FUENTES MENA,PRI,215,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,215,PRI,215,PRI,43,PRD,318,PAN,NA,NA,PRD,NA,43,PRD,0.0898880719,1209,620,620,0.5128205128205128,318,215,43,NA,NA,3,NA,NA,36,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,244,PRI,LUIS ALBERTO FUENTES MENA,PRI,519,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,519,PRI,519,PRI,164,PRD,645,PAN,NA,NA,PRD,NA,164,PRD,0.0898880719,3271,1405,1405,0.4295322531335983,645,519,164,NA,NA,1,NA,NA,61,6,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,245,PRI,LUIS ALBERTO FUENTES MENA,PRI,185,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,185,PRI,185,PRI,70,PRD,269,PAN,NA,NA,PRD,NA,70,PRD,0.0898880719,993,556,556,0.5599194360523666,269,185,70,NA,NA,5,NA,NA,23,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,246,PRI,LUIS ALBERTO FUENTES MENA,PRI,198,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,198,PRI,198,PRI,39,PRD,255,PAN,NA,NA,PRD,NA,39,PRD,0.0898880719,944,525,525,0.5561440677966102,255,198,39,NA,NA,5,NA,NA,21,2,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,247,PRI,LUIS ALBERTO FUENTES MENA,PRI,138,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,138,PRI,138,PRI,26,PRD,212,PAN,NA,NA,PRD,NA,26,PRD,0.0898880719,733,404,404,0.5511596180081856,212,138,26,NA,NA,2,NA,NA,21,3,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,248,PRI,LUIS ALBERTO FUENTES MENA,PRI,197,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,197,PRI,197,PRI,64,PRD,195,PAN,NA,NA,PRD,NA,64,PRD,0.0898880719,961,497,497,0.5171696149843913,195,197,64,NA,NA,5,NA,NA,34,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,249,PRI,LUIS ALBERTO FUENTES MENA,PRI,168,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,168,PRI,168,PRI,63,PRD,301,PAN,NA,NA,PRD,NA,63,PRD,0.0898880719,1145,561,561,0.48995633187772925,301,168,63,NA,NA,3,NA,NA,19,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,250,PRI,LUIS ALBERTO FUENTES MENA,PRI,313,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,313,PRI,313,PRI,25,PRD,239,PAN,NA,NA,PRD,NA,25,PRD,0.0898880719,971,609,609,0.627188465499485,239,313,25,NA,NA,2,NA,NA,26,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,251,PRI,LUIS ALBERTO FUENTES MENA,PRI,261,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,261,PRI,261,PRI,15,PRD,203,PAN,NA,NA,PRD,NA,15,PRD,0.0898880719,741,493,493,0.6653171390013495,203,261,15,NA,NA,1,NA,NA,10,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,252,PRI,LUIS ALBERTO FUENTES MENA,PRI,281,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,281,PRI,281,PRI,4,PRD,204,PAN,NA,NA,PRD,NA,4,PRD,0.0898880719,732,500,500,0.6830601092896175,204,281,4,NA,NA,1,NA,NA,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,253,PRI,LUIS ALBERTO FUENTES MENA,PRI,375,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,375,PRI,375,PRI,14,PRD,198,PAN,NA,NA,PRD,NA,14,PRD,0.0898880719,945,625,625,0.6613756613756614,198,375,14,NA,NA,0,NA,NA,37,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,2000,CAMPECHE,Carmen,254,PRI,LUIS ALBERTO FUENTES MENA,PRI,122,PRI,TRUE,NA,NA,PRI,LUIS ALBERTO FUENTES MENA,PRI,PRI,DR. LUIS ALBERTO FUENTES MENA,PRI,122,PRI,122,PRI,65,PRD,26,PAN,NA,NA,PRD,NA,65,PRD,0.0898880719,365,225,225,0.6164383561643836,26,122,65,NA,NA,2,NA,NA,9,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
