state,mun,section,uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,final_incumbent,incumbent_vote,party_component,mutually_exclusive,incumbent_party_JL,incumbent_candidate_JL,runnerup_party_magar,runnerup_candidate_magar,runnerup_vote,runnerup_party_component,margin,listanominal,valid,total,PAN,PRI,PRD,PartCardenista,PT,PVEM,PPS,PD,PT_PC_PAS_PSN,PDS,PCD,PARM,DSPPN,PC,PSN,PAS,FUERZACIUDADANA,MEXICOPOSIBLE,PLM,nulos,PRD_PT_PC,PANAL,PRI_PANAL,PSD,PRI_PVEM,PT_PC,MC,MORENA,PH,PES,PAN_MC,PRI_PVEM_PANAL,PLC,CI_1,CI_2
CAMPECHE,CHAMPOTÓN,313,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,336,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,315,PAN,0.0266238864,1154,701,717,315,NA,2,NA,9,27,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,16,NA,NA,336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,314,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,369,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,305,PAN,0.0266238864,1134,718,722,305,NA,5,NA,14,20,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,369,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,315,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,436,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,278,PAN,0.0266238864,1194,755,778,278,NA,3,NA,14,15,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,23,NA,NA,436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,316,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,473,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,295,PAN,0.0266238864,1364,812,841,295,NA,4,NA,5,26,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,29,NA,NA,473,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,317,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,389,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,428,PAN,0.0266238864,1477,872,898,428,NA,7,NA,17,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,26,NA,NA,389,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,318,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,409,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,395,PAN,0.0266238864,1330,841,862,395,NA,9,NA,7,15,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,21,NA,NA,409,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,319,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,891,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,832,PAN,0.0266238864,3199,1806,1848,832,NA,11,NA,32,22,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,42,NA,NA,891,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,320,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,544,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,445,PAN,0.0266238864,1342,1002,1022,445,NA,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,20,NA,NA,544,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,321,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,342,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,239,PAN,0.0266238864,792,587,592,239,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,322,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,367,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,259,PAN,0.0266238864,946,635,654,259,NA,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,19,NA,NA,367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,323,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,432,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,271,PAN,0.0266238864,969,711,727,271,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,16,NA,NA,432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,324,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,448,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,314,PAN,0.0266238864,1085,774,796,314,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,22,NA,NA,448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,325,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,443,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,372,PAN,0.0266238864,1114,836,853,372,NA,4,NA,5,3,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,17,NA,NA,443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,326,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,234,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,226,PAN,0.0266238864,625,468,476,226,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,8,NA,NA,234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,327,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,621,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,427,PAN,0.0266238864,1320,1084,1105,427,NA,1,NA,2,6,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,21,NA,NA,621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,328,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,474,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,357,PAN,0.0266238864,1123,863,874,357,NA,4,NA,2,17,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,11,NA,NA,474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,329,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,271,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,227,PAN,0.0266238864,750,527,540,227,NA,7,NA,0,1,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,13,NA,NA,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,330,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,400,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,249,PAN,0.0266238864,923,721,742,249,NA,0,NA,1,60,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,21,NA,NA,400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,331,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,815,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,946,PAN,0.0266238864,3130,1883,1942,946,NA,13,NA,25,60,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,59,NA,NA,815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,332,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,185,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,128,PAN,0.0266238864,491,332,344,128,NA,4,NA,4,7,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,12,NA,NA,185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,333,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,415,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,275,PAN,0.0266238864,1050,728,770,275,NA,5,NA,15,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,42,NA,NA,415,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,334,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,257,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,283,PAN,0.0266238864,933,574,584,283,NA,6,NA,8,12,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,10,NA,NA,257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,335,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,160,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,185,PAN,0.0266238864,738,383,390,185,NA,5,NA,6,15,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,7,NA,NA,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,336,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,182,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,253,PAN,0.0266238864,823,461,486,253,NA,5,NA,10,11,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,25,NA,NA,182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,337,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,201,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,237,PAN,0.0266238864,752,471,485,237,NA,1,NA,4,26,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14,NA,NA,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,338,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,86,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,61,PAN,0.0266238864,215,152,156,61,NA,0,NA,0,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,339,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,170,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,353,PAN,0.0266238864,941,536,550,353,NA,3,NA,2,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,14,NA,NA,170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,340,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,482,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,800,PAN,0.0266238864,2534,1337,1379,800,NA,5,NA,22,20,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,42,NA,NA,482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,341,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,317,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,333,PAN,0.0266238864,1007,667,695,333,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,28,NA,NA,317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,342,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,384,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,444,PAN,0.0266238864,1269,857,865,444,NA,9,NA,5,15,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8,NA,NA,384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,343,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,301,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,282,PAN,0.0266238864,840,608,619,282,NA,18,NA,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,344,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,225,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,165,PAN,0.0266238864,643,403,412,165,NA,4,NA,0,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9,NA,NA,225,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,345,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,187,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,251,PAN,0.0266238864,811,462,474,251,NA,9,NA,6,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,12,NA,NA,187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,346,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,279,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,264,PAN,0.0266238864,1027,573,576,264,NA,11,NA,9,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,347,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,419,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,336,PAN,0.0266238864,1240,770,770,336,NA,3,NA,8,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,348,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,145,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,229,PAN,0.0266238864,639,398,414,229,NA,11,NA,3,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,16,NA,NA,145,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,349,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,231,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,373,PAN,0.0266238864,960,637,656,373,NA,4,NA,12,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,19,NA,NA,231,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,350,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,362,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,430,PAN,0.0266238864,1145,807,824,430,NA,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,17,NA,NA,362,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,351,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,153,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,141,PAN,0.0266238864,357,300,304,141,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,352,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,139,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,177,PAN,0.0266238864,486,330,337,177,NA,1,NA,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7,NA,NA,139,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,353,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,102,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,115,PAN,0.0266238864,287,219,224,115,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5,NA,NA,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,354,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,99,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,302,PAN,0.0266238864,588,430,447,302,NA,3,NA,11,2,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,17,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,CHAMPOTÓN,355,4004,2009,PRI,MARIO LUIS GARCIA ORTEGON,PRI,101,PRI_PANAL,TRUE,PRI,MARIO LUIS GARCIA ORTEGON,PAN,NA,92,PAN,0.0266238864,228,198,201,92,NA,1,NA,0,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,273,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,77,PRI_PANAL,0.0843718916,274,167,167,82,NA,4,NA,1,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,356,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,359,PRI_PANAL,0.0843718916,1466,905,946,345,NA,41,NA,3,2,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,41,NA,NA,359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,357,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,207,PRI_PANAL,0.0843718916,546,322,344,70,NA,14,NA,1,0,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,22,NA,NA,207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,358,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,72,PRI_PANAL,0.0843718916,314,176,186,69,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,10,NA,NA,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,361,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,314,PRI_PANAL,0.0843718916,1250,712,743,271,NA,25,NA,7,1,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,31,NA,NA,314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,448,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,367,PRI_PANAL,0.0843718916,1603,960,989,392,NA,33,NA,0,1,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,29,NA,NA,367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,449,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,257,PRI_PANAL,0.0843718916,1233,697,723,288,NA,30,NA,2,1,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,26,NA,NA,257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,450,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,307,PRI_PANAL,0.0843718916,1073,633,665,243,NA,29,NA,0,0,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,32,NA,NA,307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,451,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,376,PRI_PANAL,0.0843718916,1511,905,940,347,NA,68,NA,1,2,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,35,NA,NA,376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,452,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,166,PRI_PANAL,0.0843718916,701,396,396,152,NA,25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,0,NA,NA,166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,453,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,215,PRI_PANAL,0.0843718916,850,534,548,202,NA,19,NA,1,0,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,14,NA,NA,215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,454,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,454,PRI_PANAL,0.0843718916,1613,992,1020,359,NA,37,NA,2,1,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,28,NA,NA,454,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,455,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,320,PRI_PANAL,0.0843718916,1447,676,691,277,NA,11,NA,0,0,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,15,NA,NA,320,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,456,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,236,PRI_PANAL,0.0843718916,824,468,483,135,NA,19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,15,NA,NA,236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,457,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,187,PRI_PANAL,0.0843718916,700,420,420,116,NA,30,NA,0,0,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,0,NA,NA,187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,458,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,248,PRI_PANAL,0.0843718916,943,568,591,235,NA,10,NA,0,1,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,23,NA,NA,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,459,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,197,PRI_PANAL,0.0843718916,805,488,503,207,NA,18,NA,1,1,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,15,NA,NA,197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPECHE,ESCÁRCEGA,460,4009,2009,PRD_PT_PC,AURELIANO QUIRARTE RODRIGUEZ,NA,NA,NA,TRUE,COALICIoN,AURELIANO QUIRARTE RODRIGUEZ,PRI,NA,220,PRI_PANAL,0.0843718916,994,468,481,167,NA,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,13,NA,NA,220,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
