CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,CAND_IND48,CAND_IND49,CAND_IND50,CAND_IND51,CAND_IND52,CAND_IND53,CAND_IND54,CAND_IND55,CAND_IND56,CAND_IND57,CAND_IND58,CAND_IND59,CAND_IND60,CAND_IND61,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,17,BUCERIAS,4,BAHIA DE BANDERAS,115,12,1502,883,74,181,28,33,452,31,82,0,51,8,4,1,0,14,5,1,0,0,1,,,502,,,,,,,,,,,,,,,,,,,,,,0,3853,112,3965,8919
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,116,9,693,745,39,99,12,17,251,32,58,0,35,8,1,2,0,4,5,0,1,0,1,,,309,,,,,,,,,,,,,,,,,,,,,,1,2312,58,2371,6163
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,117,4,448,298,21,114,12,8,81,13,38,0,36,4,0,0,0,3,2,0,0,0,0,,,108,,,,,,,,,,,,,,,,,,,,,,0,1186,19,1205,2388
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,118,16,1086,1006,145,157,23,54,390,76,167,0,77,13,2,2,0,10,10,2,2,0,2,,,1226,,,,,,,,,,,,,,,,,,,,,,2,4450,135,4587,11688
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,119,5,345,360,34,58,11,35,183,15,43,0,24,2,1,0,0,11,0,0,3,0,0,,,300,,,,,,,,,,,,,,,,,,,,,,0,1425,50,1475,3328
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,120,5,536,756,31,75,7,80,131,25,26,0,29,3,1,1,0,8,2,4,0,1,0,,,251,,,,,,,,,,,,,,,,,,,,,,1,1967,65,2033,3551
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,121,3,214,287,12,73,4,2,132,8,16,0,6,0,0,0,0,0,2,0,1,0,0,,,130,,,,,,,,,,,,,,,,,,,,,,0,887,34,921,1578
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,122,3,252,274,9,85,4,2,160,27,40,0,5,1,0,0,0,1,2,0,2,0,0,,,124,,,,,,,,,,,,,,,,,,,,,,0,988,35,1023,2201
1,18,NAYARIT,18,MEZCALES,4,BAHIA DE BANDERAS,123,3,194,223,17,45,3,4,114,7,44,0,1,2,0,0,0,3,1,0,0,0,0,,,97,,,,,,,,,,,,,,,,,,,,,,0,755,38,793,1839
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,124,2,259,147,8,2,3,2,18,15,69,13,2,0,0,0,0,0,0,0,0,0,0,,,,24,,,,,,,,,,,,,,,,,,,,,0,562,25,587,968
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,125,2,194,238,4,6,4,2,12,10,88,20,1,1,0,0,0,1,0,0,0,0,0,,,,28,,,,,,,,,,,,,,,,,,,,,1,609,19,629,1057
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,126,2,293,271,18,7,17,2,41,11,116,26,1,0,0,0,0,1,0,0,0,0,0,,,,32,,,,,,,,,,,,,,,,,,,,,0,836,36,872,1455
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,127,1,128,144,5,4,2,1,9,4,46,30,1,1,1,0,0,0,0,0,0,0,0,,,,40,,,,,,,,,,,,,,,,,,,,,0,416,10,426,697
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,128,2,203,175,25,2,4,2,12,6,69,23,1,1,0,0,0,1,0,0,0,0,0,,,,21,,,,,,,,,,,,,,,,,,,,,1,545,18,564,843
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,129,2,230,254,16,3,4,1,24,6,82,44,2,0,0,0,0,3,0,0,0,0,0,,,,27,,,,,,,,,,,,,,,,,,,,,1,696,18,715,1113
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,130,1,118,152,3,2,4,1,12,4,67,21,0,0,0,0,0,0,0,0,0,0,0,,,,7,,,,,,,,,,,,,,,,,,,,,0,391,10,401,640
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,131,1,166,147,5,1,6,2,21,0,49,6,0,0,0,0,0,0,0,0,0,0,0,,,,15,,,,,,,,,,,,,,,,,,,,,0,418,11,429,610
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,132,3,362,267,14,7,6,1,28,12,126,19,4,2,0,0,0,0,1,1,1,0,0,,,,30,,,,,,,,,,,,,,,,,,,,,1,881,29,911,1545
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,133,3,330,281,16,6,20,1,44,7,86,16,0,1,0,0,0,1,0,0,1,0,0,,,,33,,,,,,,,,,,,,,,,,,,,,1,843,28,872,1537
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,134,2,207,202,6,5,9,1,14,3,65,17,0,0,1,0,0,0,0,1,0,0,0,,,,20,,,,,,,,,,,,,,,,,,,,,0,551,28,579,905
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,135,2,195,196,8,0,4,2,19,5,53,29,1,0,0,0,0,0,0,0,0,0,0,,,,16,,,,,,,,,,,,,,,,,,,,,1,528,18,547,842
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,136,1,190,190,5,8,5,1,9,7,37,18,0,0,0,0,0,1,0,0,0,0,0,,,,11,,,,,,,,,,,,,,,,,,,,,0,482,11,493,687
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,137,3,322,245,30,4,5,0,34,11,124,15,2,2,0,0,0,1,0,1,1,0,0,,,,45,,,,,,,,,,,,,,,,,,,,,0,842,23,865,1348
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,138,1,135,117,6,4,3,0,7,2,54,13,1,0,0,0,0,0,0,0,0,0,0,,,,18,,,,,,,,,,,,,,,,,,,,,0,360,12,372,618
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,139,1,79,85,10,4,9,5,40,13,29,2,0,0,0,0,0,0,0,0,0,0,0,,,,88,,,,,,,,,,,,,,,,,,,,,0,364,11,375,627
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,140,1,122,62,3,5,2,0,5,2,69,3,1,1,0,0,0,0,0,0,1,0,0,,,,37,,,,,,,,,,,,,,,,,,,,,1,313,15,329,504
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,141,1,127,90,2,5,18,0,13,5,41,32,1,0,0,0,0,0,0,0,0,0,0,,,,27,,,,,,,,,,,,,,,,,,,,,0,361,18,379,604
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,142,1,25,21,1,3,3,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,0,,,,6,,,,,,,,,,,,,,,,,,,,,0,70,4,74,118
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,143,2,92,55,10,1,4,0,66,2,12,2,0,0,0,0,0,1,0,0,0,0,0,,,,96,,,,,,,,,,,,,,,,,,,,,0,341,9,350,338
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,144,1,86,127,10,6,4,2,22,19,24,5,1,1,0,0,0,0,1,0,1,0,0,,,,29,,,,,,,,,,,,,,,,,,,,,0,338,29,367,630
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,145,2,121,124,7,7,5,0,34,13,44,4,0,0,0,0,0,1,1,0,1,0,0,,,,43,,,,,,,,,,,,,,,,,,,,,0,405,29,434,748
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,146,1,67,64,4,1,0,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,0,147,5,152,225
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,147,1,131,92,3,3,0,1,41,2,5,0,0,0,0,0,0,2,0,0,1,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,0,282,10,292,412
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,148,1,138,194,1,11,3,4,46,0,23,2,0,0,0,1,0,0,0,0,0,0,0,,,,43,,,,,,,,,,,,,,,,,,,,,0,466,15,481,705
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,149,1,87,145,3,10,5,1,45,5,21,4,0,0,0,0,0,0,0,0,0,0,1,,,,16,,,,,,,,,,,,,,,,,,,,,0,343,19,362,573
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,150,1,77,152,4,24,9,1,41,3,29,1,0,0,0,0,0,0,0,0,0,0,0,,,,14,,,,,,,,,,,,,,,,,,,,,0,355,9,364,567
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,151,2,139,208,8,42,18,2,108,12,47,4,1,0,0,0,0,0,2,0,0,0,0,,,,37,,,,,,,,,,,,,,,,,,,,,0,628,45,673,1078
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,152,2,141,143,4,10,7,2,122,4,27,3,1,3,1,0,0,1,0,0,0,0,0,,,,34,,,,,,,,,,,,,,,,,,,,,0,503,23,526,862
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,153,1,31,39,1,2,1,1,5,0,23,1,0,0,0,0,0,1,0,0,0,0,0,,,,6,,,,,,,,,,,,,,,,,,,,,0,111,7,118,234
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,154,1,98,52,12,14,6,4,13,3,16,1,3,3,0,0,0,0,1,0,0,0,0,,,,22,,,,,,,,,,,,,,,,,,,,,0,248,16,264,429
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,155,1,147,104,0,6,4,3,0,0,27,0,6,2,0,0,1,2,1,0,0,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,0,306,16,322,491
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,156,1,142,78,3,4,0,4,0,2,19,0,3,0,0,0,0,0,2,0,0,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,0,261,18,279,431
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,157,1,126,80,14,29,8,4,30,5,58,3,0,1,0,0,0,0,3,0,0,0,0,,,,17,,,,,,,,,,,,,,,,,,,,,0,378,21,399,660
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,158,2,141,112,18,45,8,4,35,6,65,2,4,2,0,0,0,0,1,1,0,0,0,,,,69,,,,,,,,,,,,,,,,,,,,,0,513,16,529,960
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,159,2,79,85,9,36,9,2,24,3,68,4,1,0,0,0,0,1,4,0,1,0,0,,,,60,,,,,,,,,,,,,,,,,,,,,1,386,15,402,762
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,160,1,99,81,8,21,5,2,28,6,61,4,2,0,0,0,0,1,0,0,0,0,2,,,,30,,,,,,,,,,,,,,,,,,,,,0,350,17,367,677
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,161,2,154,144,16,37,4,1,36,4,108,2,3,1,1,0,0,1,1,0,0,0,0,,,,56,,,,,,,,,,,,,,,,,,,,,0,569,22,591,1041
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,162,1,103,62,3,20,3,0,15,0,59,1,2,0,0,0,0,0,0,0,0,0,0,,,,36,,,,,,,,,,,,,,,,,,,,,0,304,1,305,509
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,163,2,113,128,13,25,7,3,33,6,72,1,1,0,0,0,0,0,0,0,0,0,0,,,,38,,,,,,,,,,,,,,,,,,,,,0,440,6,446,774
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,164,2,163,86,10,33,2,1,18,3,55,8,3,4,0,0,0,2,3,0,0,0,0,,,,38,,,,,,,,,,,,,,,,,,,,,0,429,15,444,751
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,165,1,120,84,13,45,1,3,29,3,83,1,2,2,0,0,0,0,0,0,0,0,0,,,,13,,,,,,,,,,,,,,,,,,,,,0,399,7,406,664
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,166,2,159,115,12,60,2,1,24,2,53,5,3,0,0,1,0,1,2,0,0,0,0,,,,48,,,,,,,,,,,,,,,,,,,,,0,488,10,498,828
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,167,2,141,134,10,95,6,2,62,3,70,6,4,2,0,0,0,0,2,0,0,0,0,,,,58,,,,,,,,,,,,,,,,,,,,,0,595,22,617,1076
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,168,2,205,115,7,80,6,2,66,3,83,5,3,0,1,1,1,0,5,0,0,0,0,,,,62,,,,,,,,,,,,,,,,,,,,,0,645,23,668,1182
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,169,2,111,90,12,57,2,3,26,3,60,2,1,1,0,1,0,0,5,0,0,0,0,,,,53,,,,,,,,,,,,,,,,,,,,,1,427,22,450,763
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,170,1,42,28,0,20,3,1,9,0,33,2,1,0,0,0,0,1,0,0,0,0,0,,,,4,,,,,,,,,,,,,,,,,,,,,0,144,11,155,275
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,171,2,231,145,2,11,12,2,6,8,56,3,6,0,0,0,0,0,2,0,0,0,0,,,,22,,,,,,,,,,,,,,,,,,,,,0,506,20,526,1023
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,172,1,9,12,2,2,0,0,41,0,18,2,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,0,91,5,96,133
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,173,2,116,84,11,1,8,1,81,4,117,2,0,0,0,0,0,0,0,0,0,0,0,,,,27,,,,,,,,,,,,,,,,,,,,,0,452,29,481,931
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,174,1,11,41,2,0,3,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,0,85,7,92,131
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,175,1,79,98,0,3,2,3,26,3,51,3,0,0,0,0,0,0,0,1,0,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,0,272,7,279,461
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,176,1,123,127,2,5,4,1,15,3,84,4,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,,,,,,,,,,,,,0,371,5,376,567
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,177,2,163,174,8,9,10,3,8,10,32,5,4,1,1,0,0,3,3,0,0,0,1,,,,83,,,,,,,,,,,,,,,,,,,,,0,518,34,552,966
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,178,1,54,65,3,3,5,0,25,1,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,0,214,10,224,425
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,179,1,159,104,5,2,2,3,56,1,13,0,0,0,0,1,0,1,0,0,0,0,0,,,,11,,,,,,,,,,,,,,,,,,,,,0,358,6,364,477
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,180,2,144,37,5,3,5,0,219,2,9,1,2,0,0,1,0,2,1,0,0,0,0,,,,7,,,,,,,,,,,,,,,,,,,,,0,438,23,461,760
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,181,1,61,63,8,4,2,0,0,2,9,2,2,0,0,0,0,0,0,0,1,0,0,,,,11,,,,,,,,,,,,,,,,,,,,,0,165,8,173,331
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,182,1,23,45,2,2,3,1,8,0,18,0,1,0,0,0,0,1,0,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,0,139,5,144,205
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,183,2,131,118,6,4,5,7,27,5,23,4,1,1,0,1,0,0,1,0,0,0,0,,,,56,,,,,,,,,,,,,,,,,,,,,0,390,18,408,792
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,184,2,241,115,8,7,13,5,43,6,66,2,3,1,0,1,0,0,1,0,0,0,0,,,,65,,,,,,,,,,,,,,,,,,,,,0,577,16,593,1317
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,185,2,156,94,10,14,12,7,66,5,75,0,0,0,0,0,0,1,1,0,2,0,0,,,,62,,,,,,,,,,,,,,,,,,,,,0,505,30,535,1241
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,186,1,102,59,3,2,5,3,30,4,30,4,0,0,0,0,0,1,0,0,0,0,0,,,,61,,,,,,,,,,,,,,,,,,,,,0,304,11,315,589
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,187,1,116,59,2,3,2,2,30,3,25,4,1,0,1,0,0,0,1,2,0,0,0,,,,52,,,,,,,,,,,,,,,,,,,,,0,303,17,320,608
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,188,2,135,57,11,6,4,41,54,3,65,13,1,0,0,0,0,0,0,1,0,0,0,,,,82,,,,,,,,,,,,,,,,,,,,,0,473,13,486,873
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,189,3,154,112,9,9,9,42,46,4,64,10,1,1,0,0,0,1,0,0,1,0,0,,,,71,,,,,,,,,,,,,,,,,,,,,0,534,21,555,1006
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,190,7,514,382,40,26,35,99,162,19,167,10,11,0,0,0,0,1,2,3,1,1,2,,,,319,,,,,,,,,,,,,,,,,,,,,0,1794,77,1871,3784
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,191,1,12,20,3,0,3,0,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,35,,,,,,,,,,,,,,,,,,,,,0,95,5,100,197
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,192,2,196,119,3,3,2,1,58,7,53,11,3,1,0,0,0,0,1,0,0,0,0,,,,246,,,,,,,,,,,,,,,,,,,,,0,704,19,723,1280
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,193,1,18,36,2,0,3,0,13,1,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,44,,,,,,,,,,,,,,,,,,,,,0,137,10,147,257
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,194,1,86,25,1,1,3,1,20,2,27,0,0,0,0,0,0,1,1,0,0,0,0,,,,23,,,,,,,,,,,,,,,,,,,,,0,191,13,204,303
1,18,NAYARIT,15,COMPOSTELA,5,COMPOSTELA,195,1,72,44,4,3,19,1,12,6,15,1,0,1,0,0,0,1,1,0,0,0,0,,,,65,,,,,,,,,,,,,,,,,,,,,0,245,12,257,373
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,2,42,381,127,5,0,4,8,4,393,0,0,1,0,0,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,970,29,999,1318
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,2,16,319,88,1,0,1,16,8,366,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,818,34,852,1096
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,1,2,151,13,0,0,0,2,2,67,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,238,3,241,287
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,1,0,100,14,0,0,2,2,0,131,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,250,10,260,303
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,1,0,85,7,1,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,165,5,170,209
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,1,1,95,17,0,0,0,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,190,3,193,232
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,202,1,5,287,33,2,0,1,0,2,158,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,490,18,508,685
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,203,3,3,195,79,3,0,1,1,2,234,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,519,17,536,688
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,204,1,1,81,4,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,148,1,149,190
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,205,1,3,58,32,2,0,3,1,0,41,0,0,0,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,144,11,155,202
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,206,1,0,96,65,0,0,1,0,2,35,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,202,7,209,236
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,207,2,3,131,24,1,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,227,6,233,290
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,208,1,17,95,80,0,0,0,1,5,109,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,309,24,333,412
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,209,1,1,38,5,1,0,0,1,1,114,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,164,10,174,206
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,210,1,3,72,56,3,0,1,4,3,118,0,3,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,266,13,279,352
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,211,1,6,74,47,0,0,1,0,3,64,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,198,8,206,259
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,212,1,0,114,9,0,0,2,0,2,47,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,175,3,178,227
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,213,1,3,114,19,2,0,0,2,2,43,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,187,9,196,267
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,214,1,5,111,32,2,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,211,11,222,305
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,215,3,306,116,7,47,151,1,435,1,9,12,5,0,0,0,0,0,1,0,1,0,0,,,,,55,,,,,,,,,,,,,,,,,,,,0,1147,36,1183,1760
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,216,3,428,130,7,23,231,1,392,7,18,18,0,1,0,0,0,1,3,0,0,0,0,,,,,36,,,,,,,,,,,,,,,,,,,,0,1296,54,1350,2065
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,217,2,154,89,2,30,97,0,261,1,10,4,1,0,0,0,0,0,2,0,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,1,673,27,701,1042
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,218,3,283,77,9,18,174,3,434,1,16,11,4,0,0,0,0,0,3,0,0,0,0,,,,,32,,,,,,,,,,,,,,,,,,,,0,1065,49,1114,1698
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,219,2,203,60,9,31,67,1,192,2,27,22,3,4,0,0,0,0,9,0,0,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,0,649,33,682,1109
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,220,2,190,67,10,16,62,1,234,2,16,7,3,0,0,0,0,1,0,0,0,0,0,,,,,23,,,,,,,,,,,,,,,,,,,,0,632,29,661,1032
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,221,1,124,47,0,6,76,0,127,1,4,2,1,0,0,0,0,0,2,0,0,0,0,,,,,47,,,,,,,,,,,,,,,,,,,,0,437,15,452,685
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,222,2,123,90,3,8,83,0,185,1,11,4,0,0,0,0,0,0,2,0,1,0,0,,,,,26,,,,,,,,,,,,,,,,,,,,0,537,9,546,728
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,223,2,194,127,3,10,71,4,229,2,18,10,2,0,0,0,1,0,2,0,0,0,0,,,,,34,,,,,,,,,,,,,,,,,,,,0,707,18,725,1073
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,224,2,204,109,3,13,66,0,184,4,27,2,0,1,0,0,0,1,0,0,0,0,0,,,,,30,,,,,,,,,,,,,,,,,,,,0,644,9,653,950
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,225,1,103,60,2,8,54,1,160,2,7,1,1,0,0,0,0,0,0,0,0,0,0,,,,,22,,,,,,,,,,,,,,,,,,,,0,421,15,436,649
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,226,1,89,75,6,5,62,2,182,1,8,4,2,0,0,0,0,0,0,0,0,0,0,,,,,15,,,,,,,,,,,,,,,,,,,,1,451,15,467,666
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,227,1,49,51,2,3,43,1,167,5,5,2,2,1,0,0,0,0,0,0,0,0,0,,,,,21,,,,,,,,,,,,,,,,,,,,0,352,17,369,543
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,228,1,73,65,0,5,37,0,128,0,1,4,0,0,0,0,0,0,1,0,1,0,0,,,,,28,,,,,,,,,,,,,,,,,,,,0,343,6,349,514
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,229,1,110,63,3,5,57,1,158,1,6,2,1,1,0,0,0,0,0,0,0,0,0,,,,,13,,,,,,,,,,,,,,,,,,,,0,421,25,446,693
1,18,NAYARIT,16,IXTLAN DEL RIO,7,IXTLAN DEL RIO,230,2,187,89,5,23,81,3,271,3,21,5,1,1,1,0,0,0,3,0,1,0,0,,,,,19,,,,,,,,,,,,,,,,,,,,1,714,41,756,1208
