,Municipio,Seccion,Casilla,PAN,PRI,PRD,PT,PVEM,PC,PCD,PSN,PARM,PAS,PDS,Validos,Nulos,Lista Nominal
,GUAYMAS,1062,1062 Básica,421,274,34,2,0,0,1,0,5,0,22,759,10,1122
,GUAYMAS,1063,1063 Básica,197,178,20,3,0,0,4,0,3,0,13,418,7,664
,GUAYMAS,1064,1064 Básica,292,294,61,16,5,0,5,0,4,0,24,701,24,1238
,GUAYMAS,1065,1065 Básica,208,223,39,13,41,0,0,0,3,0,22,549,26,1016
,GUAYMAS,1066,1066 Básica,315,310,95,12,7,0,1,0,12,0,36,788,16,1423
,GUAYMAS,1067,1067 Básica,384,297,40,8,5,0,4,0,3,0,39,780,11,1270
,GUAYMAS,1068,1068 Básica,402,334,35,6,3,0,11,0,9,0,20,820,9,1290
,GUAYMAS,1069,1069 Básica,520,441,64,21,9,0,16,0,9,0,23,1103,2,1751
,GUAYMAS,1070,1070 Básica,417,298,43,7,2,1,1,0,4,0,18,791,24,1212
,GUAYMAS,1071,1071 Básica,336,272,30,8,0,0,2,0,7,0,64,719,22,1258
,GUAYMAS,1072,1072 Básica,282,270,29,24,2,0,1,0,3,0,38,649,10,1140
,GUAYMAS,1073,1073 Básica,415,328,39,12,3,0,2,0,3,0,29,831,9,1288
,GUAYMAS,1074,1074 Básica,143,113,13,0,3,0,1,0,3,0,9,285,6,428
,GUAYMAS,1075,1075 Básica,315,253,37,5,2,0,1,0,8,0,22,643,12,1054
,GUAYMAS,1076,1076 Básica,397,286,57,11,5,0,3,0,5,0,51,815,17,1385
,GUAYMAS,1077,1077 Básica,28,15,3,0,0,0,0,0,0,0,2,48,0,86
,GUAYMAS,1078,1078 Básica,175,165,24,8,0,0,2,0,9,0,20,403,10,652
,GUAYMAS,1079,1079 Básica,194,144,29,9,6,1,0,0,0,0,18,401,8,628
,GUAYMAS,1080,1080 Básica,256,226,31,7,3,0,3,0,3,0,14,543,9,890
,GUAYMAS,1081,1081 Básica,285,211,32,9,2,1,1,0,2,0,19,562,12,940
,GUAYMAS,1082,1082 Básica,270,222,24,13,9,0,1,0,7,0,19,565,16,992
,GUAYMAS,1082,1082 Extraordinaria,43,32,5,2,0,0,2,0,2,0,2,88,1,150
,GUAYMAS,1083,1083 Básica,188,288,42,5,0,0,0,0,5,0,15,543,3,1003
,GUAYMAS,1084,1084 Básica,131,422,21,5,0,0,1,0,3,0,50,633,22,1013
,GUAYMAS,1085,1085 Básica,54,145,36,1,0,0,1,0,0,0,63,300,51,546
,GUAYMAS,1086,1086 Básica,4,48,2,2,0,0,0,0,0,0,1,57,1,80
,GUAYMAS,1087,1087 Básica,7,99,21,3,1,0,0,0,1,0,66,198,9,314
,GUAYMAS,1088,1088 Básica,26,87,22,0,1,0,0,0,3,0,81,220,15,415
,GUAYMAS,1089,1089 Básica,33,162,70,0,3,0,0,0,0,0,183,451,32,823
,GUAYMAS,1089,1089 Extraordianria,11,65,25,2,0,1,0,0,2,0,40,146,8,264
,GUAYMAS,1090,1090 Básica,325,298,39,11,2,0,3,0,2,0,15,695,15,1214
,GUAYMAS,1091,1091 Básica,109,176,105,3,0,0,3,0,1,0,10,407,12,725
,GUAYMAS,1092,1092 Básica,65,140,127,15,7,0,1,0,0,0,6,361,13,724
,GUAYMAS,1093,1093 Básica,77,179,198,13,0,0,1,0,1,0,2,471,1,984
,GUAYMAS,1094,1094 Básica,124,305,193,21,0,0,0,0,1,0,11,655,20,1325
,GUAYMAS,1095,1095 Básica,84,742,276,18,4,0,1,0,0,0,3,1128,11,1155
,GUAYMAS,1096,1096 Básica,88,176,122,20,4,0,0,0,0,0,4,414,16,805
,GUAYMAS,1097,1097 Básica,50,282,354,22,2,0,1,0,1,0,0,712,30,1581
,GUAYMAS,1098,1098 Básica,99,408,471,27,4,1,3,0,1,0,4,1018,29,2014
,GUAYMAS,1099,1099 Básica,10,72,267,3,0,0,0,0,1,0,1,354,19,560
,GUAYMAS,1100,1100 Básica,22,103,146,11,2,0,0,0,0,0,1,285,17,813
,,,,,,,,,,,,,,,,,
30,HERMOSILLO,336,0336 Básica,702,584,46,43,3,2,20,0,1,0,3,1404,21,3275
,HERMOSILLO,337,0337 Básica,787,459,52,15,3,0,12,1,3,2,1,1335,23,2607
,HERMOSILLO,338,0338 Básica,654,478,28,11,5,1,23,1,1,1,2,1205,27,2293
,HERMOSILLO,339,0339 Básica,470,317,27,6,3,0,11,0,0,0,0,834,13,1579
,HERMOSILLO,340,0340 Básica,586,423,48,11,4,1,11,0,1,0,2,1087,16,2097
,HERMOSILLO,340,0340 Extraordinaria,427,206,22,4,2,0,14,0,0,0,0,675,4,917
,HERMOSILLO,341,0341 Básica,946,649,61,14,4,0,14,1,0,0,2,1691,29,3233
,HERMOSILLO,341,0341 Extraordinaria,535,324,20,12,3,2,19,0,0,0,1,916,2,1427
,HERMOSILLO,342,0342 Básica,807,727,50,19,7,1,19,0,0,1,1,1632,15,2737
,HERMOSILLO,343,0343 Básica,647,455,29,45,6,0,15,1,1,2,2,1203,14,2252
,HERMOSILLO,344,0344 Básica,726,709,44,10,8,1,12,1,4,1,5,1521,3,2070
,HERMOSILLO,345,0345 Básica,787,479,30,15,3,1,25,0,2,2,4,1348,24,2121
,HERMOSILLO,346,0346 Básica,308,160,15,7,5,0,5,0,1,0,1,502,16,888
,HERMOSILLO,347,0347 Básica,560,397,21,10,2,0,26,0,3,0,4,1023,24,1650
,HERMOSILLO,348,0348 Básica,338,223,22,11,1,0,21,0,3,3,0,622,8,1127
,HERMOSILLO,349,0349 Básica,314,193,17,19,2,0,2,0,0,1,3,551,11,958
,HERMOSILLO,350,0350 Básica,535,357,22,5,3,1,11,1,0,0,0,935,16,1851
,HERMOSILLO,351,0351 Básica,430,374,26,5,1,0,0,0,0,1,0,837,17,1759
,HERMOSILLO,352,0352 Extraordinaria1,451,357,34,16,2,1,2,0,0,2,2,867,6,1822
,HERMOSILLO,352,0352 Extraordinaria2,591,275,18,7,4,0,7,0,0,1,5,908,9,1299
,HERMOSILLO,352,0352 Básica,672,403,157,8,3,1,18,0,3,1,3,1269,6,2279
,HERMOSILLO,353,0353 Básica,228,236,38,10,1,0,15,3,0,0,2,533,4,946
,HERMOSILLO,354,0354 Básica,322,170,29,18,2,0,11,0,0,1,3,556,12,1092
,HERMOSILLO,355,0355 Básica,464,262,30,7,3,0,12,0,0,0,5,783,10,1164
,HERMOSILLO,356,0356 Básica,424,264,15,6,5,0,16,0,1,0,0,731,8,1120
,HERMOSILLO,357,0357 Básica,480,247,14,11,3,0,24,0,0,0,0,779,11,1441
,HERMOSILLO,358,0358 Básica,478,273,30,3,2,0,13,3,0,0,0,802,27,1375
,HERMOSILLO,359,0359 Básica,1011,820,57,17,13,0,14,0,2,1,0,1935,18,2698
,HERMOSILLO,360,0360 Básica,492,303,28,7,3,0,15,0,0,0,0,848,16,1459
,HERMOSILLO,361,0361 Básica,424,174,15,3,0,0,9,0,0,0,1,626,8,954
,HERMOSILLO,362,0362 Básica,490,292,14,5,1,0,7,1,3,0,3,816,17,1429
,HERMOSILLO,363,0363 Básica,296,190,13,1,2,0,5,0,1,0,0,508,6,702
,HERMOSILLO,364,0364 Básica,497,296,19,10,2,0,12,0,0,2,0,838,8,1226
,HERMOSILLO,365,0365 Básica,497,339,35,9,3,0,11,0,1,1,0,896,11,1658
,HERMOSILLO,366,0366 Básica,434,246,41,7,3,0,14,0,3,1,0,749,8,1276
,HERMOSILLO,367,0367 Básica,495,311,46,3,1,0,17,0,1,1,5,880,9,1414
,HERMOSILLO,368,0368 Básica,364,177,13,3,0,0,18,1,1,2,0,579,12,947
,HERMOSILLO,369,0369 Básica,410,278,28,4,2,0,21,0,2,0,0,745,9,1146
,HERMOSILLO,370,0370 Básica,458,273,25,2,3,0,15,2,3,1,0,782,10,1134
,HERMOSILLO,371,0371 Básica,304,200,15,4,1,1,8,2,0,0,2,537,11,880
,HERMOSILLO,372,0372 Básica,470,203,18,9,2,0,12,2,0,0,0,716,20,1185
,HERMOSILLO,373,0373 Básica,468,272,26,6,0,0,16,0,1,1,1,791,12,1361
,HERMOSILLO,374,0374 Básica,488,385,24,6,6,0,0,1,0,0,2,912,9,1628
,HERMOSILLO,375,0375 Básica,444,281,39,9,0,0,16,0,1,0,1,791,18,1132
,HERMOSILLO,376,0376 Básica,695,383,58,13,4,0,16,0,0,1,3,1173,4,1949
,HERMOSILLO,377,0377 Básica,562,309,16,6,3,1,10,0,0,0,0,907,17,1551
,HERMOSILLO,378,0378 Básica,438,326,21,2,4,1,14,0,2,2,5,815,10,1309
,HERMOSILLO,379,0379 Básica,390,260,21,8,4,0,28,0,0,0,0,711,15,1237
,HERMOSILLO,380,0380 Básica,478,338,27,6,0,0,17,1,2,1,0,870,14,1320
,HERMOSILLO,381,0381 Básica,476,283,20,8,4,0,18,0,1,1,1,812,18,1306
,HERMOSILLO,382,0382 Básica,611,382,36,4,4,0,14,0,1,1,2,1055,22,1709
,HERMOSILLO,383,0383 Básica,268,176,5,4,1,0,10,0,1,3,0,468,11,698
,HERMOSILLO,384,0384 Básica,352,323,12,4,2,0,14,0,1,2,0,710,7,1097
,HERMOSILLO,385,0385 Básica,475,317,36,8,7,0,24,0,0,1,4,872,0,1301
,HERMOSILLO,386,0386 Básica,518,322,15,10,8,0,23,0,0,1,2,899,1,1248
,HERMOSILLO,387,0387 Básica,502,311,27,4,4,0,7,0,0,3,16,874,10,1349
,HERMOSILLO,388,0388 Básica,384,248,21,7,3,0,7,0,0,0,6,676,5,947
,HERMOSILLO,389,0389 Básica,505,281,15,9,4,0,17,1,2,1,2,837,9,1268
,HERMOSILLO,390,0390 Básica,658,448,23,10,4,0,25,1,2,1,0,1172,9,2033
,HERMOSILLO,391,0391 Básica,156,186,28,4,2,0,2,0,2,1,0,381,9,1048
,HERMOSILLO,392,0392 Básica,650,567,30,10,1,0,15,0,1,0,4,1278,6,1710
,HERMOSILLO,393,0393 Básica,590,408,25,8,1,0,15,0,0,1,2,1050,8,1420
,HERMOSILLO,394,0394 Básica,643,461,35,7,1,0,15,0,0,0,3,1165,3,1849
,HERMOSILLO,395,0395 Básica,466,232,27,2,3,0,14,1,0,3,1,749,8,1119
,HERMOSILLO,396,0396 Básica,525,241,24,12,5,0,29,0,0,2,1,839,11,1385
,HERMOSILLO,397,0397 Básica,521,289,33,6,0,0,10,1,1,0,5,866,6,1310
,HERMOSILLO,398,0398 Básica,541,356,19,10,3,0,24,0,0,1,3,957,18,1516
,HERMOSILLO,399,0399 Básica,369,280,20,2,3,0,12,0,0,0,2,688,5,1001
,HERMOSILLO,400,0400 Básica,331,221,22,6,1,0,7,0,0,0,0,588,12,1034
,HERMOSILLO,401,0401 Básica,550,306,48,12,4,0,23,0,2,6,0,951,19,1664
,HERMOSILLO,402,0402 Básica,611,300,50,8,4,0,5,0,0,0,5,983,26,1663
,HERMOSILLO,403,0403 Básica,301,209,23,8,2,1,6,0,1,2,2,555,2,778
,HERMOSILLO,404,0404 Básica,407,310,31,7,2,0,9,0,0,3,3,772,6,1181
,HERMOSILLO,405,0405 Básica,407,206,18,4,4,0,8,3,0,0,0,650,14,1046
,HERMOSILLO,406,0406 Básica,588,394,19,10,4,0,13,1,1,0,0,1030,16,1445
,HERMOSILLO,407,0407 Básica,405,273,25,6,4,0,17,1,0,0,0,731,4,1204
,HERMOSILLO,408,0408 Básica,504,242,18,5,2,0,10,0,1,1,0,783,13,1246
,HERMOSILLO,409,0409 Básica,586,385,24,20,2,1,8,0,0,1,2,1029,8,1471
,HERMOSILLO,410,0410 Básica,591,381,35,5,7,2,25,0,0,0,2,1048,16,1480
,HERMOSILLO,411,0411 Básica,534,358,26,8,6,0,7,0,0,0,2,941,17,1541
,HERMOSILLO,412,0412 Básica,421,377,27,3,4,0,6,0,0,0,5,843,11,1212
,HERMOSILLO,413,0413 Básica,543,479,27,7,4,2,6,0,1,1,5,1075,7,1414
,HERMOSILLO,414,0414 Básica,480,293,21,30,5,0,14,0,2,0,0,845,25,1695
,HERMOSILLO,415,0415 Básica,477,287,48,24,3,1,10,0,0,0,3,853,22,1787
,HERMOSILLO,416,0416 Básica,375,227,12,8,0,0,9,0,1,0,1,633,14,1084
,HERMOSILLO,417,0417 Básica,285,331,3,2,2,0,0,0,0,0,0,623,0,860
,HERMOSILLO,418,0418 Básica,546,557,17,6,2,0,5,0,0,0,0,1133,1,1565
,HERMOSILLO,419,0419 Básica,507,576,27,10,11,0,6,1,1,2,11,1152,5,1590
,HERMOSILLO,420,0420 Básica,481,446,18,4,7,0,32,1,1,0,6,996,3,1337
,HERMOSILLO,421,0421 Básica,544,368,19,6,5,1,20,0,0,0,1,964,7,1461
,HERMOSILLO,422,0422 Básica,387,202,15,7,0,0,8,0,1,1,1,622,21,877
,HERMOSILLO,423,0423 Básica,462,268,16,6,7,0,13,0,0,0,2,774,11,1233
,HERMOSILLO,424,0424 Básica,578,325,15,12,3,0,14,1,0,3,4,955,22,1534
,HERMOSILLO,425,0425 Básica,443,350,32,8,3,1,18,0,1,0,1,857,20,1351
,HERMOSILLO,426,0426 Básica,410,249,21,7,2,1,21,0,0,0,2,713,8,1070
,HERMOSILLO,427,0427 Básica,644,278,21,11,3,0,17,0,3,0,0,977,15,1584
,HERMOSILLO,428,0428 Básica,427,245,18,8,4,0,18,0,5,0,0,725,6,1345
,HERMOSILLO,429,0429 Básica,243,143,13,6,1,0,8,0,0,0,0,414,4,708
,HERMOSILLO,430,0430 Básica,620,363,17,4,1,0,13,2,0,1,2,1023,10,1632
,HERMOSILLO,431,0431 Básica,620,370,24,19,2,0,19,0,2,1,3,1060,9,1715
,HERMOSILLO,432,0432 Básica,240,248,18,3,2,0,15,0,0,0,1,527,4,788
,HERMOSILLO,433,0433 Básica,575,379,37,12,8,0,18,0,0,3,1,1033,10,1617
,HERMOSILLO,434,0434 Básica,588,348,26,6,0,0,20,1,0,0,1,990,21,1643
,HERMOSILLO,435,0435 Básica,367,251,20,3,0,0,7,0,0,2,0,650,13,1053
,HERMOSILLO,436,0436 Básica,325,196,15,7,3,0,9,0,1,0,0,556,6,783
,HERMOSILLO,437,0437 Básica,423,217,7,7,6,0,11,0,1,0,3,675,6,1005
,HERMOSILLO,438,0438 Básica,568,429,24,9,2,0,13,1,1,0,1,1048,6,1511
,HERMOSILLO,439,0439 Básica,480,700,3,1,1,0,1,0,0,0,0,1186,8,1638
,HERMOSILLO,440,0440 Básica,483,336,16,10,5,1,4,1,0,0,0,856,9,1176
,HERMOSILLO,441,0441 Básica,434,329,10,2,4,0,3,0,0,2,3,787,6,1079
,HERMOSILLO,442,0442 Básica,541,371,39,9,4,1,14,0,0,0,3,982,8,1427
,HERMOSILLO,443,0443 Básica,449,371,13,6,4,0,17,0,0,0,0,860,4,1239
,HERMOSILLO,444,0444 Básica,514,273,32,7,2,0,10,0,0,1,1,840,19,1321
,HERMOSILLO,445,0445 Básica,329,189,16,2,2,0,11,0,0,0,0,549,12,820
,HERMOSILLO,446,0446 Básica,339,182,7,1,2,2,7,0,0,1,1,542,7,794
,HERMOSILLO,447,0447 Básica,311,270,14,6,4,0,9,1,1,0,2,618,4,927
,HERMOSILLO,448,0448 Básica,697,426,32,18,5,0,18,0,2,2,7,1207,14,2123
,HERMOSILLO,449,0449 Básica,694,417,37,8,0,0,17,0,4,1,6,1184,7,1689
,HERMOSILLO,450,0450 Básica,395,232,21,9,4,0,19,0,0,0,0,680,4,1146
,HERMOSILLO,451,0451 Básica,447,408,26,6,5,0,13,0,1,0,2,908,12,1400
,HERMOSILLO,452,0452 Básica,693,313,21,14,6,1,15,0,0,1,1,1065,12,1635
,HERMOSILLO,453,0453 Básica,376,169,22,3,0,0,6,1,0,0,1,578,11,893
,HERMOSILLO,454,0454 Básica,441,267,27,10,3,1,19,0,0,0,1,769,8,1151
,HERMOSILLO,455,0455 Básica,255,157,18,2,2,0,12,0,2,0,3,451,8,672
,HERMOSILLO,456,0456 Básica,569,434,23,11,5,0,4,0,1,1,1,1049,12,1547
,HERMOSILLO,457,0457 Básica,274,231,19,1,0,0,5,0,0,0,1,531,6,807
,HERMOSILLO,458,0458 Básica,319,281,16,5,6,0,12,2,0,0,0,641,8,936
,HERMOSILLO,459,0459 Básica,495,283,18,9,8,1,3,0,0,3,1,821,5,1151
,HERMOSILLO,460,0460 Básica,486,302,26,4,0,0,15,1,0,1,5,840,6,1273
,HERMOSILLO,461,0461 Básica,380,295,14,12,4,2,8,0,1,1,5,722,5,1062
,HERMOSILLO,462,0462 Básica,336,205,11,3,2,0,7,1,0,0,0,565,7,898
,HERMOSILLO,463,0463 Básica,627,359,13,9,8,1,13,2,0,1,1,1034,29,1748
,HERMOSILLO,464,0464 Básica,527,255,8,6,4,0,23,2,3,0,0,828,6,1237
,HERMOSILLO,465,0465 Básica,608,332,22,12,5,0,13,2,4,5,0,1003,23,1524
,HERMOSILLO,466,0466 Básica,329,159,23,3,2,0,13,1,0,0,0,530,4,819
,HERMOSILLO,467,0467 Básica,352,208,15,4,0,0,11,0,0,2,3,595,6,936
,HERMOSILLO,468,0468 Básica,550,440,25,9,4,0,15,2,1,2,0,1048,13,1639
,HERMOSILLO,469,0469 Básica,213,173,7,5,0,0,6,0,1,0,1,406,13,595
,HERMOSILLO,470,0470 Básica,305,187,27,4,0,0,9,0,0,1,0,533,11,802
,HERMOSILLO,471,0471 Básica,619,511,26,3,4,0,14,0,1,1,6,1185,6,1738
,HERMOSILLO,472,0472 Básica,518,537,12,5,4,0,7,0,0,3,0,1086,3,1463
,HERMOSILLO,473,0473 Básica,465,485,10,8,5,0,9,0,2,2,2,988,2,1337
,HERMOSILLO,474,0474 Básica,618,609,71,18,4,0,4,0,0,6,7,1337,2,2032
,HERMOSILLO,475,0475 Básica,487,472,9,2,1,0,1,0,0,1,1,974,9,1270
,HERMOSILLO,476,0476 Básica,443,421,20,12,5,0,5,0,0,1,2,909,4,1160
,HERMOSILLO,477,0477 Básica,383,455,22,8,1,0,3,1,0,1,2,876,4,1196
,HERMOSILLO,478,0478 Básica,307,230,20,5,3,0,8,0,0,0,1,574,8,868
,HERMOSILLO,479,0479 Básica,286,237,12,6,3,0,4,0,0,0,4,552,3,820
,HERMOSILLO,480,0480 Básica,251,196,20,5,2,0,12,1,0,0,3,490,6,781
,HERMOSILLO,481,0481 Básica,283,247,17,5,2,1,11,0,0,2,2,570,5,811
,HERMOSILLO,482,0482 Básica,327,231,10,10,0,0,12,0,2,0,1,593,7,1047
,HERMOSILLO,483,0483 Basica,258,224,8,8,1,0,8,0,0,1,2,510,9,857
,HERMOSILLO,484,0484 Básica,628,344,23,9,0,0,11,0,0,0,2,1017,24,1858
,HERMOSILLO,485,0485 Básica,363,221,10,10,0,0,12,0,0,0,0,616,15,1058
,HERMOSILLO,486,0486 Básica,460,329,22,9,2,0,16,0,0,1,1,840,19,1382
,HERMOSILLO,487,0487 Básica,450,219,14,6,1,0,12,0,1,0,1,704,15,1288
,HERMOSILLO,488,0488 Básica,347,244,29,8,2,0,0,0,0,2,1,633,5,1166
,HERMOSILLO,489,0489 Básica,242,201,12,8,0,0,4,1,0,2,2,472,12,978
,HERMOSILLO,490,0490 Básica,382,281,19,18,2,0,8,0,0,0,2,712,17,1431
,HERMOSILLO,491,0491 Básica,330,233,28,10,9,0,16,0,1,2,4,633,4,997
,HERMOSILLO,492,0492 Básica,290,281,17,7,3,0,2,1,1,5,1,608,4,1050
,HERMOSILLO,493,0493 Básica,286,223,14,6,1,1,7,0,0,0,2,540,6,814
,HERMOSILLO,494,0494 Básica,274,209,27,9,4,1,6,0,0,0,0,530,8,839
,HERMOSILLO,495,0495 Básica,388,282,77,7,1,1,8,0,1,0,2,767,12,1294
,HERMOSILLO,496,0496 Básica,518,306,27,12,1,0,23,0,1,0,0,888,31,1628
,HERMOSILLO,497,0497 Básica,186,127,6,3,0,0,12,0,0,1,0,335,16,529
,HERMOSILLO,498,0498 Básica,432,348,56,7,2,0,16,0,1,1,4,867,9,1330
,HERMOSILLO,499,0499 Básica,329,409,27,5,2,0,3,0,0,1,2,778,4,1036
,HERMOSILLO,500,0500 Básica,236,285,21,1,1,0,2,0,1,0,3,550,5,747
,HERMOSILLO,501,0501 Básica,598,552,23,9,2,0,3,0,0,1,2,1190,2,1635
,HERMOSILLO,502,0502 Básica,285,338,30,2,4,0,4,0,2,1,2,668,4,860
,HERMOSILLO,503,0503 Básica,338,310,22,12,2,0,2,0,1,1,2,690,1,951
,HERMOSILLO,504,0504 Básica,406,427,24,10,7,0,4,1,0,0,3,882,3,1205
,HERMOSILLO,505,0505 Básica,583,610,35,5,4,0,7,0,0,1,3,1248,9,1641
,HERMOSILLO,506,0506 Básica,442,489,8,1,2,0,0,0,0,1,1,944,2,1269
,HERMOSILLO,507,0507 Básica,215,181,27,12,1,0,8,0,0,0,1,445,3,688
,HERMOSILLO,508,0508 Básica,499,412,31,12,12,0,7,1,1,0,1,976,5,1402
,HERMOSILLO,509,0509 Básica,581,425,30,16,15,0,16,0,1,2,1,1087,10,1721
,HERMOSILLO,510,0510 Básica,367,223,30,11,1,1,11,0,0,1,3,648,13,1105
,HERMOSILLO,511,0511 Básica,385,184,14,4,1,1,15,0,0,0,0,604,9,966
,HERMOSILLO,512,0512 Básica,661,411,28,19,5,0,24,0,0,1,3,1152,14,1893
,HERMOSILLO,513,0513 Básica,361,247,30,7,3,0,12,0,0,1,9,670,4,1039
,HERMOSILLO,514,0514 Básica,510,271,66,3,0,1,16,0,0,2,1,870,19,1366
,HERMOSILLO,515,0515 Básica,139,93,5,1,2,0,6,0,0,0,0,246,8,418
,HERMOSILLO,516,0516 Básica,188,132,14,3,1,0,5,0,1,1,0,345,4,497
,HERMOSILLO,517,0517 Básica,389,330,16,9,1,0,4,0,1,5,1,756,10,1126
,HERMOSILLO,518,0518 Básica,268,290,14,5,2,0,3,0,4,1,1,588,1,782
,HERMOSILLO,519,0519 Básica,339,257,15,7,3,0,6,0,3,0,1,631,10,941
,HERMOSILLO,520,0520 Básica,375,290,16,11,5,0,8,0,0,2,1,708,5,1082
,HERMOSILLO,521,0521 Básica,376,246,16,12,6,0,10,0,1,1,0,668,7,955
,HERMOSILLO,522,0522 Básica,427,413,13,6,2,0,6,0,3,0,1,871,9,1210
,HERMOSILLO,523,0523 Básica,272,180,14,4,2,0,2,0,1,0,0,475,7,666
,HERMOSILLO,524,0524 Básica,644,597,51,8,7,0,14,0,0,3,2,1326,8,1771
,HERMOSILLO,525,0525 Básica,377,429,20,14,2,2,7,1,3,2,3,860,8,1191
,HERMOSILLO,526,0526 Básica,203,245,25,2,1,0,4,0,1,1,5,487,0,641
,HERMOSILLO,527,0527 Básica,405,345,14,7,5,0,16,0,0,0,0,792,4,1156
,HERMOSILLO,528,0528 Básica,416,330,29,12,2,1,5,0,1,1,2,799,6,1153
,HERMOSILLO,529,0529 Básica,332,266,13,9,2,3,8,0,1,3,2,639,9,1181
,HERMOSILLO,530,0530 Básica,281,196,13,8,5,0,4,1,0,0,0,508,12,855
,HERMOSILLO,531,0531 Básica,353,265,26,4,0,0,12,0,1,2,1,664,6,1013
,HERMOSILLO,532,0532 Básica,554,503,49,11,5,0,10,0,0,2,5,1139,6,1701
,HERMOSILLO,533,0533 Básica,373,186,61,8,1,0,4,0,0,0,0,633,14,1290
,HERMOSILLO,534,0534 Básica,334,148,11,7,1,0,3,0,0,0,0,504,10,927
,HERMOSILLO,535,0535 Básica,273,170,14,7,3,0,6,5,0,0,0,478,4,834
,HERMOSILLO,536,0536 Básica,408,199,30,4,0,1,10,0,1,2,1,656,6,1105
,HERMOSILLO,537,0537 Básica,550,485,43,18,2,0,15,0,0,0,4,1117,3,1530
,HERMOSILLO,538,0538 Básica,498,432,44,4,2,0,18,0,0,1,1,1000,10,1434
,HERMOSILLO,539,0539 Básica,343,432,17,3,1,0,11,0,6,0,0,813,5,1129
,HERMOSILLO,540,0540 Básica,228,204,8,4,2,1,6,0,2,2,1,458,9,699
,HERMOSILLO,541,0541 Básica,494,324,17,9,2,0,17,2,0,2,1,868,16,1400
,HERMOSILLO,542,0542 Básica,301,267,23,7,2,0,9,0,0,1,0,610,7,929
,HERMOSILLO,543,0543 Básica,236,143,6,6,0,0,8,1,0,0,0,400,5,686
,HERMOSILLO,544,0544 Básica,538,323,29,12,2,0,18,0,2,0,3,927,10,1412
,HERMOSILLO,545,0545 Básica,510,357,21,15,3,0,9,0,1,0,1,917,13,1467
,HERMOSILLO,546,0546 Básica,330,214,8,6,0,0,7,0,1,0,1,567,8,875
,HERMOSILLO,547,0547 Básica,334,169,9,4,3,0,9,0,0,0,2,530,18,878
,HERMOSILLO,548,0548 Básica,418,181,4,5,3,1,10,0,0,2,2,626,10,1036
,HERMOSILLO,549,0549 Básica,443,206,7,7,2,0,8,1,0,1,2,677,14,1032
,HERMOSILLO,550,0550 Básica,337,175,22,2,0,0,12,1,0,0,4,553,12,821
,HERMOSILLO,551,0551 Básica,348,266,9,5,0,0,10,0,0,0,2,640,13,1000
,HERMOSILLO,552,0552 Básica,335,254,12,6,1,0,8,0,1,0,0,617,16,984
,HERMOSILLO,553,0553 Básica,361,197,12,8,3,1,11,1,0,1,1,596,5,911
,HERMOSILLO,554,0554 Básica,313,188,10,9,0,0,3,0,4,1,0,528,7,960
,HERMOSILLO,555,0555 Básica,498,260,19,10,2,0,8,0,0,2,0,799,6,1387
,HERMOSILLO,556,0556 Básica,564,283,14,13,2,0,12,0,0,1,3,892,15,1472
,HERMOSILLO,557,0557 Básica,326,191,3,2,0,0,9,0,0,0,0,531,7,886
,HERMOSILLO,558,0558 Básica,548,346,23,10,2,0,15,1,0,2,1,948,21,1646
,HERMOSILLO,559,0559 Básica,509,354,17,12,1,0,5,0,0,3,0,901,23,1459
,HERMOSILLO,560,0560 Básica,439,215,9,8,3,0,12,0,0,1,3,690,11,1108
,HERMOSILLO,561,0561 Básica,346,198,13,9,3,0,7,0,2,1,2,581,15,948
,HERMOSILLO,562,0562 Básica,357,263,15,7,6,0,11,0,0,0,1,660,14,995
,HERMOSILLO,563,0563 Básica,383,225,16,2,1,0,9,1,0,2,1,640,13,1098
,HERMOSILLO,564,0564 Básica,746,461,35,19,4,0,11,1,3,0,4,1284,12,2128
,HERMOSILLO,565,0565 Básica,675,340,19,11,2,0,8,3,0,3,2,1063,16,1844
,HERMOSILLO,566,0566 Básica,345,192,18,7,2,1,8,0,1,2,1,577,14,1026
,HERMOSILLO,567,0567 Básica,524,243,16,5,4,0,8,1,0,1,1,803,15,1375
,HERMOSILLO,568,0568 Básica,482,287,15,10,3,0,11,0,1,0,1,810,12,1508
,HERMOSILLO,569,0569 Básica,786,560,44,27,6,0,21,1,3,0,0,1448,23,3021
,HERMOSILLO,570,0570 Básica,306,243,19,11,1,0,8,0,3,1,0,592,17,1177
,HERMOSILLO,571,0571 Básica,769,350,33,27,1,0,25,2,2,1,2,1212,15,2087
,HERMOSILLO,572,0572 Básica,300,167,12,7,3,0,8,0,2,1,1,501,14,923
,HERMOSILLO,573,0573 Básica,372,191,14,7,1,1,16,0,0,0,1,603,12,995
,HERMOSILLO,574,0574 Básica,342,247,18,5,1,0,9,1,1,5,0,629,6,924
,HERMOSILLO,575,0575 Básica,383,271,31,12,5,0,15,0,0,3,0,720,6,1063
,HERMOSILLO,576,0576 Básica,310,211,28,11,1,0,5,1,3,0,1,571,1,805
,HERMOSILLO,577,0577 Básica,302,118,8,4,1,0,24,0,1,0,1,459,12,706
,HERMOSILLO,578,0578 Básica,230,228,24,8,1,0,5,2,1,1,1,501,5,729
,HERMOSILLO,579,0579 Básica,337,362,22,9,2,1,2,0,1,2,3,741,5,1113
