Numero,Municipio,Casilla,Tipo,PAN,PRI,PRI-PANAL,PRD-PT,PVEM,Convergencia,Alternativa,Nulos,Total Votos,Lista Nominal
3,ÁLAMOS,1137,Básica,50,0,137,72,0,4,0,24,287,554
4,ALTAR,33,Básica,127,0,44,166,0,0,0,8,345,593
4,ALTAR,33,Contigua 1,241,0,126,288,0,0,0,17,672,1125
4,ALTAR,34,Básica,280,0,121,363,0,0,0,25,789,1248
4,ALTAR,35,Básica,156,0,103,157,0,0,0,8,424,642
4,ALTAR,35,Contigua 1,338,0,159,311,0,0,0,15,823,1285
4,ALTAR,37,Básica,67,0,27,62,0,0,0,1,157,296
5,ARIVECHI,38,Básica,251,0,289,10,0,0,0,9,559,690
5,ARIVECHI,39,Básica,96,0,77,1,0,0,0,5,179,238
5,ARIVECHI,40,Básica,57,0,49,3,0,0,0,3,112,143
6,ARIZPE,41,Básica,297,0,137,30,0,0,0,9,473,646
6,ARIZPE,42,Básica,350,0,327,15,0,0,0,19,711,923
6,ARIZPE,43,Básica,120,0,138,2,0,0,0,7,267,377
6,ARIZPE,44,Básica,106,0,115,3,0,0,0,9,233,317
6,ARIZPE,45,Básica,61,0,72,16,0,0,0,10,159,298
7,ÁTIL,46,Básica,298,0,274,0,0,0,0,2,574,679
8,BACADÉHUACHI,47,Básica,434,0,298,12,0,0,0,17,761,954
9,BACANORA,48,Básica,264,0,340,3,0,0,0,19,626,770
9,BACANORA,49,Básica,55,0,97,0,0,0,0,5,157,201
9,BACANORA,50,Básica,8,0,43,1,0,0,0,4,56,85
9,BACANORA,51,Básica,149,0,29,2,0,0,0,5,185,215
10,BACERAC,52,Básica,378,0,285,0,0,0,0,24,687,918
10,BACERAC,53,Básica,38,0,38,0,0,0,0,7,83,120
11,BACOACHI,54,Básica,332,0,108,131,0,98,0,12,681,938
11,BACOACHI,55,Básica,88,0,16,84,0,20,0,2,210,295
12,BÁCUM,760,Básica,53,0,152,62,4,0,13,3,287,521
12,BÁCUM,760,Contigua 1,129,0,258,174,7,0,20,14,602,1043
12,BÁCUM,761,Básica,156,0,407,231,31,0,12,18,855,1453
12,BÁCUM,762,Básica,133,0,338,181,9,0,34,40,735,1380
12,BÁCUM,763,Básica,97,0,49,77,4,0,14,7,248,365
12,BÁCUM,764,Básica,96,0,131,123,5,0,51,12,418,668
12,BÁCUM,765,Básica,99,0,111,120,9,0,17,11,367,558
12,BÁCUM,765,Contigua 1,179,0,248,243,6,0,10,12,698,1118
12,BÁCUM,766,Básica,206,0,309,327,10,0,40,23,915,1427
12,BÁCUM,767,Básica,76,0,120,572,8,0,44,11,831,1392
12,BÁCUM,768,Básica,0,0,0,0,0,0,0,0,0,1488
12,BÁCUM,769,Básica,0,0,0,0,0,0,0,0,0,1180
12,BÁCUM,770,Extraordinaria 1,77,0,43,32,1,0,3,4,160,254
12,BÁCUM,770,Básica,110,0,67,82,0,0,5,6,270,429
12,BÁCUM,771,Básica,307,0,204,269,9,0,43,16,848,1280
12,BÁCUM,772,Extraordinaria 1,49,0,12,58,1,0,26,2,148,270
12,BÁCUM,772,Básica,87,0,29,114,4,0,14,8,256,413
13,BANÁMICHI,56,Básica,282,0,346,0,0,0,0,10,638,795
13,BANÁMICHI,57,Básica,208,0,121,0,0,0,0,1,330,397
14,BAVIÁCORA,58,Básica,402,0,288,8,0,0,0,15,713,901
14,BAVIÁCORA,59,Básica,262,0,337,9,0,0,0,9,617,709
14,BAVIÁCORA,60,Básica,119,0,94,4,0,0,0,1,218,272
14,BAVIÁCORA,61,Básica,49,0,53,0,0,0,0,1,103,119
14,BAVIÁCORA,62,Básica,97,0,83,8,0,0,0,6,194,226
14,BAVIÁCORA,63,Extraordinaria 1,181,0,113,0,0,0,0,4,298,345
14,BAVIÁCORA,63,Básica,139,0,97,3,0,0,0,5,244,280
15,BAVISPE,64,Básica,209,0,221,19,0,0,0,25,474,644
15,BAVISPE,65,Básica,230,0,92,2,0,0,0,4,328,419
71,BENITO JUÁREZ,1142,Básica,319,0,185,68,0,7,0,10,589,908
71,BENITO JUÁREZ,1146,Básica,163,0,218,95,0,15,0,10,501,902
71,BENITO JUÁREZ,1147,Básica,230,0,268,283,0,12,0,37,830,1398
71,BENITO JUÁREZ,1148,Básica,329,0,244,132,0,10,0,41,756,1385
71,BENITO JUÁREZ,1149,Básica,297,0,322,52,0,1,0,10,682,1102
71,BENITO JUÁREZ,1150,Básica,360,0,255,41,0,12,0,16,684,538
71,BENITO JUÁREZ,1150,Contigua 1,149,0,120,24,0,5,0,4,302,1076
71,BENITO JUÁREZ,1151,Básica,357,0,292,135,0,10,0,18,812,1345
71,BENITO JUÁREZ,1152,Básica,327,0,219,99,0,15,0,20,680,1172
71,BENITO JUÁREZ,1155,Básica,317,0,445,61,0,7,0,26,856,1220
71,BENITO JUÁREZ,1156,Básica,161,0,142,92,0,5,0,9,409,580
71,BENITO JUÁREZ,1156,Contigua 1,300,0,260,167,0,5,0,14,746,1161
71,BENITO JUÁREZ,1157,Básica,69,0,60,69,0,2,0,4,204,325
71,BENITO JUÁREZ,1331,Básica,119,0,149,91,0,1,0,9,369,565
16,BENJAMÍN HILL,66,Básica,393,0,232,32,0,0,0,21,678,1116
16,BENJAMÍN HILL,67,Básica,415,0,129,15,0,0,0,19,578,944
16,BENJAMÍN HILL,68,Básica,515,0,160,29,0,0,0,14,718,1081
16,BENJAMÍN HILL,69,Básica,300,0,178,31,0,0,0,21,530,902
17,CABORCA,292,Básica,123,0,94,41,0,11,0,4,273,536
17,CABORCA,292,Contigua 1,261,0,177,62,0,16,0,13,529,1074
17,CABORCA,293,Básica,450,0,218,93,0,10,0,23,794,1484
17,CABORCA,294,Básica,128,0,84,52,0,2,0,5,271,543
17,CABORCA,294,Contigua 1,322,0,214,68,0,10,0,9,623,1088
17,CABORCA,295,Básica,170,0,128,47,0,5,0,9,359,726
17,CABORCA,295,Contigua 1,266,0,252,84,0,7,0,10,619,1452
17,CABORCA,296,Básica,145,0,108,42,0,4,0,2,301,584
17,CABORCA,296,Contigua 1,159,0,112,40,0,2,0,6,319,584
17,CABORCA,296,Contigua 2,298,0,191,77,0,9,0,7,582,1168
17,CABORCA,297,Básica,128,0,96,38,0,1,0,0,263,585
17,CABORCA,297,Contigua 1,147,0,105,33,0,4,0,7,296,585
17,CABORCA,297,Contigua 2,297,0,191,52,0,3,0,17,560,1172
17,CABORCA,298,Básica,182,0,142,47,0,3,0,4,378,688
17,CABORCA,298,Contigua 1,347,0,306,98,0,7,0,10,768,1378
17,CABORCA,299,Básica,313,0,257,70,0,8,0,13,661,1378
17,CABORCA,300,Básica,220,0,152,74,0,8,0,6,460,849
17,CABORCA,301,Básica,196,0,201,92,0,5,0,4,498,856
17,CABORCA,302,Básica,311,0,220,89,0,14,0,12,646,1045
17,CABORCA,303,Básica,243,0,239,86,0,7,0,6,581,1015
17,CABORCA,304,Básica,201,0,109,42,0,15,0,11,378,726
17,CABORCA,304,Contigua 1,406,0,234,86,0,12,0,28,766,1454
17,CABORCA,305,Básica,159,0,94,18,0,11,0,6,288,530
17,CABORCA,305,Contigua 1,288,0,212,47,0,18,0,9,574,1062
17,CABORCA,306,Básica,148,0,100,21,0,6,0,10,285,505
17,CABORCA,306,Contigua 1,274,0,164,65,0,12,0,17,532,1011
17,CABORCA,307,Básica,182,0,128,52,0,7,0,9,378,663
17,CABORCA,308,Básica,144,0,83,40,0,10,0,1,278,527
17,CABORCA,308,Contigua 1,284,0,156,68,0,13,0,12,533,1056
17,CABORCA,309,Básica,290,0,159,86,0,9,0,11,555,974
17,CABORCA,310,Básica,141,0,119,51,0,2,0,10,323,504
17,CABORCA,310,Contigua 1,231,0,238,104,0,3,0,6,582,1010
17,CABORCA,311,Básica,292,0,154,69,0,5,0,8,528,918
17,CABORCA,312,Básica,338,0,212,107,0,10,0,11,678,1230
17,CABORCA,313,Básica,286,0,228,82,0,16,0,6,618,1139
17,CABORCA,314,Básica,166,0,138,55,0,0,0,1,360,602
17,CABORCA,314,Contigua 1,339,0,231,107,0,5,0,24,706,1205
17,CABORCA,315,Básica,233,0,131,81,0,2,0,10,457,817
17,CABORCA,316,Básica,144,0,115,42,0,6,0,7,314,553
17,CABORCA,316,Contigua 1,309,0,216,79,0,18,0,8,630,1108
17,CABORCA,317,Básica,352,0,232,124,0,10,0,13,731,1208
17,CABORCA,318,Extraordinaria 1,3,0,4,3,0,0,0,0,10,58
17,CABORCA,318,Básica,5,0,10,3,0,1,0,0,19,69
17,CABORCA,319,Extraordinaria 1,120,0,84,48,0,2,0,6,260,685
17,CABORCA,319,Básica,153,0,116,29,0,0,0,5,303,642
17,CABORCA,319,Contigua 1,226,0,177,68,0,5,0,14,490,1285
17,CABORCA,320,Extraordinaria 1,106,0,88,22,0,9,0,2,227,474
17,CABORCA,320,Básica,226,0,111,112,0,3,0,16,468,1050
17,CABORCA,321,Básica,130,0,82,144,0,18,0,18,392,718
17,CABORCA,322,Extraordinaria 1,129,0,93,44,0,5,0,7,278,641
17,CABORCA,322,Básica,94,0,86,61,0,4,0,7,252,652
17,CABORCA,323,Extraordinaria 1,39,0,51,56,0,5,0,2,153,252
17,CABORCA,323,Básica,102,0,98,50,0,1,0,0,251,594
17,CABORCA,324,Extraordinaria 1,75,0,122,55,0,4,0,13,269,652
17,CABORCA,324,Básica,118,0,52,31,0,4,0,11,216,547
17,CABORCA,325,Extraordinaria 1,9,0,16,7,0,0,0,2,34,76
17,CABORCA,325,Básica,51,0,42,15,0,4,0,7,119,421
17,CABORCA,326,Básica,210,0,77,129,0,5,0,0,421,924
17,CABORCA,327,Básica,76,0,42,24,0,0,0,3,145,415
17,CABORCA,328,Extraordinaria 1,55,0,85,17,0,2,0,4,163,390
17,CABORCA,328,Básica,53,0,56,33,0,0,0,80,222,447
18,CAJEME,773,Básica,130,0,156,20,2,1,0,4,313,520
18,CAJEME,773,Contigua 1,274,0,289,46,2,0,0,6,617,1041
18,CAJEME,774,Básica,138,0,239,34,1,0,0,1,413,629
18,CAJEME,775,Básica,150,0,201,15,0,0,0,1,367,545
18,CAJEME,776,Básica,380,0,497,15,2,2,0,9,905,1288
18,CAJEME,777,Básica,356,0,493,60,0,1,0,6,916,1419
18,CAJEME,778,Básica,202,0,180,41,3,5,0,10,441,951
18,CAJEME,779,Básica,226,0,234,51,3,5,0,17,536,1266
18,CAJEME,780,Básica,117,0,98,25,3,1,0,7,251,720
18,CAJEME,780,Contigua 1,130,0,107,29,0,1,0,2,269,720
18,CAJEME,780,Contigua 2,130,0,107,29,0,1,0,2,269,720
18,CAJEME,780,Contigua 3,228,0,223,54,1,7,0,18,531,1442
18,CAJEME,781,Básica,208,0,325,30,4,1,0,4,572,856
18,CAJEME,782,Básica,187,0,182,52,2,0,0,18,441,1051
18,CAJEME,783,Básica,70,0,113,21,3,2,0,19,228,505
18,CAJEME,783,Contigua 1,148,0,243,43,5,4,0,19,462,1011
18,CAJEME,784,Básica,193,0,233,59,1,0,0,16,502,1104
18,CAJEME,785,Básica,224,0,195,61,1,1,0,15,497,1237
18,CAJEME,786,Básica,85,0,171,26,0,1,0,9,292,632
18,CAJEME,786,Contigua 1,91,0,158,19,2,1,0,10,281,632
18,CAJEME,786,Contigua 2,256,0,325,28,1,0,0,10,620,1265
18,CAJEME,787,Básica,203,0,312,87,2,1,0,7,612,1068
18,CAJEME,788,Básica,314,0,357,61,2,1,0,10,745,1129
18,CAJEME,789,Básica,277,0,351,58,2,3,0,23,714,1441
18,CAJEME,790,Básica,256,0,283,106,2,0,0,29,676,1317
18,CAJEME,791,Básica,156,0,193,36,1,1,0,12,399,757
18,CAJEME,792,Básica,275,0,444,61,2,0,0,9,791,1228
18,CAJEME,793,Básica,306,0,358,40,2,5,0,6,717,1182
18,CAJEME,794,Básica,129,0,174,1,1,0,0,2,307,511
18,CAJEME,794,Contigua 1,203,0,314,24,3,1,0,7,552,1022
18,CAJEME,795,Básica,141,0,205,25,0,0,0,3,374,560
18,CAJEME,795,Contigua 1,298,0,385,53,3,0,0,6,745,1121
18,CAJEME,796,Básica,235,0,378,99,1,1,0,20,734,1344
18,CAJEME,797,Básica,185,0,275,46,1,0,0,12,519,860
18,CAJEME,798,Básica,108,0,279,32,1,0,0,0,420,879
18,CAJEME,799,Básica,114,0,264,39,1,1,0,16,435,782
18,CAJEME,800,Básica,160,0,264,53,1,1,0,14,493,914
18,CAJEME,801,Básica,155,0,185,22,0,1,0,4,367,643
18,CAJEME,802,Básica,255,0,327,35,1,4,0,5,627,956
18,CAJEME,803,Básica,265,0,354,42,2,0,0,14,677,1050
18,CAJEME,804,Básica,257,0,338,32,1,0,0,5,633,1027
18,CAJEME,805,Básica,189,0,196,37,1,4,0,5,432,733
18,CAJEME,806,Básica,201,0,312,53,3,0,0,7,576,1000
18,CAJEME,807,Básica,167,0,248,30,1,0,0,3,449,697
18,CAJEME,807,Contigua 1,167,0,259,28,0,0,0,2,456,697
18,CAJEME,807,Contigua 2,177,0,251,35,0,1,0,4,468,697
18,CAJEME,807,Contigua 3,158,0,241,30,0,2,0,1,432,697
18,CAJEME,807,Contigua 4,141,0,279,37,1,0,0,4,462,697
18,CAJEME,807,Contigua 5,293,0,511,64,2,1,0,5,876,1394
18,CAJEME,808,Básica,115,0,264,28,1,0,0,1,409,734
18,CAJEME,808,Contigua 1,105,0,231,36,0,1,0,5,378,734
18,CAJEME,808,Contigua 2,105,0,243,16,1,1,0,1,367,734
18,CAJEME,808,Contigua 3,205,0,447,47,2,0,0,4,705,1469
18,CAJEME,809,Básica,123,0,377,38,1,1,0,11,551,963
18,CAJEME,810,Básica,374,0,443,36,1,2,0,6,862,1306
18,CAJEME,811,Básica,228,0,348,65,2,1,0,8,652,1079
18,CAJEME,812,Básica,343,0,421,48,1,1,0,12,826,1429
18,CAJEME,813,Básica,157,0,243,28,0,0,0,9,437,813
18,CAJEME,814,Básica,150,0,230,47,0,1,0,11,439,524
18,CAJEME,814,Contigua 1,123,0,222,22,0,0,0,10,377,1050
18,CAJEME,815,Básica,228,0,226,56,4,1,0,6,521,904
18,CAJEME,816,Básica,192,0,280,32,2,0,0,13,519,880
18,CAJEME,817,Básica,179,0,209,32,6,0,0,10,436,745
18,CAJEME,818,Básica,122,0,147,20,1,1,0,5,296,451
18,CAJEME,819,Básica,75,0,99,11,0,1,0,2,188,310
18,CAJEME,820,Básica,129,0,338,36,2,1,0,11,517,1012
18,CAJEME,821,Básica,57,0,87,12,1,0,0,5,162,318
18,CAJEME,822,Básica,138,0,221,30,2,1,0,10,402,716
18,CAJEME,822,Contigua 1,281,0,452,76,2,0,0,11,822,1432
18,CAJEME,823,Básica,239,0,291,44,1,4,0,2,581,866
18,CAJEME,824,Básica,100,0,235,28,1,0,0,5,369,660
18,CAJEME,825,Básica,94,0,146,21,3,0,0,4,268,474
18,CAJEME,826,Básica,197,0,231,45,1,1,0,6,481,815
18,CAJEME,827,Básica,136,0,242,32,1,0,0,12,423,739
18,CAJEME,828,Básica,120,0,187,20,2,0,0,3,332,645
18,CAJEME,829,Básica,108,0,73,11,0,0,0,4,196,310
18,CAJEME,830,Básica,92,0,257,14,3,1,0,8,375,660
18,CAJEME,830,Contigua 1,198,0,452,48,1,0,0,11,710,1321
18,CAJEME,831,Básica,173,0,293,76,1,1,0,4,548,778
18,CAJEME,832,Básica,137,0,260,53,3,1,0,11,465,878
18,CAJEME,833,Básica,176,0,349,56,1,2,0,16,600,1123
18,CAJEME,834,Básica,99,0,160,34,0,1,0,13,307,587
18,CAJEME,835,Básica,121,0,166,44,3,0,0,10,344,612
18,CAJEME,836,Básica,79,0,152,15,1,1,0,7,255,559
18,CAJEME,837,Básica,164,0,298,36,0,1,0,28,527,1056
18,CAJEME,838,Básica,132,0,281,55,0,2,0,14,484,1021
18,CAJEME,839,Básica,140,0,200,27,0,2,0,4,373,661
18,CAJEME,840,Básica,88,0,131,21,0,0,0,6,246,474
18,CAJEME,841,Básica,113,0,275,60,0,0,0,10,458,723
18,CAJEME,842,Básica,102,0,200,29,2,0,0,2,335,505
18,CAJEME,842,Contigua 1,162,0,420,50,1,0,0,8,641,1012
18,CAJEME,843,Básica,168,0,403,46,5,2,0,7,631,965
18,CAJEME,844,Básica,202,0,361,44,0,0,0,4,611,1047
18,CAJEME,845,Básica,172,0,341,41,0,8,0,4,566,915
18,CAJEME,846,Básica,270,0,352,71,3,4,0,8,708,1122
18,CAJEME,847,Básica,118,0,276,33,0,0,0,4,431,697
18,CAJEME,848,Básica,169,0,242,33,2,0,0,7,453,900
18,CAJEME,849,Básica,229,0,476,43,1,5,0,6,760,1376
18,CAJEME,850,Básica,118,0,185,39,1,0,0,15,358,646
18,CAJEME,851,Básica,170,0,269,28,1,1,0,9,478,816
18,CAJEME,852,Básica,163,0,246,34,1,0,0,5,449,726
18,CAJEME,853,Básica,185,0,293,46,1,7,0,8,540,943
18,CAJEME,854,Básica,173,0,279,33,1,0,0,5,491,779
18,CAJEME,855,Básica,226,0,337,40,0,3,0,6,612,1100
18,CAJEME,856,Básica,242,0,402,65,1,2,0,16,728,1263
18,CAJEME,857,Básica,139,0,235,31,0,0,0,6,411,703
18,CAJEME,857,Contigua 1,100,0,248,46,0,0,0,1,395,703
18,CAJEME,857,Contigua 2,138,0,246,43,0,0,0,6,433,703
18,CAJEME,857,Contigua 3,212,0,492,76,2,0,0,9,791,1408
18,CAJEME,858,Básica,219,0,283,50,3,1,0,15,571,1102
18,CAJEME,859,Básica,178,0,294,31,3,1,0,8,515,928
18,CAJEME,860,Básica,197,0,233,27,0,1,0,8,466,791
18,CAJEME,861,Básica,252,0,448,41,0,1,0,7,749,1276
18,CAJEME,862,Básica,233,0,421,22,1,0,0,7,684,1190
18,CAJEME,863,Básica,239,0,292,53,5,0,0,22,611,1137
18,CAJEME,864,Básica,202,0,282,62,2,0,0,28,576,1035
18,CAJEME,865,Básica,224,0,352,54,1,0,0,8,639,1027
18,CAJEME,866,Básica,204,0,326,61,1,2,0,21,615,1294
18,CAJEME,867,Básica,231,0,369,71,3,2,0,16,692,1276
18,CAJEME,868,Básica,116,0,264,44,0,0,0,15,439,810
18,CAJEME,869,Básica,168,0,302,26,1,3,0,14,514,935
18,CAJEME,870,Básica,166,0,333,29,1,1,0,4,534,910
18,CAJEME,871,Básica,300,0,302,40,2,0,0,22,666,1233
18,CAJEME,872,Básica,176,0,346,38,1,2,0,16,579,972
18,CAJEME,873,Básica,231,0,275,35,4,0,0,10,555,1021
18,CAJEME,874,Básica,138,0,248,31,2,1,0,12,432,703
18,CAJEME,875,Básica,256,0,380,59,2,1,0,12,710,1353
18,CAJEME,876,Básica,148,0,151,20,1,0,0,5,325,644
18,CAJEME,877,Básica,134,0,138,35,2,1,0,7,317,710
18,CAJEME,878,Básica,161,0,260,27,0,1,0,8,457,863
18,CAJEME,879,Básica,185,0,239,40,1,2,0,9,476,907
18,CAJEME,880,Básica,159,0,327,38,3,0,0,30,557,1074
18,CAJEME,881,Básica,200,0,349,57,1,0,0,17,624,1203
18,CAJEME,882,Básica,241,0,480,34,0,2,0,8,765,1261
18,CAJEME,883,Básica,252,0,487,36,2,1,0,8,786,1397
18,CAJEME,884,Básica,242,0,557,39,0,3,0,13,854,1445
18,CAJEME,885,Básica,214,0,312,84,1,1,0,31,643,1286
18,CAJEME,886,Básica,180,0,237,34,1,1,0,14,467,1020
18,CAJEME,887,Básica,116,0,159,18,0,1,0,1,295,604
18,CAJEME,887,Contigua 1,115,0,174,20,1,0,0,5,315,604
18,CAJEME,887,Contigua 2,122,0,175,18,1,0,0,3,319,604
18,CAJEME,887,Contigua 3,205,0,361,30,0,0,0,3,599,1209
18,CAJEME,888,Básica,112,0,161,31,2,0,0,9,315,618
18,CAJEME,888,Contigua 1,215,0,328,44,2,1,0,31,621,1236
18,CAJEME,889,Básica,183,0,336,104,5,2,0,22,652,1257
18,CAJEME,890,Básica,251,0,305,71,3,1,0,20,651,1387
18,CAJEME,891,Básica,133,0,237,53,0,2,0,7,432,868
18,CAJEME,892,Básica,159,0,205,43,0,1,0,15,423,797
