CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1466,1,77,65,5,2,3,3,2,2,5,4,1,1,0,0,170,0,170,374
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1467,1,85,75,12,5,5,4,8,4,3,0,2,0,0,1,203,7,211,377
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1468,1,71,88,10,5,2,3,9,6,7,2,1,0,0,0,204,2,206,365
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1469,1,89,90,10,1,4,7,7,2,2,0,0,0,0,1,212,2,215,420
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1470,1,98,131,13,2,3,11,10,4,7,0,0,1,0,0,280,5,285,501
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1471,1,62,61,9,1,4,8,5,4,3,1,0,1,0,0,159,5,164,304
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1472,1,57,68,0,5,2,0,7,0,4,0,0,0,0,0,143,5,148,401
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1473,1,74,67,3,0,3,0,3,0,6,0,0,0,0,0,156,2,158,409
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1474,1,93,115,12,3,5,7,7,4,1,1,2,1,0,0,251,6,257,463
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1475,1,33,42,6,2,3,1,2,1,1,0,0,0,0,0,91,3,94,191
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1476,1,45,55,9,2,0,3,6,2,5,1,0,0,0,0,128,4,132,248
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1477,1,62,84,11,1,6,5,3,4,4,0,0,0,0,0,180,6,186,306
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1478,1,80,99,8,6,4,4,6,3,4,2,1,0,0,0,217,6,223,391
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1479,1,87,92,4,2,3,3,8,4,4,1,3,0,0,0,211,3,214,472
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1480,1,102,82,9,4,4,5,6,4,4,2,0,0,0,0,222,4,226,394
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1481,1,63,82,5,3,4,3,1,3,2,1,0,0,0,1,167,3,171,367
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1482,1,77,79,5,4,3,4,3,1,1,1,2,0,0,0,180,4,184,349
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1483,1,64,74,6,2,4,2,3,4,3,1,0,2,0,0,165,1,166,368
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1484,1,98,73,6,2,6,2,2,2,3,0,2,0,0,0,196,2,198,420
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1485,1,64,69,6,1,2,7,6,3,2,0,2,1,0,0,163,4,167,272
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1486,1,49,21,2,1,1,0,1,0,0,0,0,0,0,0,75,2,77,171
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1487,1,82,83,11,3,5,3,5,2,0,1,0,0,0,0,195,7,202,420
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1488,1,56,56,2,1,3,1,2,3,1,2,2,0,0,0,129,3,132,413
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1489,1,60,58,12,0,3,1,6,6,5,2,0,0,0,0,153,2,155,213
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1490,1,57,38,2,0,1,1,1,2,2,0,0,0,0,0,104,1,105,268
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1491,1,68,69,4,4,2,1,1,2,1,2,1,0,0,0,155,1,156,388
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1492,1,114,107,15,1,6,8,12,0,11,1,0,0,0,8,275,10,293,432
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1493,1,96,64,1,4,0,3,3,1,0,0,3,1,0,0,176,5,181,503
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1494,1,79,56,2,0,6,2,3,1,2,2,2,0,0,0,155,5,160,434
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1495,1,106,80,4,6,4,0,2,2,2,1,2,1,0,0,210,5,215,579
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1496,1,76,81,5,1,3,2,5,0,8,1,3,0,0,0,185,7,192,567
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1497,1,87,67,6,2,3,4,3,0,5,1,3,1,0,0,182,9,191,528
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1498,1,84,92,13,9,7,4,6,2,4,1,3,0,0,0,225,3,228,498
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1499,1,24,38,0,5,1,1,2,3,0,0,0,0,0,0,74,0,74,189
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1500,1,94,93,12,1,3,6,6,3,3,0,2,0,0,0,223,4,227,423
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1501,1,102,104,9,3,4,2,4,0,1,6,4,0,0,0,239,7,246,627
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1502,1,72,74,6,3,2,6,6,0,3,1,3,0,0,0,176,4,180,289
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1503,1,80,73,7,2,5,2,3,0,4,0,0,0,1,0,177,4,181,336
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1504,1,135,153,14,3,7,2,8,0,5,2,3,0,0,0,332,15,347,487
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1505,1,53,89,5,5,2,0,1,0,1,2,1,0,0,0,159,6,165,257
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1506,1,52,47,3,3,1,2,3,0,2,0,1,1,0,0,115,2,117,222
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1507,1,107,169,23,4,0,5,5,2,7,0,1,0,0,0,323,11,334,455
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1508,1,61,57,10,1,4,0,6,1,2,0,2,1,0,1,145,3,149,204
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1509,1,171,188,15,7,5,5,10,7,9,2,2,0,0,1,421,13,435,623
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1510,1,177,182,18,8,4,2,8,7,0,5,3,0,0,0,414,11,425,631
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1511,1,143,148,14,7,2,2,11,3,3,4,1,0,0,1,338,8,347,527
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1512,1,74,102,6,3,2,1,2,3,2,2,1,0,0,0,198,5,203,272
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1513,1,152,152,22,1,1,7,8,6,7,2,0,0,0,1,358,10,369,520
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1514,1,165,203,26,11,4,0,9,3,4,1,2,1,0,0,429,7,436,614
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1515,2,227,164,7,6,22,0,22,6,7,1,0,1,0,0,463,6,469,1177
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1516,2,182,87,4,2,9,3,21,1,2,0,0,0,0,0,311,4,315,906
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1517,2,183,199,22,3,9,1,36,7,7,0,2,0,0,0,469,9,478,932
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1518,2,244,202,10,0,9,0,24,6,0,0,0,0,0,0,495,3,498,1160
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1519,2,290,194,23,2,11,7,50,2,6,3,0,0,0,0,588,13,601,1247
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1520,1,146,109,5,1,5,5,12,1,0,0,0,0,0,0,284,3,287,684
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1521,2,313,198,14,7,17,6,19,6,3,0,1,0,0,0,584,7,591,1478
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1522,2,199,125,9,3,14,6,14,4,0,1,1,0,0,0,376,4,380,935
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1523,2,241,141,17,3,17,2,22,1,3,1,1,2,0,0,451,8,459,1271
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1524,2,277,151,14,1,18,3,19,4,5,1,0,0,0,0,493,2,495,1115
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1525,2,198,253,16,5,13,6,29,6,9,3,3,2,0,0,543,11,554,1237
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1526,2,282,161,17,3,14,6,32,1,6,2,1,0,0,0,525,10,535,1231
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1527,2,169,117,9,5,10,19,9,1,2,0,2,0,0,0,343,10,353,770
1,26,SONORA,13,GUAYMAS,61,GUAYMAS,1528,2,247,184,12,2,14,21,24,5,8,2,2,0,1,0,522,5,527,1125
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1529,1,124,120,12,0,3,6,11,1,9,3,2,0,0,1,291,3,295,687
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1530,2,204,160,9,2,10,4,7,6,4,1,0,0,0,0,407,10,417,922
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1531,1,118,136,18,7,4,2,3,6,4,5,3,0,0,0,306,6,312,650
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1532,2,196,170,5,5,6,0,15,4,10,3,1,1,0,0,416,9,425,879
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1533,2,160,144,12,1,4,5,8,1,4,0,3,1,0,0,343,1,344,764
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1534,2,173,159,12,2,11,9,3,4,6,1,1,0,0,0,381,7,388,880
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1535,1,148,161,10,0,5,3,6,4,3,0,5,1,0,0,346,4,350,722
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1536,2,188,165,18,4,8,5,9,3,6,2,2,1,0,0,411,6,417,891
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1537,2,192,189,10,8,11,4,6,7,11,1,8,0,0,0,447,6,453,995
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1538,2,176,157,11,12,13,5,12,3,8,2,0,0,0,0,399,7,406,894
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1539,2,206,169,11,0,8,3,11,4,3,1,2,0,0,0,418,8,426,916
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1540,2,175,181,9,3,17,4,8,1,3,0,5,0,0,0,406,6,412,835
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1541,2,153,115,6,2,5,9,3,4,6,1,1,0,0,0,305,9,314,868
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1542,2,136,179,2,14,14,1,3,1,3,9,9,13,0,0,384,12,396,978
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1543,2,166,138,5,6,7,3,13,1,6,6,1,0,0,0,352,17,369,977
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1544,2,108,107,7,1,7,11,4,3,4,1,3,1,0,0,257,5,262,826
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1545,2,135,150,9,7,9,2,3,0,2,4,10,0,0,0,331,8,339,841
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1546,1,117,135,7,4,9,1,8,4,3,2,0,0,0,1,290,5,296,725
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1547,2,124,121,5,3,5,3,7,1,6,0,7,0,0,0,282,1,283,754
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1548,3,307,259,19,9,10,7,14,3,12,4,8,0,0,0,652,13,665,2036
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1549,2,199,188,11,10,11,4,7,5,14,3,8,1,0,0,461,13,474,1341
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1550,3,347,318,24,14,17,8,16,14,6,7,4,0,0,2,775,17,794,1792
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1551,3,325,301,12,8,17,6,13,3,7,2,10,1,0,0,705,14,719,1973
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1552,3,312,276,17,6,16,6,18,3,8,1,10,0,0,0,673,14,687,1817
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1553,2,190,239,12,3,9,10,15,3,12,2,11,2,0,0,508,12,520,1106
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1554,2,216,241,7,4,16,6,7,4,10,3,11,3,0,0,528,16,544,1346
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1555,2,203,188,10,5,9,4,6,4,13,2,3,1,0,0,448,12,460,1342
1,26,SONORA,12,HERMOSILLO SUR,49,HERMOSILLO,1556,3,261,290,15,8,8,6,19,3,12,4,4,0,0,0,630,12,642,1726
