CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1280,2,360,221,12,8,12,9,10,5,3,1,1,2,0,0,644,28,672,1209
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1281,1,148,157,12,2,4,5,0,0,1,0,5,1,0,0,335,5,340,513
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1282,2,242,249,14,3,2,1,5,2,2,9,0,0,0,0,529,17,546,1190
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1283,2,260,183,43,5,8,1,5,0,1,1,1,0,0,0,508,13,521,1052
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1284,3,519,424,14,11,3,8,1,2,2,1,5,3,0,1,993,16,1010,1680
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1285,2,254,266,6,4,3,3,1,1,4,4,6,2,0,0,554,14,568,914
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1286,3,512,399,13,12,13,4,5,2,6,0,11,1,0,0,978,23,1001,1492
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1287,2,355,304,9,2,6,5,13,1,2,0,9,1,0,0,707,17,724,1192
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1288,2,363,294,13,5,2,1,5,1,2,0,3,0,0,0,689,6,695,1264
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1289,4,695,627,19,13,7,10,19,2,8,8,8,1,0,1,1417,28,1446,2824
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1290,2,243,408,24,1,6,10,12,3,3,2,7,4,0,0,723,15,738,1270
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1291,4,714,549,27,7,9,26,12,3,6,3,10,6,1,0,1373,35,1408,2547
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1292,3,497,374,27,9,15,10,12,1,6,8,6,0,0,0,965,28,993,1582
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1293,3,345,428,35,6,15,3,19,2,3,2,8,2,0,0,868,24,892,1521
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1294,3,268,320,14,3,11,8,4,1,7,1,5,0,0,0,642,14,656,994
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1295,2,238,351,20,7,18,3,7,0,2,1,7,2,0,0,656,16,672,1117
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1296,2,216,362,36,2,3,5,7,4,0,6,3,1,0,0,645,16,661,1004
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1297,3,402,531,12,14,24,16,4,3,2,10,13,5,1,0,1037,38,1075,1748
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1298,3,311,290,12,7,8,3,8,0,0,1,7,0,0,0,647,25,672,1087
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1299,1,111,181,5,1,0,1,3,0,0,0,0,0,5,0,307,2,309,461
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1300,3,526,534,13,6,13,7,13,0,5,3,14,2,0,0,1136,18,1154,1856
1,26,SONORA,20,ETCHOJOA,65,NAVOJOA,1301,1,71,167,8,1,0,1,3,1,0,2,4,0,0,0,258,8,266,437
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1302,1,151,149,4,3,4,4,1,1,1,0,8,1,0,0,327,10,337,719
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1303,7,1114,842,43,22,30,17,59,5,8,2,12,0,0,0,2154,46,2200,5125
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1304,2,234,278,6,5,11,8,13,5,3,3,1,0,0,0,567,4,571,894
1,26,SONORA,19,NAVOJOA NORTE,65,NAVOJOA,1305,1,185,194,3,4,4,1,24,0,3,0,0,0,1,0,419,8,427,680
1,26,SONORA,18,OBREGON NORTE,66,ONAVAS,1306,2,295,375,6,51,6,4,2,4,4,1,2,2,0,0,752,5,757,908
1,26,SONORA,19,NAVOJOA NORTE,67,QUIRIEGO,1307,3,668,574,11,1,8,7,0,0,2,4,4,1,0,0,1280,4,1284,1696
1,26,SONORA,19,NAVOJOA NORTE,67,QUIRIEGO,1308,2,301,427,10,5,2,3,12,0,0,8,15,2,0,0,785,22,807,1174
1,26,SONORA,19,NAVOJOA NORTE,67,QUIRIEGO,1309,1,207,171,4,1,0,3,0,0,0,0,0,1,0,0,387,6,393,544
1,26,SONORA,18,OBREGON NORTE,68,ROSARIO,1310,2,423,534,1,3,1,3,6,4,0,5,9,1,0,0,990,7,997,1370
1,26,SONORA,18,OBREGON NORTE,68,ROSARIO,1311,3,513,711,0,2,1,3,6,1,0,4,7,0,1,0,1249,17,1266,1788
1,26,SONORA,18,OBREGON NORTE,68,ROSARIO,1313,1,70,101,1,3,0,0,0,0,1,0,0,0,0,0,176,1,177,316
1,26,SONORA,18,OBREGON NORTE,68,ROSARIO,1314,2,135,406,1,0,0,1,1,0,1,0,2,0,0,0,547,10,557,836
1,26,SONORA,18,OBREGON NORTE,68,ROSARIO,1315,1,139,123,0,0,0,0,0,0,0,0,0,0,0,0,262,23,285,331
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1316,2,290,374,7,1,3,3,0,1,0,3,12,1,0,0,695,16,711,867
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1317,3,402,726,35,3,1,2,0,1,1,3,11,0,0,0,1185,19,1204,1539
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1318,1,90,109,2,0,0,0,0,0,0,0,2,0,0,0,203,9,212,274
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1319,1,303,304,3,2,1,1,0,0,0,2,6,0,0,0,622,9,631,743
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1320,2,94,299,2,0,0,0,1,0,0,1,14,0,0,0,411,10,421,519
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1321,1,66,117,0,0,0,0,0,0,0,0,0,0,0,0,183,1,184,251
1,26,SONORA,18,OBREGON NORTE,69,YECORA,1322,1,33,41,0,1,0,1,0,0,0,0,0,0,0,0,76,3,79,130
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1323,3,288,393,149,21,20,12,13,3,0,0,0,0,0,0,899,25,924,1785
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1324,3,293,353,225,21,30,21,14,9,6,0,3,1,0,0,976,54,1030,2125
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1325,2,276,376,127,0,13,7,8,4,0,2,0,1,0,0,814,21,835,1441
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1326,3,371,448,161,21,16,12,17,11,0,1,0,0,0,0,1058,37,1095,1870
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1327,2,146,189,83,4,7,9,2,4,2,1,1,0,0,2,448,22,472,811
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1328,1,80,103,23,1,4,2,3,1,3,1,1,0,0,0,222,17,239,375
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1329,2,235,284,96,5,3,14,9,6,4,0,5,0,0,1,661,24,686,1237
1,26,SONORA,2,PUERTO PEÑASCO,70,GRAL. PLUTARCO ELIAS CALLES,1330,1,151,157,53,6,6,2,9,2,2,0,0,0,0,0,388,13,401,599
1,26,SONORA,20,ETCHOJOA,71,BENITO JUAREZ,1331,1,181,159,62,8,6,5,5,3,1,1,3,1,0,0,435,13,448,605
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1332,13,1352,1250,70,29,41,34,77,21,37,25,37,4,0,0,2977,61,3038,9659
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1333,3,268,302,28,4,14,16,21,8,10,3,2,0,0,1,676,12,689,1516
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1334,2,254,213,17,5,15,8,11,3,7,1,2,0,0,0,536,11,547,1152
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1335,2,307,233,12,8,9,4,13,10,5,7,0,0,0,0,608,12,620,1219
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1336,2,239,217,25,5,5,5,11,7,9,2,7,0,0,0,532,18,550,1249
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1337,2,170,161,3,7,7,4,9,7,10,5,9,1,0,0,393,6,399,1053
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1338,2,216,218,8,12,10,2,14,9,9,1,7,3,0,0,509,1,510,1286
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1339,2,230,230,11,4,2,2,22,5,6,2,7,1,0,0,522,8,530,1304
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1340,2,225,215,15,4,11,3,12,6,6,0,11,0,0,1,508,11,520,1204
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1341,2,172,208,14,7,9,7,15,7,7,6,1,1,0,0,454,18,472,963
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1342,2,223,185,18,10,12,9,18,5,8,6,1,0,0,0,495,10,505,1041
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1343,3,370,326,18,6,16,11,12,6,5,5,2,0,1,1,778,20,799,1696
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1344,2,236,244,9,4,7,4,14,7,9,2,3,0,0,0,539,14,553,1064
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1345,2,173,165,12,5,16,5,14,6,6,4,7,0,0,0,413,7,420,916
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1346,2,311,264,18,3,12,6,16,5,14,0,3,0,0,2,652,10,664,1276
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1347,2,153,207,13,6,4,3,16,6,8,7,9,0,0,0,432,11,443,845
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1348,2,140,199,13,6,8,3,10,1,3,6,10,1,0,0,400,8,408,1072
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1349,2,177,192,10,9,6,8,8,1,2,5,8,0,0,0,426,7,433,931
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1350,2,216,184,9,6,8,5,14,3,8,3,9,1,0,0,466,18,484,1105
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1351,2,227,176,6,8,6,5,17,7,5,7,10,0,0,0,474,16,490,1065
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1352,2,250,198,9,7,9,1,10,2,7,6,10,0,2,1,511,11,523,1160
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1353,2,198,239,9,7,10,11,13,5,7,6,7,0,0,0,512,11,523,1088
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1354,2,205,203,6,2,10,6,11,2,13,10,8,1,0,0,477,20,497,1146
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1355,2,244,230,18,9,13,8,11,6,13,3,2,1,0,0,558,9,567,1261
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1356,2,204,191,15,7,4,2,10,3,5,5,7,2,0,1,455,14,470,1207
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1357,2,178,202,9,2,4,0,7,1,6,0,4,0,0,2,413,15,430,1019
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1358,2,172,198,14,8,1,2,8,1,5,1,7,0,0,0,417,8,425,976
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1359,2,249,186,20,2,9,9,12,4,9,6,4,0,2,0,512,14,526,1083
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1360,2,207,173,11,6,9,9,14,2,5,12,6,0,0,0,454,17,471,909
1,26,SONORA,8,HERMOSILLO NOROESTE,49,HERMOSILLO,1361,2,261,228,25,4,7,5,20,5,6,5,2,0,0,0,568,13,581,969
1,26,SONORA,3,CABORCA,3,ALTAR,1362,2,71,157,51,0,14,8,1,0,0,1,2,2,0,0,307,9,316,470
1,26,SONORA,3,CABORCA,3,ALTAR,1363,2,141,284,110,1,11,8,5,0,0,1,2,1,0,0,564,8,572,764
1,26,SONORA,3,CABORCA,3,ALTAR,1364,1,144,201,74,3,20,4,4,0,1,3,1,1,0,0,456,4,460,667
1,26,SONORA,3,CABORCA,3,ALTAR,1365,1,115,194,64,1,13,2,2,2,0,3,2,2,0,0,400,6,406,562
1,26,SONORA,3,CABORCA,52,PITIQUITO,1366,2,178,259,56,0,6,5,1,1,3,0,3,1,0,1,513,11,525,780
1,26,SONORA,3,CABORCA,52,PITIQUITO,1367,2,199,299,28,3,8,5,1,0,3,2,6,0,0,0,554,8,562,760
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1368,1,158,93,6,3,12,2,16,5,3,1,0,1,0,0,300,5,305,567
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1369,1,85,117,7,3,5,6,4,3,4,0,0,0,0,0,234,2,236,543
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1370,1,91,125,5,4,9,5,16,6,11,1,0,0,0,1,273,9,283,718
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1371,1,72,88,9,6,7,1,4,2,10,0,0,0,0,0,199,0,199,492
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1372,1,101,108,12,9,8,6,13,0,4,0,0,0,0,0,261,2,263,630
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1373,2,111,151,13,5,9,5,21,7,2,5,5,1,0,0,335,2,337,1009
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1374,1,60,68,1,4,6,2,7,3,3,0,1,0,0,1,155,0,156,384
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1375,1,53,84,5,3,8,5,7,1,4,2,2,0,0,1,174,1,176,513
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1376,2,156,150,22,11,12,7,26,5,15,0,3,0,0,1,407,15,423,1109
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1377,2,197,224,22,13,16,6,29,9,12,1,1,0,0,1,530,9,540,1322
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1378,2,147,192,19,5,13,12,19,8,19,2,0,0,0,0,436,2,438,1093
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1379,1,125,95,12,4,16,5,14,4,7,1,0,0,0,0,283,1,284,655
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1380,1,118,82,10,4,11,5,13,7,6,1,1,0,0,0,258,3,261,548
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1381,1,66,114,13,7,8,6,11,5,4,0,2,0,0,0,236,5,241,571
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1382,1,110,141,7,0,11,0,16,4,7,0,0,0,0,0,296,20,316,611
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1383,1,99,89,5,5,10,2,7,9,7,2,2,0,0,0,237,12,249,466
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1384,2,177,168,23,5,20,4,19,17,7,0,0,1,0,0,441,12,453,956
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1385,2,138,156,20,12,12,8,26,2,10,2,2,0,0,0,388,12,400,981
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1386,2,179,216,10,6,16,8,19,7,5,1,3,0,0,0,470,11,481,1254
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1387,2,106,154,12,9,7,7,17,8,11,4,0,1,0,0,336,15,351,975
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1388,1,95,97,8,3,9,3,11,8,7,4,0,0,0,0,245,13,258,596
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1389,2,168,144,18,4,17,11,19,8,10,0,1,0,0,0,400,8,408,950
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1390,1,97,67,6,2,5,6,7,3,4,0,1,0,0,0,198,6,204,394
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1391,1,137,112,11,9,14,6,10,7,9,1,0,0,0,2,316,20,338,690
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1392,1,110,142,12,0,13,0,12,6,7,0,0,0,0,1,302,10,313,526
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1393,1,85,97,12,0,8,2,9,2,5,1,1,0,0,0,222,1,223,523
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1394,1,102,96,11,3,10,6,12,3,6,0,1,1,0,0,251,9,260,516
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1395,1,57,61,6,1,1,0,4,0,0,0,0,0,0,0,130,0,130,283
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1396,1,109,159,6,0,2,2,13,1,4,2,0,0,0,1,298,8,307,456
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1397,1,144,201,16,3,3,6,9,4,5,2,2,0,0,0,395,11,406,610
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1398,2,249,243,27,8,13,10,17,7,8,1,3,0,0,1,586,11,598,1002
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1399,1,112,125,13,3,6,3,8,2,3,0,2,0,0,0,277,6,283,462
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1400,2,244,328,25,13,8,10,17,7,12,2,3,0,0,1,669,13,683,1074
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1401,1,104,110,7,1,5,0,6,2,0,1,2,0,0,0,238,6,244,489
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1402,1,151,139,12,2,6,8,13,1,2,1,4,0,0,0,339,4,343,723
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1403,2,226,229,15,10,15,5,10,4,15,3,8,0,0,0,540,8,548,1231
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1404,2,183,179,9,9,2,2,9,1,11,1,4,0,0,0,410,9,419,976
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1405,2,209,221,9,3,4,2,7,6,6,7,3,0,0,0,477,15,492,1169
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1406,2,150,166,5,4,4,5,7,4,3,6,6,1,0,0,361,6,367,1009
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1407,1,28,58,1,0,1,1,0,0,0,1,1,0,0,0,91,1,92,221
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1408,1,164,106,11,0,3,1,12,3,6,0,1,0,0,0,307,3,310,543
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1409,2,168,194,19,6,8,8,10,2,2,0,0,0,0,0,417,12,429,1258
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1410,4,419,475,17,20,30,11,30,13,25,1,2,1,0,1,1044,14,1059,2820
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1411,1,57,64,4,3,2,4,4,3,3,0,2,0,0,0,146,6,152,422
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1412,1,119,58,5,1,6,2,3,1,4,0,0,0,0,0,199,5,204,496
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1413,1,75,69,7,2,8,2,5,2,2,0,0,0,0,0,172,6,178,473
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1414,1,71,118,4,9,10,4,16,2,1,3,4,0,0,0,242,5,247,602
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1415,1,92,78,3,5,13,4,5,1,2,0,5,0,0,0,208,4,212,622
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1416,1,104,89,4,2,9,5,4,4,5,0,5,0,0,0,231,7,238,713
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1417,1,106,69,7,3,9,2,2,0,3,0,2,0,0,0,203,4,207,556
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1418,1,147,78,3,7,7,1,2,3,4,0,0,0,0,0,252,3,255,592
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1419,1,84,73,4,4,8,5,7,2,3,2,2,0,0,0,194,4,198,572
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1420,1,91,82,3,3,15,4,5,5,5,0,0,0,0,0,213,6,219,626
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1421,1,95,43,8,1,10,1,1,2,8,0,0,0,0,0,169,2,171,486
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1422,1,47,52,3,0,14,0,6,3,1,0,0,0,0,0,126,1,127,387
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1423,1,51,46,5,1,9,2,4,0,10,1,0,0,0,0,129,2,131,361
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1424,1,69,47,0,0,8,0,1,2,3,0,0,0,0,0,130,4,134,438
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1425,1,97,80,4,2,8,3,17,6,3,0,0,0,0,0,220,6,226,502
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1426,1,53,64,3,1,3,2,2,3,5,0,1,0,0,0,137,1,138,315
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1427,1,87,74,9,2,8,0,6,8,5,1,0,0,0,0,200,5,205,421
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1428,1,59,82,4,2,7,2,6,4,3,0,0,0,0,0,169,2,171,353
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1429,1,93,75,11,4,8,2,7,4,7,1,2,1,0,1,215,2,218,626
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1430,1,113,95,10,2,8,5,10,4,3,0,2,0,0,0,252,9,261,572
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1431,1,90,61,5,1,2,1,6,4,3,0,1,1,0,0,175,6,181,447
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1432,1,110,86,15,4,14,7,9,4,5,2,0,0,0,0,256,4,260,601
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1433,1,67,67,3,5,6,5,6,3,0,1,0,0,0,0,163,6,169,379
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1434,1,101,107,6,3,7,6,7,7,7,0,0,0,0,1,251,5,257,554
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1435,1,51,65,3,0,3,2,6,2,3,0,3,0,0,0,138,4,142,378
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1436,1,104,83,10,2,8,4,13,5,5,0,0,0,0,0,234,5,239,602
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1437,1,101,68,5,2,12,1,7,7,4,2,0,1,0,0,210,5,215,493
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1438,3,268,244,11,16,19,8,19,10,12,3,3,0,0,0,613,19,632,1654
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1439,3,248,255,24,15,22,5,16,7,6,0,1,1,0,0,600,17,617,1639
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1440,1,124,86,11,8,8,3,10,4,3,0,0,0,0,0,257,8,265,660
1,26,SONORA,5,NOGALES SUR,30,NOGALES,1441,2,107,136,9,11,4,4,18,2,4,0,1,0,0,0,296,1,297,953
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1442,2,259,299,25,9,11,25,23,8,12,1,9,0,0,1,681,16,698,1267
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1443,1,67,79,4,1,3,5,7,3,0,2,0,0,0,0,171,0,171,402
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1444,1,94,56,2,3,4,1,0,0,2,0,3,1,0,0,166,3,169,558
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1445,1,77,81,1,1,2,2,4,1,0,1,3,1,0,0,174,5,179,400
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1446,1,80,60,3,5,2,0,4,0,1,1,2,0,0,0,158,5,163,401
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1447,1,105,47,1,1,2,1,0,0,0,0,0,0,2,0,159,4,163,364
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1448,1,57,65,3,0,4,0,2,2,2,2,0,0,0,0,137,4,141,410
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1449,1,69,44,3,2,2,0,3,1,2,1,2,0,0,0,129,6,135,295
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1450,1,39,32,1,0,1,1,3,0,0,0,0,1,0,0,78,0,78,173
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1451,1,40,30,1,0,1,2,5,0,0,0,1,0,0,0,80,2,82,174
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1452,1,70,72,16,2,2,5,6,1,1,0,1,1,0,0,177,5,182,329
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1453,1,52,68,2,2,3,4,5,1,4,1,6,0,0,0,148,8,156,296
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1454,1,57,104,2,1,3,1,3,2,1,7,0,0,0,0,181,5,186,362
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1455,1,53,83,2,2,2,3,0,1,1,1,2,0,0,1,150,2,153,366
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1456,1,110,133,11,3,14,11,17,7,5,1,1,0,0,0,313,10,323,498
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1457,1,64,112,2,5,4,0,6,2,4,1,11,0,0,1,211,9,221,580
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1458,1,60,110,2,2,5,2,8,0,1,0,2,0,0,0,192,4,196,423
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1459,1,60,70,2,2,2,1,3,2,4,2,2,0,0,1,150,2,153,316
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1460,1,65,90,1,1,1,3,1,0,2,3,1,0,0,0,168,2,170,335
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1461,1,56,119,10,5,2,13,7,0,4,5,1,1,0,0,223,5,228,371
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1462,1,80,75,6,1,2,1,3,4,2,4,1,0,0,0,179,4,183,348
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1463,1,80,81,5,2,4,1,3,3,1,0,2,0,0,0,182,4,186,345
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1464,1,79,59,6,3,0,3,2,0,3,0,0,0,0,0,155,4,159,366
1,26,SONORA,11,HERMOSILLO COSTA,49,HERMOSILLO,1465,1,70,43,3,0,4,1,0,1,2,0,0,0,0,0,124,0,124,284
