ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MC,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CC_PAN_PRI_PRD_NVA_ALIANZA_PH_ES,CC_PAN_PRI_PVEM,CC_PAN_PRD_NVA_ALIANZA,CC_PAN_PRD,CC_PAN_PRD_PT,CC_PAN_PRD_PT_NVA_ALIANZA_ES,CC_PAN_PRD_PT_NVA_ALIANZA_PH,CC_PAN_PT,CC_PAN_MC,CC_PAN_PH,CC_PRI_PVEM_PT,CC_PRI_PVEM,CC_PRD_PT,CC_PRD_PT_NVA_ALIANZA,CC_PRD_PT_NVA_ALIANZA_ES,CC_PRD_PT_NVA_ALIANZA_PH,CC_PRD_PT_ES,CC_PRD_PT_PH,CC_PRD_NVA_ALIANZA,CC_PRD_NVA_ALIANZA_ES,CC_PRD_ES,CC_PT_NVA_ALIANZA_PH,CC_PT_PMC,CC_PT_ES,CC_PT_PH,CC_PT_PH_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
16,MICHOACAN,7,APORO,4,6,763,687,314,142,2,4,0,45,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,59,2075,2562,0.8099
16,MICHOACAN,8,AQUILA,13,32,1816,942,3633,1005,5031,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,149,12850,217,13216,17926,0.7373
16,MICHOACAN,9,ARIO,21,44,1765,4343,3211,247,3387,84,0,136,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,3,13943,609,14555,24209,0.6012
16,MICHOACAN,10,ARTEAGA,14,35,317,4310,5342,46,23,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,10167,176,10343,16096,0.6426
16,MICHOACAN,11,BRISEÑAS,6,11,224,1034,973,1795,13,400,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4448,91,4539,6363,0.7133
16,MICHOACAN,12,BUENAVISTA,23,50,1297,4439,5124,369,95,107,0,1639,2152,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,24,0,0,0,0,0,0,85,1,15440,547,15988,29291,0.5458
16,MICHOACAN,13,CARÁCUARO,12,16,27,2305,2134,18,24,6,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,5191,172,5364,7178,0.7473
16,MICHOACAN,14,COAHUAYANA,12,18,444,1368,2084,24,48,1968,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6076,136,6212,9747,0.6373
16,MICHOACAN,15,COALCOMÁN DE VÁZQUEZ PALLARES,17,28,1167,3309,3608,33,77,143,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8663,225,8890,13797,0.6443
16,MICHOACAN,16,COENEO,29,41,2881,2224,3836,836,56,57,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10218,340,10558,18567,0.5686
16,MICHOACAN,17,CONTEPEC,13,36,2622,4968,4394,175,55,144,1434,261,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2,14243,379,14624,21242,0.6884
16,MICHOACAN,18,COPÁNDARO,6,12,1092,1075,1039,1076,17,14,0,103,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4434,135,4569,7069,0.6463
16,MICHOACAN,19,COTIJA,19,38,1324,1524,2364,892,2990,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9149,300,9449,16379,0.5769
16,MICHOACAN,20,CUITZEO,16,38,1343,2523,3366,372,212,65,2443,277,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,11662,477,12141,21396,0.5674
16,MICHOACAN,21,CHARAPAN,6,14,18,1190,1367,2378,18,60,0,508,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5564,154,5720,8568,0.6676
16,MICHOACAN,22,CHARO,15,27,3248,1920,3010,54,62,37,515,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,9862,270,10132,15205,0.6664
