CIRCUNSCRIPCION,﻿ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,NVA_ALIANZA,MC,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CC_PAN_PRI_PRD_NVA_ALIANZA_PH_ES,CC_PAN_PRI_PVEM,CC_PAN_PRD_NVA_ALIANZA,CC_PAN_PRD,CC_PAN_PRD_PT,CC_PAN_PRD_PT_NVA_ALIANZA_ES,CC_PAN_PRD_PT_NVA_ALIANZA_PH,CC_PAN_PT,CC_PAN_MC,CC_PAN_PH,CC_PRI_PVEM_PT,CC_PRI_PVEM,CC_PRD_PT,CC_PRD_PT_NVA_ALIANZA,CC_PRD_PT_NVA_ALIANZA_ES,CC_PRD_PT_NVA_ALIANZA_PH,CC_PRD_PT_ES,CC_PRD_PT_PH,CC_PRD_NVA_ALIANZA,CC_PRD_NVA_ALIANZA_ES,CC_PRD_ES,CC_PT_NVA_ALIANZA_PH,CC_PT_MC,CC_PT_ES,CC_PT_PH,CC_PT_PH_ES,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,288,5,670,595,689,13,6,13,138,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2156,48,2205,3087
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,289,1,36,165,130,4,2,6,45,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,413,8,421,578
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,290,3,52,257,233,8,4,7,51,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,642,19,662,911
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,291,2,120,278,126,4,5,5,55,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,626,34,660,936
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,292,3,102,392,298,11,4,10,213,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1146,28,1174,1599
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,293,4,261,672,535,10,3,19,213,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1756,37,1793,2630
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,294,4,104,558,494,89,12,21,132,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1466,51,1517,2450
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,295,2,135,253,222,13,2,7,82,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,734,23,757,1179
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,296,2,225,253,234,4,2,5,116,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,863,33,896,1369
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,297,4,196,861,684,12,10,36,96,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1932,51,1983,2938
5,16,MICHOACAN,3,MARAVATÍO,17,CONTEPEC,298,2,44,225,253,4,2,4,158,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,702,13,715,932
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,446,2,22,349,335,1,2,2,154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,883,25,908,1176
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,447,2,19,209,235,11,4,4,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,699,15,714,1314
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,448,2,17,255,160,4,9,1,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,659,25,684,1007
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,449,2,22,225,219,6,7,2,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,657,28,685,954
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,450,2,10,239,221,3,1,2,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,647,20,667,924
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,451,2,5,117,233,3,2,0,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,582,22,604,927
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,452,1,6,165,110,1,3,2,155,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,464,6,470,669
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,453,1,14,99,135,0,0,0,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,483,7,490,654
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,454,2,5,224,532,6,0,0,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,886,28,914,1309
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,455,3,29,240,466,7,2,3,374,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,28,1175,1649
5,16,MICHOACAN,3,MARAVATÍO,31,EPITACIO HUERTA,456,2,5,285,383,1,0,3,167,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,873,13,886,1224
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,885,3,269,139,215,23,10,95,113,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,49,969,1964
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,886,3,180,111,226,12,8,105,179,35,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,889,37,927,1690
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,887,2,98,120,173,8,5,57,127,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,612,41,654,1401
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,888,2,181,76,204,13,3,74,71,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,652,27,680,1449
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,889,2,133,107,115,17,3,36,154,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,590,15,606,1053
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,890,2,155,130,141,9,2,52,109,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,31,676,1299
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,891,3,211,111,344,56,12,65,76,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,913,46,960,1881
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,892,2,147,125,191,16,4,48,111,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,675,21,697,1482
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,893,2,125,80,90,15,4,92,93,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,23,564,965
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,894,3,148,88,174,17,8,119,48,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,640,43,685,1611
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,895,3,152,107,356,24,8,91,75,25,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,35,893,2186
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,896,2,182,78,205,5,4,104,69,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,41,734,1350
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,897,2,172,66,226,7,14,55,55,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,30,651,1315
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,898,4,262,132,510,28,25,85,96,23,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,63,1239,2809
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,899,3,135,105,335,10,19,125,60,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862,40,903,1798
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,900,2,114,117,207,8,5,99,37,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,37,649,1356
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,901,3,166,127,256,10,14,153,45,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,43,849,1580
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,902,2,129,65,96,5,1,5,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313,17,331,846
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,903,4,247,202,482,9,14,113,26,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,47,1168,2456
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,904,2,180,96,69,6,11,56,74,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,19,540,1314
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,905,2,87,110,140,8,17,37,22,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,16,456,1144
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,906,2,101,63,119,12,5,35,15,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,22,380,920
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,907,2,54,89,60,17,2,25,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,13,270,348
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,908,3,156,167,244,3,9,85,35,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,34,746,1559
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,909,2,133,198,182,6,7,70,44,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,16,674,1235
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,910,2,111,115,247,11,6,39,51,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,35,667,1306
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,911,3,180,86,146,6,8,64,26,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,13,545,1140
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,912,4,375,191,362,10,12,60,31,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1086,47,1134,2974
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,913,1,22,36,56,4,5,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2,146,326
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,914,4,144,188,423,33,19,73,28,77,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,45,1048,2155
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,915,2,85,95,141,25,6,22,18,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,25,452,971
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,916,3,188,179,165,24,14,33,31,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,28,683,1367
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,917,2,53,84,97,22,8,38,4,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,29,347,774
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,918,1,40,32,79,21,5,40,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,17,253,519
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,919,2,75,116,269,9,15,31,146,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,24,707,1358
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,920,2,61,119,252,7,8,27,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,26,509,850
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,921,2,36,92,83,11,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,16,269,451
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,922,4,304,180,247,19,10,103,80,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,47,1021,1728
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,923,2,121,55,322,15,6,54,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,20,644,1193
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,924,2,139,121,313,16,15,86,18,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,29,752,1409
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,925,1,39,102,170,4,4,7,17,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,21,384,693
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,926,1,52,115,124,4,3,37,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,24,377,745
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,927,1,18,54,33,6,3,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,7,153,266
5,16,MICHOACAN,3,MARAVATÍO,52,MARAVATÍO,928,3,206,202,187,4,9,92,59,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,39,820,1537
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1821,2,154,366,154,0,46,4,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,830,21,851,1208
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1822,3,202,543,265,3,52,41,171,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1289,38,1328,1789
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1823,2,29,358,40,2,10,3,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,18,583,780
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1824,2,117,467,97,2,47,5,122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,33,900,1444
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1825,4,141,410,276,11,269,26,234,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1386,43,1429,2541
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1826,2,53,148,75,7,100,11,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,455,4,459,898
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1827,2,61,215,282,4,112,9,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,781,27,808,1270
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1828,3,165,536,222,4,119,9,230,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1294,45,1339,2017
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1829,2,153,204,74,3,17,7,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,18,515,761
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1830,1,73,259,93,2,21,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,504,5,509,740
5,16,MICHOACAN,3,MARAVATÍO,81,SENGUIO,1831,2,9,198,120,3,52,2,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,504,14,518,784
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2025,3,72,356,392,45,9,46,126,13,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1163,36,1199,1590
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2026,2,83,278,274,43,11,55,90,5,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,902,20,922,1298
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2027,2,13,97,64,41,5,121,126,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,508,18,526,808
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2028,2,30,86,115,46,12,96,110,6,52,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,600,19,619,823
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2029,3,58,125,387,68,7,301,92,8,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1162,50,1213,1862
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2030,2,30,166,286,57,9,81,156,12,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,879,30,910,1231
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2031,3,62,221,235,44,2,410,71,5,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1087,21,1108,1519
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2032,2,64,100,108,53,8,79,55,9,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,526,31,557,896
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2033,4,73,277,512,179,16,261,369,14,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1788,43,1831,2635
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2034,3,50,123,649,47,2,60,54,21,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1053,40,1093,1797
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2035,2,17,145,178,20,5,69,20,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,485,9,494,815
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2036,1,4,46,79,10,0,70,29,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,255,5,260,358
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2037,2,36,159,284,103,9,158,51,8,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,852,44,896,1398
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2038,3,18,216,327,104,14,157,125,18,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1020,31,1051,1579
5,16,MICHOACAN,3,MARAVATÍO,94,TLALPUJAHUA,2039,1,2,69,57,21,4,51,44,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,261,16,277,380
5,16,MICHOACAN,4,JIQUILPAN,11,BRISEÑAS,184,2,48,81,180,292,3,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,16,719,1013
