ID_DISTRO_LOCAL,NOMBRE_DISTRITO,ID_MUNICIPIO,NOMBRE_MUNICIPIO,SECCION,NUMERO_CASILLA,TIPO_CASILLA,EXTRA_CONTIG,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PNAH,PAN_PRI_PRD,MORENA_PNAH,CI_01,CI_02,CNR,VN,TOTAL_VOTOS
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,257,1,B,0,2,32,,11,53,4,,,,74,,,0,1,177
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,257,1,C,0,3,23,,11,55,3,,,,102,,,0,2,199
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,257,2,C,0,2,28,,15,55,1,,,,85,,,0,5,191
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,257,3,C,0,4,35,,13,60,3,,,,87,,,0,5,207
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,257,4,C,0,2,33,,15,67,6,,,,99,,,0,5,227
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,258,1,C,0,1,33,,16,59,2,,,,126,,,0,7,244
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,258,2,C,0,3,35,,14,55,4,,,,117,,,0,9,237
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,258,3,C,0,3,38,,21,64,6,,,,109,,,0,3,244
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,259,1,B,0,5,44,,30,63,2,,,,99,,,0,5,248
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,259,1,C,0,4,48,,20,68,6,,,,106,,,0,1,253
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,259,2,C,0,3,53,,19,68,16,,,,115,,,0,4,278
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,260,1,B,0,9,24,,8,64,6,,,,109,,,0,7,227
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,261,1,B,0,10,68,,28,114,7,,,,128,,,0,5,360
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,261,1,C,0,4,46,,37,111,13,,,,123,,,0,7,341
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,262,1,B,0,14,45,,24,85,7,,,,102,,,0,4,281
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,262,1,C,0,16,55,,21,109,6,,,,97,,,0,1,305
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,262,2,C,0,12,44,,24,105,7,,,,80,,,0,4,276
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,263,1,B,0,2,49,,19,69,3,,,,122,,,0,6,270
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,263,1,C,0,9,48,,10,69,6,,,,113,,,0,4,259
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,1,B,0,1,43,,8,51,4,,,,128,,,0,6,241
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,1,C,0,3,36,,8,57,3,,,,142,,,0,6,255
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,2,C,0,2,39,,4,66,1,,,,164,,,0,7,283
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,3,C,0,3,37,,13,43,5,,,,136,,,0,10,247
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,4,C,0,4,22,,6,68,3,,,,138,,,0,1,242
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,264,5,C,0,5,37,,5,46,2,,,,110,,,0,6,211
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,265,1,B,0,0,44,,6,43,2,,,,194,,,0,3,292
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,265,2,C,0,2,44,,6,49,5,,,,179,,,0,8,293
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,265,3,C,0,4,39,,7,38,2,,,,192,,,0,3,285
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,266,1,B,0,3,37,,25,51,3,,,,101,,,0,5,225
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,266,1,C,0,5,22,,20,71,2,,,,94,,,0,6,220
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,267,1,B,0,1,17,,10,29,3,,,,87,,,0,8,155
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,267,1,C,0,1,15,,15,19,1,,,,66,,,0,3,120
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,268,1,B,0,12,127,,19,27,1,,,,115,,,0,4,305
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,269,1,B,0,3,134,,5,49,4,,,,114,,,0,7,316
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,269,1,C,0,7,158,,3,50,4,,,,80,,,0,10,312
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,269,4,C,0,0,141,,1,48,7,,,,87,,,0,6,290
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,270,1,B,0,3,79,,12,66,3,,,,100,,,0,8,271
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,270,1,C,0,1,87,,6,75,1,,,,113,,,0,3,286
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,270,2,C,0,7,75,,6,96,2,,,,84,,,0,7,277
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,271,1,B,0,3,43,,26,115,9,,,,93,,,0,3,292
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,271,1,C,0,7,24,,18,110,4,,,,87,,,0,5,255
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,271,2,C,0,3,39,,41,108,4,,,,124,,,0,6,325
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,271,4,C,0,4,39,,22,115,5,,,,97,,,1,3,286
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,272,1,B,0,18,32,,21,29,2,,,,64,,,0,6,172
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,272,1,C,0,13,45,,25,43,1,,,,55,,,0,2,184
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,1,B,0,8,62,,21,38,0,,,,89,,,0,2,220
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,1,C,0,2,25,,24,31,3,,,,80,,,0,6,171
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,2,C,0,4,41,,31,29,2,,,,77,,,0,6,190
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,3,C,0,5,21,,16,36,2,,,,76,,,0,8,164
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,4,C,0,3,36,,25,40,6,,,,87,,,0,8,205
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,273,5,C,0,3,35,,18,49,1,,,,86,,,0,2,194
18,TEPEAPULCO,15,CUAUTEPEC DE HINOJOSA,274,1,B,0,1,33,,52,84,8,,,,110,,,0,7,295
