"source_file","district","municipality","# iddistritolocal","nombredistrito","idmunicipio","nombremunicipio","seccion","numcasilla","tipocasilla","ex_contigua","PAN","PRI","PRD","PT","PVEM","MC","MORENA","PNAH","PAN_PRI_PRD","MORENA_PNAH","CI_01","CI_02","CNR","VN","TOTAL"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1110","2","C","0",NA,"121","2","8","30","9",NA,NA,NA,"152","92",NA,"0","18","432"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1110","4","C","0",NA,"124","5","9","23","13",NA,NA,NA,"139","95",NA,"0","12","420"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1111","1","B","0",NA,"196","11","9","37","7",NA,NA,NA,"100","89",NA,"0","11","460"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1111","1","C","0",NA,"196","10","2","35","5",NA,NA,NA,"141","80",NA,"0","17","486"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1111","2","C","0",NA,"205","14","3","29","8",NA,NA,NA,"98","88",NA,"0","16","461"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1112","1","B","0",NA,"140","9","4","27","9",NA,NA,NA,"124","58",NA,"0","16","387"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1113","1","C","0",NA,"144","11","9","29","5",NA,NA,NA,"124","73",NA,"0","17","412"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","1","B","0",NA,"134","13","16","42","3",NA,NA,NA,"115","71",NA,"0","14","408"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","1","C","0",NA,"155","8","12","42","4",NA,NA,NA,"100","82",NA,"0","24","427"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","3","C","0",NA,"127","16","12","41","7",NA,NA,NA,"90","65",NA,"1","16","375"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","5","C","0",NA,"126","16","7","30","11",NA,NA,NA,"121","84",NA,"1","23","419"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","6","C","0",NA,"141","18","10","29","12",NA,NA,NA,"105","75",NA,"1","10","401"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1115","1","B","0",NA,"82","1","0","17","13",NA,NA,NA,"138","18",NA,"0","7","276"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","1","B","0",NA,"104","11","3","28","19",NA,NA,NA,"171","47",NA,"0","19","402"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","1","C","0",NA,"121","2","7","15","25",NA,NA,NA,"178","55",NA,"0","31","434"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","C","0",NA,"115","6","8","26","22",NA,NA,NA,"192","52",NA,"1","27","449"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","1","E","0",NA,"47","6","6","35","9",NA,NA,NA,"129","55",NA,"1","14","302"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","1","E","1",NA,"61","2","9","28","12",NA,NA,NA,"126","59",NA,"0","13","310"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","1","E","2",NA,"59","3","5","29","13",NA,NA,NA,"129","70",NA,"0","20","328"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","E","0",NA,"81","7","7","22","24",NA,NA,NA,"154","38",NA,"0","15","348"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","E","1",NA,"97","6","20","27","22",NA,NA,NA,"149","36",NA,"0","18","375"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","E","2",NA,"75","5","13","22","26",NA,NA,NA,"152","41",NA,"0","15","349"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","E","3",NA,"99","7","10","18","29",NA,NA,NA,"169","23",NA,"0","16","371"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1116","2","E","4",NA,"110","5","14","33","23",NA,NA,NA,"132","40",NA,"0","16","373"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1117","1","B","0",NA,"99","6","6","61","7",NA,NA,NA,"128","34",NA,"1","15","357"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1117","1","C","0",NA,"102","2","7","41","5",NA,NA,NA,"137","54",NA,"0","8","356"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1118","1","B","0",NA,"127","5","6","39","7",NA,NA,NA,"193","57",NA,"0","22","456"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1118","2","C","0",NA,"117","5","8","47","6",NA,NA,NA,"175","41",NA,"0","15","414"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1118","3","C","0",NA,"120","6","7","50","13",NA,NA,NA,"158","40",NA,"0","18","412"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1119","1","B","0",NA,"143","1","3","11","2",NA,NA,NA,"65","26",NA,"0","16","267"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1120","1","B","0",NA,"83","4","3","29","10",NA,NA,NA,"51","106",NA,"0","10","296"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1120","1","C","0",NA,"107","4","4","25","4",NA,NA,NA,"49","96",NA,"0","8","297"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1110","3","C","0",NA,"139","6","11","16","10",NA,NA,NA,"136","111",NA,"0","17","446"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1112","1","C","0",NA,"90","7","0","40","9",NA,NA,NA,"112","95",NA,"0","6","359"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1112","3","C","0",NA,"107","13","0","34","5",NA,NA,NA,"116","89",NA,"0","13","377"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1112","2","C","0",NA,"136","6","2","25","10",NA,NA,NA,"93","70",NA,"0","17","359"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1113","1","B","0",NA,"176","11","6","30","15",NA,NA,NA,"97","79",NA,"0","19","433"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1113","2","C","0",NA,"136","11","12","21","3",NA,NA,NA,"94","99",NA,"1","17","394"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","2","C","0",NA,"116","17","11","26","12",NA,NA,NA,"124","76",NA,"2","21","405"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","4","C","0",NA,"146","11","6","42","9",NA,NA,NA,"115","55",NA,"5","18","407"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1114","7","C","0",NA,"129","18","8","39","8",NA,NA,NA,"110","82",NA,"0","24","418"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO","10","ZEMPOALA","56","SANTIAGO TULANTEPEC DE LUGO GUERRERO","1118","1","C","0",NA,"85","4","7","41","8",NA,NA,NA,"172","57",NA,"0","27","401"
"56_SANTIAGO TULANTEPEC DE LUGO GUERRERO.xlsx","Distrito 10","SANTIAGO TULANTEPEC DE LUGO GUERRERO",NA,NA,NA,NA,NA,NA,NA,NA,"0","5296","344","328","1353","498","0","0","0","5659","2931","0","14","728","17151"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1121","1","B","0","95","24",NA,"116","10",NA,NA,NA,NA,"163","20",NA,"0","42","470"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1121","3","C","0","115","44",NA,"75","7",NA,NA,NA,NA,"170","22",NA,"1","20","454"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1122","2","C","0","88","36",NA,"81","6",NA,NA,NA,NA,"183","17",NA,"0","27","438"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1124","1","C","0","110","8",NA,"68","6",NA,NA,NA,NA,"72","10",NA,"0","20","294"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1125","1","C","0","118","28",NA,"80","6",NA,NA,NA,NA,"84","35",NA,"0","19","370"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1128","1","C","0","107","11",NA,"52","2",NA,NA,NA,NA,"69","12",NA,"0","20","273"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1129","1","B","0","119","16",NA,"78","7",NA,NA,NA,NA,"176","46",NA,"0","22","464"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1130","1","B","0","106","7",NA,"81","8",NA,NA,NA,NA,"67","54",NA,"0","19","342"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1130","1","C","0","113","1",NA,"93","1",NA,NA,NA,NA,"55","57",NA,"0","17","337"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1121","1","C","0","114","45",NA,"93","6",NA,NA,NA,NA,"145","20",NA,"0","34","457"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1121","2","C","0","118","49",NA,"92","10",NA,NA,NA,NA,"162","29",NA,"0","30","490"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1121","4","C","0","97","58",NA,"87","5",NA,NA,NA,NA,"183","26",NA,"0","26","482"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1122","1","B","0","142","28",NA,"101","9",NA,NA,NA,NA,"133","31",NA,"0","29","473"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1122","1","C","0","151","28",NA,"81","3",NA,NA,NA,NA,"163","25",NA,"0","35","486"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1123","1","B","0","142","18",NA,"103","10",NA,NA,NA,NA,"139","71",NA,"0","26","509"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1123","1","C","0","145","24",NA,"107","7",NA,NA,NA,NA,"128","64",NA,"0","23","498"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1123","2","C","0","119","17",NA,"89","4",NA,NA,NA,NA,"134","80",NA,"0","19","462"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1124","1","B","0","98","9",NA,"53","7",NA,NA,NA,NA,"78","24",NA,"0","22","291"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1125","1","B","0","100","17",NA,"101","3",NA,NA,NA,NA,"100","26",NA,"0","23","370"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1125","2","C","0","88","12",NA,"100","9",NA,NA,NA,NA,"106","13",NA,"0","22","350"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1126","1","B","0","160","18",NA,"82","7",NA,NA,NA,NA,"125","45",NA,"0","29","466"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1127","1","B","0","117","6",NA,"80","4",NA,NA,NA,NA,"118","12",NA,"0","19","356"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1128","1","B","0","82","7",NA,"76","2",NA,NA,NA,NA,"85","10",NA,"0","26","288"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN","10","ZEMPOALA","57","SINGUILUCAN","1131","1","B","0","137","16",NA,"71","7",NA,NA,NA,NA,"138","48",NA,"0","21","438"
"57_SINGUILUCAN.xlsx","Distrito 10","SINGUILUCAN",NA,NA,NA,NA,NA,NA,NA,NA,"2781","527","0","2040","146","0","0","0","0","2976","797","0","1","590","9858"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1395","1","B","0",NA,NA,NA,"52","117","22",NA,NA,"91","137","66",NA,"0","14","499"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1396","1","B","0",NA,NA,NA,"38","93","6",NA,NA,"93","113","86",NA,"0","15","444"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1396","1","C","0",NA,NA,NA,"34","135","28",NA,NA,"72","94","83",NA,"1","11","458"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1398","2","C","0",NA,NA,NA,"28","73","15",NA,NA,"96","76","64",NA,"1","14","367"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1399","2","C","0",NA,NA,NA,"53","48","25",NA,NA,"76","85","100",NA,"0","12","399"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1401","1","B","0",NA,NA,NA,"66","55","16",NA,NA,"111","131","73",NA,"0","16","468"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1395","1","C","0",NA,NA,NA,"45","112","21",NA,NA,"101","114","68",NA,"0","11","472"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1397","1","B","0",NA,NA,NA,"34","89","15",NA,NA,"109","110","67",NA,"0","13","437"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1397","1","C","0",NA,NA,NA,"34","102","22",NA,NA,"93","94","88",NA,"1","19","453"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1398","1","B","0",NA,NA,NA,"49","85","17",NA,NA,"95","89","58",NA,"1","17","411"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1398","1","C","0",NA,NA,NA,"34","71","20",NA,NA,"101","97","51",NA,"1","14","389"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1399","1","B","0",NA,NA,NA,"69","45","31",NA,NA,"78","92","80",NA,"1","13","409"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1399","1","C","0",NA,NA,NA,"76","57","23",NA,NA,"73","87","89",NA,"0","13","418"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1400","1","B","0",NA,NA,NA,"23","34","35",NA,NA,"48","128","23",NA,"0","16","307"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1402","1","B","0",NA,NA,NA,"20","32","10",NA,NA,"80","87","64",NA,"1","11","305"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA","10","ZEMPOALA","71","TLANALAPA","1402","1","C","0",NA,NA,NA,"29","29","12",NA,NA,"109","88","42",NA,"0","7","316"
"71_TLANALAPA.xlsx","Distrito 10","TLANALAPA",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","684","1177","318","0","0","1426","1622","1102","0","7","216","6552"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1556","1","B","0",NA,NA,NA,"166","78","61",NA,NA,"16","105",NA,NA,"0","14","440"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1556","1","C","0",NA,NA,NA,"134","53","96",NA,NA,"17","87",NA,NA,"0","11","398"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1556","2","C","0",NA,NA,NA,"155","59","90",NA,NA,"11","118",NA,NA,"0","13","446"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1557","1","B","0",NA,NA,NA,"155","74","76",NA,NA,"19","133",NA,NA,"0","17","474"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1557","1","C","0",NA,NA,NA,"155","78","110",NA,NA,"20","96",NA,NA,"0","12","471"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1557","2","C","0",NA,NA,NA,"168","88","66",NA,NA,"19","91",NA,NA,"0","11","443"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1558","1","B","0",NA,NA,NA,"178","36","73",NA,NA,"17","100",NA,NA,"0","6","410"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1559","1","B","0",NA,NA,NA,"155","74","82",NA,NA,"19","91",NA,NA,"1","13","435"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1560","1","B","0",NA,NA,NA,"183","96","70",NA,NA,"10","99",NA,NA,"0","18","476"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1561","2","C","0",NA,NA,NA,"85","89","129",NA,NA,"9","52",NA,NA,"0","9","373"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1562","1","B","0",NA,NA,NA,"71","48","46",NA,NA,"8","45",NA,NA,"0","11","229"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1558","1","C","0",NA,NA,NA,"122","51","81",NA,NA,"21","84",NA,NA,"0","7","366"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1559","1","C","0",NA,NA,NA,"138","58","77",NA,NA,"14","123",NA,NA,"1","12","423"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1560","1","C","0",NA,NA,NA,"139","119","63",NA,NA,"6","121",NA,NA,"0","19","467"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1561","1","B","0",NA,NA,NA,"94","119","106",NA,NA,"5","54",NA,NA,"0","14","392"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1561","1","C","0",NA,NA,NA,"94","93","98",NA,NA,"13","54",NA,NA,"0","11","363"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC","10","ZEMPOALA","77","VILLA DE TEZONTEPEC","1561","3","C","0",NA,NA,NA,"89","104","96",NA,NA,"12","59",NA,NA,"1","14","375"
"77_VILLA DE TEZONTEPEC.xlsx","Distrito 10","VILLA DE TEZONTEPEC",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","2281","1317","1420","0","0","236","1512","0","0","3","212","6981"
"88_ZEMPOALA.xlsx","Distrito 10","ZEMPOALA","10","ZEMPOALA","83","ZEMPOALA","1627","1","B","0",NA,NA,NA,"51",NA,"136",NA,NA,"58","156",NA,NA,"0","14","415"
"88_ZEMPOALA.xlsx","Distrito 10","ZEMPOALA","10","ZEMPOALA","83","ZEMPOALA","1627","1","C","0",NA,NA,NA,"43",NA,"115",NA,NA,"74","158",NA,NA,"0","16","406"
"88_ZEMPOALA.xlsx","Distrito 10","ZEMPOALA","10","ZEMPOALA","83","ZEMPOALA","1627","2","C","0",NA,NA,NA,"63",NA,"120",NA,NA,"77","171",NA,NA,"0","21","452"
