CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PVEM,NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRI_PVEM_NVA_ALIANZA,PRD,PT,MC,PSD,MORENA,ES,PH,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,239,11,822,450,168,81,,,,,358,44,246,447,443,242,190,13,3491,377,3881,7745
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,240,3,199,126,35,16,,,,,90,5,51,70,161,50,51,3,854,126,983,1970
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,241,3,133,81,59,27,,,,,167,7,25,152,72,64,38,2,825,78,905,1663
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,242,2,141,82,45,22,,,,,89,10,34,71,60,30,23,5,607,65,677,1392
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,243,2,73,61,26,6,,,,,70,7,19,50,44,23,15,2,394,44,440,924
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,272,4,152,134,74,19,,,,,178,7,39,189,83,61,35,2,971,94,1067,2265
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,316,2,95,65,39,19,,,,,110,12,15,107,56,41,22,0,581,45,626,1299
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,317,3,103,146,59,30,,,,,147,11,38,135,89,42,26,3,826,83,912,1846
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,320,3,133,122,74,42,,,,,148,11,48,136,88,54,31,7,887,72,966,2062
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,389,2,210,90,36,18,,,,,79,6,7,57,22,8,6,2,539,47,588,943
,17,MORELOS,1,CUERNAVACA NORTE,7,CUERNAVACA,390,1,20,23,7,2,,,,,13,0,11,15,14,8,5,0,118,13,131,415
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,412,3,214,225,146,177,,,,,136,94,14,14,133,43,34,0,1230,48,1278,1598
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,413,3,209,128,125,158,,,,,130,56,15,31,165,50,34,2,1101,46,1149,1505
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,414,2,143,131,122,120,,,,,100,154,23,25,124,5,32,0,979,40,1019,1366
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,415,1,21,35,16,7,,,,,13,18,1,7,3,0,4,0,125,5,130,167
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,416,3,133,141,225,211,,,,,98,93,19,39,180,14,46,0,1199,73,1272,1780
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,417,3,152,273,297,242,,,,,200,118,18,44,181,41,22,0,1588,75,1663,2148
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,418,3,74,113,154,179,,,,,120,94,13,23,135,40,19,0,964,48,1012,1507
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,419,2,100,208,105,87,,,,,209,53,15,43,102,26,37,0,985,84,1069,1451
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,420,2,89,39,40,60,,,,,59,43,5,17,101,13,7,0,473,36,509,827
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,421,1,56,24,28,52,,,,,39,13,6,13,47,6,6,1,290,21,312,539
,17,MORELOS,1,CUERNAVACA NORTE,9,HUITZILAC,422,1,44,49,35,40,,,,,36,51,7,30,67,10,6,0,375,35,410,693
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,194,5,276,283,90,28,,,,,321,25,87,188,134,73,66,5,1571,105,1681,3417
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,195,4,217,231,54,13,,,,,228,12,30,125,88,42,50,4,1090,75,1169,2390
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,196,4,234,271,88,33,,,,,246,22,47,114,123,66,51,0,1295,101,1396,2882
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,197,6,316,289,106,34,,,,,454,27,67,209,160,80,66,1,1808,141,1950,4010
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,198,3,131,150,54,16,,,,,281,12,41,135,83,53,38,3,994,65,1062,2063
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,199,4,194,178,93,35,,,,,298,21,61,220,132,59,47,5,1338,128,1471,2829
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,219,3,186,107,43,41,,,,,118,15,39,101,82,36,50,6,818,80,904,1766
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,220,8,492,314,130,45,,,,,260,37,112,378,184,93,127,14,2172,232,2418,5503
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,221,3,124,106,34,16,,,,,67,16,22,86,72,39,51,5,633,48,686,1634
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,222,8,272,720,197,58,,,,,338,35,90,305,218,84,118,7,2435,174,2616,5421
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,223,2,74,177,26,9,,,,,72,12,16,59,46,21,38,22,550,17,589,1105
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,224,2,82,164,26,9,,,,,108,8,22,85,82,35,33,0,654,36,690,1435
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,225,2,98,139,20,10,,,,,68,12,20,75,60,17,41,2,560,36,598,1144
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,226,2,92,115,26,8,,,,,100,3,16,51,74,23,42,0,550,43,593,1147
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,227,3,141,162,52,21,,,,,129,9,22,167,102,43,71,1,919,63,983,2003
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,228,2,126,61,31,11,,,,,35,6,13,33,44,18,24,2,402,45,449,841
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,229,2,93,53,25,6,,,,,74,8,13,53,39,21,22,2,407,59,468,927
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,230,3,197,108,36,15,,,,,108,9,60,88,87,49,36,5,793,115,913,1711
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,251,2,141,69,14,3,,,,,30,1,27,27,29,11,10,5,362,59,426,793
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,252,2,97,107,33,11,,,,,72,9,25,45,59,24,50,2,532,70,604,1274
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,253,2,87,110,23,9,,,,,70,6,11,51,69,24,38,1,498,31,530,1114
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,254,2,151,129,29,12,,,,,77,18,26,75,63,31,37,4,648,34,686,1422
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,255,3,188,177,41,24,,,,,115,22,40,107,117,31,59,1,921,88,1010,2133
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,256,3,122,142,40,23,,,,,47,9,43,87,282,43,26,6,864,60,930,1976
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,257,8,433,460,171,43,,,,,269,37,95,251,386,137,120,12,2402,154,2568,5510
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,258,1,33,87,27,6,,,,,25,2,10,34,31,17,16,1,288,26,315,642
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,259,1,49,50,17,8,,,,,23,2,14,35,37,22,25,1,282,15,298,538
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,260,1,49,49,11,6,,,,,22,4,16,38,68,24,28,1,315,24,340,731
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,261,1,46,42,13,7,,,,,30,4,19,29,66,21,17,1,294,26,321,595
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,262,2,143,56,15,7,,,,,32,8,23,32,40,18,35,4,409,65,478,984
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,263,2,149,68,27,6,,,,,48,7,19,38,33,16,37,0,448,83,531,1100
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,264,2,113,45,26,11,,,,,41,7,20,33,43,27,33,5,399,44,448,875
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,265,1,88,55,29,9,,,,,27,4,21,18,23,17,20,2,311,41,354,738
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,281,2,132,80,24,7,,,,,37,6,33,22,48,14,18,0,421,63,484,1061
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,282,3,115,132,39,14,,,,,37,3,36,85,234,33,33,1,761,30,792,1642
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,283,3,100,132,29,16,,,,,73,10,33,110,186,24,37,1,750,46,797,1535
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,284,3,104,224,50,14,,,,,143,15,45,130,102,47,41,1,915,52,968,1795
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,285,2,90,140,40,12,,,,,61,11,37,81,111,40,53,1,676,44,721,1329
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,286,2,62,96,46,15,,,,,64,8,25,94,132,37,35,3,614,45,662,1346
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,287,2,54,74,31,12,,,,,61,7,25,79,198,19,23,1,583,38,622,1233
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,288,3,97,131,37,6,,,,,34,6,40,80,323,27,29,2,810,49,861,1834
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,289,1,77,41,12,10,,,,,37,6,18,20,45,6,15,3,287,38,328,703
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,290,3,206,133,59,22,,,,,77,12,51,95,218,46,45,3,964,79,1046,1918
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,291,2,92,60,27,4,,,,,34,3,30,47,30,20,20,1,367,49,417,788
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,305,3,153,173,55,23,,,,,80,14,68,83,202,36,30,0,917,74,991,2095
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,306,3,68,115,50,20,,,,,125,14,29,104,102,31,23,1,681,47,729,1501
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,307,2,92,132,33,20,,,,,56,7,26,49,74,42,66,3,597,52,652,1146
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,308,2,99,133,33,12,,,,,68,15,32,100,85,46,41,3,664,56,723,1395
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,309,4,176,197,93,26,,,,,137,20,59,165,215,92,87,4,1267,83,1354,2836
,17,MORELOS,2,CUERNAVACA ORIENTE ,7,CUERNAVACA,310,2,124,83,40,9,,,,,40,6,23,55,33,32,26,0,471,49,520,954
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,244,2,147,74,37,13,1,0,0,0,66,2,36,65,62,27,28,3,558,45,606,1155
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,245,2,104,38,18,11,0,0,0,0,43,8,41,43,44,26,14,5,390,40,435,868
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,246,2,110,118,27,35,0,1,0,1,83,7,27,94,67,31,21,3,622,44,669,1198
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,247,2,102,102,39,23,0,0,0,2,63,3,22,65,75,25,34,2,555,47,604,1208
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,248,3,198,137,36,20,2,0,0,1,58,4,37,68,80,34,24,0,699,73,772,1515
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,249,1,68,34,18,8,0,0,0,0,19,1,22,23,32,20,13,3,258,14,275,485
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,250,2,170,66,15,6,3,0,0,0,33,4,40,31,45,59,17,4,489,76,569,1184
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,266,2,108,54,22,1,0,0,0,0,24,2,22,28,44,24,19,1,348,36,385,755
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,267,3,167,91,22,31,0,0,0,70,103,4,35,98,120,54,31,10,826,62,898,1611
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,268,2,81,93,62,35,1,1,1,0,57,2,35,102,41,36,36,1,583,49,633,1148
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,269,2,99,99,35,21,0,0,1,0,55,2,20,81,58,42,32,1,545,53,599,1167
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,270,1,65,47,19,10,0,0,0,0,42,6,19,33,34,18,14,2,307,36,345,650
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,271,2,82,68,24,17,1,0,0,1,55,5,21,44,53,26,21,4,418,48,470,909
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,273,2,130,85,40,48,0,0,0,0,67,6,38,57,80,37,30,3,618,60,681,1314
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,274,2,122,113,54,38,3,0,0,0,127,5,17,84,70,30,21,0,684,54,738,1360
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,275,2,111,86,23,6,2,0,0,0,56,6,35,44,44,39,23,8,475,37,520,1008
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,276,2,102,68,25,20,3,0,0,1,48,4,27,58,54,29,14,0,453,41,494,952
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,277,1,84,43,10,5,4,0,0,0,20,4,5,30,39,15,9,0,268,38,306,602
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,278,2,106,72,22,11,0,0,0,1,43,4,34,53,42,21,26,2,435,43,480,845
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,279,2,139,72,34,20,0,0,0,0,76,6,37,70,94,50,16,3,614,54,671,1349
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,280,1,34,29,10,1,0,0,0,0,10,1,10,13,14,9,10,4,141,22,167,346
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,292,3,164,113,59,31,1,2,1,1,185,6,25,132,91,77,33,5,921,78,1004,1991
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,293,1,83,32,7,16,0,0,0,0,40,0,16,28,26,24,10,0,282,29,311,597
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,294,2,93,71,25,27,0,0,0,0,44,8,23,55,60,30,12,1,448,48,497,965
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,295,1,54,57,25,38,0,0,0,0,22,3,22,33,48,33,11,0,346,28,374,733
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,296,2,56,76,36,44,0,0,0,0,69,8,14,41,46,24,18,0,432,5,437,825
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,297,2,74,59,41,34,1,0,0,1,77,4,11,65,48,29,18,0,462,39,501,969
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,298,2,83,56,23,16,0,0,0,3,57,4,20,33,50,33,17,1,395,30,426,833
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,299,1,53,45,11,12,0,1,0,0,10,0,11,14,24,15,9,1,205,20,226,419
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,300,2,69,66,12,20,1,0,0,0,80,5,19,44,35,24,15,1,390,34,425,833
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,301,2,90,85,11,12,2,0,0,5,54,3,39,68,47,30,12,0,458,51,509,1090
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,302,4,43,196,58,107,6,2,1,19,419,12,23,285,65,20,16,1,1272,82,1355,2585
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,303,4,241,156,42,51,4,1,0,2,131,7,38,162,102,68,54,5,1059,86,1150,2345
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,304,2,157,98,41,25,1,1,0,0,138,4,29,94,89,36,27,1,740,47,788,1466
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,311,2,132,102,39,26,0,2,0,2,56,8,27,96,56,34,31,4,611,39,654,1380
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,312,2,107,96,27,26,0,0,2,0,159,4,20,86,46,24,27,6,624,46,676,1245
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,313,1,30,37,11,7,1,0,0,2,14,2,6,39,21,18,8,1,196,18,215,388
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,314,2,69,73,35,17,2,0,0,0,75,4,13,66,54,43,22,0,473,28,501,993
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,315,2,63,114,37,32,4,0,2,2,56,9,28,54,51,48,16,3,516,60,579,1021
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,318,2,85,112,47,71,2,5,0,4,123,6,20,101,58,41,22,0,697,56,753,1481
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,319,1,43,35,9,10,0,0,0,0,11,1,7,32,25,16,13,2,202,14,218,412
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,321,2,101,98,54,49,5,1,3,4,58,6,17,77,92,38,20,2,623,43,668,1263
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,322,2,97,91,54,29,0,0,0,0,61,5,30,78,59,52,36,5,592,50,647,1266
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,323,1,33,59,14,15,0,0,0,0,31,0,8,51,25,20,8,0,264,13,277,611
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,324,2,84,73,24,23,1,1,0,0,34,8,18,70,34,28,24,2,422,36,460,1073
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,325,1,49,30,10,6,0,1,0,0,21,0,11,14,22,9,8,0,181,17,198,409
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,326,1,26,26,7,5,0,0,0,0,10,2,11,18,15,8,3,2,131,11,144,296
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,346,1,48,75,14,0,0,0,0,0,25,2,24,35,15,23,23,0,284,24,308,642
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,347,1,38,36,4,3,0,0,0,2,16,0,18,14,15,10,7,3,163,25,191,444
,17,MORELOS,3,CUERNAVACA PONIENTE,7,CUERNAVACA,349,3,124,107,65,62,1,0,1,0,128,8,25,109,59,34,24,3,747,67,817,1559
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,327,2,91,82,34,11,1,0,0,2,40,11,39,99,57,28,18,2,513,37,552,1027
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,328,2,95,80,32,8,1,0,0,0,54,7,27,110,35,19,33,0,501,28,529,947
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,329,1,113,42,13,10,0,0,0,0,16,1,35,29,27,16,14,2,316,36,354,667
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,330,2,131,55,25,11,0,0,0,0,31,10,32,70,39,29,18,2,451,50,503,914
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,331,2,102,74,21,6,2,0,0,0,30,12,28,74,34,37,22,2,442,36,480,892
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,332,3,165,112,34,10,5,1,1,0,56,70,32,125,78,42,25,0,756,48,804,1677
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,333,4,190,126,56,30,3,0,0,1,86,46,67,144,113,88,35,3,985,82,1070,1819
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,334,3,176,68,51,10,0,0,0,1,68,15,81,134,92,62,35,4,793,54,851,1768
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,335,3,149,83,45,16,5,0,0,0,59,11,53,161,85,48,35,3,750,67,820,1803
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,336,2,112,68,43,17,2,0,0,0,48,19,33,113,68,65,18,1,606,41,648,1249
,17,MORELOS,4,CUERNAVACA SUR,7,CUERNAVACA,337,2,72,74,31,7,0,0,0,0,40,17,31,101,73,36,27,0,509,35,544,1059
