CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,C_COMUN_PAN_PRD_PRS_PHBCS,PRI,PT,PVEM,MC,NA,MORENA,ES,BCSC,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,86,B,1,0,B,28,9,1,3,0,15,5,9,1,0,,,,,71,0,8,79,112,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,87,B,1,0,B,44,2,2,2,0,53,28,6,2,0,,,,,139,0,15,154,251,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,B,1,0,B,57,11,2,67,0,32,43,3,11,0,,,,,226,0,23,249,464,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,88,C,1,0,C01,74,7,1,54,0,29,48,3,23,0,,,,,239,0,29,268,464,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,B,1,0,B,57,14,6,79,0,29,48,9,11,0,,,,,253,0,24,277,455,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,89,C,1,0,C01,85,15,0,62,0,27,49,5,12,0,,,,,255,0,32,287,455,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,90,B,1,0,B,78,28,1,139,0,37,67,6,25,0,,,,,381,0,29,410,608,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,91,B,1,0,B,65,42,3,70,0,27,71,5,7,0,,,,,290,0,26,316,511,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,92,B,1,0,B,36,28,2,11,0,20,146,2,1,0,,,,,246,0,2,248,346,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,93,B,1,0,B,36,28,2,11,0,20,146,2,1,0,,,,,246,0,2,248,453,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,B,1,0,B,105,26,7,17,0,21,149,5,6,0,,,,,336,0,15,351,659,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,C,1,0,C01,83,43,7,14,0,22,172,4,3,0,,,,,348,0,22,370,659,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,C,2,0,C02,88,31,2,15,0,20,165,6,4,0,,,,,331,0,11,342,659,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,C,3,0,C03,83,34,4,11,0,24,160,7,3,0,,,,,326,0,22,348,658,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,94,C,4,0,C04,96,45,6,19,0,25,173,9,2,0,,,,,375,0,19,394,658,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,95,B,1,0,B,52,18,2,15,0,14,102,10,1,0,,,,,214,0,12,226,429,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,95,C,1,0,C01,69,26,2,4,0,15,116,7,1,0,,,,,240,0,3,243,429,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,96,B,1,0,B,71,29,7,19,0,28,147,2,1,0,,,,,304,0,10,314,567,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,96,C,1,0,C01,57,42,8,14,0,24,150,5,4,0,,,,,304,0,11,315,566,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,B,1,0,B,81,38,1,20,0,24,152,10,3,0,,,,,329,0,10,339,551,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,C,1,0,C01,82,34,3,20,0,20,159,7,3,0,,,,,328,0,14,342,550,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,97,S,1,0,SMR01,36,10,5,2,0,14,92,6,5,0,,,,,170,0,2,172,0,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,B,1,0,B,79,37,2,45,0,28,165,7,3,0,,,,,366,0,18,384,630,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,C,1,0,C01,88,45,2,27,0,30,173,5,2,0,,,,,372,0,11,383,629,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,98,C,2,0,C02,76,47,4,23,0,22,187,11,2,0,,,,,372,0,10,382,629,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,99,B,1,0,B,94,28,4,4,0,62,60,5,1,0,,,,,258,0,12,270,372,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,101,B,1,0,B,39,4,2,0,0,28,27,1,0,0,,,,,101,0,5,106,155,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,102,B,1,0,B,77,19,8,8,0,123,65,4,2,0,,,,,306,0,14,320,723,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,103,B,1,0,B,138,42,30,6,0,116,107,10,3,0,,,,,452,0,32,484,747,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,B,1,0,B,60,21,28,5,0,88,114,1,3,0,,,,,320,0,39,359,725,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,C,1,0,C01,70,24,16,10,0,78,129,2,6,0,,,,,335,0,33,368,725,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,C,2,0,C02,86,27,23,8,0,74,114,7,4,0,,,,,343,0,35,378,725,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,C,3,0,C03,92,23,20,5,0,81,112,5,1,0,,,,,339,0,25,364,725,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,C,4,0,C04,97,23,21,3,0,62,130,5,3,0,,,,,344,0,33,377,724,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,E,1,0,E01,40,23,17,3,0,25,70,6,3,0,,,,,187,0,14,201,630,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,E,2,0,E02,95,18,22,8,0,65,112,5,3,0,,,,,328,0,40,368,693,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,E,2,1,E02C01,40,23,17,3,0,25,70,6,3,0,,,,,187,0,14,201,692,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,E,2,2,E02C02,93,16,23,1,0,86,118,6,1,0,,,,,344,0,19,363,692,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,104,E,2,3,E02C03,101,29,15,5,0,79,119,3,2,0,,,,,353,0,25,378,692,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,105,B,1,0,B,71,12,2,0,0,16,10,4,0,0,,,,,115,0,3,118,170,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,107,B,1,0,B,50,28,9,3,0,52,72,24,0,0,,,,,238,0,12,250,429,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,108,B,1,0,B,63,30,5,2,0,43,106,28,3,0,,,,,280,0,13,293,488,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,108,C,1,0,C01,60,31,5,1,0,49,98,24,1,0,,,,,269,0,13,282,487,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,109,B,1,0,B,67,47,2,5,0,60,114,37,1,0,,,,,333,0,25,358,562,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,110,B,1,0,B,28,6,1,1,0,48,13,1,1,0,,,,,99,0,7,106,181,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,110,E,1,0,E01,34,2,0,0,0,2,5,1,0,0,,,,,44,0,0,44,59,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,111,B,1,0,B,178,38,41,28,0,4,97,5,0,0,,,,,391,0,19,410,305,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,112,B,1,0,B,155,13,5,6,0,62,77,4,3,0,,,,,325,0,20,345,514,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,113,B,1,0,B,85,13,1,5,0,41,57,8,2,0,,,,,212,0,13,225,392,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,114,B,1,0,B,76,37,0,2,0,9,49,101,0,0,,,,,274,0,6,280,396,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,114,C,1,0,C01,66,37,1,3,0,11,32,97,4,0,,,,,251,0,13,264,396,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,115,B,1,0,B,41,38,1,0,0,14,28,8,1,0,,,,,131,0,9,140,164,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,116,B,1,0,B,140,98,2,7,0,42,74,21,1,0,,,,,385,0,11,396,587,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,116,C,1,0,C01,131,82,6,2,0,53,73,35,3,0,,,,,385,0,18,403,587,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,117,B,1,0,B,87,8,6,5,0,32,53,5,3,0,,,,,199,0,23,222,355,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,117,E,1,0,E01,34,1,1,0,0,6,19,9,0,0,,,,,70,0,10,80,106,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,B,1,0,B,68,4,10,2,0,10,71,3,1,0,,,,,169,2,14,185,262,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,118,E,1,0,E01,63,1,1,1,0,3,11,0,0,0,,,,,80,0,2,82,157,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,13,LORETO,2,MULEGE,119,B,1,0,B,67,7,5,4,0,21,83,11,4,0,,,,,202,0,13,215,316,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,14,GUERRERO NEGRO,2,MULEGE,120,B,1,0,B,121,23,9,4,0,8,78,157,4,0,,,,,404,0,29,433,675,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,122,B,1,0,B,79,55,7,80,33,4,98,12,15,3,32,,,,418,0,31,449,729,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,B,1,0,B,60,29,7,15,15,2,71,9,12,0,50,,,,270,0,15,285,420,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,123,C,1,0,C01,70,27,4,19,9,1,80,5,17,3,35,,,,270,0,12,282,419,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,B,1,0,B,77,57,3,13,10,4,76,2,4,0,49,,,,295,0,17,312,493,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,124,C,1,0,C01,84,33,1,10,14,4,107,2,9,1,45,,,,310,0,16,326,493,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,125,B,1,0,B,82,73,10,19,13,4,84,9,14,0,68,,,,376,0,13,389,557,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,126,B,1,0,B,117,39,4,36,23,4,150,6,6,1,47,,,,433,0,33,466,738,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,127,B,1,0,B,110,17,2,47,20,5,152,3,14,3,26,,,,399,0,17,416,715,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,128,B,1,0,B,102,22,4,48,9,1,117,3,5,3,30,,,,344,0,14,358,625,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,B,1,0,B,91,12,10,32,15,3,79,6,8,2,22,,,,280,1,10,291,481,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,129,C,1,0,C01,86,12,5,36,17,4,78,5,3,3,20,,,,269,0,10,279,481,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,B,1,0,B,64,12,4,32,19,7,95,5,5,3,22,,,,268,0,12,280,510,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,135,C,1,0,C01,80,13,5,28,24,3,103,7,4,2,27,,,,296,1,20,317,509,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,B,1,0,B,60,29,4,12,12,6,80,4,3,3,14,,,,227,0,13,240,402,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,136,C,1,0,C01,79,23,2,14,7,3,86,2,4,1,13,,,,234,0,16,250,401,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,B,1,0,B,63,38,5,6,12,10,82,1,7,1,24,,,,249,0,10,259,409,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,137,C,1,0,C01,59,44,5,12,12,4,98,2,5,1,23,,,,265,0,11,276,408,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,138,B,1,0,B,95,45,10,17,24,4,106,6,8,0,42,,,,357,0,21,378,628,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,139,B,1,0,B,78,41,8,14,16,2,117,2,7,3,19,,,,307,0,20,327,550,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,140,B,1,0,B,56,26,1,24,15,1,95,8,7,0,24,,,,257,2,15,274,496,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,B,1,0,B,54,8,3,20,21,5,88,3,4,4,16,,,,226,0,9,235,395,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,141,C,1,0,C01,53,16,6,20,16,2,68,1,6,2,17,,,,207,0,11,218,394,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,B,1,0,B,64,19,5,25,27,0,103,11,9,4,10,,,,277,0,14,291,517,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,142,C,1,0,C01,73,16,7,33,24,3,82,7,8,1,23,,,,277,0,18,295,516,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,143,B,1,0,B,68,21,5,23,34,2,99,10,7,6,14,,,,289,0,26,315,618,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,143,C,1,0,C01,69,18,5,49,25,2,77,9,9,1,13,,,,277,0,17,294,618,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,143,C,2,0,C02,69,22,5,40,28,2,90,4,3,2,17,,,,282,5,21,308,617,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,B,1,0,B,91,45,10,60,25,2,112,5,9,0,20,,,,379,0,26,405,744,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,144,C,1,0,C01,93,52,5,51,15,2,134,3,9,2,22,,,,388,0,20,408,744,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,B,1,0,B,53,9,5,18,10,0,65,6,10,5,14,,,,195,0,15,210,377,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,145,C,1,0,C01,44,10,6,17,7,2,70,9,2,6,11,,,,184,0,14,198,376,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,146,B,1,0,B,76,9,10,34,22,8,122,14,7,2,24,,,,328,0,17,345,609,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,147,B,1,0,B,56,41,8,40,16,5,41,8,21,3,41,,,,280,0,18,298,689,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,148,B,1,0,B,93,18,5,14,14,7,124,8,13,2,23,,,,321,0,17,338,539,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,149,B,1,0,B,54,29,6,29,6,4,168,12,10,1,20,,,,339,0,18,357,603,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,150,B,1,0,B,51,17,9,35,19,3,133,8,9,5,15,,,,304,0,10,314,484,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,151,B,1,0,B,70,35,6,27,27,3,115,6,7,5,12,,,,313,0,20,333,649,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,159,B,1,0,B,68,43,5,18,10,2,97,5,10,2,52,,,,312,0,20,332,536,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,160,B,1,0,B,76,38,12,8,16,6,87,6,13,4,48,,,,314,0,20,334,497,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,161,B,1,0,B,95,66,10,10,18,1,124,9,13,3,76,,,,425,0,20,445,690,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,B,1,0,B,54,39,1,12,10,4,85,4,8,0,58,,,,275,1,13,289,433,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,162,C,1,0,C01,65,41,3,7,10,4,88,2,5,1,47,,,,273,0,12,285,433,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,163,B,1,0,B,116,61,5,12,18,7,133,10,7,1,79,,,,449,0,15,464,676,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,B,1,0,B,66,35,4,11,12,8,57,2,8,2,48,,,,253,0,10,263,420,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,164,C,1,0,C01,58,29,4,11,16,6,80,4,11,2,50,,,,271,0,12,283,419,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,B,1,0,B,59,49,10,13,10,7,80,0,13,0,42,,,,283,0,10,293,438,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,165,C,1,0,C01,72,47,5,10,10,9,88,6,5,2,35,,,,289,0,8,297,437,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,166,B,1,0,B,112,103,5,9,10,5,81,4,6,0,127,,,,462,0,18,480,667,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,B,1,0,B,78,31,6,12,19,2,125,4,11,2,45,,,,335,0,16,351,530,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,167,C,1,0,C01,72,34,2,15,38,6,118,7,13,1,71,,,,377,0,12,389,529,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,B,1,0,B,64,25,1,17,13,4,126,7,7,4,32,,,,300,0,12,312,506,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,168,C,1,0,C01,74,33,7,21,21,5,128,3,8,2,30,,,,332,1,17,350,505,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,169,B,1,0,B,144,32,6,32,8,3,111,5,14,3,27,,,,385,0,12,397,713,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,170,B,1,0,B,98,28,6,18,20,7,118,5,7,1,25,,,,333,1,16,350,508,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,171,B,1,0,B,89,30,4,8,13,19,144,8,17,2,43,,,,377,0,8,385,609,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,172,B,1,0,B,88,44,10,16,18,11,157,2,12,1,33,,,,392,0,16,408,645,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,B,1,0,B,68,33,4,18,15,4,94,1,14,4,39,,,,294,0,19,313,505,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,173,C,1,0,C01,61,23,7,16,13,4,118,6,9,6,34,,,,297,0,15,312,504,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,B,1,0,B,87,19,6,19,14,8,100,4,12,2,24,,,,295,1,11,307,486,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,174,C,1,0,C01,98,19,5,10,8,4,103,8,8,2,37,,,,302,1,14,317,486,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,175,B,1,0,B,118,24,7,13,7,3,161,12,16,2,,,,,363,0,16,379,651,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,175,C,1,0,C01,103,34,10,15,6,8,147,17,20,4,,,,,364,0,26,390,650,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,176,B,1,0,B,97,25,9,15,18,13,113,15,14,0,46,,,,365,0,13,378,566,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,177,B,1,0,B,99,19,6,25,22,13,126,5,4,1,33,,,,353,0,7,360,559,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,178,B,1,0,B,60,14,8,42,17,6,106,5,4,0,34,,,,296,0,20,316,495,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,179,B,1,0,B,72,18,17,8,2,9,114,8,11,6,,,,,265,0,20,285,448,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,179,C,1,0,C01,92,8,5,17,5,3,102,4,11,3,,,,,250,2,16,268,447,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,180,B,1,0,B,98,14,7,13,6,4,97,11,7,1,,,,,258,0,9,267,452,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,180,C,1,0,C01,80,11,5,9,6,3,111,6,9,5,,,,,245,0,16,261,451,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,181,B,1,0,B,129,32,8,15,4,4,137,10,8,1,,,,,348,0,13,361,614,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,181,C,1,0,C01,112,21,7,14,9,3,157,11,13,3,,,,,350,0,12,362,613,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,182,B,1,0,B,89,15,13,10,4,7,96,3,11,2,,,,,250,0,15,265,436,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,182,C,1,0,C01,103,19,9,11,3,2,91,6,11,1,,,,,256,0,15,271,435,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,3,LA PAZ,3,LA PAZ,183,B,1,0,B,152,26,10,10,12,11,162,8,23,4,,,,,418,0,19,437,686,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,184,B,1,0,B,77,22,4,14,2,1,59,5,4,2,,,,,190,0,12,202,329,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,185,B,1,0,B,80,37,6,15,15,19,196,12,19,8,,,,,407,2,10,419,648,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,186,B,1,0,B,82,43,1,7,6,18,68,4,12,2,,,28,,271,1,11,283,435,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,186,C,1,0,C01,77,35,4,7,5,8,97,10,23,3,,,23,,292,0,10,302,435,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,B,1,0,B,108,46,7,11,10,7,78,11,9,6,,,,,293,1,5,299,420,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,187,C,1,0,C01,97,52,6,15,11,2,75,8,11,1,,,,,278,1,6,285,420,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,188,B,1,0,B,50,40,1,9,10,4,77,9,19,1,32,,,,252,0,9,261,376,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,2,LA PAZ,3,LA PAZ,188,C,1,0,C01,50,38,3,8,13,2,98,5,11,1,52,,,,281,0,12,293,376,Grupo de Recuento,,,
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,189,B,1,0,B,114,69,2,10,4,21,94,8,14,3,,,21,,360,0,11,371,508,Acta Casilla,,,
,3,BAJA CALIFORNIA SUR,15,LA PAZ,3,LA PAZ,189,C,1,0,C01,93,43,2,6,6,15,89,4,25,2,,,20,,305,0,17,322,507,Acta Casilla,,,
