CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0309,C,01,0,C01,43,51,,44,20,39,,6,258,5,0,0,0,0,7,0,1,1,,,,,,,,475,0,15,490,635,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0310,B,01,0,B,38,67,,43,12,30,,17,310,3,4,1,0,1,14,3,0,3,,,,,,,,546,1,12,559,706,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0310,C,01,0,C01,38,37,,62,16,25,,23,289,9,2,0,0,0,13,2,0,2,,,,,,,,518,1,12,531,705,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0311,B,01,0,B,28,59,,11,16,42,,4,278,5,0,0,0,0,6,1,0,1,,,,,,,,451,0,14,465,571,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0311,C,01,0,C01,24,39,,23,15,49,,7,241,8,0,1,0,0,12,4,0,2,,,,,,,,425,0,15,440,570,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,022,ACUAMANALA DE MIGUEL HIDALGO,0312,B,01,0,B,30,54,,34,11,54,,12,218,11,0,0,0,0,3,2,0,5,,,,,,,,434,0,20,454,655,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0378,B,01,0,B,29,70,,13,15,20,,10,247,7,0,0,0,0,8,2,0,0,,,,,,,,421,0,12,433,561,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0378,C,01,0,C01,35,83,,21,16,23,,5,202,11,2,0,0,0,9,1,0,3,,,,,,,,411,0,19,430,561,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0378,C,02,0,C02,32,82,,14,25,42,,10,184,4,1,3,1,0,6,2,0,0,,,,,,,,406,0,15,421,561,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0379,B,01,0,B,31,92,,15,8,30,,3,204,5,1,0,0,0,7,0,0,0,,,,,,,,396,1,15,412,582,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0379,C,01,0,C01,27,83,,6,14,37,,6,186,5,0,0,0,0,3,4,0,1,,,,,,,,372,0,18,390,582,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0379,C,02,0,C02,13,91,,9,24,34,,10,214,5,0,0,0,0,3,0,0,0,,,,,,,,403,0,8,411,581,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0379,C,03,0,C03,25,78,,13,18,37,,7,202,8,3,1,1,0,9,4,0,0,,,,,,,,406,1,12,419,581,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,B,01,0,B,13,100,,13,23,32,,7,207,11,1,0,0,0,4,1,4,1,,,,,,,,417,0,11,428,651,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,C,01,0,C01,25,94,,8,24,48,,3,202,10,0,1,0,0,4,1,0,1,,,,,,,,421,0,8,429,650,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,C,02,0,C02,31,90,,14,23,39,,1,190,4,0,1,0,0,5,3,1,2,,,,,,,,404,0,21,425,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,C,03,0,C03,12,103,,13,12,44,,5,232,5,0,0,0,0,10,2,0,2,,,,,,,,440,0,12,452,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,C,04,0,C04,26,99,,18,18,39,,6,184,6,0,0,0,0,4,2,0,3,,,,,,,,405,0,22,427,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0380,C,05,0,C05,30,118,,17,14,51,,7,192,5,0,0,0,0,9,5,0,2,,,,,,,,450,0,16,466,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0381,B,01,0,B,9,74,,11,18,44,,7,188,10,2,0,0,0,6,2,0,2,,,,,,,,373,0,24,397,637,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0381,C,01,0,C01,22,85,,2,18,35,,12,206,9,1,0,0,0,1,2,1,2,,,,,,,,396,0,29,425,637,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0381,C,02,0,C02,13,57,,11,29,53,,4,226,8,1,0,0,0,15,2,0,1,,,,,,,,420,0,12,432,637,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0382,B,01,0,B,24,128,,15,36,44,,6,227,10,1,0,0,0,9,9,0,2,,,,,,,,511,0,16,527,749,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0382,C,01,0,C01,24,149,,11,34,35,,5,222,14,0,0,0,0,9,3,0,0,,,,,,,,506,0,26,532,749,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0383,B,01,0,B,21,62,,13,8,73,,6,199,4,0,1,0,0,4,4,0,1,,,,,,,,396,0,6,402,529,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0383,C,01,0,C01,11,90,,13,4,26,,2,177,5,2,0,0,0,6,3,0,1,,,,,,,,340,0,14,354,529,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0383,C,02,0,C02,30,59,,15,13,54,,3,204,3,0,0,0,0,4,1,0,1,,,,,,,,387,1,8,396,529,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0384,B,01,0,B,33,93,,27,19,20,,1,183,5,0,1,0,0,16,1,0,1,,,,,,,,400,0,12,412,561,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0384,C,01,0,C01,31,76,,23,10,27,,6,179,12,1,2,0,0,5,1,0,1,,,,,,,,374,0,22,396,561,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0384,C,02,0,C02,35,106,,22,16,25,,3,160,7,0,0,0,0,10,7,0,2,,,,,,,,393,0,15,408,560,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0385,B,01,0,B,18,48,,10,4,45,,3,118,6,0,1,0,0,1,0,0,1,,,,,,,,255,1,22,278,364,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0386,B,01,0,B,18,47,,16,25,38,,14,297,8,2,0,0,0,1,1,1,6,,,,,,,,474,0,18,492,671,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0386,C,01,0,C01,20,68,,4,3,69,,8,279,9,0,0,0,0,5,0,0,2,,,,,,,,467,0,35,502,671,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,028,TEOLOCHOLCO,0386,C,02,0,C02,28,65,,11,23,48,,10,287,3,0,1,1,0,4,0,0,1,,,,,,,,482,0,20,502,670,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0558,B,01,0,B,18,49,,37,16,69,,7,228,11,0,1,0,0,5,1,0,1,,,,,,,,443,0,7,450,574,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0558,C,01,0,C01,21,41,,51,8,59,,9,197,9,1,0,0,0,7,2,0,4,,,,,,,,409,0,16,425,573,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0558,C,02,0,C02,25,44,,44,9,67,,6,184,10,1,1,0,1,5,1,0,2,,,,,,,,400,0,9,409,573,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0558,C,03,0,C03,21,49,,34,15,70,,7,195,6,0,1,0,0,8,0,0,2,,,,,,,,408,0,14,422,573,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0559,B,01,0,B,26,70,,31,7,88,,8,219,10,0,0,0,0,2,1,0,2,,,,,,,,464,0,7,471,612,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0559,C,01,0,C01,22,50,,30,13,103,,4,203,7,1,1,0,0,1,0,0,0,,,,,,,,435,0,16,451,611,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0559,C,02,0,C02,19,59,,41,14,94,,16,161,7,2,0,1,0,2,0,0,0,,,,,,,,416,0,14,430,611,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0560,B,01,0,B,19,37,,53,12,86,,9,164,4,3,1,0,0,9,2,0,7,,,,,,,,406,0,10,416,659,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0560,C,01,0,C01,23,52,,54,10,77,,9,194,9,1,1,0,1,8,0,0,1,,,,,,,,440,0,12,452,659,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0560,C,02,0,C02,21,43,,56,13,92,,4,185,3,1,1,0,0,6,3,0,5,,,,,,,,433,0,18,451,659,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0560,C,03,0,C03,27,73,,54,9,81,,6,174,7,1,1,0,1,6,1,0,3,,,,,,,,444,0,18,462,659,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0561,B,01,0,B,38,37,,36,7,57,,7,168,6,1,0,0,0,4,1,0,1,,,,,,,,363,0,11,374,597,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0561,C,01,0,C01,28,53,,62,10,87,,6,192,2,1,0,0,0,2,1,0,0,,,,,,,,444,0,9,453,597,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0561,C,02,0,C02,29,36,,51,12,80,,7,186,5,5,1,0,0,6,1,0,0,,,,,,,,419,0,7,426,597,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0561,C,03,0,C03,25,49,,62,7,80,,6,159,3,0,0,0,0,1,1,0,0,,,,,,,,393,0,9,402,596,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0562,B,01,0,B,33,66,,69,8,87,,5,186,12,1,0,0,0,7,3,0,1,,,,,,,,478,0,8,486,719,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0562,C,01,0,C01,24,56,,65,8,84,,7,205,11,1,3,0,1,7,1,0,4,,,,,,,,477,0,14,491,718,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0562,C,02,0,C02,39,59,,53,13,98,,6,201,11,5,2,0,0,2,0,0,3,,,,,,,,492,0,17,509,718,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0563,B,01,0,B,22,63,,15,15,140,,8,163,9,0,1,0,0,2,1,0,4,,,,,,,,443,1,23,467,675,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0563,C,01,0,C01,22,39,,36,7,142,,3,173,7,0,1,0,0,7,1,0,3,,,,,,,,441,0,17,458,675,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0563,C,02,0,C02,24,60,,19,4,165,,7,167,9,2,0,0,0,8,0,0,0,,,,,,,,465,0,17,482,674,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0564,B,01,0,B,41,43,,15,12,71,,1,196,5,2,1,0,0,5,3,0,0,,,,,,,,395,0,9,404,650,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0564,C,01,0,C01,38,53,,19,12,62,,4,201,7,1,2,0,0,6,1,4,0,,,,,,,,410,0,17,427,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0564,C,02,0,C02,39,53,,17,12,61,,4,194,9,0,4,0,0,3,1,0,1,,,,,,,,398,0,21,419,649,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0565,B,01,0,B,33,39,,10,8,54,,2,251,10,0,1,0,0,4,1,0,3,,,,,,,,416,0,20,436,669,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0565,C,01,0,C01,52,45,,12,7,78,,4,213,8,0,1,0,0,4,3,0,4,,,,,,,,431,0,12,443,669,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0566,B,01,0,B,26,58,,23,13,52,,5,252,4,0,3,0,0,9,2,1,2,,,,,,,,450,0,19,469,685,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0566,C,01,0,C01,12,56,,37,9,44,,10,260,3,0,1,0,0,7,0,0,4,,,,,,,,443,0,18,461,685,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0567,B,01,0,B,18,51,,30,9,40,,2,262,8,0,0,0,0,7,2,0,2,,,,,,,,431,0,15,446,662,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0567,C,01,0,C01,14,46,,14,15,38,,6,268,4,0,0,0,0,12,3,0,2,,,,,,,,422,0,23,445,662,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0568,B,01,0,B,32,47,,25,15,52,,1,214,12,1,1,0,0,7,1,0,7,,,,,,,,415,0,16,431,651,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0568,C,01,0,C01,29,38,,18,12,40,,5,248,7,0,3,0,0,8,2,0,1,,,,,,,,411,0,16,427,650,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0569,B,01,0,B,17,58,,20,6,21,,2,137,6,1,0,0,0,2,4,0,1,,,,,,,,275,0,12,287,466,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,041,PAPALOTLA DE XICOHTENCATL,0569,C,01,0,C01,16,41,,43,9,26,,6,140,0,0,0,0,0,1,0,0,1,,,,,,,,283,0,8,291,465,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0315,B,01,0,B,14,34,,66,27,18,,29,211,11,1,2,0,2,11,5,0,7,,,,,,,,438,0,17,455,694,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0315,C,01,0,C01,29,23,,61,35,27,,25,256,12,2,5,0,1,21,5,1,3,,,,,,,,506,0,16,522,694,Grupo de recuento,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0313,B,01,0,B,20,31,,21,12,21,,10,241,7,1,0,1,0,6,4,0,4,,,,,,,,379,0,13,392,593,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0313,C,01,0,C01,11,42,,35,16,13,,7,222,10,1,0,0,0,14,9,0,2,,,,,,,,382,0,26,408,592,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0313,C,02,0,C02,25,34,,40,10,22,,3,222,14,2,0,0,0,9,2,1,4,,,,,,,,388,0,12,400,592,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0314,B,01,0,B,14,29,,37,13,21,,5,176,13,2,1,0,0,5,5,0,1,,,,,,,,322,0,13,335,541,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0314,C,01,0,C01,13,30,,38,14,11,,2,181,6,1,0,0,0,6,0,2,0,,,,,,,,304,0,13,317,540,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,046,SANTA CRUZ QUILEHTLA,0314,C,02,0,C02,19,16,,45,8,20,,6,192,4,1,0,0,0,9,2,0,5,,,,,,,,327,0,8,335,540,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,049,SANTA ISABEL XILOXOXTLA,0391,B,01,0,B,22,42,,10,12,37,,11,176,1,0,0,0,0,5,1,0,0,,,,,,,,317,0,13,330,590,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,049,SANTA ISABEL XILOXOXTLA,0391,C,01,0,C01,19,54,,8,18,12,,7,161,7,0,1,0,1,7,3,0,1,,,,,,,,299,0,22,321,589,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,049,SANTA ISABEL XILOXOXTLA,0391,C,02,0,C02,20,56,,10,24,19,,21,169,5,0,0,0,0,7,0,0,0,,,,,,,,331,0,13,344,589,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,049,SANTA ISABEL XILOXOXTLA,0392,B,01,0,B,18,85,,9,15,34,,6,198,6,2,0,1,0,6,0,0,3,,,,,,,,383,0,17,400,723,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,049,SANTA ISABEL XILOXOXTLA,0392,C,01,0,C01,24,90,,15,21,17,,9,230,3,0,0,1,0,7,1,0,4,,,,,,,,422,0,19,441,723,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0158,B,01,0,B,22,81,,21,20,20,,11,248,8,0,0,0,0,0,0,0,0,,,,,,,,431,0,17,448,629,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0158,C,01,0,C01,23,53,,24,20,26,,5,252,3,0,1,0,0,2,1,0,8,,,,,,,,418,0,14,432,629,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0158,C,02,0,C02,38,55,,18,19,18,,6,242,6,0,0,0,0,5,4,0,5,,,,,,,,416,0,17,433,629,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0158,C,03,0,C03,28,47,,21,29,17,,9,237,10,0,1,0,0,2,1,0,6,,,,,,,,408,0,30,438,628,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0158,C,04,0,C04,34,64,,13,30,18,,6,243,12,0,1,0,0,0,2,0,1,,,,,,,,424,1,20,445,628,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0159,B,01,0,B,32,33,,10,25,26,,6,216,12,0,0,0,0,10,1,0,2,,,,,,,,373,0,10,383,593,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0159,C,01,0,C01,26,45,,11,29,38,,6,189,11,0,0,0,0,10,2,0,1,,,,,,,,368,1,10,379,593,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0159,C,02,0,C02,20,28,,18,28,32,,11,222,10,0,3,1,1,7,0,0,2,,,,,,,,383,0,14,397,592,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0159,C,03,0,C03,32,40,,6,19,22,,3,235,3,0,1,0,0,7,2,0,2,,,,,,,,372,0,11,383,592,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0160,B,01,0,B,36,91,,12,20,38,,22,233,15,2,0,0,0,7,4,5,0,,,,,,,,485,0,24,509,692,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0160,C,01,0,C01,42,62,,16,23,26,,10,263,9,1,2,0,0,4,6,0,3,,,,,,,,467,0,16,483,692,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0160,C,02,0,C02,48,71,,15,18,35,,8,246,10,1,3,1,0,3,1,0,1,,,,,,,,461,0,21,482,691,Acta  casilla,,,
1,29,TLAXCALA,12,SAN LUIS TEOLOCHOLCO,051,SAN FRANCISCO TETLANOHCAN,0160,C,03,0,C03,31,75,,10,26,33,,14,264,4,0,0,1,0,1,2,0,0,,,,,,,,461,0,17,478,691,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0387,B,01,0,B,18,201,,23,6,15,,5,125,3,0,0,0,0,,,,,,,,,,,,396,0,11,407,542,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0387,C,01,0,C01,17,171,,15,7,21,,8,139,3,0,0,1,0,,,,,,,,,,,,382,0,12,394,542,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0387,C,02,0,C02,17,187,,4,8,14,,11,128,3,1,1,0,0,,,,,,,,,,,,374,0,7,381,541,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0388,B,01,0,B,16,211,,20,10,19,,11,128,4,0,0,0,0,,,,,,,,,,,,419,0,18,437,642,Grupo de recuento,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0388,C,01,0,C01,14,212,,9,13,20,,3,133,5,0,0,0,0,,,,,,,,,,,,409,0,20,429,642,Grupo de recuento,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0389,B,01,0,B,19,92,,15,7,18,,7,149,5,2,2,0,1,,,,,,,,,,,,317,0,26,343,512,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0390,B,01,0,B,13,86,,15,9,23,,6,129,4,1,0,0,0,,,,,,,,,,,,286,0,12,298,446,Grupo de recuento,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0390,C,01,0,C01,9,89,,9,5,19,,5,142,4,3,1,0,0,,,,,,,,,,,,286,0,15,301,445,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0393,B,01,0,B,17,63,,8,14,16,,8,148,5,1,0,1,0,,,,,,,,,,,,281,0,21,302,421,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0393,C,01,0,C01,11,83,,13,11,15,,4,118,6,1,1,0,0,,,,,,,,,,,,263,0,20,283,420,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0394,B,01,0,B,39,101,,44,7,20,,17,213,15,1,1,1,1,,,,,,,,,,,,460,0,13,473,624,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0394,C,01,0,C01,37,103,,40,8,19,,15,214,5,0,1,0,1,,,,,,,,,,,,443,0,26,469,624,Grupo de recuento,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0394,C,02,0,C02,41,99,,54,10,15,,8,226,7,2,3,1,1,,,,,,,,,,,,467,0,20,487,624,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0397,B,01,0,B,44,58,,58,4,33,,12,148,4,0,0,1,0,,,,,,,,,,,,362,0,11,373,572,Acta  casilla,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0397,C,01,0,C01,44,58,,60,7,37,,14,169,4,0,1,1,1,,,,,,,,,,,,396,0,0,396,572,Grupo de recuento,,,
1,29,TLAXCALA,13,ZACATELCO,029,TEPEYANCO,0397,C,02,0,C02,40,63,,74,12,38,,16,163,3,1,0,0,0,,,,,,,,,,,,410,0,15,425,571,Grupo de recuento,,,
