CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,C_COMUN_PRI_PVEM_NA_PS,C_COMUN_PRI_PVEM_PS,PRD,PT,MC,NA,PAC,MORENA,ES,PAN_PRD_PAC,PAN_PRD,PAN_PAC,PRD_PAC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,024,PANOTLA,0347,3,38,165,,25,139,51,,47,458,71,1,2,1,0,,,,,,,,167,,,,1165,0,62,1227,1831
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0508,2,22,59,,9,28,11,,22,355,30,0,0,0,0,,,,,,,,22,,,,558,0,36,594,826
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0509,2,35,83,,30,40,27,,26,353,30,0,0,0,0,,,,,,,,71,,,,695,0,52,747,1133
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0510,2,64,99,,21,88,21,,59,292,30,1,1,1,0,,,,,,,,38,,,,715,0,40,755,1114
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0511,2,45,92,,12,30,17,,23,326,35,1,2,0,0,,,,,,,,40,,,,623,1,33,657,929
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0512,3,46,118,,54,169,42,,48,499,56,2,1,0,0,,,,,,,,50,,,,1085,0,55,1140,1669
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0513,3,91,151,,50,143,70,,66,733,43,4,2,2,0,,,,,,,,96,,,,1451,0,97,1548,2241
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0514,2,44,97,,13,85,20,,24,504,21,2,0,0,0,,,,,,,,37,,,,847,2,48,897,1293
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0515,3,42,178,,30,109,30,,50,763,53,0,0,0,0,,,,,,,,97,,,,1352,2,52,1406,2019
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0516,3,41,143,,40,88,23,,49,729,58,1,1,1,1,,,,,,,,67,,,,1242,0,49,1291,1861
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0517,2,52,175,,28,59,14,,30,489,48,2,0,0,0,,,,,,,,23,,,,920,0,46,966,1459
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0518,3,37,167,,25,64,15,,34,625,75,1,0,0,0,,,,,,,,33,,,,1076,1,54,1131,1594
,29,TLAXCALA,06,IXTACUIXTLA DE MARIANO MATAMOROS,036,TOTOLAC,0519,2,30,49,,7,39,8,,17,327,28,1,2,0,3,,,,,,,,20,,,,531,0,34,565,760
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0435,3,138,265,,38,28,18,,116,467,20,2,1,1,0,9,6,0,2,,,,,35,,,1146,0,22,1168,1713
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0436,3,136,283,,41,43,19,,103,412,20,3,2,1,2,9,5,0,4,,,,,52,,,1135,1,56,1192,1869
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0437,2,132,176,,34,21,15,,95,373,16,8,6,3,0,9,4,0,3,,,,,47,,,942,1,39,982,1366
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0438,3,138,171,,41,32,24,,83,509,35,8,1,0,0,16,3,0,4,,,,,78,,,1143,1,37,1181,1607
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0439,4,263,259,,47,44,26,,148,689,44,5,3,1,1,13,3,0,6,,,,,102,,,1654,0,54,1708,2255
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0440,3,189,285,,30,19,27,,119,524,31,5,1,4,1,9,3,1,5,,,,,79,,,1332,0,43,1375,1805
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0441,2,84,172,,15,15,17,,55,374,22,2,1,3,0,7,1,0,0,,,,,64,,,832,1,30,863,1162
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0442,2,81,143,,31,29,15,,61,400,16,2,0,3,0,3,4,0,4,,,,,46,,,838,1,47,886,1204
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0443,1,62,82,,9,10,12,,36,240,9,2,2,1,0,7,2,0,2,,,,,31,,,507,1,13,521,710
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0444,6,426,428,,65,78,46,,250,1126,65,16,4,7,1,24,7,0,12,,,,,161,,,2716,2,129,2847,3911
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0445,2,130,184,,29,43,18,,100,377,14,1,2,4,1,13,3,0,2,,,,,57,,,978,0,31,1009,1456
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0446,1,99,93,,11,10,9,,42,183,12,2,0,2,0,4,1,0,1,,,,,43,,,512,0,24,536,727
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0447,3,88,111,,20,9,13,,40,258,6,2,1,1,0,4,2,0,1,,,,,42,,,598,2,24,624,877
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0448,3,212,211,,45,41,34,,160,670,33,11,4,1,1,18,6,0,8,,,,,70,,,1525,0,34,1559,2224
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0449,2,130,155,,18,30,14,,86,392,22,7,4,5,3,10,4,2,1,,,,,57,,,940,0,33,973,1339
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0450,2,97,80,,17,15,9,,48,277,11,2,0,3,0,4,0,0,1,,,,,35,,,599,1,21,621,834
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0451,3,157,221,,51,36,40,,105,599,26,11,2,6,4,16,6,0,1,,,,,61,,,1342,0,62,1404,1984
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0452,3,119,189,,23,33,13,,86,527,25,6,4,1,0,9,3,0,2,,,,,62,,,1102,5,40,1147,1538
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0453,10,557,744,,101,113,87,,406,1943,109,26,8,4,2,30,11,1,11,,,,,236,,,4389,5,132,4526,6821
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0454,2,70,112,,19,15,12,,39,263,9,2,1,0,0,5,5,0,1,,,,,43,,,596,0,23,619,869
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0455,1,67,104,,12,6,8,,29,217,11,1,0,1,0,4,1,0,1,,,,,41,,,503,2,12,517,738
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0456,3,191,262,,25,41,18,,102,643,39,7,2,4,1,12,6,0,2,,,,,84,,,1439,0,38,1477,1947
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0457,2,100,148,,17,26,12,,72,423,13,2,0,2,2,12,3,0,1,,,,,48,,,881,0,35,916,1280
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0458,8,368,610,,144,104,55,,264,1479,68,17,6,2,1,41,21,4,18,,,,,137,,,3339,3,110,3452,5290
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0459,3,178,236,,36,34,22,,139,585,33,8,2,3,0,7,3,0,2,,,,,91,,,1379,0,56,1435,1985
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0460,2,124,165,,20,32,14,,68,435,14,10,1,5,1,7,2,0,1,,,,,73,,,972,0,29,1001,1421
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0461,4,194,184,,39,35,60,,125,697,51,7,3,4,0,14,7,0,3,,,,,75,,,1498,0,44,1542,2161
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0462,3,209,244,,45,29,25,,124,609,27,11,1,3,1,11,1,0,6,,,,,70,,,1416,0,45,1461,1978
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0463,3,157,166,,35,26,16,,119,586,24,10,0,1,0,15,5,0,2,,,,,83,,,1245,3,35,1283,1812
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0464,7,409,453,,56,72,90,,277,1416,67,23,3,3,2,20,8,2,8,,,,,209,,,3118,2,110,3230,4472
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0465,7,333,520,,95,96,36,,207,1509,78,27,9,6,2,46,15,5,9,,,,,146,,,3139,0,80,3219,4585
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0466,6,289,485,,63,92,56,,169,1200,52,15,1,4,1,28,18,1,11,,,,,82,,,2567,0,73,2640,4058
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0467,2,113,146,,27,27,13,,80,496,32,4,0,1,0,17,4,0,3,,,,,32,,,995,0,28,1023,1400
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0468,4,207,229,,40,44,19,,171,735,40,7,3,1,0,21,7,0,7,,,,,69,,,1600,0,52,1652,2442
,29,TLAXCALA,07,TLAXCALA DE XICOHTENCATL,033,TLAXCALA,0469,3,179,152,,36,23,13,,106,493,35,13,0,4,0,13,7,0,5,,,,,20,,,1099,0,34,1133,1568
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,001,AMAXAC DE GUERRERO,0001,2,26,148,,55,27,20,,14,316,129,1,1,0,0,,,,,,,,,,34,,771,0,35,806,1128
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,001,AMAXAC DE GUERRERO,0002,5,112,411,,98,83,64,,32,999,408,2,1,1,0,,,,,,,,,,98,,2309,3,107,2419,3306
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,001,AMAXAC DE GUERRERO,0003,4,90,357,,92,91,52,,44,785,373,4,0,1,0,,,,,,,,,,106,,1995,2,82,2079,2944
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,001,AMAXAC DE GUERRERO,0004,1,18,136,,19,19,8,,16,161,27,0,0,0,0,,,,,,,,,,15,,419,0,15,434,646
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0005,4,153,318,,70,84,64,,41,781,79,3,7,0,0,,,,,,,,,,50,,1650,0,81,1731,2446
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0006,2,78,109,,20,21,25,,12,258,27,3,1,0,0,,,,,,,,,,36,,590,0,33,623,831
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0007,1,27,33,,21,9,21,,11,96,16,1,1,0,0,,,,,,,,,,12,,248,0,4,252,319
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0008,3,194,289,,52,51,41,,38,616,95,4,3,0,1,,,,,,,,,,95,,1479,1,67,1547,2159
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0009,4,182,314,,64,71,102,,39,599,130,4,0,1,0,,,,,,,,,,49,,1555,0,97,1652,2385
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0010,4,163,194,,173,73,75,,56,752,163,6,5,2,1,,,,,,,,,,99,,1762,0,78,1840,2474
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,002,APETATITLAN DE ANTONIO CARVAJAL,0011,2,57,126,,43,32,33,,20,243,42,2,0,0,0,,,,,,,,,,41,,639,0,24,663,860
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0267,3,63,218,,111,78,118,,13,490,93,2,3,1,0,,,,,,,,,,166,,1356,1,42,1399,1855
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0268,4,57,218,,94,77,79,,16,557,115,2,0,1,0,,,,,,,,,,500,,1716,0,56,1772,2488
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0269,3,38,177,,80,74,48,,12,460,98,3,0,1,2,,,,,,,,,,237,,1230,0,47,1277,1723
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0270,2,21,97,,69,46,57,,12,462,87,1,1,0,0,,,,,,,,,,96,,949,1,29,979,1375
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0271,3,40,144,,111,66,98,,15,459,147,4,4,0,2,,,,,,,,,,164,,1254,1,45,1300,1814
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0272,5,78,300,,156,209,218,,31,853,218,9,2,1,0,,,,,,,,,,178,,2253,0,97,2350,3185
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0273,3,48,195,,164,123,176,,21,505,118,4,3,0,0,,,,,,,,,,133,,1490,1,42,1533,2044
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0274,2,33,215,,85,22,79,,10,310,99,2,1,0,0,,,,,,,,,,25,,881,0,28,909,1223
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0275,3,47,420,,63,53,14,,12,390,105,0,0,0,0,,,,,,,,,,77,,1181,1,57,1239,1751
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0276,3,36,426,,55,89,26,,18,470,94,3,0,0,0,,,,,,,,,,51,,1268,0,62,1330,1866
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0277,1,18,95,,20,20,17,,6,87,17,0,1,0,0,,,,,,,,,,37,,318,0,13,331,466
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0278,1,9,52,,31,33,14,,6,181,31,1,0,0,0,,,,,,,,,,37,,395,2,19,416,588
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0279,3,63,158,,111,95,35,,19,470,110,1,1,0,0,,,,,,,,,,107,,1170,2,55,1227,1699
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0280,1,17,50,,32,15,17,,3,171,22,0,0,0,0,,,,,,,,,,20,,347,0,15,362,505
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0281,3,76,144,,209,87,50,,38,468,133,6,3,1,2,,,,,,,,,,59,,1276,0,57,1333,1982
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0282,1,10,32,,17,18,20,,6,111,46,0,2,1,0,,,,,,,,,,11,,274,0,21,295,428
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,018,CONTLA DE JUAN CUAMATZI,0283,3,25,160,,79,47,82,,18,387,103,0,1,0,2,,,,,,,,,,143,,1047,0,44,1091,1513
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0365,3,117,178,,59,50,26,,19,482,88,4,2,0,1,,,,,,,,,,67,,1093,2,72,1167,2024
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0366,3,164,236,,144,55,32,,34,599,156,6,3,0,2,,,,,,,,,,38,,1469,0,57,1526,2188
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0367,3,137,262,,45,38,25,,17,733,119,2,3,0,0,,,,,,,,,,58,,1439,1,72,1512,2099
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0368,3,111,251,,56,47,31,,24,631,123,1,1,0,0,,,,,,,,,,54,,1330,0,75,1405,1907
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0369,3,97,309,,85,40,57,,15,562,132,2,2,1,0,,,,,,,,,,96,,1398,0,46,1444,2178
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0370,2,31,181,,40,21,41,,9,218,115,2,0,0,0,,,,,,,,,,22,,680,1,26,707,969
,29,TLAXCALA,08,SAN BERNARDINO CONTLA,026,SANTA CRUZ TLAXCALA,0371,4,151,258,,208,63,23,,40,431,186,8,4,0,0,,,,,,,,,,53,,1425,0,63,1488,2545
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0122,3,173,110,,65,61,25,,36,502,27,1,3,1,0,8,7,0,4,,,,,,,128,1151,2,49,1202,1675
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0123,3,193,165,,37,56,31,,49,537,26,5,1,1,0,10,3,0,0,,,,,,,106,1220,1,40,1261,1721
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0124,3,157,102,,67,83,21,,91,606,32,9,2,9,1,17,8,1,5,,,,,,,84,1295,0,45,1340,1963
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0125,3,129,131,,56,67,31,,52,506,38,4,0,2,5,10,0,1,2,,,,,,,77,1111,0,36,1147,1666
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0126,3,156,115,,36,126,80,,57,600,21,1,3,2,1,16,6,0,5,,,,,,,71,1296,0,58,1354,2131
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0127,4,232,163,,74,94,41,,42,774,27,7,8,1,1,25,13,0,9,,,,,,,144,1655,0,71,1726,2631
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0128,2,80,90,,22,35,16,,19,316,18,6,2,0,0,10,5,0,4,,,,,,,50,673,0,25,698,1004
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0129,2,148,69,,31,33,15,,24,345,13,4,2,0,0,3,2,0,3,,,,,,,83,775,1,32,808,1123
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0130,2,136,80,,16,16,7,,18,213,7,3,1,1,0,7,0,1,1,,,,,,,75,582,1,12,595,753
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0131,2,175,112,,45,47,21,,28,359,11,8,1,0,0,9,1,0,0,,,,,,,100,917,0,15,932,1234
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0132,2,190,88,,36,40,16,,27,369,8,3,0,0,0,4,4,1,0,,,,,,,87,873,2,20,895,1244
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0133,2,131,93,,28,40,17,,30,359,26,4,1,2,0,5,2,0,1,,,,,,,44,783,0,30,813,1068
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0134,2,79,65,,24,20,12,,15,285,11,0,2,0,0,4,3,0,0,,,,,,,38,558,1,15,574,805
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0135,2,98,74,,20,21,12,,28,297,12,0,0,1,1,6,5,0,1,,,,,,,48,624,1,27,652,962
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0136,1,39,54,,10,16,5,,17,172,9,1,0,0,1,6,2,0,1,,,,,,,22,355,1,14,370,513
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0137,4,194,130,,42,61,32,,58,753,19,8,2,1,0,11,6,0,4,,,,,,,143,1464,3,54,1521,2294
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0138,2,189,120,,32,44,22,,29,351,14,2,2,2,1,4,3,0,1,,,,,,,120,936,0,27,963,1304
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0139,5,297,187,,33,65,40,,61,742,34,3,2,1,2,25,4,0,4,,,,,,,226,1726,2,59,1787,2560
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0140,3,110,94,,29,57,28,,34,500,29,2,1,2,2,17,5,0,2,,,,,,,86,998,1,59,1058,1643
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0141,6,319,268,,116,148,196,,101,1144,48,6,7,3,1,52,25,1,12,,,,,,,217,2664,2,104,2770,4489
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0142,3,168,142,,35,76,46,,43,559,24,5,1,1,1,23,8,1,6,,,,,,,154,1293,0,45,1338,2036
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0143,3,173,107,,34,62,27,,35,493,15,6,0,0,0,15,4,0,4,,,,,,,215,1190,0,39,1229,1744
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0144,5,289,302,,46,97,41,,70,1010,53,8,5,1,1,15,9,0,5,,,,,,,196,2148,0,66,2214,3215
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0145,3,88,138,,59,86,31,,25,526,25,0,1,0,1,11,2,0,5,,,,,,,82,1080,0,48,1128,1815
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0146,3,89,111,,33,80,41,,24,538,23,1,0,0,0,8,3,0,4,,,,,,,42,997,1,45,1043,1633
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0147,3,100,81,,73,53,66,,32,449,18,2,2,1,0,15,11,0,4,,,,,,,81,988,0,51,1039,1510
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0148,2,140,102,,79,53,47,,36,383,15,1,3,3,3,13,5,0,4,,,,,,,78,965,0,26,991,1477
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0149,4,220,159,,42,104,31,,47,809,38,2,4,0,1,33,20,2,6,,,,,,,162,1680,1,43,1724,2840
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0156,3,124,70,,25,64,27,,13,378,24,4,1,1,0,17,14,0,4,,,,,,,86,852,1,34,887,1501
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,010,CHIAUTEMPAN,0157,2,99,43,,23,64,14,,7,306,15,1,0,1,0,11,5,0,2,,,,,,,70,661,0,18,679,1125
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0150,2,139,77,,37,85,24,,19,320,18,2,1,1,0,11,6,0,0,,,,,,,77,817,0,45,862,1307
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0151,7,650,328,,109,431,59,,108,757,68,9,6,2,1,32,26,5,5,,,,,,,438,3034,1,138,3173,4806
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0152,4,307,267,,38,334,70,,39,534,45,2,3,4,0,26,17,3,3,,,,,,,190,1882,0,59,1941,2982
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0153,3,165,162,,26,124,33,,16,314,21,0,2,0,0,18,13,1,4,,,,,,,104,1003,0,40,1043,1506
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0154,3,258,123,,25,116,38,,33,335,11,3,1,0,0,8,4,1,1,,,,,,,119,1076,0,47,1123,1666
,29,TLAXCALA,09,SANTA ANA CHIAUTEMPAN,052,LA MAGDALENA TLALTELULCO,0155,3,215,139,,34,176,28,,36,362,32,3,1,0,0,13,11,0,3,,,,,,,155,1208,3,47,1258,1852
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0178,5,339,607,,34,87,116,,46,958,49,5,2,2,0,7,7,0,4,,,,,,,,2263,2,97,2362,3696
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0179,6,315,577,,59,113,89,,51,935,42,5,2,1,0,22,17,1,6,,,,,,,,2235,4,113,2352,3991
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0181,3,213,377,,27,47,53,,28,489,26,7,1,0,0,17,1,0,2,,,,,,,,1288,2,72,1362,2136
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0182,2,113,233,,27,49,43,,15,352,21,2,0,0,0,4,4,1,1,,,,,,,,865,0,57,922,1446
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0183,3,188,374,,28,57,60,,32,565,25,9,1,0,0,13,5,0,3,,,,,,,,1360,1,82,1443,2161
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0184,2,102,271,,25,35,19,,10,247,14,6,0,0,0,10,1,0,2,,,,,,,,742,0,39,781,1337
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0185,2,118,224,,23,46,31,,24,390,14,4,1,0,0,4,2,1,2,,,,,,,,884,0,38,922,1403
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0186,2,117,295,,25,24,32,,23,330,9,0,0,0,0,3,2,0,0,,,,,,,,860,1,50,911,1242
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0187,3,194,367,,26,45,44,,24,408,23,4,3,1,0,13,6,0,1,,,,,,,,1159,2,75,1236,1957
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0189,3,144,318,,17,45,39,,24,338,16,3,3,0,0,6,3,0,1,,,,,,,,957,4,59,1020,1610
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0190,2,78,200,,17,26,21,,13,234,17,1,0,6,0,3,2,0,0,,,,,,,,618,0,34,652,994
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0191,2,110,215,,20,29,26,,9,245,18,1,3,1,0,5,6,0,2,,,,,,,,690,0,49,739,1181
,29,TLAXCALA,10,HUAMANTLA,013,HUAMANTLA,0192,3,143,326,,31,67,85,,23,433,27,3,1,0,0,9,5,0,0,,,,,,,,1153,1,66,1220,1965
