CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,644,1,110,79,21,81,5,2,39,9,12,2,8,0,0,0,368,14,382,728
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,645,1,95,60,14,86,4,4,50,17,10,3,5,0,0,2,348,13,363,736
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,646,1,79,56,12,42,4,0,32,10,9,1,3,0,1,2,249,10,261,530
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,647,2,205,57,33,13,2,3,58,22,9,3,1,0,0,0,406,6,412,833
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,648,1,137,50,18,10,4,8,54,14,13,0,1,0,0,0,309,4,313,704
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,649,2,190,29,27,22,5,8,70,30,22,2,3,0,0,0,408,15,423,883
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,650,2,239,39,27,13,5,3,78,26,23,3,3,0,0,0,459,7,466,826
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,651,1,101,26,10,8,3,1,23,2,10,0,0,0,0,0,184,6,190,396
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,652,2,220,43,31,54,5,5,80,13,16,0,5,0,0,1,472,14,487,946
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,653,2,287,75,40,27,8,11,118,29,20,1,2,1,0,1,619,20,640,1411
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,654,1,150,41,24,45,5,4,68,19,16,1,3,0,0,0,376,12,388,717
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,655,2,177,65,29,66,7,7,86,19,11,3,4,0,0,0,474,11,485,875
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,656,1,111,28,15,39,5,10,61,6,10,0,3,0,0,0,288,5,293,484
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,657,1,109,34,14,36,5,2,37,18,9,0,3,0,0,3,267,13,283,572
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,658,2,268,65,24,25,6,5,88,42,16,0,1,0,0,1,540,15,556,1173
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,659,1,140,36,14,21,1,6,34,32,14,5,0,0,0,0,303,17,320,671
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,660,2,185,63,26,25,3,4,90,25,3,4,5,0,0,0,433,27,460,1037
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,661,2,257,75,17,25,7,5,56,24,14,4,2,0,0,0,486,17,503,1073
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,662,2,304,72,32,17,4,3,98,33,23,1,3,0,0,1,590,23,614,1226
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,663,2,257,51,20,71,10,4,72,20,4,2,3,0,0,1,514,16,531,1018
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,664,3,472,70,40,20,6,4,83,37,32,1,2,0,0,3,767,12,782,1556
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,665,2,215,45,13,12,7,1,53,23,15,0,3,0,0,1,387,14,402,806
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,666,1,112,18,14,5,3,2,21,11,13,1,0,0,0,1,200,5,206,421
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,667,3,449,70,34,16,1,8,76,41,27,1,1,0,1,0,725,19,744,1557
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,668,2,109,89,81,27,3,2,81,16,7,1,1,0,1,0,418,5,423,868
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,2,113,130,84,6,4,6,96,11,27,12,5,0,0,0,494,8,502,1082
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,670,1,76,78,36,9,2,1,75,9,14,3,2,0,0,0,305,2,307,578
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,671,1,108,79,33,5,3,2,74,13,25,1,6,0,0,0,349,6,355,707
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,2,143,104,69,5,5,4,78,11,34,0,0,0,0,0,453,11,464,1057
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,2,179,67,20,1,5,3,65,23,17,0,1,0,0,0,381,20,401,1196
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,3,387,125,53,8,9,4,108,28,24,3,0,0,0,1,749,15,765,1851
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,675,3,234,152,65,9,10,7,161,42,28,2,4,0,0,0,714,14,728,1829
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,676,2,98,101,55,5,3,1,91,7,14,2,6,0,0,0,383,7,390,889
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,677,1,66,44,44,0,2,4,47,5,18,2,0,1,0,2,233,19,254,561
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,678,2,111,96,39,9,3,3,87,21,20,0,2,0,0,1,391,7,399,865
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,679,2,101,92,52,12,1,0,67,4,15,3,1,0,0,0,348,6,354,791
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,680,5,393,337,169,29,12,18,304,35,72,10,6,3,0,0,1388,25,1413,3364
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,5,612,382,163,13,14,31,347,57,78,8,13,1,0,2,1719,40,1761,3661
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,682,2,145,241,72,15,4,3,66,5,25,1,3,0,0,0,580,32,612,1324
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,683,2,147,187,84,11,4,4,80,11,52,9,3,0,0,0,592,29,621,1247
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,684,1,69,109,34,11,1,2,39,5,16,6,4,0,0,0,296,8,304,607
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,685,2,74,80,35,5,1,4,101,10,144,110,1,1,0,0,566,15,581,1389
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,686,2,67,65,34,12,2,3,82,8,125,90,1,0,0,0,489,10,499,1218
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,687,2,100,103,79,7,6,4,79,7,26,2,5,0,0,0,418,18,436,1074
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,688,2,93,125,44,9,2,6,77,6,20,2,5,1,0,0,390,17,407,1026
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,689,2,94,108,73,6,3,4,73,7,21,5,4,0,0,1,398,15,414,977
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,690,1,70,48,29,4,7,0,44,6,14,0,1,0,0,0,223,13,236,548
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,691,2,70,88,47,4,6,3,52,7,21,2,7,0,0,0,307,5,312,805
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,692,2,88,97,61,10,4,10,75,6,26,1,2,0,0,0,380,12,392,1026
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,693,2,85,93,55,9,4,4,66,4,21,5,3,0,0,1,349,8,358,1018
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,694,5,474,342,113,7,19,16,267,56,80,7,3,0,0,12,1384,44,1440,3484
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,695,2,156,134,86,7,2,2,121,16,27,2,4,3,0,0,560,15,575,1154
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,696,2,133,104,57,7,5,9,95,10,22,8,2,4,0,0,456,10,466,999
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,697,2,108,114,47,8,5,3,94,14,25,2,3,0,0,0,423,17,440,897
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,698,2,147,164,62,2,6,8,113,12,35,5,0,0,0,0,554,3,557,1200
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,699,1,87,61,45,3,1,1,55,3,28,0,1,0,0,0,285,7,292,508
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,700,2,135,129,66,9,4,2,96,12,14,1,0,1,0,0,469,18,487,1028
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,701,2,152,129,81,10,3,7,84,9,41,4,4,0,0,0,524,12,536,1148
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,702,3,386,169,78,10,14,6,176,41,46,9,5,0,0,0,940,27,967,2247
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,703,2,208,146,49,7,4,7,99,7,38,1,2,1,0,4,569,16,589,1235
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,704,2,182,98,38,8,10,5,82,23,21,1,6,2,0,0,476,10,486,1105
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,705,2,131,88,25,5,2,6,74,22,20,1,2,0,0,2,376,5,383,906
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,706,1,108,60,35,0,3,3,38,8,15,4,0,0,0,1,274,4,279,615
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,707,2,137,85,29,5,6,3,72,13,14,1,0,0,0,0,365,11,376,875
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,708,2,192,88,43,9,8,4,88,18,20,3,4,0,0,0,477,12,489,1063
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,709,3,359,186,74,5,10,6,145,48,57,3,5,0,0,0,898,18,916,2009
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,710,2,110,115,44,9,5,4,67,4,29,3,5,1,0,0,396,14,410,1096
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,711,2,91,115,59,9,5,6,83,12,22,11,3,0,0,0,416,0,416,1170
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,712,1,65,56,52,2,2,2,45,13,18,1,4,0,0,0,260,2,262,642
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,713,2,69,117,52,9,3,1,98,16,16,0,8,0,0,0,389,15,404,1111
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,714,2,102,104,55,5,7,3,82,2,18,0,6,0,1,1,385,8,394,1064
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,715,2,77,122,58,7,7,2,84,11,16,1,4,0,1,0,390,16,406,1200
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,716,1,55,54,38,3,3,3,47,5,10,4,2,0,0,0,224,10,234,617
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,717,2,99,94,50,9,8,2,95,6,23,0,5,0,0,1,391,14,406,1092
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,718,3,127,145,91,10,15,5,134,11,33,4,5,0,0,1,580,14,595,1520
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,719,2,104,127,59,9,5,7,73,13,22,3,6,0,1,0,429,16,445,1156
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,720,2,131,171,87,13,5,3,111,13,44,4,8,0,2,2,592,18,612,1490
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,721,2,91,105,56,15,5,5,77,7,32,4,5,0,0,2,402,16,420,1299
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,722,2,104,145,65,11,5,3,98,6,33,3,5,0,0,0,478,17,495,1271
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,723,1,48,57,24,1,1,3,35,4,9,2,0,0,0,0,184,6,190,447
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,724,2,83,69,39,8,4,3,52,3,30,1,4,0,0,0,296,7,303,816
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,725,2,131,108,84,9,11,3,80,9,40,3,10,0,0,3,488,24,515,1491
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,726,2,119,98,54,10,4,1,80,6,36,1,11,0,1,0,421,19,440,1182
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,727,2,97,120,47,10,5,2,76,8,19,6,6,0,0,1,396,20,417,1126
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,728,1,55,38,22,4,0,1,31,6,8,1,0,0,0,0,166,4,170,482
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,3,371,174,47,9,4,6,105,33,37,1,7,0,0,2,794,9,805,1687
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,730,1,103,49,23,4,2,2,61,6,7,3,3,0,0,0,263,4,267,568
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,731,1,105,91,37,5,5,3,56,10,16,2,3,0,0,0,333,8,341,685
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,732,2,147,105,52,6,4,4,88,20,18,0,4,0,0,0,448,9,457,1022
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,733,2,152,116,62,11,3,3,102,18,28,1,2,3,1,2,502,10,514,1086
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,734,1,90,72,34,6,3,4,28,8,15,2,3,0,0,0,265,10,275,717
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,735,1,84,62,22,3,4,0,28,4,16,1,1,0,0,0,225,2,227,450
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,736,2,108,102,44,6,5,9,74,8,17,3,3,2,0,0,381,15,396,1050
1,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,737,2,84,93,34,6,1,5,58,5,28,0,2,0,0,0,316,4,320,931
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,738,2,114,72,40,7,2,7,55,9,28,4,1,0,0,1,339,4,344,921
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,739,1,91,68,34,9,2,2,34,8,20,2,6,0,0,0,276,5,281,710
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,740,2,146,129,54,9,3,4,61,5,31,5,6,0,0,0,453,19,472,1169
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,741,2,64,109,30,2,5,1,39,6,25,1,5,0,0,0,287,5,292,829
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,742,1,58,57,32,7,0,2,43,3,13,2,4,1,0,0,222,5,227,525
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,743,1,48,48,20,2,1,2,35,4,7,1,1,1,0,1,170,3,174,428
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,744,1,80,77,58,10,2,4,21,4,30,0,4,1,0,0,291,6,297,670
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,745,1,89,92,47,7,1,3,42,3,38,0,0,0,0,0,322,17,339,698
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,746,2,120,89,58,13,4,4,89,1,35,0,5,0,0,0,418,10,428,936
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,747,1,65,64,17,8,1,1,39,2,9,3,6,1,0,0,216,4,220,504
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,748,1,98,88,39,14,2,4,63,4,24,0,5,2,0,0,343,9,352,723
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,749,1,39,58,13,4,1,2,21,3,8,5,2,0,0,0,156,2,158,344
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,750,1,55,52,17,1,0,2,33,4,12,3,6,0,0,0,185,5,190,514
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,751,1,34,35,18,4,0,0,42,2,15,0,2,0,0,0,152,5,157,380
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,752,1,85,53,27,9,3,2,32,3,18,0,6,0,0,0,238,14,252,583
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,753,1,96,99,52,17,4,2,60,6,22,2,3,2,0,1,365,10,376,697
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,754,1,36,44,19,5,1,4,12,3,13,4,3,0,0,0,144,2,146,323
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,755,1,44,44,14,6,1,1,30,4,5,0,0,0,0,1,149,3,153,319
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,756,1,53,57,26,5,2,3,29,2,9,2,4,0,0,1,192,6,199,592
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,757,1,55,58,30,7,3,3,53,2,7,2,5,0,0,2,225,7,234,712
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,758,1,30,27,15,2,2,2,27,3,16,0,1,0,0,0,125,1,126,496
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,759,1,100,41,18,7,1,2,42,5,13,2,2,1,0,2,234,2,238,604
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,760,1,70,39,16,4,1,0,38,2,6,4,2,0,0,0,182,7,189,561
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,761,1,63,60,8,6,1,2,32,1,6,3,5,0,0,0,187,8,195,626
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,762,2,72,58,21,10,3,4,41,4,13,1,3,0,0,1,230,6,237,940
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,763,2,326,199,84,11,2,12,160,31,55,6,8,0,0,2,894,13,909,461
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,764,2,138,51,12,1,2,2,29,9,14,2,1,0,0,2,261,4,267,754
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,765,2,180,41,21,10,1,2,45,17,9,0,1,0,0,0,327,10,337,1088
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,766,1,141,80,19,5,4,1,35,11,13,3,0,0,0,1,312,8,321,650
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,767,2,146,136,86,27,7,4,134,10,26,7,7,1,0,0,591,19,610,1385
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,768,5,217,310,134,50,9,15,298,25,57,4,7,0,0,0,1126,32,1158,3076
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,769,2,84,116,77,7,2,5,84,9,15,0,6,0,0,1,405,12,418,1123
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,770,2,76,104,82,9,1,8,94,4,42,5,6,0,0,0,431,13,444,839
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,771,2,88,164,91,20,3,7,76,10,25,2,4,0,1,0,491,18,509,1121
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,772,1,35,69,23,10,0,4,21,1,8,2,3,0,0,0,176,9,185,462
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,773,1,138,39,12,4,2,2,7,7,5,1,1,0,0,0,218,3,221,730
1,23,QUINTANA ROO,9,TULUM,8,SOLIDARIDAD,774,1,26,38,5,1,0,2,24,2,5,0,1,0,1,0,105,8,113,366
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,775,4,893,330,70,16,12,7,109,15,103,10,7,0,0,0,1572,29,1601,2497
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,776,1,166,53,15,1,2,0,14,0,14,1,2,0,0,0,268,4,272,453
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,777,1,265,82,13,4,3,2,24,2,28,3,3,0,0,0,429,5,434,693
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,778,1,167,84,9,3,5,2,13,3,15,1,2,0,0,0,304,3,307,516
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,779,1,159,80,12,2,1,3,25,3,8,0,1,0,0,0,294,3,297,494
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,780,1,191,73,7,4,2,2,30,5,41,1,0,1,0,0,357,4,361,591
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,781,1,262,75,22,1,3,12,38,7,31,1,1,0,0,0,453,10,463,732
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,782,1,216,83,19,5,0,0,28,3,19,1,1,0,0,0,375,2,377,611
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,783,2,372,146,6,2,1,3,49,8,37,3,0,0,0,0,627,7,634,941
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,784,1,219,80,20,1,3,3,27,7,30,0,2,0,0,0,392,4,396,680
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,785,1,265,111,10,2,5,1,43,5,54,5,0,0,0,0,501,8,509,730
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,786,2,262,99,15,4,2,4,31,6,21,3,2,1,0,0,450,10,460,767
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,787,2,313,115,27,2,7,11,38,1,38,2,3,1,0,0,558,18,576,887
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,788,1,178,91,17,1,5,0,20,1,27,3,3,0,0,1,346,5,352,582
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,789,1,232,78,13,0,5,0,37,2,22,2,4,1,0,0,396,14,410,666
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,790,2,287,121,25,3,1,3,24,2,50,0,0,0,0,2,516,12,530,844
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,791,1,228,85,18,1,2,1,33,3,26,4,1,0,0,0,402,5,407,591
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,792,2,353,121,25,5,1,2,50,4,35,6,3,1,0,0,606,12,618,949
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,793,2,364,161,29,8,4,3,56,7,60,4,5,0,0,0,701,17,718,1269
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,794,5,1110,416,62,10,9,4,168,16,126,8,13,0,0,0,1942,36,1978,3270
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,795,1,263,107,12,3,1,1,26,1,38,2,1,0,0,0,455,4,459,700
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,796,1,199,103,7,1,3,6,24,4,23,3,2,0,0,0,375,12,387,632
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,797,2,318,112,16,4,1,1,42,7,44,3,4,0,1,1,553,5,559,793
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,798,1,206,81,9,4,2,3,30,3,42,2,0,0,0,1,382,4,387,612
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,799,1,213,115,14,1,0,3,28,4,30,0,1,0,0,0,409,3,412,603
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,800,2,261,85,14,8,11,4,33,11,20,1,2,1,0,0,451,6,457,753
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,801,2,242,86,15,1,5,6,36,6,39,0,2,0,0,1,438,14,453,782
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,802,2,372,157,23,6,6,3,40,6,40,0,3,0,1,0,657,17,674,1131
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,803,1,151,50,8,1,2,4,23,2,21,0,1,0,0,0,263,2,265,462
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,804,2,383,147,34,2,4,5,66,4,53,2,5,0,0,0,705,15,720,1137
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,805,2,377,127,26,6,4,7,68,2,30,2,1,0,0,0,650,45,695,1110
1,23,QUINTANA ROO,15,CHETUMAL,7,OTHÓN P. BLANCO,806,2,272,66,30,7,3,0,34,4,40,0,1,1,0,2,458,8,468,766
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,807,2,333,128,23,3,1,2,48,1,47,1,2,1,0,0,590,17,607,963
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,808,1,245,87,17,2,5,3,31,5,22,0,2,0,0,0,419,12,431,661
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,809,1,239,83,18,5,7,6,32,1,28,2,4,0,0,2,425,7,434,740
1,23,QUINTANA ROO,14,CHETUMAL,7,OTHÓN P. BLANCO,810,1,141,43,9,0,2,1,11,3,24,1,0,0,0,0,235,3,238,329
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,811,1,78,72,48,99,12,3,33,34,10,5,11,0,0,0,405,7,412,747
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,812,2,68,67,36,147,8,4,74,38,11,2,11,0,3,0,469,15,484,975
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,813,2,77,90,45,145,12,10,38,22,7,3,11,0,0,0,460,16,476,873
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,814,2,130,65,24,36,7,2,102,29,13,0,5,0,0,7,413,15,435,984
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,815,2,79,70,23,57,10,1,83,26,7,1,5,0,0,1,362,8,371,795
