CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,NVA_ALIANZA,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,1,10,656,690,308,612,32,39,505,226,118,18,96,2,0,4,3302,127,3433,7345
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,4,3,283,232,68,138,12,5,112,71,56,21,7,4,0,1,1009,17,1027,2141
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,5,6,464,325,118,265,38,11,323,77,76,6,16,0,0,3,1719,57,1779,3956
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,6,2,87,58,21,79,4,6,51,11,18,4,2,0,0,3,341,8,352,873
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,7,3,183,173,78,106,6,6,106,30,24,3,25,0,1,1,741,32,774,1606
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,8,2,92,90,29,169,3,1,43,31,6,4,10,0,1,0,479,10,489,905
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,9,2,65,83,25,105,4,5,54,13,6,3,19,0,0,0,382,14,396,810
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,10,1,55,56,24,151,4,5,30,23,5,2,14,0,0,0,369,5,374,719
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,13,3,201,288,104,138,39,8,182,76,27,9,15,0,0,2,1087,43,1132,2141
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,14,5,383,295,124,125,37,17,344,104,51,8,23,1,0,4,1512,61,1577,3593
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,15,4,317,238,99,144,12,10,250,106,52,12,13,0,1,2,1254,44,1300,2754
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,16,11,956,622,312,386,50,32,658,202,115,23,55,1,1,4,3413,121,3538,7503
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,18,3,152,145,57,242,6,11,100,42,24,18,40,0,0,0,837,35,872,1556
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,19,3,189,142,55,211,8,8,121,55,28,15,23,0,0,0,855,22,877,1562
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,20,2,172,106,33,104,5,11,99,46,18,3,16,1,0,1,614,22,637,1220
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,21,2,154,119,34,59,10,3,82,16,16,3,12,0,0,1,508,16,525,1067
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,22,2,136,87,38,74,8,4,84,23,17,6,11,1,0,0,489,8,497,1038
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,23,2,104,66,31,74,3,1,86,19,12,7,0,0,0,0,403,12,415,811
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,24,2,149,136,49,88,5,5,102,28,14,4,9,0,0,0,589,14,603,1128
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,25,1,86,56,28,57,4,5,52,21,7,6,14,0,0,1,336,13,350,718
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,26,1,80,82,21,83,7,2,64,22,12,3,6,0,0,0,382,8,390,714
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,27,2,89,91,36,103,6,6,78,36,16,5,17,0,1,0,484,14,498,1024
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,28,2,112,118,43,139,9,3,66,26,19,15,27,2,1,0,580,23,603,1200
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,29,2,115,79,36,118,4,5,54,23,14,0,12,0,0,0,460,11,471,905
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,30,1,66,55,25,112,1,0,38,10,13,4,4,0,0,1,328,8,337,644
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,31,2,82,87,29,107,6,3,42,14,10,1,14,0,0,0,395,10,405,753
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,32,2,88,68,23,211,8,4,61,14,10,3,13,0,0,0,503,13,516,1077
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,33,1,40,69,22,84,2,3,35,15,8,1,12,0,0,0,291,17,308,670
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,34,2,65,67,36,157,6,1,45,13,23,8,18,0,0,1,439,12,452,846
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,35,2,80,81,37,117,6,3,61,24,16,10,14,0,0,0,449,5,454,973
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,36,2,94,142,40,132,3,5,71,16,20,3,12,0,0,0,538,16,554,1150
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,37,2,70,71,31,112,4,3,21,11,1,0,7,0,0,0,331,5,336,828
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,38,2,78,65,35,92,4,7,55,16,11,3,11,0,0,0,377,18,395,884
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,39,1,40,54,25,72,3,2,35,16,4,3,7,0,0,0,261,14,275,632
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,40,2,68,82,41,140,4,5,52,18,8,4,17,0,1,0,440,12,452,1152
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,41,1,42,42,16,62,2,0,31,15,6,1,6,2,1,1,226,4,231,628
1,23,QUINTANA ROO,4,CANCÚN,1,BENITO JUÁREZ,42,1,73,50,27,78,3,1,58,18,14,7,14,0,0,0,343,13,356,708
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,43,2,122,91,34,54,1,4,67,26,19,3,21,1,0,0,443,16,459,860
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,44,2,121,103,42,97,6,7,80,35,14,7,20,1,2,0,535,18,553,1260
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,45,2,167,169,57,112,9,3,121,19,21,4,10,2,0,0,694,23,717,1344
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,46,3,147,156,36,261,14,7,104,39,27,13,52,0,1,0,857,37,894,1510
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,47,2,143,150,55,131,7,8,111,46,8,9,0,0,0,0,668,41,709,1362
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,48,2,156,150,53,86,13,10,145,49,18,3,13,0,1,0,697,24,721,1480
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,49,3,143,141,49,122,13,12,184,34,19,7,13,1,0,0,738,38,776,1525
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,50,3,246,174,87,160,19,21,295,71,23,4,25,0,0,0,1125,46,1171,2144
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,51,2,177,147,54,92,10,8,105,48,8,4,13,0,0,1,666,27,694,1226
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,52,2,149,104,71,170,10,11,113,68,17,5,18,0,0,0,736,29,765,1414
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,53,4,281,262,116,229,24,17,223,96,36,3,27,0,0,0,1314,41,1355,2650
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,54,4,349,215,109,120,19,16,233,77,37,4,31,0,0,1,1210,41,1252,2579
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,55,2,139,141,28,175,9,7,99,22,24,8,49,0,0,0,701,18,719,1271
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,56,2,129,96,35,176,5,4,67,26,18,1,27,0,0,0,584,17,601,1072
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,57,3,247,169,53,61,11,6,101,37,27,2,17,0,1,3,732,22,757,1556
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,58,1,139,56,23,40,2,5,77,19,10,2,5,0,0,1,378,9,388,714
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,59,2,165,85,32,40,12,5,117,26,20,1,6,0,0,0,509,17,526,1144
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,60,3,171,150,83,112,10,8,141,40,24,6,15,0,0,1,760,13,774,1577
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,61,2,147,78,49,96,9,1,89,25,29,4,17,0,0,0,544,18,562,974
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,62,2,127,90,47,74,7,7,96,31,14,14,7,1,1,0,516,15,531,1012
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,63,2,99,76,18,82,7,3,53,20,12,3,6,1,0,0,380,15,395,821
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,64,2,92,87,32,96,7,9,75,18,20,0,18,0,0,0,454,15,469,929
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,65,2,80,71,39,96,7,2,56,44,22,2,13,1,2,7,435,17,459,1092
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,66,1,54,50,27,77,3,7,43,17,11,7,4,0,0,0,300,14,314,737
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,67,2,56,55,20,62,1,1,37,17,7,2,5,0,0,0,263,16,279,759
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,68,2,62,74,19,76,5,9,51,13,14,5,7,0,0,0,335,10,345,936
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,69,1,49,38,18,60,2,2,34,17,6,3,3,0,1,0,233,15,248,578
1,23,QUINTANA ROO,2,CANCÚN,1,BENITO JUÁREZ,70,2,141,119,62,177,2,4,75,32,14,2,23,0,0,1,651,15,667,1064
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,71,2,190,147,56,109,8,11,125,43,36,22,10,0,0,2,757,28,787,1437
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,72,3,240,243,85,254,21,15,150,55,29,5,37,0,1,0,1135,39,1174,2218
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,73,3,234,239,58,236,10,5,156,53,27,7,27,1,2,2,1055,45,1102,2172
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,74,3,224,164,69,202,11,9,124,25,42,4,26,0,0,0,900,34,934,1584
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,75,2,130,102,23,185,8,6,83,14,11,10,37,0,1,0,610,18,628,1087
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,76,3,360,174,53,120,18,6,155,38,32,4,14,0,1,2,975,37,1014,1866
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,77,2,169,56,17,34,7,1,91,16,24,0,7,0,0,0,422,11,433,977
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,78,2,130,82,27,149,7,9,85,25,14,2,13,0,0,0,543,15,558,1113
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,79,2,115,79,53,60,6,3,81,29,22,8,4,0,1,0,461,27,488,1109
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,80,2,100,61,30,101,5,4,53,16,16,2,9,0,0,0,397,12,409,828
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,81,2,89,84,30,95,5,7,54,17,20,0,8,0,0,0,409,13,422,909
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,82,1,82,58,30,80,2,1,52,14,17,1,15,0,0,0,352,21,373,746
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,83,2,100,87,29,90,5,4,65,16,16,2,9,0,0,0,423,18,441,1103
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,84,2,59,89,29,84,8,4,51,10,16,4,19,0,0,0,373,14,387,1254
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,85,2,67,95,17,94,4,3,44,13,10,1,6,1,0,2,355,14,371,928
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,86,2,91,84,28,105,5,7,56,9,17,9,14,1,0,0,426,12,438,1025
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,87,1,52,53,13,99,3,2,41,12,11,2,16,0,0,0,304,6,310,742
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,88,1,43,37,16,127,2,1,32,10,7,0,11,0,0,0,286,9,295,654
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,89,1,74,36,12,87,1,1,31,12,11,0,12,0,0,0,277,9,286,572
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,90,2,152,92,33,137,9,2,93,19,19,1,9,0,0,0,566,19,585,1192
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,91,2,138,105,40,126,9,4,98,25,26,3,14,0,0,3,588,24,615,1274
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,92,3,279,164,50,140,6,8,90,25,36,10,25,0,0,0,833,25,858,1240
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,93,3,263,144,34,142,5,7,89,24,9,6,6,0,0,3,729,18,750,1678
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,94,2,149,124,37,175,6,5,95,26,11,3,26,0,0,3,657,18,678,1284
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,95,1,52,59,18,123,3,1,22,11,8,0,9,0,0,0,306,6,312,632
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,96,2,62,43,18,108,1,16,24,12,5,4,2,0,0,0,295,4,299,833
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,97,1,48,32,9,89,2,1,18,6,6,1,8,0,0,0,220,7,227,700
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,98,2,104,63,38,57,5,5,55,24,16,0,7,1,0,0,375,19,394,797
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,99,1,50,64,22,50,0,2,34,20,10,0,5,0,0,0,257,9,266,603
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,100,2,110,65,30,51,5,4,56,15,16,2,10,0,0,3,364,9,376,849
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,101,1,82,60,29,71,3,4,46,13,9,6,22,0,1,0,346,15,361,732
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,102,3,336,142,72,69,11,7,134,30,25,4,15,1,0,0,846,32,878,1790
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,103,1,115,48,18,14,2,4,29,10,7,0,1,0,0,4,248,5,257,457
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,104,2,249,128,32,54,7,8,100,22,36,8,13,0,0,1,657,14,672,1169
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,105,2,268,99,49,61,7,7,97,19,41,3,5,0,0,3,656,28,687,1162
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,106,2,175,84,32,32,2,2,66,16,23,2,4,0,0,0,438,21,459,854
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,107,2,138,141,41,72,8,8,115,27,23,6,27,0,0,0,606,23,629,1219
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,108,2,114,82,29,133,8,5,69,20,13,2,22,0,0,0,497,17,514,992
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,109,2,148,102,36,123,9,4,102,17,19,9,17,0,0,1,586,20,607,1165
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,110,2,120,69,29,63,3,4,55,17,26,1,8,0,0,0,395,11,406,926
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,111,1,53,52,13,63,1,2,30,10,15,0,2,0,0,2,241,7,250,504
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,112,1,43,49,15,60,2,2,36,8,7,0,10,0,0,0,232,5,237,571
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,113,2,68,57,19,46,3,3,31,7,12,2,10,1,1,1,260,17,278,981
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,114,2,56,42,17,55,5,3,27,7,3,2,4,0,0,116,221,5,342,763
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,115,2,45,64,8,132,5,1,32,12,4,8,7,0,0,2,318,11,331,995
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,116,2,140,87,25,75,3,5,58,12,23,5,7,0,1,0,441,9,450,995
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,117,2,130,142,33,149,9,4,54,25,17,6,18,0,0,0,587,22,609,1190
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,118,1,55,45,17,53,2,1,24,6,12,1,8,0,0,0,224,7,231,532
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,119,1,129,28,10,4,3,0,23,7,13,0,1,0,0,0,218,3,221,542
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,120,2,108,62,22,39,7,3,59,12,9,1,1,1,0,2,324,8,334,804
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,121,1,101,47,14,18,8,2,42,16,6,0,3,0,0,1,257,15,273,728
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,122,1,140,54,18,26,5,3,66,11,19,5,5,0,0,0,352,7,359,694
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,123,1,183,42,20,14,1,4,29,15,31,5,3,0,0,1,347,16,364,729
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,124,2,181,45,23,21,8,6,68,19,10,3,3,0,0,3,387,14,404,891
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,125,2,197,48,27,27,8,4,70,19,16,3,3,0,0,2,422,14,438,883
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,126,7,1159,412,141,153,39,22,334,100,71,3,26,1,0,4,2461,77,2542,5241
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,127,3,325,205,96,153,16,16,172,50,50,12,30,0,2,0,1127,30,1157,2233
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,128,3,344,116,57,36,13,4,95,21,32,2,4,0,0,2,724,21,747,1553
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,129,1,97,19,5,1,2,3,34,6,9,0,2,0,0,0,178,10,188,433
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,130,1,134,38,7,7,2,1,31,10,0,0,0,0,0,0,230,11,241,566
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,131,2,140,73,28,43,2,3,38,17,26,1,10,0,0,0,381,6,387,819
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,132,1,118,72,21,39,6,13,45,11,19,3,5,0,0,1,352,13,366,700
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,133,2,194,76,24,31,3,3,53,18,18,0,6,0,0,1,426,11,438,920
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,134,2,93,50,22,58,3,3,59,5,13,1,11,0,1,0,319,6,325,835
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,135,2,96,42,19,36,5,6,40,7,13,0,7,0,1,1,272,10,283,762
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,136,2,378,220,49,34,10,2,80,9,69,8,18,0,0,2,877,15,894,507
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,137,2,421,181,44,30,8,7,98,18,62,6,7,0,0,0,882,17,899,632
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,138,1,129,36,13,43,3,2,37,9,16,1,4,0,0,0,293,9,302,639
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,139,1,147,67,25,10,2,2,46,12,18,2,4,0,0,1,335,10,346,748
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,140,1,156,33,5,18,5,2,43,9,6,0,1,0,0,0,278,3,281,601
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,141,1,103,24,12,17,2,1,37,13,8,0,0,0,0,0,217,12,229,649
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,142,1,146,44,20,24,1,2,60,11,25,0,5,1,0,0,339,11,350,729
1,23,QUINTANA ROO,5,CANCÚN,1,BENITO JUÁREZ,143,1,104,40,15,21,5,2,40,13,17,6,4,0,0,0,267,14,281,703
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,144,2,151,40,11,9,4,2,34,13,16,1,2,0,0,0,283,9,292,800
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,145,1,160,35,13,11,4,0,25,9,18,0,2,0,0,3,277,7,287,669
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,146,8,1499,264,97,38,28,10,168,86,100,6,13,0,0,4,2309,63,2376,5278
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,147,10,1669,410,176,155,43,23,442,148,118,8,14,1,0,6,3207,113,3326,7409
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,148,2,167,105,24,121,7,6,92,32,24,3,20,0,0,2,601,16,619,1210
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,149,3,248,132,54,128,10,12,158,43,32,5,9,0,0,1,831,23,855,2019
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,151,7,821,329,148,168,32,27,357,118,75,12,24,1,1,3,2113,80,2196,4684
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,152,3,202,134,52,109,9,7,119,65,30,12,7,0,1,1,747,11,759,1515
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,153,2,163,151,70,115,18,7,120,32,35,9,24,0,0,1,744,29,774,1445
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,155,2,141,107,51,106,3,5,60,50,22,6,22,0,1,1,574,26,601,1221
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,156,2,153,80,41,127,6,6,109,28,21,3,12,0,0,2,586,23,611,1362
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,157,2,149,95,34,126,8,6,116,19,11,1,14,0,0,2,579,23,604,1258
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,158,2,154,108,24,155,8,8,78,48,17,3,14,0,0,0,617,13,630,1166
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,159,2,151,128,27,169,12,4,82,36,21,3,13,0,0,0,646,24,670,1301
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,161,4,721,151,39,33,13,3,119,55,53,8,2,0,0,1,1197,19,1217,2849
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,162,1,101,27,4,2,2,1,20,5,13,0,0,1,0,0,176,3,179,491
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,163,3,218,169,58,265,13,7,151,52,28,9,15,0,0,2,985,39,1026,2177
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,164,7,773,412,139,210,44,33,372,150,86,5,28,1,0,7,2253,72,2332,4838
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,165,2,130,112,45,90,7,6,79,19,22,5,16,0,0,0,531,12,543,1046
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,166,5,489,348,138,162,18,14,254,79,75,13,44,0,0,1,1634,46,1681,3232
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,167,2,153,118,45,206,5,11,88,31,17,4,15,0,0,1,693,28,722,1440
1,23,QUINTANA ROO,7,CANCÚN,1,BENITO JUÁREZ,168,13,1863,688,294,251,55,52,721,157,200,23,54,0,2,10,4360,136,4506,9294
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,169,2,414,88,25,23,1,1,19,13,45,1,5,0,0,0,635,8,643,1468
1,23,QUINTANA ROO,1,KANTUNILKIN,1,BENITO JUÁREZ,170,4,495,107,34,37,7,4,39,20,63,8,7,2,0,1,823,16,840,2552
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,172,2,87,101,19,131,2,2,47,2,13,13,38,0,0,1,455,18,474,988
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,173,5,261,322,120,512,18,9,108,39,42,4,59,6,2,3,1502,37,1542,3155
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,174,4,328,264,70,365,13,11,128,46,57,16,32,0,0,0,1330,44,1374,2757
1,23,QUINTANA ROO,8,CANCÚN,1,BENITO JUÁREZ,175,12,1578,635,238,1013,30,24,360,124,131,19,78,1,6,4,4237,87,4328,8984
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,177,4,407,633,184,194,84,37,177,25,70,17,34,1,1,2,1864,103,1969,2835
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,178,3,316,340,99,90,85,13,112,24,45,10,22,0,2,3,1158,45,1206,1740
1,23,QUINTANA ROO,1,KANTUNILKIN,11,PUERTO MORELOS,179,12,1432,929,310,855,74,40,834,100,263,30,47,0,3,6,4917,169,5092,8635
1,23,QUINTANA ROO,6,CANCÚN,1,BENITO JUÁREZ,181,7,599,379,175,296,28,17,373,155,72,20,27,4,0,1,2145,61,2207,4913
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,182,3,549,366,18,59,3,3,31,9,44,9,16,0,0,1,1107,21,1129,2047
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,183,3,568,434,22,11,2,4,36,12,67,7,11,0,0,0,1174,25,1199,2087
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,184,3,652,359,24,30,4,15,36,12,47,6,10,0,0,0,1195,22,1217,1903
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,185,3,684,535,36,27,4,2,49,8,61,7,22,0,0,2,1435,29,1466,2234
1,23,QUINTANA ROO,11,COZUMEL,2,COZUMEL,186,2,326,258,7,12,4,6,17,6,37,4,13,0,0,0,690,17,707,970
