muni,NOMBRE,seccion,PAN,PRI,PRD,PT,PVEM,CD,PCD,PSN,PARM,PAS,DS,No Reg.,Nulos,Total
89,TENANCINGO,4464,22,71,13,0,0,0,0,1,0,1,0,1,1,110
89,TENANCINGO,4465,58,90,32,2,1,0,8,0,1,0,0,0,6,198
90,TENANGO DEL AIRE,4466,92,310,95,1,204,0,0,0,0,6,0,0,20,728
90,TENANGO DEL AIRE,4467,99,180,203,2,198,0,0,0,12,19,0,1,28,742
90,TENANGO DEL AIRE,4468,57,425,91,3,208,0,0,0,15,20,2,0,17,838
90,TENANGO DEL AIRE,4469,46,199,474,10,102,1,0,0,0,13,0,0,14,859
90,TENANGO DEL AIRE,4470,55,232,242,3,120,0,0,2,22,19,0,0,10,705
91,TENANGO DEL VALLE,4471,339,497,79,5,11,0,4,1,4,0,0,0,41,981
91,TENANGO DEL VALLE,4472,320,565,70,9,3,0,4,0,4,1,0,1,15,992
91,TENANGO DEL VALLE,4473,302,653,77,14,11,0,11,0,8,0,0,0,19,1095
91,TENANGO DEL VALLE,4474,348,604,51,9,7,0,7,2,6,0,0,1,21,1056
91,TENANGO DEL VALLE,4475,312,524,48,6,3,0,7,0,2,1,0,0,13,916
91,TENANGO DEL VALLE,4476,194,325,19,0,1,0,2,3,0,0,0,0,5,549
91,TENANGO DEL VALLE,4477,230,474,44,7,9,0,4,0,4,0,0,0,9,781
91,TENANGO DEL VALLE,4478,247,371,37,7,9,0,5,1,7,1,0,2,15,702
91,TENANGO DEL VALLE,4479,183,302,28,12,8,0,3,0,3,2,0,2,6,549
91,TENANGO DEL VALLE,4480,35,67,8,4,9,0,0,0,0,0,0,0,5,128
91,TENANGO DEL VALLE,4481,369,281,22,3,4,0,2,0,5,0,0,0,9,695
91,TENANGO DEL VALLE,4482,431,373,40,5,10,0,3,3,2,0,0,0,24,891
91,TENANGO DEL VALLE,4483,381,353,49,3,6,0,1,0,0,1,0,0,16,810
91,TENANGO DEL VALLE,4484,208,221,104,13,71,0,1,1,3,0,0,0,38,660
91,TENANGO DEL VALLE,4485,197,222,134,6,26,0,5,0,2,0,0,0,11,603
91,TENANGO DEL VALLE,4486,142,230,66,4,16,0,4,1,2,3,0,0,6,474
91,TENANGO DEL VALLE,4487,147,266,27,7,2,0,1,0,1,0,0,0,10,461
91,TENANGO DEL VALLE,4488,233,678,58,10,6,0,2,2,4,1,0,4,16,1014
91,TENANGO DEL VALLE,4489,99,195,17,0,3,0,0,0,2,0,0,1,18,335
91,TENANGO DEL VALLE,4490,92,155,80,5,9,0,1,2,2,1,0,0,5,352
91,TENANGO DEL VALLE,4491,126,214,162,13,5,0,4,0,1,0,0,0,16,541
91,TENANGO DEL VALLE,4492,85,238,57,5,9,0,1,1,3,0,0,0,21,420
91,TENANGO DEL VALLE,4493,109,218,110,5,3,1,2,1,3,2,2,1,39,496
91,TENANGO DEL VALLE,4494,156,621,52,3,7,0,0,0,0,0,0,0,16,855
91,TENANGO DEL VALLE,4495,348,330,261,18,102,0,1,0,2,1,1,1,38,1103
91,TENANGO DEL VALLE,4496,197,192,177,21,69,1,0,0,1,0,0,0,15,673
91,TENANGO DEL VALLE,4497,258,283,163,11,94,0,4,3,1,1,0,0,24,842
92,TEOLOYUCAN,4498,274,288,323,29,204,0,7,1,0,2,88,0,22,1238
92,TEOLOYUCAN,4499,544,431,196,40,159,0,6,0,1,3,47,0,48,1475
92,TEOLOYUCAN,4500,146,228,148,6,226,0,0,0,0,0,37,0,22,813
92,TEOLOYUCAN,4501,207,321,334,18,236,0,4,1,4,3,32,0,39,1199
92,TEOLOYUCAN,4502,138,132,246,7,155,0,3,0,0,8,41,0,21,751
92,TEOLOYUCAN,4503,246,147,115,6,116,4,0,0,0,5,6,0,11,656
92,TEOLOYUCAN,4504,153,265,229,5,129,0,2,0,3,14,20,0,6,826
92,TEOLOYUCAN,4505,227,321,322,4,160,0,3,1,1,20,19,0,20,1098
92,TEOLOYUCAN,4506,422,254,213,18,353,1,7,0,0,14,34,3,20,1339
92,TEOLOYUCAN,4507,235,111,116,4,335,0,2,0,0,2,37,0,36,878
92,TEOLOYUCAN,4508,277,199,185,3,291,1,2,0,1,1,76,0,6,1042
92,TEOLOYUCAN,4509,418,248,342,33,142,0,7,0,0,1,35,0,29,1255
92,TEOLOYUCAN,4510,455,441,309,16,206,0,8,0,1,4,67,0,22,1529
92,TEOLOYUCAN,4511,412,222,303,10,82,0,5,0,1,3,28,1,25,1092
92,TEOLOYUCAN,4512,304,269,339,26,182,0,6,0,0,0,97,0,44,1267
92,TEOLOYUCAN,4513,163,194,317,7,231,0,3,2,2,6,29,0,6,960
92,TEOLOYUCAN,4514,36,172,174,3,94,0,0,0,1,3,5,0,16,504
92,TEOLOYUCAN,4515,256,188,238,8,46,0,5,0,0,1,10,0,28,780
92,TEOLOYUCAN,4516,224,191,169,5,37,0,4,1,0,0,6,0,17,654
92,TEOLOYUCAN,4517,97,222,184,5,53,0,6,0,0,2,8,0,17,594
92,TEOLOYUCAN,4518,51,76,100,3,21,0,1,0,0,1,9,3,3,268
92,TEOLOYUCAN,4519,420,373,307,19,212,0,5,0,0,1,30,0,26,1393
92,TEOLOYUCAN,4520,19,18,25,0,2,0,0,0,0,0,3,0,3,70
92,TEOLOYUCAN,4521,293,206,89,3,66,0,3,0,1,4,40,0,7,712
92,TEOLOYUCAN,4522,364,224,200,7,146,0,4,0,1,1,43,1,24,1015
93,TEOTIHUACAN,4523,74,377,688,69,4,0,40,1,2,0,0,0,21,1276
93,TEOTIHUACAN,4524,55,363,724,65,3,0,54,1,0,0,0,0,25,1290
93,TEOTIHUACAN,4525,111,612,712,129,16,0,52,2,8,0,0,3,34,1679
93,TEOTIHUACAN,4526,107,292,696,77,8,0,28,1,6,0,0,0,27,1242
93,TEOTIHUACAN,4527,99,386,823,155,7,1,37,2,6,0,0,0,26,1542
93,TEOTIHUACAN,4528,83,412,817,131,7,0,68,3,4,0,0,0,36,1561
93,TEOTIHUACAN,4529,76,77,72,10,1,0,4,1,0,0,0,0,6,247
93,TEOTIHUACAN,4530,21,104,219,13,1,2,6,0,0,0,1,0,8,375
93,TEOTIHUACAN,4531,19,72,64,9,0,0,16,0,0,0,0,0,6,186
93,TEOTIHUACAN,4532,79,132,196,43,3,0,6,1,1,0,0,0,9,470
93,TEOTIHUACAN,4533,8,31,63,8,0,0,4,0,0,0,0,0,2,116
93,TEOTIHUACAN,4534,40,232,526,17,2,0,13,2,0,0,0,0,13,845
93,TEOTIHUACAN,4535,29,259,482,25,3,0,29,1,0,0,0,0,9,837
93,TEOTIHUACAN,4536,5,41,29,0,1,0,32,0,0,0,0,0,10,118
93,TEOTIHUACAN,4537,86,230,355,25,3,0,94,2,2,1,0,2,28,828
93,TEOTIHUACAN,4538,60,207,765,45,5,0,237,2,0,0,0,0,23,1344
93,TEOTIHUACAN,4539,150,427,258,40,4,0,19,1,1,1,1,0,26,928
93,TEOTIHUACAN,4540,15,67,51,21,0,0,8,0,0,0,0,0,1,163
93,TEOTIHUACAN,4541,30,62,76,15,0,0,4,0,0,0,0,0,6,193
93,TEOTIHUACAN,4542,51,338,459,73,3,1,32,0,1,1,1,0,18,978
93,TEOTIHUACAN,4543,50,214,390,41,2,0,55,2,0,0,0,0,56,810
93,TEOTIHUACAN,4544,6,43,23,3,1,0,0,0,0,1,0,0,0,77
93,TEOTIHUACAN,4545,117,395,260,59,5,2,22,0,0,1,2,0,19,882
94,TEPETLAOXTOC,4546,52,494,234,57,10,5,23,2,9,1,1,1,28,917
94,TEPETLAOXTOC,4547,152,291,316,43,3,32,17,0,5,2,0,0,20,881
94,TEPETLAOXTOC,4548,67,209,331,43,2,38,32,0,12,0,0,0,21,755
94,TEPETLAOXTOC,4549,111,261,363,11,3,12,21,1,6,2,1,0,15,807
94,TEPETLAOXTOC,4550,38,338,249,12,4,27,34,2,9,6,0,0,34,753
94,TEPETLAOXTOC,4551,49,223,556,11,4,12,20,0,1,1,0,0,36,913
94,TEPETLAOXTOC,4552,86,172,137,14,4,4,4,2,2,0,0,0,7,432
94,TEPETLAOXTOC,4553,104,486,299,26,12,17,41,0,9,1,0,0,19,1014
94,TEPETLAOXTOC,4554,46,487,550,7,7,10,6,3,69,6,2,0,27,1220
94,TEPETLAOXTOC,4555,24,188,181,4,2,1,1,0,21,19,0,0,12,453
95,TEPETLIXPA,4556,290,369,132,34,17,0,1,1,0,0,1,0,17,862
95,TEPETLIXPA,4557,190,278,106,32,1,0,0,0,0,0,1,0,10,618
95,TEPETLIXPA,4558,223,471,195,37,5,0,0,0,2,0,1,0,12,946
95,TEPETLIXPA,4559,428,541,90,24,3,0,0,0,1,0,1,0,17,1105
95,TEPETLIXPA,4560,159,244,135,7,0,0,0,0,2,0,0,1,20,568
95,TEPETLIXPA,4561,172,381,68,20,1,1,0,0,5,0,1,0,9,658
95,TEPETLIXPA,4562,58,265,89,22,1,0,1,1,1,0,0,0,11,449
95,TEPETLIXPA,4563,262,343,141,10,8,0,0,0,0,1,3,0,40,808
96,TEPOTZOTLAN,4564,473,307,120,47,31,1,4,0,1,51,3,0,18,1056
96,TEPOTZOTLAN,4565,280,249,61,52,44,1,1,0,0,27,1,0,11,727
96,TEPOTZOTLAN,4566,573,384,108,70,54,1,6,0,0,37,9,0,18,1260
96,TEPOTZOTLAN,4567,373,314,107,261,90,2,9,0,3,19,3,0,24,1205
96,TEPOTZOTLAN,4568,950,449,170,61,102,3,20,0,0,35,30,0,25,1845
96,TEPOTZOTLAN,4569,256,162,77,13,65,1,2,0,0,22,8,0,6,612
96,TEPOTZOTLAN,4570,348,223,87,54,30,2,3,1,0,26,3,0,5,782
96,TEPOTZOTLAN,4571,603,337,202,34,95,1,6,0,0,69,4,0,17,1368
96,TEPOTZOTLAN,4572,540,486,133,26,130,4,3,0,0,141,3,1,16,1483
96,TEPOTZOTLAN,4573,368,298,86,13,171,3,6,0,0,63,7,0,26,1041
96,TEPOTZOTLAN,4574,354,209,76,15,42,1,5,0,0,22,11,0,12,747
96,TEPOTZOTLAN,4575,505,356,103,37,160,4,6,0,2,58,3,0,14,1248
96,TEPOTZOTLAN,4576,293,428,158,20,55,1,7,0,1,69,5,0,9,1046
96,TEPOTZOTLAN,4577,278,462,132,10,41,0,0,0,0,19,1,0,7,950
96,TEPOTZOTLAN,4578,22,162,11,23,14,2,1,0,1,1,0,0,8,245
96,TEPOTZOTLAN,4579,145,163,35,40,51,1,1,0,3,12,1,0,0,452
96,TEPOTZOTLAN,4580,304,438,198,105,67,5,6,1,4,27,4,0,22,1181
96,TEPOTZOTLAN,4581,120,202,79,29,46,3,3,0,0,2,0,0,7,491
96,TEPOTZOTLAN,4582,639,622,235,97,97,2,20,4,4,18,4,0,112,1854
96,TEPOTZOTLAN,4583,264,244,127,28,49,0,17,0,0,9,4,0,10,752
96,TEPOTZOTLAN,4584,444,330,116,22,34,2,7,0,1,15,3,0,15,989
96,TEPOTZOTLAN,4585,359,202,92,23,90,0,0,0,0,11,4,1,11,793
96,TEPOTZOTLAN,4586,484,300,140,93,102,1,4,0,0,6,7,0,27,1164
96,TEPOTZOTLAN,4587,326,346,158,42,42,0,0,1,2,13,2,0,28,960
97,TEQUIXQUIAC,4588,663,492,79,3,4,0,0,0,0,0,2,0,19,1262
97,TEQUIXQUIAC,4589,611,491,141,7,2,1,2,1,4,1,1,0,21,1283
97,TEQUIXQUIAC,4590,348,425,118,3,5,0,0,1,0,0,3,0,6,909
97,TEQUIXQUIAC,4591,415,321,111,1,2,1,0,1,1,0,0,0,13,866
97,TEQUIXQUIAC,4592,481,584,111,6,9,0,1,1,1,0,2,0,21,1217
97,TEQUIXQUIAC,4593,443,665,122,7,5,1,0,0,3,1,3,1,15,1266
97,TEQUIXQUIAC,4594,471,137,41,3,2,4,0,0,0,3,3,0,10,674
97,TEQUIXQUIAC,4595,453,137,43,1,4,0,0,1,0,2,2,2,16,661
97,TEQUIXQUIAC,4596,463,139,25,3,7,0,0,0,0,0,0,1,12,650
97,TEQUIXQUIAC,4597,94,58,9,0,2,1,0,1,2,0,1,0,5,173
97,TEQUIXQUIAC,4598,11,46,6,0,0,0,0,0,0,0,0,0,1,64
97,TEQUIXQUIAC,4599,249,352,84,8,3,6,1,1,1,1,1,0,8,715
97,TEQUIXQUIAC,4600,68,92,29,2,4,1,0,0,1,0,1,0,4,202
98,TEXCALTITLAN,4601,8,330,756,12,1,0,4,0,0,0,0,1,29,1141
98,TEXCALTITLAN,4602,5,357,195,7,0,0,0,0,2,0,0,0,36,602
98,TEXCALTITLAN,4603,2,516,180,4,0,0,0,0,0,0,0,0,16,718
98,TEXCALTITLAN,4604,9,532,307,7,0,0,2,0,1,1,0,0,40,899
98,TEXCALTITLAN,4605,6,156,282,7,0,0,8,0,0,0,0,5,16,480
98,TEXCALTITLAN,4606,1,134,240,18,0,0,1,3,0,0,0,0,7,404
98,TEXCALTITLAN,4607,1,136,224,69,1,0,2,0,2,0,0,0,15,450
98,TEXCALTITLAN,4608,9,309,163,10,1,0,3,1,4,4,1,0,10,515
99,TEXCALYACAC,4609,68,416,343,8,0,1,0,0,0,0,0,0,17,853
99,TEXCALYACAC,4610,85,365,453,3,3,0,0,0,0,0,0,0,19,928
100,TEXCOCO,4611,120,391,500,12,7,17,5,2,9,0,12,0,15,1090
100,TEXCOCO,4612,109,302,355,9,8,19,4,2,16,0,10,218,11,1063
100,TEXCOCO,4613,155,218,368,3,7,13,2,1,2,2,6,0,16,793
100,TEXCOCO,4614,172,235,340,3,11,8,3,0,1,1,11,0,15,800
100,TEXCOCO,4615,113,317,400,12,10,14,5,3,10,2,4,0,11,901
100,TEXCOCO,4616,71,288,349,10,5,17,6,0,9,1,7,0,15,778
100,TEXCOCO,4617,168,422,500,17,15,25,4,0,10,2,6,0,31,1200
100,TEXCOCO,4618,277,381,529,12,15,17,7,1,6,1,19,1,21,1287
100,TEXCOCO,4619,138,280,277,3,5,8,3,0,0,0,8,0,8,730
100,TEXCOCO,4620,197,334,406,0,19,19,3,0,3,1,19,0,12,1013
100,TEXCOCO,4621,133,359,337,5,5,9,1,1,5,4,3,0,19,881
100,TEXCOCO,4622,104,236,210,5,7,8,2,0,0,1,10,0,5,588
100,TEXCOCO,4623,180,280,396,10,19,15,6,0,10,5,7,0,18,946
100,TEXCOCO,4624,106,236,347,5,4,8,7,0,1,1,4,0,10,729
100,TEXCOCO,4625,236,370,493,4,11,38,3,1,6,6,10,2,25,1205
100,TEXCOCO,4626,180,303,380,6,7,26,3,1,1,3,12,0,15,937
100,TEXCOCO,4627,180,385,436,9,10,21,4,2,4,1,5,1,20,1078
100,TEXCOCO,4628,151,486,371,10,12,10,3,2,11,1,1,0,25,1083
100,TEXCOCO,4629,91,431,301,5,10,11,3,0,4,3,2,0,24,885
100,TEXCOCO,4630,152,389,447,8,16,28,6,0,5,2,22,0,6,1081
100,TEXCOCO,4631,203,393,429,2,7,28,3,2,1,2,12,0,16,1098
100,TEXCOCO,4632,157,302,423,3,4,20,6,2,2,3,11,0,19,952
100,TEXCOCO,4633,153,222,391,5,9,17,1,1,2,0,11,0,18,830
100,TEXCOCO,4634,90,265,360,4,9,22,2,1,2,1,10,0,15,781
100,TEXCOCO,4635,204,386,524,15,17,11,5,0,2,1,11,0,30,1206
100,TEXCOCO,4636,167,468,540,13,5,10,2,0,6,3,14,0,24,1252
100,TEXCOCO,4637,173,329,397,6,14,9,2,0,0,1,7,0,17,955
100,TEXCOCO,4638,139,194,231,5,8,28,1,0,1,0,6,0,8,621
100,TEXCOCO,4639,82,192,184,1,6,14,1,0,2,1,2,0,6,491
100,TEXCOCO,4640,100,581,517,5,9,7,1,0,1,0,1,0,13,1235
100,TEXCOCO,4641,95,210,139,2,3,3,2,0,0,1,11,0,11,477
100,TEXCOCO,4642,32,14,80,0,1,0,0,0,0,0,0,0,0,127
100,TEXCOCO,4643,124,372,187,6,15,5,1,0,0,1,10,0,6,727
100,TEXCOCO,4644,95,284,381,7,11,11,3,0,1,4,6,0,8,811
100,TEXCOCO,4645,71,295,301,1,10,7,2,0,2,3,7,0,10,709
100,TEXCOCO,4646,169,376,455,8,10,9,3,1,1,6,11,0,21,1070
100,TEXCOCO,4647,93,169,330,4,4,2,2,2,2,1,7,0,6,622
100,TEXCOCO,4648,113,250,289,10,13,11,1,0,1,2,3,1,14,708
100,TEXCOCO,4649,220,1110,680,9,15,8,9,1,3,1,19,0,42,2117
100,TEXCOCO,4650,137,286,718,13,14,8,4,1,1,5,16,0,283,1486
100,TEXCOCO,4651,118,219,797,8,13,5,3,0,3,5,5,0,40,1216
100,TEXCOCO,4652,160,474,507,5,7,12,10,1,4,1,5,0,30,1216
100,TEXCOCO,4653,149,429,520,8,14,22,6,0,5,17,8,0,27,1205
100,TEXCOCO,4654,125,531,544,12,10,41,6,2,5,11,12,0,22,1321
100,TEXCOCO,4655,207,585,463,12,18,5,10,2,0,1,3,0,26,1332
100,TEXCOCO,4656,82,285,194,10,8,4,3,0,3,3,3,0,12,607
100,TEXCOCO,4657,66,281,177,4,4,12,2,0,1,0,4,0,13,564
100,TEXCOCO,4658,135,455,372,3,11,14,11,3,2,2,5,0,26,1039
100,TEXCOCO,4659,89,379,353,9,9,3,1,1,8,3,0,1,34,890
100,TEXCOCO,4660,97,315,264,6,10,7,0,1,3,2,9,207,16,937
100,TEXCOCO,4661,104,343,235,6,11,13,5,0,6,2,4,0,14,743
100,TEXCOCO,4662,183,372,545,22,18,31,2,0,3,2,11,0,16,1205
100,TEXCOCO,4663,130,302,474,10,17,21,7,2,11,1,10,0,28,1013
100,TEXCOCO,4664,28,352,330,6,5,1,0,0,3,0,2,0,13,740
100,TEXCOCO,4665,71,338,223,11,13,2,1,0,6,0,3,7,17,692
100,TEXCOCO,4666,32,334,408,2,3,2,4,2,2,2,2,0,10,803
100,TEXCOCO,4667,49,209,408,7,4,2,1,1,1,0,2,0,8,692
100,TEXCOCO,4668,78,253,429,11,10,0,3,0,5,4,5,0,24,822
100,TEXCOCO,4669,78,221,397,11,7,3,0,3,3,1,5,0,21,750
100,TEXCOCO,4670,121,233,420,3,9,3,2,0,0,2,9,0,19,821
100,TEXCOCO,4671,311,318,412,7,18,7,2,1,1,3,37,0,18,1135
100,TEXCOCO,4672,137,195,228,8,21,7,4,1,0,0,5,0,6,612
100,TEXCOCO,4673,146,251,346,7,17,7,11,1,2,0,5,0,20,813
100,TEXCOCO,4674,276,381,329,2,18,16,9,1,12,3,8,0,21,1076
100,TEXCOCO,4675,218,409,497,20,8,5,8,3,6,4,17,0,31,1226
100,TEXCOCO,4676,152,303,355,11,17,8,2,1,1,2,9,0,14,875
100,TEXCOCO,4677,146,723,328,11,15,12,6,1,0,1,5,0,34,1282
100,TEXCOCO,4678,87,236,82,2,5,3,3,2,1,0,3,0,21,445
100,TEXCOCO,4679,132,398,358,5,12,10,1,0,2,1,10,0,25,954
100,TEXCOCO,4680,288,213,278,4,15,14,3,1,1,1,16,0,24,858
100,TEXCOCO,4681,93,288,422,6,5,3,3,1,2,0,2,0,15,840
100,TEXCOCO,4682,45,245,205,11,3,1,2,1,6,1,0,0,16,536
100,TEXCOCO,4683,107,150,192,0,8,15,1,1,3,0,2,1,8,488
100,TEXCOCO,4684,712,979,928,12,34,64,15,3,4,4,59,1,45,2860
100,TEXCOCO,4685,98,316,206,7,3,2,4,0,2,1,5,0,11,655
100,TEXCOCO,4686,97,196,324,2,6,7,2,2,1,0,10,0,6,653
100,TEXCOCO,4687,111,274,356,5,5,1,3,0,1,2,1,0,20,779
100,TEXCOCO,4688,78,231,332,6,4,2,6,1,1,1,3,0,13,678
100,TEXCOCO,4689,58,216,351,7,6,6,3,1,5,1,3,0,18,675
100,TEXCOCO,4690,100,230,211,4,6,8,4,2,2,1,6,0,17,591
101,TEZOYUCA,4691,507,301,178,68,7,58,7,0,0,0,0,0,21,1147
101,TEZOYUCA,4692,499,322,185,94,4,67,7,0,0,1,1,0,25,1205
101,TEZOYUCA,4693,198,186,92,101,0,30,3,0,1,0,0,0,21,632
101,TEZOYUCA,4694,174,169,114,140,8,64,6,0,0,1,1,0,14,691
101,TEZOYUCA,4695,53,501,660,8,7,5,31,0,2,2,1,0,15,1285
101,TEZOYUCA,4696,62,279,385,16,4,1,30,0,0,0,1,0,16,794
101,TEZOYUCA,4697,242,303,569,154,9,20,6,0,0,1,0,5,35,1344
101,TEZOYUCA,4698,22,51,90,4,0,0,2,0,0,0,0,0,5,174
101,TEZOYUCA,4699,14,10,16,4,0,0,1,0,0,0,0,0,2,47
101,TEZOYUCA,4700,72,108,73,46,0,13,1,0,0,1,0,0,0,314
102,TIANGUISTENCO,4701,561,771,91,19,26,0,4,0,0,0,0,1,25,1498
102,TIANGUISTENCO,4702,387,527,69,4,9,0,7,0,0,1,0,0,11,1015
102,TIANGUISTENCO,4703,534,757,149,31,22,0,9,0,0,0,0,0,33,1535
102,TIANGUISTENCO,4704,558,457,192,73,18,0,12,0,2,1,0,4,61,1378
102,TIANGUISTENCO,4705,498,434,195,31,16,0,13,0,1,3,1,1,27,1220
102,TIANGUISTENCO,4706,386,510,95,11,19,2,3,0,2,2,2,0,14,1046
102,TIANGUISTENCO,4707,179,207,62,8,54,0,0,1,3,0,0,0,19,533
102,TIANGUISTENCO,4708,214,304,89,3,11,0,0,0,1,1,0,0,8,631
102,TIANGUISTENCO,4709,396,549,158,31,21,0,5,0,0,1,0,2,38,1201
102,TIANGUISTENCO,4710,270,450,132,8,10,0,0,0,3,0,0,0,17,890
102,TIANGUISTENCO,4711,238,375,100,16,11,0,1,0,0,0,0,0,17,758
102,TIANGUISTENCO,4712,27,59,11,4,3,0,1,0,1,0,0,0,0,106
102,TIANGUISTENCO,4713,81,276,50,10,7,0,1,0,1,0,0,0,6,432
102,TIANGUISTENCO,4714,143,148,76,6,7,0,0,0,0,1,5,0,8,394
102,TIANGUISTENCO,4715,257,396,191,36,9,0,4,0,1,0,0,0,16,910
102,TIANGUISTENCO,4716,189,294,173,30,8,0,1,0,0,0,0,0,14,709
102,TIANGUISTENCO,4717,108,271,165,11,7,0,1,0,1,1,0,0,8,573
102,TIANGUISTENCO,4718,224,392,172,22,9,0,2,0,0,0,0,0,32,853
102,TIANGUISTENCO,4719,20,205,336,28,3,0,3,0,0,0,0,2,37,634
102,TIANGUISTENCO,4720,37,403,604,15,7,0,2,0,0,0,0,7,30,1105
102,TIANGUISTENCO,4721,198,168,112,2,6,0,4,0,0,0,0,0,22,512
102,TIANGUISTENCO,4722,50,350,276,28,9,0,2,0,2,0,0,0,36,753
102,TIANGUISTENCO,4723,35,244,183,6,2,0,0,0,0,0,0,0,14,484
102,TIANGUISTENCO,4724,53,236,190,9,2,0,1,0,0,0,0,0,23,514
103,TIMILPAN,4725,355,223,25,4,8,0,1,0,0,0,0,0,23,639
103,TIMILPAN,4726,326,209,6,5,3,0,0,0,0,1,0,0,13,563
103,TIMILPAN,4727,385,231,4,2,10,0,2,0,0,1,0,0,27,662
103,TIMILPAN,4728,254,259,14,6,3,0,0,0,0,0,0,0,11,547
103,TIMILPAN,4729,271,342,11,2,7,0,0,0,0,2,0,0,22,657
103,TIMILPAN,4730,301,204,12,2,16,0,1,0,0,0,0,0,23,559
103,TIMILPAN,4731,599,292,11,3,4,0,2,0,0,1,0,0,31,943
103,TIMILPAN,4732,84,264,20,2,1,0,0,0,0,0,0,0,8,379
103,TIMILPAN,4733,155,478,45,8,3,0,9,0,0,2,0,0,26,726
103,TIMILPAN,4734,20,138,4,0,1,0,0,0,0,0,0,0,7,170
103,TIMILPAN,4735,14,83,3,0,0,0,0,0,0,0,0,0,8,108
104,TLALMANALCO,4736,71,214,203,31,228,0,58,0,2,1,2,0,20,830
104,TLALMANALCO,4737,131,329,341,50,281,1,137,0,6,0,4,0,28,1308
104,TLALMANALCO,4738,63,162,119,16,52,1,27,0,1,0,2,0,10,453
104,TLALMANALCO,4739,79,275,170,15,169,0,122,0,2,1,4,0,24,861
104,TLALMANALCO,4740,106,234,284,25,173,0,82,0,7,1,1,0,13,926
104,TLALMANALCO,4741,189,421,286,27,205,0,99,0,7,0,1,0,22,1257
104,TLALMANALCO,4742,135,311,124,41,81,0,47,0,4,0,1,0,16,760
104,TLALMANALCO,4743,138,347,228,40,132,0,13,1,5,4,7,0,14,929
104,TLALMANALCO,4744,93,371,231,48,129,1,6,1,0,0,5,0,11,896
104,TLALMANALCO,4745,142,416,315,42,171,1,26,0,3,1,2,0,36,1155
104,TLALMANALCO,4746,65,181,148,10,47,0,11,0,1,0,3,0,8,474
104,TLALMANALCO,4747,86,240,194,10,34,0,10,0,2,0,1,0,12,589
104,TLALMANALCO,4748,70,252,166,8,53,0,16,0,0,1,1,0,10,577
104,TLALMANALCO,4749,109,159,210,22,98,1,16,0,2,0,1,0,2,620
104,TLALMANALCO,4750,120,531,229,19,133,1,24,0,12,0,8,0,36,1113
104,TLALMANALCO,4751,89,334,152,22,104,0,13,0,3,1,5,0,26,749
104,TLALMANALCO,4752,109,268,154,26,62,0,24,0,6,0,0,0,7,656
104,TLALMANALCO,4753,146,291,285,23,123,0,41,0,2,0,3,0,18,932
104,TLALMANALCO,4754,104,246,183,10,93,1,24,0,14,0,2,0,33,710
104,TLALMANALCO,4755,56,236,249,21,127,0,14,0,2,8,1,0,21,735
104,TLALMANALCO,4756,79,193,253,11,63,0,13,0,5,1,4,0,27,649
105,TLALNEPANTLA,4757,560,306,300,13,10,0,7,1,6,4,11,0,53,1271
105,TLALNEPANTLA,4758,558,203,94,6,3,0,3,0,3,2,5,0,39,916
105,TLALNEPANTLA,4759,425,153,92,2,9,0,4,1,1,1,8,0,23,719
105,TLALNEPANTLA,4760,511,105,76,1,13,0,6,0,5,2,11,0,10,740
105,TLALNEPANTLA,4761,213,198,75,10,5,0,6,0,5,1,9,0,15,537
105,TLALNEPANTLA,4762,371,240,146,14,14,3,2,1,6,3,12,0,12,824
105,TLALNEPANTLA,4763,283,157,116,7,9,1,4,1,1,1,8,0,16,604
105,TLALNEPANTLA,4764,598,282,251,14,25,1,7,1,4,11,23,0,17,1234
105,TLALNEPANTLA,4765,681,457,405,21,34,4,5,4,12,8,27,1,29,1688
105,TLALNEPANTLA,4766,486,281,225,16,14,1,4,1,6,25,18,0,31,1108
105,TLALNEPANTLA,4767,323,247,194,19,13,1,8,4,7,7,13,0,53,889
105,TLALNEPANTLA,4768,534,351,242,12,18,0,9,2,8,7,20,0,36,1239
105,TLALNEPANTLA,4769,439,290,167,9,22,2,2,1,2,1,9,0,24,968
105,TLALNEPANTLA,4770,377,192,175,7,12,2,4,0,4,7,14,0,60,854
105,TLALNEPANTLA,4771,316,187,96,9,15,0,5,3,1,2,12,0,8,654
105,TLALNEPANTLA,4772,348,162,136,5,5,0,3,1,3,1,8,0,20,692
105,TLALNEPANTLA,4773,364,169,99,8,11,0,1,0,4,0,9,0,18,683
105,TLALNEPANTLA,4774,362,152,115,6,20,0,4,2,10,7,10,0,19,707
105,TLALNEPANTLA,4775,428,260,213,7,18,1,8,1,9,1,12,0,26,984
105,TLALNEPANTLA,4776,360,181,143,12,12,5,3,6,2,8,7,0,17,756
105,TLALNEPANTLA,4777,379,241,114,14,22,0,5,1,2,1,9,282,20,1090
105,TLALNEPANTLA,4778,256,218,103,9,10,0,3,2,4,37,11,0,21,674
105,TLALNEPANTLA,4779,526,357,277,20,16,0,5,1,6,17,21,0,34,1280
105,TLALNEPANTLA,4780,375,334,182,13,11,3,11,0,3,13,18,0,9,972
105,TLALNEPANTLA,4781,396,198,141,7,17,0,2,1,2,4,11,0,17,796
105,TLALNEPANTLA,4782,437,200,139,9,19,2,10,1,1,2,26,0,9,855
