CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,PRI_PVEM_NVA_ALIANZA,PRD_PT,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,31,YUCATAN,15,IZAMAL,40,IZAMAL,202,1,201,198,2,0,0,1,0,1,0,0,0,,0,0,403,0,403,414
,31,YUCATAN,15,IZAMAL,40,IZAMAL,203,2,475,308,2,8,1,0,3,3,1,1,2,,0,0,804,7,811,910
,31,YUCATAN,6,KANASIN,41,KANASIN,204,2,166,338,13,7,1,36,7,57,4,6,,5,0,3,640,17,660,949
,31,YUCATAN,6,KANASIN,41,KANASIN,205,4,696,918,71,17,8,24,18,48,0,0,,5,1,1,1806,48,1855,2815
,31,YUCATAN,6,KANASIN,41,KANASIN,206,6,1138,1314,76,42,10,20,34,61,4,8,,8,0,0,2715,60,2775,4402
,31,YUCATAN,6,KANASIN,41,KANASIN,207,9,1064,1671,107,56,16,58,36,68,4,15,,11,0,0,3106,98,3204,6052
,31,YUCATAN,6,KANASIN,41,KANASIN,208,3,634,868,20,10,0,9,10,23,1,4,,3,0,0,1582,20,1602,2247
,31,YUCATAN,6,KANASIN,41,KANASIN,209,2,233,418,19,8,3,14,5,14,3,2,,7,0,0,726,18,744,1150
,31,YUCATAN,6,KANASIN,41,KANASIN,210,2,204,425,19,9,5,16,4,21,7,2,,0,0,0,712,16,728,1211
,31,YUCATAN,6,KANASIN,41,KANASIN,211,5,509,822,105,37,9,37,11,56,3,14,,9,2,1,1614,72,1687,3072
,31,YUCATAN,6,KANASIN,41,KANASIN,212,4,386,564,74,33,5,45,16,60,0,0,,6,0,2,1189,70,1261,2480
,31,YUCATAN,6,KANASIN,41,KANASIN,213,6,712,1068,113,58,10,29,25,73,12,15,,34,0,1,2149,66,2216,4121
,31,YUCATAN,6,KANASIN,41,KANASIN,214,3,271,476,34,32,4,17,13,41,0,0,,5,0,1,893,65,959,1615
,31,YUCATAN,6,KANASIN,41,KANASIN,215,3,334,530,72,43,11,22,18,45,3,5,,14,1,0,1098,41,1139,2236
,31,YUCATAN,6,KANASIN,41,KANASIN,216,1,100,183,14,11,4,13,6,20,6,9,,0,0,0,366,14,380,641
,31,YUCATAN,6,KANASIN,41,KANASIN,217,8,886,1355,118,78,23,52,22,101,14,12,,27,2,2,2690,93,2785,5852
,31,YUCATAN,6,KANASIN,41,KANASIN,218,7,743,1014,124,82,23,63,35,103,8,33,,19,2,0,2249,83,2332,4794
,31,YUCATAN,6,KANASIN,41,KANASIN,219,6,617,859,44,105,21,41,32,104,14,20,,17,0,1,1874,59,1934,3946
,31,YUCATAN,6,KANASIN,41,KANASIN,220,9,828,1141,106,67,19,72,31,112,23,43,,9,2,0,2453,59,2512,6697
,31,YUCATAN,6,KANASIN,41,KANASIN,221,1,110,206,2,1,0,0,1,4,0,0,,1,0,0,325,11,336,429
,31,YUCATAN,6,KANASIN,41,KANASIN,222,1,115,245,18,9,1,5,9,11,3,5,,1,0,0,422,16,438,537
,31,YUCATAN,6,KANASIN,41,KANASIN,223,3,456,430,18,26,5,23,10,34,7,5,,6,0,0,1020,43,1063,1956
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,224,2,363,491,184,8,3,2,1,10,0,0,4,,3,0,1069,19,1088,1280
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,225,2,410,435,144,5,1,0,4,9,1,0,0,,1,0,1010,8,1018,1194
,31,YUCATAN,15,IZAMAL,42,KANTUNIL,226,2,588,380,220,2,4,1,2,0,0,0,0,,5,0,1202,15,1217,1398
,31,YUCATAN,15,IZAMAL,43,KAUA,227,3,869,1021,3,3,1,1,0,73,0,0,2,,0,0,1973,5,1978,2101
,31,YUCATAN,8,UMAN,44,KINCHIL,228,1,183,270,15,27,2,4,108,18,1,0,0,,0,0,628,8,636,731
,31,YUCATAN,8,UMAN,44,KINCHIL,229,3,528,721,24,68,4,1,299,6,4,0,0,,0,0,1655,38,1693,1879
,31,YUCATAN,8,UMAN,44,KINCHIL,230,3,596,734,21,75,0,1,307,15,1,0,0,,0,1,1750,38,1789,1997
,31,YUCATAN,8,UMAN,44,KINCHIL,231,1,28,122,2,4,0,0,24,4,0,0,0,,0,0,184,2,186,193
,31,YUCATAN,13,TICUL,45,KOPOMA,232,3,132,1021,5,7,10,4,6,5,11,13,0,,,1,1214,31,1246,1597
,31,YUCATAN,13,TICUL,45,KOPOMA,233,1,48,211,0,8,1,0,1,0,0,0,1,,,0,270,6,276,325
,31,YUCATAN,14,TIXKOKOB,46,MAMA,234,2,59,407,438,2,1,3,1,7,0,0,,5,,0,923,10,933,1013
,31,YUCATAN,14,TIXKOKOB,46,MAMA,235,2,131,615,451,13,2,4,0,13,0,0,,2,,0,1231,35,1266,1410
,31,YUCATAN,13,TICUL,47,MANI,236,3,767,543,6,3,4,1,5,1,4,2,0,,,0,1336,6,1342,1506
,31,YUCATAN,13,TICUL,47,MANI,237,3,856,703,4,3,3,1,3,8,1,1,2,,,0,1585,15,1600,1791
,31,YUCATAN,13,TICUL,47,MANI,238,2,447,237,0,0,2,0,1,2,0,1,1,,,0,691,3,694,765
,31,YUCATAN,13,TICUL,48,MAXCANU,239,3,190,745,13,539,9,6,8,47,2,7,1,,,0,1567,37,1604,2002
,31,YUCATAN,13,TICUL,48,MAXCANU,240,2,146,478,11,347,4,5,17,60,4,4,0,,,0,1076,22,1098,1435
,31,YUCATAN,13,TICUL,48,MAXCANU,241,2,153,365,7,244,5,6,13,55,1,6,0,,,0,855,26,881,1066
,31,YUCATAN,13,TICUL,48,MAXCANU,242,2,107,509,16,424,13,5,8,31,2,2,1,,,0,1118,18,1136,1483
,31,YUCATAN,13,TICUL,48,MAXCANU,243,3,168,571,17,392,8,5,14,86,4,4,1,,,0,1270,40,1310,1664
,31,YUCATAN,13,TICUL,48,MAXCANU,244,3,200,725,23,552,13,7,15,129,3,7,0,,,0,1674,43,1717,2178
,31,YUCATAN,13,TICUL,48,MAXCANU,245,3,103,501,1,265,0,3,29,3,2,59,0,,,0,966,56,1022,1306
,31,YUCATAN,13,TICUL,48,MAXCANU,246,2,113,581,9,283,2,0,13,1,0,13,0,,,0,1015,21,1036,1187
,31,YUCATAN,13,TICUL,48,MAXCANU,247,2,33,431,2,303,0,9,17,0,1,121,2,,,0,919,16,935,1055
,31,YUCATAN,13,TICUL,48,MAXCANU,248,1,56,125,2,113,0,2,4,6,0,4,0,,,0,312,13,325,371
,31,YUCATAN,13,TICUL,48,MAXCANU,249,2,56,336,7,279,6,2,6,7,12,8,0,,,0,719,16,735,826
,31,YUCATAN,13,TICUL,48,MAXCANU,250,2,128,436,0,355,0,2,2,8,2,35,0,,,0,968,26,994,1147
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,252,2,440,336,1,2,0,2,0,1,0,0,,0,,0,782,5,787,822
,31,YUCATAN,14,TIXKOKOB,49,MAYAPAN,253,2,553,794,1,1,0,0,0,0,0,0,,1,,0,1350,8,1358,1428
,31,YUCATAN,4,MERIDA,50,MERIDA,254,14,2708,1908,131,128,35,341,101,365,0,0,,43,,7,5760,338,6105,10463
,31,YUCATAN,4,MERIDA,50,MERIDA,255,3,378,358,9,24,3,53,13,48,0,0,,19,,4,905,65,974,924
,31,YUCATAN,4,MERIDA,50,MERIDA,256,4,721,437,14,14,13,66,1,58,0,0,,14,,2,1338,64,1404,2401
,31,YUCATAN,4,MERIDA,50,MERIDA,257,2,396,204,4,10,2,23,9,30,0,0,,8,,1,686,38,725,929
,31,YUCATAN,4,MERIDA,50,MERIDA,258,2,252,240,5,6,5,33,16,23,0,0,,5,,0,585,29,614,1019
,31,YUCATAN,4,MERIDA,50,MERIDA,259,2,295,285,7,17,3,24,7,23,0,0,,5,,0,666,34,700,1120
,31,YUCATAN,4,MERIDA,50,MERIDA,260,3,617,370,8,22,5,44,14,34,0,0,,8,,0,1122,47,1169,1996
,31,YUCATAN,5,MERIDA,50,MERIDA,261,4,1105,407,13,28,6,89,13,62,0,0,,7,0,4,1730,80,1814,2910
,31,YUCATAN,5,MERIDA,50,MERIDA,262,2,542,143,6,12,2,39,2,22,0,0,,4,0,3,772,43,818,1013
,31,YUCATAN,5,MERIDA,50,MERIDA,263,5,1063,425,17,34,9,89,26,74,0,0,,8,0,0,1745,139,1884,3216
,31,YUCATAN,5,MERIDA,50,MERIDA,264,2,325,225,5,17,5,30,9,34,0,0,,4,0,2,654,48,704,983
,31,YUCATAN,5,MERIDA,50,MERIDA,265,11,2672,1305,62,100,23,322,87,261,0,0,,29,0,9,4861,325,5195,8209
,31,YUCATAN,5,MERIDA,50,MERIDA,266,5,1109,539,31,37,8,118,27,107,0,0,,24,0,2,2000,140,2142,3637
,31,YUCATAN,4,MERIDA,50,MERIDA,267,3,731,324,24,13,6,75,10,40,0,0,,10,,3,1233,45,1281,1985
,31,YUCATAN,4,MERIDA,50,MERIDA,268,2,424,242,14,10,3,52,4,25,0,0,,9,,6,783,47,836,1176
,31,YUCATAN,4,MERIDA,50,MERIDA,270,3,479,325,13,24,8,50,8,50,0,0,,0,,1,957,89,1047,1616
,31,YUCATAN,4,MERIDA,50,MERIDA,271,2,358,254,12,9,2,23,14,32,0,0,,13,,0,717,38,755,1375
,31,YUCATAN,4,MERIDA,50,MERIDA,272,2,412,300,11,9,3,46,5,29,0,0,,13,,3,828,34,865,1193
,31,YUCATAN,4,MERIDA,50,MERIDA,273,2,409,174,9,7,3,35,2,15,0,0,,4,,3,658,22,683,845
,31,YUCATAN,4,MERIDA,50,MERIDA,274,2,389,240,5,8,3,34,4,21,0,0,,9,,1,713,23,737,1281
,31,YUCATAN,5,MERIDA,50,MERIDA,275,3,841,339,15,12,2,60,9,53,0,0,,4,0,0,1335,70,1405,2250
,31,YUCATAN,5,MERIDA,50,MERIDA,276,3,719,270,16,20,4,37,5,61,0,0,,6,0,0,1138,89,1227,1700
,31,YUCATAN,5,MERIDA,50,MERIDA,277,5,1015,461,19,39,10,107,19,96,0,0,,16,0,2,1782,86,1870,3129
,31,YUCATAN,5,MERIDA,50,MERIDA,278,8,1493,975,57,100,22,157,52,141,0,0,,53,0,5,3050,169,3224,5449
,31,YUCATAN,5,MERIDA,50,MERIDA,279,2,420,239,16,23,4,46,13,34,0,0,,13,0,3,808,53,864,1261
,31,YUCATAN,5,MERIDA,50,MERIDA,280,2,425,222,5,10,7,48,10,31,0,0,,6,0,1,764,51,816,1146
,31,YUCATAN,5,MERIDA,50,MERIDA,281,2,337,209,6,10,3,48,7,35,0,0,,2,0,0,657,44,701,899
,31,YUCATAN,5,MERIDA,50,MERIDA,282,2,354,205,7,16,1,29,8,28,0,0,,1,0,1,649,28,678,1256
,31,YUCATAN,5,MERIDA,50,MERIDA,283,2,318,238,5,25,2,20,8,31,0,0,,9,0,0,656,38,694,1003
,31,YUCATAN,4,MERIDA,50,MERIDA,284,1,164,102,0,4,0,15,0,7,0,0,,5,,0,297,21,318,744
,31,YUCATAN,4,MERIDA,50,MERIDA,285,2,446,289,13,18,2,32,12,22,0,0,,10,,0,844,38,882,1176
,31,YUCATAN,4,MERIDA,50,MERIDA,286,2,338,240,9,14,9,26,9,33,0,0,,8,,0,686,33,719,1040
,31,YUCATAN,4,MERIDA,50,MERIDA,287,2,420,256,9,16,3,53,8,28,0,0,,6,,1,799,37,837,1426
,31,YUCATAN,4,MERIDA,50,MERIDA,288,5,987,615,20,27,14,109,19,82,0,0,,20,,3,1893,108,2004,3058
,31,YUCATAN,4,MERIDA,50,MERIDA,289,5,843,747,42,36,15,111,26,107,0,0,,19,,1,1946,107,2054,3382
,31,YUCATAN,4,MERIDA,50,MERIDA,290,2,280,284,16,17,7,47,7,40,0,0,,10,,2,708,47,757,984
,31,YUCATAN,4,MERIDA,50,MERIDA,291,3,534,326,22,23,5,76,22,59,0,0,,8,,2,1075,80,1157,1910
,31,YUCATAN,4,MERIDA,50,MERIDA,292,2,432,250,8,14,2,69,10,26,0,0,,4,,0,815,44,859,1301
,31,YUCATAN,4,MERIDA,50,MERIDA,293,2,375,231,10,17,6,45,8,30,0,0,,5,,1,727,40,768,999
,31,YUCATAN,4,MERIDA,50,MERIDA,294,2,328,207,14,11,2,45,8,27,0,0,,0,,1,642,39,682,1042
,31,YUCATAN,4,MERIDA,50,MERIDA,295,2,439,260,10,19,8,37,6,33,0,0,,2,,1,814,50,865,1496
,31,YUCATAN,4,MERIDA,50,MERIDA,296,2,425,177,11,16,4,38,6,34,0,0,,2,,0,713,53,766,782
,31,YUCATAN,5,MERIDA,50,MERIDA,297,2,306,152,11,10,4,41,4,24,0,0,,2,0,0,554,39,593,999
,31,YUCATAN,5,MERIDA,50,MERIDA,298,3,805,328,16,10,8,95,10,48,0,0,,9,0,10,1329,72,1411,2233
,31,YUCATAN,5,MERIDA,50,MERIDA,299,3,625,362,15,28,7,60,16,49,0,0,,14,0,2,1176,67,1245,1687
,31,YUCATAN,5,MERIDA,50,MERIDA,300,2,277,232,11,14,6,32,5,21,0,0,,9,0,3,607,40,650,758
,31,YUCATAN,5,MERIDA,50,MERIDA,301,2,289,153,9,19,6,32,6,27,0,0,,5,0,2,546,40,588,1075
,31,YUCATAN,5,MERIDA,50,MERIDA,302,3,651,343,17,19,11,75,16,35,0,0,,6,0,4,1173,75,1252,1911
,31,YUCATAN,5,MERIDA,50,MERIDA,303,11,2126,1441,96,121,26,189,62,192,0,0,,52,1,6,4306,247,4559,7523
,31,YUCATAN,5,MERIDA,50,MERIDA,304,2,343,252,9,1,5,33,15,25,0,0,,4,1,0,688,58,746,921
,31,YUCATAN,5,MERIDA,50,MERIDA,305,2,427,214,16,16,6,45,8,30,0,0,,8,0,0,770,40,810,1432
,31,YUCATAN,5,MERIDA,50,MERIDA,306,1,247,117,1,7,1,29,5,22,0,0,,2,0,0,431,23,454,668
,31,YUCATAN,4,MERIDA,50,MERIDA,307,2,483,172,5,14,2,36,4,12,0,0,,6,,0,734,38,772,823
,31,YUCATAN,3,MERIDA,50,MERIDA,308,10,1764,1308,68,83,34,189,72,245,0,0,,29,0,4,3792,269,4065,7251
,31,YUCATAN,3,MERIDA,50,MERIDA,309,2,259,251,19,19,11,26,8,38,0,0,,5,0,0,636,33,669,975
,31,YUCATAN,3,MERIDA,50,MERIDA,310,2,175,335,21,17,13,10,12,37,0,0,,10,0,0,630,56,686,1236
,31,YUCATAN,3,MERIDA,50,MERIDA,311,4,847,566,36,36,12,118,31,123,0,0,,12,0,0,1781,110,1891,2988
,31,YUCATAN,3,MERIDA,50,MERIDA,312,2,358,226,17,14,1,29,14,46,0,0,,2,2,0,709,49,758,752
,31,YUCATAN,3,MERIDA,50,MERIDA,313,2,294,198,13,12,3,15,13,53,0,0,,4,0,1,605,30,636,1024
,31,YUCATAN,2,MERIDA,50,MERIDA,314,2,273,249,14,11,4,38,10,49,0,0,,5,,0,653,51,704,1082
,31,YUCATAN,2,MERIDA,50,MERIDA,315,2,274,236,14,17,5,33,7,31,0,0,,11,,0,628,49,677,955
,31,YUCATAN,2,MERIDA,50,MERIDA,316,2,302,194,7,12,3,45,14,39,0,0,,3,,0,619,43,662,1016
,31,YUCATAN,2,MERIDA,50,MERIDA,317,1,167,88,2,3,1,19,5,22,0,0,,1,,0,308,15,323,745
,31,YUCATAN,5,MERIDA,50,MERIDA,318,1,290,89,3,2,3,20,4,12,0,0,,1,0,0,424,23,447,654
,31,YUCATAN,5,MERIDA,50,MERIDA,319,2,455,182,1,9,2,46,10,23,0,0,,1,0,0,729,37,766,1119
,31,YUCATAN,5,MERIDA,50,MERIDA,320,2,303,233,6,12,4,31,13,25,0,0,,10,0,0,637,44,681,954
,31,YUCATAN,5,MERIDA,50,MERIDA,321,2,377,262,8,14,5,28,6,27,0,0,,5,0,0,732,48,780,1274
,31,YUCATAN,5,MERIDA,50,MERIDA,322,3,606,317,16,31,7,46,12,55,0,0,,1,0,1,1091,63,1155,1659
,31,YUCATAN,5,MERIDA,50,MERIDA,323,2,338,211,17,27,4,31,11,25,0,0,,5,1,3,670,33,706,1029
,31,YUCATAN,5,MERIDA,50,MERIDA,324,2,265,236,18,16,10,24,8,15,0,0,,9,0,3,601,37,641,995
,31,YUCATAN,5,MERIDA,50,MERIDA,325,4,511,482,13,42,13,42,11,54,0,0,,17,0,0,1185,68,1253,2322
,31,YUCATAN,5,MERIDA,50,MERIDA,326,2,330,225,9,14,7,30,10,39,0,0,,6,0,0,670,36,706,1047
,31,YUCATAN,5,MERIDA,50,MERIDA,327,3,498,320,13,21,9,38,17,61,0,0,,13,0,1,990,41,1032,1545
,31,YUCATAN,5,MERIDA,50,MERIDA,328,2,321,214,8,20,7,41,12,32,0,0,,2,0,0,657,38,695,976
,31,YUCATAN,5,MERIDA,50,MERIDA,329,2,333,205,6,13,2,42,5,35,0,0,,4,0,0,645,32,677,1007
,31,YUCATAN,5,MERIDA,50,MERIDA,330,1,186,92,3,5,1,24,3,17,0,0,,3,0,0,334,18,352,666
,31,YUCATAN,5,MERIDA,50,MERIDA,331,2,384,211,7,13,5,55,7,28,0,0,,8,0,0,718,37,755,878
,31,YUCATAN,5,MERIDA,50,MERIDA,332,2,308,156,6,8,3,32,1,22,0,0,,4,0,2,540,16,558,758
,31,YUCATAN,5,MERIDA,50,MERIDA,333,2,321,133,6,8,5,34,7,18,0,0,,0,0,1,532,18,551,872
,31,YUCATAN,2,MERIDA,50,MERIDA,334,1,176,60,5,3,2,11,0,9,0,0,,0,,1,266,10,277,529
,31,YUCATAN,2,MERIDA,50,MERIDA,335,2,368,173,9,10,3,36,1,22,0,0,,2,,0,624,36,660,864
,31,YUCATAN,2,MERIDA,50,MERIDA,336,2,293,149,17,4,2,25,5,12,0,0,,2,,0,509,21,530,781
,31,YUCATAN,2,MERIDA,50,MERIDA,337,1,113,69,4,7,2,11,3,13,0,0,,1,,0,223,17,240,666
,31,YUCATAN,2,MERIDA,50,MERIDA,338,2,322,263,18,13,4,41,5,35,0,0,,10,,1,711,37,749,852
,31,YUCATAN,2,MERIDA,50,MERIDA,339,1,134,97,9,6,5,21,4,5,0,0,,0,,0,281,7,288,704
,31,YUCATAN,3,MERIDA,50,MERIDA,340,2,338,282,18,13,5,43,8,26,0,0,,6,0,0,739,30,769,830
,31,YUCATAN,3,MERIDA,50,MERIDA,341,2,246,200,6,12,3,25,10,33,0,0,,3,0,0,538,34,572,867
,31,YUCATAN,3,MERIDA,50,MERIDA,342,2,248,234,9,14,3,21,10,41,0,0,,5,0,1,585,41,627,900
,31,YUCATAN,3,MERIDA,50,MERIDA,343,2,212,259,18,14,10,27,12,45,0,0,,4,3,0,604,44,648,892
,31,YUCATAN,3,MERIDA,50,MERIDA,344,2,198,276,13,7,5,21,17,31,0,0,,7,0,0,575,37,612,950
,31,YUCATAN,3,MERIDA,50,MERIDA,345,1,100,134,6,4,0,18,2,20,0,0,,0,0,0,284,35,319,741
,31,YUCATAN,3,MERIDA,50,MERIDA,346,2,329,281,9,11,5,50,16,68,0,0,,8,0,1,777,53,831,1024
,31,YUCATAN,3,MERIDA,50,MERIDA,347,2,297,206,9,12,4,44,4,50,0,0,,4,1,0,631,34,665,978
,31,YUCATAN,3,MERIDA,50,MERIDA,348,2,269,236,7,7,5,35,7,41,0,0,,3,0,2,610,25,637,798
,31,YUCATAN,3,MERIDA,50,MERIDA,349,2,263,224,7,11,0,28,13,25,0,0,,3,0,2,574,37,613,911
,31,YUCATAN,2,MERIDA,50,MERIDA,350,1,131,129,6,3,1,12,5,28,0,0,,4,,0,319,15,334,741
,31,YUCATAN,2,MERIDA,50,MERIDA,351,2,460,249,14,13,3,46,12,30,0,0,,2,,0,829,49,878,1040
,31,YUCATAN,2,MERIDA,50,MERIDA,352,1,240,138,17,11,4,31,6,15,0,0,,8,,0,470,30,500,719
,31,YUCATAN,2,MERIDA,50,MERIDA,353,1,193,101,5,0,3,26,3,12,0,0,,0,,1,343,14,358,606
,31,YUCATAN,2,MERIDA,50,MERIDA,354,2,281,136,7,12,1,32,31,25,0,0,,3,,0,528,31,559,819
,31,YUCATAN,5,MERIDA,50,MERIDA,355,2,332,266,6,12,9,51,8,42,0,0,,5,0,0,731,36,767,1139
,31,YUCATAN,5,MERIDA,50,MERIDA,356,2,342,290,7,20,6,44,12,38,0,0,,7,0,0,766,32,798,1128
,31,YUCATAN,5,MERIDA,50,MERIDA,357,1,262,161,1,7,1,30,9,29,0,0,,6,0,3,506,17,526,741
,31,YUCATAN,5,MERIDA,50,MERIDA,358,2,340,239,7,23,8,35,12,17,0,0,,7,0,0,688,45,733,1068
,31,YUCATAN,5,MERIDA,50,MERIDA,359,2,381,255,13,25,5,24,7,25,0,0,,11,0,0,746,23,769,1181
,31,YUCATAN,5,MERIDA,50,MERIDA,360,2,304,181,5,11,3,27,6,44,0,0,,2,0,0,583,45,628,918
,31,YUCATAN,5,MERIDA,50,MERIDA,361,2,233,259,10,26,4,15,11,34,0,0,,14,0,0,606,35,641,1114
,31,YUCATAN,1,MERIDA,50,MERIDA,362,2,299,363,10,25,11,18,11,18,0,0,,7,,1,762,24,787,1240
,31,YUCATAN,5,MERIDA,50,MERIDA,363,2,344,295,6,12,8,40,12,28,0,0,,9,0,2,754,50,806,1238
,31,YUCATAN,2,MERIDA,50,MERIDA,364,1,110,115,8,8,1,20,4,22,0,0,,2,,2,290,15,307,441
,31,YUCATAN,2,MERIDA,50,MERIDA,365,1,120,167,16,3,5,7,3,5,0,0,,0,,0,326,12,338,642
,31,YUCATAN,2,MERIDA,50,MERIDA,366,1,160,130,8,6,2,29,5,14,0,0,,3,,0,357,29,386,697
,31,YUCATAN,2,MERIDA,50,MERIDA,367,3,542,339,10,9,2,65,13,60,0,0,,3,,0,1043,67,1110,928
,31,YUCATAN,3,MERIDA,50,MERIDA,368,2,141,105,2,8,1,11,5,11,0,0,,2,0,3,286,15,304,866
,31,YUCATAN,3,MERIDA,50,MERIDA,369,2,221,225,8,11,3,25,7,27,0,0,,3,0,0,530,33,563,857
,31,YUCATAN,3,MERIDA,50,MERIDA,370,2,240,202,8,8,5,21,11,33,0,0,,2,0,1,530,17,548,840
,31,YUCATAN,3,MERIDA,50,MERIDA,371,2,245,202,5,9,2,32,7,31,0,0,,4,0,2,537,31,570,891
,31,YUCATAN,3,MERIDA,50,MERIDA,372,2,293,187,12,10,5,33,9,28,0,0,,0,0,0,577,38,615,802
,31,YUCATAN,3,MERIDA,50,MERIDA,373,3,470,276,18,14,8,59,26,61,0,0,,3,2,1,937,74,1012,1650
,31,YUCATAN,3,MERIDA,50,MERIDA,374,2,258,212,8,14,5,38,12,31,0,0,,7,0,0,585,33,618,812
,31,YUCATAN,3,MERIDA,50,MERIDA,375,2,177,300,6,17,5,11,9,24,0,0,,18,0,0,567,31,598,1159
,31,YUCATAN,3,MERIDA,50,MERIDA,376,2,249,266,11,19,5,16,9,40,0,0,,11,0,0,626,30,656,1066
,31,YUCATAN,3,MERIDA,50,MERIDA,377,2,289,247,10,14,1,40,19,44,0,0,,4,1,2,669,55,726,1127
,31,YUCATAN,3,MERIDA,50,MERIDA,378,2,292,263,3,11,9,29,12,49,0,0,,9,0,0,677,37,714,1107
,31,YUCATAN,3,MERIDA,50,MERIDA,379,2,236,274,6,11,5,23,8,30,0,0,,11,0,1,604,42,647,1013
,31,YUCATAN,3,MERIDA,50,MERIDA,380,1,132,130,4,5,0,12,3,17,0,0,,3,0,0,306,19,325,666
,31,YUCATAN,3,MERIDA,50,MERIDA,381,2,267,350,11,5,0,16,3,37,0,0,,9,0,1,698,30,729,856
,31,YUCATAN,3,MERIDA,50,MERIDA,382,13,1934,2043,89,104,27,167,83,247,0,0,,56,0,12,4750,294,5056,9330
,31,YUCATAN,3,MERIDA,50,MERIDA,383,2,331,314,11,18,3,24,9,40,0,0,,11,0,2,761,37,800,1253
,31,YUCATAN,3,MERIDA,50,MERIDA,384,1,169,151,6,6,2,18,7,22,0,0,,2,0,0,383,26,409,703
,31,YUCATAN,3,MERIDA,50,MERIDA,385,1,184,159,11,9,4,18,6,30,0,0,,5,0,0,426,26,452,658
,31,YUCATAN,3,MERIDA,50,MERIDA,386,2,305,259,10,17,6,27,13,36,0,0,,11,1,1,685,29,715,962
,31,YUCATAN,3,MERIDA,50,MERIDA,387,2,226,252,8,13,9,22,12,31,0,0,,5,0,2,578,27,607,1220
,31,YUCATAN,3,MERIDA,50,MERIDA,388,3,453,366,19,24,5,43,14,57,0,0,,5,0,0,986,76,1062,1666
,31,YUCATAN,3,MERIDA,50,MERIDA,389,2,272,243,9,6,6,24,6,40,0,0,,3,0,2,609,38,649,858
,31,YUCATAN,3,MERIDA,50,MERIDA,390,1,107,123,5,8,3,8,2,9,0,0,,2,0,0,267,18,285,672
,31,YUCATAN,2,MERIDA,50,MERIDA,391,2,308,342,7,20,6,24,16,26,0,0,,9,,4,758,48,810,1107
,31,YUCATAN,2,MERIDA,50,MERIDA,392,2,245,252,5,16,3,30,11,23,0,0,,9,,1,594,30,625,763
,31,YUCATAN,2,MERIDA,50,MERIDA,393,2,168,208,14,15,3,18,6,22,0,0,,7,,1,461,30,492,812
,31,YUCATAN,2,MERIDA,50,MERIDA,394,1,117,100,11,3,2,10,2,12,0,0,,3,,2,260,8,270,513
,31,YUCATAN,2,MERIDA,50,MERIDA,395,1,149,136,6,5,2,13,4,16,0,0,,0,,0,331,28,359,551
,31,YUCATAN,2,MERIDA,50,MERIDA,396,1,145,113,3,11,3,15,5,0,0,0,,0,,0,295,0,295,515
,31,YUCATAN,1,MERIDA,50,MERIDA,397,1,116,95,14,8,14,23,4,15,0,0,,5,,0,294,13,307,729
,31,YUCATAN,1,MERIDA,50,MERIDA,398,1,206,197,6,8,7,26,5,31,0,0,,11,,1,497,13,511,750
,31,YUCATAN,1,MERIDA,50,MERIDA,399,2,320,313,11,17,8,27,12,30,0,0,,14,,0,752,28,780,885
,31,YUCATAN,1,MERIDA,50,MERIDA,400,2,229,271,8,18,2,18,2,16,0,0,,10,,1,574,35,610,1003
,31,YUCATAN,1,MERIDA,50,MERIDA,401,2,303,287,7,20,7,19,2,18,0,0,,13,,1,676,18,695,1273
,31,YUCATAN,1,MERIDA,50,MERIDA,402,2,357,352,12,18,2,11,4,25,0,0,,12,,1,793,34,828,1389
,31,YUCATAN,1,MERIDA,50,MERIDA,403,3,474,536,13,40,13,26,17,37,0,0,,30,,0,1186,50,1236,2127
,31,YUCATAN,1,MERIDA,50,MERIDA,404,3,494,416,8,17,7,16,13,36,0,0,,23,,1,1030,53,1084,1657
,31,YUCATAN,1,MERIDA,50,MERIDA,405,2,364,263,4,10,2,12,16,16,0,0,,11,,0,698,11,709,1179
,31,YUCATAN,1,MERIDA,50,MERIDA,406,2,320,283,8,15,10,17,6,24,0,0,,13,,1,696,31,728,1102
,31,YUCATAN,1,MERIDA,50,MERIDA,407,2,237,309,6,16,3,30,10,27,0,0,,10,,0,648,37,685,888
,31,YUCATAN,1,MERIDA,50,MERIDA,408,2,238,236,11,9,8,28,8,24,0,0,,9,,0,571,27,598,931
,31,YUCATAN,1,MERIDA,50,MERIDA,409,2,226,232,4,16,22,24,5,18,0,0,,6,,0,553,34,587,823
,31,YUCATAN,3,MERIDA,50,MERIDA,410,1,89,113,1,3,14,10,6,9,0,0,,5,0,0,250,10,260,707
,31,YUCATAN,3,MERIDA,50,MERIDA,411,2,267,313,10,10,6,33,11,29,0,0,,9,0,0,688,32,720,894
