CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND24,CAND_IND25,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND32,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,17,JOCOTEPEC,27,CONCEPCION DE BUENOS AIRES,430,B,1,0,B,20,10,,50,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,3,88,107,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/430B_A_01_224609.jpg
1,14,JALISCO,17,JOCOTEPEC,27,CONCEPCION DE BUENOS AIRES,431,B,1,0,B,7,77,,217,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,0,13,415,532,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/431B_A_02_005916.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,457,B,1,0,B,105,82,,3,2,161,4,30,1,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,404,0,15,419,644,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/457B_A_06_210559.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,457,C,1,0,C01,100,90,,2,0,141,6,35,6,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,398,1,10,409,644,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/457C1_A_06_205529.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,457,C,2,0,C02,76,78,,3,1,158,5,45,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,385,0,10,395,643,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/457C2_A_06_205346.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,457,C,3,0,C03,99,85,,0,3,148,2,45,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,396,0,13,409,643,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/457C3_A_06_205113.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,457,C,4,0,C04,90,76,,2,2,164,2,22,3,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,374,0,9,383,643,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/457C4_A_06_211237.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,458,B,1,0,B,145,109,,2,5,137,2,35,0,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,450,0,13,463,700,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/458B_A_06_214559.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,458,C,2,0,C02,162,89,,9,4,134,9,41,5,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,471,0,13,484,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/458C2_A_06_212738.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,458,C,3,0,C03,153,113,,1,2,125,6,29,2,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,450,0,11,461,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/458C3_A_06_213623.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,458,C,1,0,C01,140,110,,0,1,131,12,41,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,452,0,12,464,699,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/458C1_A_06_212255.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,459,B,1,0,B,132,119,,3,3,155,5,43,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,476,0,9,485,704,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/459B_A_06_215258.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,459,C,2,0,C02,141,105,,2,4,122,3,51,2,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,454,0,11,465,704,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/459C2_A_06_222010.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,459,C,1,0,C01,126,95,,6,4,121,8,45,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,429,0,6,435,704,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/459C1_A_06_220021.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,459,C,3,0,C03,144,90,,3,4,106,3,56,4,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,444,0,3,447,703,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/459C3_A_06_234656.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,460,B,1,0,B,128,85,,1,5,105,3,15,0,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,356,0,9,365,551,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/460B_A_06_234902.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,460,C,1,0,C01,140,98,,1,0,76,1,24,1,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,356,0,15,371,551,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/460C1_A_06_234807.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,461,C,1,0,C01,164,111,,2,1,112,1,47,0,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,462,0,10,472,688,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/461C1_A_07_002551.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,461,S,1,0,S01,3,2,,0,0,3,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10,0,0,10,0,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/461E1_A_06_235901.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,461,B,1,0,B,127,86,,2,2,116,3,49,1,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,406,0,14,420,689,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/461B_A_06_214036.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,462,B,1,0,B,101,87,,6,4,123,2,30,0,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,365,0,12,377,597,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/462B_A_07_003243.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,462,C,1,0,C01,102,90,,2,5,130,2,34,0,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,377,0,8,385,596,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/462C1_A_07_021233.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,462,C,2,0,C02,106,89,,1,7,108,1,24,2,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,348,0,8,356,596,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/462C2_A_07_001301.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,463,C,1,0,C01,119,67,,6,4,115,3,46,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,370,0,4,374,578,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/463C1_A_07_003513.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,463,C,2,0,C02,125,81,,2,4,111,1,51,2,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,389,0,12,401,577,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/463C2_A_07_003801.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,463,B,1,0,B,107,103,,1,3,91,7,43,0,,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,365,0,12,377,578,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/463B_A_07_003410.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,463,C,3,0,C03,111,80,,0,2,97,2,45,0,,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,351,0,15,366,577,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/463C3_A_07_005302.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,464,B,1,0,B,131,81,,2,5,133,3,35,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,400,0,10,410,642,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/464B_A_07_011217.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,464,C,1,0,C01,148,67,,3,3,145,0,44,0,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,422,0,10,432,641,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/464C1_A_07_015047.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,465,B,1,0,B,159,68,,0,0,69,7,23,1,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,356,0,7,363,605,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/465B_A_07_011526.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,466,B,1,0,B,103,81,,9,2,98,6,44,0,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,366,0,12,378,600,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/466B_A_07_013707.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,466,C,2,0,C02,95,91,,7,1,111,4,35,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,375,0,8,383,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/466C2_A_07_012528.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,466,C,3,0,C03,102,47,,14,3,94,6,54,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,359,0,17,376,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/466C3_A_07_014247.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,466,C,1,0,C01,81,48,,10,1,103,4,54,0,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,344,0,7,351,599,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/466C1_A_07_013328.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,467,B,1,0,B,106,104,,10,2,105,6,49,2,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,418,0,10,428,706,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/467B_A_07_021119.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,467,C,1,0,C01,133,81,,24,2,102,7,52,7,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,454,1,5,460,705,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/467C1_A_07_015536.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,467,C,2,0,C02,115,85,,16,1,106,5,65,0,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,426,0,16,442,705,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/467C2_A_07_021021.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,468,B,1,0,B,108,58,,11,3,109,1,38,2,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,359,0,9,368,602,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/468B_A_07_022712.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,468,C,1,0,C01,69,90,,4,0,123,4,28,2,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,367,0,6,373,602,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/468C1_A_07_022409.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,468,C,2,0,C02,100,69,,11,3,102,6,32,0,,,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,374,0,12,386,601,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/468C2_A_07_024638.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,469,B,1,0,B,97,76,,10,3,69,4,27,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,324,0,5,329,511,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/469B_A_07_022627.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,469,C,1,0,C01,70,58,,3,2,106,2,25,1,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,302,0,9,311,511,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/469C1_A_07_023629.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,469,S,1,0,S01,1,1,,1,0,3,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,12,0,1,13,0,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/469E1_A_07_023151.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,469,C,2,0,C02,74,78,,6,2,71,2,36,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,288,0,10,298,510,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/469C2_A_07_023033.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,470,B,1,0,B,96,88,,2,7,117,1,83,3,,,,,0,0,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,401,0,11,412,614,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/470B_A_07_024742.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,470,C,4,0,C04,126,89,,1,6,82,2,84,1,,,,,4,1,0,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,401,1,7,409,613,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/470C4_A_07_031337.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,470,C,1,0,C01,129,59,,4,3,113,4,77,2,,,,,1,3,0,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,400,0,16,416,614,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/470C1_A_07_030607.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,470,C,2,0,C02,80,93,,8,5,119,5,60,1,,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,378,0,11,389,614,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/470C2_A_07_025624.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,470,C,3,0,C03,96,94,,4,5,96,1,75,3,,,,,2,0,0,2,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,384,1,9,394,613,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/470C3_A_07_030737.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,471,B,1,0,B,139,63,,3,1,128,1,64,3,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,407,0,12,419,606,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/471B_A_07_030649.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,471,C,1,0,C01,113,100,,3,3,116,4,48,3,,,,,2,2,0,0,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,401,0,12,413,606,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/471C1_A_07_032053.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,472,B,1,0,B,122,77,,4,7,89,1,54,1,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,365,0,8,373,580,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/472B_A_07_032246.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,472,C,1,0,C01,116,75,,4,3,76,4,58,3,,,,,2,2,0,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,352,0,18,370,580,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/472C1_A_07_032946.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,472,C,2,0,C02,141,81,,4,3,65,1,43,0,,,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,347,0,4,351,579,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/472C2_A_07_032500.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,473,B,1,0,B,43,104,,4,4,138,3,39,1,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,343,0,15,358,684,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/473B_A_07_034319.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,473,C,1,0,C01,53,97,,4,3,130,7,27,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,323,1,0,324,684,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/473C1_A_07_033127.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,474,C,2,0,C02,78,62,,2,4,111,3,16,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,282,0,13,295,541,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/474C2_A_07_034807.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,474,B,1,0,B,110,43,,3,2,108,5,22,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,301,0,16,317,542,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/474B_A_07_033451.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,474,C,1,0,C01,92,41,,5,3,110,3,30,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,292,0,10,302,541,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/474C1_A_07_033813.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,475,B,1,0,B,127,81,,7,2,110,3,24,2,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,407,0,9,416,648,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/475B_A_07_041821.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,475,C,1,0,C01,133,91,,6,4,103,4,39,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,424,0,12,436,648,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/475C1_A_07_041726.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,475,C,3,0,C03,103,63,,6,0,150,1,21,0,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,399,0,15,414,647,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/475C3_A_07_042145.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,475,C,2,0,C02,114,85,,9,5,109,4,36,1,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,419,0,13,432,647,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/475C2_A_07_041935.jpg
1,14,JALISCO,17,JOCOTEPEC,31,CHAPALA,475,C,4,0,C04,117,85,,5,3,104,4,39,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,411,0,13,424,647,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/475C4_A_07_041630.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1591,B,1,0,B,0,196,0,6,0,0,1,0,0,171,0,0,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,0,0,393,647,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1591B_A_05_013315.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1591,C,1,0,C01,29,228,10,4,2,116,2,21,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,0,21,434,646,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1591C1_A_02_055709.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1591,E,1,0,E01,19,211,6,6,2,182,0,27,1,3,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,13,472,745,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1591E1_A_05_013613.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1591,E,1,1,E01C01,0,198,0,6,0,0,1,0,0,219,0,0,0,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,0,17,474,745,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1591E1C1_A_05_030621.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1592,C,1,0,C01,5,4,3,6,3,6,1,8,1,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,8,48,571,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1592C1_A_05_013033.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1592,B,1,0,B,27,208,9,4,2,104,0,7,1,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,0,12,377,571,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1592B_A_05_013151.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1592,C,2,0,C02,25,207,6,4,0,100,1,12,0,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,0,13,372,571,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1592C2_A_02_063100.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1592,C,3,0,C03,6,7,8,2,2,6,2,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,6,42,570,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1592C3_A_05_012910.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1593,C,1,0,C01,23,289,7,4,5,90,2,31,1,2,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,1,13,471,678,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1593C1_A_02_054321.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1593,B,1,0,B,25,292,6,6,0,84,2,34,1,2,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,0,14,467,679,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1593B_A_02_054353.jpg
1,14,JALISCO,17,JOCOTEPEC,46,IXTLAHUACAN DE LOS MEMBRILLOS,1594,C,1,0,C01,30,188,4,34,2,72,26,36,1,0,0,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,2,11,410,617,Acta casilla,,,http://imgsrv.iepcjalisco.org.mx/imagenes_sisco/1594C1_A_02_055047.jpg
