"Cabecera distrital","Casilla","CI 1","CI 10","CI 11","CI 12","CI 2","CI 3","CI 4","CI 5","CI 6","CI 7","CI 8","Cve. Municipio","Distrito","FXM","Lista Nominal","MC","MORENA","municipality","Municipio","No registrados","Nulos","PAN","PAN-PRD","PAN-PRI","PAN-PRI-PRD","PES","PRD","PRI","PRI-PRD","PT","PT-MORENA","PVEM","Recuento","RSP","Sección","source_file"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","732","25","36","ZAMORA","Zamora","0","10","105",NA,NA,NA,"2","4","55","4","19","5","17","0","0","2447","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","681","11","27","ZAMORA","Zamora","1","6","34",NA,NA,NA,"1","4","30","0","5","3","14","0","1","2448","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","681","7","10","ZAMORA","Zamora","0","8","25",NA,NA,NA,"4","10","56","0","9","2","10","0","2","2448","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","681","11","20","ZAMORA","Zamora","0","10","31",NA,NA,NA,"5","3","52","0","14","1","16","0","2","2448","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","680","14","15","ZAMORA","Zamora","0","8","36",NA,NA,NA,"3","1","57","1","13","3","11","0","1","2448","Ayuntamiento_Zamora.xlsx"
"Zamora","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","680","9","19","ZAMORA","Zamora","0","5","27",NA,NA,NA,"3","10","46","1","11","3","13","0","1","2448","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","693","8","21","ZAMORA","Zamora","0","12","34",NA,NA,NA,"2","11","42","0","14","3","12","0","1","2449","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","692","4","16","ZAMORA","Zamora","0","0","37",NA,NA,NA,"4","9","16","1","12","4","13","0","1","2449","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","692","16","22","ZAMORA","Zamora","0","4","39",NA,NA,NA,"1","6","27","0","16","0","11","0","2","2449","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","692","10","13","ZAMORA","Zamora","0","7","43",NA,NA,NA,"6","12","36","0","11","3","12","0","1","2449","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","758","30","38","ZAMORA","Zamora","0","9","48",NA,NA,NA,"13","9","59","0","13","0","19","0","1","2450","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","758","25","43","ZAMORA","Zamora","0","8","56",NA,NA,NA,"3","11","51","0","3","2","17","0","0","2450","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","757","30","45","ZAMORA","Zamora","0","9","45",NA,NA,NA,"7","10","59","0","13","3","32","0","2","2450","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","681","14","51","ZAMORA","Zamora","1","8","94",NA,NA,NA,"9","11","50","0","17","5","27","0","2","2451","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","681","16","37","ZAMORA","Zamora","0","12","73",NA,NA,NA,"2","8","66","0","14","0","39","0","4","2451","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","681","10","38","ZAMORA","Zamora","1","11","67",NA,NA,NA,"3","1","64","1","13","1","26","0","5","2451","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","681","26","43","ZAMORA","Zamora","0","9","92",NA,NA,NA,"8","5","75","0","15","3","27","0","3","2451","Ayuntamiento_Zamora.xlsx"
"Zamora","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","680","13","26","ZAMORA","Zamora","0","10","77",NA,NA,NA,"4","1","79","0","13","6","29","1","2","2451","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","697","13","21","ZAMORA","Zamora","1","6","220",NA,NA,NA,"3","9","49","5","12","5","29","0","1","2452","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","696","20","20","ZAMORA","Zamora","1","4","189",NA,NA,NA,"3","4","73","0","11","2","49","0","3","2452","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","631","15","39","ZAMORA","Zamora","0","5","72",NA,NA,NA,"2","5","51","0","17","4","23","0","4","2453","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","631","11","39","ZAMORA","Zamora","0","14","62",NA,NA,NA,"6","4","31","1","13","1","24","0","2","2453","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","7","631","9","29","ZAMORA","Zamora","0","10","73",NA,NA,NA,"4","8","39","0","11","0","14","0","1","2453","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","718","10","27","ZAMORA","Zamora","0","10","60",NA,NA,NA,"4","5","40","1","17","2","21","0","4","2454","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","717","21","25","ZAMORA","Zamora","0","0","52",NA,NA,NA,"3","8","48","0","23","0","26","0","0","2454","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","717","11","47","ZAMORA","Zamora","0","6","45",NA,NA,NA,"3","4","47","0","30","6","16","0","3","2454","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","482","8","28","ZAMORA","Zamora","0","3","43",NA,NA,NA,"4","5","23","0","15","1","12","0","1","2455","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","481","14","27","ZAMORA","Zamora","0","4","43",NA,NA,NA,"3","9","26","0","12","1","8","0","2","2455","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","541","13","27","ZAMORA","Zamora","0","5","60",NA,NA,NA,"4","11","21","0","13","6","12","0","2","2456","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","540","8","21","ZAMORA","Zamora","0","11","58",NA,NA,NA,"1","7","37","1","10","0","11","0","2","2456","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","8","601","8","35","ZAMORA","Zamora","0","6","66",NA,NA,NA,"3","6","29","0","16","5","16","0","2","2457","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","600","10","37","ZAMORA","Zamora","0","9","57",NA,NA,NA,"7","2","36","0","13","1","25","0","0","2457","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","531","11","26","ZAMORA","Zamora","0","12","58",NA,NA,NA,"5","5","36","2","15","5","16","0","0","2458","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","6","530","5","20","ZAMORA","Zamora","0","5","69",NA,NA,NA,"5","2","59","0","10","5","18","0","0","2458","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","629","16","27","ZAMORA","Zamora","0","4","106",NA,NA,NA,"4","9","41","0","23","0","36","0","3","2459","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","629","16","35","ZAMORA","Zamora","0","12","74",NA,NA,NA,"6","4","43","0","12","3","24","0","3","2459","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","629","24","33","ZAMORA","Zamora","0","10","116",NA,NA,NA,"9","7","51","1","12","0","30","0","3","2460","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","629","22","42","ZAMORA","Zamora","0","9","113",NA,NA,NA,"7","3","45","1","14","2","27","0","0","2460","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","566","12","27","ZAMORA","Zamora","0","4","150",NA,NA,NA,"2","9","64","2","13","0","26","0","0","2461","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","761","25","35","ZAMORA","Zamora","0","4","85",NA,NA,NA,"9","13","36","0","17","1","26","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","761","19","43","ZAMORA","Zamora","0","7","85",NA,NA,NA,"9","9","37","0","19","2","35","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","760","5","43","ZAMORA","Zamora","0","5","79",NA,NA,NA,"5","7","36","0","20","0","32","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","761","19","33","ZAMORA","Zamora","0","7","99",NA,NA,NA,"5","9","40","1","13","1","15","0","0","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","761","12","49","ZAMORA","Zamora","15","3","72",NA,NA,NA,"4","9","34","1","27","4","44","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","761","18","33","ZAMORA","Zamora","0","15","88",NA,NA,NA,"8","8","34","3","18","2","23","0","3","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","761","18","43","ZAMORA","Zamora","1","5","81",NA,NA,NA,"10","6","30","9","21","11","20","0","3","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","8","761","17","150","ZAMORA","Zamora","0","7","91",NA,NA,NA,"5","5","46","0","9","1","31","0","2","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","761","17","49","ZAMORA","Zamora","0","7","85",NA,NA,NA,"5","8","39","1","14","8","35","0","2","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","761","19","45","ZAMORA","Zamora","0","7","111",NA,NA,NA,"11","4","35","0","13","4","22","0","2","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","C9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","761","21","44","ZAMORA","Zamora","0","4","88",NA,NA,NA,"6","8","32","2","15","3","19","0","0","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","710","9","43","ZAMORA","Zamora","0","7","29",NA,NA,NA,"2","10","35","1","43","3","4","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","709","5","29","ZAMORA","Zamora","0","8","25",NA,NA,NA,"2","11","29","1","30","1","14","0","1","2462","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","550","22","35","ZAMORA","Zamora","0","4","88",NA,NA,NA,"1","8","53","0","18","4","14","0","1","2463","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","550","17","26","ZAMORA","Zamora","0","11","83",NA,NA,NA,"4","7","45","0","15","2","27","0","0","2463","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","685","21","28","ZAMORA","Zamora","0","7","167",NA,NA,NA,"2","9","57","0","15","5","35","0","0","2464","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","663","27","26","ZAMORA","Zamora","0","6","99",NA,NA,NA,"1","4","52","2","9","1","22","0","3","2465","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","487","12","24","ZAMORA","Zamora","0","10","70",NA,NA,NA,"5","3","31","0","12","3","28","0","1","2466","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","487","13","32","ZAMORA","Zamora","0","7","68",NA,NA,NA,"4","4","39","0","11","2","21","0","1","2466","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","519","13","32","ZAMORA","Zamora","0","9","48",NA,NA,NA,"9","12","15","0","14","5","19","0","1","2467","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","519","11","25","ZAMORA","Zamora","0","6","50",NA,NA,NA,"4","13","13","1","12","0","19","0","2","2467","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","568","13","45","ZAMORA","Zamora","0","7","57",NA,NA,NA,"4","5","43","2","16","4","23","0","1","2468","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","567","11","37","ZAMORA","Zamora","0","8","44",NA,NA,NA,"6","9","41","0","19","5","27","0","1","2468","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","619","12","43","ZAMORA","Zamora","0","6","36",NA,NA,NA,"6","6","57","0","26","0","26","0","5","2469","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","618","4","35","ZAMORA","Zamora","0","0","37",NA,NA,NA,"7","11","42","0","32","0","14","0","8","2469","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","6","620","17","31","ZAMORA","Zamora","0","5","27",NA,NA,NA,"1","8","34","0","29","4","20","0","2","2470","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","620","7","27","ZAMORA","Zamora","0","3","21",NA,NA,NA,"0","10","49","0","18","1","19","0","1","2470","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","620","6","40","ZAMORA","Zamora","0","5","28",NA,NA,NA,"2","7","43","3","20","5","7","0","1","2470","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","620","14","27","ZAMORA","Zamora","0","13","34",NA,NA,NA,"0","4","50","1","12","5","16","0","0","2470","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","624","23","0","ZAMORA","Zamora","0","8","99",NA,NA,NA,"1","0","0","57","0","69","34","0","2","2471","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","623","18","41","ZAMORA","Zamora","0","15","106",NA,NA,NA,"5","3","44","0","26","5","23","0","3","2471","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","720","23","40","ZAMORA","Zamora","0","7","83",NA,NA,NA,"9","8","44","0","71","6","24","0","2","2472","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","719","12","44","ZAMORA","Zamora","0","6","77",NA,NA,NA,"7","6","49","1","68","9","28","0","0","2472","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","567","18","33","ZAMORA","Zamora","0","8","83",NA,NA,NA,"5","3","47","2","22","5","17","0","2","2473","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","623","15","26","ZAMORA","Zamora","0","5","193",NA,NA,NA,"3","6","73","3","17","1","30","0","0","2474","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","604","20","40","ZAMORA","Zamora","0","6","123",NA,NA,NA,"5","3","75","0","13","0","32","0","0","2475","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","776","16","38","ZAMORA","Zamora","0","16","83",NA,NA,NA,"5","7","70","1","34","6","26","0","1","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","776","10","34","ZAMORA","Zamora","0","6","90",NA,NA,NA,"12","10","105","1","25","7","21","0","2","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","775","25","30","ZAMORA","Zamora","1","8","82",NA,NA,NA,"5","9","84","0","23","4","24","0","1","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","775","18","46","ZAMORA","Zamora","0","4","83",NA,NA,NA,"9","11","76","3","23","4","18","0","1","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","6","772","19","41","ZAMORA","Zamora","0","6","101",NA,NA,NA,"4","5","40","1","21","6","19","0","0","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","6","772","19","41","ZAMORA","Zamora","0","6","101",NA,NA,NA,"4","5","40","1","21","6","19","0","0","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","772","8","42","ZAMORA","Zamora","0","6","93",NA,NA,NA,"8","9","33","1","21","4","19","0","1","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","8","772","15","42","ZAMORA","Zamora","0","7","78",NA,NA,NA,"9","8","37","0","13","2","20","0","1","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","771","15","41","ZAMORA","Zamora","0","3","93",NA,NA,NA,"5","8","35","1","18","2","18","0","4","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","771","15","36","ZAMORA","Zamora","1","8","65",NA,NA,NA,"7","9","53","1","15","3","25","0","4","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","E1 C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","771","18","37","ZAMORA","Zamora","0","7","86",NA,NA,NA,"10","8","36","3","15","4","30","0","0","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","1040","5","18","ZAMORA","Zamora","0","5","17",NA,NA,NA,"1","2","11","0","2","1","3","0","0","2476","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","730","7","18","ZAMORA","Zamora","0","12","23",NA,NA,NA,"0","10","72","2","15","4","2","1","3","2477","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","729","11","19","ZAMORA","Zamora","0","0","24",NA,NA,NA,"2","12","49","0","24","0","5","0","4","2477","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","763","27","47","ZAMORA","Zamora","0","8","115",NA,NA,NA,"7","9","75","1","18","6","32","0","1","2478","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","763","24","44","ZAMORA","Zamora","0","6","97",NA,NA,NA,"8","5","69","0","23","5","36","0","1","2478","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","583","14","36","ZAMORA","Zamora","0","8","102",NA,NA,NA,"6","8","43","1","18","1","13","0","0","2479","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","702","12","39","ZAMORA","Zamora","0","15","148",NA,NA,NA,"8","12","69","1","14","2","22","0","2","2480","Ayuntamiento_Zamora.xlsx"
"Zamora","S1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","1040","5","11","ZAMORA","Zamora","0","3","17",NA,NA,NA,"1","1","10","0","1","1","8","0","0","2480","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","422","5","21","ZAMORA","Zamora","0","5","145",NA,NA,NA,"2","3","45","1","6","1","9","0","0","2481","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","548","29","29","ZAMORA","Zamora","0","6","141",NA,NA,NA,"7","8","60","1","15","1","13","0","1","2482","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","444","12","15","ZAMORA","Zamora","0","4","56",NA,NA,NA,"5","6","56","1","22","3","13","0","4","2483","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","425","14","29","ZAMORA","Zamora","0","5","60",NA,NA,NA,"10","3","38","0","14","5","26","0","1","2484","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","512","9","36","ZAMORA","Zamora","0","8","92",NA,NA,NA,"5","3","29","0","12","6","23","0","2","2485","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","5","512","10","33","ZAMORA","Zamora","1","7","94",NA,NA,NA,"7","8","39","1","11","4","18","0","0","2485","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","438","11","25","ZAMORA","Zamora","0","2","76",NA,NA,NA,"1","1","40","0","14","0","15","0","0","2486","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","437","8","20","ZAMORA","Zamora","1","2","62",NA,NA,NA,"3","2","37","1","17","0","16","0","1","2486","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","566","15","35","ZAMORA","Zamora","0","5","93",NA,NA,NA,"7","4","43","0","14","6","23","1","2","2487","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","565","18","41","ZAMORA","Zamora","0","7","72",NA,NA,NA,"4","5","40","0","19","0","12","0","0","2487","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","454","17","28","ZAMORA","Zamora","0","3","65",NA,NA,NA,"11","6","33","0","12","0","10","0","1","2488","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","2","454","11","28","ZAMORA","Zamora","2","4","52",NA,NA,NA,"10","12","45","2","9","3","8","0","0","2488","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","4","555","13","29","ZAMORA","Zamora","0","8","63",NA,NA,NA,"5","3","36","0","12","6","16","0","1","2489","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","554","17","22","ZAMORA","Zamora","0","8","75",NA,NA,NA,"4","5","40","2","11","3","16","1","0","2489","Ayuntamiento_Zamora.xlsx"
"Zamora","C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","1","554","12","39","ZAMORA","Zamora","0","2","74",NA,NA,NA,"7","4","51","1","19","1","10","0","0","2489","Ayuntamiento_Zamora.xlsx"
"Zamora","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","0","660","18","54","ZAMORA","Zamora","0","7","146",NA,NA,NA,"13","6","55","1","20","2","15","0","1","2490","Ayuntamiento_Zamora.xlsx"
"Zamora","C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","6","3","659","21","49","ZAMORA","Zamora","0","6","143",NA,NA,NA,"6","9","44","1","19","6","17","0","2","2490","Ayuntamiento_Zamora.xlsx"
