uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
11001,1992,PRI,CARLOS EDUARDO ALVAREZ RAMOS
11001,1993,PRI,CARLOS EDUARDO ALVAREZ RAMOS
11001,1994,PRI,CARLOS EDUARDO ALVAREZ RAMOS
11001,1995,PRI,JUAN JOSE RAYA CHAVEZ
11001,1996,PRI,JUAN JOSE RAYA CHAVEZ
11001,1997,PRI,JUAN JOSE RAYA CHAVEZ
11001,1998,PAN,EDUARDO MARTINEZ PEREZ
11001,1999,PAN,EDUARDO MARTINEZ PEREZ
11001,2000,PAN,EDUARDO MARTINEZ PEREZ
11001,2001,PAN,RAMON LANDEROS GONZALEZ
11001,2002,PAN,RAMON LANDEROS GONZALEZ
11001,2003,PAN,RAMON LANDEROS GONZALEZ
11001,2004,PAN,RIGOBERTO GALLARDO LEDEZMA
11001,2005,PAN,RIGOBERTO GALLARDO LEDEZMA
11001,2006,PAN,RIGOBERTO GALLARDO LEDEZMA
11001,2007,PRI,JUAN ANTONIO NEGRETE MARTINEZ
11001,2008,PRI,JUAN ANTONIO NEGRETE MARTINEZ
11001,2009,PRI,JUAN ANTONIO NEGRETE MARTINEZ
11001,2010,PRI,JUAN PARAMO AGUILAR
11001,2011,PRI,JUAN PARAMO AGUILAR
11001,2012,PRI,JUAN PARAMO AGUILAR
11001,2013,PAN,ABEL GALLARDO MORALES
11001,2014,PAN,ABEL GALLARDO MORALES
11001,2015,PAN,ABEL GALLARDO MORALES
11001,2016,PAN,SAMUEL AMEZOLA CEBALLOS
11001,2017,PAN,SAMUEL AMEZOLA CEBALLOS
11001,2018,PAN,SAMUEL AMEZOLA CEBALLOS
11001,2019,PRI,SAMUEL CRUZ CHESSANI
11001,2020,PRI,SAMUEL CRUZ CHESSANI
11001,2021,PRI,SAMUEL CRUZ CHESSANI
11001,2022,PRI,ROCIO  CERVANTES BARBA
11001,2023,PRI,ROCIO  CERVANTES BARBA
11001,2024,PRI,ROCIO  CERVANTES BARBA
11002,1992,PRI,FRANCISCO EDUARDO CHACON SAMANO
11002,1993,PRI,FRANCISCO EDUARDO CHACON SAMANO
11002,1994,PRI,FRANCISCO EDUARDO CHACON SAMANO
11002,1995,PRD,JUAN JOSE MARTINEZ TRUJILLO
11002,1996,PRD,JUAN JOSE MARTINEZ TRUJILLO
11002,1997,PRD,JUAN JOSE MARTINEZ TRUJILLO
11002,1998,PRD,JOSE IGNACIO NARES LUNA
11002,1999,PRD,JOSE IGNACIO NARES LUNA
11002,2000,PRD,JOSE IGNACIO NARES LUNA
11002,2001,PRD,ANTONIO TIRADO PATIÑO
11002,2002,PRD,ANTONIO TIRADO PATIÑO
11002,2003,PRD,ANTONIO TIRADO PATIÑO
11002,2004,PAN,ANTONIO NOVOA ACEVEDO
11002,2005,PAN,ANTONIO NOVOA ACEVEDO
11002,2006,PAN,ANTONIO NOVOA ACEVEDO
