ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
20,OAXACA,133,SAN FELIPE USILA,5,14,563,1780,32,103,77,22,640,25,3705,79,13,13,0,2,1,0,13,0,0,1,4,2,0,6,,,,,,,,7081,0,336,7417,8548,
20,OAXACA,164,SAN JOSE CHILTEPEC,6,14,930,1213,78,63,173,65,18,250,2780,351,384,33,10,6,2,0,9,5,4,6,142,9,7,39,,,,,,,,6577,1,265,6843,8448,
20,OAXACA,181,SAN JUAN BAUTISTA TLACOATZINTEPEC,1,4,3,411,11,6,70,3,22,209,631,12,1,1,0,0,0,0,2,0,4,0,0,0,0,0,,,,,,,,1386,0,45,1431,1661,
20,OAXACA,232,SAN LUCAS OJITLAN,12,28,2224,1050,175,128,358,174,25,2126,5509,145,64,16,23,5,8,0,25,19,16,3,56,18,3,18,,,,,,,,12188,0,337,12525,15259,
20,OAXACA,418,SANTA MARIA JACATEPEC,6,13,147,805,693,29,244,67,34,37,2211,197,12,891,11,8,0,2,4,1,0,0,31,10,0,9,,,,,,,,5443,0,352,5795,7086,
20,OAXACA,469,SANTIAGO JOCOTEPEC,8,16,210,1002,598,83,384,38,27,44,2467,595,22,19,14,9,1,2,10,22,3,1,230,27,30,36,,,,,,,,5874,4,257,6135,8849,
20,OAXACA,22,CONCEPCION PAPALO,4,5,59,321,49,20,74,33,26,79,585,20,10,,0,2,0,0,14,6,2,1,11,2,1,3,,,,,,,,1318,0,86,1404,2114,
20,OAXACA,27,CUYAMECALCO VILLA DE ZARAGOZA,4,6,60,242,43,48,90,28,58,72,555,28,4,,1,6,0,1,11,9,5,1,19,2,1,10,,,,,,,,1294,0,126,1420,2512,
20,OAXACA,29,ELOXOCHITLAN DE FLORES MAGON,4,7,18,661,52,22,38,19,15,45,524,11,4,,3,0,0,1,21,13,9,0,6,6,1,7,,,,,,,,1476,0,108,1584,2638,
20,OAXACA,38,HUAUTEPEC,4,8,22,1295,108,7,42,21,18,282,536,26,31,,3,2,0,0,0,1,2,1,1,0,0,3,,,,,,,,2401,0,1069,3470,3993,
20,OAXACA,39,HUAUTLA DE JIMENEZ,19,41,246,3433,3310,97,422,108,477,1331,6201,92,499,,15,19,0,8,28,22,35,4,42,28,5,20,,,,,,,,16442,0,737,17179,21624,
20,OAXACA,58,MAZATLAN VILLA DE FLORES,10,21,151,986,294,73,465,86,109,182,1702,85,57,,4,7,0,3,26,23,19,3,53,35,8,21,,,,,,,,4392,1,309,4702,8171,
20,OAXACA,95,SAN ANDRES TEOTILALPAM,2,6,47,344,26,16,72,24,14,37,1142,26,4,,0,1,0,0,9,8,1,0,15,10,1,8,,,,,,,,1805,14,73,1892,2769,
20,OAXACA,106,SAN ANTONIO NANAHUATIPAM,1,2,14,92,4,5,14,3,21,91,461,15,2,,0,0,0,0,1,0,6,0,1,1,1,4,,,,,,,,736,0,19,755,1006,
20,OAXACA,115,SAN BARTOLOME AYAUTLA,3,5,35,412,28,4,53,11,397,431,272,17,417,,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,2080,0,83,2163,2766,
20,OAXACA,136,SAN FRANCISCO CHAPULAPA,1,2,11,123,20,12,46,12,28,80,368,16,1,,0,1,0,0,24,6,8,0,15,3,1,1,,,,,,,,776,0,17,793,1313,
20,OAXACA,139,SAN FRANCISCO HUEHUETLAN,1,1,9,51,21,3,18,6,1,64,172,9,0,,0,2,0,0,6,2,4,0,8,7,4,0,,,,,,,,387,0,0,387,657,
20,OAXACA,160,SAN JERONIMO TECOATL,2,3,13,144,23,11,24,10,5,11,306,10,5,,0,0,0,0,3,6,3,0,7,3,1,5,,,,,,,,590,0,44,634,1081,
20,OAXACA,175,SAN JUAN BAUTISTA CUICATLAN,13,19,753,1725,217,74,119,48,53,177,1796,53,249,,21,10,0,0,60,12,22,3,40,14,0,5,,,,,,,,5451,3,224,5678,7280,
20,OAXACA,187,CHIQUIHUITLAN DE BENITO JUAREZ,2,3,23,284,31,10,42,27,23,20,352,7,3,,2,0,0,0,16,12,2,0,8,1,0,5,,,,,,,,868,3,30,901,1596,
20,OAXACA,189,SAN JUAN COATZOSPAM,1,2,4,46,197,346,14,7,3,10,460,7,15,,1,0,1,0,4,5,1,2,2,0,0,1,,,,,,,,1126,0,36,1162,1463,
20,OAXACA,193,SAN JUAN DE LOS CUES,2,3,42,244,68,16,30,9,48,52,576,20,14,,0,0,1,0,26,3,1,1,10,2,1,1,,,,,,,,1165,0,67,1232,1809,
20,OAXACA,220,SAN JUAN TEPEUXILA,4,4,39,255,34,12,60,18,32,21,516,18,1,,0,2,0,0,7,2,0,0,16,11,1,2,,,,,,,,1047,1,48,1096,1801,
20,OAXACA,228,SAN LORENZO CUAUNECUILTITLA,1,1,4,136,3,1,24,3,3,4,109,2,0,,0,0,0,0,10,3,0,0,5,1,1,0,,,,,,,,309,0,13,322,463,
20,OAXACA,234,SAN LUCAS ZOQUIAPAM,4,7,501,567,58,126,111,31,62,101,817,35,29,,3,1,1,0,33,16,23,4,29,8,3,17,,,,,,,,2576,0,220,2796,4410,
20,OAXACA,244,SAN MARTIN TOXPALAN,2,5,34,252,50,13,46,11,172,74,723,22,4,,1,0,0,0,17,3,6,2,24,6,3,2,,,,,,,,1465,0,69,1534,2587,
20,OAXACA,255,SAN MATEO YOLOXOCHITLAN,2,4,43,462,24,13,68,11,35,20,630,24,18,,1,1,1,1,5,9,4,0,20,5,1,5,,,,,,,,1401,0,76,1477,2393,
20,OAXACA,275,SAN MIGUEL SANTA FLOR,1,1,8,65,5,10,23,13,0,41,73,4,0,,0,0,0,0,14,0,4,2,4,5,0,4,,,,,,,,275,0,42,317,565,
20,OAXACA,309,SAN PEDRO JALTEPETONGO,1,1,6,50,10,10,11,6,0,4,65,3,10,,0,0,0,0,0,0,0,0,2,1,0,0,,,,,,,,178,0,22,200,372,
20,OAXACA,311,SAN PEDRO JOCOTIPAC,1,1,8,119,13,3,18,7,2,3,130,4,0,,0,0,0,1,0,2,1,0,2,1,1,2,,,,,,,,317,0,26,343,641,
20,OAXACA,320,SAN PEDRO OCOPETATILLO,1,1,5,178,6,5,16,3,4,4,85,6,0,,0,0,0,0,4,1,1,0,3,1,0,1,,,,,,,,323,0,37,360,567,
20,OAXACA,324,SAN PEDRO SOCHIAPAM,3,6,86,436,55,21,72,21,41,57,698,29,3,,0,0,0,2,2,7,3,1,12,1,1,1,,,,,,,,1549,0,96,1645,3044,
20,OAXACA,328,SAN PEDRO TEUTILA,3,6,51,501,50,11,65,12,35,30,1129,33,4,,1,0,0,0,9,9,2,0,14,6,1,10,,,,,,,,1973,0,73,2046,2997,
20,OAXACA,354,SANTA ANA ATEIXTLAHUACA,1,1,5,47,10,2,14,0,6,4,77,3,3,,0,1,0,0,2,1,2,0,6,3,0,0,,,,,,,,186,0,10,196,323,
20,OAXACA,355,SANTA ANA CUAUHTEMOC,1,1,3,50,8,2,20,1,13,10,185,11,0,,0,2,0,1,3,1,1,0,10,4,0,0,,,,,,,,325,0,25,350,497,
20,OAXACA,375,SANTA CRUZ ACATEPEC,1,2,7,130,222,4,23,3,5,17,175,6,25,,0,0,0,0,0,3,3,1,4,2,1,0,,,,,,,,631,0,22,653,992,
20,OAXACA,399,SANTA MARIA LA ASUNCION,2,5,380,429,20,11,24,8,2,15,219,13,44,,2,3,0,0,4,3,1,0,7,2,2,1,,,,,,,,1190,0,106,1296,2106,
20,OAXACA,417,SANTA MARIA IXCATLAN,1,1,8,107,11,6,8,6,3,13,77,4,1,,1,1,0,0,0,2,0,0,0,2,0,0,,,,,,,,250,0,12,262,383,
20,OAXACA,426,SANTA MARIA PAPALO,1,3,21,184,41,22,65,20,68,31,414,18,43,,0,0,0,0,1,1,0,0,8,2,1,3,,,,,,,,943,0,72,1015,1475,
20,OAXACA,432,SANTA MARIA TECOMAVACA,1,2,4,273,17,15,8,4,3,24,515,2,182,,0,0,0,0,4,6,3,0,2,0,1,1,,,,,,,,1064,0,63,1127,1427,
20,OAXACA,435,SANTA MARIA TEOPOXCO,2,6,15,902,17,15,36,13,37,22,782,17,1,,1,1,0,0,12,6,9,0,10,5,0,6,,,,,,,,1907,0,93,2000,2986,
20,OAXACA,437,SANTA MARIA TEXCATITLAN,1,2,0,252,221,0,2,3,1,0,60,0,3,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,543,0,18,561,756,
20,OAXACA,439,SANTA MARIA TLALIXTAC,1,3,36,135,21,16,31,16,6,44,317,12,3,,0,1,0,1,34,7,6,0,11,7,0,5,,,,,,,,709,0,58,767,1146,
20,OAXACA,491,SANTIAGO TEXCALCINGO,2,4,20,710,11,23,28,5,35,53,172,7,1,,2,0,0,0,29,9,22,0,11,4,0,5,,,,,,,,1147,0,60,1207,1772,
20,OAXACA,531,SANTOS REYES PAPALO,1,3,30,240,17,6,28,4,22,36,155,9,0,,3,0,0,0,3,3,5,0,3,2,1,1,,,,,,,,568,0,37,605,1719,
20,OAXACA,545,TEOTITLAN DE FLORES MAGON,6,14,103,947,211,54,123,58,238,166,2613,135,405,,4,3,0,3,36,14,5,0,39,9,22,13,,,,,,,,5201,1,273,5475,7074,
20,OAXACA,558,VALERIO TRUJANO,2,2,9,112,95,89,4,8,270,8,288,18,60,,0,0,0,0,2,6,0,0,8,2,1,1,,,,,,,,981,0,42,1023,1250,
20,OAXACA,7,ASUNCION NOCHIXTLAN,8,24,386,1458,1487,107,1056,202,540,492,2497,98,42,220,28,15,1,10,51,25,38,13,77,49,7,13,,,,,,,,8912,2,390,9304,13139,
20,OAXACA,21,CONCEPCION BUENAVISTA,2,2,16,53,25,10,18,7,41,4,97,2,0,2,0,1,0,0,0,3,0,0,8,1,0,1,,,,,,,,289,0,9,298,538,
20,OAXACA,46,MAGDALENA JALTEPEC,4,5,91,140,93,15,204,18,45,23,304,19,2,17,2,1,0,0,0,1,0,0,19,8,3,4,,,,,,,,1009,0,60,1069,2402,
20,OAXACA,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,1,2,31,124,20,7,85,4,72,5,144,25,4,8,1,1,0,0,8,0,0,0,4,5,0,1,,,,,,,,549,0,18,567,1072,
20,OAXACA,54,MAGDALENA ZAHUATLAN,1,1,16,30,15,5,27,4,0,3,55,1,0,0,0,0,0,0,2,1,1,0,5,2,0,2,,,,,,,,169,0,7,176,303,
20,OAXACA,86,SAN ANDRES DINICUITI,3,6,19,216,321,161,56,13,5,9,277,16,2,7,0,2,0,1,8,13,0,0,18,4,0,0,,,,,,,,1148,0,71,1219,1699,
20,OAXACA,90,SAN ANDRES LAGUNAS,1,1,10,81,7,6,20,3,4,3,61,3,1,2,0,0,0,0,0,2,0,0,0,1,0,0,,,,,,,,204,0,7,211,383,
20,OAXACA,91,SAN ANDRES NUXIÑO,2,3,37,264,28,6,126,8,4,4,140,9,3,4,1,0,1,0,4,6,0,0,3,6,0,0,,,,,,,,654,0,23,677,1325,
20,OAXACA,93,SAN ANDRES SINAXTLA,1,1,26,50,65,1,46,10,8,6,142,5,0,5,1,2,0,0,0,0,0,0,3,0,0,1,,,,,,,,371,0,6,377,559,
20,OAXACA,99,SAN ANDRES ZAUTLA,2,5,28,603,35,27,87,16,16,10,809,29,5,407,2,0,1,0,2,6,0,0,18,10,2,6,,,,,,,,2119,0,82,2201,2988,
20,OAXACA,103,SAN ANTONIO ACUTLA,1,1,1,11,16,0,21,0,9,1,59,5,0,1,0,0,0,1,0,0,0,1,2,0,0,0,,,,,,,,128,0,11,139,212,
20,OAXACA,113,SAN BARTOLO SOYALTEPEC,2,2,17,45,22,6,32,5,19,4,116,5,0,0,1,0,0,0,2,1,0,0,3,1,0,0,,,,,,,,279,0,11,290,502,
20,OAXACA,126,SAN CRISTOBAL SUCHIXTLAHUACA,1,1,9,19,17,4,16,4,1,2,83,5,2,1,0,0,0,0,1,0,0,0,1,2,0,2,,,,,,,,169,0,5,174,246,
20,OAXACA,137,SAN FRANCISCO CHINDUA,1,1,22,50,34,3,77,8,21,4,88,3,1,0,3,0,0,0,1,1,1,0,3,3,0,1,,,,,,,,324,0,0,324,557,
20,OAXACA,141,SAN FRANCISCO JALTEPETONGO,2,2,14,71,68,5,98,10,37,3,128,5,6,2,1,1,0,0,3,1,0,0,5,5,1,1,,,,,,,,465,0,28,493,790,
20,OAXACA,144,SAN FRANCISCO NUXAÑO,1,1,12,54,11,5,16,1,19,3,18,0,0,3,0,0,0,1,3,1,1,0,1,1,0,1,,,,,,,,151,0,6,157,273,
20,OAXACA,147,SAN FRANCISCO TELIXTLAHUACA,6,16,181,1200,196,142,672,51,604,143,2314,82,799,215,7,3,0,0,13,24,0,2,30,29,12,5,,,,,,,,6724,10,301,7035,9181,
20,OAXACA,148,SAN FRANCISCO TEOPAN,1,1,20,39,20,2,15,6,2,0,48,4,1,0,3,1,0,0,0,1,0,0,0,4,0,1,,,,,,,,167,0,9,176,253,
20,OAXACA,158,SAN JERONIMO SOSOLA,4,5,56,328,43,34,150,9,41,21,345,15,12,7,4,0,1,0,3,4,1,0,13,14,3,5,,,,,,,,1109,0,32,1141,1901,
20,OAXACA,174,SAN JUAN BAUTISTA COIXTLAHUACA,4,6,49,272,66,30,169,22,54,14,496,13,5,9,2,0,0,0,4,4,1,0,9,9,2,2,,,,,,,,1232,0,77,1309,2099,
20,OAXACA,177,SAN JUAN BAUTISTA JAYACATLAN,1,2,39,147,19,20,27,8,3,6,136,10,1,0,2,0,0,0,5,2,1,0,7,6,0,2,,,,,,,,441,0,24,465,1014,
20,OAXACA,196,SAN JUAN DIUXI,2,2,21,77,20,14,121,9,69,7,79,9,1,1,1,0,0,0,2,4,0,0,3,8,3,0,,,,,,,,449,0,48,497,856,
20,OAXACA,215,SAN JUAN SAYULTEPEC,1,2,37,45,64,5,55,20,6,7,112,6,2,1,1,1,1,2,1,0,0,0,3,5,0,1,,,,,,,,375,0,12,387,608,
20,OAXACA,217,SAN JUAN TAMAZOLA,4,7,45,222,102,13,164,14,41,10,305,16,2,6,2,1,1,0,7,9,0,0,16,12,4,4,,,,,,,,996,2,49,1047,2238,
20,OAXACA,221,SAN JUAN TEPOSCOLULA,2,3,14,185,31,11,40,6,7,11,284,9,2,4,0,0,0,0,3,3,0,0,6,2,1,1,,,,,,,,620,0,21,641,992,
20,OAXACA,224,SAN JUAN YUCUITA,1,1,12,108,12,3,113,6,5,1,80,5,1,2,0,0,0,0,2,0,3,0,1,4,0,0,,,,,,,,358,0,6,364,570,
20,OAXACA,248,SAN MATEO ETLATONGO,1,2,34,74,52,3,115,23,5,5,141,8,1,9,0,0,1,0,1,1,1,0,5,4,0,1,,,,,,,,484,0,11,495,877,
20,OAXACA,254,SAN MATEO TLAPILTEPEC,1,1,9,25,10,2,5,2,0,2,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,105,0,1,106,152,
20,OAXACA,262,SAN MIGUEL CHICAHUA,2,5,19,144,64,10,193,12,119,16,264,11,5,22,0,0,0,0,1,2,0,0,11,8,0,2,,,,,,,,903,0,65,968,1588,
20,OAXACA,269,SAN MIGUEL HUAUTLA,2,3,13,168,15,15,87,7,37,4,85,4,2,0,1,0,0,0,1,6,0,0,5,0,0,1,,,,,,,,451,0,29,480,907,
20,OAXACA,272,SAN MIGUEL PERAS,2,5,86,324,175,44,244,16,13,25,338,23,2,6,2,2,0,1,6,7,2,0,15,9,1,9,,,,,,,,1350,0,73,1423,2297,
20,OAXACA,273,SAN MIGUEL PIEDRAS,1,2,11,138,28,8,70,3,126,12,146,11,1,0,0,0,0,0,2,0,0,0,1,5,0,1,,,,,,,,563,0,20,583,902,
20,OAXACA,279,SAN MIGUEL TECOMATLAN,1,1,16,40,43,8,6,5,7,2,11,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,,,,,,,,144,0,9,153,243,
20,OAXACA,281,SAN MIGUEL TEQUIXTEPEC,3,3,36,95,38,12,31,6,5,2,135,2,1,5,1,2,0,0,2,2,0,0,3,2,1,0,,,,,,,,381,0,9,390,717,
20,OAXACA,285,SAN MIGUEL TULANCINGO,1,1,11,18,13,4,20,0,2,2,76,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,,,,,,,,153,0,3,156,284,
20,OAXACA,292,SAN PABLO HUITZO,5,10,263,759,78,59,183,22,248,138,1750,80,59,56,5,10,1,2,14,5,11,2,44,13,1,14,,,,,,,,3817,3,149,3969,5225,
20,OAXACA,302,SAN PEDRO COXCALTEPEC CANTAROS,2,2,13,41,25,5,74,6,1,5,130,4,2,1,0,0,0,0,0,2,0,0,1,2,0,1,,,,,,,,313,0,14,327,591,
20,OAXACA,319,SAN PEDRO NOPALA,1,2,34,82,18,4,38,5,6,5,80,6,0,2,0,0,0,0,2,1,0,0,6,5,0,3,,,,,,,,297,0,27,324,529,
20,OAXACA,327,SAN PEDRO TEOZACOALCO,1,2,18,105,26,6,77,6,17,4,244,10,2,1,0,0,0,0,3,1,0,0,8,6,1,3,,,,,,,,538,0,32,570,937,
20,OAXACA,329,SAN PEDRO TIDAA,2,2,10,28,14,3,74,7,47,5,79,4,0,1,0,3,0,0,1,2,0,0,8,5,1,2,,,,,,,,294,0,12,306,585,
20,OAXACA,330,SAN PEDRO TOPILTEPEC,1,2,6,43,7,3,19,0,26,3,66,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,177,0,15,192,280,
20,OAXACA,334,SAN PEDRO Y SAN PABLO TEPOSCOLULA,5,8,63,606,55,111,88,35,17,25,1131,22,4,18,1,1,0,0,14,26,1,0,30,9,2,3,,,,,,,,2262,0,71,2333,3205,
20,OAXACA,338,SAN PEDRO YUCUNAMA,1,1,5,55,1,4,10,1,0,3,28,2,0,3,0,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,115,0,2,117,173,
20,OAXACA,352,SAN VICENTE NUÑU,1,1,39,98,6,5,4,3,1,1,37,3,0,1,0,0,1,1,0,4,0,0,0,2,0,0,,,,,,,,206,0,9,215,375,
20,OAXACA,391,SANTA INES DE ZARAGOZA,3,3,30,264,27,9,67,3,4,6,132,2,1,5,1,0,0,0,7,3,1,0,4,7,2,1,,,,,,,,576,0,21,597,1177,
20,OAXACA,396,SANTA MAGDALENA JICOTLAN,1,1,1,21,7,0,7,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,59,0,0,59,72,
20,OAXACA,398,SANTA MARIA APAZCO,2,2,10,66,58,10,201,14,12,13,109,13,4,2,2,1,0,1,2,6,1,1,2,8,1,0,,,,,,,,537,0,88,625,1223,
20,OAXACA,402,SANTA MARIA CHACHOAPAM,1,2,23,33,25,7,72,8,12,1,139,3,1,6,1,1,0,0,1,1,0,0,7,5,0,3,,,,,,,,349,0,16,365,608,
20,OAXACA,403,VILLA DE CHILAPA DE DIAZ,3,4,63,104,38,38,119,18,15,11,323,18,1,6,2,1,0,0,3,1,0,1,8,9,1,5,,,,,,,,785,0,30,815,1453,
20,OAXACA,423,SANTA MARIA NATIVITAS,2,2,8,46,22,4,24,6,20,8,122,7,0,1,0,0,0,0,0,1,0,0,8,1,0,3,,,,,,,,281,0,8,289,459,
20,OAXACA,428,SANTA MARIA PEÑOLES,5,13,49,1019,134,41,322,44,312,27,871,35,13,12,2,0,0,0,11,24,3,1,8,13,2,4,,,,,,,,2947,0,160,3107,4802,
20,OAXACA,452,SANTIAGO APOALA,2,2,12,81,94,12,81,10,16,20,85,2,2,5,0,0,0,0,0,1,0,0,1,3,0,0,,,,,,,,425,0,41,466,804,
20,OAXACA,457,SANTIAGO CACALOXTEPEC,3,3,514,466,21,5,12,7,1,7,113,4,0,5,3,9,0,0,2,4,0,0,0,0,0,0,,,,,,,,1173,0,45,1218,1511,
20,OAXACA,464,SANTIAGO HUAUCLILLA,3,3,13,50,25,3,67,4,7,5,65,3,1,0,0,0,0,0,0,2,1,0,6,1,1,0,,,,,,,,254,0,10,264,443,
20,OAXACA,465,SANTIAGO IHUITLAN PLUMAS,2,2,11,24,17,5,11,7,1,6,68,1,0,2,0,0,0,0,1,1,0,0,6,0,0,2,,,,,,,,163,0,13,176,310,
20,OAXACA,479,SANTIAGO NACALTEPEC,4,4,25,464,13,17,82,9,66,11,270,11,2,3,1,0,0,0,1,5,1,0,12,14,0,7,,,,,,,,1014,0,47,1061,1379,
20,OAXACA,480,SANTIAGO NEJAPILLA,1,1,2,33,5,8,10,3,0,0,14,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,80,0,3,83,151,
20,OAXACA,485,SANTIAGO SUCHILQUITONGO,5,12,166,994,460,107,231,51,100,53,1480,69,1349,83,6,6,2,2,17,10,5,1,34,6,3,9,,,,,,,,5244,1,351,5596,7321,
20,OAXACA,488,SANTIAGO TENANGO,2,3,46,172,45,21,131,15,18,15,272,12,1,6,4,2,1,0,2,8,0,0,9,8,0,0,,,,,,,,788,0,20,808,1425,
20,OAXACA,489,SANTIAGO TEPETLAPA,1,1,5,13,21,2,5,2,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,60,0,0,60,88,
20,OAXACA,493,SANTIAGO TILANTONGO,4,8,70,220,173,25,169,34,124,17,280,20,4,9,1,2,3,2,6,2,0,0,5,5,6,5,,,,,,,,1182,1,95,1278,2203,
20,OAXACA,494,SANTIAGO TILLO,1,1,12,34,28,4,65,8,8,2,75,0,2,2,0,0,0,1,0,0,0,0,2,1,0,0,,,,,,,,244,0,13,257,415,
20,OAXACA,495,SANTIAGO TLAZOYALTEPEC,5,9,137,378,170,55,268,40,131,43,860,23,106,16,0,3,1,1,0,4,0,0,17,11,0,4,0,1,0,0,,,,2269,1,203,2473,4166,
20,OAXACA,511,SANTO DOMINGO NUXAA,3,5,62,403,91,20,124,14,28,17,287,17,2,2,1,1,0,0,8,12,1,0,16,7,1,3,,,,,,,,1117,0,38,1155,2149,
20,OAXACA,518,SANTO DOMINGO TLATAYAPAM,1,1,1,27,3,3,8,0,10,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,71,0,0,71,103,
20,OAXACA,521,SANTO DOMINGO TONALTEPEC,1,1,4,53,11,2,10,2,3,3,24,2,0,0,0,0,0,0,0,2,0,0,2,1,0,2,,,,,,,,121,0,10,131,192,
20,OAXACA,523,SANTO DOMINGO YANHUITLAN,2,3,44,93,88,6,70,22,19,3,238,11,2,5,0,7,0,0,1,7,0,1,7,7,0,11,,,,,,,,642,0,24,666,1164,
20,OAXACA,524,SANTO DOMINGO YODOHINO,1,1,4,16,19,2,10,4,2,1,121,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,,,,,,,,186,0,9,195,314,
20,OAXACA,527,SANTO TOMAS MAZALTEPEC,1,3,27,106,13,11,148,4,7,3,399,14,2,11,1,0,0,0,1,5,0,0,8,5,1,4,,,,,,,,770,0,34,804,1694,
20,OAXACA,539,VILLA DE TAMAZULAPAM DEL PROGRESO,6,12,105,671,185,69,498,112,38,73,1406,41,12,262,43,4,0,3,6,4,2,0,31,24,4,8,,,,,,,,3601,0,196,3797,5587,
20,OAXACA,543,VILLA TEJUPAM DE LA UNION,3,4,29,326,353,26,166,15,20,21,370,17,3,27,3,2,0,3,7,3,1,0,8,0,1,3,,,,,,,,1404,0,76,1480,1829,
20,OAXACA,547,TEOTONGO,1,2,14,47,26,4,90,8,2,7,245,12,1,1,0,1,0,0,1,0,1,0,19,4,1,0,,,,,,,,484,0,25,509,767,
20,OAXACA,548,TEPELMEME VILLA DE MORELOS,3,3,26,117,43,21,41,8,18,14,318,10,2,2,0,1,0,1,1,5,1,1,12,4,0,4,,,,,,,,650,0,23,673,1185,
20,OAXACA,551,TLACOTEPEC PLUMAS,1,1,10,35,15,7,23,0,1,2,67,2,1,0,0,0,0,0,0,0,1,0,5,1,0,2,,,,,,,,172,0,3,175,303,
20,OAXACA,556,LA TRINIDAD VISTA HERMOSA,1,1,2,20,12,1,20,1,0,1,84,2,1,3,0,0,0,0,1,0,0,2,0,3,0,1,,,,,,,,154,0,8,162,216,
20,OAXACA,565,YUTANDUCHI DE GUERRERO,1,2,21,128,22,9,123,7,98,5,81,8,0,1,0,0,0,0,2,1,0,1,8,3,0,1,,,,,,,,519,0,32,551,844,
