CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NA,MORENA,ES,PSD,PMR,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,C_COMUN_PRI_PVEM,C_COMUN_PRI_NA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,22,1,158,64,19,5,9,5,3,3,123,,0,,2,3,1,0,2,0,0,0,,,,,,,,,,,,397,0,16,413,508
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,23,1,230,126,5,2,7,4,0,2,77,,1,,1,3,0,0,3,2,0,0,,,,,,,,,,,,463,0,12,475,605
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,24,3,309,240,6,35,19,10,6,9,40,,5,,1,5,2,0,3,10,0,0,,,,,,,,,,,,700,0,57,757,1099
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,25,2,308,121,10,23,13,8,3,5,113,,0,,5,6,2,0,1,5,0,1,,,,,,,,,,,,624,0,28,652,832
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,26,2,343,138,6,13,13,7,1,7,99,,0,,6,3,2,0,2,5,0,0,,,,,,,,,,,,645,0,33,678,847
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,27,1,165,93,2,84,8,6,3,10,121,,2,,2,0,0,0,8,0,0,0,,,,,,,,,,,,504,0,19,523,708
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,28,2,173,181,8,17,10,11,2,17,138,,0,,0,2,1,1,0,0,0,0,,,,,,,,,,,,561,0,35,596,757
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,29,3,438,148,8,22,20,12,1,4,126,,1,,3,0,1,0,1,3,0,0,,,,,,,,,,,,788,0,13,801,1084
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,30,2,287,143,10,70,6,3,0,11,77,,0,,2,3,0,0,3,12,1,1,,,,,,,,,,,,629,0,35,664,832
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,31,3,584,411,15,25,19,13,9,7,223,,3,,9,0,2,0,5,10,0,0,,,,,,,,,,,,1335,0,77,1412,1800
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,32,1,108,144,5,2,8,8,1,1,61,,0,,0,1,0,0,0,1,0,0,,,,,,,,,,,,340,0,12,352,415
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,33,3,309,434,18,8,13,14,2,2,214,,0,,8,0,0,0,0,4,0,0,,,,,,,,,,,,1026,0,50,1076,1259
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,2,ACATLAN DE PEREZ FIGUEROA,34,2,251,200,16,23,24,20,2,21,283,,1,,4,1,0,0,0,2,0,0,,,,,,,,,,,,848,0,52,900,1187
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,134,2,42,334,3,16,9,7,0,2,147,,2,,0,0,0,0,3,9,0,0,,,,,,,,,,,,574,0,28,602,829
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,135,3,107,675,76,24,49,20,3,36,287,,5,,3,0,3,0,32,20,2,0,,,,,,,,,,,,1342,0,65,1407,1844
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,136,3,94,634,10,30,57,23,1,16,317,,2,,0,2,1,2,20,16,0,0,,,,,,,,,,,,1225,0,80,1305,1863
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,137,1,14,250,6,28,8,2,0,10,74,,0,,0,0,0,0,1,6,0,1,,,,,,,,,,,,400,0,21,421,640
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,138,1,19,340,5,12,13,5,2,6,80,,2,,2,0,0,0,2,10,0,0,,,,,,,,,,,,498,0,17,515,668
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,139,2,51,563,15,31,19,5,2,7,153,,13,,0,0,0,0,9,25,1,1,,,,,,,,,,,,895,0,58,953,1277
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,140,1,22,234,4,17,13,14,3,4,52,,2,,0,0,0,0,2,17,1,0,,,,,,,,,,,,385,0,14,399,471
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,141,1,33,265,8,25,19,6,4,6,107,,2,,0,0,0,0,6,6,2,1,,,,,,,,,,,,490,0,27,517,712
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,142,1,38,186,2,10,7,5,3,2,27,,3,,0,1,0,0,0,5,0,0,,,,,,,,,,,,289,0,24,313,461
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,24,COSOLAPA,143,2,66,369,4,16,30,6,4,4,220,,0,,0,0,0,0,4,9,0,0,,,,,,,,,,,,732,0,48,780,1112
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,952,4,39,709,657,3,8,6,1,2,109,,1,,2,1,0,2,1,4,0,0,,,,,,,,,,,,1545,0,34,1579,1949
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,953,1,3,212,214,2,2,2,1,0,9,,0,,0,3,0,0,0,1,0,0,,,,,,,,,,,,449,0,6,455,562
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,167,SAN JOSE INDEPENDENCIA,954,1,0,288,269,0,4,3,0,0,37,,1,,0,0,0,0,1,2,0,0,,,,,,,,,,,,605,0,12,617,731
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,962,3,20,329,14,10,423,302,7,153,427,,5,,2,0,3,2,1,1,1,0,,,,,,,,,,,,1700,0,119,1819,2137
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,963,1,4,101,23,2,148,33,3,7,12,,0,,0,0,0,1,0,1,0,0,,,,,,,,,,,,335,0,16,351,478
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,964,1,2,56,4,0,48,141,1,0,8,,0,,1,0,0,2,0,0,0,0,,,,,,,,,,,,263,0,15,278,332
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,965,1,1,136,12,0,149,56,0,10,18,,2,,0,0,0,0,0,1,1,0,,,,,,,,,,,,386,0,10,396,527
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,966,2,15,296,30,3,109,113,2,9,71,,1,,1,0,0,2,0,0,1,0,,,,,,,,,,,,653,0,29,682,847
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,967,1,0,123,7,0,170,104,0,39,35,,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,478,0,5,483,601
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,968,1,3,70,8,0,69,36,2,2,33,,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,223,0,3,226,305
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,969,1,5,205,3,1,139,96,1,35,35,,1,,0,0,0,0,0,0,0,1,,,,,,,,,,,,522,1,17,540,649
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,970,2,4,220,15,2,362,130,0,15,100,,4,,2,0,2,2,0,1,0,0,,,,,,,,,,,,859,0,47,906,1139
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,971,1,10,37,1,1,79,19,0,20,19,,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,186,0,6,192,233
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,972,3,19,333,14,6,286,279,3,114,141,,2,,5,0,1,1,0,0,0,0,,,,,,,,,,,,1204,0,82,1286,1603
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,973,1,1,120,0,0,48,19,1,3,28,,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,220,0,15,235,295
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,974,2,0,156,2,1,117,75,1,2,55,,0,,0,0,0,0,0,0,1,0,,,,,,,,,,,,410,0,8,418,544
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,975,2,2,169,5,2,100,56,2,64,38,,0,,0,0,1,0,0,0,0,1,,,,,,,,,,,,440,0,18,458,584
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,976,2,13,218,14,5,90,126,0,15,67,,1,,1,0,0,0,0,0,0,0,,,,,,,,,,,,550,0,51,601,776
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,170,SAN JOSE TENANGO,977,2,3,137,13,0,37,128,1,14,43,,2,,1,0,1,0,0,0,2,0,,,,,,,,,,,,382,0,29,411,558
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,182,SAN JUAN BAUTISTA TUXTEPEC,1057,2,21,104,8,23,25,21,4,228,140,,1,,0,0,0,0,0,0,1,2,,,,,,,,,,,,578,0,33,611,800
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1372,3,121,674,42,11,19,29,10,3,392,,1,,2,2,0,2,8,15,0,0,,,,,,,,,,,,1331,0,42,1373,1729
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1373,2,95,367,35,8,11,19,5,4,244,,2,,0,0,0,0,0,8,1,0,,,,,,,,,,,,799,0,26,825,940
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1374,2,133,466,43,5,25,19,1,11,339,,0,,1,1,0,0,8,6,0,0,,,,,,,,,,,,1058,0,21,1079,1315
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1375,3,162,383,36,1,15,13,3,6,280,,2,,0,0,1,1,5,7,0,0,,,,,,,,,,,,915,0,26,941,968
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1376,2,122,310,31,0,11,23,1,2,238,,1,,0,0,0,0,6,8,0,0,,,,,,,,,,,,753,0,26,779,960
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1377,3,39,679,377,20,6,36,0,1,78,,0,,0,1,0,1,1,9,0,0,,,,,,,,,,,,1248,0,14,1262,1463
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1378,2,19,270,3,0,3,4,1,0,70,,0,,0,0,0,0,1,1,1,0,,,,,,,,,,,,373,0,5,378,436
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1379,3,163,745,60,3,14,28,5,8,197,,5,,0,2,1,0,1,2,0,0,,,,,,,,,,,,1234,0,26,1260,1424
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1380,2,22,304,3,165,7,8,1,2,109,,1,,0,0,0,0,0,3,0,0,,,,,,,,,,,,625,0,10,635,759
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1381,2,41,529,14,9,14,11,3,4,153,,2,,0,0,0,0,4,2,0,0,,,,,,,,,,,,786,0,17,803,966
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1382,2,68,280,9,94,10,76,2,3,206,,0,,0,0,1,0,1,0,0,0,,,,,,,,,,,,750,0,16,766,945
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1383,3,191,667,73,1,12,26,2,5,271,,2,,2,0,1,0,0,4,0,0,,,,,,,,,,,,1257,0,21,1278,1530
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1384,2,46,485,34,3,7,13,4,2,241,,1,,0,0,0,0,1,2,1,0,,,,,,,,,,,,840,0,12,852,987
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1385,3,202,517,20,4,9,17,2,4,260,,0,,0,1,0,0,0,7,0,0,,,,,,,,,,,,1043,0,27,1070,1244
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1386,2,61,574,31,79,8,7,3,14,350,,1,,1,2,0,0,5,5,2,0,,,,,,,,,,,,1143,0,27,1170,1476
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1387,2,20,377,4,19,11,5,3,0,204,,0,,0,0,0,0,1,0,0,0,,,,,,,,,,,,644,0,9,653,774
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1388,3,44,472,65,59,11,52,4,8,278,,1,,3,0,1,0,2,7,0,0,,,,,,,,,,,,1007,0,24,1031,1248
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1389,2,28,428,17,77,5,8,1,1,247,,1,,0,0,0,0,1,5,0,0,,,,,,,,,,,,819,0,10,829,952
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1390,2,69,379,0,175,6,17,2,2,160,,3,,0,0,0,0,1,4,0,0,,,,,,,,,,,,818,0,17,835,954
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1391,3,33,539,36,5,15,11,2,8,92,,1,,0,0,0,0,4,2,0,0,,,,,,,,,,,,748,0,17,765,912
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1392,3,87,746,116,7,34,31,4,8,204,,1,,0,2,0,2,5,7,0,0,,,,,,,,,,,,1254,0,31,1285,1609
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1393,2,13,441,99,27,86,16,12,6,326,,3,,0,0,0,0,0,4,0,0,,,,,,,,,,,,1033,0,15,1048,1250
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1394,1,28,344,72,29,11,2,1,2,90,,1,,0,0,0,0,2,2,0,0,,,,,,,,,,,,584,0,9,593,712
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,276,SAN MIGUEL SOYALTEPEC,1395,2,61,461,118,149,15,40,4,3,175,,0,,0,0,0,0,2,6,0,0,,,,,,,,,,,,1034,1,15,1050,1217
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1473,2,23,380,10,4,4,18,2,14,654,,8,,0,0,0,0,10,1,0,0,,,,,,,,,,,,1128,0,17,1145,1460
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1474,3,31,457,12,8,21,31,8,15,776,,10,,0,0,1,0,12,6,0,0,,,,,,,,,,,,1388,0,26,1414,1664
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1475,1,2,172,3,2,1,6,3,3,142,,0,,0,0,0,0,3,1,0,0,,,,,,,,,,,,338,0,4,342,405
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1476,2,4,216,6,3,13,13,0,2,293,,4,,3,0,0,0,1,0,0,0,,,,,,,,,,,,558,0,14,572,923
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1477,1,6,146,1,2,7,3,0,3,197,,0,,0,0,0,0,2,0,3,0,,,,,,,,,,,,370,0,20,390,215
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1478,2,8,211,5,3,8,15,0,6,610,,2,,0,2,0,0,1,2,0,1,,,,,,,,,,,,874,0,25,899,1062
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1479,1,4,165,3,5,6,10,2,5,309,,1,,0,0,0,0,3,1,0,0,,,,,,,,,,,,514,0,22,536,662
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1480,1,9,129,5,5,4,10,3,7,305,,3,,0,0,0,0,3,4,0,0,,,,,,,,,,,,487,0,19,506,602
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,307,SAN PEDRO IXCATLAN,1481,1,7,172,2,10,10,11,3,2,234,,4,,0,0,0,0,2,1,0,0,,,,,,,,,,,,458,0,10,468,563
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1793,3,133,501,60,50,25,20,5,24,406,,2,,2,2,1,0,18,13,3,0,,,,,,,,,,,,1265,0,85,1350,1851
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1794,3,114,337,32,54,41,77,7,19,225,,7,,4,3,2,2,17,21,0,0,,,,,,,,,,,,962,0,74,1036,1317
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1795,4,159,247,51,56,27,41,9,15,300,,7,,23,5,4,2,19,3,3,1,,,,,,,,,,,,972,0,100,1072,1544
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1796,3,60,224,77,36,29,34,2,15,262,,0,,2,2,0,1,4,7,3,0,,,,,,,,,,,,758,0,69,827,1227
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1797,2,21,171,42,24,12,11,0,14,141,,5,,1,1,1,0,4,12,0,0,,,,,,,,,,,,460,0,42,502,682
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1798,2,45,342,22,37,20,80,5,25,137,,5,,5,3,12,0,8,9,0,0,,,,,,,,,,,,755,0,51,806,1228
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1799,1,38,89,5,8,3,48,0,6,91,,0,,0,6,0,0,3,2,0,0,,,,,,,,,,,,299,0,15,314,504
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1800,2,45,144,13,18,21,27,4,12,190,,3,,0,0,2,0,8,6,1,0,,,,,,,,,,,,494,0,44,538,883
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1801,1,5,19,2,2,1,4,1,1,13,,1,,0,0,0,0,0,0,0,0,,,,,,,,,,,,49,0,7,56,112
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1802,2,44,223,52,26,9,18,4,17,130,,1,,1,1,0,0,15,3,2,0,,,,,,,,,,,,546,0,49,595,832
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1803,2,40,118,14,24,8,12,1,13,136,,4,,0,0,0,0,5,8,0,0,,,,,,,,,,,,383,0,35,418,639
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1804,1,10,45,31,7,5,3,0,5,29,,1,,1,1,0,0,2,1,0,0,,,,,,,,,,,,141,0,9,150,217
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1805,2,72,236,70,23,12,5,6,22,204,,5,,1,2,0,0,14,23,1,0,,,,,,,,,,,,696,0,77,773,1126
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1806,1,19,66,35,3,4,4,3,3,23,,2,,0,0,0,0,2,1,0,0,,,,,,,,,,,,165,0,15,180,320
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1807,1,20,69,13,17,6,5,2,3,35,,3,,0,1,0,1,8,5,0,0,,,,,,,,,,,,188,0,16,204,298
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1808,1,28,117,27,16,10,7,2,11,68,,1,,2,0,0,0,2,3,0,0,,,,,,,,,,,,294,0,27,321,523
,20,OAXACA,1,ACATLAN DE PEREZ FIGUEROA,404,SANTA MARIA CHILCHOTLA,1809,2,60,244,27,29,10,3,10,15,93,,1,,0,0,0,0,14,15,3,0,,,,,,,,,,,,524,0,57,581,847
