CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PFD,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PAN_PT,PRD_PT,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2726,1,207,32,9,5,4,8,2,27,8,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,322,30,352,570
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2727,1,248,43,13,5,2,11,4,40,11,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,394,13,409,680
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2728,2,308,52,11,15,0,19,7,38,10,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,484,32,519,873
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2729,2,285,79,22,7,4,10,8,30,10,23,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,484,35,519,1393
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2730,2,369,93,14,7,4,14,13,68,18,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,629,57,688,1192
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2731,2,314,116,14,12,7,25,6,47,8,31,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,589,43,632,1138
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2732,2,325,60,18,7,0,12,2,23,14,19,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,486,22,509,828
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2733,2,119,38,6,5,2,5,1,14,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,12,220,778
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2734,2,524,67,18,16,1,33,9,51,10,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,763,41,807,1389
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2735,2,299,46,17,6,3,10,2,20,12,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,430,30,462,780
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2742,2,501,82,21,13,5,23,8,47,9,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,736,46,784,1425
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2743,2,430,54,16,8,0,12,5,31,9,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,583,28,613,985
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2744,2,366,78,14,6,1,16,8,31,11,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,550,44,598,984
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2745,2,328,45,14,3,2,4,4,36,4,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,18,475,814
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2746,2,307,115,22,12,5,19,13,54,12,29,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,592,31,626,1179
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2747,3,469,170,17,8,1,20,16,44,13,23,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,788,31,823,1581
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2748,2,286,63,7,9,0,9,4,30,7,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,14,449,784
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2749,2,189,44,4,2,2,6,8,30,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,33,344,1311
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2750,1,148,27,3,3,3,3,6,12,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,13,238,426
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2751,2,176,100,20,13,3,9,8,58,12,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,422,42,466,853
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2752,2,269,47,6,6,4,7,6,23,11,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,397,25,424,901
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2753,3,380,56,14,9,3,13,6,43,17,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565,50,616,1589
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2754,2,310,52,15,7,5,25,7,28,14,25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,491,43,540,868
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2755,2,472,96,16,12,6,19,9,33,16,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,707,35,743,1447
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2756,2,273,42,14,14,2,16,7,16,10,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,417,30,449,825
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2757,1,276,50,11,1,2,9,6,24,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,397,23,421,676
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2758,2,509,90,39,10,2,16,6,42,11,16,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,751,20,772,1335
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2759,2,536,78,44,12,2,21,18,56,14,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,809,33,843,1430
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2760,2,534,45,27,7,2,13,17,42,9,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,735,37,773,1361
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2761,4,305,270,38,18,9,29,23,68,17,48,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,835,39,874,2814
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2762,4,326,261,49,28,20,30,31,107,27,46,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,944,58,1002,2258
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2763,4,321,328,54,44,15,35,28,59,27,41,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,976,48,1026,2344
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2764,3,201,309,50,43,13,30,26,42,21,49,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,804,36,842,2086
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2765,3,228,260,24,28,15,26,17,63,15,25,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,712,18,731,1706
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2766,2,128,150,32,40,8,16,16,59,13,17,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,491,15,506,1216
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2767,2,165,180,38,23,7,27,13,48,15,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,545,22,569,1359
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2768,6,499,452,95,79,22,39,33,137,31,77,6,4,9,15,0,0,0,0,0,0,0,0,0,0,0,5,1498,87,1590,4047
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2769,4,295,338,69,47,14,24,39,113,24,49,7,0,11,1,0,0,0,0,0,0,0,0,0,0,0,3,1031,55,1089,2668
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2770,4,302,382,61,48,16,37,38,85,29,68,16,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1099,55,1154,2465
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2771,3,166,333,30,11,12,25,14,53,13,42,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,717,31,749,1658
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2772,5,382,657,49,57,25,48,43,85,34,71,5,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1482,52,1534,3349
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2773,5,470,559,68,61,29,34,59,144,30,54,6,1,24,2,1,0,0,0,0,0,0,0,0,0,0,1,1542,103,1646,3348
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2774,4,284,328,28,33,12,21,24,75,17,56,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,982,33,1015,2728
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2775,4,279,306,50,47,19,28,28,94,29,51,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,952,40,993,2533
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2776,4,291,385,75,43,15,41,27,113,23,48,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,59,1128,2685
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2777,3,510,195,37,30,5,18,16,90,20,38,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,973,47,1020,1941
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2778,3,306,291,31,26,12,28,19,83,14,41,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,859,28,889,1747
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2779,3,391,213,27,28,6,39,12,60,21,43,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,852,30,883,1930
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2780,3,603,83,28,13,4,42,13,61,22,36,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,917,57,975,1890
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2781,2,434,76,15,9,4,14,3,44,9,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,628,33,661,1056
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2782,2,495,68,19,4,4,11,8,26,14,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,678,42,723,1261
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2783,2,500,70,24,12,0,16,4,45,16,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,47,765,1432
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2791,1,229,47,8,11,2,13,4,22,6,12,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,363,17,380,717
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2792,2,328,45,23,3,4,8,10,25,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,472,15,488,863
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2793,2,458,100,19,12,1,16,7,65,18,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,724,38,763,1331
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2794,1,145,18,4,4,2,3,5,23,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,16,228,392
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2795,2,319,77,12,3,0,10,10,36,15,20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,506,28,534,912
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2796,3,485,143,27,19,4,27,15,111,25,48,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,916,50,966,1650
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2797,3,751,117,23,19,7,37,16,77,24,35,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1116,61,1181,1992
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2798,2,331,61,12,5,3,13,5,43,15,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,513,20,535,850
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2799,2,336,57,17,5,4,11,15,41,9,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527,26,554,874
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2800,2,349,58,11,8,2,4,4,17,7,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,479,20,501,832
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2801,4,188,206,42,24,15,16,19,87,13,32,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,653,33,687,2442
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2802,3,208,237,41,32,6,23,22,63,27,20,7,98,88,81,23,0,0,0,0,0,0,0,0,0,0,1,976,34,1011,1745
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2803,3,183,292,34,23,28,23,22,65,20,54,5,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,768,18,786,2046
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2804,6,356,597,81,57,19,46,37,156,32,77,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1478,69,1548,3920
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2805,5,517,433,84,43,32,30,30,163,38,81,11,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,77,1582,3700
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2806,2,287,94,17,11,6,4,5,41,18,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,509,24,534,939
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2807,2,405,82,19,14,8,18,4,68,13,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,667,33,704,1237
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2808,2,415,47,11,4,2,11,11,66,15,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,603,39,644,1127
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2809,2,426,68,15,11,7,15,14,70,19,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,673,35,711,1237
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2810,2,413,95,19,12,3,14,3,45,13,30,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,651,45,699,1347
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2811,2,544,87,14,16,1,17,9,37,26,24,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,784,40,827,1428
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2812,2,302,34,7,7,1,13,8,45,18,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,451,33,486,826
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2813,3,321,199,14,12,0,12,15,58,18,23,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,680,27,707,1551
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2830,2,437,55,20,6,1,4,6,44,9,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,612,30,644,1080
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2831,3,565,74,20,15,3,17,8,71,19,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,28,850,1631
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2832,1,123,38,7,0,0,5,4,23,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,216,12,230,360
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2833,1,65,12,0,5,0,2,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,10,108,176
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2834,2,282,255,30,9,11,25,15,79,17,41,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,774,25,800,1481
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2835,3,404,275,29,33,13,20,12,148,28,47,10,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1035,37,1073,2211
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2836,1,212,43,8,7,4,5,3,30,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,323,20,343,579
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2837,3,470,247,23,24,9,25,19,150,21,27,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1029,55,1085,2053
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2838,3,503,180,23,10,6,26,12,59,20,42,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,894,46,940,1658
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2839,3,378,414,46,29,10,25,15,91,20,41,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,41,1129,2078
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2840,3,497,84,22,11,6,59,13,75,15,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,828,38,868,1724
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2841,2,308,44,12,11,5,24,7,61,10,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518,19,538,1035
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2888,3,282,270,51,48,10,19,22,121,24,47,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,898,47,945,1944
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2889,3,330,245,41,31,8,34,23,93,26,44,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,888,37,927,2112
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2890,2,292,135,28,20,9,17,17,95,13,40,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,674,43,718,1488
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2891,2,246,86,21,11,5,15,8,85,10,21,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,516,32,548,909
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2892,2,235,177,43,20,8,19,8,53,16,31,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,624,43,668,1500
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2893,2,486,76,19,9,2,32,8,66,12,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,744,29,774,1365
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2894,2,429,63,17,6,2,29,2,59,19,17,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,652,41,695,1228
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2895,6,1504,170,78,18,12,66,23,130,52,46,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2110,113,2228,3860
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2896,3,714,137,30,20,13,31,6,79,24,35,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,1108,69,1185,2217
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2897,3,205,162,41,18,10,64,14,35,19,47,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,621,20,642,1515
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2898,5,422,354,63,32,17,51,25,129,25,66,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,26,1222,3137
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2899,4,312,283,47,20,11,30,20,97,21,41,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,891,26,917,2294
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2900,2,218,161,26,23,8,26,9,35,20,24,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,560,19,580,1367
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2901,2,190,190,18,11,8,31,14,64,19,26,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,573,31,604,1310
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2902,3,239,262,34,21,7,33,17,94,19,34,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,770,35,805,2093
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2903,1,89,94,13,10,3,6,10,24,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,14,290,643
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2904,2,105,177,17,20,7,13,23,47,14,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,438,14,454,916
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2905,2,111,178,49,24,5,19,22,68,26,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,25,558,1463
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2906,2,188,193,31,17,6,21,13,66,24,22,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,587,21,608,1488
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2907,4,407,251,41,31,13,40,22,105,30,57,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,46,1051,2421
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2908,4,316,309,52,19,18,70,19,97,39,58,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,1005,45,1052,2981
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2909,3,283,214,56,21,21,46,22,104,16,23,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,835,2200
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2910,5,377,293,57,26,20,49,19,123,14,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1038,48,1088,3049
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2911,4,388,304,75,31,22,30,19,125,26,51,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1076,42,1120,2758
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2912,4,417,391,67,38,12,46,31,131,23,41,5,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1217,42,1259,2855
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2913,4,279,275,57,41,12,41,24,133,31,41,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,940,53,993,2469
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2914,3,183,226,43,18,15,31,18,76,19,32,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,667,48,715,1991
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2915,4,195,209,34,21,17,35,17,94,34,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,30,728,2299
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2916,3,245,275,37,41,11,19,18,132,36,39,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,859,20,881,2010
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2917,3,137,188,33,32,12,10,12,75,14,48,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,564,28,592,1512
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2918,2,144,107,17,12,10,6,11,48,12,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397,26,423,954
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2919,3,225,143,30,19,8,63,11,150,20,34,4,102,1,0,0,0,0,0,0,0,0,0,0,0,0,4,810,48,862,2044
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2920,2,123,127,11,16,12,5,12,40,13,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,10,383,898
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2921,5,299,416,81,49,19,34,25,154,29,56,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,57,1242,3116
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2922,3,210,259,45,31,16,30,22,93,26,22,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,763,28,792,2137
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2923,4,342,349,57,50,15,52,15,140,21,36,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1086,66,1154,2905
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2924,4,320,336,71,33,16,48,16,108,20,44,2,6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1038,45,1084,2507
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2925,6,470,421,107,28,26,72,29,163,32,69,6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1432,61,1495,3871
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2926,4,248,369,58,25,14,26,14,132,30,47,3,9,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1004,53,1058,2681
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2927,4,253,504,54,166,27,36,46,110,15,55,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1275,43,1319,2788
5,15,MEXICO,30,NAUCALPAN,58,NAUCALPAN DE JU?REZ,2928,4,251,288,58,28,10,28,30,110,32,34,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,876,30,907,2268
